id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
74090,1197,The Birthday Party,0571160786,9780571160785,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1991,3,,eng,Faber & Faber,false,71685,27,15149,32895,8750,270,5:2349|4:3158|3:2282|2:711|1:250|total:8750,1957,,,3.76,8381,215,['1197'],['Harold Pinter'],['3.79'],[],[],[],"Stanley Webber is visited in his boarding house by strangers, Goldberg and McCann. An innocent-seeming birthday party for Stanley turns into a nightmare.<br /><br /><b>The Birthday Party</b> was first performed in 1958 and is now a modern classic. Produced and studied throughout the world."
4412383,1197,"Art, Truth & Politics: The Nobel Lecture",0571233961,9780571233960,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,Three Essays Press,false,4460517,6,106,164,38,7,5:22|4:10|3:3|2:2|1:1|total:38,2005,1,1,4.32,30,7,['1197'],['Harold Pinter'],['3.79'],[],[],[],
1999089,1197,خیانت و دو نمایش‌نامه‌ی دیگر,,9789648573008,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335482599l/1999089._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335482599l/1999089._SX50_.jpg,2007,,,per,نیلا,false,2002897,1,112,163,43,7,5:8|4:21|3:11|2:3|1:0|total:43,2007,1,1,3.79,43,7,['1197'],['Harold Pinter'],['3.79'],['4938599'],['شعله آذر'],['3.47'],
213883,1197,Conversations with Pinter,0879101792,9780879101794,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,8,1,,Limelight,false,207054,6,68,146,36,5,5:12|4:14|3:10|2:0|1:0|total:36,1996,7,12,4.06,28,4,"['10839', '1197']","['Mel Gussow', 'Harold Pinter']","['4.42', '3.79']",[],[],[],"For more than twenty years, Mel Gussow, a drama critic for the New York Times, has been meeting Harold Pinter to talk about work and life, plays and people. At the core of this book is a series of lengthy interviews - some of the most extensive that Pinter has ever given - all published here in full for the first time. Pinter and Gussow first meet in 1971, when Old Times is a new play and Pinter's status as a major writer is still being confirmed. Then come public and private conversations in the eighties, when the voice of Pinter's political commitment is first heard. And finally, over a period of a week in September 1993, the two talk after the London premiere of Pinter's latest play, Moonlight. Here the playwright is in a more mellow mood, happy to contemplate his early life and to admit to a political agenda behind such plays as The Birthday Party. Through these and other revealing insights, he allows us to see the complete arc of his work to date in its true light. The resulting book is one of the most thoughtful and intimate portraits of the writer yet to appear. In fact, it is a kind of self-portrait, since, intentionally, it is Pinter who does most of the talking. Though famously reticent on the subjects of his work and his private life, Pinter opens up for Gussow in a manner both beguilingly frank and refreshingly informative."
1334305,1197,99 Poems in Translation,0802134890,9780802134899,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1997,2,7,,Grove Press,false,1323830,3,81,144,38,9,5:9|4:15|3:11|2:3|1:0|total:38,1994,1,1,3.79,31,8,"['1197', '195915']","['Harold Pinter', 'Anthony Astbury']","['3.79', '3.73']",[],[],[],"Full of surprising juxtapositions and possessed of a gargantuan range of voices and styles, 99 Poems in Translation is a unique convergence of some of the world’s most beautiful poetry. The poets range from Anna Akhmatova to Yuan Chen, from Charles Baudelaire to Virgil, each of them translated into memorable English by such poetic luminaries as Ben Johnson, Elizabeth Bishop, and Robert Graves. Arranged alphabetically, this collection span centuries and continents."
2526175,1197,Monologue,0902843702,9780902843707,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383259196l/2526175._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383259196l/2526175._SX50_.jpg,1973,,,,Covent Garden Press,false,2533681,1,90,128,38,5,5:4|4:13|3:15|2:5|1:1|total:38,,,,3.37,38,5,['1197'],['Harold Pinter'],['3.79'],[],[],[],
13046184,1197,Night School,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353084569l/13046184._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353084569l/13046184._SY75_.jpg,,,,eng,,false,18210588,2,61,111,34,3,5:2|4:11|3:16|2:4|1:1|total:34,1961,,,3.26,31,2,['1197'],['Harold Pinter'],['3.79'],[],[],[],
18698119,1197,Victoria Station,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408900038l/18698119._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408900038l/18698119._SX50_.jpg,2006,,,eng,,false,26551220,2,73,108,32,7,5:7|4:6|3:12|2:6|1:1|total:32,1985,11,,3.38,29,6,['1197'],['Harold Pinter'],['3.79'],[],[],[],
18297254,1197,Επίδειξη μόδας,,9789603352297,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375794182l/18297254._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375794182l/18297254._SX50_.jpg,2011,,,gre,Ηριδανός,false,58435432,7,50,105,30,3,5:4|4:10|3:14|2:1|1:1|total:30,1962,,,3.50,4,0,"['1197', '7210440', '6524889']","['Harold Pinter', 'Χάρολντ Πίντερ', 'Ερρίκος Μπελιές']","['3.79', '4.00', '4.11']",[],[],[],"Η ιστορία μεταξύ ενός straight ζευγαριού και ενός gay, όπουν υπάρχουν υπόνοιες πως η γυναίκα του πρώτου ζευγαριού είχε μια εφήμερη ερωτική περιπέτεια με τον νεώτερο του δεύτερου ζευγαριού."
30235318,1197,Granta Portugal 7: Palco,,9789896713133,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463680014l/30235318._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463680014l/30235318._SX50_.jpg,2016,5,,por,Tinta da China,false,50696654,1,75,103,28,4,5:4|4:11|3:13|2:0|1:0|total:28,,,,3.68,28,4,"['4419503', '334530', '1197', '1203531', '4986746', '7255805', '3520471', '15273312', '562074', '1462', '5114531', '1048126', '15543', '75520', '2956905', '5431088', '389474']","['Carlos Vaz Marques', 'Abel Barros Baptista', 'Harold Pinter', 'Jacinto Lucas Pires', 'Patrícia Portela', 'Tiago Rodrigues', 'Teresa Veiga', 'Augusto Brázio', 'Danuta Wojciechowska', 'Julian Barnes', 'Mathias Énard', 'Luísa Costa Gomes', 'Alan Hollinghurst', 'Pico Iyer', 'Filipa Melo', 'Vítor Nogueira', ""Joseph O'Neill""]","['3.72', '3.68', '3.79', '3.29', '3.60', '4.17', '3.77', '3.55', '4.04', '3.71', '3.86', '3.30', '3.63', '3.80', '3.70', '4.06', '3.40']",[],[],[],"Tema: Palco. Capa: Jorge Colombo. Conteúdo integral da Granta 7 mantido em segredo até ao lançamento da revista. Textos de Abel Barros Baptista, Teresa Veiga, Jacinto Lucas Pires, Julian Barnes e Harold Pinter, entre outros grandes nomes da literatura. Autor-revelação. Ensaio fotográfico: Augusto Brázio. Ilustrações originais: Danuta Wojciechowska. Granta, revista literária dirigida por Carlos Vaz Marques. Mais de 32 000 exemplares vendidos dos 6 primeiros números. 40 000 seguidores no Facebook."
213891,1197,Collected Screenplays 1,0571207332,9780571207336,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,11,20,,Faber  Faber,false,207062,2,58,98,25,1,5:8|4:10|3:5|2:1|1:1|total:25,2000,11,20,3.92,14,1,['1197'],['Harold Pinter'],['3.79'],[],[],[],
676338,1197,A Night Out. Night School. Revue Sketches. Early Plays.,0394173104,9780394173108,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,662339,1,60,95,25,3,5:6|4:9|3:9|2:1|1:0|total:25,1968,,,3.80,25,3,['1197'],['Harold Pinter'],['3.79'],[],[],[],
622608,1197,Three Plays: A Slight Ache / The Collection / The Dwarfs,039417240X,9780394172408,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1962,1,1,,Grove/Atlantic,false,608975,3,54,88,25,4,5:4|4:8|3:10|2:3|1:0|total:25,1962,,,3.52,18,3,['1197'],['Harold Pinter'],['3.79'],[],[],[],"Contains <i>A Slight Ache, The Collection</i>, and <i>The Dwarfs</i>."
213912,1197,The Tea Party & The Basement,0822211157,9780822211150,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383406925l/213912._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383406925l/213912._SX50_.jpg,,,,,,false,207083,1,49,87,26,1,5:2|4:7|3:15|2:2|1:0|total:26,1966,,,3.35,26,1,['1197'],['Harold Pinter'],['3.79'],[],[],[],"<i>The Basement</i>, in the words of Edith Oliver, is ""about a fussy, spinsterish bachelor whose carefully furnished basement flat is invaded late one night by his former roommate with a young girl in tow. Host is effusive in his welcome to former roommate, that is. Girl and former roommate strip naked and get into bed, as host, terribly rattled, continues to chatter. (The chatter is absolutely fine.) The intruders move in permanently, and soon the host's old pictures and bits of sculpture are replaced by a huge, bright, modern abstract. And there are other innovations. As the action progresses, the roles of lover and leftover switch back and forth, and the girl, like the old bum in <i>The Caretaker</i>, tries to set the men against each other and succeeds. There are scenes at a beach, in a cafe, and at a bogus deathbed, and there is a duel, which is fought on a dark stage with lighted broken bottles."" In the end we are, it seems, back where we started. But not quite. We have seen, if only for a moment, the rather pathetic, trembling animals who lie beneath the veneer of the shaved, powdered exteriors, and we know that it is not relief that will come to them�just continuation."
17506022,1197,Teatro. Volume secondo. L'amante - Il ritorno a casa - Vecchi tempi - Terra di nessuno - Tradimenti - Il bicchiere della staffa - Il linguaggio della montagna - Party Time,8806141066,9788806141066,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362421836l/17506022._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362421836l/17506022._SY75_.jpg,2002,,,ita,Einaudi,false,18266445,5,40,86,20,2,5:7|4:12|3:1|2:0|1:0|total:20,1962,,,4.30,12,1,"['1197', '994611']","['Harold Pinter', 'Guido Davico Bonino']","['3.79', '3.73']","['4809124', '4809123', '5766106']","['Laura del Bono', 'Elio Nissim', 'Alessandra Serra']","['4.26', '4.10', '4.09']","Le prime rappresentazioni delle opere di Harold Pinter furono letteralmente stroncate da quasi tutta la critica. Si scrisse che era un autore eccentrico, inaccettabile, incomprensibile, che non aveva nulla da dire. Oggi è forse l'autore vivente piú rappresentato al mondo, ma come lui stesso tiene a sottolineare: «Adesso sono diventato comprensibile, accettabile, eppure le mie commedie sono sempre le stesse di allora. Non ho cambiato una sola battuta!»<br />Il secondo volume - che contiene anche alcuni «ritocchi» compiuti dallo stesso autore - comprende le commedie scritte tra il 1962 (The Lover) e il 1991 (Party Time). Dai capolavori della maturità, come <i>Il ritorno a casa</i> del 1964, e <i>Terra di nessuno</i> di dieci anni dopo, alle tragicommedie sulla «menzogna dell'amore» - <i>L'amante, Vecchi tempi, Tradimenti</i> - ai brevi drammi «politici» piú recenti - <i>Il bicchiere della staffa, Il linguaggio della montagna, Party Time</i>, in cui Pinter denuncia, con la consueta forza di ambasciatore di Amnesty International e di illustre rappresentante del P.E.N. Club inglese, torture, guerre, violazioni dei diritti umani e abusi di potere. Il volume è accompagnato dall'appendice Pinter in Italia e da una nota del curatore che dà conto delle altre numerose «arti» di cui egli è maestro: regista, sceneggiatore, attore."
341560,1197,Harold Pinter: Faber Critical Guide,0571197817,9780571197811,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,7,3,,Faber  Faber,false,331928,1,49,83,22,1,5:5|4:11|3:3|2:2|1:1|total:22,2000,7,3,3.77,22,1,"['195911', '1197']","['Bill Naismith', 'Harold Pinter']","['3.46', '3.79']",[],[],[],"Do you want to know why Harold Pinter is a figure of such influence and importance in the theatre? Are you studying his plays and looking for help with interpretation? Or do you teach Pinter and need a reliable guide to the plays? The <b>Faber Critical Guide to Harold Pinter</b> gives this and much more, including an introduction to the distinctive features of the playwright's work, a detailed analysis of each of the classic plays and comments on performance."
1083474,1197,Collected Poems and Prose,0802134343,9780802134349,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1995,12,6,,Grove Press,false,331931,3,55,83,23,4,5:4|4:10|3:6|2:2|1:1|total:23,1986,12,31,3.61,19,4,"['1197', '5671558']","['Harold Pinter', 'Harold Printer']","['3.79', '3.74']",[],[],[],"Representing Pinter's own selection of his non-dramatic writings, this volume includes pieces of poetry and prose up to 1990 and ranges back to the earliest piece, ""The Kullus"", which was written when he was 19 years old."
25802275,1197,The New World Order,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435365863l/25802275._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435365863l/25802275._SX50_.jpg,2008,12,22,eng,granta.com,true,45656106,1,37,80,24,1,5:3|4:7|3:10|2:3|1:1|total:24,2008,12,22,3.33,24,1,['1197'],['Harold Pinter'],['3.79'],[],[],[],A blindfolded man sitting on a chair. Two men (Des and Lionel) looking at him.<br /><br />Des: Do you want to know something about this man?<br /><br />Lionel: What?
13559375,1197,درد مختصر و آسایشگاه,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332624705l/13559375._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332624705l/13559375._SY75_.jpg,,,,,,false,19132780,1,33,79,22,5,5:4|4:8|3:8|2:1|1:1|total:22,,,,3.59,22,5,"['1197', '4724841']","['Harold Pinter', 'رضا دادویی']","['3.79', '3.61']",[],[],[],
13559384,1197,شبی بیرون از خانه و خاکستر به خاکستر,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332625118l/13559384._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332625118l/13559384._SY75_.jpg,,,,,,false,19132800,1,28,76,21,1,5:2|4:10|3:8|2:1|1:0|total:21,,,,3.62,21,1,"['1197', '4724841']","['Harold Pinter', 'رضا دادویی']","['3.79', '3.61']",[],[],[],
1692212,1197,Granta 51: Big Men (and L.A. Women),0140141081,9780140141085,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1263557461l/1692212.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1263557461l/1692212._SX50_.jpg,1995,11,30,,Penguin Books,false,1689109,2,66,75,19,1,5:5|4:9|3:4|2:1|1:0|total:19,1995,11,30,3.95,18,1,"['2606', '2508', '131258', '1197', '94703', '453302', '129772', '59027', '11552', '14414793', '5775545', '28582']","['Bill Buford', 'Claire Messud', 'Clive Sinclair', 'Harold Pinter', 'Andrea Ashworth', 'Will Hobson', 'John  Sweeney', 'Caroline Alexander', 'Blake Morrison', 'Douglas Brooker', 'Lindsey Hilsum', 'Edward Blishen']","['3.94', '3.21', '3.62', '3.79', '3.83', '3.86', '3.74', '4.22', '3.88', '3.94', '4.41', '3.64']",[],[],[],"Big as in substantial, powerful, famous; men as in weak, wicked, and notorious. Gitta Sereny on Albert Speer, the tyrant as survivor; Caroline Alexander on the classical tyrant, Hastings Banda; Andrea Ashworth on the tyrant in the next room, her stepfather. Blake Morrison considers failing manhood, John Sweeney investigates the myth and mystery of Hitler’s missing testicle, and Douglas Brooker photographs the young – some may say strange – women of L.A. <br /><br /><b>Contents:</b><br /><br />Andrea Ashworth - <i>Our Mother’s New Man</i><br />Will Hobson - <i>Dear Adolf</i><br />John Sweeney - <i>Hitler and the Billygoat</i><br />Caroline Alexander - <i>Plato Speaks</i><br />Blake Morrison - <i>Bicycle Thieves</i><br />Douglas Brooker - <i>LA Women</i><br />Lindsey Hilsum - <i>Where is Kigali?</i><br />Edward Blishen - <i>Trouble at the Waterworks</i><br />Claire Messud - <i>The Professor’s History</i><br />Clive Sinclair - <i>The Lady with the Laptop</i><br />Harold Pinter - <i>Girls</i>"
18077831,1197,Театр парадокса,5210024725,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371392752l/18077831._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371392752l/18077831._SY75_.jpg,1991,,,rus,Искусство,false,25384231,1,33,73,16,1,5:10|4:5|3:1|2:0|1:0|total:16,1991,1,1,4.56,16,1,"['7689', '2990351', '1433597', '29952', '2999688', '30575', '1243691', '1197', '117671', '7135363', '7135364', '3098719']","['Eugène Ionesco', 'Эжен Ионеско', 'Samuel Beckett', 'Jean Genet', 'Жан Жене', 'Fernando Arrabal', 'Фернандо Аррабаль', 'Harold Pinter', 'Sławomir Mrożek', 'Славомир Мрожек', 'Игорь Дюшен', 'Леонид Тишков']","['3.91', '4.16', '3.88', '3.99', '3.93', '3.85', '4.65', '3.79', '3.93', '4.38', '4.53', '4.47']",[],[],[],"В сборник включены произведения драматургов театра абсурда - Эжена Ионеско (""Лысая певица"", ""Бред вдвоем"", ""Жертва долга""), Сэмюэла Беккета (""Театр 1"", ""Театр 2"", ""Игра"", ""Звук шагов"", ""Приходят и уходят"", ""Сцена без слов 1"", ""Сцена без слов 2"", ""Развязка""), Гарольда Пинтера (""Пейзаж""), Жана Жене (""Служанки""), Славомира Мрожека (""Кароль"", ""Стриптиз"", ""Дом на границе""), Фернандо Аррабаля (""Пикник"")."
898323,1197,El amante; Escuela nocturna; Sketches de revista,9500363143,9789500363143,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,883510,1,35,73,21,3,5:4|4:6|3:7|2:4|1:0|total:21,2005,10,,3.48,21,3,"['1197', '241425']","['Harold Pinter', 'Rafael Spregelburd']","['3.79', '3.93']",[],[],[],"Con este volumen, Losada continúa la publicación de las obras del gran autor británico, ahora traducidas por el talentoso dramaturgo argentino Rafael Spregelburd.<br /><br />El amante es uno de los textos más celebrados y característicos del teatro de Pinter: día a día, un matrimonio practica un conjunto de rituales ambiguos y cambiantes en torno al erotismo y la sexualidad.<br /><br />Escuela nocturna se estrenó como pieza radiofónica, aunque nada impide imaginarla en la escena: un hombre vuelve de la cárcel a la casa que comparte con sus tías y descubre que su habitación ha sido alquilada a una joven que dice ser maestra en una escuela para adultos. La presente es la primera traducción al español.<br /><br />Sketches de revista es un conjunto de piezas breves y punzantes donde los diálogos se cruzan como dardos en ámbitos claustrofóbicos o en la vía pública, También de estas piezas se ofrece aquí la primera versión en nuestra lengua.<br /><br />Célebres o poco conocidas, todas estas obras pertenecen al primer período creativo de Pinter. En todas ellas, poder y erotismo, diferencias sociales y deseos individuales se dirimen en el ""campo de batalla del lenguaje"". Pinter las ha escrito como un corresponsal de guerra."
523047,1197,War Is Peace (Spokesman 73),0851246605,9780851246604,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,en-GB,Parkwest Publications,false,510925,1,186,70,19,1,5:5|4:7|3:5|2:0|1:2|total:19,2001,12,,3.68,19,1,"['6134', '2476', '1197', '44393', '332973']","['Arundhati Roy', 'Noam Chomsky', 'Harold Pinter', 'Johan Galtung', 'Kenneth S. Coates']","['3.90', '4.00', '3.79', '4.00', '3.77']",[],[],[],
213908,1197,The Trial: Adapted From The Novel By Franz Kafka,0571168760,9780571168767,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1993,1,1,,Faber & Faber,false,207079,1,47,68,18,1,5:4|4:7|3:6|2:1|1:0|total:18,,,,3.78,18,1,['1197'],['Harold Pinter'],['3.79'],[],[],[],
11204257,1197,The Black and White,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476304031l/11204257._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476304031l/11204257._SX50_.jpg,,,,eng,,false,16129440,1,63,67,19,2,5:6|4:5|3:2|2:5|1:1|total:19,,,,3.53,19,2,['1197'],['Harold Pinter'],['3.79'],[],[],[],
11204193,1197,Last to Go,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446511116l/11204193._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446511116l/11204193._SX50_.jpg,,,,eng,,false,16129375,1,63,66,19,3,5:3|4:7|3:6|2:2|1:1|total:19,,,,3.47,19,3,['1197'],['Harold Pinter'],['3.79'],[],[],[],
2223887,1197,The Tea Party and Other Plays,0413316009,9780413316004,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2229681,2,25,59,15,1,5:5|4:4|3:6|2:0|1:0|total:15,,,,3.93,15,1,['1197'],['Harold Pinter'],['3.79'],[],[],[],
2257407,1197,A Slight Ache and Other Plays,0413308308,9780413308306,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516471642l/2257407._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516471642l/2257407._SY75_.jpg,,,,,Eyre Methuen,false,608974,4,47,58,17,4,5:2|4:6|3:6|2:3|1:0|total:17,1966,5,1,3.41,14,3,['1197'],['Harold Pinter'],['3.79'],[],[],[],
3316505,1197,Guerra/ War,9505155786,9789505155781,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,4,30,,De La Flor,false,2760585,4,41,57,18,1,5:3|4:2|3:10|2:1|1:2|total:18,2003,,,3.17,11,1,['1197'],['Harold Pinter'],['3.79'],[],[],[],"Harold Pinter's response to world events is always pure and simple: he writes with an economy that throws the stark light of truth onto any given subject. There is no fudge, no dallying, no compromise.<br /><br />The eight poems and one speech published here testify to the strength and lucidity of his unwavering view on war and provide a declaration for humanity."
18209054,1197,المسرحيات الكبرى الجزء الأول,,9789774212184,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373995178l/18209054._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373995178l/18209054._SY75_.jpg,2009,,,ara,الهيئة العامة للكتاب,false,25629543,1,114,52,15,4,5:1|4:5|3:9|2:0|1:0|total:15,2009,1,1,3.47,15,4,['1197'],['Harold Pinter'],['3.79'],[],[],[],
13559388,1197,سرایدار و زبان کوهستانی,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332625446l/13559388._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332625446l/13559388._SY75_.jpg,,,,,,false,19132811,1,23,51,13,1,5:3|4:6|3:4|2:0|1:0|total:13,,,,3.92,13,1,"['1197', '4724841']","['Harold Pinter', 'رضا دادویی']","['3.79', '3.61']",[],[],[],
3969661,1197,Granta 59: France: The Outsider,0903141108,9780903141109,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1997,10,7,eng,Granta,false,1761665,2,56,47,13,0,5:2|4:4|3:7|2:0|1:0|total:13,1997,9,,3.62,2,0,"['68298', '32878', '42357', '37730', '159937', '541957', '17699', '335835', '452957', '869050', '100416', '3014809', '1197', '45497']","['Ian Jack', 'Michel Houellebecq', 'Assia Djebar', 'David Macey', 'Patrick Chamoiseau', 'Caroline Lamarche', 'Luc Sante', 'Pierre Merle', 'René Belletto', 'Raymond Depardon', 'Brian Cathcart', 'Ivan Klíma', 'Harold Pinter', 'John McGahern']","['3.76', '3.73', '3.65', '4.17', '3.83', '3.48', '4.21', '3.07', '3.47', '4.06', '4.07', '3.75', '3.79', '4.27']",[],[],[],"What has happened to France — the universal nation, the tutor of the good life, the place we visited to feel the kiss of a superior civilization? This issue presents fresh new voices from a country searching for a new idea of itself."
2453551,1197,Die Geburtstagsfeier / Der Hausmeister / Die Heimkehr / Betrogen. Theaterstücke,3499129051,9783499129056,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409031263l/2453551._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409031263l/2453551._SY75_.jpg,1990,10,1,ger,Rowohlt,false,2460745,3,21,47,12,0,5:1|4:10|3:0|2:1|1:0|total:12,1990,10,1,3.92,4,0,['1197'],['Harold Pinter'],['3.79'],[],[],[],
18209062,1197,المسرحيات الكبرى - الجزء الثاني,,9789774212206,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373995328l/18209062._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373995328l/18209062._SY75_.jpg,2009,,,ara,الهيئة المصرية العامة للكتاب سلسلة الجوائز #58,false,25629567,1,106,47,13,2,5:4|4:3|3:3|2:3|1:0|total:13,2009,1,1,3.62,13,2,"['1197', '2829466']","['Harold Pinter', 'محمد عناني']","['3.79', '3.80']",[],[],[],"1- العودة للوطن<br />2- الأيام الخوالي<br />3- الأرض الحرام - أو: العزلة<br />4- خيانة<br /><br />أربع مسرحيات كبرى ل""هارولد بنتر"" الحاصل على جائزة نوبل في الآداب 2005. جاء في مقدمة د. محمد عناني أنه لم يصنف هذه المسرحيات بأنها ""كبرى"" بسبب طولها فقط - فهي أطول ما كتبه قطعاً - بل أيضا لأن شهرة هارولد بنتر قامت على هذه المسرحيات، كما أن هذه المسرحيات تحديداً حظيت أكثر من غيرها بالدراسات النقدية؛ فهي تجمع بين الثراء في المادة الإنسانية - وهو ثراء لا يضارع في غيرها - وبين التركيب الدرامي الدقيق، أو ما اصطلح على تسميته بالبناء الدرامي، وكل ما يسهم في هذا البناء من حيل الصنعة المسرحية التي ارتبطت باسم بنتر وأصبحت علما على ما يسميه بعض النقاد: الظاهرة البنترية"
