id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
243685,17854,A History of Western Philosophy,0671201581,9780671201586,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344399003l/243685._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344399003l/243685._SY75_.jpg,1986,1,30,eng,Simon & Schuster,false,1167354,109,109603,124224,30425,987,5:12598|4:10559|3:5185|2:1360|1:723|total:30425,1945,,,4.08,28050,748,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"Since its first publication in 1945 Lord Russell's <i>A History of Western Philosophy</i> has been universally acclaimed as the outstanding one-volume work on the subject—unparalleled in its comprehensiveness, its clarity, its erudition, its grace and wit. In seventy-six chapters he traces philosophy from the rise of Greek civilization to the emergence of logical analysis in the twentieth century. Among the philosophers considered are: Pythagoras, Heraclitus, Parmenides, Empedocles, Anaxagoras, the Atomists, Protagoras, Socrates, Plato, Aristotle, the Cynics, the Sceptics, the Epicureans, the Stoics, Plotinus, Ambrose, Jerome, Augustine, Benedict, Gregory the Great, John the Scot, Aquinas, Duns Scotus, William of Occam, Machiavelli, Erasmus, More, Bacon, Hobbes, Descartes, Spinoza, Leibniz, Locke, Berkeley, Hume, Rousseau, Kant, Hegel, Schopenhauer, Nietzsche, the Utilitarians, Marx, Bergson, James, Dewey, and lastly the philosophers with whom Lord Russell himself is most closely associated -- Cantor, Frege, and Whitehead, co-author with Russell of the monumental <i>Principia Mathematica.</i>"
1110823,17854,Professor Mmaa's Lecture,0879519665,9780879519667,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1984,8,22,,Overlook Books,false,1097792,5,248,392,94,5,5:37|4:38|3:17|2:2|1:0|total:94,1953,,,4.17,61,3,"['80964', '17854']","['Stefan Themerson', 'Bertrand Russell']","['4.13', '4.02']",[],[],[],"<i><br />“I recommend this book to the reader because it is massive, impressive, and grimly amusing. I cannot promise the reader that at any point he will shake his sides with laughter, but I can promise him a wry pleasure to be derived from the skilful dissection of folly.” </i> <b>Bertrand Russell </b><br /><br /><br />Professor Mmaa’s Lecture, given to a packed auditorium, deals with the habits, mentality and culture of Homo sapiens. But both the professor and his entire audience are termites; the whole story is set inside a termite mound.<br /><br />Naturally, Themerson’s attempt to comprehend humankind by examining how they would have been understood by insects is very funny. Termites have no sight, just a sense of smell, and can only explain their surroundings and lives through their insects’ angle on the world. The closing scene of the novel reveals what the termites have been researching and what has happened to their mound, giving the whole story an ironic twist.<br /><br />But this novel has much more to offer. Themerson’s heightened expertise and instinct for parodying the language and methods of scholarship, and the morals and manners of the academic world, produces a merciless and comical survey of philosophical views and attitudes. He pillories religion, language, reason and scholarship, as insect thinkers with suspiciously familiar names scuttle through the pages of the novel. A great many cases of dogmatic thinking and narrow-mindedness are exposed to ridicule. The only path that seems to earn the author’s approval is pluralism of ideas. You can see just why Bertrand Russell calls this novel a useful gospel for sceptics.<br /><br />Professor Mmaa’s Lecture is in the tradition of philosophical satire, whose most famous proponents are Voltaire and Swift, and is a rare incidence of light yet deep prose that can be read with great pleasure on several levels."
1010980,17854,Portraits From Memory and Other Essays,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488125934l/1010980._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488125934l/1010980._SX50_.jpg,1957,,,,George Allen & Unwin Ltd.,false,997104,15,606,387,96,9,5:26|4:47|3:23|2:0|1:0|total:96,1956,,,4.03,72,6,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"Bertrand Russell brushes sharply delineated portraits of notable writers, philosophers and politicians. Many of the earliest books, particularly those dating back to the 1900s and before, are now extremely scarce and increasingly expensive. We are republishing these classic works in affordable, high quality, modern editions, using the original text and artwork."
23565664,17854,Karain,,9788851125363,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416065046l/23565664._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416065046l/23565664._SY75_.jpg,2014,9,,ita,UTET,false,2573098,34,180,362,97,6,5:18|4:43|3:29|2:6|1:1|total:97,1897,5,16,3.73,2,0,"['3345', '2787502', '5300047', '17854']","['Joseph Conrad', 'Emanuele Trevi', 'Luna Orlando', 'Bertrand Russell']","['3.50', '3.95', '2.80', '4.02']",[],[],[],"We knew him in those unprotected days when we were content to hold in our hands our lives and our property. None of us, I believe, has any property now, and I hear that many, negligently, have lost their lives; but I am sure that the few who survive are not yet so dim-eyed as to miss in the befogged respectability of their newspapers the intelligence of various native risings in the Eastern Archipelago. Sunshine gleams between the lines of those short paragraphs—sunshine and the glitter of the sea..."
1417671,17854,New Hopes for a Changing World,0043040039,9780043040034,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370544677l/1417671._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370544677l/1417671._SX50_.jpg,,,,,,false,1408043,4,378,351,92,15,5:27|4:30|3:29|2:3|1:3|total:92,1951,,,3.82,42,6,['17854'],['Bertrand Russell'],['4.02'],[],[],[],
3934114,17854,The Autobiography of Bertrand Russell 1: 1872-1914,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431528113l/3934114._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431528113l/3934114._SY75_.jpg,1967,,,eng,Atlantic Monthly Press,false,18152913,12,255,350,89,9,5:23|4:40|3:23|2:3|1:0|total:89,1967,,,3.93,74,9,['17854'],['Bertrand Russell'],['4.02'],[],[],[],
8107263,17854,The Autobiography of Bertrand Russell 1914-44,0671203584,9780671203580,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,18152932,9,253,348,85,6,5:34|4:29|3:19|2:2|1:1|total:85,1968,,,4.09,75,6,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"<p><i>""Three passions, simple but overwhelmingly strong, have governed my life: the longing for love, the search for knowledge, and the unbearable pity for the suffering of mankind. These passions, like great winds, have blown me hither and thither . . . over a deep ocean</i> <i>of anguish, reaching to the very verge of despair.""</i> -- Bertrand Russell<br /><br /> Champion of intellectual, social and sexual freedom, campaigner for peace and for civil and human rights, Bertrand Russell remains one of the greatest and most complex and controversial figures of the twentieth century. His childhood was bitterly lonely but rich in experience. His adulthood was spent grappling with both his own beliefs and the problems of the universe and mankind, and the pursuit of love and permanent happiness which resulted in five marriages.</p>"
1101285,17854,My Philosophical Development,0041920155,9780041920154,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328090282l/1101285._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328090282l/1101285._SY75_.jpg,1959,12,,en-GB,Allen & Unwin,false,1314556,10,548,328,89,11,5:14|4:41|3:26|2:8|1:0|total:89,1959,,,3.69,65,4,['17854'],['Bertrand Russell'],['4.02'],[],[],[],
6482515,17854,"Principia Mathematica, Vol 1",1603861823,9781603861823,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,2,21,,Merchant Books,false,19129985,15,947,321,77,6,5:35|4:22|3:19|2:0|1:1|total:77,1903,,,4.17,61,4,"['17854', '148309']","['Bertrand Russell', 'Alfred North Whitehead']","['4.02', '4.01']",[],[],[],"An Unabridged, Digitally Enlarged Printing Of Volume I of III: Part I - MATHEMATICAL LOGIC - The Theory Of Deduction - Theory Of Apparent Variables - Classes And Relations - Logic And Relations - Products And Sums Of Classes - Part II - PROLEGOMENA TO CARDIANL ARITHMITIC - Unit Classes And Couples - Sub-Classes, Sub-Relations, And Relative Types - One-Many, Many-One, And One-One Relations - Selections - Inductive Relations"
1179527,17854,Common Sense and Nuclear Warfare,0415249953,9780415249959,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,5,6,,Routledge,false,3339560,19,261,317,88,7,5:15|4:30|3:37|2:5|1:1|total:88,1959,,,3.60,64,5,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"Available for the first time in many years, <em>Commonsense and Nuclear Warfare</em> presents Russell's keen insights into the threat of nuclear conflict, and his argument that the only way to end this threat is to end war itself.<br /> Written at the height of the Cold War, this volume is crucial for understanding Russell's involvement in the Campaign for Nuclear Disarmament and his passionate campaigning for peace. It remains an extremely important book in today's uncertain nuclear world, and is essential reading for all those interested in Russell and postwar history.<br /> Includes a new introduction by Ken Coates, Chairman of The Bertrand Russell Peace Foundation."
6977822,17854,Freedom And Organization (Routledge Classics),0415487390,9780415487399,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,8,15,,Routledge,false,19130022,24,323,277,68,9,5:23|4:29|3:14|2:2|1:0|total:68,1934,,,4.07,38,2,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"Written by one of the twentieth century's most significant thinkers, <em>Freedom and Organization, </em>is considered to be Bertrand Russell's major work on political history. It traces the main causes of political change during a period of one hundred years, which he argues were predominantly influenced by three major elements - economic technique, political theory and certain significant individuals. In the witty, approachable style that has made Bertrand Russell's works so revered, he explores in detail the major forces and events that shaped the nineteenth century."
1325145,17854,The Will to Doubt,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1958,,,,,false,1314565,4,326,254,60,6,5:23|4:29|3:7|2:1|1:0|total:60,1958,,,4.23,37,1,['17854'],['Bertrand Russell'],['4.02'],[],[],[],Another collection of essays by a master of the art. These deal primarily with the silliness of conventional wisdom.
651264,17854,The Good Life,0872204383,9780872204386,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405624558l/651264._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405624558l/651264._SY75_.jpg,1999,3,15,,"Hackett Publishing Company, Inc.",false,637396,2,233,247,63,7,5:18|4:29|3:11|2:3|1:2|total:63,1999,3,,3.92,63,7,"['7451080', '2622245', '15865', '36556', '122092', '17854', '17241', '10994', '7994', '12080', '1938', '1466', '879', '5548', '7084', '10710', '29357', '17970', '2192', '8143161', '13852', '6819578', '29874', '3137322']","['Charles Guignon', 'Lao Tzu', 'William  James', 'René Descartes', 'Baruch Spinoza', 'Bertrand Russell', 'Michel de Montaigne', 'Blaise Pascal', 'Jean-Jacques Rousseau', 'Ralph Waldo Emerson', 'Friedrich Nietzsche', 'Jean-Paul Sartre', 'Plato', 'Simone de Beauvoir', 'Karl Marx', 'W.E.B. Du Bois', 'Martin Buber', 'Nel Noddings', 'Aristotle', 'Lucretius', 'Epictetus', 'Augustine of Hippo', 'Martin Luther', 'Fyodor Dostoyevsky']","['3.94', '4.30', '4.00', '3.72', '4.04', '4.02', '4.15', '3.97', '3.76', '4.07', '4.05', '3.99', '4.01', '4.07', '3.74', '4.27', '4.10', '3.81', '3.96', '4.00', '4.25', '3.95', '4.13', '4.18']",[],[],[],"Organized around themes such as harmony with one’s self and with the world, right relation to God, the use of reason, self-exploration, and living in a disordered world, the selections in this anthology explore traditional philosophical thought from Plato to de Beauvoir on the topic of human flourishing."
29782075,17854,On Denoting,1329964276,9781329964273,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544285012l/29782075._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544285012l/29782075._SX50_.jpg,2016,3,10,eng,Lulu.com,true,50153064,2,190,226,61,7,5:11|4:31|3:11|2:6|1:2|total:61,,,,3.70,56,7,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"Bertrand Arthur William Russell,18 May 1872-2 February 1970) was a British philosopher, logician, mathematician, historian, writer, social critic and political activist. At various points in his life he considered himself a liberal, a socialist, and a pacifist. In the early 20th century, Russell led the British ""revolt against idealism.""He is considered one of the founders of analytic philosophy along with his predecessor Gottlob Frege, colleague G. E. Moore, and his protege Ludwig Wittgenstein. He is widely held to be one of the 20th century's premier logicians.With A. N. Whitehead he wrote Principia Mathematica, an attempt to create a logical basis for mathematics. His philosophical essay ""On Denoting"" has been considered a ""paradigm of philosophy."" His work has had a considerable influence on logic, mathematics, set theory, linguistics, artificial intelligence, cognitive science, and philosophy, especially the philosophy of language, epistemology, and metaphysics."""
7530905,17854,Fact and Fiction,0415487323,9780415487320,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,,,eng,Routledge,false,1314559,16,282,224,60,8,5:8|4:31|3:18|2:3|1:0|total:60,1961,1,1,3.73,50,5,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"First published in 1961, <em>Fact and Fiction</em> is a collection of Bertrand Russell's essays that reflect on the books and writings that influenced his life, including fiction, essays on politics and education, divertissements and parables. Also broaching on the highly controversial issues of war and peace, it is in this classic collection that Russell states some of his most famous pronouncements on nuclear warfare and international relations. It is a remarkable book that provides valuable insight into the range of interests and depth of convictions of one of the world's greatest philosophers."
11375422,17854,An Outline of Intellectual Rubbish: A Hilarious Catalogue of Organized and Individual Stupidity,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,16306509,1,202,222,52,9,5:25|4:20|3:3|2:4|1:0|total:52,1943,,,4.27,52,9,['17854'],['Bertrand Russell'],['4.02'],[],[],[],
144353,17854,Logic and Knowledge: Essays 1901-1950,0415090741,9780415090742,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1988,10,1,,Routledge,false,997121,7,279,216,54,2,5:21|4:15|3:15|2:3|1:0|total:54,1956,,,4.00,46,2,"['17854', '3908046']","['Bertrand Russell', 'Robert Charles Marsh']","['4.02', '4.00']",[],[],[],"No online description is currently available. If you would like to receive information about this title, please email Routledge at info@routledge-ny.com"
20576143,17854,Dünya Görüşüm,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413286639l/20576143._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413286639l/20576143._SY75_.jpg,1966,,,tur,Bilgi Yayınevi,false,49340004,1,119,211,60,9,5:11|4:19|3:22|2:6|1:2|total:60,,,,3.52,60,9,"['17854', '7778055']","['Bertrand Russell', 'Cenap Yılmaz']","['4.02', '3.52']",[],[],[],
3304679,17854,Icarus or the Future of Science,0851240550,9780851240558,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3341601,14,167,210,57,9,5:14|4:18|3:18|2:7|1:0|total:57,1959,1,1,3.68,38,8,['17854'],['Bertrand Russell'],['4.02'],[],[],[],
6380360,17854,Mortals and Others,0415473519,9780415473514,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,4,11,eng,Routledge,false,25803815,10,177,207,50,8,5:20|4:18|3:11|2:1|1:0|total:50,1975,,,4.14,43,7,"['17854', '250557']","['Bertrand Russell', 'John G. Slater']","['4.02', '4.09']",[],[],[],"Between 1931 and 1935, Bertrand Russell contributed some 156 essays to the literary pages of the American newspaper <em>New York American</em>. These were often fun, humorous observations on the very real issues of the day, such as the Depression, the rise of Nazism and Prohibition, to more perennial themes such as love, parenthood, education and friendship. Available for the first time in the Routledge Classics series in a single volume, this pithy, provocative and often-personal collection of essays brings together the very best of Russell's many contributions to the <em>New York American</em>, and proves just as engaging for today's readers as they were in the 1930s.<strong> </strong>"
19922284,17854,On Peace,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,1367239,7,329,204,48,4,5:24|4:16|3:4|2:4|1:0|total:48,1967,10,1,4.25,13,3,"['9810', '1057696', '1057697', '17854']","['Albert Einstein', 'Otto Nathan', 'Heinz Norden', 'Bertrand Russell']","['4.08', '4.16', '4.20', '4.02']",[],[],[],"'Einstein was not only the ablest man of science of his generation, he was also a wise man, which is something different. If statesmen had listened to him, the course of human events would have been less disastrous than it has been. <br /><br />This verdict, from the Preface by Bertrand Russell, sums up the importance of this first collection of Albert Einstein's writing on war, peace, and the atom bomb. In this volume, thanks to the Estate of Albert Einstein's writings on war, peace, and the atom bomb. In this volume, thanks to the Estate of Albert Einstein, the complete story is told of how one of the greatest minds of modern times worked from 1914 to 1955 on the problem of peace. It is a fascinating record of a man's courage, his sincerity, and his concern for those who survive him. <br /><br />This book is also a history of the peace movement in modern times. Here are letters to and from some of the most famous men of his generation, including between Einstein and Freud on aggression and war, and to President Roosevelt reporting the theoretical possibility of nuclear fission. It is the living record of more than 40 years of Einstein's intriguing struggle to mobilize forces all over the world for the abolition of war and the creation of a supranational organization to solve conflicts among nations."
5774974,17854,Am I an Atheist or an Agnostic?,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364217901l/5774974._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364217901l/5774974._SY75_.jpg,1950,,,eng,"Haldeman-Julius Company (Girard, KS)",false,5946723,4,222,202,50,3,5:18|4:18|3:12|2:2|1:0|total:50,1949,,,4.04,32,0,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"A Variety Of Short Articles By E. A. McDonald, D. O. Cauldwell, Leonard D. Abbott, Frank Swancara, B. Liber, H. G. Hayes, And John Mason."
9711053,17854,Dedalo o la scienza e il futuro - Icaro o il futuro della scienza,8833906345,9788833906348,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426435426l/9711053._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426435426l/9711053._SX50_.jpg,,,,ita,,false,2977713,7,229,201,53,5,5:14|4:21|3:13|2:3|1:2|total:53,1923,2,4,3.79,2,0,"['13264692', '17854']","['J.B.S. Haldane', 'Bertrand Russell']","['4.07', '4.02']",[],[],[],"Daedalus; or, Science and the Future is a book by the British scientist J. B. S. Haldane, published in England in 1924. It was the text of a lecture read to the Heretics Society, an intellectual club at Cambridge University on 4 February 1923.<br /><br />Haldane uses the Greek myth of Daedalus as a symbol for the revolutionary nature of science with particular regard to his own discipline of biology.<br /><br />""The chemical or physical inventor is always a Prometheus. There is no great invention, from fire to flying, which has not been hailed as an insult to some god. But if every physical and chemical invention is a blasphemy, every biological invention is a perversion. There is hardly one which, on first being brought to the notice of an observer from any nation which had not previously heard of their existence, would not appear to him as indecent and unnatural.""<br /><br />He also expressed skepticism over the human benefits of some scientific advances, arguing that scientific advance would bring grief, rather than progress to mankind, unless it was accompanied by a similar advance in ethics.<br /><br />The book is an early vision of transhumanism and his vision of a future in which humans controlled their own evolution through directed mutation and use of in vitro fertilization (""ectogenesis"") was a major influence on Aldous Huxley's Brave New World. The book ends with the image of a biologist, much like Haldane himself, in a laboratory: ""just a poor little scrubby underpaid man groping blindly<br /><br />The book has been discussed at length by other writers, including Freeman Dyson in his book ""Imagined Worlds"", ""Science, Society, and Values"" by Sal. P. Restivo and the concept has been used in contemporary science lectures."
1265597,17854,Education and the Good Life,0766181618,9780766181618,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,,,,,false,1254478,8,420,199,50,4,5:14|4:21|3:15|2:0|1:0|total:50,1926,,,3.98,42,3,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"There must be in the world many parents who, like the present author, have young children whom they are anxious to educate as well as possible, but reluctant to expose to the evils of most existing educational institutions. Thus from love for our own children we are driven, step by step, into the wider sphere of politics &amp; philosophy. <br />Introduction<br />Postulates of Modern Educational Theory<br />Aims of Education<br />Education of Character<br />Fear<br />Play &amp; Fancy<br />Constructiveness<br />Selfishness &amp; Property<br />Truthfulness<br />Punishment<br />Importance of Other Children<br />Affection &amp; Sympathy<br />Sex Education<br />Nursery School<br />Intellectual Education<br />School Curriculum Before Fourteen<br />Last School Years<br />Day Schools &amp; Boarding Schools<br />The University<br />Conclusion"
3239595,17854,الفبای شهروند خوب و تاریخ جهان در یک کلام,9643693664,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,,,per,نشر افق,false,3274265,6,112,171,42,9,5:19|4:11|3:9|2:2|1:1|total:42,1953,3,,4.07,12,1,['17854'],['Bertrand Russell'],['4.02'],[],[],[],ترجمه: رضی هیرمندی | تصویرگر: فرانسیسکا تمرسون | طراح گرافیک:The Good Citizen's Alphabet &amp; History of the World in Epitome or ABC of good citizenship and world history in a word شهاب تندر
6977825,17854,War Crimes in Vietnam,0853450587,9780853450580,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,3,21,,Monthly Review Press,false,983734,7,189,169,42,3,5:13|4:17|3:12|2:0|1:0|total:42,1967,,,4.02,34,2,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"In this harsh and unsparing book, Bertrand Russell presents the unvarnished truth about the war in Vietnam. He argues that ""To understand the war, we must understand America""-and, in doing so, we must understand that racism in the United States created a climate in which it was difficult for Americans to understand what they were doing in Vietnam. According to Russell, it was this same racism that provoked ""a barbarous, chauvinist outcry when American pilots who have bombed hospitals, schools, dykes, and civilian centres are accused of committing war crimes."" Even today, more than forty years later, this chauvinist moral blindness permitted John McCain to run for President effectively unchallenged when he gloried in his exploits in bombing the Vietnamese."
2089671,17854,Understanding History and Other Essays,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,,,eng,Textbook Publishers,false,3868458,15,198,167,46,6,5:14|4:10|3:17|2:1|1:4|total:46,1957,1,1,3.63,19,3,['17854'],['Bertrand Russell'],['4.02'],[],[],[],How to read &amp; understand history <br />Value of free thought <br />Mentalism vs. materialism
23402507,17854,Essays in Skepticism,1322192065,9781322192062,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2014,1,1,,Philosophical Library/Open Road,true,42965919,7,131,151,34,6,5:20|4:11|3:2|2:0|1:1|total:34,1962,,,4.44,9,1,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"Russell, the sage non-conformist, is always meaningful, no matter what the topic or the issue. In this small book are some of his old but nonetheless remarkable observations, and some of the thoughts he expressed on his 90th birthday. Here are titles, taken at random from the Table of Contents: Psychoanalysis Takes a Look; Envy and Belief; On Male Superiority; What Social Science Can Do; Intellectual Rubbish; Don't Be Too Certain; On Being Old."
301420,17854,Bertrand Russell,088682012X,9780886820121,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,6,1,,Creative Education,false,292484,23,320,149,34,1,5:17|4:13|3:4|2:0|1:0|total:34,1972,12,1,4.38,7,0,"['17854', '2966710']","['Bertrand Russell', 'Ann A. Redpath']","['4.02', '4.12']",[],[],[],Even children have asked: Who am I? How should I live? What does life mean?Almost everyone seeks the answer to these questions at one time or another. This rewarding series for young adults presents four well-known thinkers and their ideas on these profound issues.
67348,17854,The Quotable Bertrand Russell,0879757280,9780879757281,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365463483l/67348._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365463483l/67348._SX50_.jpg,1993,4,1,eng,Prometheus Books,false,65312,2,204,142,33,0,5:16|4:12|3:4|2:1|1:0|total:33,1992,6,1,4.30,33,0,"['17854', '37979']","['Bertrand Russell', 'Lee Eisler']","['4.02', '4.30']",[],[],[],"Renowned mathematician, philosopher, and humanist Bertrand Russell (1872-1970) spoke and wrote extensively on a broad range of topics, and is considered by many to be the most influential social critic and political activist of the twentieth century. In the Quotable Bertrand Russell, Lee Eisler has combed the whole of Russell's work to harvest his comments and reactions to important issues, political questions, and heated debates on morals and religion. Russell's views - iconoclastic, humorous, but always enlightening - are formulated as answers to specific questions. Organized alphabetically by topic for ease of reference, it's provocative, it's exciting, it's the very best of Russell."
1011017,17854,Let the People Think (New Thinker's Library),085124677X,9780851246772,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,5,1,,Spokesman Books,false,997141,2,183,124,30,6,5:10|4:15|3:4|2:1|1:0|total:30,1941,5,,4.13,29,6,['17854'],['Bertrand Russell'],['4.02'],[],[],[],"As a stylist, as well as a philosopher, Bertrand Russell has a permanent place in English literature. In this selection of his essays, first published in 1941 and long out of print, sparkling wit and crystal clarity combine with a profundity and deep humanity that single him out as one of the world's most formative thinkers. Among diverse subjects, this edition includes Russell's thoughts on the value of skepticism, free thought and propaganda, mental health, fascism, insects and comets."
179516,17854,Dear Bertrand Russell: A Selection of His Correspondence with the General Public 1950-68,0048260037,9780048260031,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1969,,,eng,,false,173456,2,83,124,32,6,5:7|4:16|3:7|2:2|1:0|total:32,1969,,,3.88,32,6,['17854'],['Bertrand Russell'],['4.02'],[],[],[],
