id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
29408532,34773,Cantar de Mio Cid,8422625628,9788422625629,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456996023l/29408532._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456996023l/29408532._SY75_.jpg,1988,,,spa,Círculo de Lectores,false,477,279,13479,30370,8745,363,5:1753|4:2537|3:2947|2:1108|1:400|total:8745,1140,,,3.47,6,0,"['5158478', '393949']","['Anonymous', 'Ramón Menéndez Pidal']","['4.15', '3.62']",['34773'],['Camilo José Cela'],['3.70'],"Poema épico, se trata del texto más representativo del arte de los juglares españoles de la edad media. El poema fue escrito por primera vez en 1110, inmediatamente después de sucedidos los hechos a los que se refiere. El poema, dividido en tres partes o cantares, narra el injusto destierro y las aventuras del Cid, Rodrigo Díaz de Vivar. El tema del deshonor y la recuperación de la honra, constituyen el eje central de la obra que describe la mentalidad y los valores éticos de la época. Muchos de los personajes y hechos que nos muestra están atestiguados lo cual le confiere un gran valor histórico."
61757,34773,"Cachondeos, escarceos y otros meneos",8478800735,9788478800735,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576631563l/61757._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576631563l/61757._SY75_.jpg,1991,3,,,Temas de Hoy,false,60063,1,43,54,21,0,5:1|4:3|3:5|2:10|1:2|total:21,1991,3,,2.57,21,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],"<p>El Cela más provocativo e iconoclasta recorre el universo del erotismo como un huracán de pasiones descarnadas y sugerentes evocaciones. Nada escapa a su genial recreación ni a su certera palabra. La señorita tortillera, el coleccionista de polvos casuales, la diaconisa libidinosa o el digno cornudo se pasean, junto a otros diversos especímenes de la peculiar fauna celiana, por los vericuetos del sexo patrio. Descubra los múltiples nombres del arte del amor en el diccionario secreto que la obra incluye, y disfrute con esta colección de narraciones, rijosilla y magistral, de los más insospechados cachondeos y escarceos eróticos que la inigualable pluma de Camilo José Cela es capaz de crear.</p>"
1776308,34773,Diccionario secreto 1,8420615048,9788420615042,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348820158l/1776308._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348820158l/1776308._SY75_.jpg,1989,6,30,spa,Alianza,false,1774729,2,31,44,12,1,5:2|4:6|3:2|2:2|1:0|total:12,1968,,,3.67,12,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
132943,34773,"Nuevo Retablo de Don Cristobita: Invenciones, Figuraciones y Alucinaciones",8423310779,9788423310777,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448919830l/132943._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448919830l/132943._SY75_.jpg,1980,1,1,,Destino Ediciones,false,128069,2,24,42,14,0,5:3|4:1|3:4|2:5|1:1|total:14,1957,,,3.00,14,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],"Bajo este titulo Camilo Jose Cela nos ofrece una original, atractiva y brillante colección de cuentos. Estas invenciones, figuraciones y alucinaciones inimitables perfilan una vision y la sugerente concepción general de la obra conducen al lector por caminos y senderos completamente nuevos."
1606562,34773,Rol de cornudos,8427911629,9788427911628,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567002892l/1606562._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567002892l/1606562._SX50_.jpg,1976,1,1,,Noguer,false,1599922,3,22,40,9,1,5:6|4:1|3:2|2:0|1:0|total:9,1976,,,4.44,8,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
3426021,34773,La Catira,8432205850,9788432205859,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422560200l/3426021._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422560200l/3426021._SY75_.jpg,,,,,Seix Barral,false,3466860,2,23,36,12,1,5:1|4:4|3:3|2:2|1:2|total:12,1955,,,3.00,12,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],"Esta es una de las principales novelas de Camilo José Cela. En palabras de Paul Llie, 'es novela de la tierra, de su gran permanencia entre agitación y muerte, y fuente de genuina fertilidad frente a la superpuesta y decadente civilización', y su significado remite a que 'lo espontáneo de la vida es lo más valioso'. Novela del llano y de la selva, subyugante incursión en el habla, la cotidianidad y el trasfondo mítico de las tierras venezolanas. <i>La catira</i> es un ejemplo acabado de la maestría de un gran escritor."
17832198,34773,"La Familia de Pascual Duarte, Pabellón de Reposo, Nuevas Andanzas y Desventuras de Lazarillo de Tormes (Obra Completa de Camilo José Cela, Tomo 1, Las Tres Primeras Novelas (1942-43-44)",842330731X,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1973,,,spa,Ediciones Destino,false,24949217,1,17,35,9,1,5:3|4:4|3:1|2:0|1:1|total:9,1973,1,1,3.89,9,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
61742,34773,"Memorias, entendimientos y voluntades",8423964493,9788423964499,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532385151l/61742._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532385151l/61742._SY75_.jpg,,,,spa,,false,60048,2,14,34,8,1,5:4|4:2|3:2|2:0|1:0|total:8,1993,,,4.25,7,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
24791532,34773,Café de artistas,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,60121003,1,11,25,7,1,5:2|4:2|3:1|2:2|1:0|total:7,,,,3.57,7,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
3426002,34773,Cuentos para leer después del baño,8470805584,9788470805585,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1974,,,spa,Editorial La Gaya Ciencia,false,3466841,2,9,25,7,1,5:1|4:2|3:4|2:0|1:0|total:7,1974,,,3.57,6,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
28454413,34773,"Izas, rabizas y colipoterras",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,48586107,1,13,24,9,1,5:0|4:1|3:4|2:4|1:0|total:9,,,,2.67,9,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
154337,34773,"Santa Balbina 37, gas en cada piso",8403602626,9788403602625,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,148960,2,14,23,6,0,5:2|4:1|3:3|2:0|1:0|total:6,1952,,,3.83,6,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
17862482,34773,"Viaje a la Alcarria, Del Miño al Bidasoa (Obra Completa de Camilo José Cela, Tomo 4, Viajes por España, 1 (1948-1952)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1965,,,spa,Ediciones Destino,false,25009237,1,8,22,6,0,5:1|4:2|3:3|2:0|1:0|total:6,1965,1,1,3.67,6,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
61782,34773,"María Sabina Y El Carro De Heno: O, El Inventor De La Guillotina",8433401742,9788433401748,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,60088,3,9,20,5,0,5:2|4:1|3:2|2:0|1:0|total:5,1967,,,4.00,4,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
10586074,34773,Discursos Premios Nobel: Tomo II (Spanish Edition),1456421670,9781456421670,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459440474l/10586074._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459440474l/10586074._SX50_.jpg,,,,,,false,15493397,1,19,20,5,0,5:2|4:1|3:2|2:0|1:0|total:5,2010,12,1,4.00,5,0,"['84259', '4672231', '8550', '3534', '34773', '29574', '5835922', '3989', '39326', '6669']","['Czesław Miłosz', 'Odiseas Elytis', 'Yasunari Kawabata', 'Toni Morrison', 'Camilo José Cela', 'Seamus Heaney', 'Naguib Mahfouz', 'V.S. Naipaul', 'Heinrich Böll', 'Wisława Szymborska']","['4.19', '4.11', '3.75', '3.91', '3.70', '4.11', '3.93', '3.70', '3.87', '4.32']",[],[],[],
4771388,34773,Gavilla de fábulas sin amor,8402061478,9788402061478,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3591433,5,10,20,7,1,5:0|4:2|3:2|2:3|1:0|total:7,1962,,,2.86,5,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
61771,34773,Los caprichos de Francisco de Goya y Lucientes,8477370184,9788477370185,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,60077,2,11,18,4,1,5:2|4:2|3:0|2:0|1:0|total:4,1989,,,4.50,3,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
24159842,34773,Primer viaje andaluz,,9788415370604,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419824325l/24159842._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419824325l/24159842._SX50_.jpg,2011,,,spa,Leer-e,true,43748967,2,11,18,5,0,5:0|4:3|3:2|2:0|1:0|total:5,1961,,,3.60,4,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],"Notas de un vagabundaje por Jaén, Córdoba, Sevilla, Huelva y sus tierras."
2425632,34773,Tobogán de hambrientos,8401427800,9788401427800,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,2432819,2,10,18,5,0,5:2|4:0|3:2|2:1|1:0|total:5,1962,,,3.60,5,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
17188613,34773,Apelsin on talvine vili,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356875639l/17188613.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356875639l/17188613._SY75_.jpg,1977,,,est,Perioodika,false,23639469,3,9,18,5,0,5:1|4:1|3:3|2:0|1:0|total:5,1951,,,3.60,5,0,['34773'],['Camilo José Cela'],['3.70'],"['4811555', '6871521']","['Ott Ojamaa', 'Ants Viir']","['4.20', '3.60']",Sisukord: <br /><br />Apelsin on talvine vili <br />Gallego ja tema cuadrilla <br />Tants väljakul <br />Oh neid kitsi! <br />Kutsumus <br />«Kes ostab emanda ja soldati!» <br />Tunnustamata Timoteo
3425983,34773,Los vasos comunicantes,8402082548,9788402082541,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3466822,1,6,17,4,1,5:1|4:3|3:0|2:0|1:0|total:4,1981,,,4.25,4,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
24694921,34773,Discursos Premios Nobel: Tomo 2,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,44313947,1,23,17,4,2,5:2|4:1|3:1|2:0|1:0|total:4,2014,10,8,4.25,4,2,"['1624935', '4672231', '8550', '3534', '34773', '29574', '5835922', '11563', '39326', '6669']","['Jose Chalarca', 'Odiseas Elytis', 'Yasunari Kawabata', 'Toni Morrison', 'Camilo José Cela', 'Seamus Heaney', 'Naguib Mahfouz', 'Joseph Brodsky', 'Heinrich Böll', 'Wisława Szymborska']","['4.14', '4.11', '3.75', '3.91', '3.70', '4.11', '3.93', '4.25', '3.87', '4.32']",[],[],[],
17609896,34773,Antologia Współczesnych Opowiadań Hiszpańskich,838664642X,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363180497l/17609896._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363180497l/17609896._SX50_.jpg,,,,pol,,false,17891443,3,18,17,4,0,5:2|4:1|3:1|2:0|1:0|total:4,1995,,,4.25,0,0,"['25591', '38190', '172582', '45568', '3104338', '338876', '970655', '1047122', '179859', '6995134', '6995135', '1816607', '136715', '36125', '666364', '1992607', '6995148', '1320492', '568949', '35253', '6245156', '6246199', '39195', '25835', '125744', '5094217', '487313', '1249368', '965939', '13099', '34773']","['Enrique Vila-Matas', 'Ana María Matute', 'Francisco García Pavón', 'Maruja Torres', 'Eduardo Vaquerizo', 'Manuel Vázquez Montalbán', 'Joan Perucho', 'Raul Torres', 'Francisco Ayala', 'Miguel Angel Mañas', 'Francisco Escobar Bravo', 'Manuel Talens', 'José María Merino', 'Wenceslao Fernández Flórez', 'Ignacio Aldecoa', 'A. Pereira', 'Alvaro Conqueiro', 'Agustin Celis', 'Juan José Millás', 'Rafael Sánchez Ferlosio', 'Salvador Company', 'Patxi Irurzun', 'Carmen Martín Gaite', 'Bernardo Atxaga', 'Rafael Marín', 'Alicia Giménez Bartlett', 'Rafael Dieste', 'Ofèlia Dracs', 'Alfredo Conde', 'Manuel Rivas', 'Camilo José Cela']","['3.78', '3.74', '3.54', '3.30', '3.72', '3.49', '4.12', '4.00', '4.05', '5.00', '5.00', '3.84', '3.50', '3.89', '3.55', '5.00', '0.0', '4.11', '3.60', '3.77', '2.89', '3.65', '3.72', '3.63', '4.25', '3.53', '3.56', '3.05', '3.20', '3.57', '3.70']",[],[],[],"Niniejsza antologia jest, w zamierzeniu autorów wyboru, obrazem etnicznej i kulturowej rozmaitości Hiszpanii. Znaleźli się w niej pisarze z różnych regionów, piszący w różnych językach: po kastylijsku (hiszpańsku), katalońsku, baskijsku i galisyjsku. Są to pisarze hiszpańscy, zachowujący jednocześnie odrębność charakterystyczną dla bogatej tradycji literackiej i kulturowej swojego regionu. Opowiadanie przeżywa w Hiszpanii swój renesans. Parają się tym gatunkiem najwybitniejsi współcześni prozaicy, w których twórczości znaleźć można szeroki spektrum krótkich form narracyjnych, od minipowieści po wzorowane na amerykańskiej ""short story"". Układ antologii jest chronologiczny, otwierają ja pisarze pokolenia, które zadebiutowało po wojnie domowej, czyli po 1936 roku, a kończą czterdziestolatkowie, twórcy już uznani, a niektórzy z nich cieszący się znaczną popularnością w samej Hiszpanii i poza jej granicami"
3425977,34773,Diccionario secreto 2,8420615064,9788420615066,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348820286l/3425977._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348820286l/3425977._SY75_.jpg,1989,6,30,spa,Alianza Editorial Sa,false,21834036,1,10,16,4,0,5:1|4:2|3:1|2:0|1:0|total:4,1971,,,4.00,4,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
7174366,34773,El espejo y otros cuentos,8423916162,9788423916160,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497367074l/7174366._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497367074l/7174366._SY75_.jpg,1981,,,,Espasa Bolsillo,false,7611241,1,6,14,4,0,5:1|4:1|3:1|2:1|1:0|total:4,,,,3.50,4,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
61789,34773,Nuevas escenas matritenses,840138124X,9788401381249,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,60095,1,5,14,4,0,5:0|4:3|3:0|2:1|1:0|total:4,1965,,,3.50,4,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
61759,34773,Conversaciones españolas,8401381088,9788401381089,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512930941l/61759._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512930941l/61759._SX50_.jpg,1987,1,1,,"Plaza & Janes Editores, S.A.",false,60065,1,9,14,4,0,5:1|4:1|3:1|2:1|1:0|total:4,1987,,,3.50,4,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
40041890,34773,"Santa Balbina, 37, gas en cada piso y otras novelas cortas",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,62041774,1,8,13,3,2,5:2|4:0|3:1|2:0|1:0|total:3,,,,4.33,3,2,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
3425996,34773,Pisando la dudosa luz del día,8426427022,9788426427021,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3466835,1,15,13,6,2,5:1|4:0|3:1|2:1|1:3|total:6,1945,,,2.17,6,2,['34773'],['Camilo José Cela'],['3.70'],[],[],[],"Camilo José Cela, académico a los treinta y ocho años, es uno de los escritores menos convencionales que tenemos en la España actual. Y para confirmarlo, ahí está su primer libro, Pisando la dudosa luz del día, escrito a los veinte años, con un convencimiento feroz y una intuición y fuerza asombrosas. El prosista de tantas páginas antológicas de nuestra literatura es también un poeta, y no precisamente menor. Para un escritor como Cela no hay escritura menor."
3426007,34773,El color de la mañana,8423978303,9788423978304,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1996,1,1,spa,"Espasa Calpe Mexicana, S.A.",false,3466846,1,7,13,3,0,5:2|4:0|3:1|2:0|1:0|total:3,1996,,,4.33,3,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
10959954,34773,Ávila,8427983239,9788427983236,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,15877661,2,3,11,3,0,5:1|4:1|3:0|2:1|1:0|total:3,1952,,,3.67,1,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
2530396,34773,Cuaderno del Guadarrama,8426429645,9788426429643,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427322172l/2530396._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427322172l/2530396._SY75_.jpg,1983,,,,Lumen,false,2537908,1,10,11,5,0,5:0|4:1|3:0|2:3|1:1|total:5,1952,,,2.20,5,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
61761,34773,Las compañías convenientes y otros fingimentos y cegueras,8401413036,9788401413032,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,60080,3,7,11,3,0,5:1|4:0|3:2|2:0|1:0|total:3,1963,,,3.67,2,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
6951560,34773,Poesía Completa,8481090867,9788481090864,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,4366958,2,5,11,3,1,5:1|4:0|3:2|2:0|1:0|total:3,,,,3.67,3,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
40767461,34773,Del Miño al Bidasoa y otros vagabundajes,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,63448731,1,3,10,3,0,5:0|4:2|3:0|2:1|1:0|total:3,,,,3.33,3,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
3261957,34773,Cuentos Olimpicos/ Olympic Stories (Narrativa Breve),8495642530,9788495642530,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3297254,1,6,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,2004,6,30,3.33,3,0,"['1383727', '34773', '1072']","['Arturo Arango', 'Camilo José Cela', 'Ricardo Piglia']","['3.35', '3.70', '3.86']",[],[],[],
2763311,34773,Miro & Mallorca,0847806618,9780847806614,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1986,2,15,,Rizzoli,false,2789021,1,3,10,2,1,5:2|4:0|3:0|2:0|1:0|total:2,1986,2,15,5.00,2,1,"['28492', '3853313', '5106735', '34773']","['Joan Miró', 'Pere A. Serra', 'Rizzoli International Publications Incorporated', 'Camilo José Cela']","['3.93', '4.60', '4.03', '3.70']",[],[],[],
3426010,34773,Los viejos amigos: Primera y segunda series,8427906293,9788427906297,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,3466821,2,5,10,3,1,5:1|4:0|3:1|2:1|1:0|total:3,1960,,,3.33,3,1,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
61779,34773,El tacatá oxidado: Florilegio de carpetovetonismos y otras lindezas,8427906358,9788427906358,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494333883l/61779._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494333883l/61779._SY75_.jpg,1973,1,1,,Noguer,false,60085,1,7,9,3,0,5:0|4:1|3:1|2:1|1:0|total:3,1973,,,3.00,3,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
2763310,34773,Miró et Mallorca,2702201911,9782702201916,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348853735l/2763310._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348853735l/2763310._SX50_.jpg,,,,fre,,false,2789020,1,4,9,2,1,5:1|4:1|3:0|2:0|1:0|total:2,1985,1,1,4.50,2,1,"['28492', '3853313', '34773']","['Joan Miró', 'Pere A. Serra', 'Camilo José Cela']","['3.93', '4.60', '3.70']",['1447078'],['Robert Marrast'],['3.71'],"Picasso disait de Miro ""J'admire et je respecte Joan parce que c'est un homme qui est toujours à la poursuite d'une étoile. c'est beau, c'est une chose que je n'ai jamais été capable de faire.""<br /><br />Né de mère majorquine, marié à une majorquine, Joan miro est étroitement lié à l'île, qui est aussi l'espace de Miro, comme le furent en d'autres temps Barcelone, Mont-Roig et Paris.<br /><br />Lîle de Majorque a joué un rôle incontestable dans l'évolution de son esthétique, en particulier au cours de trois périodes trés importantes : enfance et jeunesse; maturité, lorsqu'il quitta Paris d'où le chassa l'imminenter invasion des nazis; enfin plénitude et déclin -déclin plus physique qu'artistique car la vigueur de son art éclate à l'évidence dans les toutes dernières gravures qu'il réalisa à Palma."
25890828,34773,Poemas pánicos / Mis humildes paraísos / Cartas al pintor Julius Baltazar,8496114651,9788496114654,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436750916l/25890828._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436750916l/25890828._SY75_.jpg,2005,,,spa,NAUSICAA (Colección La rosa profunda),false,45771936,1,5,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,2005,,,4.50,2,0,"['30575', '6343', '7909848', '34773']","['Fernando Arrabal', 'Milan Kundera', 'Luce Moreau', 'Camilo José Cela']","['3.85', '4.01', '3.25', '3.70']",[],[],[],"Fernando Arrabal posee el incalculable tesoro de tener voz propia, que es la condición indispensable para poder hacerse un sitio en ese confuso limbo de los injustos que se llama el Parnaso. Fernando Arrabal es el adivinador cronista de su tiempo, de nuestro tiempo, y le da a la historia, con ilimitada sabiduría, el último toque de alabada gracia que sirve a la literatura de remate espiritual y artístico, también de misterioso colofón.<br /><br />Camilo José Cela Conde"
17875149,34773,"Primer Viaje Andaluz, Viaje al Pirineo de Lérida (Obra Completa de Camilo José Cela, Tomo 6, Viajes por España, 3 (1959-1964)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1965,,,spa,Ediciones Destino,false,25029002,1,2,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,1965,1,1,4.50,2,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
3426014,34773,El hombre y el mar,8401613698,9788401613692,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3466853,1,5,8,3,0,5:0|4:1|3:0|2:2|1:0|total:3,1990,,,2.67,3,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
3426020,34773,El huevo del juicio (Biblioteca Breve),8432206776,9788432206771,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426195968l/3426020._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426195968l/3426020._SY75_.jpg,1993,3,,,Seix Barral,false,3466859,1,2,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,1993,,,4.00,2,0,['34773'],['Camilo José Cela'],['3.70'],[],[],[],
