id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
30739104,7469,O Amante de Lady Chatterley,9896415986,9789896415983,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466708915l/30739104._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466708915l/30739104._SY75_.jpg,2016,5,,por,Relógio D'Água Editores,false,3249302,971,196162,334965,95675,4829,5:18073|4:30647|3:31811|2:11435|1:3709|total:95675,1928,,,3.50,11,1,"['17623', '7469', '3309212']","['D.H. Lawrence', 'Octavio Paz', 'António R. Salvador']","['3.59', '4.14', '3.57']",[],[],[],"A história da relação entre Constance Chatterley e Mellors, o guarda de caça do seu marido inválido, é o romance mais controverso de Lawrence e talvez o seu texto mais comovente sobre o amor. <br />Escrevendo para libertar as gerações que, a seu ver, consideravam o sexo um simples constrangimento ou ato mecânico, Lawrence disse sobre este livro: «Trabalhei sempre o mesmo tema, encarar a relação sexual não como algo vergonhoso, mas válido e precioso. Penso que neste romance fui mais longe do que em qualquer outro. Para mim, é uma obra bonita, terna e frágil, tal como a nudez.»<br /><br />«A sua religião foi a do começo, um começo que não é o dos antropólogos que estudam as sociedades primitivas; é o começo diário, esse primeiro dia que, cada dia, os amantes inventam.»<br />Octavio Paz em «A Religião Solar de D. H. Lawrence»<br /><br />«Na guerra interminável entre homens e mulheres, Lawrence luta em ambos os lados.»<br />Harold Bloom"
11710,7469,In Search of the Present: 1990 Nobel Lecture,0156445565,9780156445566,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328875050l/11710._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328875050l/11710._SY75_.jpg,1991,6,1,,Mariner Books,false,14120,1,59,99,23,0,5:11|4:10|3:1|2:0|1:1|total:23,1991,,,4.30,23,0,['7469'],['Octavio Paz'],['4.14'],['1624230'],['Anthony Stanton'],['4.03'],"The speech delivered by Paz in acceptance of the 1990 Nobel Prize for Literature, in which he discusses gratitude, separateness, and modernity. Published in a handsome bilingual edition. Translated by Anthony Stanton.<br />"
11077661,7469,Octavio Paz: Puisi dan Esai Terpilih,,9793062223,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302496248l/11077661._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302496248l/11077661._SX50_.jpg,2002,5,,ind,Yayasan Bentang Budaya,false,15999156,2,63,95,25,3,5:4|4:15|3:4|2:1|1:1|total:25,2002,1,1,3.80,25,3,['7469'],['Octavio Paz'],['4.14'],['4782930'],['Arif. B. Prasetyo'],['3.80'],"“Kita bukannya tengah mengalami akhir puisi seperti kata sebagian orang, tetapi akhir dari tradisi puitik yang dimulai dari Zaman Romantik yang agung: tradisi yang memuncak bersama para penyair Simbolis dan memasuki wilayah senjakala yang menakjubkan dengan datangnya kaum seniman garda-depan abad kita. Seni yang lain kini menyembul di ufuk fajar.”<br /><br />-Octavio Paz, 1990"
2478032,7469,Love Poems from Spain and Spanish America,087286183X,9780872861831,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362537309l/2478032._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362537309l/2478032._SY75_.jpg,2001,1,1,,City Lights Publishers,false,2485233,1,50,95,23,3,5:8|4:10|3:5|2:0|1:0|total:23,1986,6,1,4.13,23,3,"['1100936', '263663', '54952', '119735', '8512489', '34575', '500', '136719', '25575', '5406316', '104713', '11046493', '1725418', '105076', '527954', '734779', '36635', '14917594', '35771', '681469', '44150', '34610', '140617', '4026', '284854', '128195', '7469', '34604', '34810', '175807', '97436', '114681']","['Perry Higman', 'Delmira Agustini', 'Rafael Alberti', 'Vicente Aleixandre', 'Emilio Ballagas', 'Gustavo Adolfo Bécquer', 'Jorge Luis Borges', 'Luis Cernuda', 'Rubén Darío', 'Baldomero Fernández Moreno', 'Garcilaso de la Vega', 'Luis de Góngora y Argote', 'Jorge Guillén', 'Nicolás Guillén', 'Miguel Hernández', 'Juana De Ibarbourou', 'Juan Ramón Jiménez', 'Juana Inés de la Cruz', 'Lope de Vega', 'Ramón López Velarde', 'Federico García Lorca', 'Antonio Machado', 'Gabriela Mistral', 'Pablo Neruda', 'Luis Pales Matos', 'Nicanor Parra', 'Octavio Paz', 'Francisco de Quevedo', 'Pedro Salinas', 'Alfonsina Storni', 'César Vallejo', 'Xavier Villaurrutia']","['4.28', '4.07', '3.79', '3.92', '4.12', '4.04', '4.30', '4.11', '3.88', '4.04', '3.89', '3.91', '3.83', '3.99', '4.21', '3.85', '3.82', '4.06', '3.58', '3.92', '3.98', '4.05', '4.00', '4.31', '4.03', '4.26', '4.14', '3.75', '4.24', '3.97', '4.22', '4.23']",[],[],[],"The nearly seventy poems in this bilingual anthology are concerned with many kinds of love: erotic love, sublime love, filial love, maternal love, and love between brother and sister. They also explore feelings of friendship, solidarity, and the altruistic love of all mankind. Ranging in time from the 13th century to the present day, these poems come from diverse traditions and countries—Argentina, Chile, Cuba, Mexico, Nicaragua, Peru, Puerto Rico, Spain, and Uruguay. Includes a concise biographical sketch of each of the poets.<br /><br />Perry Higman is also the author of <i>A Man's Dance</i>.<br /><br /><br />"
13606561,7469,Veinte poemas,9684116837,9789684116832,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334719922l/13606561._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334719922l/13606561._SX50_.jpg,2008,1,21,spa,El Colegio Nacional y Ediciones Era,false,19201888,1,39,94,25,6,5:6|4:10|3:6|2:3|1:0|total:25,2008,1,21,3.76,25,6,['15435'],['William Carlos Williams'],['4.13'],['7469'],['Octavio Paz'],['4.14'],"En estas breves páginas asistimos a un lúcido diálogo entre dos de los poetas del siglo XX que renovaron la poesía en sus respectivas lenguas, un diálogo bilingüe en el terreno del verso, un diálogo que atestigua el viaje de la poesía de una lengua a otra."
12215854,7469,El desconocido de sí mismo,6070212568,9786070212567,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317783032l/12215854._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317783032l/12215854._SX50_.jpg,2010,1,12,spa,UNAM,false,17188994,1,44,88,19,1,5:12|4:7|3:0|2:0|1:0|total:19,1962,1,12,4.63,19,1,"['7816', '7469']","['Fernando Pessoa', 'Octavio Paz']","['4.25', '4.14']",[],[],[],"Los poetas no tienen biografía. Su obra es su biografía. Pessoa, que dudó siempre de la realidad de este mundo, aprobaría sin vacilar que fuese directamente a sus poemas, olvidando los incidentes y los accidentes de su existencia terrestre. Nada en su vida es sorprendente -nada, excepto sus poemas. <i>Pessoa</i> quiere decir persona en portugues y viene de <i>persona</i>, máscara de los actores romanos. Máscara, personaje de ficción, ninguno: Pessoa. Su historia podría reducirse al tránsito entre la irrealidad de su vida cotidiana y la realidad de sus ficciones. Estas ficciones son los poetas Alberto Caeiro, Alvaro de Campos, Ricardo Reis y, sobre todo, el mismo Fernando Pessoa. Así, no es inútil recordar los hechos más salientes de su vida, a condición de saber que se trata de las huellas de una sombra. El verdadero Pessoa es otro. <br />Octavio Paz"
30764333,7469,Cinta Semanis Racun: 99 Cerita dari 9 Penjuru Dunia,,9786023911820,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467079323l/30764333._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467079323l/30764333._SX50_.jpg,2016,8,1,ind,DIVA Press,false,51320717,1,84,87,21,3,5:5|4:14|3:2|2:0|1:0|total:21,,,,4.14,21,3,"['5031025', '1219904', '3137322', '4750', '5144', '5223', '1367127', '2238', '72039', '13450', '7469', '55397', '25708', '121407', '609209', '34065', '3354', '128382', '15405109', '500', '15405110']","['Anton Chekhov', 'Anton Kurnia', 'Fyodor Dostoyevsky', 'Émile Zola', 'James Joyce', 'Franz Kafka', 'Carlos Fuentes', 'Isabel Allende', 'Roberto Bolaño', 'Gabriel García Márquez', 'Octavio Paz', 'Nadine Gordimer', 'Gao Xingjian', 'Mo Yan', 'Horacio Castellanos Moya', 'Etgar Keret', 'Haruki Murakami', 'Leo Tolstoy', 'Liliana Blum', 'Jorge Luis Borges', 'Jorge Cortazar']","['3.96', '3.68', '4.18', '3.93', '3.74', '3.89', '3.81', '3.97', '3.98', '3.97', '4.14', '3.57', '3.54', '3.72', '3.79', '3.98', '3.96', '4.06', '3.93', '4.30', '4.14']",[],[],[],"Antologi ini memuat 99 cerpen terjemahan karya 99 pengarang terkemuka dari pelbagai penjuru dunia dan zaman, dari sastrawan klasik semacam Leo Tolstoy hingga pengarang masa kini berusia awal 40-an serupa Liliana Blum. Lebih dari dua per tiganya, tepatnya 74 di antara 99 cerpen, pernah dipublikasikan sebelumnya di 20 media cetak nasional dan daerah. <br /><br />Dalam antologi ini, kita bisa membaca pula jejak pencapaian para pengarang terkemuka di berbagai belahan dunia dan zaman. Dari para empu Eropa seperti Anton Chekov, Fyodor Dostoyevsky, Emile Zola, James Joyce, dan Franz Kafka hingga para maestro Amerika Latin semacam Jorge Luis Borges, Jorge Cortazar, Carlos Fuentes, Isabel Allende, dan Roberto Bolano. Tak ketinggalan juga para kampiun Nobel Sastra serupa Gabriel Garcia Marquez, Octavio Paz, Nadine Gordimer, Gao Xingjian, dan Mo Yan. Suara-suara utama masa kini dalam pentas sastra dunia antara lain diwakili oleh Horacio Castellanos Moya (pengarang Honduras yang disebut-sebut World Literature Today layak meraih Nobel Sastra), Etgar Keret (penulis Israel yang menarik perhatian dunia), dan Haruki Murakami (novelis laris yang berkali-kali menjadi kandidat pemenang Nobel Sastra).<br /><br />Aku segera menyelesaikan dinding itu. Kurapatkan batu terakhir pada tempatnya. Lalu aku merekatkannya dengan semen. Terakhir, aku menumpuk belulang menutupi dinding baru itu. Hingga setengah abad tak seorang pun mengusik mereka. Beristirahat dengan damai! --Anggur Amontillado, Edgar Allan Poe"
2548356,7469,Los signos en rotación y otros ensayos,8420631175,9788420631172,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380312063l/2548356._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380312063l/2548356._SY75_.jpg,,,,,,false,2555919,1,37,86,21,0,5:5|4:13|3:3|2:0|1:0|total:21,,,,4.10,21,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
244997,7469,Los Privilegios De La Vista Ii/ the Privileges of Sight II: Arte De Mexico (Obras Completas),9681638964,9789681638962,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,6,1,spa,,false,237375,3,54,84,19,0,5:13|4:2|3:3|2:1|1:0|total:19,1995,2,28,4.42,15,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
21858171,7469,Anch'io sono scrittura,8897505317,9788897505310,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396945301l/21858171._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1396945301l/21858171._SY75_.jpg,2014,3,27,ita,SUR,false,41132029,2,37,73,18,4,5:5|4:10|3:2|2:1|1:0|total:18,2014,3,21,4.06,6,2,['7469'],['Octavio Paz'],['4.14'],['4078117'],['Maria Nicola'],['3.67'],"Il modo migliore per celebrare uno scrittore è leggere le sue opere. E per festeggiare il centenario di uno dei più autorevoli intellettuali di tutti i tempi, il Premio Nobel messicano Octavio Paz, arriva ora questo prezioso libro autobiografico. Costruito dal curatore Julio Hubard sulla base di una serie di articoli, frammenti, saggi e versi di Paz, il libro ripercorre la vita e l’opera dell’autore in ordine cronologico, dall’infanzia fino agli ultimi giorni, passando per la formazione letteraria, la passione politica, l’amore per la poesia, i viaggi, i riconoscimenti, la malattia, i ricordi personali. Un approfondito riesame di alcuni dei momenti fondanti della storia sociale, politica e artistica del Messico e del suo poeta più appassionato."
26200381,7469,Fortuny,,9781567925500,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441035559l/26200381._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441035559l/26200381._SY75_.jpg,2016,2,25,eng,David R. Godine (Verba Mundi),false,46177196,6,113,70,16,5,5:7|4:8|3:1|2:0|1:0|total:16,1983,,,4.38,14,5,"['143196', '7469']","['Pere Gimferrer', 'Octavio Paz']","['3.73', '4.14']",['4535251'],['Adrian West'],['4.10'],"Employing the unmatched lyrical inventiveness and range that have made him recognized as Spain's most distinguished poet, Gimferrer has composed a paean to vanished artistic grandeur, suggesting the fragility of the line dividing the real from imagined: Whatever the eye can see dissolves into a tapestry of prose woven of light and shadow."
7824976,7469,مختارات من شعر أوكتابيو باث,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408920632l/7824976._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408920632l/7824976._SX50_.jpg,1993,,,ara,دار سعاد الصباح,false,10872137,2,93,67,21,3,5:2|4:7|3:7|2:3|1:2|total:21,1993,,,3.19,17,2,"['7469', '3407669', '3407670']","['Octavio Paz', 'أوكتافيو باث', 'محمود السيد علي']","['4.14', '3.23', '3.19']",[],[],[],مصير شاعر <br />*<br />كلمات؟ نعم من هواء<br />وفي الهواء تضيع<br />دعيني أضيع بين الكلمات<br />دعيني أكون هواء في شفاه<br />نفخة شريدة بلا ضفاف<br />تتيه في الهواء<br />كذلك النور في نفسه يتيه
244972,7469,Versiones y diversiones,8481093084,9788481093087,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,5,1,,Galaxia Gutenberg,false,237351,3,29,67,16,0,5:6|4:7|3:3|2:0|1:0|total:16,1974,1,,4.19,13,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
43538333,7469,Vislumbres de la India,,9786070753046,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,67723036,2,34,65,15,1,5:9|4:3|3:2|2:1|1:0|total:15,,,,4.33,13,1,['7469'],['Octavio Paz'],['4.14'],[],[],[],
94187,7469,El Peregrino En Su Patria/ the Pilgrim And It's Native Country: Historia Y Politica De Mexico (Obras Completas),9681639022,9789681639020,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,6,1,,,false,90793,4,38,59,13,1,5:9|4:2|3:2|2:0|1:0|total:13,1993,3,1,4.54,12,1,['7469'],['Octavio Paz'],['4.14'],[],[],[],"Este tomo contiene textos fundamentales de Octavio Paz como El laberinto de la soledad y Postdata, meditaciones no pocas veces polemicas sobre la historia y el presente de Mexico y el caracter de nuestra cultura."
17160785,7469,Relatos fantásticos latinoamericanos,8486524415,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356138034l/17160785._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356138034l/17160785._SX50_.jpg,1998,,,spa,Editorial Popular,false,23585538,1,71,57,16,1,5:1|4:8|3:6|2:1|1:0|total:16,1998,1,1,3.56,16,1,"['5822041', '30195', '44315', '25824', '112535', '6861473', '7469', '6861474', '97436']","['Eduardo Galeano', 'Mario Benedetti', 'Augusto Monterroso', 'Julio Cortázar', 'Silvina Ocampo', 'J.J. Arreola', 'Octavio Paz', 'V. Piñera', 'César Vallejo']","['4.25', '4.10', '3.98', '4.22', '4.10', '3.41', '4.14', '3.56', '4.22']",[],[],[],
127317,7469,Pequeña Crónica de Grandes Días,9681634586,9789681634582,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,12,1,,Fondo de Cultura Económica,false,122616,1,39,57,15,0,5:3|4:7|3:4|2:1|1:0|total:15,1990,,,3.80,15,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
36739496,7469,La figlia dell'insonnia,888306349X,9788883063497,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512208533l/36739496._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512208533l/36739496._SX50_.jpg,2015,6,15,ita,Crocetti Editore,false,24997768,2,28,54,13,3,5:3|4:9|3:1|2:0|1:0|total:13,,,,4.15,2,1,"['112534', '1670097', '7469']","['Alejandra Pizarnik', 'Enrique Molina', 'Octavio Paz']","['4.24', '3.69', '4.14']",['7066805'],['Claudio Cinti'],['4.15'],"<i>La figlia dell’insonnia</i> è la prima traduzione italiana di Alejandra Pizarnik, affidata al suo massimo specialista, Claudio Cinti.<br />Il lettore italiano sarà tramortito dalla lancinante bellezza dei versi della Pizarnik e penetrerà a fondo nella sfera intima di Alejandra, dove le esperienze della solitudine, della sofferenza, della morte, ma soprattutto dell’amore sono magicamente rivitalizzate dalla pienezza di una incomparabile parola poetica. <br /><br /><b>Gli occhi aperti</b><br /><br />Qualcuno misura singhiozzando<br />l’estensione dell’alba.<br />Qualcuno pugnala il cuscino<br />in cerca del suo impossibile<br />spazio di quiete.<br /><br /><br /><br />[dal sito dell'editore]"
244960,7469,Sueño En Libertad: Escritos Políticos,968694169X,9789686941692,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1279106645l/244960._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1279106645l/244960._SX50_.jpg,2001,,,spa,Seix Barral,false,237340,2,27,54,13,2,5:6|4:4|3:2|2:1|1:0|total:13,2001,,,4.15,12,2,['7469'],['Octavio Paz'],['4.14'],[],[],[],
15741419,7469,Máscaras mexicanas,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341728517l/15741419._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341728517l/15741419._SX50_.jpg,,,,spa,,false,21428254,2,37,50,12,3,5:6|4:3|3:2|2:1|1:0|total:12,,,,4.17,12,3,['7469'],['Octavio Paz'],['4.14'],[],[],[],
3127998,7469,Cuadrivio,8432230790,9788432230790,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373618293l/3127998._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373618293l/3127998._SY75_.jpg,,,,,Seix Barral,false,3159395,1,24,49,14,2,5:2|4:4|3:7|2:1|1:0|total:14,1991,,,3.50,14,2,['7469'],['Octavio Paz'],['4.14'],[],[],[],
241375,7469,Obras Completas (Letras Mexicanas),9681668073,9789681668075,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,6,1,,Fondo de Cultura Economica USA,false,233831,3,30,48,12,1,5:5|4:4|3:2|2:0|1:1|total:12,2006,6,1,4.00,11,1,['7469'],['Octavio Paz'],['4.14'],[],[],[],
5574248,7469,Octavio Paz: A Celebration,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,5,11,,Academy of American Poets & the Mexican Cultural Institute,false,5745446,1,49,47,11,0,5:5|4:4|3:2|2:0|1:0|total:11,1994,5,11,4.27,11,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
14735106,7469,"Octavio Paz en Sus Obras Completas""",9681644980,9789681644987,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,12,1,,"Fondo de Cultura Economica, Mexico",false,20380611,1,22,47,10,0,5:7|4:3|3:0|2:0|1:0|total:10,1994,12,1,4.70,10,0,['7469'],['Octavio Paz'],['4.14'],[],[],[],
8574319,7469,Xavier Villaurrutia en persona y en obra,9681618335,9789681618339,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327355728l/8574319._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327355728l/8574319._SX50_.jpg,2003,1,1,spa,Fondo de Cultura Económica,false,13443167,1,21,45,11,1,5:5|4:2|3:4|2:0|1:0|total:11,1978,1,1,4.09,11,1,['7469'],['Octavio Paz'],['4.14'],[],[],[],"El concepto de ""anglosajonismo racial norteamericano"" tiene su origen en la deformacin de un proyecto de convivencia social: el ideal modelo de los padres fundadores de los Estados Unidos, hace poco ms de dos siglos. Las derivaciones y las desfiguraciones de este idealismo fundador de un pas convirtieron una visin benevolente en una inflexin moderna del racismo de vieja estirpe europea."
25723578,7469,Mi casa fueron mis palabras: Antología poética,,9786070124143,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434250078l/25723578._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434250078l/25723578._SY75_.jpg,2014,11,,spa,Santillana,false,45559323,1,23,45,12,1,5:2|4:5|3:5|2:0|1:0|total:12,2014,11,,3.75,12,1,"['636408', '7469']","['Cesar Aristides', 'Octavio Paz']","['3.58', '4.14']",[],[],[],"Octavio Paz publicó sus primeros poemas a los 16 años, y desde entonces, su poesía es una búsqueda incansable por interpretar los secretos del amor, los enigmas de nuestro origen, la esencia del pensamiento y el lenguaje.<br />En este libro, Octavio Paz es París, la India, Japón, las ruinas prehispánicas y el arte contemporáneo, pero también es la añoranza infantil y el joven que lucha por sus ideales.<br />Mi casa fueron mis palabras es una invitación a conocer la poesía de Octavio Paz, un encuentro íntimo con su palabra encendida, con el fin de acercar a los lectores la perfecta claridad de sus poemas y sus imágenes sorprendentes."
245012,7469,Airborn/Hijos del Aire,0856460729,9780856460722,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1981,1,1,,Anvil Books,false,237390,1,33,45,14,2,5:1|4:4|3:6|2:3|1:0|total:14,1981,8,,3.21,14,2,"['7469', '143237']","['Octavio Paz', 'Charles Tomlinson']","['4.14', '4.16']",[],[],[],
1194388,7469,The Other Mexico: Critique Of The Pyramid,0394177738,9780394177731,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1972,12,31,,Grove/Atlantic,false,1182442,2,42,43,10,3,5:5|4:3|3:2|2:0|1:0|total:10,1970,,,4.30,10,3,['7469'],['Octavio Paz'],['4.14'],[],[],[],
1557094,7469,"Fragments D'un Voyage Immobile:  Un Inconnu De Lui Même, Fernando Pessoa, 3e édition",286930451X,9782869304512,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1549576,2,24,43,11,1,5:3|4:4|3:4|2:0|1:0|total:11,,,,3.91,10,1,"['7816', '7469']","['Fernando Pessoa', 'Octavio Paz']","['4.25', '4.14']",[],[],[],
363753,7469,خ‍ی‍ال‌پ‍ردازی‌ه‍ای‌ ش‍ب‍ان‍ه‌,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559044625l/363753._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559044625l/363753._SY75_.jpg,2005,,,per,مروارید,false,353823,2,26,43,10,0,5:5|4:3|3:2|2:0|1:0|total:10,1993,1,1,4.30,6,0,['7469'],['Octavio Paz'],['4.14'],['6994486'],['فریبا  گورکین'],['4.00'],
25173031,7469,"Poesía, pan de los elegidos",,9786075022505,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426741149l/25173031._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426741149l/25173031._SY75_.jpg,2014,,,spa,Universidad Veracruzana,false,44878794,1,20,42,11,3,5:3|4:4|3:3|2:1|1:0|total:11,2014,1,1,3.82,11,3,['7469'],['Octavio Paz'],['4.14'],[],[],[],
25085266,7469,Encuentro: Octavio Paz y Julio Scherer,6071621321,9786071621320,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425654689l/25085266._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425654689l/25085266._SY75_.jpg,2014,9,1,spa,Fondo de Cultura Económica,false,44772844,1,19,41,11,3,5:2|4:5|3:3|2:1|1:0|total:11,2014,9,1,3.73,11,3,"['7469', '415124']","['Octavio Paz', 'Julio Scherer García']","['4.14', '3.56']",[],[],[],"Antología de tres entrevistas que hiciera el periodista Julio Scherer a Octavio Paz: Suma y sigue, Tela de juicios y El valor del tiempo, y el ensayo de Julio Scherer sobre el último encuentro que tuvo con el poeta, titulado Un testimonio. Es un texto cercano a una biografía de la vida y pensamiento político de Paz, cuyos temas van desde la democracia, la realidad política y los partidos políticos hasta la matanza de 1968 o bien, la historia social y cultural de México."
11023112,7469,Anthology Of Mexican Poetry,0253299292,9780253299291,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473387562l/11023112._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473387562l/11023112._SX50_.jpg,1958,12,1,,Indiana University Press,false,15942527,4,44,39,11,3,5:0|4:7|3:3|2:1|1:0|total:11,1958,12,1,3.55,10,3,['7469'],['Octavio Paz'],['4.14'],['1433597'],['Samuel Beckett'],['3.88'],"From the back cover: ""An Anthology of Mexican Poetry brings to the North a true and vital picture of the land and the people below the Rio Grande. It is a revealing and exciting experience, an experience that will do much to create understanding and appreciation of a culture and a way of life so near to us, so implacably interwoven with our own history and future."" -- Sabine R. Ulibarri"
24449224,7469,Antologia Poética,,9789722001045,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421017769l/24449224._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421017769l/24449224._SX50_.jpg,1998,,,por,Dom Quixote,false,44052163,2,24,37,11,1,5:0|4:5|3:5|2:1|1:0|total:11,1998,,,3.36,11,1,['7469'],['Octavio Paz'],['4.14'],[],[],[],
