id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
21976230,46466,Gyvačių kamuolys,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,,,lit,Vaiga,false,101611,72,6202,8804,2170,172,5:817|4:818|3:411|2:90|1:34|total:2170,1932,,,4.06,1,0,"['61023', '46466']","['François Mauriac', 'Roger Martin du Gard']","['4.32', '4.07']",[],[],[],
43783297,46466,Un Taciturne: drame en trois actes,2070242439,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548786518l/43783297._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548786518l/43783297._SY75_.jpg,1932,3,4,fre,Gallimard,false,68115638,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],"Un taciturne raconte l'effondrement d'un chef d'entreprise, Thierry, qui découvre – avec stupéfaction, angoisse puis horreur – son homosexualité.<br /><br />« On peut très bien porter en soi, pendant des années, des sentiments qu'on ne soupçonne même pas, et dont, cependant, on vit !... » (Acte III, Scène IX – p. 218)"
44385722,46466,"Släkten Thibault 1., Den grå skrivboken",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1940,,,swe,,false,68937492,1,1,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,,,,1.00,1,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],
15410223,46466,Recollections,067059072X,9780670590728,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,21066429,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],
38115751,46466,Os Thibault - Volume 3 (Les Thibault #7),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516555337l/38115751._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516555337l/38115751._SY75_.jpg,2001,,,por,Globo,false,69843032,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],
29639814,46466,The thibault IX,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1947,5,30,spa,Editorial Losada S. A.,false,49998947,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],
36295472,46466,Vencer!,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506258270l/36295472._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506258270l/36295472._SY75_.jpg,1972,,,por,Círculo de Leitores,false,57961575,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1908,,,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],
45723833,46466,Oeuvres Completes Vol. 1 (Bibliotheque de la Pleiade),082883556X,9780828835565,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,70509437,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],
18775820,46466,"Actes du colloque international de Nice, 1990",,9782070728206,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384077047l/18775820._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384077047l/18775820._SX50_.jpg,1992,,,fre,Gallimard,false,26681216,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1992,1,1,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],
18775823,46466,Cahiers Roger Martin du Gard,,9782070724239,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384077143l/18775823._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384077143l/18775823._SY75_.jpg,1991,,,fre,Gallimard,false,26681221,1,6,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1991,1,1,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],
53078714,46466,CONFIDENCE AFRICAINE (TIRAGES RESTREINTS),2070188884,9782070188888,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,79673513,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],
53245138,46466,خانواده تیبو - جلد چهارم,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587572513l/53245138._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587572513l/53245138._SY75_.jpg,,,,,,false,80713047,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['46466', '936799']","['Roger Martin du Gard', 'ابوالحسن نجفی']","['4.07', '3.99']",[],[],[],
44341865,46466,"Les Thibault, Volume 1...",0341148091,9780341148098,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560532230l/44341865._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560532230l/44341865._SX50_.jpg,2018,8,8,,Wentworth Press,false,68898022,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
51020892,46466,De Thibaults (Deel 1),,9789460239199,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580990260l/51020892._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580990260l/51020892._SY75_.jpg,2014,2,,nl,Meulenhoff,true,75863290,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],['4191629'],['Anneke Alderlieste'],['4.27'],"In 1922 verscheen in Frankrijk het eerste deel van Roger Martin du Gards meesterwerk Les Thibault. Deze grote romancyclus beschrijft aan de hand van het leven van twee broers de sociale en morele ontwikkeling van de Franse bourgeoisie tijdens de belle époque. In 1937 ontving Martin du Gard voor dit werk de Nobelprijs voor Literatuur. Honderd jaar na het uitbreken van de Eerste Wereldoorlog verschijnt voor het eerst de volledige Nederlandse vertaling in twee delen, een monumentaal werk dat een groot lezerspubliek verdient.De broers Antoine en Jacques groeien op in Parijs in de roerige jaren na de eeuwwisseling, in een katholiek bourgeoisgezin met een dominante vader, Oscar Thibault. Antoine, de oudste, is een bevlogen arts en wetenschapper die opgaat in zijn werk en een keurig uitgestippelde weg lijkt te volgen. Zijn jongere broer Jacques is rebels en opvliegend en droomt ervan schrijver te worden. De ontdekking van Het grijze schrift waarin hij onder de les met zijn vriend Daniel de Fontanin zielenroerselen uitwisselt, leidt ertoe dat hij naar een verbeteringsgesticht wordt gestuurd.Jaren later weet Antoine zijn broer die lange tijd onvindbaar was, over te halen weer naar Parijs te komen. Antoine besluit de doodsstrijd van hun vader, die afschuwelijk lijdt, te verkorten met een injectie. Na de begrafenis vindt hij in het bureau een aantal papieren waaruit blijkt dat zijn vader, onvermoed, een heel verborgen leven had.Als de oorlog uitbreekt aanvaardt Antoine zijn burgerplicht en vertrekt naar het front. Jacques schaart zich aan de zijde van de revolutionair socialisten. Ontgoocheld dat zij de oorlog niet hebben kunnen verhinderen, besluit Jacques tot een roekeloze daad met verstrekkende gevolgen.De Thibaults is sprankelend en meeslepend. Het lot van de familie Thibault wordt weergaloos uitgewerkt tegen de achtergrond van de naderende Eerste Wereldoorlog."
1929944,46466,Correspondance Générale,2070709175,9782070709175,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1932283,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],
52324951,46466,LES THIBAULT (HORS SERIE LITTERATURE),2070284034,9782070284030,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,77515260,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],
26208166,46466,Nobel Prize Library: Martin du Gard/G. Mistral/Pasternak,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441140008l/26208166._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441140008l/26208166._SX50_.jpg,1971,,,,"Helvetica Press, Inc.",false,46187331,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1971,1,1,0.00,0,0,"['46466', '140617', '7902']","['Roger Martin du Gard', 'Gabriela Mistral', 'Boris Pasternak']","['4.07', '4.00', '4.03']",[],[],[],
1079013,46466,"Martin du Gard : Oeuvres complètes, tome 3",2070110664,9782070110667,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1983,,,fre,,false,69842985,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],
44471771,46466,"Les Thibault, Volume 2...",034147276X,9780341472766,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560546502l/44471771._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560546502l/44471771._SY75_.jpg,2018,8,10,,Wentworth Press,false,69055769,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
38139806,46466,Güzel Günler & Hasta Çocuklar,9754066000,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516685729l/38139806._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516685729l/38139806._SY75_.jpg,1996,12,,tur,Cem Yayınevi,false,59824657,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],['13733010'],['Adnan Cemgil'],['3.91'],
53245137,46466,خانواده تیبو - جلد سوم,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587572510l/53245137._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587572510l/53245137._SY75_.jpg,,,,,,false,80713046,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['46466', '936799']","['Roger Martin du Gard', 'ابوالحسن نجفی']","['4.07', '3.99']",[],[],[],
53245136,46466,خانواده تیبو - جلد دوم,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587572508l/53245136._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587572508l/53245136._SY75_.jpg,,,,,,false,80713044,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['46466', '936799']","['Roger Martin du Gard', 'ابوالحسن نجفی']","['4.07', '3.99']",[],[],[],
53245135,46466,خانواده تیبو - جلد اول,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587572506l/53245135._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1587572506l/53245135._SY75_.jpg,,,,,,false,80713042,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['46466', '936799']","['Roger Martin du Gard', 'ابوالحسن نجفی']","['4.07', '3.99']",[],[],[],
38115778,46466,Os Thibault - Volume 5 (Les Thibault #7),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516555638l/38115778._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516555638l/38115778._SY75_.jpg,2001,,,por,Globo,false,69843024,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['46466'],['Roger Martin du Gard'],['4.07'],[],[],[],
