id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
12982154,11563,Розенкранц и Гильденстерн мертвы и другие пьесы,5271272761,9785271272769,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327596757l/12982154._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327596757l/12982154._SY75_.jpg,2010,1,1,rus,"Астрель, Corpus",false,73811,55,132790,316764,78043,1949,5:31907|4:26169|3:14165|2:4256|1:1546|total:78043,1966,,,4.06,13,0,"['293', '2964676', '2743494', '11563', '4146991', '5832043', '5832044']","['Tom Stoppard', 'Том Стоппард', 'Иосиф Бродский', 'Joseph Brodsky', 'Илья Кормильцев', 'Ольга Варшавер', 'Т. Тульчинская']","['4.05', '4.00', '4.45', '4.25', '4.25', '4.37', '4.46']",['19834334'],['Ilya Kormiltsev'],['4.14'],"<i>Hamlet</i> told from the worm's-eye view of two minor characters, bewildered Rosencrantz and Guildenstern. Echoes of <i>Waiting for Godot</i> resound, reality and illusion mix, and where fate leads heroes to a tragic but inevitable end."
7386015,11563,Осенний крик ястреба,599850111X,9785998501111,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367270928l/7386015._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367270928l/7386015._SY75_.jpg,,,,rus,Азбука-классика,false,9242979,3,44,141,30,0,5:25|4:3|3:1|2:0|1:1|total:30,1999,1,1,4.70,28,0,"['11563', '2743494']","['Joseph Brodsky', 'Иосиф Бродский']","['4.25', '4.45']",[],[],[],"Иосиф Бродский - один из крупнейших русских поэтов XX века. За свою недолгую, по нынешним представлениям, жизнь он возвел огромное здание стихотворений, поэм, а также произведений особого, им созданного жанра - ""больших стихотворений"". Верный традициям русских классиков - Пушкина, Лермонтова - Бродский стремительно расширял поле своей творческой работы. Он автор пьес, эссе, большинство из которых написаны на английском языке. В 1987 году Бродскому была присуждена Нобелевская премия по литературе ""за многогранное творчество, отмеченное остротой мысли и глубокой поэтичностью"". <br />В настоящем издании под одной обложкой объединены поэтические сборники ""Новые стансы к Августе"", ""Урания"" и ""Пейзаж с наводнением"", выпускавшиеся американским издательством ""Ардис"" с 1983 по 1996 годы."
24582332,11563,Похвала скуке,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,false,44188469,1,44,137,29,0,5:22|4:6|3:1|2:0|1:0|total:29,1989,,,4.72,29,0,"['11563', '2743494']","['Joseph Brodsky', 'Иосиф Бродский']","['4.25', '4.45']",[],[],[],
8585132,11563,Разговор с небожителем,5267005967,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433715231l/8585132._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433715231l/8585132._SY75_.jpg,2002,,,rus,АЗБУКА-КЛАССИКА,false,13454457,2,40,131,30,2,5:17|4:9|3:3|2:0|1:1|total:30,2001,1,1,4.37,28,2,"['11563', '2743494']","['Joseph Brodsky', 'Иосиф Бродский']","['4.25', '4.45']",[],[],[],
579132,11563,Winter Dialogue,0810117266,9780810117266,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1999,3,30,,Northwestern University Press,false,566044,5,86,116,28,1,5:13|4:7|3:7|2:1|1:0|total:28,1989,,,4.14,11,0,"['161027', '3881227', '11563']","['Tomas Venclova', 'Diana Senechal', 'Joseph Brodsky']","['4.30', '3.94', '4.25']",[],[],[],"Best known in the U.S. as a scholar and critic, Tomas Venclova is a gifted poet whose work has remained largely unknown to an English-speaking audience. This collection of fifty-one poems is as distinctive as it is finely crafted. Also included is a foreword by Joseph Brodsky and an exchange between Venclova and Czeslaw Milosz.<br />"
17880290,11563,Холмы,,9785998501128,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367599621l/17880290._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367599621l/17880290._SY75_.jpg,2009,,,rus,Азбука-классика,false,25039993,4,44,115,24,2,5:22|4:1|3:0|2:0|1:1|total:24,2009,1,1,4.79,18,1,"['11563', '14190514']","['Joseph Brodsky', 'Иосиф Бродскмй']","['4.25', '4.72']",[],[],[],"В настоящем издании под одной обложкой объединены три поэтических сборника ""Остановка в пустыне"", ""Конец прекрасной эпохи"" и ""Часть речи"", выпускавшиеся американским издательством ""Ардис"" с 1970 по 1977 годы."
1313860,11563,Бродский о Цветаевой (Серия: Литературоведение),5867120341,9785867120344,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1997,,,rus,Независимая Газета,false,1303159,1,53,114,26,0,5:15|4:8|3:2|2:0|1:1|total:26,1997,,,4.38,26,0,"['11563', '2743494']","['Joseph Brodsky', 'Иосиф Бродский']","['4.25', '4.45']",[],[],[],
1032268,11563,An Age Ago: A Selection of Nineteenth-Century Russian Poetry,0374520844,9780374520847,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312015409l/1032268._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312015409l/1032268._SY75_.jpg,1988,9,1,,"Farrar, Straus and Giroux",false,1018546,2,54,103,28,6,5:6|4:11|3:8|2:2|1:1|total:28,1988,9,1,3.68,27,6,['11563'],['Joseph Brodsky'],['4.25'],[],[],[],"Representative selections from the great Russian poets of the nineteenth century, chosen by the uniquely qualified Nobel Laureate Joseph Brodsky."
9702247,11563,Poesie 1972-1985,8845906469,9788845906466,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327694500l/9702247._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327694500l/9702247._SY75_.jpg,1986,3,1,ita,Adelphi,false,14590461,1,54,87,23,1,5:7|4:7|3:7|2:1|1:1|total:23,1986,,,3.78,23,1,"['11563', '1612702']","['Joseph Brodsky', 'Giovanni Buttafava']","['4.25', '4.03']",[],[],[],"Testo originale a fronte.<br />Il giorno 4 di giugno del 1972 abbandonava la Russia, con una piccola edizione delle poesie di John Donne in tasca e quasi nient’altro, il poeta Iosif Brodskij. La prima persona che Brodskij cercò in Occidente fu W.H. Auden. Su un prato del villaggio austriaco di Kirchstetten, il delfino dell’Achmatova e l’anziano poeta inglese, troppo chiaro per essere capito dai suoi contemporanei, si intesero in una <i>communicatio idiomatum</i> che non si sarebbe più interrotta, come testimonia la mirabile orazione funebre pronunciata da Brodskij nel decennale della morte del poeta: scritta in inglese, «per compiacere un’ombra». Da quel giorno Iosif Brodskij è diventato anche Joseph Brodsky, residente a New York ma di ascendenza tutta pietroburghese, se non vi è luogo come Pietroburgo «dove i pensieri si distacchino altrettanto volentieri dalla realtà». Così, «è con l’emersione di San Pietroburgo che la letteratura russa è entrata nell’esistenza». Molti dei tratti stilistici peculiari di Brodskij sembrano derivati, per osmosi, dalla città: la disciplina dei colonnati illusionistici, la luce pallida e diffusa, «dove occhio e memoria operano con inusuale acuità», l’onnipresenza dell’acqua, questa «forma addensata del Tempo», il soffio di vento saturo di alghe. In questo microclima alessandrino, dove l’Europa venne a riflettersi in uno specchio gigantesco, si è compiuta una prodigiosa eruzione di letteratura moderna, da Puškin a Mandel’štam, nel segno di un classicismo allucinatorio. E oggi quel luogo, che è un linguaggio, continua a vivere proprio in Brodskij, nelle schegge delle sue immagini, nei suoi metri sapienti, magari celati da una temeraria sprezzatura. In questo volume sono state raccolte, in accordo con l’autore, poesie degli anni 1972-1985, anni di un esilio che preesisteva alla partenza e al tempo stesso non sarà mai, perché Brodskij ha la sua patria nella lingua russa. Così ci accorgiamo di leggere i suoi versi, dopo Mandel’štam, la Cvetaeva, l’Achmatova, come parte di un’unica storia."
1402088,11563,Discovery,0374317933,9780374317935,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312006010l/1402088._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312006010l/1402088._SX50_.jpg,1999,10,1,,Farrar Straus Giroux,false,1392291,4,44,86,26,3,5:6|4:4|3:11|2:2|1:3|total:26,1999,7,1,3.31,21,3,['11563'],['Joseph Brodsky'],['4.25'],[],[],[],"A never-before-published poem for children by the Nobel laureate <br />""In the beginning there were just waves""<br />""hammering at the obstacles . . ."" <br />So begins a lovely, thought-provoking poem that Joseph Brodsky wrote in 1995. It is about the first discoverers of America -- fish, birds, then man. But it is also about a land that even today is full of secrets waiting to be discovered. Illustrated in collage and gouache by Vladimir Radunsky, this poem is, finally, a celebration of our world -- a world open to possibilities.<br />"
20524964,11563,Poezija / Поэзия,9986813727,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389609235l/20524964.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389609235l/20524964._SY75_.jpg,2001,,,lit,Baltos lankos,false,36981589,1,35,83,21,2,5:7|4:9|3:3|2:1|1:1|total:21,2001,1,1,3.95,21,2,['11563'],['Joseph Brodsky'],['4.25'],[],[],[],
21971379,11563,Selected Poems,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1973,,,eng,,false,41281303,3,36,77,20,4,5:6|4:8|3:4|2:1|1:1|total:20,,,,3.85,20,4,"['11563', '1522527', '233593']","['Joseph Brodsky', 'George L. Kline', 'W.H. Auden']","['4.25', '3.88', '4.17']",[],[],[],
5416488,11563,Письмо Горацию,5891360098,9785891360099,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,false,5484030,1,20,60,13,0,5:11|4:1|3:0|2:0|1:1|total:13,,,,4.62,13,0,"['11563', '2743494']","['Joseph Brodsky', 'Иосиф Бродский']","['4.25', '4.45']",[],[],[],"В книгу включены эссе Иосифа Бродского. <br /><a href=""http://www.ozon.ru/context/detail/id/940163/?type=3&amp;img=1#pages"" rel=""nofollow"">Содержание</a>"
496940,11563,The Essential Hardy,0880014059,9780880014052,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1995,5,21,,Ecco,false,485091,4,33,57,16,3,5:2|4:8|3:4|2:1|1:1|total:16,1995,,,3.56,15,3,"['11563', '15905']","['Joseph Brodsky', 'Thomas Hardy']","['4.25', '3.84']",[],[],[],"Extraordinary claims for a dead poet are best made on the basis of his entire oeurve; as we are perusing only some of Thomas Hardy's work, we may dodge the temptation. Suffice it to say that he is one of the very few poets who, under minimal scrutiny, easily escape the past. What helps his escape is obviously the content of his poems: they are simply extraordinarily interesting to read. And to reread, since their texture is often pleasure-resistant. That was his whole gamble, and he won."
9710918,11563,Poesie italiane,8845912639,9788845912634,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354918577l/9710918._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354918577l/9710918._SY75_.jpg,1996,11,1,ita,,false,14599421,1,36,56,14,1,5:6|4:4|3:3|2:0|1:1|total:14,1972,,,4.00,14,1,"['11563', '64632']","['Joseph Brodsky', 'Serena Vitale']","['4.25', '4.03']",['1612702'],['Giovanni Buttafava'],['4.03'],"In una delle sue vite precedenti Iosif Brodskij fu sicuramente italiano. E quando l’esilio lo costrinse a lasciare la Russia, a cambiare continente e impero, il poeta si affrettò a tornare nel paese per cui aveva sempre nutrito una lancinante nostalgia, che aveva illuminato la sua memoria con squarci di luce anche nei plumbei anni dei soprusi e della persecuzione. Venne in Italia, e lo colse come una vertigine la gioia dell’agnizione: riconobbe volti, vie, piazze, calli, lungarni, luoghi di battaglie, antichissimi compagni di avventure e disastri. Riconobbe soprattutto il profumo del mare e per una volta ancora ammirò i prodigi dell’acqua, la pronuba che aveva per sempre apparentato le sue due patrie: quella reale e quella del ricordo, Pietroburgo e Venezia. In Italia, Brodskij <i>entrava nel paesaggio</i> come la figura del donatore in una pala d’altare. E quel panorama di rovine e smozzicate vestigia esaltava in lui la percezione del fondale necessario di ogni letteratura: il tempo. Durante la sua ultima visita in Italia, nell’ottobre del 1995, Iosif Brodskij tracciò l’elenco delle poesie che voleva componessero questo volume – a cui molto teneva. Esso raccoglie liriche in qualche modo legate all’Italia, scritte fra il 1972 e il 1995, ed appare qui per la prima volta."
10816588,11563,Il canto del pendolo,8845902722,9788845902727,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1300493455l/10816588._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1300493455l/10816588._SY75_.jpg,1987,12,1,ita,Adelphi,false,15730258,1,34,46,12,0,5:5|4:2|3:4|2:0|1:1|total:12,1986,,,3.83,12,0,['11563'],['Joseph Brodsky'],['4.25'],['4624797'],['Gilberto Forti'],['4.14'],"I saggi di Brodskij sono stati definiti «un’autobiografia intellettuale nel senso più ampio»: talmente ampio che qui troveremo, in naturale e illuminante adiacenza, un discorso sul significato del versetto evangelico sul «porgere l’altra guancia» e un’analisi acuminata di due liriche di W.H. Auden e della Cvetaeva, che si azzarda a risalire «la genealogia di una parola, anzi di una consonante», e ci offre una dimostrazione in atto di che cosa potrebbe significare un’estetica «dal punto di vista dell’artista», secondo la formula di Nietzsche. Nell’un caso come nell’altro, giungeremo in fondo sapendo finalmente che cosa vuol dire «citare un versetto» – o commentare un verso. Ma al tempo stesso tutto questo apparirà come parte di un racconto, di una narrazione erratica e puntuale. «Poeta è qualcuno per cui ogni parola non è la fine ma l’inizio di un pensiero» scrive qui Brodskij. Così è accaduto che la prosa inglese sia stata proiettata in una rapinosa fuga di pensieri da questo poeta russo. E su temi disparati, ma tra loro congeniali, siano la tirannia o Dostoevskij, la Achmatova o Platonov, Montale o Kavafis. Ogni volta Brodskij ci aiuta a entrare e a uscire dalla letteratura e dal mondo con una mirabile velocità di passo mentale, lasciando dietro di sé le tracce disperse di un involontario autoritratto. Insieme a quelli pubblicati in Fuga da Bisanzio (Adelphi, 1987), i saggi de Il canto del pendolo compongono il volume di prose Less Than One, apparso nel 1986 negli Stati Uniti."
13645734,11563,Иосиф Бродский. Изгнание из рая. Избранные переводы,,9785998511042,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336796000l/13645734._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336796000l/13645734._SX50_.jpg,2010,,,rus,Азбука-классика,false,19262949,1,22,43,11,1,5:5|4:3|3:1|2:1|1:1|total:11,2010,1,1,3.91,11,1,"['11563', '2743494']","['Joseph Brodsky', 'Иосиф Бродский']","['4.25', '4.45']",[],[],[],"На протяжении всей жизни Иосиф Бродский, крупнейший русский поэт второй половины XX века, обращался к переводам. Он переводил с английского, польского, итальянского, испанского, греческого, литовского, чешского, болгарского, грузинского и других языков.<br />В настоящем издании, подготовленном Яковом Клоцем с использованием архивных материалов, наряду с хорошо известными переводами представлено несколько поэтических переводов Бродского, никогда ранее не публиковавшихся."
18165102,11563,82 wiersze i poematy,,9788360046746,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373116594l/18165102._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373116594l/18165102._SY75_.jpg,2013,,,pol,Zeszyty Literackie,false,25529437,1,16,42,10,0,5:6|4:2|3:1|2:0|1:1|total:10,2013,1,1,4.20,10,0,['11563'],['Joseph Brodsky'],['4.25'],[],[],[],"Wybór i opracowanie Stanisław Barańczak<br />Przedmowa Czesław Miłosz<br /><br />Krajowa edycja wyboru wierszy i poematów laureata literackiej Nagrody Nobla - rosyjskiego poety, od 1972 roku przebywającego na emigracji w Stanach Zjednoczonych (pierwsze wydanie tej książki ukazało się wiosną 1988 r. w Paryżu nakładem ”Zeszytów Literackich”). Wspaniała poezja Brodskiego, metafizyczna i intelektualna zarazem, ujawnia wszystkie swe walory w doskonałych przekładach."
15687513,11563,Горбунов и Горчаков,5857670101,9785857670101,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374504134l/15687513._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374504134l/15687513._SX50_.jpg,1999,,,rus,Пушкинский фонд,false,21344691,1,14,42,10,0,5:7|4:1|3:0|2:1|1:1|total:10,1999,1,1,4.20,10,0,"['11563', '2743494']","['Joseph Brodsky', 'Иосиф Бродский']","['4.25', '4.45']",[],[],[],"Горбунов и Горчаков - поэма Иосифа Бродского. Начата в 1965 и завершена в 1968. Поэма целиком состоит из прямой речи: диалогов и монологов, ""незаковыченный"" авторский голос отсутствует. Действие разворачивается в ленинградской психиатрической больнице. <br />Уже первые читатели называли поэму ""Горбунов и Горчаков"" романом в стихах. Сам автор определил ее замысел следующим образом: ""Описана Страстная неделя в сумасшедшем доме. Диалоги - почти с натуры""."
19293198,11563,Самотни пътешествия,,9789549772807,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386526400l/19293198._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386526400l/19293198._SX50_.jpg,2013,,,bul,Факел експрес,false,27341777,1,34,42,10,0,5:6|4:2|3:1|2:0|1:1|total:10,2013,1,1,4.20,10,0,"['11563', '6994922', '3306211']","['Joseph Brodsky', 'Йосиф Бродски', 'Георги Борисов']","['4.25', '4.41', '4.05']","['8302563', '6887530', '7372752', '6885780', '4900649', '3141674', '4103695', '16377747']","['Милена Лилова', 'Аглика Маркова', 'Александра Велева', 'Бойко Ламбовски', 'Валентин Кръстев', 'Зорница Христова', 'Иван Тотоманов', 'Калоян  Игнатовски']","['3.82', '3.81', '3.86', '3.87', '4.25', '4.09', '3.99', '4.20']","""Самотни пътешествия"" е третият пореден том с есета от Йосиф Бродски в България. За разлика от първите два - ""По-малко от единица"" /1996/ и ""За скърбта и разума"" /, - съставени приживе от самия поет, настоящият е подбран изцяло от българския му издател. В основата му е знаменитото венецианско есе ""Кеят на неизцелимите"", около което великият изганик е възнамерявал да изгради своята следваща прозаична книга.<br /><br />Александрия и Рим, Истанбул и Ленинград или Санкт Петербург, Венеция и Сейнт Лусия са само някои от имената на ония магнетични столици на духа, в които поетът ни въвлича за своето поредно най-дълго ""пътешествие"" - към бъдещето.<br /><br />""Писателят е самотен пътешественик и няма кой да му помогне. Обществото винаги е повече или по-малко негов враг. И когато го отхвърля, и когато го приема...<br /><br />Човекът е като събирателното - не печели нищо от смяната на местата. Можеш само да замениш една трагедия с друга трагедия. Това е стара истина. Единственото, което превръща трагедията в съвременна, е усещането за абсурд при вида на нейните герои. Както и при вида на зрителите й."" <br />/Йосиф Бродски/"
13645737,11563,Власть стихий,,9785998511073,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336796476l/13645737._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336796476l/13645737._SY75_.jpg,2010,,,rus,Азбука-классика,false,19262954,1,17,42,10,0,5:5|4:4|3:0|2:0|1:1|total:10,2010,1,1,4.20,10,0,"['11563', '2743494', '5834295', '3520858', '5834296', '5834299']","['Joseph Brodsky', 'Иосиф Бродский', 'Елена Касаткина', 'Лев Лосев', 'Александр Сумеркин', 'М. Темкина']","['4.25', '4.45', '4.70', '4.59', '4.70', '4.22']",[],[],[],"В настоящем сборнике, наряду с нобелевской лекцией Иосифа Бродского, представлены его эссе, посвященные прошлому и настоящему русской литературы, такие как ""Муза плача"", ""Поэт и проза"", ""Катастрофы в воздухе"", ""Власть стихий"" и другие. Перед читателем предстанет череда знаменитых поэтов и прозаиков: Батюшков, Мандельштам, Ахматова, Цветаева, Достоевский и Платонов, - прочитанных вдумчивым и проникновенным читателем Иосифом Бродским."
33843039,11563,Sobre o Exílio,,9788592649029,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484221179l/33843039._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484221179l/33843039._SY75_.jpg,2016,,,por,Editora Âyiné,false,54779844,1,23,41,11,0,5:3|4:2|3:6|2:0|1:0|total:11,,,,3.73,11,0,"['11563', '4496221']","['Joseph Brodsky', 'Denise Bottmann']","['4.25', '4.27']",[],[],[],"O destino quis que Joseph Brodsky pronunciasse, a distância de poucos dias, no outono de 1987, os dois discursos aqui reunidos, que assumem um lugar simbólico na sua obra. Ambos são discursos sobre o exílio e do exílio. Mas aqui o exílio é uma categoria metafísica, antes de ser política. Isso permite a Brodsky evitar, desde o início, o risco mais atraente do exilado, aquele de colocar-se do “lado banal da virtude”. Para Brodsky a literatura não serve para salvar o mundo, mas é um “extraordinário acelerador da consciência”."
21566741,11563,En una cambra i mitja,,9788437073866,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,1,,cat,Publicacions Universitat de València,false,40898351,1,11,38,9,0,5:6|4:1|3:1|2:0|1:1|total:9,1986,,,4.22,9,0,['11563'],['Joseph Brodsky'],['4.25'],[],[],[],"Joseph Brodsky, un dels grans poetes russos del segle XX i premi Nobel de Literatura, descriu el seu apartament d'infantesa i joventut a Sant Petersburg com un microcosmos físic i intel·lectual sota les condicions del règim soviètic. Un dels secrets de la seua literatura és la intensitat de significació que aconsegueix amb les descripcions de les coses. Els espais són explicats amb una estranya objectivitat, que denota sempre un punt d'inquietud. Però el text naix, sobretot, d'una reflexió sobre l'absència definitiva dels seus pares, als quals ja no tornarà a veure. Una obra d'una densitat poètica enorme, que és també una crítica política de primer ordr, i un tractat de filosofia moral. La interrogació sobre els pares adquireix un element introspectiu «perquè cada fill, d'una manera o una altra, repeteix l'evolució dels seus pares»."
18307168,11563,Демократия,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,,,rus,Азбука-классика,false,25801694,1,19,37,10,1,5:2|4:5|3:2|2:0|1:1|total:10,2008,1,1,3.70,10,1,"['11563', '2743494']","['Joseph Brodsky', 'Иосиф Бродский']","['4.25', '4.45']",[],[],[],
22561758,11563,Poetas ir proza,ISBN998681,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403428781l/22561758._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403428781l/22561758._SY75_.jpg,1998,,,lit,Baltos Lankos,false,42024744,1,14,36,9,0,5:3|4:5|3:0|2:0|1:1|total:9,1998,1,1,4.00,9,0,['11563'],['Joseph Brodsky'],['4.25'],[],[],[],"Josifas Brodskis (1940-1996) mėgo sakyti, kad jis yra rusų poetas ir anglų-amerikiečių eseistas. Jis taip pat tvirtino, kad priklausyti šioms dviems didžiosioms tradicijoms - galbūt geriausias likimas, koks gali ištikti rašytoją. Brodskio eseistika tikrai siejaisi su angliškais šio žanro pavyzdžiais - nuo Josepho Addisono ligi mūsų dienų. Tai tiksli, santūri, sąmojinga proza, gvildenanti skaudžiausias problemas, bet niekada nenukrypstanti į melodramatizmą. Daugiasluoksnis eseistikos santykis su etika, kuriame estetika įgyja moralinę vertę - bene svarbiausioji Brodskio eseisto tema. Jo puikūs literatūriniai portretai skirti dvidešimtojo amžiaus rašytojams Rusijoje ir kitur, sugebėjusiems atremti totalitarinį iššūkį. Brodskio knyga ""Less than One"" (1986) buvo pripažinta geriausiu tų metų esė rinkiniu Jungtinėse Amerikos Valstijose - šalyje, tapusioje antrąja poeto tėvyne. Vėlesnės knygos patvirtino šią aukštą reputaciją."
20482925,11563,Рабочая азбука,,9785445302001,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389106682l/20482925._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389106682l/20482925._SX50_.jpg,2013,,,rus,Акварель,false,32563624,1,16,36,10,0,5:3|4:4|3:1|2:0|1:2|total:10,2013,1,1,3.60,10,0,"['11563', '2743494', '5529291']","['Joseph Brodsky', 'Иосиф Бродский', 'Игорь Олейников']","['4.25', '4.45', '4.18']",[],[],[],"Иосиф Бродский - Нобелевский лауреат и один из крупнейших русских поэтов ХХ века - написал стихотворение ""Рабочая азбука"", когда ему было немногим более двадцати лет. Как и многие другие его стихи для детей, оно учит ценить разнообразие жизни и радоваться самым простым, повседневным вещам.<br />Иллюстрации к этой книге сделал Игорь Олейников - художник и мультипликатор, лауреат Болонской книжной выставки."
7386017,11563,Избранное,538900437X,9785389004375,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,false,9242981,1,15,33,8,0,5:5|4:1|3:1|2:0|1:1|total:8,2009,1,1,4.12,8,0,"['11563', '2743494']","['Joseph Brodsky', 'Иосиф Бродский']","['4.25', '4.45']",[],[],[],"В настоящий том избранных произведений Иосифа Бродского вошли поэтические сборники «Остановка в пустыне», «Конец прекрасной эпохи», «Часть речи», «Новые стансы к Августе», «Урания» и «Пейзаж с наводнением», выпускавшиеся американским издательством «Ардис» с 1970 по 1996 годы, а также пьеса «Мрамор» и несколько эссе. <br /><br />Впервые читатели смогут увидеть и оценить рисунки, созданные Бродским."
391108,11563,Joseph Brodsky: A Personal Memoir,1880909707,9781880909706,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,11,1,,Baskerville Publishers,false,380715,1,34,30,9,0,5:2|4:1|3:5|2:0|1:1|total:9,2004,,,3.33,9,0,"['5711957', '11563', '5711957']","['Ludmila Shtern', 'Joseph Brodsky', 'Ludmila Shtern']","['3.44', '4.25', '3.44']",[],[],[],"Brodsky was a friend of the author's family and confided his thoughts and feelings to her, as well as poetry in progress, over more than thirty years both before and after their emigration. Includes never before published poems and numerous photographs."
