id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
25644382,8875,Vopnin kvödd,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433180161l/25644382._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433180161l/25644382._SX50_.jpg,1977,,,isl,Mál og menning,false,4652599,927,474340,968694,254510,9222,5:72682|4:93922|3:61149|2:19392|1:7365|total:254510,1929,,,3.81,12,0,['1455'],['Ernest Hemingway'],['3.83'],['8875'],['Halldór Laxness'],['3.97'],"<i>A Farewell to Arms</i> is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. Set against the looming horrors of the battlefield—weary, demoralized men marching in the rain during the German attack on Caporetto; the profound struggle between loyalty and desertion—this gripping, semiautobiographical work captures the harsh realities of war and the pain of lovers caught in its inexorable sweep. Ernest Hemingway famously said that he rewrote the ending to <i>A Farewell to Arms</i> thirty-nine times to get the words right."
9638484,8875,Fegurð himinsins,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1940,,,isl,Bókaútgáfa Heimskringlu,false,14525877,1,17,47,11,1,5:4|4:6|3:1|2:0|1:0|total:11,1940,,,4.27,11,1,['8875'],['Halldór Laxness'],['3.97'],[],[],[],Fjórði hlutinn <i>Heimsljós</i>.
9638465,8875,Hús skáldsins,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1939,,,isl,Heimskringla,false,14525858,1,21,47,11,0,5:3|4:8|3:0|2:0|1:0|total:11,1939,,,4.27,11,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],Þriðji hlutinn <i>Heimsljós</i>.
9638533,8875,Höll sumarlandsins,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327256134l/9638533._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327256134l/9638533._SY75_.jpg,1938,,,isl,Bókaútgáfa Heimskringla,false,14525927,1,20,46,11,0,5:4|4:5|3:2|2:0|1:0|total:11,1938,,,4.18,11,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],Annar hlutinn <i>Heimsljós</i>.
9638373,8875,Grikklandsárið,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1980,,,isl,Helgafell,false,14525760,3,21,44,11,0,5:2|4:7|3:2|2:0|1:0|total:11,1980,,,4.00,10,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],"<i>Grikklandsárið</i> er fjórði og síðasti hluti endurminningabóka Halldórs Laxness.<br />Bókin fjallar um nítjánda árið í lífi höfundar og gerist árið 1920 eftir að skáldið hefur snúið heim úr dvöl sinni í Danmörku og Svíþjóð. Hún er þannig beint framhald af Úngur eg var. Söguhetjan er átján ára skáldsagnahöfundur sem stendur á krossgötum; höfundur á barmi þess að verða fullorðinn. Að baki eru verk bernskunnar, Barn náttúrunnar (1919) og nokkrar smásögur í dönskum blöðum. Framundan er leitin að fullkomnun í listinni. Í bókinni skilur Halldór Laxness við söguhetjuna á þessum tímamótum: sakleysi bernskunnar, sveitin og sagan eru að baki en við tekur harður heimur hins fulltíða manns, nútíminn og veröldin."
28820283,8875,Heiman eg fór,9979200391,9789979200390,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454323731l/28820283._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454323731l/28820283._SX50_.jpg,1991,,,isl,Vaka-Helgafell,false,49037958,1,18,44,12,0,5:1|4:6|3:5|2:0|1:0|total:12,1952,,,3.67,12,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],
9638425,8875,Þú vínviður hreini,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1931,,,isl,Bókadeild Menningarsjóðs,false,14525815,1,19,43,10,0,5:4|4:5|3:1|2:0|1:0|total:10,1931,,,4.30,10,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],Fyrri hlutinn bókarinnar <i>Salka Valka</i>.
17164288,8875,Maailmankirjallisuuden mestarinovelleja,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410764351l/17164288._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410764351l/17164288._SY75_.jpg,1961,,,fin,Wsoy,false,23590615,1,35,42,11,2,5:2|4:5|3:4|2:0|1:0|total:11,1961,1,1,3.82,11,2,"['4456323', '29227', '51047', '6815', '18791', '5031025', '8993', '6989', '4176632', '1113469', '5144', '4203', '113010', '5223', '8147', '45712', '89330', '3535', '1455', '8875', '585', '2533', '37848', '4624490', '957894', '232932', '410680', '169899', '3137322', '648081', '1244']","['Aulis Ojajärvi', 'Giovanni Boccaccio', 'Alphonse Daudet', 'August Strindberg', 'Guy de Maupassant', 'Anton Chekhov', 'O. Henry', 'Rudyard Kipling', 'W. Somerset Maugham', 'Hermann Hesse', 'James Joyce', 'Sigrid Undset', 'Prosper Mérimée', 'Franz Kafka', 'Karen Blixen', 'Katherine Mansfield', 'Pär Lagerkvist', 'William Faulkner', 'Ernest Hemingway', 'Halldór Laxness', 'John Steinbeck', 'Graham Greene', 'Alberto Moravia', 'Edgar Allan Poe', 'Albert Camus', 'Nikolai Gogol', 'Ivan Turgenev', 'Gottfried Keller', 'Fyodor Dostoyevsky', 'Bjørnstjerne Bjørnson', 'Mark Twain']","['3.60', '3.85', '3.65', '3.53', '3.86', '3.96', '4.08', '3.93', '4.04', '4.05', '3.74', '4.17', '3.59', '3.89', '4.00', '3.78', '3.80', '3.85', '3.83', '3.97', '3.93', '3.89', '3.74', '4.17', '4.00', '4.04', '3.92', '3.28', '4.18', '3.38', '3.86']",[],[],[],"Kouluhallituksen hyväksymä novellikokoelma, jonka on koonnut Aulis Ojajärvi."
49002332,8875,Brekkukotsannáll,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,74420357,1,26,37,8,0,5:6|4:1|3:1|2:0|1:0|total:8,,,,4.62,8,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],
13112095,8875,Undir Helgahnúk,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322324758l/13112095._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322324758l/13112095._SX50_.jpg,1967,,,isl,Helgafell,false,10410884,4,21,36,13,0,5:0|4:2|3:6|2:5|1:0|total:13,1924,,,2.77,13,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],
7701707,8875,Dáið er allt án drauma og fleiri kvæði,9979218746,9789979218746,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,,,isl,Vaka-Helgafell,false,10397764,1,16,33,9,0,5:2|4:2|3:5|2:0|1:0|total:9,2005,,,3.67,9,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],
23510018,8875,Ásta Sóllilja (Sjálfstætt fólk #3-4),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415317139l/23510018._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415317139l/23510018._SY75_.jpg,1964,,,dan,Gyldendal,false,43113441,1,27,32,8,0,5:3|4:3|3:1|2:1|1:0|total:8,1935,,,4.00,8,0,"['8875', '3363263']","['Halldór Laxness', 'Jakob Benediktsson']","['3.97', '3.83']",[],[],[],
10032926,8875,Dagar hos munkar,9129592482,9789129592689,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293414058l/10032926._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293414058l/10032926._SY75_.jpg,1989,,,swe,Rabén & Sjögren,false,14928533,2,12,31,9,0,5:0|4:4|3:5|2:0|1:0|total:9,1987,1,1,3.44,6,0,['8875'],['Halldór Laxness'],['3.97'],['3360209'],['Kristjan Hallberg'],['3.33'],"Halldór Laxness hefur víða farið og margt reynt á löngum ferli. Snemma kviknaði áhugi hans á trúmálum og varð til þess að hann lagði leið sína í klaustur um tvítugt, fyrir 65 árum. Lengst dvaldist hann hjá benediktsmunkum, síðan í prestaskóla hjá jesúítum og loks um tíma í klaustri hjá karþúsíönum, „þeim harðlífu kanúkum“.<br /><br />Stór hluti bókarinnar Dagar hjá múnkum er efni dagbókar Halldórs, sem nýlega kom í leitirnar, og skáldið hélt á meðan hann dvaldist í klaustrinu Saint Maurice í Clervaux í Lúxemborg árin 1922 til 1923. Hann trúir dagbókinni fyrir hugglefsum sínum og viðfangsefnum. „Hún er einkaskýrsla mín um gáng mála innan klausturmúra“, segir skáldið.<br /><br />Halldór segir í inngangi að bókin Dagar hjá múnkum sé eins konar essayróman, saga í greinaformi eða ritgerðir í skáldsögutækni og bætir við „ ... því hversu vel sem heimildum er fylgt má ávalt gera ráð fyrir að liðin tíð færist ósjálfrátt í stílinn í edurminníngunni, þótt ekki séð það ásetníngur sögumanns“.<br /><br />Dagar hjá múnkum á sér enga hliðstæðu meðal íslenskra bóka enda kynni Halldórs af klausturmönnum ólík því sem á daga annarra landsmanna hefur drifið."
7705131,8875,Smásögur,9979214546,9789979214540,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,,,isl,Vaka-Helgafell,false,10410281,1,20,28,8,0,5:1|4:3|3:3|2:1|1:0|total:8,2000,,,3.50,8,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],
9638430,8875,Fuglinn í fjörunni,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1932,,,isl,Bókadeild Menningarsjóðs,false,14525820,1,10,28,6,0,5:4|4:2|3:0|2:0|1:0|total:6,1932,,,4.67,6,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],Síðari hlutinn <i>Sölku Völku</i>.
7697918,8875,Skáldatími,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1963,,,isl,Helgafell,false,145235,4,21,28,8,0,5:0|4:5|3:2|2:1|1:0|total:8,1963,,,3.50,7,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],"Skáldatími hefst á frásögn Halldórs af vist hans í klaustri í Lúxemborg þegar hann var um tvítugt. Hann greinir meðal annars frá ritun Vefarans mikla frá Kasmír, dvöl sinni í Ameríku í lok þriðja áratugarins, segir þætti úr ævi Sjálfstæðs fólks og ritar um upphaf Heimsljóss. Mikill hluti bókarinnar fer hins vegar í lýsingar Halldórs á ferðum hans um Sovétríkin á fjórða áratugnum og uppgjör hans við kommúnismann. Þar er meðal annars að finna frásögn hans af því þegar Vera Hertsch var handtekin í Moskvu að honum viðstöddum. Hún hafði þá eignast barn með íslenskum námsmanni, Benjamín H.J. Eiríkssyni."
36676524,8875,Halldór Laxness:ævisaga,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,58465795,1,10,27,6,0,5:3|4:3|3:0|2:0|1:0|total:6,,,,4.50,6,0,"['3358179', '8875']","['Halldór Guðmundsson', 'Halldór Laxness']","['3.84', '3.97']",[],[],[],
24847614,8875,Silfurtúnglið,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450083967l/24847614._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450083967l/24847614._SX50_.jpg,1975,,,isl,Helgafell,false,44493133,1,17,21,6,0,5:0|4:3|3:3|2:0|1:0|total:6,1975,1,1,3.50,6,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],Lóa verður stórstjarna í Silfurtúnglinu eftir að Hr. Feilan uppgötvar hana. Leikrit eftir Halldór Kiljan Laxness.
49593490,8875,7 best short stories: Iceland (7 best short stories - specials Book 41),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,72172845,2,7,18,5,0,5:1|4:1|3:3|2:0|1:0|total:5,,,,3.60,5,0,"['18184105', '4495941', '5427275', '4698440', '80498', '19372668', '8875', '6469196']","['August Nemo', 'Einar H. Kvaran', 'Guðmundur Friðjónsson', 'Jón Trausti', 'Gunnar Gunnarsson', 'Gudmundur G. Hagalin', 'Halldór Laxness', 'Steingrímur Thorsteinsson']","['3.82', '3.33', '3.33', '3.86', '3.93', '3.60', '3.97', '3.35']",[],[],[],
13589088,8875,Званый обед с жареными голубями: Рассказы,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333966066l/13589088._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333966066l/13589088._SX50_.jpg,1978,,,rus,Правда,false,19176579,1,8,17,4,1,5:1|4:3|3:0|2:0|1:0|total:4,1978,1,1,4.25,4,1,['8875'],['Halldór Laxness'],['3.97'],[],[],[],"Настоящий сборник составили рассказы лауреата Нобелевской премии 1955 года и Международной премии мира, выдающегося исландского писателя Халлдора Лакснесса: «Сельдь», «Лилья», «Птица на изгороди», «Званый обед с жареными голубями» и «Хромой старик Тур»."
150533,8875,Jón í Brauðhúsum,9979200839,9789979200833,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356025672l/150533._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356025672l/150533._SX50_.jpg,1992,,,isl,Vaka-Helgafell,false,145291,1,11,16,5,0,5:0|4:1|3:4|2:0|1:0|total:5,1992,,,3.20,5,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],
16037563,8875,Noveller för världens barn 2012,,9789177366263,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348177216l/16037563._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348177216l/16037563._SY75_.jpg,2012,,,swe,Världens Barn,false,21811559,1,21,16,4,1,5:1|4:2|3:1|2:0|1:0|total:4,2012,,,4.00,4,1,"['937553', '6378', '655395', '176095', '233892', '5324406', '956849', '691426', '8875', '848886', '957536', '533521', '95947', '6536625', '539149', '123374', '1414712', '6547', '6815', '23817', '302660', '1373146', '1021003', '4203', '79875', '778911', '4037424', '18317', '87694', '804767', '4588770']","['Naja Marie Aidt', 'Hans Christian Andersen', 'Vita Andersen', 'Tove Ditlevsen', 'Monika Fagerholm', 'Mats Kempe', 'Eeva Kilpi', 'Rose Lagercrantz', 'Halldór Laxness', 'Fredrik Lindström', 'Max Lundgren', 'Harry Martinson', 'Vilhelm Moberg', 'Sonja Nordenswan', 'Henrik Pontoppidan', 'Cora Sandel', 'Steinunn Sigurðardóttir', 'Maj Sjöwall', 'August Strindberg', 'Margareta Strömstedt', 'Hjalmar Söderberg', 'Märta Tikkanen', 'Aino Trosell', 'Sigrid Undset', 'Tarjei Vesaas', 'Klas Östergren', 'Beate Grimsrud', 'Knut Hamsun', 'Jens Peter Jacobsen', 'Elsie Johansson', 'Thorsten Jonsson']","['3.92', '4.12', '3.61', '4.16', '3.35', '3.34', '3.76', '3.88', '3.97', '3.16', '3.60', '3.78', '4.20', '4.00', '4.18', '3.95', '3.44', '3.91', '3.53', '3.87', '3.80', '4.00', '3.18', '4.17', '3.98', '3.59', '3.74', '4.00', '3.86', '3.74', '3.95']",[],[],[],
22473286,8875,Modern isländsk poesi,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441658892l/22473286._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441658892l/22473286._SY75_.jpg,1959,,,swe,FIB:s lyrikklubb,false,41915327,2,5,15,4,0,5:1|4:2|3:0|2:1|1:0|total:4,1959,1,1,3.75,3,0,"['8307102', '1097038', '3373202', '6903380', '6537328', '3354805', '4518040', '14256678', '8875', '1621489', '2780093', '7135235', '4493036', '7135246']","['Ariane Wahlgren', 'Jóhann Sigurjónsson', 'Stefán Hörður Grímsson', 'Jón Óskar', 'Sigfús Daðason', 'Hannes Pétursson', 'Jóhann Hjálmarsson', 'Jóhann Jónsson', 'Halldór Laxness', 'Jóhannes úr Kötlum', 'Steinn Steinarr', 'Jón úr Vör', 'Snorri Hjartarson', 'Hannes Sigfússon']","['3.75', '3.77', '3.68', '3.43', '3.72', '3.92', '4.00', '3.67', '3.97', '4.69', '4.31', '3.43', '4.05', '4.05']",[],[],[],
10371739,8875,Sjálfsagðir hlutir,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1962,,,isl,Helgafell,false,15275061,1,10,15,5,0,5:0|4:1|3:3|2:1|1:0|total:5,1962,,,3.00,5,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],Safn ritgerða eftir Halldór Kiljan Laxness.
13116633,8875,Þættir,9979200464,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322403983l/13116633._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322403983l/13116633._SX50_.jpg,1991,,,isl,Vaka-Helgafell,false,18290901,1,7,14,4,0,5:0|4:2|3:2|2:0|1:0|total:4,1954,,,3.50,4,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],"<i>Þættir</i> hafa að geyma safn elstu smásagna Halldórs Laxness, eða tuttugu og sjö sögur sem hann skrifaði á árunum 1919 til 1941. Hann er því ekki nema 17 ára þegar hann skrifar elstu söguna, en nær fertugur þegar hann skrifar þá yngstu. Sögurnar veita þannig ágæta innsýn í þróunina sem verður á skaldskap hans."
7705103,8875,Kórvilla á Vestfjörðum og fleiri sögur,9979215321,9789979215325,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,,,isl,Vaka-Helgafell,false,10410236,1,10,14,5,0,5:0|4:1|3:2|2:2|1:0|total:5,2001,,,2.80,5,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],
24207969,8875,Meren neitoja ja meren miehiä: islantilaista kirjallisuutta viideltä vuosikymmeneltä,9516924867,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419978129l/24207969._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419978129l/24207969._SY75_.jpg,2001,,,fin,BTJ Kirjastopalvelu Oy,false,43796683,1,7,14,4,1,5:1|4:0|3:3|2:0|1:0|total:4,2001,1,1,3.50,4,1,"['4141426', '4410671', '8875', '259496', '4406550', '4406286', '3373641', '11651294', '247812', '2711715', '2771440', '259485', '259505', '5484365', '3367994', '677806', '259482', '1129596', '5598199', '3373650', '3378815', '238213', '1414712', '3355397', '3391342', '689347', '3414154', '4939125']","['Seija Holopainen', 'Päivi Kumpulainen', 'Halldór Laxness', 'Thor Vilhjálmsson', 'Ásta Sigurðardóttir', 'Jakobína Sigurðardóttir', 'Álfrún Gunnlaugsdóttir', 'Ólafur Haukur Símonarsson', 'Ólafur Gunnarsson', 'Þórarinn Eldjárn', 'Pétur Gunnarsson', 'Einar Már Guðmundsson', 'Einar Kárason', 'Ólafur Jóhann Ólafsson', 'Matthías Johannessen', 'Guðbergur Bergsson', 'Vigdís Grímsdóttir', 'Svava Jakobsdóttir', 'Elín Ebba Gunnarsdóttir', 'Guðrún Eva Mínervudóttir', 'Gerður Kristný', 'Fríða Á. Sigurðardóttir', 'Steinunn Sigurðardóttir', 'Gyrðir Elíasson', 'Kristín Ómarsdóttir', 'Andri Snær Magnason', 'Skúli Björn Gunnarsson', 'Olaf Olafsson']","['3.50', '3.50', '3.97', '3.45', '4.25', '3.40', '3.58', '3.50', '3.54', '3.80', '3.66', '3.81', '3.69', '3.62', '3.50', '3.43', '3.66', '3.73', '3.50', '3.73', '3.73', '3.56', '3.44', '3.81', '3.72', '4.04', '3.83', '3.58']",[],[],[],"<i>Meren neitoja ja meren miehiä</i> -kokoelma sisältää islantilaista kirjallisuutta viideltä vuosikymmeneltä: 25 novellia 25 kirjailijalta. Jokaisella heistä on oma paikkansa Islannin kirjallisuudessa. Joidenkin kohdalla valinnan kriteerinä on ollut tuoreus, joidenkin kohdalla kirjailijan merkitys sodanjälkeisen kirjallisuuden kehitykselle. Nuorempien kirjailijoiden valinnan perusteena on ollut tuoreuden ja hyvän tarinan lisäksi myös ajatus esitellä lukijalla uusia kirjailijoita.<br /><br />Teokseen on laadittu johdanto Islannin kirjallisuuteen 50 viime vuoden ajalta. Teos sisältää myös kirjailijoiden esittelyjä: artikkeleissa luonnehditaan teoksia ja analysoidaan kirjailijoiden tuotantoa. Mukana on taustatietoa kirjailijoista sekä teosluettelo suomentamattomasta tuotannosta ja suomennoksista.<br /><br /><i>Sateisen päivän hämärissä<br />meriä kiertäneellä unilaivalla saapui<br />tarinankertoja Homeros Reykjavikiin.<br />Hän läksi satamalaiturilta,<br />otti taksin ja ajeli sillä<br />pitkin sateenharmaita katuja,<br />joilla talot lipuivat ohi alakuloisin ilmein.<br /><br />Kadunkulmassa tarinankertoja Homeros<br />kääntyi taksikuskin puoleen ja sanoi:<br />""Miten ihmeessä on mahdollista<br />että täällä, tässä yksitoikkoisessa<br />sateenharmaudessa elää tarinankertojakansa?""<br />""Siinä juuri onkin se syy"", vastasi taksikuski.<br />""Koskaan ei kaipaa niin kovasti<br />kuulla hyvää tarinaa kuin silloin, kun pisarat<br />pieksevät ikkunoita.""</i>"
10680087,8875,Auf Der Hauswiese: Roman,3719306119,9783719306113,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1300135005l/10680087._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1300135005l/10680087._SY75_.jpg,1992,1,,,Huber,false,10412111,3,8,12,4,0,5:0|4:1|3:2|2:1|1:0|total:4,1975,,,3.00,2,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],<i>Í túninu heima</i> er fyrsta minningaskáldsaga Halldórs Laxness af fjórum en þær komu út á árunum 1975-80.<br />Bálknum lýkur þegar hann stendur á tvítugu. <i>Í túninu heima</i> fjallar um fyrstu tólf árin í lífi Halldórs. Hann lýsir atburðum og aðstæðum sem leiða til þess að hann tekur þá ákvörðun að verða rithöfundur - eða öllu heldur hvernig örlögin réðu því hlutskipti hans. Hann horfir á bernskuna sem fullorðinn rithöfundur og í sögunni er enginn atburður eða staður svo lítilsverður að hann sé ekki frásagnarverður.
30235916,8875,Kvæðakver,9979218835,9789979218838,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463687951l/30235916._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463687951l/30235916._SY75_.jpg,2010,,,isl,Vaka-Helgafell,false,50697453,2,9,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,1930,,,4.00,2,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],"Kvæðakver Halldórs Laxness kom fyrst út árið 1930 en síðar var aukið við það fjölda kvæða sem flest eru úr skáldsögum hans og leikritum. Ungæðislegur tónn, snarpur og ögrandi, einkennir mörg kvæðanna og þar eru frumleiki og glens í fyrirrúmi. Önnur eru einlæg, lágstemmd og tregafull en iðulega sameinar höfundurinn þessa tvo póla eins og honum var svo tamt í verkum sínum.<br /><br />Öll eru kvæðin minnistæð, mörg þeirra alkunn og þjóðinni einkar hjartfólgin.<br /><br />Halldór ritar sjálfur eftirmála þar sem hann segir frá því hvenær einstök kvæði voru ort og varpar ljósi á tilurð þeirra og tilefni.<br /><br />Höfundur: Halldór Laxness"
50266771,8875,Paradísarheimt,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,75186357,1,7,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,,,,4.00,3,0,['8875'],['Halldór Laxness'],['3.97'],[],[],[],
1490839,8875,Die Geschichte vom teuren Brot,3882438061,9783882438062,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,1482091,2,5,12,3,0,5:0|4:3|3:0|2:0|1:0|total:3,1987,,,4.00,3,0,['8875'],['Halldór Laxness'],['3.97'],['460952'],['Sarah Kirsch'],['3.76'],"Sagan af brauðina dýra var fyrst birt í tveim köflum í Innansveitarkroniku eftir Halldór Laxness árið 1970 en er hér örlítið breytt fráhendi skáldsins sem sjálfstæð saga. Innansveitarkronika er yfirlætislaus héraðssaga úr Mosfellsveit, og hún lýsir lífsviðhorfum tveggja tíma.<br /><br />Annars vegar er kyrrstætt bændasamfélag fyrri alda: Þá bragðaðist mönnum maturinn vel, þá var hvorki til erfiði né náttúrufegurð. <br /><br />Hins vegar er nútíminn sem felur sér í þróun, peninga og það að ""traffík og konkúrensi er farið að gera vart við sig í héraðinu""<br /><br />Guðrún Jónsdóttir sú sem Halldór Laxness segir frá í Sögunni af brauðinu dýra ""lifði og starfaði lánga ævi í þessari sveit án þess hún tæki kaup fyrir verk sín það menn vissu."" Hún aðhyllist hefbundnar dyggðir og setur þá meginreglu ofar öðru að maður sé trúr sjálfum sér. Sagan um villu hennar á Mosfellsheiði með brauð prestsins í tréskjólu varpar ljósi á hugsunarhátt alþýðunnar sem byggði landið á fyrri tíð. Sagan er meistaralega sögð og á brýnt erindi við fólk á öllum tímum."
48904213,8875,Kristnihald undir jökli,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,74297301,1,11,12,3,1,5:1|4:1|3:1|2:0|1:0|total:3,,,,4.00,3,1,['8875'],['Halldór Laxness'],['3.97'],[],[],[],
