id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
18484167,488659,Jorden runt på 80 dagar,9173484768,9789173484763,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379008454l/18484167._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379008454l/18484167._SX50_.jpg,2010,5,,swe,Bonnier Audio,false,4537271,3154,300082,693697,176531,6428,5:52583|4:70032|3:44373|2:7992|1:1551|total:176531,1872,,,3.93,3,0,"['696805', '771245']","['Jules Verne', 'Peter Haber']","['3.89', '4.40']","['5316437', '4691613', '488659', '6894983']","['Jakob Gunnarsson', 'Henrik Wranér', 'Eyvind Johnson', 'Christina Westman']","['4.04', '3.28', '3.68', '3.67']","Den förmögne gentlemannen Phileas Fogg kommer till sin klubb i sällskap med sin betjänt Passepartout. Innan kvällen är slut har mr Fogg ingått ett vad om att göra en resa jorden runt på åttio dagar. Vadet gäller åttiotusen pund, hälften av hans förmögenhet. Resan startar redan samma kväll och blir en kapplöpning med tiden. Man är tvungen att använda sig av alla sorters kommunikationsmedel: tåg fartyg, häst ja till och med elefanter. Under resan väntar många överraskningar och många hinder, men mr Foggs kallblodighet räddar dem undan den värsta förtreten. Den sista etappen blir den värsta."
17694598,488659,Kärlek genom ett fönster: 20 svenska berättelser,910047495,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364298584l/17694598._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364298584l/17694598._SY75_.jpg,1989,,,swe,Bonniers,false,24733501,1,24,13,3,2,5:2|4:0|3:1|2:0|1:0|total:3,1989,1,1,4.33,3,2,"['4898706', '7020615', '816778', '4563683', '1767485', '319950', '644541', '37103', '965931', '599498', '488659', '4588770', '749547', '952292', '89330', '38266', '410653', '470876', '421045', '6815', '1095210', '302660']","['Vivi Edström', 'Per-Arne Henricson', 'Lars Ahlin', 'Stina Aronson', 'Tage Aurell', 'Victoria Benedictsson', 'Hjalmar Bergman', 'Stig Dagerman', 'Jan Fridegård', 'Verner von Heidenstam', 'Eyvind Johnson', 'Thorsten Jonsson', 'Agnes von Krusenstjerna', 'Willy Kyrklund', 'Pär Lagerkvist', 'Selma Lagerlöf', 'Astrid Lindgren', 'Ivar Lo-Johansson', 'Viktor Rydberg', 'August Strindberg', 'Per Olof Sundman', 'Hjalmar Söderberg']","['3.56', '4.33', '3.43', '3.68', '3.52', '3.51', '3.28', '3.99', '3.52', '3.16', '3.68', '3.95', '3.58', '3.92', '3.80', '3.85', '4.18', '3.38', '3.47', '3.53', '3.51', '3.80']",[],[],[],Tjugo svenska berättelser - tjugo författare som öppnar var sitt fönster mot tillvaron.
23716024,488659,Romantisk berättelse,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418059116l/23716024._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418059116l/23716024._SY75_.jpg,1953,,,swe,Albert Bonniers Förlag,false,43325942,1,4,12,3,0,5:0|4:3|3:0|2:0|1:0|total:3,1953,1,1,4.00,3,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
23715926,488659,Favel ensam,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418057979l/23715926._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418057979l/23715926._SX50_.jpg,1968,,,swe,Bonniers,false,43325850,1,3,12,3,0,5:0|4:3|3:0|2:0|1:0|total:3,1968,1,1,4.00,3,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
10249640,488659,Svensk berättarkonst,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452106756l/10249640._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452106756l/10249640._SY75_.jpg,1964,,,swe,Aldus/Bonniers,false,15149785,1,9,12,4,0,5:0|4:0|3:4|2:0|1:0|total:4,1964,,,3.00,4,0,"['4588769', '1767485', '488659', '533521', '2984275', '368435', '816778', '4588770', '4588771', '952292', '42785', '302660', '37103', '4588772', '823195', '749547', '3317274', '1666833']","['Björn Julén', 'Tage Aurell', 'Eyvind Johnson', 'Harry Martinson', 'Ralf Parland', 'Artur Lundkvist', 'Lars Ahlin', 'Thorsten Jonsson', 'Lars Göransson', 'Willy Kyrklund', 'Lars Gyllensten', 'Hjalmar Söderberg', 'Stig Dagerman', 'Sigfrid Lindström', 'Bo Setterlind', 'Agnes von Krusenstjerna', 'Bo Grandien', 'Fritiof Nilsson Piraten']","['3.07', '3.52', '3.68', '3.78', '3.26', '3.45', '3.43', '3.95', '3.00', '3.92', '3.19', '3.80', '3.99', '3.61', '3.00', '3.58', '3.00', '3.70']",[],[],[],
23761199,488659,Olibrius och gestalterna - tidiga berättelser,9100469459,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418294889l/23761199._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418294889l/23761199._SY75_.jpg,1986,,,swe,Bonniers,false,43376197,1,5,9,3,0,5:0|4:0|3:3|2:0|1:0|total:3,1986,1,1,3.00,3,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
18337681,488659,Resa hösten 1921,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1973,,,swe,H. Ericsons bokh.,false,25889255,1,4,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,1973,,,4.00,2,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
23715904,488659,Den trygga världen,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1940,,,swe,Bonniers,false,43325828,1,3,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,1940,1,1,4.00,2,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
23564206,488659,Spår förbi Kolonos,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440662350l/23564206._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440662350l/23564206._SX50_.jpg,1961,,,swe,Bonniers,false,43163326,1,4,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,1961,1,1,4.00,2,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
18761104,488659,De fyra främlingarna,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1924,,,swe,,false,26658108,1,2,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,1924,1,1,4.00,2,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
2128661,488659,Erzh̃lungen,354645121X,9783546451215,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2134104,1,2,6,2,0,5:0|4:1|3:0|2:1|1:0|total:2,,,,3.00,2,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
15748609,488659,Losy ludzkie: Antologia nowel i opowiadań szwedzkich,8385241019,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342123122l/15748609._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342123122l/15748609._SY75_.jpg,1979,,,pol,Wydawnictwo Poznańskie,false,21441089,1,9,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1965,,,5.00,1,0,"['6815', '38266', '302660', '644541', '1843905', '6440677', '89330', '488659', '470876', '163175', '368435', '533521', '5619725', '965931', '1666833', '1767485', '4588770', '4456325', '816778', '718214', '4167403', '37103', '439011', '3154635', '42785', '6440678', '952292', '3153542', '378443', '146755', '1095210', '6440679', '52690', '5827640', '5173798', '144306', '1193206', '674583', '1398939']","['August Strindberg', 'Selma Lagerlöf', 'Hjalmar Söderberg', 'Hjalmar Bergman', 'Sigfrid Siwertz', 'Gustav Hedenvind-Eriksson', 'Pär Lagerkvist', 'Eyvind Johnson', 'Ivar Lo-Johansson', 'Moa Martinson', 'Artur Lundkvist', 'Harry Martinson', 'Josef Bertil Kjellgren', 'Jan Fridegård', 'Fritiof Nilsson Piraten', 'Tage Aurell', 'Thorsten Jonsson', 'Sivar Arnér', 'Lars Ahlin', 'Maria Wine', 'Werner Aspenström', 'Stig Dagerman', 'Erland Josephson', 'Pär Rådström', 'Lars Gyllensten', 'Birger Vikström', 'Willy Kyrklund', 'Jan Olof Olsson', 'Birgitta Trotzig', 'Stig Claesson', 'Per Olof Sundman', 'Brigitta Stenberg', 'Lars Gustafsson', 'Margareta Ekström', 'P.C. Jersild', 'Per Olov Enquist', 'Lars Görling', 'Sven Delblanc', 'Per Gunnar Evander']","['3.53', '3.85', '3.80', '3.28', '3.21', '4.50', '3.80', '3.68', '3.38', '3.66', '3.45', '3.78', '5.00', '3.52', '3.70', '3.52', '3.95', '3.50', '3.43', '3.71', '3.56', '3.99', '3.66', '3.65', '3.19', '4.00', '3.92', '3.72', '3.79', '3.56', '3.51', '5.00', '3.71', '3.71', '3.46', '3.68', '3.40', '3.55', '3.36']",['3048850'],['Zygmunt Łanowski'],['3.99'],
23198119,488659,Vinterresa i Norrbotten,9185920185,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410335993l/23198119._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410335993l/23198119._SY75_.jpg,1984,,,swe,Två förläggare,false,42742971,1,5,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,1955,,,5.00,1,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
24345899,488659,Le erbe nella Thule - La strada per Klockrike -,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ita,,false,43927786,2,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,0,0,"['488659', '533521']","['Eyvind Johnson', 'Harry Martinson']","['3.68', '3.78']",[],[],[],
2128668,488659,Zeit der Unruhe.,3499118718,9783499118715,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2134111,1,3,4,2,0,5:0|4:0|3:0|2:2|1:0|total:2,,,,2.00,2,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
23564607,488659,Tidens gång,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440662669l/23564607._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440662669l/23564607._SY75_.jpg,1955,,,swe,Bonniers,false,43163738,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1955,1,1,4.00,1,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
1078719,488659,Soldatens återkomst: Noveller,9100397989,9789100397982,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1065439,2,3,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,1950,1,1,3.00,0,1,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
1078724,488659,"Personligt, politiskt, estetiskt",9100554448,9789100554446,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429023894l/1078724._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429023894l/1078724._SY75_.jpg,1992,,,,Bonniers,false,1065444,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1992,1,1,3.00,1,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
42740790,488659,Caligula; Missförståndet; De rättfärdiga,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541806480l/42740790._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541806480l/42740790._SY75_.jpg,1957,,,swe,Bonniers,false,66464677,1,8,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1957,,,3.00,1,0,"['957894', '488659', '19981288', '19981289', '4516054']","['Albert Camus', 'Eyvind Johnson', 'Nils Molin', 'Stig Torsslow', 'Elsa Thulin']","['4.00', '3.68', '3.00', '3.00', '3.74']",[],[],[],
23716043,488659,Sju liv,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418059021l/23716043._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418059021l/23716043._SX50_.jpg,1944,,,swe,Albert Bonniers Förlag,false,43325956,2,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1944,1,1,3.00,1,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
23562764,488659,Lägg undan solen,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433706167l/23562764._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433706167l/23562764._SX50_.jpg,1951,,,,Bonniers,false,43161925,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1951,1,1,3.00,1,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
35965250,488659,Norrlandsnoveller,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1958,,,dan,Steen Hasselbalchs forlag,false,57524634,1,1,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,1,"['488659', '967648']","['Eyvind Johnson', 'Jacob Paludan']","['3.68', '3.98']",[],[],[],"Udvalg af noveller, der alle foregår i Norrland<br />Indhold: Endnu en gang, kaptajn! ; Fortvivlelsens aar ; Gabriel til venstre ; Lund ; Den trygge verden"
46255796,488659,Dolorosa et autres nouvelles européennes,2910846318,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,,,fre,Marginales,false,71241107,2,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1932,,,3.00,0,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
23564588,488659,"Stunder, vågor",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440662623l/23564588._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440662623l/23564588._SX50_.jpg,1965,,,swe,Bonniers,false,43163718,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1965,1,1,3.00,1,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
52376473,488659,Träume von Rosen und Feuer / Der Weg nach Glockenreich,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584203518l/52376473._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584203518l/52376473._SX50_.jpg,1983,,,ger,Coron-Verlag,false,77655991,1,1,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,"['488659', '533521']","['Eyvind Johnson', 'Harry Martinson']","['3.68', '3.78']",[],[],[],
2128658,488659,Der Weg nach Glockenreich / Zeit der Unruhe. Roman / Erzählungen,3485002321,9783485002325,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2134101,1,1,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,1985,2,,1.00,1,0,"['968594', '488659']","['Harry Edmund Martinson', 'Eyvind Johnson']","['1.00', '3.68']",[],[],[],
24838446,488659,Olof lacht tegen het leven,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423124914l/24838446._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423124914l/24838446._SY75_.jpg,1940,,,nl,A.R.B.O.,false,44482589,1,2,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,1940,1,1,1.00,1,0,"['488659', '1366002']","['Eyvind Johnson', 'Greta Baars-Jelgersma']","['3.68', '3.55']",[],[],[],
24838401,488659,De weg naar onzekerheid,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423124745l/24838401._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423124745l/24838401._SY75_.jpg,1940,,,nl,A.R.B.O.,false,44482537,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['488659', '1366002']","['Eyvind Johnson', 'Greta Baars-Jelgersma']","['3.68', '3.55']",[],[],[],
35286715,488659,"Powieść o Olofie,#1",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496409129l/35286715._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496409129l/35286715._SY75_.jpg,,,,pol,,false,56649021,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],"Powieść ukazuje przeżycia wieku dojrzewania, lęk przed nieznaną przyszłością, pragnienie sprawdzenia się w życiu. Stanowi ona realistyczny obraz Szwecji początku XX wieku i zarazem dokument ogromnie znaczący dla poznania osobowości autora."
52210895,488659,Svalans svenska klassiker - Eyvind Johnson,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,77213459,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
51250187,488659,Resebrev 1921–1952,,9789185453245,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581674269l/51250187._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581674269l/51250187._SY75_.jpg,2006,3,1,swe,Modernista,false,75983286,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],"»För en i länder och tider vittskådande berättarkonst«, står det i motiveringen till det nobelpris i litteratur som Eyvind Johnson delade med Harry Martinsson 1976.<br /><br />Eyvind Johnson var en resande människa; i sin ungdom drömde han bland annat om att emigrera till Madagaskar. Han hamnade i Paris, där han bodde under en stor del av 1920-talet. Från 1921 och långt upp i åren skrev han resebrev till svenska dagstidningar – under de första utlandsåren på 1920-talet var detta hans huvudsakliga inkomstkälla. Breven som handlar om den politiska utvecklingen i Tyskland respektive Frankrike, präglas av anarkistiska och ungsocialistiska idéer. Bland annat varnar de för konsekvenserna av den framväxande nazismen.<br /><br />Flertalet av dessa resebrev har aldrig tryckts i bokform.<br /><br />Björn Gustavsson – som står för urval, förord och kommentarer – är kritiker och har tidigare bland annat utgivit kommenterade ungdomsnoveller av Eyvind Johnson [Olibrius och gestalterna, 1986] och en CD med inspelningar av författaren [Frihet är det bästa ting, 2003]."
2128666,488659,Reise ins Schweigen : ein Roman über Gefangene,3550062508,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2134109,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
1078715,488659,Och Så Vill Jag Prata Med Dig: Brevväxlingen Mellan Eyvind Johnson Och Elmer Diktonius,9100564346,9789100564346,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1065435,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['488659'],['Eyvind Johnson'],['3.68'],[],[],[],
30228575,488659,Sveda Novelaro,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,,,epo,Sveda Laborista Esperanto Asocio,false,50688101,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1950,,,0.00,0,0,"['816778', '7271332', '7705992', '13581545', '965931', '15267001', '8346379', '488659', '470876', '533521', '163175', '1591994', '2024465', '6440678']","['Lars Ahlin', 'Erik Asklund', 'Harald Beijer', 'Gustaf Rune Eriks', 'Jan Fridegård', 'Gustav Hedenrind-Eriksson', 'Björn-Erik Höijer', 'Eyvind Johnson', 'Ivar Lo-Johansson', 'Harry Martinson', 'Moa Martinson', 'Gustav Sandgren', 'Albert Viksten', 'Birger Vikström']","['3.43', '3.40', '3.50', '3.00', '3.52', '0.0', '3.17', '3.68', '3.38', '3.78', '3.66', '4.07', '3.20', '4.00']",['3391129'],['Ferenc Szilágyi'],['3.25'],
35016113,488659,Historier fra de syv have,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493554298l/35016113._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493554298l/35016113._SY75_.jpg,1956,,,dan,Carit Andersen,false,56299002,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['6912676', '232038', '438000', '10234', '3345', '1843905', '16796934', '2550142', '290267', '1545124', '18791', '4988270', '213718', '2766701', '8199494', '6989', '1240', '488659', '533521', '614056', '19879', '6343170', '28525', '1624', '903']","['Mogens Knudsen', 'Peter Freuchen', 'Aksel Sandemose', 'John Russell', 'Joseph Conrad', 'Sigfrid Siwertz', 'W. Guy Carr', 'Gustave Alaux', 'Johan Bojer', 'Johannes V. Jensen', 'Guy de Maupassant', 'Frank R. Stockton', 'Frank Sargeson', 'Josef Kjellgren', 'George G. Toudouze', 'Rudyard Kipling', 'Jack London', 'Eyvind Johnson', 'Harry Martinson', 'Morley Roberts', 'Stephen Crane', 'Knud Andersen', 'Washington Irving', 'Herman Melville', 'Homer']","['4.21', '4.23', '3.71', '3.84', '3.50', '3.21', '0.0', '4.00', '3.98', '3.74', '3.86', '3.89', '3.60', '3.00', '3.68', '3.93', '3.96', '3.68', '3.78', '3.94', '3.41', '4.00', '3.86', '3.54', '3.81']",[],[],[],"Antologi.<br /><br />INDHOLD:<br /><br />Aksel Sandemose: Rotten<br />John Russell: Venskabets pris<br />Joseph Conrad: Det forrykte skib<br />Sigfrid Siwertz: Skonnerten Josephines sælsomme rejse<br />W. Guy Carr: Fanget i dybet<br />Gustave Alaux: Damen på Santissimo-Barbastro<br />Johan Bojer: Fiskere<br />Johannes V. Jensen: A Koy<br />Guy de Maupassant: På havet<br />Frank R. Stockton: Skipperen og el Capitan<br />Frank Sargeson: En mægtig fin dag<br />Josef Kjellgren: Fugle om bord<br />George G. Toudouze: De tre skeletters ø<br />Rudyard Kipling: Pirater<br />Jack London: Hedningen<br />Eyvind Johnson: Endnu en gang, Kaptajn! - En Robinson Crusoe i Polarhavet<br />Harry Martinson: En græsk tragedie<br />Morley Roberts: Pastor Thomas Ruddles mærkværdige omvendelse<br />Stephen Crane: En båd på havet<br />Knud Andersen: Lodsen fra Jomfruland<br />Washington Irwing: Den gådefulde ø<br />Herman Melville: Moby-Dick's sidste kamp<br />Homer: Skylla og Karybdis"
37675988,488659,Zweeds verhaal - Achttien moderne Zweedse schrijvers,9029024585,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514231405l/37675988._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514231405l/37675988._SY75_.jpg,1987,,,nl,Meulenhoff,false,59298550,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['17532884', '37103', '816778', '42785', '488659', '674583', '52690', '17532885', '1767485', '952292', '749547', '144306', '89330', '644541', '17532886', '36784', '470876', '14157298']","['Halmar Söderberg', 'Stig Dagerman', 'Lars Ahlin', 'Lars Gyllensten', 'Eyvind Johnson', 'Sven Delblanc', 'Lars Gustafsson', 'Thorston Johnsson', 'Tage Aurell', 'Willy Kyrklund', 'Agnes von Krusenstjerna', 'Per Olov Enquist', 'Pär Lagerkvist', 'Hjalmar Bergman', 'Per Olov Sundman', 'Torgny Lindgren', 'Ivar Lo-Johansson', 'Brigitta Trotzig']","['0.0', '3.99', '3.43', '3.19', '3.68', '3.55', '3.71', '0.0', '3.52', '3.92', '3.58', '3.68', '3.80', '3.28', '0.0', '3.75', '3.38', '4.00']",[],[],[],"Door middel van achttien sterke staaltjes van vertelkunst wordt in ""Zweeds verhaal "" een panoramisch overzicht gegeven van de enerzijds geheel eigen, anderzijds voor de Nederlandse lezer toch ook heel herkenbare ontwikkeling van de Zweedse verhaalliteratuur in deze eeuw.<br />Die zet in met de flaneur-literatuur van Hjalmar Söderberg en het burgerlijk realisme van Hjalmar Bergman en levert met Pär Lagerkvist onmiddellijk een van de centrale figuren op. Tussen de beide wereldoorlogen kan Agnes von Krusenstjerna worden gezien als voorloopster van de bekentenisliteratuur van de jaren zeventig. Een modernistische doorbraak leidt naar een literatuur die psychologisch van opzet is en waarin de existentiële angst op vaak beklemmende wijze wordt verbeeld (Ahlin, Dagerman). de jaren vijftig bieden een diffuus beeld: zwartgallig pessimisme (Birgitta Trotzig), absuridsme (Willy Kyrklund), het zoeken naar antwoorden op het scepticisme (Gyllensten), met als opvallendste debutant Lars Gustafsson. Omstreeks 1965, onder invloed van de oorlog in Vietnam, gaan het engagement en de 'documentaire literatuur' (Sundman, Enquist) een vooraanstaande plaats innemen, terwijl de jaren zeventig en tachtig behalve door een zeker pessimisme worden gekenmerkt door de opkomst van de vrouwenliteratuur en de autobiografische bekentenisliteratuur; ook het regionalisme (Sven Delblanc) beleeft een grote bloei.<br />""Zweeds verhaal"" biedt van de achttien auteurs telkens één karakteristiek verhaal. Het uitvoerige nawoord plaatst de verhalen in het grote verband van de historische ontwikkeling. Daardoor wordt deze representatieve doorsnee uit de moderne Zweedse verhaalliteratuur en pakkende en verhelderende bundel."
