id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
21245741,12132278,Ethics and Modern Thought,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,40572870,20,42,28,10,4,5:0|4:1|3:6|2:3|1:0|total:10,,,,2.80,9,3,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"<br /> This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. <br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.<br /><br />"
38025264,12132278,Ueber Den Sprachgebrauch Des Aristoteles: Beobachtungen Ueber Die Praepositionen (Classic Reprint),0428668925,9780428668921,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517845555l/38025264._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517845555l/38025264._SX50_.jpg,2019,1,16,,Forgotten Books,false,59729701,4,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Excerpt from Ueber den Sprachgebrauch des Aristoteles: Beobachtungen Ueber die Praepositionen<br /><br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
38475398,12132278,Der Sinn und Wert des Lebens,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,60107051,3,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],
8671645,12132278,Main Currents Of Modern Thought: A Study Of The Spiritual And Intellectual Movements Of The Present Day (1912),1436666732,9781436666732,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392027541l/8671645._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392027541l/8671645._SY75_.jpg,2008,6,2,,Kessinger Publishing,false,3202862,22,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1878,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],['3961300'],['Meyrick Booth'],['3.09'],"Main currents of modern thought a study of the spiritual and intellectual movements of the present day. This book, ""Main currents of modern thought,"" by Rudolf Eucken, is a replication of a book originally published before 1912. It has been restored by human beings, page by page, so that you may enjoy it in a form as close to the original as possible. First published in 1878 as <i>Die Grundbegriffe der Gegenwart</i>. Republished in 1908 as <i>Geistige Strömungen der Gegenwart</i>."
39648202,12132278,"Beitr�ge Zur Geschichte Der Neuern Philosophie, Vornehmlich Der Deutschen: Gesammelte Abhandlungen (Classic Reprint)",0365448273,9780365448273,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544375358l/39648202._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544375358l/39648202._SX50_.jpg,2018,11,28,,Forgotten Books,false,61218355,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Excerpt from Beitr�ge Zur Geschichte Der Neuern Philosophie, Vornehmlich Der Deutschen: Gesammelte Abhandlungen<br /><br />Die in bie�em {buche ge�ammeiten 9ihhanb�angen finb in ben 1878 Di; 1884 g, ner�t berfiffentiicht anb g, tnar hi? auf eine in ben $hiio�ophi�chen 9jionat�heften; bie llnter inchung iiher �biiber ani (c)ieichnifie hei. Qant erichien in her 8eit�chrift fiir $bhiio�ophie nni) philo�ophi�che @ritif.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
29786351,12132278,de Aristotelis Dicendi Ratione,134106283X,9781341062834,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,9,1,,Palala Press,false,50155833,3,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
3170752,12132278,Present-Day Ethics In Their Relations To The Spiritual Life,0548187746,9780548187746,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,7,25,,Kessinger Publishing,false,3202875,14,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2007,1,17,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],['3961303'],['Margaret Von Legdewitz'],['0.0'],"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
26926919,12132278,"Rudolf Eucken, His Life, Work, and Travels (Classic Reprint)",1330356772,9781330356777,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,2,2,,Forgotten Books,false,46977861,3,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,9,27,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Excerpt from Rudolf Eucken, His Life, Work, and Travels<br /><br />I have nothing to tell of great achievements, nor have I had any share in important political movements; but I was in a position to study the inner course of life and to exert some useful inﬂuence upon it. I have lived through the remarkable spiritual changes in the condition of Germany. In my youth the circumstances of life were far simpler and more peaceful than they are today. Life ﬂowed in narrower channels. There was as yet none of that gigantic advance of industry and manufacture; there were no great cities with their clotted masses of human ity; life was not dominated by the workshops, or absorbed entirely in a feverish industrial activity.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
37320994,12132278,Ethische Und Hygienische Ausgaben Der Gegenwart: Vortr�ge Gehalten Am 8. Januar 1916 in Der Neuen Aula Der Berliner Universit�t (Classic Reprint),0266208959,9780266208952,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2019,2,13,,Forgotten Books,false,59015750,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Excerpt from Ethische und Hygienische Ausgaben der Gegenwart: Vortr�ge Gehalten am 8. Januar 1916 in der Neuen Aula der Berliner Universit�t<br /><br />Zinn bat bie metal, fo verftanben' ein eigentiimlidpes Dabeiltnis sur Kultur. Die Kultur wirft ihrem Such gehalte nach gut f�rbernng bes etbifcben �ebens; eine Gefahr aber fann fie fiir biefes werben vom Stanbort bes Menfdyen ans, inbem ber menfd) fid) vom Sad; gehalt bes �ebens abl�fen unb bie geiftige Bewegung in ein mittel unb wet!5eug blo�en (R)enuff es verwanbeln fann. Llnsweifelbaft ftecft in ber 2irbeit ber Kultur, fachlich angefeben, ein gro�es St�cf etbifcben �ebens. Der forfclm' welcher ber reinen idabrbeit bieni, ber K�nftler, ber ans bem 3nneren feiner Seele heraus treu unb wahrhaftig (R)eftalten qafft' aber auch ber Staats mann, ber Solbat' ia welche �ebms;weige wir nehmen m�gen, fie alle erweitern mit ihrem (R)ebalt bas Dafein, fie f�hren bem menfd)en idabrbeit su, fie erf�llen ihn in ber �}ingebung an habe 5iele mit reiner 3reube, ia Seligfeit.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
17097147,12132278,Der Kampf um einen geistigen Lebensinhalt: Neue Grundlegung einer Weltanschauung,3111088073,9783111088075,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585181050l/17097147._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585181050l/17097147._SY75_.jpg,1925,4,1,ger,de Gruyter,false,23469384,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1896,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],
17097148,12132278,Die Einheit des Geisteslebens in Bewusstsein und That der Menschheit: Untersuchungen,3111088081,9783111088082,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576002109l/17097148._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576002109l/17097148._SY75_.jpg,1925,4,1,ger,de Gruyter,false,23469385,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1925,1,1,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],
26540545,12132278,Hauptprobleme Der Religionsphilosophie Der Gegenwart (Classic Reprint),1332481434,9781332481439,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444602210l/26540545._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444602210l/26540545._SX50_.jpg,2018,4,22,,Forgotten Books,false,46539849,4,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,8,8,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Excerpt from Hauptprobleme der Religionsphilosophie der Gegenwart<br /><br />Die dritte Auflage hat an den drei ersten Abhandlungen nur wenig ver�ndert, nur die Darstellung ist hie und da leichter und einfacher geworden. Aber als ich bei R�ckkehr zu dem Gegen stande jene Abhandlungen neu auf mich wirken lie�, empfing ich den Eindruck, da�, so sehr ich alles Einzelne an ihnen mit voller �berzeugung vertrete, sie im Ganzen mich der �berkommenen kirchlichen Form des Christentums n�her stehend erscheinen lassen, als es in Wahrheit der Fall ist; sie zeigen nicht gen�gend die Notwendigkeit neuer Formen des religi�sen und christlichen Lebens. 80 schien es mir eine Pflicht der Wahrhaftigkeit, dies zu deutlicherem Ausdruck zu bringen; aus der Empfindung solcher Pflicht ist der neue Abschnitt hervorgegangen.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
38951262,12132278,Zur Sammlung Der Geister (Classic Reprint),025975840X,9780259758402,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551539210l/38951262._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551539210l/38951262._SX50_.jpg,2019,1,5,,Forgotten Books,false,60528969,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Excerpt from Zur Sammlung der Geister<br /><br />Branel;en mir nit erfi 3n erinnern. @etoi� ifi in be1n allen nnfere �eifinng nit frei von 9rc'ingeln nnb 8el;lern, unb es m�te fiel;erlirl; ber eine biefes, ber anbere jenes erl;eb= lief; nnbers 1mnfeben, aber Ilnt&gt;olliommenl;eit ifi nun ein mal bas �os aller menfel;liel;en (c)inge; wenn mir bie �ei finngen ins (c)an3e fafi' en unb als @an3es fel;�tg'en, fo bnrfen wir fiel;erliel; fiol3 anf bas {ein, was nnfer $$olt in bem abgelanfenen 3al;rl;nnbert ans fiel; gemat Bat, nnb mas es l;ente noel; leifiet. (es liegt ein gro�artiges @el;anfpiel in ber bentfel;en 21rbeit Der, toie fie bie oerfil;iebenen @r�fte berbinbet nnb 3n gro�em i�irten Bef�l;igt, mie fie nnnb l�ffig oorbringt unb Feine @el;rnnten 311 fennen {el;eint, wie fie ben 9renfel;en {einer llmgebnng nberlegen mael;t nnb il;m 3ngleiel; ein fiol3es @raftgefiil;l gibt.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
6547360,12132278,Gesammelte Aufsätze zur Philosophie und Lebensanschauung,3836408139,9783836408134,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420911735l/6547360._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420911735l/6547360._SX50_.jpg,,,,ger,,false,6739800,3,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2007,1,1,0.00,0,0,"['12132278', '859497']","['Rudolf Christoph Eucken', 'Esther von Krosigk']","['2.69', '3.86']",[],[],[],
17195232,12132278,Lebenserinnerungen,3846014796,9783846014790,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,12,13,ger,Salzwasser-Verlag Gmbh,false,23668574,9,1,0,0,1,5:0|4:0|3:0|2:0|1:0|total:0,2012,12,13,0.00,0,1,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],Nachdruck des Originals von 1922.
37895615,12132278,Die Geistesgeschichtliche Bedeutung Der Bibel (Classic Reprint),0428242111,9780428242114,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550664852l/37895615._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550664852l/37895615._SX50_.jpg,2019,2,12,,Forgotten Books,false,59602015,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Excerpt from Die Geistesgeschichtliche Bedeutung der Bibel<br /><br />Sere gro�en Dichter und Denker aufs eingehendste besch�ftigt hat, so soll er uns auch heute, ja in der Zeit des Weltkriegs besonders, eine gemeinsame An gelegenheit bleiben. M�chte nun das Wenige, das ich in einem kurzen Vortrag von dem schier unerme� lichen Stoffe bringen konnte, auch in weiteren Kreisen.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
38954211,12132278,Les Grands Courants de la Pens�e Contemporaine (Classic Reprint),0282002448,9780282002442,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545863509l/38954211._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545863509l/38954211._SX50_.jpg,2018,12,18,,Forgotten Books,false,60533087,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Excerpt from Les Grands Courants de la Pens�e Contemporaine<br /><br />Pour les anciens, pour un Platon ou un Aristote, la nature �tait capable du div1n, et plus ou moins divine elle-m�me. L'esprit pouvait donc, pour vivre sa vie, s'appuyer sur elle ou l'appeler � lui. Toute son ambi tion, d'ailleurs, �tait d'y retrouver et d'y contempler le r�gne des lois rationnelles et �ternelles, auquel lui m�me participait directement. Mais, avec le christia nisme, la nature a chang� de face. Elle n'est plus qu'une chose inerte, tout ext�rieure � l'esprit, qui l'a cr��e en nilzilo. Et la science moderne est, sur ce point, en remarquable accord avec la religion jud�o-chr� tienne. Elle fait de la nature un m�canisme brut, o� le jeu �ternellement identique de forces mat�rielles, donn�es et immuables, engendre, � lui seul, tous les ph�nom�nes, sans que, dans leur cours, il vait jamais place pour une pens�e dirigeante.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
41101655,12132278,Die Tr�ger Der Deutschen Idealismus (Classic Reprint),0666437432,9780666437433,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534203376l/41101655._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534203376l/41101655._SX50_.jpg,2018,8,4,,Forgotten Books,false,64214886,6,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Excerpt from Die Tr�ger der Deutschen Idealismus<br /><br />Der et Der 23ehanblung. �ber Da� �)iahere Diefer 9ib' gren3ung l��t fich berfchiedener 9jieinung fein, Dar= �ber ftreiten mir nicht, mir geben nicht� anbere� al unfere eigene �bergeugung bon Dief en 'dingen, indem wir meinen, dab eine folche @chrift enttoeber perf�n= licher %lrt fein mu� ober �berhaupt feine %erechtigung hat. 650 fei Denn Diefe� $8ild Der @aupttr�ger De� Deutf chen 3deali�mu� f�mpfenben und f richenben (R)eeﬂ len 311 freundlicher %etrachtung empfohlen.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
37899356,12132278,Grundlinien Einer Neuen Lebensanschauung (Classic Reprint),0428285848,9780428285845,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,9,19,,Forgotten Books,false,59605096,5,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Excerpt from Grundlinien Einer Neuen Lebensanschauung<br /><br />Unsere Untersuchung darf nur bei denen eine freundliche Aufnahme hoffen, die als ein echtes Problem anerkennen, was uns hier besch�ftigt. Da� das Leben der Gegenwart ein arges Mi�verh�ltnis zwischen einer unerme�lich reichen und frucht baren Bet�tigung nach au�en und einer v�lligen Unsicherheit und Leere im Innern zeigt, das l��t sich kaum noch bestreiten. So gesellen sich Versuche zu Versuchen, diesem Mi�st�nde abzuhelfen und dem stolzen Ger�st der Kultur mehr Seele wie Einheit zu geben. Aber diese Versuche dringen gew�hnlich bei weitem nicht entschieden genug von der Oberfl�che zur Tiefe, von den einzelnen Erscheinungen zum Ganzen vor, sie verbleiben im innersten Grunde unter dem Einﬂu� derselben Zeitlage, �ber die sie hinaus wollen. In Wahrheit l��t sich im Ganzen nicht weiterkommen, wenn wir nicht f�r das Ganze eine neue Grundlage gewinnen; das aber k�nnen wir nicht ohne unser Gesamtverh�ltnis zur Wirklichkeit zum Problem zu machen und, wenn irgend m�glich, neu zu gestalten; auch die Zeit k�nnen wir nur dann in dem, was ihr not tut, f�rdern, wenn wir vor allem eine Unabh�ngigkeit von ihr, ja eine �berlegenheit gegen sie erringen.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
24759121,12132278,Mensch und Welt: Erweiterte Ausgabe,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,44389484,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2012,7,21,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],
8018625,12132278,"Zur Erinnerung an K. Ch. F. Krause, Festrede",1143329716,9781143329715,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,2,3,,Nabu Press,false,12586614,5,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2010,2,10,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book."
41265555,12132278,Der Wahrheitsgehalt Der Religion (Classic Reprint),1390170012,9781390170016,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535023642l/41265555._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535023642l/41265555._SX50_.jpg,2018,8,15,,Forgotten Books,false,64480632,4,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],"Excerpt from Der Wahrheitsgehalt der Religion<br /><br />Zur Einf�hrung des Werkes m�gen nur einige wenige Worte dienen. Es will keineswegs ein. System der Religions philoswhie sein; f�r ein solches Unternehmen ist die Lage der Gegenwart viel zu verworren und die Stellung der Religion in ihr viel zu unsicher. Was heute not tut, ist vielmehr, solcher Unsicherheit entg'egenzuwirken; wie das nicht geschehen kann ohne eine Verst�ndigung �ber das Wesen und den Wert der Religion, so treibt es zwingend auch zu einer Beleuchtung des Ganzen des Menschenlebens. In der geistigen Anarchie unserer Zeit l��t sich an keinen festen und zugestandenen Punkt an kn�pfen, alle Er�rterung tieferer Art hat auf die Grundlagen zur�ckzugehen und von hier aus nen aufzubauen. So mu�ten auch wir uns aus einer allgemeinen Erw�gung des menschlichen Daseins erst Schritt f�r Schritt zu der Stelle hinarbeiten, wo das Problem der Religion hervorbricht, um sich dann freilich bald als den Mittelpunkt alles Strebens nach Seele und Sinn unseres Daseins zu erweisen.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
24759133,12132278,Einführung in die Hauptfragen der Philosophie: Erweiterte Ausgabe,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,44389497,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2012,7,21,0.00,0,0,['12132278'],['Rudolf Christoph Eucken'],['2.69'],[],[],[],
