id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1078,704,"The Good Earth (House of Earth, #1)",1416500189,9781416500186,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312497600l/1078._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312497600l/1078._SY75_.jpg,2009,3,4,eng,Howard Publishing Co,false,2346070,263,332732,870086,218446,9612,5:81343|4:76129|3:42622|2:12637|1:5715|total:218446,1931,3,2,3.98,202222,7743,['704'],['Pearl S. Buck'],['3.98'],[],[],[],"This tells the poignant tale of a Chinese farmer and his family in old agrarian China. The humble Wang Lung glories in the soil he works, nurturing the land as it nurtures him and his family. Nearby, the nobles of the House of Hwang consider themselves above the land and its workers; but they will soon meet their own downfall.<br /><br />Hard times come upon Wang Lung and his family when flood and drought force them to seek work in the city. The working people riot, breaking into the homes of the rich and forcing them to flee. When Wang Lung shows mercy to one noble and is rewarded, he begins to rise in the world, even as the House of Hwang falls."
1556252,704,Fourteen Stories,0671803263,9780671803261,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468863913l/1556252._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468863913l/1556252._SY75_.jpg,1976,1,,eng,Simon and Schuster of Canada Ltd,false,932994,4,257,302,80,12,5:19|4:30|3:25|2:6|1:0|total:80,1961,1,1,3.78,76,12,['704'],['Pearl S. Buck'],['3.98'],[],[],[],Cover art by James Avati
2249827,704,Home for Christmas: Stories for Young and Old,0874869242,9780874869248,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401074061l/2249827._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401074061l/2249827._SY75_.jpg,2002,9,14,eng,Plough Publishing House,false,2255704,2,488,284,71,27,5:25|4:31|3:8|2:4|1:3|total:71,2002,9,1,4.00,70,26,"['296890', '1949', '5397455', '125384', '150701', '1078833', '5397456', '5397457', '50786', '227075', '1146231', '3047460', '61657', '38266', '2952283', '106', '2544972', '5397459', '704', '7568', '137400']","['David G. Klein', 'Katherine Paterson', 'Ger Koopman', 'Dorothy Thomas', 'Jack Schaefer', 'Ernst Wiechert', 'B.J. Chase', 'Opal Menius', 'Elizabeth Goudge', 'Rebecca Caudill', 'Peter Rosegger', 'Helene Christaller', 'Ruth Sawyer', 'Selma Lagerlöf', 'George Sumner Albee', ""Madeleine L'Engle"", 'Reimmichl', 'Nikolai S. Lesskov', 'Pearl S. Buck', 'Henry Van Dyke', 'Arthur Gordon']","['3.67', '3.96', '4.00', '3.93', '3.87', '4.16', '4.00', '4.00', '4.13', '4.12', '4.05', '4.00', '3.70', '3.85', '3.80', '4.01', '3.99', '4.00', '3.98', '4.12', '4.26']",[],[],[],"<b>For readers who are tired</b> of Christmas commercialism, or who feel that Santa Claus and reindeer don't tell the whole story, these classic gems provide a winning alternative. Selected for their insightfulness, spiritual value, and literary quality (nothing moralistic here) they project the spirit of the season in a fresh, compelling manner that will resonate with readers of all ages - from children too young to read to themselves, to parents and grandparents who enjoy reading stories aloud.<br /><br /><b><i>Home for Christmas</i> includes time-tested</b> favorites by some of the world's most beloved children's authors - Pearl Buck, Selma Lagerlof, Henry van Dyke, Madeleine L'Engle, Elizabeth Goudge, Rebecca Caudill, and Ruth Sawyer - as well as little-known European stories appearing in English for the first time."
1080779,704,The Enemy,0886820596,9780886820596,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542259865l/1080779._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542259865l/1080779._SY75_.jpg,1986,4,1,,Creative Education,false,1067514,1,262,272,73,6,5:22|4:24|3:17|2:5|1:5|total:73,1986,4,,3.73,73,6,['704'],['Pearl S. Buck'],['3.98'],[],[],[],"Would YOU risk your reputation, your safety, and your family’s well-being to help a wounded enemy? It is wartime and a doctor needs to make a life or death decision.<br /><br />In “The Enemy,” a story set in Japan during World War II, an American-trained Japanese surgeon pulls a wounded American sailor, presumably an escaped POW, from the surf behind his home. At first he and his wife cannot decide what they should do with him. They are unable to put the man back into the sea although they realize he is an enemy and that for fear of the authorities they should do just that. <br /><br />Against the advice of his wife, and at great risk to his honor, career, position and life, Dr. Hoki hides the wounded American, operates on him, and saves his life. The surgery is successful, and the couple settle into a period of hope and fear as they await the patient’s recovery. As the days and nights pass, Dr. Hoki finds his traditional attitude transformed by the encounter with the American."
5607336,704,Pippi feiert Weihnachten und andere Geschichten [Tonträger] : ab 5 Jahren,3893539263,9783893539260,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,8831452,6,116,269,62,0,5:33|4:18|3:10|2:1|1:0|total:62,2002,1,1,4.34,1,0,"['410653', '127314', '234314', '704', '2498928']","['Astrid Lindgren', 'Otfried Preußler', 'Margret Rettich', 'Pearl S. Buck', 'Eveline Schöninger']","['4.18', '4.12', '4.36', '3.98', '5.00']",[],[],[],
567300,704,Hearts Come Home and Other Stories,0671803255,9780671803254,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342562804l/567300._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342562804l/567300._SY75_.jpg,1976,1,1,eng,,false,1595758,3,211,255,67,4,5:14|4:30|3:19|2:4|1:0|total:67,1962,8,,3.81,63,3,['704'],['Pearl S. Buck'],['3.98'],[],[],[],<b>Contents:</b><blockquote>The enemy<br />Hearts come home<br />The new road<br />Enough for a lifetime<br />Heat wave<br />The quarrel<br />The truce<br />The refugees<br />Mrs. Mercer and her self<br />The old mother<br />Home to heaven<br />Home girl<br />Mr. Right<br />Mothers and sons</blockquote>
630852,704,"Matthew, Mark, Luke and John",9997501985,9789997501981,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342617634l/630852._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342617634l/630852._SX50_.jpg,1967,6,,,Harpercollins Childrens Books,false,617170,2,205,254,60,8,5:29|4:17|3:13|2:1|1:0|total:60,1966,,,4.23,59,8,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
715360,704,The Rainbow,0671803190,9780671803193,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339548134l/715360._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339548134l/715360._SY75_.jpg,,,,eng,,false,414942,8,208,230,77,15,5:6|4:18|3:31|2:13|1:9|total:77,1974,,,2.99,66,13,['704'],['Pearl S. Buck'],['3.98'],[],[],[],"from the dust cover:<br />""In her long and prolific writing career, Pearl S. Buck had intimate experience of the theater as well as of book and magazine publishing, as the author of two Broadway plays and a partner in a producing company. Her own knowledge provides the foundation for this witty and revealing novel of the theater.<br /><br />Probing beyond the masks behind which actors, directors, and others hide from their public, from each other, even from themselves, the author seeks and finds for us the human beings who populate this world within a world. The story is told through the eyes of one who comes on the scene as a stranger first to observe, then to participate, but he remains forever amazed. He is Henry Potter, a wealthy New York industrialist. Addicted to theatergoing, but disliking with growing intensity what seems to him drivel on the stage, he determines to back a play of his own choosing. The decision takes over his life like a devouring monster, involving him with individuals who both fascinate and repel him. The triangle of Elena, the amoral star of the play; Aubrey, the young director; and Stella, Aubrey's wife, enmeshes him almost beyond escape."""
7717115,704,The first wife and other stories,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333538537l/7717115._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333538537l/7717115._SX50_.jpg,1950,,,eng,Methuen,false,10453484,5,152,180,44,3,5:14|4:21|3:8|2:1|1:0|total:44,1933,1,1,4.09,39,3,['704'],['Pearl S. Buck'],['3.98'],[],[],[],With a preface by Richard J. Walsh<br /><br />Old and new:<br />- The first wife<br />- The old mother<br />- The frill<br />- The quarrel<br />- Repatriated<br />- The rainy day<br /><br />Revolution:<br />- Wang Lung<br />- The communist<br />- Father Andrea<br />- The new road<br /><br />Flood<br />- Barren spring<br />- The refugees<br />- Fathers and mothers<br />- The good river
630869,704,The Man Who Changed China: The Story Of Sun Yat Sen,0394805097,9780394805092,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1953,6,12,eng,Random House,false,617187,7,229,175,52,6,5:9|4:7|3:31|2:4|1:1|total:52,1953,1,,3.37,30,3,"['704', '6443310']","['Pearl S. Buck', 'Fred Castellon']","['3.98', '3.53']",[],[],[],
1556245,704,East and West: stories,0381900150,9780381900151,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582034042l/1556245._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582034042l/1556245._SX50_.jpg,1975,,,,The John Day Co.,false,13025535,3,110,173,45,2,5:12|4:15|3:17|2:1|1:0|total:45,1975,1,1,3.84,44,1,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
1080753,704,The Woman Who Was Changed and Other Stories,0690017898,9780690017892,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581568325l/1080753._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581568325l/1080753._SX50_.jpg,1979,1,1,,Crowell,false,1348667,5,118,161,40,3,5:14|4:15|3:10|2:0|1:1|total:40,1979,1,1,4.02,34,3,['704'],['Pearl S. Buck'],['3.98'],[],[],[],"Six short stories and one novella center on one basic thematic concern: the outsider who, uncomfortable in the role society has imposed upon him, struggles to define his own existence."
1080782,704,Other Gods: An American Legend,0381980472,9780381980474,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1940,1,,,Thomas Y. Crowell,false,1067517,16,135,157,45,7,5:9|4:11|3:19|2:5|1:1|total:45,1940,1,1,3.49,32,5,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
1556275,704,The Kennedy Women,0416081908,9780416081909,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1548743,2,143,156,47,12,5:8|4:13|3:16|2:6|1:4|total:47,1970,1,1,3.32,39,9,['704'],['Pearl S. Buck'],['3.98'],[],[],[],A candid portrait of a fascinating family by one of the world's greatest writers.<br /><br />(Special 24 page photo section.)
1556346,704,The old demon,0871918285,9780871918284,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1982,,,,Creative Education,false,1548814,2,158,153,39,2,5:13|4:12|3:12|2:2|1:0|total:39,1981,9,,3.92,33,2,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
1602722,704,Satan Never Sleeps,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1962,3,,,"Pocket Books, Inc.",false,1595996,5,147,146,48,7,5:8|4:8|3:17|2:8|1:7|total:48,1962,,,3.04,38,6,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
1786802,704,The Arbor House Treasury of Mystery and Suspense,0877953481,9780877953487,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,1785698,2,117,137,34,1,5:11|4:14|3:8|2:1|1:0|total:34,1982,1,,4.03,33,1,"['22880', '76288', '6436872', '24690', '4624490', '239579', '1244', '704', '41015', '36260', '761995', '26006', '5622', '8636', '10214', '490350', '229241', '146739', '70090', '50948', '99538', '30747', '302744', '68144', '750447', '21318', '50319', '3524', '694021', '100512', '96116', '644', '1664319', '575449', '280170', '860818', '99237', '54475', '57044', '136876', '4338', '447']","['Bill Pronzini', 'Barry N. Malzberg', 'Martin Harry Greenberg', 'John D. MacDonald', 'Edgar Allan Poe', 'Charles Dickens', 'Mark Twain', 'Pearl S. Buck', 'Ellery Queen', 'Leslie Charteris', 'T.S. Stribling', 'Eric Ambler', 'John Dickson Carr', 'Margaret Millar', 'Erle Stanley Gardner', 'Dorothy Salisbury Davis', 'Stanley Ellin', 'Michael    Gilbert', 'Ross Macdonald', 'Mickey Spillane', 'Jack Ritchie', 'Julian Symons', 'Robert L. Fish', 'Ngaio Marsh', 'H.L. Gold', 'Ed McBain', 'Edward D. Hoch', 'Joyce Carol Oates', 'Jean L. Backus', 'John Lutz', 'Jon L. Breen', 'Marcia Muller', 'Asa Baber', 'Joyce Harrington', 'Robert S. Phillips', 'Elizabeth Morton', 'Julie Smith', 'Mike Resnick', 'Talmage Powell', 'Brian Garfield', 'Robert Silverberg', 'Bernard Malamud']","['3.68', '3.89', '3.86', '4.01', '4.17', '3.89', '3.86', '3.98', '3.71', '3.81', '3.66', '3.87', '4.18', '3.78', '3.84', '3.59', '3.84', '4.00', '3.97', '3.68', '3.87', '4.31', '3.82', '3.90', '3.75', '3.81', '4.20', '3.69', '3.91', '3.78', '3.94', '3.82', '3.94', '4.02', '3.77', '3.94', '3.80', '3.80', '3.74', '3.82', '3.88', '3.86']",[],[],[],
20435028,704,مختارات قصصية لأدباء جائزة نوبل,,9789948494584,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388848976l/20435028._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388848976l/20435028._SY75_.jpg,2014,1,1,ara,الصدى للصحافة والنشر والتوزيع,false,30631888,2,219,132,48,14,5:8|4:7|3:6|2:19|1:8|total:48,2014,1,1,2.75,46,14,"['5481957', '704', '3535', '1455', '306', '55397', '3534', '7728', '6036627']","['Various', 'Pearl S. Buck', 'William Faulkner', 'Ernest Hemingway', 'William Golding', 'Nadine Gordimer', 'Toni Morrison', 'Doris Lessing', 'عبد السلام إبراهيم']","['3.98', '3.98', '3.85', '3.83', '3.68', '3.57', '3.91', '3.65', '3.67']",[],[],[],
1556388,704,The Bondmaid,041622220X,9780416222203,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1949,,,,,false,1548856,2,112,132,34,1,5:8|4:16|3:8|2:2|1:0|total:34,1949,,,3.88,34,1,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
22606683,704,Histórias do Oriente,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404160361l/22606683._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404160361l/22606683._SY75_.jpg,,,,por,Editorial Presença,false,17393198,2,67,129,36,8,5:5|4:16|3:11|2:3|1:1|total:36,2011,8,14,3.58,1,0,"['4176632', '704', '880695']","['W. Somerset Maugham', 'Pearl S. Buck', 'H.G. Wells']","['4.04', '3.98', '3.83']",[],[],[],"- ""A Primeira Esposa"" por Pearl Buck<br />tradução de José Alves<br /><br />- ""Pegadas na Floresta"" por Somerset Maugham<br />tradução de Maria Margarida Mesquita Leitão<br /><br />- ""A Pérola do Amor"" por H.G. Wells<br />tradução de Jorge Bastos<br /><br />- ""Neil MacAdam"" por Somerset Maugham<br />tradução de Maria Margarida Mesquita Leitão"
39089456,704,"The Collected Novels Volume One: Pavilion of Women, Peony, and Imperial Woman",1504052110,9781504052115,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520711015l/39089456._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520711015l/39089456._SY75_.jpg,2018,3,13,,Open Road Media,true,60664378,2,128,121,27,2,5:15|4:10|3:2|2:0|1:0|total:27,,,,4.48,2,0,['704'],['Pearl S. Buck'],['3.98'],[],[],[],"<b>From the </b><b>Nobel Prize–winning author of <i>The Good Earth</i>: These </b><b>three novels are fascinating portraits of women in China</b><b>
  <i>.</i>
</b><br />  <br /> In 1938, Pearl S. Buck became the first woman to win a Nobel Prize in Literature for <i>The Good Earth</i>, which had already earned her the Pulitzer Prize. Upon choosing Buck’s novel for her book club in 2004, Oprah Winfrey said: “Reading Pearl Buck’s writing feels like reading poetry to me. I just love the quiet rhythm of the words. They evoke the simple beauty of the characters and the harsh mystery of China’s ancient culture.” The daughter of missionaries, the <i>New York Times</i>–bestselling author would continue to explore many aspect of Chinese culture in her work, and the three novels collected in this volume represent some of her most compassionate and revealing fiction.<br />  <br /><i>Pavilion of Women</i>: This “vivid and extremely interesting novel,” set in early twentieth-century China, follows an upper-class wife’s quest for personal freedom (<i>The New Yorker</i>). After Madame Wu turns forty, she encourages her husband to take a young concubine so she can finally begin to discover her own mind—and a new world opens up before her as she reads forbidden books and studies English with a progressive former priest.<br />  <br /> “Beautifully written . . . A fine, full flavorsome novel.” —<i>Newsweek</i><br />  <br /><i>Peony</i>: A young Chinese bondmaid in nineteenth-century China falls in love with the son of the wealthy Jewish family she works for. As the couple’s traditions collide, their relationship faces opposition from every side.<br />  <br /> “<i>Peony</i> has the vividness of scene and episode and character and the colorful detail that [Buck’s] readers have come to expect of her novels in China.” —<i>New York Herald Tribune</i><br />  <br /><i>Imperial Woman</i>: In this “richly woven . . . quite absorbing” <i>New York Times</i> bestseller, Buck brings to life the story of Tzu Hsi, the magnetic and fierce-minded woman who rose from concubine to become the working head of the Qing Dynasty and the last empress of China for nearly half a century (<i>The Nation</i>)<i>.</i><br />  <br /> “Certainly, no fictioneer could imagine a more incredible woman. . . . Pearl Buck has done a remarkable and painstaking job in recreating her.” —<i>Saturday Review</i>"
1786799,704,Great Tales of Mystery and Suspense,0883657007,9780883657003,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,4,1,en-US,BBS Publishing Corporation,false,1785695,3,133,111,29,4,5:7|4:12|3:8|2:2|1:0|total:29,1994,1,1,3.83,28,3,"['6436872', '76288', '22880', '24690', '4624490', '239579', '1244', '704', '41015', '36260', '761995', '26006', '5622', '8636', '10214', '490350', '229241', '146739', '70090', '50948', '99538', '30747', '302744', '68144', '750447', '21318', '50319', '3524', '694021', '100512', '96116', '644', '1664319', '575449', '280170', '860818', '54475', '57044', '136876', '4338', '447']","['Martin Harry Greenberg', 'Barry N. Malzberg', 'Bill Pronzini', 'John D. MacDonald', 'Edgar Allan Poe', 'Charles Dickens', 'Mark Twain', 'Pearl S. Buck', 'Ellery Queen', 'Leslie Charteris', 'T.S. Stribling', 'Eric Ambler', 'John Dickson Carr', 'Margaret Millar', 'Erle Stanley Gardner', 'Dorothy Salisbury Davis', 'Stanley Ellin', 'Michael    Gilbert', 'Ross Macdonald', 'Mickey Spillane', 'Jack Ritchie', 'Julian Symons', 'Robert L. Fish', 'Ngaio Marsh', 'H.L. Gold', 'Ed McBain', 'Edward D. Hoch', 'Joyce Carol Oates', 'Jean L. Backus', 'John Lutz', 'Jon L. Breen', 'Marcia Muller', 'Asa Baber', 'Joyce Harrington', 'Robert S. Phillips', 'Elizabeth Morton', 'Mike Resnick', 'Talmage Powell', 'Brian Garfield', 'Robert Silverberg', 'Bernard Malamud']","['3.86', '3.89', '3.68', '4.01', '4.17', '3.89', '3.86', '3.98', '3.71', '3.81', '3.66', '3.87', '4.18', '3.78', '3.84', '3.59', '3.84', '4.00', '3.97', '3.68', '3.87', '4.31', '3.82', '3.90', '3.75', '3.81', '4.20', '3.69', '3.91', '3.78', '3.94', '3.82', '3.94', '4.02', '3.77', '3.94', '3.80', '3.74', '3.82', '3.88', '3.86']",[],[],[],"A definitive collection of the best stories of the mystery and suspense genre with an introduction by the master storyteller of the field, John D. MacDonald."
3730857,704,Far and Near (New Portway Reprints),0855948655,9780855948658,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1973,8,30,,C.Chivers,false,3774630,4,87,99,28,1,5:7|4:9|3:5|2:6|1:1|total:28,1973,1,1,3.54,19,1,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
11572717,704,"Yu Lan, el niño aviador de China",9561207702,9789561207707,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333548839l/11572717._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333548839l/11572717._SY75_.jpg,,,,spa,,false,16513637,3,49,91,28,5,5:4|4:5|3:14|2:4|1:1|total:28,1945,,,3.25,24,4,"['704', '5791990']","['Pearl S. Buck', 'Core']","['3.98', '3.65']",['6914147'],['Cecil C. Hawking'],['3.29'],
547491,704,"The Clay Marble, with, Connections",0030547873,9780030547874,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,9,14,,Steck-Vaughn,false,57644894,1,46,91,24,1,5:7|4:7|3:8|2:2|1:0|total:24,1998,9,14,3.79,24,1,"['12677', '39010', '704', '46155', '191767', '602656']","['Minfong Ho', 'Stephanie St. Pierre', 'Pearl S. Buck', 'Jean Little', 'Lynn Joseph', 'Julie Gold']","['3.83', '3.83', '3.98', '3.95', '4.00', '3.90']",[],[],[],Contents:<br />Connections: So many languages (autobiographical essay) / by Minfong Ho --<br />Teenage refugees from Cambodia speak out / as told to Stephanie St. Pierre --<br />Tithra: lucky to be alive (interview) --<br />Ban: born in a refugee camp (interview) --<br />The old demon (short story) / by Pearl S. Buck --<br />Not enough Emilys (poem) / by Jean Little --<br />The bamboo beads (short story) / by Lynn Joseph --<br />From a distance (song lyrics) / by Julie Gold --<br />Minfong Ho (biographical sketch).
1080754,704,Secrets of the heart: stories,0381982874,9780381982874,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1976,,,,The John Day Co.,false,1067489,2,65,90,23,2,5:5|4:11|3:7|2:0|1:0|total:23,1976,1,1,3.91,21,2,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
2416953,704,Of Men and Women,0381980456,9780381980450,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1971,6,,,John Day Co,false,2424130,5,138,89,25,14,5:4|4:7|3:13|2:1|1:0|total:25,1941,1,1,3.56,12,5,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
1556333,704,"The Lovers, And Other Stories",0413454800,9780413454805,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1548801,4,65,88,25,4,5:3|4:9|3:11|2:2|1:0|total:25,1977,1,1,3.52,22,4,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
7931898,704,American Triptych: Three 'John Sedges' Novels,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1945,,,eng,John Day,false,11258952,5,74,87,24,2,5:7|4:6|3:7|2:3|1:1|total:24,1945,,,3.62,19,2,['704'],['Pearl S. Buck'],['3.98'],[],[],[],"Pearl Buck refers to this book as the 'Three John Sedge's Novels'. The book contains three novels actually written by Pearl Buck when she was in China, using the pseudonym 'John Sedges'.<br /><br />Each of the three books collected here are available individually:<br /><br /><a href=""https://www.goodreads.com/book/show/1556379.The_Townsman"" title=""The Townsman"" rel=""nofollow"">The Townsman</a><br /><br /><a href=""https://www.goodreads.com/book/show/1556381.Voices_in_the_House"" title=""Voices in the House"" rel=""nofollow"">Voices in the House</a><br /><br /><a href=""https://www.goodreads.com/book/show/11085053.The_Long_Love"" title=""The Long Love"" rel=""nofollow"">The Long Love</a>"
7655874,704,"Reader's Digest Best Loved Books for Young Readers Volume 2 (Reader's Digest Best Loved Books for Young Readers, #2)",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395604867l/7655874._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395604867l/7655874._SX50_.jpg,1966,,,eng,The Reader's Digest Association,false,10228356,1,113,86,20,4,5:7|4:12|3:1|2:0|1:0|total:20,1966,,,4.30,20,4,"['3353821', '1244', '704', '53350']","[""Reader's Digest Association"", 'Mark Twain', 'Pearl S. Buck', 'Howard Pyle']","['4.02', '3.86', '3.98', '4.04']",[],[],[],Stories included are:<br /><br />The Scarlet Pimpernel by Baroness Orczy<br /><br />The Adventures of Tom Sawyer by Mark Twain<br /><br />The Good Earth by Pearl S. Buck<br /><br />The Merry Adventures of Robin Hood
425880,704,Words of love,0381982637,9780381982638,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1974,,,,The John Day Co.,false,414938,2,63,84,24,2,5:5|4:7|3:8|2:3|1:1|total:24,1974,1,1,3.50,16,1,['704'],['Pearl S. Buck'],['3.98'],[],[],[],
2905087,704,The People of Japan,0709103018,9780709103011,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551720275l/2905087._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551720275l/2905087._SX50_.jpg,1966,,,eng,Simon & Schuster,false,2932237,3,78,84,23,4,5:5|4:9|3:5|2:4|1:0|total:23,1966,,,3.65,13,2,['704'],['Pearl S. Buck'],['3.98'],[],[],[],"The People of Japan—what are they really like, today? To Westerners, there seems a bewildering discrepancy between what we dimly know or feel we know of them—the familiar myths of God-Emperor and samurai, of feudal splendor and fierce insularity—and their present openness of spirit, their desire to move as equals in the modern world. <br /><br />Pearl S. Buck—with her special gift for making Westerners not only understand but feel an empathy for Oriental life—now brings us close to them. Here are the people of Japan—rich and poor, businessmen and professionals, farmers, students, aristocrats—as only she knows them.<br /><br />It is life itself that she shows us... <br /><br />...Eighty pages of photographs (including sixteen pages in full color)—of private lives and intimate moments as well as formal, public occasions—add an extraordinary depth to Miss Buck's narrative.<br /><br />[Excerpt from the jacket]"
