id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
10297191,1709,Eugénie Grandet,8854120413,9788854120419,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327965318l/10297191._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327965318l/10297191._SY75_.jpg,2010,,,ita,Newton Compton,false,1399014,795,30853,64344,16953,699,5:4389|4:6507|3:4567|2:1180|1:310|total:16953,1833,,,3.80,7,0,"['228089', '3136746']","['Honoré de Balzac', 'Riccardo Reim']","['3.80', '3.84']",['1709'],['Grazia Deledda'],['3.64'],"Delicata storia di un amore liliale schiacciato e beffato dall’avarizia e dal cinismo e al tempo stesso spietata analisi della borghesia di provincia, avida e speculatrice, che tutto subordina alla smania di ricchezza e di dominio, <i>Eugénie Grandet</i> viene pubblicato nel 1833, subito accolto da una critica entusiasta che lo saluta come un capolavoro. Primo grande libro di Balzac, questo romanzo (che qui si ripropone nell’esemplare traduzione di Grazia Deledda, oggi quasi introvabile) allinea alcuni tra i più riusciti “ritratti” del grande scrittore: l’ingenua e soave Eugénie, il vecchio Grandet sordido e tirannico, il bel cugino Charles, arrampicatore sociale senza scrupoli – figure di raro vigore, tra le più potenti, in assoluto, dell’intera letteratura francese.<br /><br /><i>«Gli ultimi lampi di vita parevano concentrati negli occhi, ed appena poteva aprirli era un rapido volgerli angosciosi verso la stanza che chiudeva i suoi tesori, mentre con voce tremante d’un panico interno, ripeteva alla figliuola: «Vi sono? Vi sono?». «Sì, babbo».»</i>"
18138070,1709,Il tesoro,8862020112,9788862020114,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372514334l/18138070._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372514334l/18138070._SX50_.jpg,2007,,,ita,Ilisso,false,25480974,10,31,33,10,1,5:0|4:4|3:5|2:1|1:0|total:10,1897,,,3.30,4,1,['1709'],['Grazia Deledda'],['3.64'],[],[],[],"Quarto romanzo della corposa produzione di una Deledda allora poco più che ventenne, Il tesoro «ambisce a rappresentare uno spaccato della società nuorese di fine '800 nei suoi principali ambienti e mentalità». Al di là dell'espediente narrativo consistente nel recupero di un misterioso tesoro evocatore di speranze di rivalsa economica e sociale, vicende sentimentali e ragioni d'interesse nascondono e pur mantengono maliziose incursioni del vissuto autorale."
9866360,1709,La giustizia,8879839861,9788879839860,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372516162l/9866360.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372516162l/9866360._SY75_.jpg,,,,ita,Newton Compton,false,14757863,6,43,30,10,2,5:0|4:3|3:4|2:3|1:0|total:10,1899,,,3.00,10,2,"['1709', '178122']","['Grazia Deledda', 'Anna Dolfi']","['3.64', '3.47']",[],[],[],"Pubblicato nel 1899, ""La giustizia"" s'inscrive a pieno titolo nella protostoria della scrittirce. Nel periodo che va dal 1888 al 1900, la deledda si prova in una serie di sperimentazioni diverse e, al tempo stesso, di tentativi dispersivi, dettati dalle esigenze di mercato, dando vità nell'arco di appena un decennio a ben nove volumi, equamente divisi tra romanzi e raccolte di novelle."
25133776,1709,Stella d'oriente,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426248683l/25133776._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426248683l/25133776._SY75_.jpg,2007,,,ita,Il maestrale,false,44831158,10,13,28,8,0,5:1|4:3|3:3|2:1|1:0|total:8,2007,1,1,3.50,5,0,['1709'],['Grazia Deledda'],['3.64'],[],[],[],
6598073,1709,New Italian Women: A collection of of short fiction,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,6791858,2,30,26,8,0,5:1|4:2|3:4|2:0|1:1|total:8,2009,3,30,3.25,4,0,"['75443', '1709', '21582', '157782', '292578', '127070', '712107', '361154', '353610']","['Martha King', 'Grazia Deledda', 'Natalia Ginzburg', 'Dacia Maraini', 'Elsa Morante', 'Anna Maria Ortese', 'Fabrizia Ramondino', 'Gina Lagorio', 'Rosetta Loy']","['3.68', '3.64', '3.98', '3.57', '4.08', '3.65', '3.70', '3.39', '3.33']",[],[],[],
18137749,1709,Fior di Sardegna,8862020074,9788862020077,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372504567l/18137749._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372504567l/18137749._SX50_.jpg,2007,,,ita,Ilisso,false,25480407,17,29,25,8,2,5:2|4:0|3:4|2:1|1:1|total:8,1891,,,3.12,5,1,['1709'],['Grazia Deledda'],['3.64'],[],[],[],"Dietro la storia di amore e morte impostata secondo le direttive della letteratura nazionale e popolare e non aliena da uno spiccato autobiografismo, c'è in <i>Fior di Sardegna</i> «la vita signorile sarda, vita tutta diversa da quella del continente» per un romanzo che, pur nell'ingenua leggerezza di un'autrice che «non conta ancora venti anni», anticipa le tracce di un imminente e articolato progetto letterario."
2156809,1709,Naufraghi in porto,8804162139,9788804162131,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ita,,false,2162319,3,10,24,6,1,5:2|4:2|3:2|2:0|1:0|total:6,1902,,,4.00,5,1,['1709'],['Grazia Deledda'],['3.64'],[],[],[],
18138259,1709,Le colpe altrui,8862020376,9788862020374,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372520510l/18138259._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372520510l/18138259._SX50_.jpg,2008,,,ita,Ilisso,false,25481276,10,16,24,6,1,5:3|4:1|3:1|2:1|1:0|total:6,1914,,,4.00,2,1,['1709'],['Grazia Deledda'],['3.64'],[],[],[],"Il romanzo racconta la storia della famiglia Zanche. Il patriarca, Bakis, ormai in fin di vita, viene accudito da Sirena, sua serva da 40 anni. Il vecchio è separato da sua moglie, Marianna, madre dei suoi due figli: Andrea e Mikali. Andrea sta per tornare in Sardegna dopo essere stato in continente per il servizio militare. Intanto però Vittoria, la sua fidanzata, si rende conto di essere innamorata non di lui, ma di suo fratello Mikali. Un romanzo corale sui temi della colpa e del pentimento."
23836090,1709,Nostalgie,8862020465,9788862020466,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418568774l/23836090._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418568774l/23836090._SX50_.jpg,2009,,,ita,Ilisso,false,43447556,29,21,23,6,1,5:1|4:4|3:0|2:1|1:0|total:6,1905,,,3.83,3,0,['1709'],['Grazia Deledda'],['3.64'],[],[],[],
23635745,1709,Fler nobeller - Noveller av Nobelpristagare,,9789172216433,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417348448l/23635745._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417348448l/23635745._SX50_.jpg,2012,,,swe,En bok för alla,false,43240672,1,23,23,8,2,5:0|4:0|3:7|2:1|1:0|total:8,2012,1,1,2.88,8,2,"['9939238', '9939239', '446692', '134980', '1197', '3989', '9939240', '36635', '1113469', '8550', '3534', '7728', '4391', '1709', '1545124', '22515', '978', '65633', '957894', '18317', '3439713', '6669']","['Gun Ekroth', 'Lars Rydquist', 'Tomas Tranströmer', 'Herta Müller', 'Harold Pinter', 'V.S. Naipaul', 'Imre Kertésy', 'Juan Ramón Jiménez', 'Hermann Hesse', 'Yasunari Kawabata', 'Toni Morrison', 'Doris Lessing', 'Saul Bellow', 'Grazia Deledda', 'Johannes V. Jensen', 'Mario Vargas Llosa', 'Wole Soyinka', 'J.M.G. Le Clézio', 'Albert Camus', 'Knut Hamsun', 'Kenzaburō Ōe', 'Wisława Szymborska']","['3.15', '2.88', '4.08', '3.61', '3.79', '3.70', '2.88', '3.82', '4.05', '3.75', '3.91', '3.65', '3.76', '3.64', '3.74', '3.97', '3.81', '3.65', '4.00', '4.00', '3.78', '4.32']",[],[],[],"Nobelpristagare i kortform!<br />Nästan alla nobelpristagare i litteratur har skrivit noveller. En novell är som alla vet en kort skönlitterär text, men vad är en nobell? I en här samlingen finns även andra former av korta texter: utdrag ur romaner eller essäistiska och anekdotiska berättelser. En nobell är helt enkelt att utmärkt sätt att bekanta sig med nobelpristagarna när man inte hunnit läsa deras längre romaner!<br />Den första volymen med Nobeller kom på En bok för alla 2007. Den nya boken omfattar även den hela nobelprisets historia från 1901 till 2011 då Tomas Tranströmer fick priset.<br />Här finns utöver honom Hertha Müller, Harold Pinter, Imre Kertez, Toni Morrison, Doris Lessing, Vargas Llosa, J M G Le Clezio och många andra."
28412492,1709,Darul de Crăciun,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451570137l/28412492._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451570137l/28412492._SY75_.jpg,,,,,Editura Agora,false,48512825,1,7,23,5,0,5:3|4:2|3:0|2:0|1:0|total:5,,,,4.60,5,0,"['409388', '6378', '2789227', '1315', '7796359', '2938140', '2938141', '8993', '855454', '6587448', '128382', '1709', '28525', '15123', '5031025', '2063168']","['Ion Creangă', 'Hans Christian Andersen', 'Alexandru Vlahuţă', 'Louisa May Alcott', 'I. Al. Brătescu-Voineşti', 'Jacob Grimm', 'Wilhelm Grimm', 'O. Henry', 'Emil Gârleanu', 'Maria, regina Romaniei', 'Leo Tolstoy', 'Grazia Deledda', 'Washington Irving', 'Carlo Collodi', 'Anton Chekhov', 'Barbu Ștefănescu Delavrancea']","['3.90', '4.12', '3.76', '4.06', '3.93', '4.16', '4.19', '4.08', '3.77', '4.47', '4.06', '3.64', '3.86', '3.86', '3.96', '3.75']",[],[],[],
33311648,1709,Racconti di Natale,,9788868720803,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481492344l/33311648._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481492344l/33311648._SY75_.jpg,2016,10,,ita,Cento Autori,false,28757939,3,17,22,6,1,5:3|4:0|3:2|2:0|1:1|total:6,2013,11,1,3.67,2,0,"['15123', '1709', '18791', '7702', '809936']","['Carlo Collodi', 'Grazia Deledda', 'Guy de Maupassant', 'Luigi Pirandello', 'Matilde Serao']","['3.86', '3.64', '3.86', '3.96', '3.66']",[],[],[],"Sei racconti, cinque grandi scrittori, un solo tema: il Natale. Storie di miseria, di solidarietà, di nostalgia, di miracoli che esprimono appieno una festa che si rinnova ogni anno nel segno della speranza."
43232703,1709,"A Very Italian Christmas: The Greatest Italian Holiday Stories of All Time (Very Christmas, #3)",,9781939931627,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576030352l/43232703._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576030352l/43232703._SX50_.jpg,2018,9,4,eng,New Vessel Press,false,67082126,2,21,22,6,2,5:1|4:3|3:1|2:1|1:0|total:6,,,,3.67,6,2,"['29227', '7702', '519780', '127070', '122764', '1709', '194351', '809936', '21582']","['Giovanni Boccaccio', 'Luigi Pirandello', 'Camillo Boito', 'Anna Maria Ortese', 'Andrea De Carlo', 'Grazia Deledda', 'Giovanni Verga', 'Matilde Serao', 'Natalia Ginzburg']","['3.85', '3.96', '3.44', '3.65', '3.28', '3.64', '3.56', '3.66', '3.98']",[],[],[],"The third in the very popular Very Christmas series, this volume brings together the best Italian Christmas stories of all time in an elegant and vibrant collection featuring classic tales and contemporary works. With writing that dates from the Renaissance to the present day, from Boccaccio to Pirandello, as well as Anna Maria Ortese, Natalia Ginzburg and Nobel laureate Grazia Deledda, this choice selection delights and intrigues. These literary gems are filled with ancient churches, trains whistling through the countryside, steaming tureens, plates piled high with pasta, High Mass, dashed hopes, golden crucifixes, flowing wine, shimmering gifts and plenty of style. Like everything the Italians do, this is Christmas with its very own verve and flair, the perfect literary complement to a Buon Natale italiano."
29287762,1709,The Conquest of Rome: (La Conquista Di Roma),1346909229,9781346909226,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,11,19,,Palala Press,false,2332389,47,31,22,6,1,5:1|4:2|3:3|2:0|1:0|total:6,1885,,,3.67,0,0,"['809936', '1709']","['Matilde Serao', 'Grazia Deledda']","['3.66', '3.64']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
48496288,1709,ELIAS PORTOLU (I PREMI NOBEL Vol. 63),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,73806310,1,6,21,6,1,5:2|4:1|3:2|2:0|1:1|total:6,,,,3.50,6,1,['1709'],['Grazia Deledda'],['3.64'],[],[],[],
14742727,1709,Il ritorno del figlio,8884672996,9788884672995,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338469896l/14742727._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338469896l/14742727._SY75_.jpg,2005,,,ita,Centro di Studi Filogici Sardi / CUEC,false,20390363,4,12,20,5,1,5:2|4:2|3:0|2:1|1:0|total:5,1919,,,4.00,5,1,"['1709', '5831861']","['Grazia Deledda', 'Dino Manca']","['3.64', '4.27']",[],[],[],"La novella <i>Il ritorno del figlio</i> ci è stata trasmessa attraverso un manoscritto autografo e diversi testimoni a stampa. <br />Curata nei dettagli, l’edizione critica di questo testo presenta un’analisi puntuale del manoscritto, una ricostruzione delle storie redazionali, un’indagine sulle diversità intercorse fra i vari testimoni. Un’operazione che, per quanto riguarda buona parte della produzione deleddiana, fino ad ora non è stata compiuta, ma che risulta importante perché può aiutare a capire il rapporto intercorso tra la scrittrice e la sua opera. <br /><br />«Nel nostro caso -scrive il curatore- scandagliare la documentazione manoscritta di una novella precedente all’edizione a stampa e indagare la diversità redazionale intercorsa fra i testimoni […] ci ha consentito, pur nella limitatezza del campo d’azione, di entrare dentro il laboratorio deleddiano, dentro quel “farsi testo” che è proprio di ogni artigianato compositivo e di ogni opera d’arte.»"
22886596,1709,"La Martora, La Volpe, La Cerbiatta",,9788897301950,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407523975l/22886596._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407523975l/22886596._SY75_.jpg,,,,ita,il Narratore audiolibri,false,42456247,3,10,19,5,0,5:1|4:2|3:2|2:0|1:0|total:5,,,,3.80,5,0,['1709'],['Grazia Deledda'],['3.64'],[],[],[],"Questi tre racconti appartengono al periodo più felice della produzione di Grazia Deledda, dal primo al secondo decennio del ‘900. La Martora: un ragazzino libero e ribelle incontra una donna che vive reclusa in casa, ed entrambi sono conquistati dalla bellezza e dalla dolcezza del piccolo animale, metafora dell'amore perduto. La Volpe: l'animale come pretesto per dissidi, gelosie e veleni fra gli abitanti di un villaggio delle montagne sarde. La Cerbiatta: un vecchio e le sue sofferenze addolcite dal difficile rapporto con una cerva selvatica. La distanza dalla Sardegna (si stabilirà a Roma all'inizio del secolo) agisce positivamente sulla scrittrice, smussandone il regionalismo e sublimando il folklore sardo dei suoi scritti in una certa atmosfera fiabesca, adattissima ai suoi interessi psicologici e morali. La narrazione asciutta permette di tratteggiare personaggi netti, privi di sbavature, irrequieti e travagliati da dissidi interiori, tutt'uno con l'ambiente naturale in cui vivono. I sentimenti che li guidano non lasciano spazi a ipotesi positive, e i sorprendenti finali aperti sono lì a mostrare che il destino è qualcosa che non si cambia, che amore solitudine e morte si devono scontare come un debito antico. Sullo sfondo delle storie una terra che abbaglia per la sua arcaica e austera bellezza. La voce profonda e intensa della narratrice dà vita ai personaggi, ai loro sentimenti e ai meravigliosi paesaggi della terra sarda. Le introduzioni musicali ai brani sono del gruppo vocale sardo Tenores di Bitti 'Mialinu Pira', tratti dall' album 'Su monte 'e Mesus'. (Versioni integrali)"
18138165,1709,La fuga in Egitto,8862020414,9788862020411,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372516834l/18138165._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372516834l/18138165._SX50_.jpg,2008,,,ita,Ilisso,false,25481116,8,15,19,5,2,5:2|4:1|3:1|2:1|1:0|total:5,1925,,,3.80,4,2,['1709'],['Grazia Deledda'],['3.64'],[],[],[],"Protagonista del romanzo è un vecchio maestro in pensione, Giuseppe, che ha un figlio adottivo, nato da una donna suicida per sua colpa. Il figlio è avventuroso e scapestrato, sposato a una vedova nevrotica. Ma subito appare la serva, che attrae il padrone e ne diventa l'amante, tanto che i due concepiranno un figlio. Intorno a questa tormentata famiglia si snoda un romanzo sulla solitudine e l'infelicità, con costanti rimandi al tema del viaggio o della fuga, e con la consapevolezza che nell'uomo la spinta al male è forte quanto quella al bene."
36134831,1709,Cuentos italianos,,9788494016509,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503864931l/36134831._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503864931l/36134831._SY75_.jpg,,,,spa,Gadir Editorial,false,57733690,3,13,17,4,0,5:2|4:1|3:1|2:0|1:0|total:4,,,,4.25,4,0,"['194351', '508669', '38706', '152981', '7702', '1709']","['Giovanni Verga', 'Edmondo de Amicis', 'Italo Svevo', ""Gabriele D'Annunzio"", 'Luigi Pirandello', 'Grazia Deledda']","['3.56', '3.83', '3.75', '3.54', '3.96', '3.64']",[],[],[],"Esta antología de cuentos italianos pretende acercar al lector en español un grupo de autores de primer nivel, de rango universal, que pertenecen a uno de los momentos más brillantes de creación literaria en Italia: el periodo de finales del siglo XIX y comienzos del XX: Verga, De Amicis, Svevo, D’Annunzio, Pirandello y Deledda, autores insuficientemente conocidos por el lector actual, en los que encontramos una modernidad que no ha envejecido con el tiempo, a menudo un humor extraordinario y siempre una gran maestría literaria.<br /><br />Esta antología permite aproximarse a ellos en «pequeñas dosis», que nos muestran las inquietudes temáticas y estilísticas de cada uno de ellos, y busca suscitar el interés de un amplio espectro de lectores, incluidos los jóvenes. Los relatos escogidos de Giovanni Verga muestran su faceta urbana y romántica («X») y la social, vinculada a Sicilia («La hacienda»). El de Edmundo de Amicis es un ejemplo de sus inquietudes sociales y morales. En «A traición», de Italo Svevo, asistimos a un dilema moral desde la perplejidad y el discurso interior habituales en el autor de La conciencia de Zeno. Los relatos de Gabriele D’Annunzio se alejan del tono grave y decadente habitual en sus novelas y rezuman humor. ¿Qué decir de Pirandello? Cada uno de sus relatos es un mundo. Los dos elegidos destacan también por su humor. Cierra el volumen un genial relato de Grazia Deledda, «El jabatillo», grato, tierno e impactante."
21808746,1709,Sole D'Estate,1477669000,9781477669006,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478691923l/21808746._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478691923l/21808746._SX50_.jpg,2012,6,16,,Createspace Independent Publishing Platform,false,41076100,6,12,16,5,0,5:0|4:2|3:2|2:1|1:0|total:5,2012,6,16,3.20,4,0,['1709'],['Grazia Deledda'],['3.64'],[],[],[],"Bonaccia Cinquanta centesimi Lo spirito della madre Luna di settembre Una creatura piange Il vestito nuovo Il moscone Caccia all'uomo Occhi celesti Scherzi di primavera La Madonna del topo L'ospite Leone o faina I diavoli nel quartiere Nozze d'oro La tomba della lepre Storia d'una coperta L'anello di platino Elzeviro d'urgenza Lo stracciaiolo del bosco Il tappeto La chiesa nuova La grazia Numeri Theros"""
18138118,1709,Il vecchio e i fanciulli,8862020384,9788862020381,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372515557l/18138118._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372515557l/18138118._SX50_.jpg,2008,,,ita,Ilisso,false,25481047,7,9,14,4,1,5:0|4:3|3:0|2:1|1:0|total:4,1928,,,3.50,3,1,['1709'],['Grazia Deledda'],['3.64'],[],[],[],"Il vecchio Ulpiano Melis ha bisogno di un servo, ma ha difficoltà a trovarlo: son tempi duri. La fame e la guerra hanno portato via i ragazzi più forti, e la ricerca si rivela vana fino a quando Luca Doneddu, un ragazzino sedicenne, si proporrà a servizio. Nonostante la sua giovane età Luca ha una personalità spiccata e un carisma fuori dalla norma. Con il suo arrivo, Ulpiano Melis è finalmente felice: il giovane servo sembra aver risolto tutti i suoi problemi, e averne alleviato la solitudine. Tra i due si instaura subito un rapporto di rispetto e fiducia, amicizia e intimità. Il vecchio non sospetta che quello stesso ragazzo, di lì a breve, porterà scompiglio e sofferenza nella sua famiglia..."
19402759,1709,Fiabe e leggende sarde,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ita,,true,27475268,2,25,14,5,1,5:0|4:1|3:2|2:2|1:0|total:5,,,,2.80,4,0,"['1709', '7544104']","['Grazia Deledda', 'Carlo Mulas']","['3.64', '3.78']",[],[],[],"Grazia Deledda fu un’appassionata ricercatrice e un’originale studiosa della tradizione sarda.<br /><br />Non c’è romanzo o novella dell’autrice nuorese che non faccia riferimento, in maniera diretta o indiretta, alle tradizioni popolari della Sardegna, ai famosi ""Contos antigos"" o ""Contos de foghile"" della millenaria cultura sarda.<br /><br />D’altronde, come sarebbe possibile raccontare a sos istranzos (ai forestieri) l’isola dei Nuraghi, senza fare riferimento alle sue tradizioni etnografiche e religiose, ancora oggi così radicate, che la rendono una delle terre più intriganti del mondo?<br /><br />In questo senso, la Deledda rimane una delle guide più attuali per conoscere il ricchissimo patrimonio di antiche storie sarde, di “leggende che si incrociano e si confondono con le fiabe” dove il “verosimile” si mischia col “fantastico”.<br /><br />Le narrazioni tradizionali che vengono presentate in questa raccolta furono scritte da Grazia Deledda in diversi periodi della sua esistenza, nonché in diversi “contesti” letterari ed editoriali.<br /><br />Si parte dai preziosi resoconti narrativi che la Deledda scrisse per importanti riviste, e che contengono tredici racconti, tra fiabe e leggende sarde, molte delle quali ancora diffuse nell'isola: <br /><br />Sas nurras, Leggende di Gallura, La leggenda di Andrea Doria, Gli spiriti del Castello, Nostra Signora di Gonare, Il mastro di Sorres, La maledizione dei monaci, Lo spirito di Madama Galdona, La fiaba dei tre fratelli, La leggenda di Monte Bardia, La fiaba di don Juanne e Mariedda, La leggenda della nascita de is launeddas e Le uova di zia Birora.<br /><br />Si prosegue con ""L’anellino d’argento"", novella fiabesca che vede protagoniste le Janas, e si conclude con alcune delle pagine più suggestive, tratte dai romanzi ""Canne al vento"" e ""Cosima"", che contengono quell'aura ancestrale propria dei racconti popolari sardi e della produzione letteraria deleddiana: ""Efix e gli spiriti del bosco"" e ""Cosima e la leggenda del muflone"".<br /><br />L'autrice<br />Grazia Deledda nacque a Nuoro nel 1871. Trascorse la prima fase della sua vita in un contesto culturale agro-pastorale che la formerà in maniera decisiva. Fu una scrittrice autodidatta. Cominciò la sua carriera narrativa collaborando con numerose riviste di costume e cultura. <br /><br />Verso la fine dell'Ottocento, durante un breve soggiorno a Cagliari, incontrò Palmiro Madesani che divenne suo marito e col quale si trasferì a Roma. Nel 1926, unica donna in Italia, fu insignita del Premio Nobel per la Letteratura, per il suo senso artistico e le sue originali capacità creative. Visse nella capitale italiana sino al 1936, anno della sua morte.<br /><br />La Deledda è autrice di numerosi romanzi, novelle, saggi e articoli di vario genere. Tra le sue opere più famose: Racconti Sardi (1894), Elias Portolu (1903), Canne al vento (1913), La madre (1920) e Cosima (1936).<br /><br />L'eBook<br />La presente edizione, unica nel suo genere, è dotata di un sommario interattivo ed è stata realizzata per i dispositivi e le applicazioni di lettura Kindle. Il testo è stato regolarizzato secondo le regole grafiche attuali. Inoltre, è presente una nota introduttiva ed esplicativa per una migliore fruizione dell'opera."
20961761,1709,Il nonno,1477630414,9781477630419,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505511754l/20961761._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505511754l/20961761._SX50_.jpg,2012,6,9,ita,Createspace Independent Publishing Platform,false,40339879,7,7,13,3,0,5:1|4:2|3:0|2:0|1:0|total:3,1908,,,4.33,2,0,['1709'],['Grazia Deledda'],['3.64'],[],[],[],"Comprende dodici testi pubblicati negli anni che vanno dal 1899 al 1908. La raccolta appare disomogenea e i vari testi si differenziano fra loro nell’impostazione, nei procedimenti narrativi, nei temi e nell’ambientazione. Per esempio, c’è l’alternanza di ambientazione sarda a contesti continentali. Le novelle documentano una fase di passaggio, dove la fonte principale di ispirazione rimane la Sardegna, ma ora più consapevole perché libera da implicazioni emotive dirette, data la lontananza. Questa induce un rapporto di maggiore libertà sia nella scelta di temi ispirati alla più vicina esperienza romana sia nella scelta dei personaggi. Temi come quelli dell’inurbamento dei provinciali, dello spaesamento nella città, o quello del divorzio rispondono a problemi di urgente modernità. Emergono casi di singoli individui, interpreti di un malessere e di un disagio comuni a città e campagna, all’isola e al continente: le due facce di un mondo in trasformazione che richiede, per essere narrato, il superamento dei moduli regionalistici e la ricerca di nuove forme espressive."
