id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1509544,54428,Bahnwärter Thiel,,9783150066171,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,,,ger,Reclam,false,2250130,80,5454,12675,3735,90,5:650|4:1084|3:1260|2:568|1:173|total:3735,1888,,,3.39,3390,67,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Die Novelle ""Bahnwärter Thiel"" entstand 1887 und gehört zu den herausragenden Werken des Naturalismus. Thiel ist ein in sich gekehrter Mensch, der nicht viele Worte macht, sich jedoch mit den Nachbarskindern abgibt und seinen Beruf mit Hingebung ausführt. Er gerät in einen wachsenden inneren Konflikt, als seine Frau Minna stirbt und er sich wieder verheiratet um die Versorgung seines Sohnes Tobias abzusichern. Er versucht trotz wachsender Spannungen sein Leben in den gewohnten Bahnen zu halten, sieht sich jedoch mehr und mehr unfähig dazu. (Zusammenfassung von Eva K.)"
30591881,54428,"Phantom, a Novel",1355850886,9781355850885,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,5,7,,Palala Press,false,51131454,3,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['918208', '54428']","['Bayard Quincy Morgan', 'Gerhart Hauptmann']","['3.51', '3.32']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
27513179,54428,Parsival,1296412474,9781296412470,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,2,20,,Scholar's Choice,false,47552281,20,2,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,1914,,,2.00,1,0,"['54428', '2771704']","['Gerhart Hauptmann', 'Oakley Williams']","['3.32', '3.00']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
36549123,54428,Sonnen,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,58281049,1,1,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
35303081,54428,Der Rote Hahn: Tragikom�die in Vier Akten (Classic Reprint),0282143114,9780282143114,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496841109l/35303081._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496841109l/35303081._SX50_.jpg,2018,4,23,,Forgotten Books,false,56672479,7,3,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,1912,1,1,2.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Der Rote Hahn: Tragikom�die in Vier Akten<br /><br />Doch! (R)et %euer mu� Buch hab'n, fonft brennt et nich. Ier mu� eener beiiehn, Der mat von verfteht.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
36549140,54428,Die goldene Harfe,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,58281069,1,1,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
36466651,54428,Die Jungfern vom Bischofsberg,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,58174592,7,1,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,,,,2.00,1,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
37784157,54428,Tintoretto,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,59436122,1,1,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,,,,1.00,1,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
25566197,54428,Textausgabe + Lektüreschlüssel. Gerhart Hauptmann: Bahnwärter Thiel (Reclam Textausgabe + Lektüreschlüssel),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,50141406,3,1,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,2013,3,20,1.00,0,0,"['542136', '54428']","['Mario Leis', 'Gerhart Hauptmann']","['3.20', '3.32']",[],[],[],"Nur als E-Book: Textausgabe + Lektüreschlüssel! Dieses E-Book bietet sowohl Gerhart Hauptmanns ""Bahnwärter Thiel"" aus Reclams Universal-Bibliothek als auch den passenden Lektüreschlüssel. Der Text enthält die Referenz zum gedruckten Buch und ist damit zitierfähig und verwendbar in Schule und Studium. Der Lektüreschlüssel hilft übersichtlich, schnell und zielgerichtet bei Verständnisfragen, die während der Lektüre auftreten. Als Kombiprodukt zu einem unschlagbar günstigen Preis."
52695484,54428,Hexenritt,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,73710323,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
37436026,54428,"Gerhart Hauptmann Gesammelte Werke, Vol. 6 of 12 (Classic Reprint)",0332060365,9780332060361,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527187580l/37436026._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527187580l/37436026._SX50_.jpg,2018,5,19,,Forgotten Books,false,59066892,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Gerhart Hauptmann Gesammelte Werke, Vol. 6 of 12<br /><br />Scrivesi adunque, che il re Carlo, il qudo i Francesi co] cognome di Magno agguagliano Pompeo cd ad Alessandro, nel regno mo ferventemente s'inmmor� d'un: giovane, la quale, per gamto a� occhi moi pareva, ogni 11m del regno di Franck di bellena in quei tempi mpasswa. Fu questo te di si fer vente more acceso di costei, cos) perduto, cd ebbe l'mimo cos! Conotto dallo sue tenere arme e hscivie, che non cumdo il darum, che per tal mgione nella farm e nell'onore riceva, cd abbaudonati i pensieri del governo del regno.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
29124647,54428,"The Dramatic Works of Gerhart Hauptmann, Volume 7",1347629122,9781347629123,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,12,6,,Palala Press,false,49376524,5,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,9,27,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
45188654,54428,Die Weber. Schauspiel aus den vierziger Jahren. Textausgabe mit Kommentar und Materialien: Reclam XL – Text und Kontext,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,69912335,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['54428', '205515']","['Gerhart Hauptmann', 'Martin Neubauer']","['3.32', '3.60']",[],[],[],
33810652,54428,"Gerhart Hauptmann: ""Bahnwärter Thiel"" | ""Vor Sonnenaufgang"" | ""Der Apostel"" | ""Der Ketzer von Soana""",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,54719496,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['54428', '9838906']","['Gerhart Hauptmann', 'Lara Sonntag']","['3.32', '3.98']",[],[],[],
46125686,54428,Bahnwärter Thiel. EinFach Deutsch Unterrichtsmodelle: Klassen 8 - 10,3140223536,9783140223539,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71052817,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['54428', '19224909', '302648']","['Gerhart Hauptmann', 'Katharine Pappas', 'Norbert Schläbitz']","['3.32', '0.0', '2.89']",[],[],[],
45457604,54428,"Florian Geyer - E Pippa balla! (I grandi della letteratura, #96)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1968,,,ita,Fratelli Fabbri Editori,false,70230545,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
29108006,54428,"Poet Lore, Volume 10",1345119895,9781345119893,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,10,22,,Arkose Press,false,49346835,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
35305020,54428,Indipohdi: Dramatisches Gedicht (Classic Reprint),0282225676,9780282225674,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496819086l/35305020._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496819086l/35305020._SX50_.jpg,2018,5,21,,Forgotten Books,false,56674325,3,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Indipohdi: Dramatisches Gedicht<br /><br />So kam er, nach den B�chern der Verhei�ung, die Himmelsfrau, als Kind, auf seinem Arm. Dies ist! Was w�re da wohl zu bezweifeln?<br /><br />M AT Z AT Z I N Kein Zweifel ruhrt mich an. Schon die Belehrung.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
28853338,54428,The Dramatic Works of Gerhart Hauptmann: Later Dramas in Prose: The Maidens of the Mount. Grieselda. Gabriel Schilling's Flight,1347829377,9781347829370,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,12,7,,Palala Press,false,49066006,3,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
877928,54428,Italienische Reise 1897: Tagebuchaufzeichnungen,3549055722,9783549055724,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1976,1,1,,Propylaen,false,863256,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],
38017880,54428,"Shakespeare Visionen: Eine Huldigung Deutscher K�nstler; Radierungen, Steindrucke, Holzschnitte (Classic Reprint)",0428593674,9780428593674,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517725045l/38017880._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517725045l/38017880._SX50_.jpg,2018,12,10,,Forgotten Books,false,59726876,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Shakespeare Visionen: Eine Huldigung Deutscher K�nstler; Radierungen, Steindrucke, Holzschnitte<br /><br />Alles Dramatischen ist jedenfalls das gespaltene oder doppelte Ich. 11 ersten Akteure hie�en Homo und Ratio, oder auch du und das primitivste nach au�en zur Erscheinung gebrachte Drama war das aute Selbstgesprach. Die erste B�hne war nirgend anders als im Kopfe.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
40418623,54428,"Gerhart Hauptmann Gesammelte Werke, Vol. 5 of 12 (Classic Reprint)",0365772070,9780365772071,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528651580l/40418623._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528651580l/40418623._SX50_.jpg,2018,5,2,,Forgotten Books,false,62742302,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Gerhart Hauptmann Gesammelte Werke, Vol. 5 of 12<br /><br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
39439342,54428,"Gesammelte Werke, Vol. 4 of 12 (Classic Reprint)",036465371X,9780364653715,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522276560l/39439342._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522276560l/39439342._SX50_.jpg,2018,10,30,,Forgotten Books,false,61093924,4,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Gesammelte Werke, Vol. 4 of 12<br /><br />(R)eblau: man gut, wir mollcn'� {dm 8mnmt, 9raham 8ma, feet an meine Gehe unb la�t ber ��clt ibm 2auf, wir werben nicht wicbcr j�nger.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
42025824,54428,"Gerhart Hauptmann Gesammelte Werke, Vol. 12 of 12 (Classic Reprint)",1396243372,9781396243370,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,9,14,,Forgotten Books,false,65555753,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Gerhart Hauptmann Gesammelte Werke, Vol. 12 of 12<br /><br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
34786121,54428,Schluck Und Jau (Classic Reprint),0259051136,9780259051138,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525256836l/34786121._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525256836l/34786121._SX50_.jpg,2018,4,22,,Forgotten Books,false,55984938,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Schluck und Jau<br /><br />Dem Jagdherrn mach ich meine Reverenz und allen werten Gasten dieses Schlosses, die Sankt Huberto, ihrem Schutzpatron.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
35190098,54428,Griselda (Classic Reprint),0259964603,9780259964605,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544296947l/35190098._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544296947l/35190098._SX50_.jpg,2018,11,28,,Forgotten Books,false,56529706,8,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Griselda<br /><br />Sda8 (c)ra� mu� la�. U.nfer errgott wird ein Gin leben haben. GB tr�pfelt. Sl�chi'te �boche fchneit'� wom�glich. L1nfer igerrgott wird beffer wiffen als Du, was %iehwirtfchaft i�.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
40391344,54428,"Gesammelte Werke, Vol. 8 of 12 (Classic Reprint)",0366946536,9780366946532,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528844747l/40391344._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528844747l/40391344._SX50_.jpg,2018,5,21,,Forgotten Books,false,62705451,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Gesammelte Werke, Vol. 8 of 12<br /><br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
44337378,54428,Gesammelte Werke. Dritter Band.,0274910438,9780274910434,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,8,7,,Wentworth Press,false,68893490,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
39118020,54428,"Gesammelte Werke, Vol. 2 of 6 (Classic Reprint)",0259780170,9780259780175,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550054632l/39118020._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550054632l/39118020._SX50_.jpg,2019,2,4,,Forgotten Books,false,60720178,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['54428'],['Gerhart Hauptmann'],['3.32'],[],[],[],"Excerpt from Gesammelte Werke, Vol. 2 of 6<br /><br />Stripe. 3d) wenn glei uffetgen. Sib amal ber. Eu tiebt ben Zopf aus bem Sunbei, feet ibn auf ben $ifd) nnb wiibli weiter.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
