id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
12701188,18540,Le avventure di Huckleberry Finn,8806136054,9788806136055,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367156225l/12701188._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367156225l/12701188._SY75_.jpg,1994,,,ita,Einaudi,false,1835605,5577,1597018,4285932,1122495,14992,5:338396|4:387395|3:282023|2:83622|1:31059|total:1122495,1876,,,3.82,17,2,"['1244', '4485447', '18540', '182090']","['Mark Twain', 'Enzo Giachino', 'T.S. Eliot', 'Leo Marx']","['3.86', '3.78', '4.16', '3.65']",[],[],[],"Congedandosi dai lettori nelle ultime pagine di ""Tom Sawyer"", Mark Twain preannuncia un nuovo romanzo che uscirà nel 1885, nove anni più tardi: un'opera che, come afferma T.S. Eliot, ""merita il titolo di capolavoro"". Fuggito alle cure, o piuttosto alle persecuzioni di un padre ubriacone, vissuto per qualche tempo dentro una botte da zucchero, riacciuffato e di nuovo abbandonato, Huck intraprende un memorabile viaggio sul Mississipi con lo schiavo Jim, altro miserevole evaso. L'America dell'età dell'oro, con i suoi coloni, avventurieri e impostori, accompagna Huck fino al nuovo incontro con Tom Sawyer e l'approdo alla fattoria di zio Silas. Un lucido realismo trasforma le avventure di un ragazzo in epopea universale che si riallaccia a quelle più antiche del viaggio e dell'iniziazione alla vita.Traduzione di Enzo Giachino. I saggi di T.S. Eliot e di Leo Marx offrono due diverse letture del romanzo e dimostrano che un classico è ""in primo luogo terreno di confronto e non uno spazio di certezze canonizzate e acquisite""."
20520995,18540,Collected Poems of T.S. Eliot 1909-1935,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389564178l/20520995._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389564178l/20520995._SY75_.jpg,1936,,,eng,"Harcourt, Brace and Company, Inc.",false,41357776,6,720,1062,245,15,5:131|4:73|3:35|2:4|1:2|total:245,1936,1,1,4.33,192,8,['18540'],['T.S. Eliot'],['4.16'],[],[],[],
8411839,18540,Works of T. S. Eliot,1607788209,9781607788201,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,75903255,4,431,986,219,3,5:138|4:59|3:17|2:4|1:1|total:219,,,,4.50,145,3,['18540'],['T.S. Eliot'],['4.16'],[],[],[],
12084489,18540,The Collected Works of T.S. Eliot,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498246513l/12084489._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498246513l/12084489._SX50_.jpg,2011,7,12,,A & L eBooks,true,41357731,8,621,932,211,6,5:131|4:47|3:24|2:8|1:1|total:211,1986,,,4.42,204,5,['18540'],['T.S. Eliot'],['4.16'],[],[],[],"The collection contains a selection of T.S. Eliot’s work, all with an active Table of Contents for easy navigation! The collection is formatted for optimal viewing on the Nook! The collection includes:<br /><br />PRUFROCK AND OTHER OBSERVATIONS, which contains:<br />•	The Love Song of J. Alfred Prufrock<br />•	Portrait of a Lady<br />•	Preludes<br />•	Rhapsody on a Windy Night<br />•	Morning at the Window<br />•	The Boston Evening Transcript<br />•	Aunt Helen<br />•	Cousin Nancy<br />•	Mr. Apollinax<br />•	Hysteria<br />•	Conversation Galante<br />•	La Figlia Che Piange<br /><br />POEMS, containing:<br /><br />•	Gerontion<br />•	Burbank with a Baedeker: Bleistein with a Cigar<br />•	Sweeney Erect<br />•	A Cooking Egg<br />•	Le Directeur<br />•	Mélange adultère de tout<br />•	Lune de Miel<br />•	The Hippopotamus<br />•	Dans le Restaurant<br />•	Whispers of Immortality<br />•	Mr. Eliot's Sunday Morning Service<br />•	Sweeney Among the Nightingales<br />THE WASTE LAND<br /><br />EELDROP AND APPLEPEX (short story)<br /><br />THE SACRED WOOD: ESSAYS ON POETRY AND CRICTICISM, containing:<br />•	The Perfect Critic<br />•	Imperfect Critics<br />•	Tradition and the Individual Talent<br />•	The Possibility of a Poetic Drama<br />•	Euripides and Professor Murray<br />•	""Rhetoric"" and Poetic Drama<br />•	Notes on the Blank Verse of Christopher Marlowe<br />•	Hamlet and His Problems<br />•	Ben Jonson<br />•	Philip Massinger<br />•	Swinburne As Poet<br />•	Blake<br />•	Dante<br /><br />EZRA POUND: HIS METRIC AND POETRY"
1355677,18540,Anabasis,0156074060,9780156074063,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1970,10,21,eng,Mariner Books,false,1345392,23,881,896,229,30,5:80|4:78|3:51|2:11|1:9|total:229,1924,,,3.91,175,21,['275175'],['Saint-John Perse'],['3.87'],['18540'],['T.S. Eliot'],['4.16'],"This internationally famous poem by the 1960 Nobel laureate was introduced to English-language readers in this translation by T. S. Eliot. In this definitive edition, French and English texts appear on facing pages. Preface by T. S. Eliot.<br />"
197313,18540,Inventions of the March Hare: Poems 1909-1917,0156005875,9780156005876,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400872226l/197313._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400872226l/197313._SX50_.jpg,1998,4,1,,Mariner Books,false,627953,6,339,666,165,13,5:62|4:62|3:29|2:9|1:3|total:165,1996,9,1,4.04,141,9,"['18540', '2783788']","['T.S. Eliot', 'Christopher Ricks']","['4.16', '3.85']",[],[],[],This extraordinary trove of previously unpublished early works includes drafts of poems such as “The Love Song of J. Alfred Prufrock” as well as ribald verse and other youthful curios. “Perhaps the most significant event in Eliot scholarship in the past twenty-five years” (New York Times Book Review). Edited by Christopher Ricks.<br />
479035,18540,The Use of Poetry and the Use of Criticism,0674931505,9780674931503,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1986,7,1,,Harvard University Press,false,1050185,8,647,663,164,11,5:61|4:60|3:34|2:7|1:2|total:164,1964,1,1,4.04,141,11,['18540'],['T.S. Eliot'],['4.16'],[],[],[],"The 1932-33 Norton Lectures are among the best and most important of Eliot's critical writings. Tracing the rise of literary self-consciousness from the Elizabethan period to his own day, Eliot does not simply examine the relation of criticism to poetry, but invites us to ""start with the supposition that we do not know what poetry is, or what it does or ought to do, or of what use it is; and try to find out, in examining the relation of poetry to criticism, what the use of both of them is."" <br /><br />Eliot begins with the appearance of poetry criticism in the age of Dryden, when poetry became the province of an intellectual aristocracy rather than part of the mind and popular tradition of a whole people. Wordsworth and Coleridge, in their attempt to revolutionize the language of poetry at the end of the eighteenth century, made exaggerated claims for poetry and the poet, culminating in Shelley's assertion that ""poets are the unacknowledged legislators of mankind."" And, in the doubt and decaying moral definitions of the nineteenth century, Arnold transformed poetry into a surrogate for religion. <br /><br />By studying poetry and criticism in the context of its time, Eliot suggests that we can learn what is permanent about the nature of poetry, and makes a powerful case for both its autonomy and its pluralism in this century."
80413,18540,Eliot: Poems,0375401857,9780375401855,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,5,26,eng,Everyman's Library,false,1800812,1,444,662,164,12,5:65|4:51|3:40|2:5|1:3|total:164,1955,,,4.04,164,12,"['18540', '35796']","['T.S. Eliot', 'Peter Washington']","['4.16', '4.19']",[],[],[],"T. S. Eliot (1888-1965) was the dominant force in twentieth-century British and American poetry. With poems such as ""The Love Song of J. Alfred Prufrock, "" he introduced an edgy, disenchanted, utterly contemporary version of French Symbolism to the English-speaking world. With his masterpiece ""The Waste Land, "" he almost single-handedly ushered an entire poetic culture into the modern world. And with his enormously influential essays he set the canonical standards to which writers and critics of poetry have adhered throughout our era."
79647,18540,The Seagull Reader: Poems,0393976319,9780393976311,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,76909,5,346,592,156,14,5:40|4:62|3:39|2:12|1:3|total:156,2000,10,,3.79,76,10,"['45298', '18248173', '438', '15201', '18540', '29574', '11978', '128738', '50090']","['Joseph Kelly', 'Paul     Allen', 'Billy Collins', 'Rita Dove', 'T.S. Eliot', 'Seamus Heaney', 'John Keats', 'Li-Young Lee', 'Sharon Olds']","['3.87', '3.74', '4.16', '4.01', '4.16', '4.11', '4.18', '4.19', '4.15']",[],[],[],
1063544,18540,On Poetry And Poets,0571089836,9780571089833,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311999842l/1063544._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311999842l/1063544._SY75_.jpg,1957,1,1,,Faber & Faber,false,1050184,12,527,582,144,10,5:59|4:46|3:29|2:6|1:4|total:144,1957,1,1,4.04,115,7,['18540'],['T.S. Eliot'],['4.16'],[],[],[],"The Nobel Prize-winning poet's literary essays and lectures on Virgil, Sir John Davies, Milton, Johnson, Byron, Goethe, Kipling, Yeats, and the art of poetry."
1149170,18540,The Elder Statesman,0374146764,9780374146764,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1959,12,1,,Farrar Straus Giroux,false,1136637,8,302,557,158,24,5:31|4:46|3:61|2:15|1:5|total:158,1959,12,,3.53,119,14,['18540'],['T.S. Eliot'],['4.16'],[],[],[],"T. S. Eliot's last play, drafted originally in 1955 but not completed until three years later. Lord Claverton, an eminent former cabinet minister and banker, is helped to confront his past by the love of his daughter, his Antigone.<br /><br />The dialogue in <i>The Elder Statesman</i>, the love scenes in particular, contain some of Eliot's most tender and expressive writing for the theatre. The play was first performed at the Edinburgh Festival in 1958."
12266482,18540,Poèmes suivi d'Hommage à Sextus Propertius,2070704955,9782070704958,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574227281l/12266482._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574227281l/12266482._SY75_.jpg,1985,11,21,fre,Gallimard,false,1243877,8,317,521,133,8,5:41|4:52|3:31|2:6|1:3|total:133,1983,1,1,3.92,4,0,"['30055', '18540', '19752184', '19752185', '1115715']","['Ezra Pound', 'T.S. Eliot', 'Michèle Pinson', 'Ghislain Sartoris', 'Alain Suied']","['3.94', '4.16', '4.50', '4.50', '4.17']",[],[],[],"Comment échapper à la déception de la poésie? À ses thèmes convenus? À sa fade et menteuse beauté? Comment écrire après les maîtres? Et comment rivaliser avec la prose pour la qualité première : être expressif?<br />La réponse d’Ezra Pound est la plus originale du XXe siècle. D’abord par la diversité des solutions trouvées dans ces Poèmes (critiques créatrices, poésie destructrice des fraudes et des truquages, imitations ou jeu des personae, traductions littéraires ou appropriations, renouvellement de genres délaissés comme l’épigramme, etc.) ; ensuite parce que les réponses sont des œuvres ; enfin parce que les Poèmes d’Ezra Pound sont des chefs-d’œuvre.<br />Certains de ces Poèmes sont donc venus à nous précédés d’une réputation immense, comme en témoigne la capitale Introduction de T. S. Eliot : les textes inspirés des troubadours, Lustra, Cathay («invention de la poésie chinoise en anglais», dit Eliot), Le Vaucrant, l’Hommage à Properce, Mauberley, etc. Ces poèmes demandaient à être retrouvés dans notre langue! Gageure? Vaine prétention à égaler des perfections? L’Hommage à Properce, cette rigoureuse enquête sur la poésie, est l’une des plus belles élégies de Pound, par excellence poète élégiaque.<br />Les Poèmes fondent les Cantos, et plus d’une fois s’aventurent plus loin. Le Vaucrant est le principe des Cantos, et le dernier canto (CXX) retourne au Dôria de Ripostes<br />Pour Ezra Pound, écrire est synonyme de vivre, et la vie est un périple, un exil où la nostalgie s’applique à retrouver (comme dans la Lettre d’exil de Cathay) un langage de Paradis, le Paradis par la parole."
8087895,18540,New Selected Poems and Translations,0811217337,9780811217330,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,,,eng,New Directions,false,57200238,5,362,518,138,12,5:51|4:34|3:26|2:22|1:5|total:138,2010,,,3.75,103,10,"['30055', '17370482', '18540', '86808']","['Ezra Pound', 'Richard Sieburth', 'T.S. Eliot', 'John Berryman']","['3.94', '3.93', '4.16', '4.15']",[],[],[],"This newly revised and greatly expanded edition of Ezra Pound’s <em>Selected Poems</em> is intended to articulate Pound for the twenty-first century. Gone are many of the “stale creampuffs” (as Pound called them) of the 1949 edition. Instead, new emphasis has been laid on the interpenetration of original composition and translation within Pound’s career. New features of this edition include the complete “Homage to Sextus Propertius” in its original lineation, early translations from Cavalcanti, Heine, and the troubadours, as well as late translations of Sophocles, and the Confucian Odes.<br /><br /><br />As a lifelong expatriate, Pound parceled out his work to a variety of journals in England, America, France, and Italy. This new edition takes account of this complex publishing history by giving the poems in the chronological order of their original magazine publication. We can observe Pound as he first emerges onto the literary scene in the pages of Ford Madox Ford’s <em>English Review</em> and Harriet Monroe’s Chicago-based <em>Poetry</em>, and then as an agent provocateur for the avant-garde <em>Little Review</em>, <em>Blast</em>, and <em>The Dial</em>.<br /><br /><br />Unlike all previous selections, this volume provides annotation to all the early poems as well as a running commentary on the later Cantos — indispensable to any reader wanting to follow Pound on his epic odyssey through ancient China, medieval Provence, the Italian Renaissance, the early American Republic, and the darkness of the twentieth century. The editor, Richard Sieburth, provides a chronology of Pound’s life, a new preface, and an informative afterword, “Selecting Pound.” Also included in the appendix are T. S. Eliot’s and John Berryman’s original introductions to Pound’s <em>Selected Poems</em>."
650774,18540,Cats: The Book of the Musical,0156155826,9780156155823,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1983,4,28,eng,Mariner Books,false,636910,20,310,507,132,10,5:47|4:41|3:27|2:10|1:7|total:132,1981,11,1,3.84,118,10,"['34916', '18540', '5632173']","['Andrew Lloyd Webber', 'T.S. Eliot', 'Joan Eliot']","['4.27', '4.16', '3.85']",[],[],[],"A richly illustrated book that re-creates the making of one of Broadway’s biggest hits, based on Eliot’s Old Possum’s Book of Practical Cats. Color photographs and drawings by John Napier.<br />"
80417,18540,Letters of T.S. Eliot: 1898-1922,0156508508,9780156508506,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,9,24,eng,Mariner Books,false,77652,13,477,506,122,10,5:48|4:47|3:24|2:3|1:0|total:122,1988,,,4.15,89,6,"['18540', '45784']","['T.S. Eliot', 'Valerie Eliot']","['4.16', '4.39']",[],[],[],Eliot's correspondence from his childhood in St. Louis until he had settled in England and published The Waste Land. Edited and with an Introduction by Valerie Eliot; Index; photographs.<br />
1873437,18540,The Confidential Clerk,0571081622,9780571081622,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1975,2,27,eng,Faber  Faber,false,1874358,15,287,453,133,18,5:17|4:41|3:56|2:17|1:2|total:133,1950,,,3.41,110,13,['18540'],['T.S. Eliot'],['4.16'],[],[],[],<b>The Confidential Clerk</b> was first produced at the Edinburgh Festival in the summer of 1953.<br /><br />'The dialogue of <b>The Confidential Clerk</b> has a precision and a lightly felt rhythm unmatched in the writing of any contemporary dramatist.' <i>Times Literary Supplement</i><br /><br />'A triumph of dramatic skill: the handling of the two levels of the play is masterly and Eliot's verse registers its greatest achievement on the stage - passages of great lyrical beauty are incorporated into the dialogue.' <i>Spectator</i>
2141452,18540,The Writer's Chapbook: A Compendium of Fact...from the 20th Century's Preeminent Writers,014009878X,9780140098785,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1992,11,1,eng,Penguin Books,false,208386,6,525,427,104,18,5:40|4:42|3:16|2:5|1:1|total:104,1989,6,7,4.11,15,2,"['6474', '3534', '9322', '3083854', '3535', '5152', '463', '1455', '233593', '7680', '18540', '7927', '7659']","['George Plimpton', 'Toni Morrison', 'Edward Albee', 'Tom Wolfe', 'William Faulkner', 'Vladimir Nabokov', 'Philip Roth', 'Ernest Hemingway', 'W.H. Auden', ""Eugene O'Neill"", 'T.S. Eliot', 'Norman Mailer', 'Paul Bowles']","['4.04', '3.91', '4.02', '3.86', '3.85', '3.89', '3.81', '3.83', '4.17', '3.96', '4.16', '3.82', '3.94']",[],[],[],"Culled from interviews with the world's greatest modern writers in the pages of The Paris Review by the digest's famous editor, a miscellany of advice, quips, and observations covers such topics as motivation, work habits, and critics.<br /><br /><br />The first issue of The Paris Review in 1953 included an interview on the craft of writing with E. M. Forster, perhaps the greatest living author of the time. Subsequent issues carried interviews with, among others, François Mauriac, Graham Greene, Irwin Shaw, William Styron, Ralph Ellison, and William Faulkner; in the intervening years, many of the world's most significant writers (Ezra Pound, Robert Frost, Ernest Hemingway, John Updike, and John Dos Passos) sat down with The Paris Review. Many of the interviews have been collected in a series of volumes entitled Writers at Work. From these interviews, The Paris Review's editor, George Plimpton, has selected the best and most illuminating insights that the writers have provided and arranged them by subject rather than by author.<br /><br />The book is divided into four parts: ""The Writer: A Profile"" (including the sections ""On Reading,"" ""On Work Habits,"" On the Audience,"" etc.); Part II is ""Technical Matters"" (""On Style,"" ""On Plot,"" etc.); Part III is ""Different Forms"" (""On Biography,"" ""On Journalism""); and Part IV is ""The Writer's Life,"" covering topics like conferences, courses, and teaching, along with a section in which writers provided portraits of other writers.<br /><br /><i>The Writer's Chapbook</i> is a fund of observations by writers on writing. These range from marvelous one-liners (Eugene O'Neill on critics: ""I love every bone in their heads""; T.S. Eliot on editors: ""I suppose some editors are failed writers—but so are most writers"") to expositions on plot, character, and the technical process of putting pen to paper and doing it for a living. ""I don't even have a plot,"" says Norman Mailer; Paul Bowles describes writing in bed; Toni Morrison talks about inventing characters; and Edward Albee and Tom Wolfe explain where they discovered the titles for Who's Afraid of Virginia Woolf and The Bonfire of the Vanities.<br /><br />This book is a treasure. But beware: What is true for the Writers at Work series holds for The Writer's Chapbook even more—a reader who picks it up, intending just to dip into it, might not emerge for days."
303621,18540,My Brother's Keeper: James Joyce's Early Years,030681210X,9780306812101,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,5,15,,Da Capo Press,false,294657,9,258,424,114,11,5:21|4:45|3:43|2:5|1:0|total:114,1957,,,3.72,101,7,"['174909', '18540', '3572']","['Stanislaus Joyce', 'T.S. Eliot', 'Richard Ellmann']","['3.76', '4.16', '4.19']",[],[],[],"Stanislaus Joyce was more than his brother's keeper: he was at various times his brother's co-dependent, touchstone, conscience, and biggest fan. The two shared the same genius, the same childhood influences, and had the same literary instinct, but in Stanislaus it was channeled into sober academic pursuit, while in James it evolved into gaiety, wild whimsy, and at times sodden despair.Covering the first twenty-two years of James Joyce's life in Dublin and Trieste, My Brother's Keeper is a window onto the drama that was his youth. Thanks to Stanislaus's superb memory and sure hand, here we find the Dublin of Dubliners: the streets, neighbors, churches, and unforgettable eccentrics. Here we see the model for Ulysses' Simon Dedalus: James' father, a dour and violent figure when in his cups. Here are the Joyces in their own home, and the minor characters that pepper A Portrait of the Artist: Eileen, Leopold Bloom's comely daughter; Mrs. Riordan, the surly teacher; Mr. Casey, the political agitator. And finally, here is Trieste, a place of exile for Stanislaus but a retreat for James. Stanislaus Joyce has fashioned both an invaluable primary source for his brother's opaque masterpieces and a loving memoir of his brother's early life."
715044,18540,The Wheel of Fire,0415253950,9780415253956,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,5,20,eng,Routledge,false,701296,18,335,423,102,13,5:39|4:45|3:13|2:4|1:1|total:102,1930,,,4.15,85,10,"['8255299', '18540']","['G. Wilson Knight', 'T.S. Eliot']","['4.03', '4.16']",[],[],[],"Originally published in 1930, this classic of modern Shakespeare criticism proves both enlightening and innovative. Standing head and shoulders above all other Shakespearean interpretations, this is the masterwork of the brilliant English scholar, G. Wilson Knight. Founding a new and influential school of Shakespearean criticism, <em>Wheel of Fire</em> was Knight's first venture in the field - his writing sparkles with insight and wit, and his analyses are key to contemporary understandings of Shakespeare."
843210,18540,The Art of Poetry,0691018804,9780691018805,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1989,7,21,,Princeton University Press,false,2258703,10,371,359,84,5,5:44|4:25|3:11|2:2|1:2|total:84,1958,,,4.27,18,1,"['141425', '18540']","['Paul Valéry', 'T.S. Eliot']","['3.93', '4.16']",[],[],[],"All of Valery's major meditations on the theory and practice of poetry are included in this volume. T.S. Eliot writes in his introduction that Valery ""invented, and was to impose on his age . . . a new conception of the poet."" In Valery's own words, the poet is characterized as a ""cool scientist, almost an algebraist, in the service of a subtle dreamer."" Valery focuses his attention on the deliberate formal work that transforms the dream into the poem, in his own poems, as well as in analyses of La Fontaine, Victor Hugo, Baudelaire, the Symbolists, Mallarme, Rimbaud, and others."
18898003,18540,Ezra Pound: His Metric and Poetry,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,394718,17,250,343,89,4,5:26|4:32|3:25|2:4|1:2|total:89,1918,,,3.85,55,1,['18540'],['T.S. Eliot'],['4.16'],[],[],[],
18747118,18540,Macavity: The Mystery Cat,0571308139,9780571308132,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391278533l/18747118._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391278533l/18747118._SX50_.jpg,2014,5,1,eng,Faber  Faber,false,26630769,7,195,329,83,17,5:30|4:24|3:25|2:4|1:0|total:83,2014,4,29,3.96,72,16,"['18540', '81763']","['T.S. Eliot', 'Arthur Robins']","['4.16', '4.07']",[],[],[],"<b>'Macavity' (the mystery cat!) is one of the best-loved poems from T. S. Eliot's <i>Old Possum's Book of Practical Cats - </i>the inspiration for <i>Cats: The Musical -</i> beloved by generations of children and their parents.</b><br /><br />Now, Macavity is given a new life in this stunning picture book with illustrations from Arthur Robins that perfectly convey all the wit and humour of Eliot's creation.<br /><br />To sit alongside other classics such as <i>The Gruffalo</i>, <i>The Tiger Who Came to Tea</i>, and Spot.<br /><br /><b>'Arthur Robins' witty and robust illustrations bring Macavity up to date, delighting a new generation of readers'</b> <i>Guardian</i>"
35058321,18540,Eleştiri: Anlamı ve İşlevi,,9789753555135,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493839982l/35058321._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493839982l/35058321._SY75_.jpg,2002,11,7,tur,İz Yayıncılık,false,1383673,15,256,325,95,8,5:11|4:36|3:31|2:16|1:1|total:95,2004,6,1,3.42,1,0,"['53451', '6423748', '915333', '18540']","['Matthew Arnold', 'Walter Pater', 'T.E. Hulme', 'T.S. Eliot']","['3.75', '3.83', '3.78', '4.16']",['4370685'],['Ahmet Aydoğan'],['3.71'],"Çağımızdaki gibi insanların bilgelikle bilgiyi, bilgi ile malûmatı, mümkün ile zorunlu, geçici ile kalıcı olanı birbirine karıştırdığı ve hayatın meselelerini mühendisliğin tabirleriyle çözmeye kalkıştığı bir zamanda dünya, tarihin kaydetmediği yeni bir darkafalılık ve bağnazlık tipine sahne olmaktadır.<br /><br />Bu, mekanla değil zamanla ilgili bir taşralılıktır; çünki onlar için tarih, zamanlarını tamamlayıp kullanımdan kaldırılmış insani tekniklerin bir çetelesinden ibarettir; çünki onlar için dünya, içinde ölülerin hiçbir payının bulunmadığı, sadece yaşayanların mülküdür. Bu tür taşralılığın arz ettiği tehlike hepimizin, yeryüzündeki bütün halkların, hep birlikte taşralı olabileceğidir; ve taşralı olmakla yetinmeyenler sadece birer münzevi olabilirler.<br /><br />Eğer bu tür taşralılık tahammül anlamında, daha büyük bir hoşgörüye yol açmış olsaydı, bunun için söylenecek daha fazla şey olabilirdi; fakat bu öyle görünüyor ki ayırt edici bir dogma yahut standardı muhafaza etmemiz gereken meselelerde bizim kayıtsız kalmamıza; mahallî ya da kişisel tercihe bırakılabilecek meselelerde ise hoşgörüsüz olmamıza meydan verecektir muhtemelen.<br /><br />Eleştiri böyle bir zamanda sesini her zamankinden daha gür ve yüksek perdeden çıkarmalıdır."
2825558,18540,Eliot and His Age: T. S. Eliot's Moral Imagination in the Twentieth Century,1933859539,9781933859538,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,7,15,eng,Intercollegiate Studies Institute,false,651581,10,343,323,77,7,5:35|4:27|3:12|2:1|1:2|total:77,1971,,,4.19,58,6,"['50252', '109904', '18540']","['Russell Kirk', 'Benjamin G. Lockerd', 'T.S. Eliot']","['4.11', '4.03', '4.16']",[],[],[],"Though much has been written about T. S. Eliot since it was first published, Eliot and His Age remains the best introduction to the poet’s life, ideas, and literary works. It is the essential starting place for anyone who would understand what Eliot was about. Russell Kirk’s view of his older friend is sympathetic but not adulatory. His insights into Eliot’s writings are informed by wide reading in the same authors who most influenced the poet, as well as by similar experiences and convictions.<br /><br />Kirk elaborates here a significant theory of literary meaning in general, showing how great literary works awaken our intuitive reason, giving us profound visions of truth that transcend logical processes. And he traces Eliot’s political and cultural ideas to their true sources, showing the balance and subtlety of Eliot’s views. Eliot and His Age is a literary biography that will endure when much of the more recent writing on Eliot is gathering dust."
