id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
233780,39326,Der Fänger im Roggen,3499108518,9783499108518,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1970,1,1,ger,Rowohlt Taschenbuch,false,3036731,464,3755418,9994338,2627013,54988,5:896939|4:813212|3:556883|2:226167|1:133812|total:2627013,1951,7,16,3.80,198,8,"['819789', '39326']","['J.D. Salinger', 'Heinrich Böll']","['3.84', '3.87']",[],[],[],"Beim ersten Mal Lesen konnte ich ihn auf Anhieb nicht ausstehen: Holden Caulfield, der Held in Jerome David Salingers <i>Der Fänger im Roggen</i> ging mir mit seinen naseweisen, altklugen Lebensbetrachtungen ziemlich auf den Wecker. Ein paar Jahre später fiel mein Urteil anders aus: Holden durchschaut und schildert in seinem schnodderigen Jugendjargon die oft so verlogene Welt der Erwachsenen. Und weil er merkt, daß er auf der Schwelle zu eben dieser Erwachsenenwelt steht, wehrt er sich dagegen, sich dort einzufügen.<p> So ist er gerade aus dem vierten Internat geflogen, weil seine schulischen Leistungen in fast allen Fächern ungenügend waren. Zurück in New York steigt er zunächst in einem zwielichtigen Hotel ab, da er sich nicht gleich bei seinen Eltern sehen lassen will. Die nun folgenden Begegnungen und Gespräche mit den verschiedensten Leuten machen seine Sensibilität und seine Gefühlsverwirrung deutlich, die er hinter einer coolen Fassade nur sehr unzureichend zu verstecken vermag und gipfelt schließlich in dem berühmt gewordenen Satz ""Ein Pferd ist doch wenigstens menschlich"".</p><p> Holden träumt von einer einsam gelegenen Blockhütte irgendwo im sonnigen Westen, in der er seine Kinder vor den Erwachsenen verstecken möchte. Doch im Gespräch mit seiner kleinen Schwester Phoebe wird deutlich, daß er nicht weiß, was er mit sich und seinem Leben tatsächlich anfangen soll. Und genau das ist es, was Salingers Roman auch fünfzig Jahre nach seinem Erscheinen noch so aktuell sein läßt -- denn diesem Problem müssen sich die Heranwachsenden jeder Generation aufs Neue stellen. <i>--Elisabeth Lang</i></p>"
23957433,39326,Sankari ja muita varhaisia kertomuksia,9511183869,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418994877l/23957433._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1418994877l/23957433._SY75_.jpg,2003,,,fin,Otava,false,43561284,1,7,11,3,0,5:0|4:2|3:1|2:0|1:0|total:3,2003,1,1,3.67,3,0,['39326'],['Heinrich Böll'],['3.87'],['5285885'],['Markku Mannila'],['3.38'],
33985411,39326,Contos Irónicos,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485364055l/33985411._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485364055l/33985411._SY75_.jpg,,,,por,Publicações Europa-América,false,54978637,1,8,11,3,0,5:0|4:2|3:1|2:0|1:0|total:3,1972,,,3.67,3,0,"['39326', '16347807']","['Heinrich Böll', 'Veronika de Vasconcelos']","['3.87', '3.67']",[],[],[],
30336898,39326,Berømte noveller,8270101206,9788270101207,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488398948l/30336898._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488398948l/30336898._SY75_.jpg,1982,,,nor,Det beste,false,50835048,1,14,11,3,0,5:1|4:0|3:2|2:0|1:0|total:3,1981,,,3.67,3,0,"['585', '16839', '3565', '18362', '302660', '7735', '1244', '3487', '704', '5031025', '4176632', '39326', '6878', '36913', '45712', '7728', '120374', '3535', '8993', '722688', '3345', '6076026', '51575', '2572', '8147', '273838', '4624490', '37848', '880695', '957894', '64199', '17623', '4273', '18317', '1455', '431149', '2995925', '8734', '5420035', '18791', '14041535', '55397', '24956', '15297505', '13388', '2533', '48535', '35258', '15297506', '128382']","['John Steinbeck', 'James Thurber', 'Oscar Wilde', 'Sholom Aleichem', 'Hjalmar Söderberg', 'Irwin Shaw', 'Mark Twain', 'Aldous Huxley', 'Pearl S. Buck', 'Anton Chekhov', 'W. Somerset Maugham', 'Heinrich Böll', 'John Updike', 'Rabindranath Tagore', 'Katherine Mansfield', 'Doris Lessing', 'Marcel Aymé', 'William Faulkner', 'O. Henry', 'Corrado Alvaro', 'Joseph Conrad', 'Saki', 'Colette', 'Rumer Godden', 'Karen Blixen', 'Ring Lardner', 'Edgar Allan Poe', 'Alberto Moravia', 'H.G. Wells', 'Albert Camus', ""Frank O'Connor"", 'D.H. Lawrence', 'Roald Dahl', 'Knut Hamsun', 'Ernest Hemingway', 'Truman Capote', 'M.R. James', 'Dorothy L. Sayers', 'Gregorio López y Fuentes', 'Guy de Maupassant', 'Maksim Gorkij', 'Nadine Gordimer', 'Dorothy Parker', 'Kathrine Anne Porter', 'Shirley Jackson', 'Graham Greene', 'Anatole France', 'Yukio Mishima', 'Lilika Nakos', 'Leo Tolstoy']","['3.93', '3.95', '4.10', '4.10', '3.80', '4.10', '3.86', '3.99', '3.98', '3.96', '4.04', '3.87', '3.80', '4.13', '3.78', '3.65', '3.88', '3.85', '4.08', '3.66', '3.50', '3.94', '3.80', '4.10', '4.00', '3.90', '4.17', '3.74', '3.83', '4.00', '4.04', '3.59', '4.13', '4.00', '3.83', '4.01', '3.96', '4.05', '3.73', '3.86', '3.91', '3.57', '4.08', '3.67', '3.95', '3.89', '3.90', '3.93', '3.67', '4.06']",[],[],[],as well as <br /><br />Alphonse Daudet<br />F. Scott Fitzgerald<br />Hernando Tellez<br />James Joyce<br />Damon Runyon<br />Machado de Assis<br />Gabrielle Roy
22013648,39326,Раняването,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485715528l/22013648._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485715528l/22013648._SY75_.jpg,1989,,,bul,Военно издателство,false,41327664,1,3,11,3,0,5:0|4:2|3:1|2:0|1:0|total:3,1989,1,1,3.67,3,0,"['39326', '6997070']","['Heinrich Böll', 'Хайнрих Бьол']","['3.87', '4.06']",['8508095'],['Анелия Цанкова'],['3.67'],"Дева Мария на войнишкия перон<br />Вестта<br />Любовна нощ<br />Незнайния войн<br />Як, вербувачът<br />Убийство<br />Седемнадесет и четири<br />Причина за смъртта: еврейски нос<br />Vive La France! <br />Страннико, ако стигнеш до Спа<br />В клетка<br />Не мога да я забравя<br />Зелено е полето<br />Моят скъпо струващ крак<br />Есенна самота<br />На брега<br />Смъртта на Лоенгрин<br />Риза от зелена коприна<br />Под надеждна закрила<br />Оптимистична история<br />Не съм комунист<br />На границата<br />Връзки"
40042609,39326,Seçilmiş əsərləri,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525546821l/40042609._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525546821l/40042609._SY75_.jpg,2009,,,aze,Şərq-Qərb,false,62043482,1,2,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,['39326'],['Heinrich Böll'],['3.87'],[],[],[],"Haynrix Böll (1917-1985) gəncliyinin on ilini ehtiyac üzündən cürbəcür peşələrə, Hitler ordusunda məşəqqətli cəbhə həyatına həsr edib. Buna görə də yaradıcılığa bir qədər gec - 30 yaşında başlayıb.<br />Onun ən gözəl əsərlərində - ""Qatar vaxtında gəldi"" (1949) və "" O illərin çörəyi"" (1955) povestlərində, ""Harda idin, Adəm"" (1951), ""Bir kəlmə də demədi..."" (1953), ""Sahibsiz ev"" (1954), ""Saat onun yarısında bilyard oyunu"" (1959), ""Bir təlxəyin düşüncələri"" (1963) romanlarında və silsilə hekayələrində müharibə illərinin ağrıları təsvir edilir.<br />Haynirix Böll sosializm ideallarına tapınmış, amma siyasi dünyagörüşünün yönümü onun yaradıcılığına az təsir göstərib."
44532204,39326,Поезд прибывает по расписанию / Долина грохочущих копыт / Самовольная отлучка,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552996386l/44532204._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552996386l/44532204._SY75_.jpg,1971,,,rus,Молодая гвардия,false,69113487,1,3,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,,,,3.33,3,0,['39326'],['Heinrich Böll'],['3.87'],[],[],[],"В настоящее издание включены три повести крупнейшего писателя ФРГ Генриха Бёля. Эти произведения относятся к разным периодам его творчества. Повесть ПОЕЗД ПРИБЫВАЕТ ПО РАСПИСАНИЮ написана в 1949 году, она принесла молодому Бёлю признание и славу. Вторая повесть ДОЛИНА ГРОХОЧУЩИХ КОПЫТ, вышла в 1957 году. Третья - САМОВОЛЬНАЯ ОТЛУЧКА - одно из последних произведений Бёля. <br />Разные эпохи в жизни Германии описываются в этих повестях - годы фашизма и войны и годы так называемого ""экономического чуда"". Герои разного возраста действуют в них - юноша-солдат, три подростка и уже немолодой человек, прошедший через жестокие испытания нацистской казармы и послевоенного безвременья. Но о чем и о ком ни писал бы Бель, он всегда остается антифашистом, борцом против милитаризма и реваншизма, беспощадным критиком норм буржуазной жизни и морали.<br />Эти три повести полны горечи и сарказма, и в то же время они лиричны и проникнуты любовью к простым людям."
39658886,39326,La Le�on de P�che,2723482332,9782723482332,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,3,7,,Glenat Jeunesse,false,61230229,1,3,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,"['39326', '2817499']","['Heinrich Böll', 'Émile Bravo']","['3.87', '3.90']",[],[],[],"<b>Une fable savoureuse et pertinente, pour nous rappeler que le bonheur n'est pas si dur � trouver !</b><br /><br />C'est l'histoire d'un p�cheur, en train de faire tranquillement sa sieste apr�s une p�che matinale. Arrive un touriste, plut�t stress� et tout � fait intrigu�. Il r�veille le p�cheur, afin de l'interroger. Il lui donne plein d'id�es ! � Et si vous alliez p�cher plus souvent, vous pourriez acheter des bateaux, une conserverie, faire travailler les gens � votre place ! � � Et pourquoi ? � r�pond le p�cheur incr�dule... �mile Bravo illustre avec brio cette fable d'un grand auteur allemand, pleine de bon sens, pour nous rappeler d'�tre plus � l'�coute de nos aspirations et de garder en t�te l'ambition... du bonheur ! Une lecture � m�diter avec le sourire... sans plus tarder !"
37921953,39326,Каждый день умирает частица свободы,5010015749,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515798432l/37921953._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515798432l/37921953._SY75_.jpg,1989,,,rus,Москва: Прогресс,false,59635107,1,2,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,1989,,,5.00,2,0,['39326'],['Heinrich Böll'],['3.87'],[],[],[],"В сборник немецкого писателя, лауреата Нобелевской премии Генриха Бёлля (1917-1985) включены художественно-публицистические произведения: повесть ""Потерянная честь Катарины Блюм..."", эссе, речи, интервью, исповедальное ""Письмо моим сыновьям"" - последнее творение страстного антифашиста, чьи исполненные высокого гуманизма произведения во многом определили характер послевоенной литературы Германии."
13615948,39326,"Gesichter - Satiren, Geschichten, Autobiographisches 1969-1981",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419945775l/13615948._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419945775l/13615948._SY75_.jpg,1984,,,ger,Aufbau-Verlag,false,19217353,1,5,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,1984,1,1,3.33,3,0,['39326'],['Heinrich Böll'],['3.87'],[],[],[],
20656214,39326,Min blege bror,,9788799468348,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392465162l/20656214._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392465162l/20656214._SY75_.jpg,2013,11,14,dan,Sisyfos,false,39952631,1,5,10,3,0,5:0|4:1|3:2|2:0|1:0|total:3,2013,11,14,3.33,3,0,"['177946', '4096582', '5557362', '127035', '179391', '681421', '258230', '6941602', '7850023', '45711', '7850024', '72654', '39326', '41616', '147584', '188893']","['Ilse Aichinger', 'Søren R. Fauth', 'Elisabeth Langgässer', 'Luise Rinser', 'Arno Schmidt', 'Wolfdietrich Schnurre', 'Martin Walser', 'Selma Rosenfeldt-Olsen', 'Alfred Andersen', 'Ingeborg Bachmann', 'Hans F. Bender', 'Wolfgang Borchert', 'Heinrich Böll', 'Friedrich Dürrenmatt', 'Wolfgang Hildesheimer', 'Marie Luise Kaschnitz']","['3.74', '3.65', '3.57', '3.74', '4.10', '3.71', '3.27', '3.23', '3.33', '4.07', '3.33', '4.03', '3.87', '3.91', '3.96', '3.72']",[],[],[],"German postwar short prose in Danish anthology.<br /><br />Efter Anden Verdenskrigs afslutning befandt hele Centraleuropa, og særligt Tyskland, sig i nulvte time, Stunde Null, som tilstanden også betegnes. Intet sted viser dette tomrum sig tydeligere end i litteraturen, for hvad kan man skrive om, når alt ligger i ruiner? Kortprosaforfatterne valgte at beskrive det, som var. De fikserede på denne måde virkeligheden i et røntgenblik og fremviste situationen i hele sin fortvivlende håbløshed; kun sådan kunne et håb få lov til at spire igen. <br /><br />Min blege bror. Tysk kortprosa efter krigen tæller - udover store, anerkendte forfattere som nobelpristageren Heinrich Böll, Ingeborg Bachmann og Arno Schmidt - også mindre kendte forfattere som Elisabeth Langgässer, Hans F. Bender og Luise Rinser. Flere af teksterne indeholder skildringer af hverdagsliv, eller mangel på samme, i en turbulent efterkrigstid, som er farvet af hungersnød, inflation og enorme traumer, psykiske som fysiske. Andre tekster peger mere frem mod kortprosaens videre udvikling og på udviklingen inden for nyere litteratur generelt."
49690164,39326,Das Vermächtnis: Erzählung,3921521653,9783921521656,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72184112,1,3,9,2,1,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,1,['39326'],['Heinrich Böll'],['3.87'],[],[],[],
10419844,39326,Die Paris Review 01.,3942377012,9783942377010,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468831966l/10419844._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468831966l/10419844._SY75_.jpg,,,,ger,,false,15324124,1,24,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,2011,1,1,4.50,2,0,"['24956', '1357577', '238', '34031', '4155510', '8283398', '1688850', '431149', '1455', '5152', '2778055', '39326', '463', '3534', '1728']","['Dorothy Parker', 'Françoise Sagan', 'Joan Didion', 'David Grossman', 'Alexandra Steffes', 'Judith Steffes', 'Henning Hoff', 'Truman Capote', 'Ernest Hemingway', 'Vladimir Nabokov', 'Kurt Vonnegut Jr.', 'Heinrich Böll', 'Philip Roth', 'Toni Morrison', 'Orhan Pamuk']","['4.08', '3.67', '3.93', '3.81', '4.50', '4.50', '4.50', '4.01', '3.83', '3.89', '4.06', '3.87', '3.81', '3.91', '3.76']",[],[],[],
36059701,39326,Rapporti sui sentimenti politici della nazione,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503001693l/36059701._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503001693l/36059701._SY75_.jpg,1976,3,13,ita,Einaudi,false,57638734,1,5,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,1975,,,4.50,2,0,['39326'],['Heinrich Böll'],['3.87'],['1599586'],['Italo Alighiero Chiusano'],['3.71'],"Collana Nuovo Politecnico 82<br /><br />Personaggio scomodo per eccellenza, in perpetua polemica con la vocazione autoritaria e repressiva delle istituzioni, Heinrich Böll ha scelto per questo suo intervento la forma dell'apologo. Il libro è costituito da una serie di rapporti di ""informatori"", agenti del controspionaggio che, in ossequio all'ossessione della congiura e della sovversione che regna nel paese, vedono dappertutto persone e situazioni sospette. Va a finire che tutti sospettano di tutti, e poiché gli informatori non si conoscono tra loro, il sospetto generalizzato finisce per coinvolgere anche loro in un grottesco girotondo, con esiti esilaranti...<br />Evidenti sono nella satira di Böll i riferimenti alla Germania d'oggi, ma il suo divertito risentimento va ben oltre la semplice cronaca, per investire problemi che restano aperti anche da noi."
18866849,39326,Moderne erzähler (#3),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1966,,,ger,Schöningh,false,26860766,2,5,9,3,1,5:0|4:1|3:1|2:1|1:0|total:3,1966,1,1,3.00,3,1,"['1057640', '1069594', '1900579', '279664', '39326', '72654', '41616', '1752350', '5223']","['Werner Bergengruen', 'Paul   Ernst', 'Wilhelm Schäfer', 'Hans Bender', 'Heinrich Böll', 'Wolfgang Borchert', 'Friedrich Dürrenmatt', 'Gerd Gaiser', 'Franz Kafka']","['3.83', '3.73', '3.50', '3.75', '3.87', '4.03', '3.91', '3.49', '3.89']",[],[],[],
43347301,39326,Murke's Collected Silences,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545812274l/43347301._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545812274l/43347301._SY75_.jpg,,,,eng,,false,67313854,1,6,9,3,0,5:0|4:0|3:3|2:0|1:0|total:3,,,,3.00,3,0,['39326'],['Heinrich Böll'],['3.87'],[],[],[],
136407,39326,Werke: Romane und Erzählungen,3462012177,9783462012170,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,131463,1,4,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,['39326'],['Heinrich Böll'],['3.87'],[],[],[],
4581265,39326,"Man muss immer weitergehen: Schriften und Reden, 1973-1975",3423106050,9783423106054,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514490490l/4581265._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514490490l/4581265._SY75_.jpg,1985,5,,ger,Deutscher Taschenbuch Verlag,false,4630660,1,6,9,2,1,5:1|4:1|3:0|2:0|1:0|total:2,1985,,,4.50,2,1,['39326'],['Heinrich Böll'],['3.87'],[],[],[],
15699694,39326,"The Search For Meaning, Vol. 2",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1976,,,eng,Great Books Foundation,false,21358179,1,14,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,1976,1,1,4.50,2,0,"['5031025', '7728', '39326', '1624', '5223', '41121', '2533', '22694', '128382', '3137322', '40582', '19405', '1466', '19879', '159', '5152']","['Anton Chekhov', 'Doris Lessing', 'Heinrich Böll', 'Herman Melville', 'Franz Kafka', 'Alan Sillitoe', 'Graham Greene', ""Flannery O'Connor"", 'Leo Tolstoy', 'Fyodor Dostoyevsky', 'Lino Novas Calvo', 'Thomas Mann', 'Jean-Paul Sartre', 'Stephen Crane', 'Henry James', 'Vladimir Nabokov']","['3.96', '3.65', '3.87', '3.54', '3.89', '3.79', '3.89', '4.16', '4.06', '4.18', '3.78', '3.94', '3.99', '3.41', '3.62', '3.89']",[],[],[],Collection of Short Stories:<br />1. A Dull Story - Anton Chekhov<br />2. The Temptation of Jack Orkney - Doris Lessing<br />3. Murke's Collected Silences - Heinrich Boll<br />The Thower Away - Heinrich Boll<br />4. Bartleby The Scrivener - Herman Mellville<br />5. The Metamorphosis - Franz Kafka<br />6. The Loneliness of the Long Distance Runner - Alan Sillitoe<br />7. The Destructors - Graham Greene<br />8. A Good Man is Hard To Find - Flannery O'Connor<br />9. Father Sergius - Leo Tolstoy<br />10. A Nasty Story - Fyodor Dostoyevsky<br />11. The Dark Night of Ramon Yendia - Lino Novas Calvo<br />12. Mario and the Magician - Thomas Mann<br />13. The Wall - Jean-Paul Sartre<br />14. The Open Boat - Stephan Crane<br />15. The Figure in the Carpet - Henry James<br />16. The Visit to the Museum - Vladimir Nabokov<br />Signs and Symbols - Vladimir Nabokov
13608101,39326,Garantía para Ulrike Meinhof: un artículo y sus consecuencias,843222734X,9788432227349,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334817452l/13608101._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334817452l/13608101._SY75_.jpg,1976,,,spa,Seix Barral,false,19204550,2,10,8,3,0,5:0|4:0|3:2|2:1|1:0|total:3,1972,,,2.67,2,0,['39326'],['Heinrich Böll'],['3.87'],[],[],[],
9654560,39326,Opere scelte. Volume II,8804487100,9788804487104,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435598417l/9654560._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435598417l/9654560._SY75_.jpg,2001,,,ita,,false,45675745,1,7,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,2001,,,4.00,2,0,['39326'],['Heinrich Böll'],['3.87'],[],[],[],"Il secondo volume delle opere di Boll 'chiude il cerchio' della sua opera. Nella prima parte si offrono i suoi ultimi resti narrativi; tra gli altri: ""Foto di gruppo con signora"", che individua e analizza il conflitto tra l'anima ingenua e l'ipocrisia della società, e ""L'onore perduto di Katharina Blum"", una requisitoria contro gli abusi della professione giornalistica. Nella seconda parte, divisi in quattro sezioni, in ordine cronologico, vengono presentati un centinaio di saggi, molti dei quali inediti in italiano."
18187911,39326,warum haben wir auf einander geschossen,902632510,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1981,,,,lamuv verlag,false,25586946,2,8,8,2,1,5:0|4:2|3:0|2:0|1:0|total:2,1981,1,1,4.00,1,0,"['39326', '7170001']","['Heinrich Böll', 'kopelew']","['3.87', '4.00']",[],[],[],
2828431,39326,Edgar Hilsenrath: Das Unerzähbare Erzählen,3492038409,9783492038409,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553027523l/2828431._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553027523l/2828431._SY75_.jpg,1996,,,ger,Piper,false,2854534,1,5,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,"['111689', '502998', '757384', '18985114', '262888', '1026734', '1840006', '18985115', '18985116', '196032', '39326', '708851', '69913', '1592258', '1396577', '250803', '18985117', '50761', '18985118', '791718', '1370518', '6104631', '195434', '131002', '18985119', '99517']","['Thomas Kraft', 'Edgar Hilsenrath', 'Jakov Lind', 'Marianne Wagner-Reinecke', 'Helmut Braun', 'Joseph von Westphalen', 'Peter Jokostra', 'Niels Höpfner', 'Fritz Rumler', 'Friedrich Torberg', 'Heinrich Böll', 'Ingeborg Drewitz', 'Karl-Heinz Götze', 'Alexander von Bormann', 'Ota Filip', 'Lothar Baier', 'Susann Möller', 'Sander L. Gilman', 'Marika Kreutz', 'Andreas Graf', ""Bettina Hey'l"", 'Ulrich Dittmann', 'Peter Stenberg', 'Heribert Hoven', 'Sibylle Cramer', 'Andrzej Szczypiorski']","['3.61', '3.96', '3.88', '4.00', '4.39', '3.55', '4.33', '4.00', '4.00', '3.97', '3.87', '2.63', '3.87', '4.17', '3.38', '3.75', '4.00', '3.79', '4.00', '2.83', '4.00', '3.28', '3.82', '4.00', '4.00', '3.84']",[],[],[],"Am 2. April 1996 feiert Edgar Hilsenrath seinen siebzigsten Geburtstag. Dieser Band mit Beiträgen zu seinem Leben und Werk (u. a. von Heinrich Böll, Friedrich Torberg, Ingeborg Drewitz, Ota Filip und Andrzej Szczypiorski) charakterisiert einen der wichtigsten deutschen Autoren der Gegenwart: einen Überlebenden des Holocaust, der für das eigentlich Unerzählbare einen literarischen Weg auf der Grenze zwischen der Not und der Lust des Erzählens gefunden hat."
24344159,39326,Across the Bridge,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,43926020,1,3,8,2,1,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,2,1,['39326'],['Heinrich Böll'],['3.87'],[],[],[],
9696783,39326,Opere scelte. Volume I,8804457759,9788804457756,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435598176l/9696783._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435598176l/9696783._SY75_.jpg,,,,ita,,false,14542115,1,8,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,1999,,,4.00,2,0,['39326'],['Heinrich Böll'],['3.87'],[],[],[],"Il primo volume delle opere di Boll presenta, in ordine cronologico, un'ampia scelta della sua produzione narrativa. Tra i testi proposti tutti i libri più significativi dello scrittore tedesco fino agli anni Settanta."
