id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
16791832,128607,Die Enden der Parabel,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355551023l/16791832._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355551023l/16791832._SX50_.jpg,1989,,,,Rowohlt,false,866393,79,142351,138044,34481,3042,5:15871|4:9132|3:5094|2:2495|1:1889|total:34481,1973,2,28,4.00,0,0,['235'],['Thomas Pynchon'],['3.85'],"['128607', '665157']","['Elfriede Jelinek', 'Thomas Piltz']","['3.53', '3.41']","Winner of the 1973 National Book Award, Gravity's Rainbow is a postmodern epic, a work as exhaustively significant to the second half of the 20th century as Joyce's Ulysses was to the first. Its sprawling, encyclopedic narrative and penetrating analysis of the impact of technology on society make it an intellectual tour de force."
18003797,128607,Rein Gold: Ein Bühnenessay,349803339,9783498033392,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370103209l/18003797._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370103209l/18003797._SY75_.jpg,2013,3,8,ger,Rowohlt,false,25267064,3,37,50,16,2,5:2|4:4|3:4|2:6|1:0|total:16,2013,3,8,3.12,13,2,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],"Ausgehend vom großen Dialog zwischen Göttervater Wotan und seiner Lieblingstochter Brünnhilde im 3. Akt der «Walküre», rollt Elfriede Jelinek die Geschehnisse in Richard Wagners monumentalem «Ring» - Zyklus noch einmal neu auf und verlängert sie in unsere Gegenwart. Dreh- und Angelpunkt ist die Bedeutung von Gold und Geld, nach denen alles drängt und die so gut wie alle Handlungen vorantreiben. Ihre umfassende Wirkungsmacht reicht vom Kampf um den Nibelungenschatz in mythologischer Vorzeit über Karl Marx’ Thesen in «Das Kapital», das fast parallel zu Wagners «Ring» entstand, bis hin zur heutigen Bankenkrise.<br /><br />In einem weitverzweigten Gedankenstrom und zugleich stets nah an Wagners Originaltext streift Jelinek in «Rein Gold» auch tagespolitische Phänomene wie das fragwürdige Finanzgebaren von Bundespräsidenten oder die brutalen Morde der Zwickauer Nazi-Terrorzelle, knüpft überraschende Zusammenhänge und kehrt doch immer wieder zu ihrem Leitmotiv zurück: der Geburt des Kapitalismus aus dem Geist eines Erlösungswahns.<br /><br />«‹Rein Gold› ist so maßlos wie das gesamte ‹Ring›-Unternehmen ... aber eine Überforderung, die zum Wesen der Kunst gehört.»<br />Wiener Zeitung"
1041891,128607,"Oh Wildnis, Oh Schutz Vor Ihr. Prosa",3499134071,9783499134074,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2179318,3,40,45,14,1,5:4|4:1|3:5|2:2|1:2|total:14,1985,,,3.21,13,1,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
19308783,128607,Under morgonens bila,,9789186021290,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518717436l/19308783._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518717436l/19308783._SY75_.jpg,2010,2,5,swe,Modernista,false,27358624,1,21,38,12,0,5:2|4:3|3:4|2:1|1:2|total:12,2010,,,3.17,12,0,['128607'],['Elfriede Jelinek'],['3.53'],['7518690'],['Sofia Stenström'],['3.69'],"Elfriede Jelinek debuterade som poet med en samling halsbrytande dikter som angriper den tyska folksagan och iscensätter ett sexuellt maktspel, blandar deodorantreklam med Rimbaud och låter oss smaka solens sura blod. Det är en diktning som innehåller mycket av Jelineks karakteristiska brutalitet, men som också är mer obekymrad och lätt än de texter som långt senare gjort henne berömd.<br /><br />I Under morgonens bila tolkar poeten och översättaren Sofia Stenström Jelineks tidiga dikter, från åren mellan 1966 och 1968."
27207705,128607,Jackie,8884206235,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,47249100,4,25,33,10,2,5:1|4:2|3:6|2:1|1:0|total:10,2003,,,3.30,8,1,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
36385294,128607,Nemačka priča,,9788680274065,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535275484l/36385294._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535275484l/36385294._SY75_.jpg,2017,,,srp,Ultimatum,false,58076038,1,12,32,9,0,5:3|4:1|3:3|2:2|1:0|total:9,,,,3.56,9,0,"['18474998', '8030528', '39848', '907927', '179391', '26853', '500054', '128607', '114738', '90174', '666279', '952101', '749461', '704105', '43219', '235662', '139629', '164786', '39326', '908640', '1541949', '942226', '134980', '187672', '757384', '151630', '596951', '377587', '18346740', '188893', '6530', '40055', '794999', '1026895', '16747', '16073', '854011', '1241900', '599971', '209634', '7745', '305463', '18346741', '523898', '50370', '783022', '161913', '147584']","['Rolf Schroers', 'Nikola B. Cvetković', 'Alexander Kluge', 'Antonio Fian', 'Arno Schmidt', 'Bertolt Brecht', 'Christa Reinig', 'Elfriede Jelinek', 'Erich Fried', 'Ernst Jandl', 'Franz Hohler', 'Günter Eich', 'Günter Grass', 'Günter Kunert', 'Gustav Meyrink', 'Hans Christoph Buch', 'Hansjörg Schneider', 'Heiner Müller', 'Heinrich Böll', 'Helga M. Novak', 'Helga Schubert', 'Herbert Heckmann', 'Herta Müller', 'Hubert Fichte', 'Jakov Lind', 'Johannes Bobrowski', 'Jürgen Becker', 'Kurt Marti', 'Manfred Wrembel', 'Marie Luise Kaschnitz', 'Max Frisch', 'Peter Bichsel', 'Peter Hertling', 'Reinhard Lettau', 'Robert Musil', 'Robert Walser', 'Robert Wolfgang Schnell', 'Ror Wolf', 'Rudolf Herfurtner', 'Stephan Hermlin', 'Thomas Bernhard', 'Ulla Berkéwicz', 'Vagelis Tsakiridis', 'Volker Braun', 'Walter Bauer', 'Wolfgang Deichsel', 'Wolfgang Ebert', 'Wolfgang Hildesheimer']","['3.54', '3.55', '3.91', '3.66', '4.10', '3.78', '3.88', '3.53', '4.26', '3.95', '3.70', '3.94', '3.83', '3.70', '3.88', '3.59', '3.60', '3.87', '3.87', '3.91', '3.63', '3.77', '3.61', '3.87', '3.88', '3.91', '3.79', '3.87', '3.56', '3.72', '3.76', '3.79', '3.56', '3.81', '4.01', '3.99', '4.18', '3.54', '3.62', '3.61', '4.06', '3.33', '3.56', '3.30', '4.48', '3.56', '3.42', '3.96']",[],[],[],
11191467,128607,Neid (Envy),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410783614l/11191467._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410783614l/11191467._SX50_.jpg,2008,,,ger,self-published,true,16116276,1,27,29,6,0,5:5|4:1|3:0|2:0|1:0|total:6,2008,,,4.83,6,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],"Review by Christine Schranz, September 2008 at <a href=""http://www.readme.cc/book-tips-readers/book-tip/showbooktip/4460/"" rel=""nofollow"">[ book tip by Incentives ]</a>:<br /><br /> ""Neid"" is the title of the new novel by Nobel Prize winner Elfriede Jelinek. It is a “private novel”, which can only be read on the author’s homepage, and therefore does not participate in the literary market.<br /><br />Jelinek confronts the lack of work done on coming to terms with Austria’s Nazi past, making a comparison between the tourist industry and the current immigration policy, and casting a critical and ironical eye on the “Austrians’ self-constructed theory of victimization” and its present-day counterpart – victims such as Natascha Kampusch who are celebrated by the media.<br /><br />One of the victims is also the first-person narrator of the novel. She is the victim of her mother, but also a victim of her critics, and this is treated in an ironical way, making her a perpetrator in her turn. Another victim is the repeatedly announced main character, the violin instructress Brigitte K. Abandoned by her former husband and betrayed by her younger lover, she does away with the latter’s girlfriend. Yet, after all the blood that flows into the Danube in Envy, this murder seems to be a rational, almost insignificant crime, which any reasonable woman in such a situation would commit.<br /><br />In Jelinek’s Envy, as in the work of Thomas Bernhard, Robert Musil or Marcel Proust, music provides a point of reference in a world that has grown alien. However, in an age of “canned art”, an appreciation of music proves to be not a saving grace, but rather an outdated value and a yet another reason for despair.<br /><br />Envy is narrative minimalism and maximalist essayism, a socially critical private novel, a ghost train ride into the Austrian past, a genre experiment, reflections on the impossibility of writing, as well as many other things besides.<br /><br />To put it in one sentence: if Elfriede Jelinek should ever revoke her self-imposed publishing ban and in one hundred years the Süddeutsche were once again to publish a series entitled ‘50 Great Novels of the Century’, Envy would perhaps be among them. However, not all of the 936 pages. Too much envy, it is said, is unhealthy in the end.<br />Translates by Peter Waugh"
6716179,128607,Klara Sh,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,6912251,2,15,28,9,2,5:1|4:0|3:7|2:1|1:0|total:9,2006,,,3.11,3,1,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
41221699,128607,Der fremde! störenfried der ruhe eines sommerabends der ruhe eines friedhofs,,9783551713490,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534676404l/41221699._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534676404l/41221699._SY75_.jpg,2018,,,ger,Carlsen Verlag,false,64427438,1,12,26,7,1,5:0|4:5|3:2|2:0|1:0|total:7,,,,3.71,7,1,"['439977', '128607', '107296']","['Nicolas Mahler', 'Elfriede Jelinek', 'Isabel Kreitz']","['3.53', '3.53', '3.51']",[],[],[],"Nicht jeder denkt bei der österreichischen Literaturnobelpreisträgerin Elfriede Jelinek an Vampire. In dieser frühen Geschichte ist ihr mysteriöser Fremder, der in einem österreischen Provinzkaff auftaucht, tatsächlich einer. Da ist ihr Landsmann Nicolas Mahler ganz in seinem Element. Genussvoll zeichnet er den grantelnden Caféhauszombie und zitiert dabei mit leichtem Strich klassische Horrorfilme. Entstanden ist ein schön schauriges und herzzerreißend komisches Kleinod."
42301510,128607,Skygger (Eurydike siger),,9788793077508,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539527700l/42301510._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539527700l/42301510._SX50_.jpg,2018,9,25,dan,Basilisk,false,65953849,3,17,24,7,2,5:1|4:3|3:1|2:2|1:0|total:7,,,,3.43,3,1,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],"Elfriede Jelinek (f. 1946), østrigsk forfatter og dramatiker. Hun modtog Nobelprisen i 2004.<br />Skygger (Eurydike siger) er en dramatisk monolog skrevet til Operahuset i Essen og opført første gang i 2014. Det er en genskrivelse af Orfeusmyten fra Eurydikes perspektiv og i et jelineksk syrebad. I myten om sangerguden Orfeus bliver hans elskede Eurydike bidt af en slange og dør, og Orfeus drager til dødsriget for at hente hende tilbage.<br /><br />At Eurydike gerne vil genforenes med sin elskede Orfeus, har siden oldtiden været en uudtalt præmis. Men med Jelineks Eurydike forholder det sig anderledes. Hun føler sig friere som skygge i dødsriget end som levende kvinde. Fri for at være objekt for den populære sangergud. <br /><br />Bogen er oversat af Jørgen Herman Monrad og Judyta Preis, som også har skrevet efterordet."
36692448,128607,Solution 275–294: Communists Anonymous,3956793498,9783956793493,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512070712l/36692448._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512070712l/36692448._SY75_.jpg,2017,12,,eng,Sternberg Press,false,58489638,1,28,23,6,0,5:2|4:2|3:1|2:1|1:0|total:6,2017,12,,3.83,6,0,"['1140692', '582920', '793403', '6501', '201894', '592669', '168459', '128607', '17380253', '17380254', '5741856', '440992', '445562', '301209', '4631564', '15287982', '4033809', '17380255', '7135159']","['Santiago Alba Rico', 'Heather Anderson', 'Ann Cotten', 'Fiona Duncan', 'Anthony Dunne', 'Fiona Raby', 'Boris Groys', 'Elfriede Jelinek', 'Georgy Mamedov', 'Oksana Shatalova', 'Metahaven', 'Momus', 'Ingo Niermann', 'David Pearce', 'Frank Ruda', 'Georgia Sagri', 'Joshua Simon', 'Alexander Tarakhovsky', 'Timotheus Vermeulen']","['3.78', '3.97', '3.93', '3.95', '4.19', '4.16', '4.09', '3.53', '3.83', '3.83', '4.11', '3.81', '3.54', '4.05', '4.03', '3.83', '3.53', '3.83', '3.67']",[],[],[],"The members of Communists Anonymous (COMA) share an extreme sense of empathy and justice, and therefore detest more or less any form of private property. COMA members restrain themselves from any effort to overcome capitalism before there is a new convincing model at hand of how to actually implement communism. The speculative self-help of COMA understands the historical incarnations of communism as substantially incomplete in thought and practice, and places communism where it originated—in the realm of fiction. Only as fiction can communism manifest itself again beyond doubt. <br /><br />Solution 275–294: Communists Anonymous is a document of some imageries of communism and a testament to the current predicament of our political imagination. Atomized, privatized, and deprived of any infrastructure for solidarity—without any internationalist project, with moralizations compensating for the disappearance of political organization, with micro-politics replacing macro-politics—communists can only be anonymous in this world of ours. Edited by writer Ingo Niermann and curator Joshua Simon, this collection of essays and stories—written from the fields of art, literature, law, philosophy, activism, design, and science—proposes resolutions to current social contradictions, covering topics such as bacteria, bliss, immortality, queerness, interculturality, poetry, transportation, childhood and motherhood, and all-encompassing sensual love."
24485347,128607,Glockengasse 29: Eine jüdische Arbeiterfamilie in Wien,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,true,44079834,1,7,22,5,1,5:2|4:3|3:0|2:0|1:0|total:5,2014,1,23,4.40,5,1,"['2146676', '128607']","['Vilma Neuwirth', 'Elfriede Jelinek']","['4.33', '3.53']",[],[],[],"Vilma Neuwirths Erinnerungen dokumentieren auf einzigartige Weise den Überlebenskampf einer jüdischen Wiener Arbeiterfamilie.<br />Ein seltenes und kraftvolles Zeugnis der österreichischen Vergangenheit.<br /><br />Im Haus Glockengasse Nr. 29 lebten bis 1938 jüdische und christliche Kleingewerbetreibende und Arbeiter friedlich miteinander. Man half sich im Alltag und pflegte, so weit es<br />die begrenzten Mittel zuließen, gute Nachbarschaft. Im März 1938 wurden aus Nachbarn schlagartig Verfolger und Verfolgte:<br />Erniedrigungen wie die berüchtigten Reibpartien, Flucht und Deportation standen auch in der Glockengasse an der Tagesordnung. Mittel für eine organisierte Flucht gab es nicht. Auch die ärmlichsten Wohnungen wurden arisiert. Das Überleben der jüdischen Bewohnerinnen und Bewohner kam einer Unmöglichkeit gleich.<br /><br />Vilma Neuwirth überlebte die Schrecken und den Terror der NS-Herrschaft als Sternträgerin in der Wiener Glockengasse, nicht zuletzt durch den Mut ihrer Mutter. Sie erzählt in ihren Erinnerungen an die Jahre 1938 bis 1945 eindringlich von den täglichen Veränderungen unter den neuen Machthabern, von der antisemitischen Hetze der Nachbarn, von jugendlichem Leichtsinn und dramatischen Trennungen.<br /><br />In ihrem Buch erzählt Vilma Neuwirth nicht nur von ihrem persönlichen Schicksal, sondern auch von dem ihrer Familienangehörigen, jenen, die in den Vernichtungslagern<br />der Nationalsozialisten umgebracht wurden, aber auch jenen,<br />die in Wien auf abenteuerliche Weise überleben konnten."
8467001,128607,Strukturierte Verantwortungslosigkeit Berichte Aus Der Bankenwelt,3518126075,9783518126073,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,13331515,1,17,19,5,0,5:1|4:2|3:2|2:0|1:0|total:5,2010,1,1,3.80,5,0,"['128607', '786965', '4087472']","['Elfriede Jelinek', 'Sighard Neckel', 'Chantal Magnin']","['3.53', '3.86', '3.80']",[],[],[],
1766120,128607,Araki: Tokyo Comedy,4771302502,9784771302501,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1997,11,2,,Korinsha Press,false,1764180,1,7,18,4,0,5:3|4:0|3:1|2:0|1:0|total:4,1997,11,2,4.50,4,0,"['56920', '128607']","['Nobuyoshi Araki', 'Elfriede Jelinek']","['4.10', '3.53']",[],[],[],
6509905,128607,"Nora, Clara S., Zajazd",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,6701641,1,8,18,6,1,5:1|4:0|3:3|2:2|1:0|total:6,,,,3.00,6,1,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
17282287,128607,Historias del espejo: narrativa austriaca poskafkiana,,9786075160788,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359026666l/17282287._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359026666l/17282287._SY75_.jpg,2012,10,,spa,CONACULTA DGP,false,23899325,1,15,17,6,2,5:0|4:0|3:5|2:1|1:0|total:6,2012,10,,2.83,6,2,"['6904651', '128607', '10812', '38658', '1265305', '1340427', '177946', '965', '863599', '44907', '661624', '7745', '302864', '188897', '364280', '793235', '18509454', '14888367', '1019135', '448419']","['Herwig Weber', 'Elfriede Jelinek', 'Mario Bellatin', 'Arthur Schnitzler', 'Ödön von Horváth', 'Jura Soyfer', 'Ilse Aichinger', 'Peter Handke', 'Gernot Wolfgruber', 'Gert Jonke', 'Gerhard Roth', 'Thomas Bernhard', 'Barbara Frischmuth', 'Marlene Streeruwitz', 'Kathrin Röggla', 'Dimitré Dinev', 'Tarke Eltayeb', 'Ilija Trojanov', 'Elisabeth Reichart', 'Norbert Gstrein']","['2.83', '3.53', '3.67', '3.75', '3.79', '3.93', '3.74', '3.47', '3.72', '3.75', '3.77', '4.06', '3.45', '3.43', '2.96', '4.29', '2.83', '3.33', '3.57', '3.02']","['18509455', '18509456', '18509457']","['Manuel Cisneros', 'Marco Lagunas', 'Rosario Vázquez Lozano']","['2.83', '2.83', '2.83']","El título de este libro proviene de un cuento de Ilse Aichinger que se convirtió en el primer clásico de la literatura austriaca de posguerra. ""Historias del espejo"" es una frase que dice mucho del carácter de la literatura austriaca contemporánea, que se ha caracterizado por pensarse a sí misma de manera constante, ya sea desde la óptica de la patria y el exilio, ya desde la introspección que profundiza en los estados de conciencia del individuo, ya desde la crítica y análisis del propio lenguaje con que se expresa.<br /><br />El lector encontrará en estas páginas a varios autores conocidos y consagrados como Artur Schnitzler, Peter Handke, Thomas Bernhard y Elfriede Jelinek (quien aportó también un agudo texto de presentación para la presente antología). Pero muchos otros nombres no han tenido la promoción debida entre los lectores de este lado del Atlántico, carencia que hoy queremos subsanar con la edición de Historias del espejo. Ödön von Horáth, Jura Soyfer, Ilse Achinger, Gernot Wolfgruber, Gert Jonke, Gerhard Roth, Barbara Frischmuth, Marlene Streeruwitz, Kathrin Röggla, Dimitré Dinev, Tarek Eltayeb, Ilja Trojanow, Elisabeth Reichart y Norbert Gstrein, que ya ocupan un lugar relevante en la literatura europea, ingresarán apenas, a través de estas páginas, al imaginario de los lectores de México e Hispanoamérica."
12913344,128607,Rehnic (Anđeo uništenja),8661730023,9788661730023,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422481483l/12913344._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422481483l/12913344._SX50_.jpg,,,,srp,,false,18068240,2,13,16,5,1,5:1|4:1|3:1|2:2|1:0|total:5,2008,,,3.20,3,1,['128607'],['Elfriede Jelinek'],['3.53'],['13392943'],['Bojana Denić'],['4.43'],"U noći između 24. i 25. marta 1945. grofica Margit fon Baćanji priredila je u svom zamku Rehnic u Burgenlandu gozbu za komšije, velikodostojnike lokalne Nacionalsocijalističke partije, SS oficire – od kojih je jedan bio njen ljubavnik – a i za nekolicinu dobrih strelaca iz redova nacista. Vrhunac te noći pijanstva i razvrata bio je masakr nad 180 Jevreja na prinudnom radu. Svi su pobijeni te noći, osim dvojice koji su bili zaduženi za kopanje grobnice. Oni su ubijeni sutradan.<br /><br />U Austriji se o ovom događaju ćutalo decenijama, tragovi zločina su uklonjeni, masovne grobnice nikada nisu pronađene. Protiv tog ćutanja ustaje Elfride Jelinek u ovom komadu, ćutanja koje izjeda tkivo nacije i koje nikakvo dobro ne može da donese. Jelinekova insistira na razgovoru, na tome da o sopstvenim zločinima moramo govoriti da bismo jednog dana mogli da se pomirimo sa samima sobom i svojom prošlošću.<br /><br /><br />Moramo srušiti svoj Zid ćutanja da bi se bar malo smanjio jevrejski Zid plača."
1956218,128607,In Den Alpen: Drei Dramen,3827004578,9783827004574,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,1959175,1,12,15,5,1,5:1|4:0|3:2|2:2|1:0|total:5,,,,3.00,5,1,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
17978778,128607,FaustIn and out,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,25207623,1,9,14,3,0,5:2|4:1|3:0|2:0|1:0|total:3,,,,4.67,3,0,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],
18591903,128607,"Смысл безразличен. Тело бесцельно. Эссе и речи о литературе, искусстве, театре, моде и о себе",,9785890913715,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380378932l/18591903._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380378932l/18591903._SY75_.jpg,2010,,,rus,Симпозиум,false,26336223,1,10,14,4,0,5:2|4:0|3:1|2:0|1:1|total:4,2010,1,1,3.50,4,0,"['128607', '18932147', '14324477']","['Elfriede Jelinek', 'Эльфрида Елинек', 'Александр Белобратов']","['3.53', '3.38', '3.64']","['6873201', '7303275', '14924352', '14980225', '19102119', '8186236', '19102120']","['Галина Снежинская', 'Татьяна Баскакова', 'Евгений Зачевский', 'Ирина Алексеева', 'Юлия Дмитриева', 'Вера Ахтырская', 'Евгения Белорусец']","['4.18', '3.98', '3.60', '3.88', '3.50', '3.97', '3.50']","Эссеистика Эльфриды Елинек, лауреата Нобелевской премии по литературе за 2004 г., охватывает разнообразные сферы культуры: литературу (Кафка, Лессинг, Борх, Йонке), театр (Брехт, Беккет, Ионеско, актерское искусство), музыку (Шуберт, Иоганн Штраус), кино, моду, громкие события светской жизни (принцесса Диана), автобиографические темы.<br />Эта книга никогда не выходила на других языках и, с разрешения автора, впервые публикуется по-русски."
12709151,128607,Peter Lorre: Ein Fremder Im Paradies,3552052917,9783552052918,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379582318l/12709151._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379582318l/12709151._SY75_.jpg,,,,ger,Paul Zsolnay Verlag,false,17842354,1,7,14,3,0,5:2|4:1|3:0|2:0|1:0|total:3,,,,4.67,3,0,"['4001141', '554382', '409565', '874925', '582395', '108724', '5229477', '688859', '1276947', '2571886', '667239', '177946', '128607', '5229478', '4001140']","['Michael Omasta', 'Christian Petzold', 'Robert Schindel', 'Gerd Gemünden', 'Christoph Fuchs', 'Christoph Huber', 'Monika Meister', 'Peter Nau', 'Enno Patalas', 'Daniela Sannwald', 'Georg Seeßlen', 'Ilse Aichinger', 'Elfriede Jelinek', 'Elisabeth Streit', 'Brigitte Mayr']","['4.57', '4.67', '3.90', '3.81', '4.67', '3.40', '4.67', '4.25', '3.64', '3.82', '3.69', '3.74', '3.53', '4.67', '4.57']",[],[],[],
27419123,128607,Ο άγνωστος Τόμας Μπέρνχαρντ,9608239354,9789608239357,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446547659l/27419123._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446547659l/27419123._SX50_.jpg,2005,11,,gre,Νάρκισσος,false,47469121,1,11,13,4,0,5:0|4:1|3:3|2:0|1:0|total:4,,,,3.25,4,0,"['7745', '128607', '69908', '45711', '294861', '14591399', '2958780']","['Thomas Bernhard', 'Elfriede Jelinek', 'Marcel Reich-Ranicki', 'Ingeborg Bachmann', 'Botho Strauß', 'Andre Miller', 'Τόμας Μπέρνχαρντ']","['4.06', '3.53', '4.14', '4.07', '3.13', '3.00', '4.10']",['7024699'],['Θεόδωρος Λουπασάκης'],['4.00'],"Ένα βιβλίο για τον άγνωστο Τόμας Μπέρνχαρτ, με κείμενα του ιδίου, φίλων του, κορυφαίων ομοτέχνων του και κριτικών, και ανθρώπων που τον γνώρισαν τυχαία σε διάφορες περιόδους της ζωής του.<br />Μια απόπειρα προσέγγισης στη δύσκολη, μυστική, φυλαγμένη, περίκλειστη ζωή του, η οποία υπήρξε και η πιο σημαντική πηγή έμπνευσης του έργου του. Μια ιχνηλασία στις προσωπικές, ανθρώπινες, καθημερινές ενασχολήσεις του και στα ανεξερεύνητα τοπία της ψυχής του."
6821014,128607,La palabra disfrazada de carne,,9789709526202,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321736908l/6821014._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321736908l/6821014._SY75_.jpg,2007,5,,spa,Gato negro,false,7030181,1,16,13,4,1,5:1|4:1|3:1|2:0|1:1|total:4,2007,,,3.25,4,1,['128607'],['Elfriede Jelinek'],['3.53'],[],[],[],"La palabra disfrazada de carne, primera reunión de ensayos de Elfriede Jelinek en español, es una breve muestra de los principales intereses de su escritura: el poder, la literatura, el teatro, el psicoanálisis, la mujer, el cine y los medios. Son textos escritos en medio de la polémica, con un refinado estilo, musical e impetuoso, que desnuda la realidad de la sociedad y las artes."
