id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
127499,73177,The Flanders Road,0714539945,9780714539942,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,4,30,eng,Calder Publications,false,122792,37,1551,1296,348,45,5:127|4:87|3:73|2:33|1:28|total:348,1960,,,3.72,180,20,"['73177', '14872749']","['Claude Simon', 'John  Fletcher']","['3.59', '3.43']",['27112'],['Richard Howard'],['4.07'],"During the German advance through Belgium into France in 1940, which led to the fall of France, Captain de Reixach is shot dead by a sniper. Three of his dragoons, involved with him in different capacities, remember him and help the reader piece together the realities behind the man and his death.<br /><br />One was a distant relative, one his orderly, and the third who had been a jockey in his stable before the war, had also been his wife's secret lover."
18619170,73177,Смех. Тошнота. Дороги Фландрии,5852202428,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380649720l/18619170._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380649720l/18619170._SY75_.jpg,2000,,,rus,Панорама,false,26401490,1,17,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,2000,1,1,4.00,2,0,"['67070', '1466', '73177', '7313566', '1656144', '4847576']","['Henri Bergson', 'Jean-Paul Sartre', 'Claude Simon', 'Анри Бергсон', 'Жан-Поль Сартр', 'Клод Симон']","['3.96', '3.99', '3.59', '4.00', '3.97', '2.80']",[],[],[],"В томе помещены произведения трех французских лауреатов Нобелевской премии по литературе. Печатается работа по эстетике `Смех` крупнейшего французского философа Анри Бергсона (1859 - 1941), лауреата 1927 г. Творчество писателя и философа Жан - ПоляСартра (1905 - 1980), лауреата 1964 г., представлено самым известным его романом `Тошнота`. Публикуется также роман `Дороги Фландрии` прозаика Клода Симона (род. в 1913 г.), лауреата 1985г. Нобелевские речь А.Бергсона и лекция К. Симона переведены на русский язык специально для настоящего издания."
51870776,73177,Die letzten Dinge: Lebensendgespräche,,9783499631115,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,46889251,3,8,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2015,9,25,5.00,0,0,"['875992', '36431', '177946', '73177', '124337', '718712', '8510981', '222549', '269494', '460952', '258230', '749461', '69908', '64456', '29880', '26496', '5229', '112052', '15496', '184417']","['Iris Radisch', 'Julien Green', 'Ilse Aichinger', 'Claude Simon', 'Peter Rühmkorf', 'Péter Nádas', 'Andrej Bitow', 'George Tabori', 'Friederike Mayröcker', 'Sarah Kirsch', 'Martin Walser', 'Günter Grass', 'Marcel Reich-Ranicki', 'Antonio Tabucchi', 'Michel Butor', 'Imre Kertész', 'George Steiner', 'Patrick Modiano', 'Amos Oz', 'Ruth Klüger']","['4.06', '3.67', '3.74', '3.59', '3.98', '3.74', '2.75', '3.84', '4.07', '3.76', '3.27', '3.83', '4.14', '3.93', '3.58', '3.94', '3.99', '3.51', '3.86', '4.04']",[],[],[],"Ändert sich die Sicht auf das durchlebte Zeitalter, wenn der Tod näher rückt? Wird das, was früher wichtig war, unwichtig? Wo hat man geirrt? Was hat man bewirken können – und was ist geblieben? Seit vielen Jahren führt ZEIT-Feuilletonchefin Iris Radisch Gespräche mit Schriftstellern und Philosophen im hohen Alter. Oft waren es Abschiedsgespräche, manchmal buchstäblich das letzte Interview. Der Lebensabend und seine Gestaltung ist in diesen Begegnungen immer präsent, ebenso wie die Rückschau auf Vergangenes und die Bedeutung des Alters für das eigene Schaffen. All diese Lebensendgespräche sind von einer ungewöhnlichen Offenheit und Unverstelltheit geprägt, und doch zieht jeder auf ganz eigene Weise Bilanz: Bei manchen überwiegt Wehmut, auch Bitterkeit, bei anderen Gelassenheit und Heiterkeit. Dieses Buch hält große Fragen und Antworten bereit, denn mit fortschreitendem Alter verschieben sich Perspektiven und Haltungen: Der Band versammelt siebzehn Interviews, in denen Iris Radisch mit bedeutenden Zeitzeugen feinsinnig und ehrlich über die «letzten Dinge» diskutiert. Zu den Interviewten zählen u.a. Amos Oz, Marcel Reich-Ranicki, Günter Grass, Martin Walser, Imre Kertész, Péter Nádas, Ilse Aichinger, Julien Green, Peter Rühmkorf, Antonio Tabucchi, Patrick Modiano, Ruth Klüger, George Tabori, Claude Simon, George Steiner, Sarah Kirsch und Friederike Mayröcker."
2747353,73177,Album d'un amateur,3926943076,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,,,fre,,false,2773034,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2008,,,4.00,1,0,['73177'],['Claude Simon'],['3.59'],[],[],[],
12141476,73177,"The Review Of Contemporary Fiction (Fall 1999): Writers On Writing  The Best Of ""The Review Of Contemporary Fiction""",1564782220,9781564782229,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1999,11,1,eng,Dalkey Archive Press,false,17111689,1,5,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1999,11,1,3.00,1,0,"['289960', '52280', '6304', '37871', '59058', '940746', '343684', '89815', '34773', '2963444', '229884', '73177', '40303', '52676', '1018944']","[""John      O'Brien"", 'B.S. Johnson', 'Kathy Acker', 'José Donoso', 'George Garrett', 'William T. Vollmann', 'Osman Lins', 'Gilbert Sorrentino', 'Camilo José Cela', 'Juan Goytisolo', 'Robert Pinget', 'Claude Simon', 'Luisa Valenzuela', 'Harry Mathews', 'Claude Ollier']","['4.00', '3.94', '3.58', '3.89', '4.17', '4.08', '3.99', '3.94', '3.70', '3.71', '3.86', '3.59', '4.05', '3.90', '4.12']",[],[],[],
40891810,73177,Quatre conférences (ESSAIS),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,63736559,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['73177'],['Claude Simon'],['3.59'],[],[],[],
38731221,73177,Der Fisch als Kathedrale. Vier Vorträge,3937834729,9783937834726,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519422525l/38731221._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519422525l/38731221._SX50_.jpg,2014,9,10,ger,Berenberg Verlag,false,60315001,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['73177', '14156328']","['Claude Simon', 'Andreas Isenschmid']","['3.59', '4.39']",['903251'],['Eva Moldenhauer'],['3.91'],"Zwischen 1980 und 1993 hat der Literaturnobelpreisträger Claude Simon in öffentlichen Vorträgen über vier Dinge gesprochen, die seine Laufbahn als Schriftsteller bestimmt und geleitet haben: über Marcel Proust, über Leitsterne in Dichtung, Kunst und Musik, über das Schreiben und über das Gedächtnis. Was Simon selbst als zwanglose Plaudereien bezeichnet hat, ist ein literarisches Vermächtnis wie es nur wenige gibt. Wer diese Gedanken liest, darf beglückt erfahren, wie sich das Labyrinth der Literatur und ihrer Epochen, der Kunst und ihrer Erscheinungsformen anhand weniger skizzierter Leitlinien, fast wie beim Reden entstandene Gedanken, die Simon nie als verbindliche Wahrheiten versteht, in das geordnete Erscheinungsbild eines französischen Gartens verwandelt.<br />Claude Simon, geboren 1913 in Tananarive, Madagaskar, erhielt 1985 den Nobelpreis für Literatur. Er starb 2005 in Paris."
2643436,73177,"Photographies, 1937 1970",2869411812,9782869411814,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386535916l/2643436._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386535916l/2643436._SX50_.jpg,1992,,,fre,Maegth Éditeur,false,2668172,1,6,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1992,1,1,0.00,0,0,['73177'],['Claude Simon'],['3.59'],[],[],[],
18134719,73177,"Oeuvres, tome 2",,9782070119127,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372366934l/18134719._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372366934l/18134719._SY75_.jpg,2013,2,,fre,Editions Gallimard,false,25474452,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2013,2,,0.00,0,0,['73177'],['Claude Simon'],['3.59'],[],[],[],
30209195,73177,Amalgam,1785107976,9781785107979,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480416978l/30209195._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480416978l/30209195._SX50_.jpg,2015,5,10,,FeedARead.com,false,50658782,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['73177'],['Claude Simon'],['3.59'],[],[],[],"How can an unknown dead man, found by some bored kids in a provincial town, be connected to a teenage girl murdered in a hot spot for prostitution in Paris west end ? How can top executives and politicians be involved in human traffic ? How can a top-notch blue-chip corporation be entangled in shady deals with eastern mafia networks ? How can respectable honourable healthy human beings decide in cold blood to simply eliminate someone who disagrees with their company policy ? This is the intricate puzzle Lou and I are lumbered with ... and hardly anyone is lifting a finder to help us. This case stinks from the starts, and on top of it, the judge in charge gets pressure from the ""highest levels of power"" to pass on the investigation to Special Branch. Up to the point when we both wonder what we're doing in this joint ... Fortunately, a few people still have enough courage and integrity to make our life worth living."
7666790,73177,Der Blinde Orion,3861508583,9783861508588,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,10268220,2,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1970,1,1,0.00,0,0,"['73177', '903251']","['Claude Simon', 'Eva Moldenhauer']","['3.59', '3.91']",[],[],[],
28107240,73177,Stop à la dérive des banques et de la finance (SOCIAL ECO H C),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,48113910,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['73177', '14739468', '14739469', '14739470']","['Claude Simon', 'Collectif Roosevelt', 'Michel Crinetz', 'Guy Flury']","['3.59', '3.00', '0.0', '0.0']",[],[],[],
52604905,73177,La acacia,8433911503,9788433911506,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,78320124,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['73177'],['Claude Simon'],['3.59'],[],[],[],
33081264,73177,"Comptabilit�, Contr�le Et Soci�t�. M�langes En l'Honneur Du Professeur Alain Burlaud",2216122920,9782216122929,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,1,31,,Foucher,false,53736199,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['73177', '16105015', '16105550']","['Claude Simon', 'Christian Hoarau', 'Jean-Louis Malo']","['3.59', '4.00', '0.0']",[],[],[],
34675493,73177,"L’idéologie néolibérale : ses fondements, ses dégâts: Essai politique",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,55846970,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['73177'],['Claude Simon'],['3.59'],[],[],[],
33634755,73177,Le sacre du printemps: roman,2702114385,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483045237l/33634755._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483045237l/33634755._SY75_.jpg,1954,,,fre,Calman-lévy,false,54480677,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['73177'],['Claude Simon'],['3.59'],[],[],[],
48695491,73177,La corde raide,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572885385l/48695491._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572885385l/48695491._SY75_.jpg,1947,,,fre,Editions du Sagittaire,false,74047007,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1947,,,0.00,0,0,['73177'],['Claude Simon'],['3.59'],[],[],[],"Écrit à partir de 1945, le texte de La Corde raide, publié en 1947 par les éditions du Sagittaire comme Le Tricheur, garde la trace du désarroi où se trouvait Claude Simon quand il l’a composé.<br />Entre l’essai et le récit autobiographique, Simon y parcourt sa vie passée, sous le parrainage de Marcel Proust, comme le souligne l’incipit et de quelques peintres, notamment Cézanne. Il s’y demande, surtout, « pourquoi il fallait qu’il soit vivant, et elle plus ».<br />On trouve dans ce texte de jeunesse, très émouvant, de nombreux matériaux des romans à venir. Il fait néanmoins partie des textes dont l’écrivain estimait qu’il ne devaient pas être réédités."
11088195,73177,Il giro del mondo in diciotto autori. La narrativa straniera Einaudi 1994 (e oltre) nelle pagine autobiografiche degli scrittori,8806135651,9788806135652,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,,,ita,Einaudi,false,16009957,1,15,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1994,,,0.00,0,0,"['2408', '29503', '159937', '122481', '25824', '45497', '73177', '7869', '1254084', '4785620', '4785621', '1169504', '615678', '116833', '39279', '7745', '42170', '95659']","['Ian McEwan', 'Álvaro Mutis', 'Patrick Chamoiseau', 'Robert Schneider', 'Julio Cortázar', 'John McGahern', 'Claude Simon', 'Louis-Ferdinand Céline', 'William Least Heat-Moon', ""Tat'jana Tolstaja"", ""Izrail' Metter"", 'A.S. Byatt', 'Mark Henshaw', 'Osvaldo Soriano', 'Juan Carlos Onetti', 'Thomas Bernhard', 'Vladimir Voinovich', 'Stanley Elkin']","['3.73', '4.07', '3.83', '3.76', '4.22', '4.27', '3.59', '4.16', '3.99', '0.0', '3.80', '3.81', '3.49', '3.81', '3.79', '4.06', '3.93', '3.90']",[],[],[],
36099645,73177,弗兰德公路,,9787532746040,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503349647l/36099645._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503349647l/36099645._SX50_.jpg,2008,10,,zho,上海译文出版社,false,57683930,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1960,,,0.00,0,0,"['17116729', '73177']","['克劳德·西蒙', 'Claude Simon']","['0.0', '3.59']","['7426661', '17116730']","['林秀清', 'Lin Xiuqing']","['4.46', '0.0']",
37703870,73177,Stop au mirage de la croissance (SOCIAL ECO H C),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,59334072,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['14739468', '73177', '2896866']","['Collectif Roosevelt', 'Claude Simon', 'Jean-Pierre Brovelli']","['3.00', '3.59', '4.00']",[],[],[],
