id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
10766861,570804,Le Rime Di Francesco Petrarca Di Su Gli Originali,1143306686,9781143306686,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,15501745,246,4983,11134,2824,126,5:1002|4:936|3:662|2:170|1:54|total:2824,1336,,,3.94,3,0,"['72460', '570804', '4459969']","['Francesco Petrarca', 'Giosuè Carducci', 'Severino Ferrari']","['3.93', '3.54', '3.00']",[],[],[],
32009364,570804,Primavere Elleniche,1373569778,9781373569776,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,8,29,,Wentworth Press,false,52652059,3,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
10513452,570804,Ai parentali di Giovanni Boccacci in Certaldo XXI decembre MDCCCLXXV,,2940039359831,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,15419421,4,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2009,1,13,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],
40429268,570804,"Rerum Italicarum Scriptores, Vol. 15: Raccolta Degli Storici Italiani Dal Cinquecento Al Millecinquecento (Classic Reprint)",0365939765,9780365939764,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528543970l/40429268._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528543970l/40429268._SX50_.jpg,2018,5,5,,Forgotten Books,false,62753055,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Rerum Italicarum Scriptores, Vol. 15: Raccolta Degli Storici Italiani dal Cinquecento al Millecinquecento<br /><br />Gorelli Aretz'm' Notarz'z' Poema Italice scriptum de Re bus gestis in Civitate Aretina ab anno MCCCX. Usque ad annum MCCCLXXXIV. Nunc primum prodit e Msto Codice Senensz' p. 807.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
6031781,570804,Dello svolgimento della letteratura nazionale,8885760058,9788885760059,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ita,,false,6207264,3,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],
26440727,570804,Letture del Risorgimento Italiano (Classic Reprint),1332389422,9781332389421,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494392829l/26440727._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494392829l/26440727._SX50_.jpg,2018,4,25,,Forgotten Books,false,46445602,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,8,7,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Letture del Risorgimento Italiano<br /><br />Io non intesi comporre n� un compendio di storia n� un'antologia di eloquenza; ma si veramente un quasi specchio di educazione patria e civile. Un amico mio.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
49870490,570804,Hněvy a smutky,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577283344l/49870490._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577283344l/49870490._SX50_.jpg,1986,,,,Odeon,false,74951715,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],
45407218,570804,"Juvenilia, E, Levia Gravia...",1010894161,9781010894162,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556828955l/45407218._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556828955l/45407218._SY75_.jpg,2019,3,23,,Wentworth Press,false,70153508,4,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
41202212,570804,"La Libert� Perpetua Di San Marino: Discorso Al Senato E Al Popolo, 30 Settembre 1894 (Classic Reprint)",1391029577,9781391029573,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540946278l/41202212._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540946278l/41202212._SX50_.jpg,2018,8,6,,Forgotten Books,false,64388647,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from La Libert� Perpetua di San Marino: Discorso al Senato e al Popolo, 30 Settembre 1894<br /><br />Repubblica, decretato con senato-consulti dei 14 marzo 1878, 16 sett. 1880, genn. Cominciato su disegno di Franc. Azzurri architetto romano nel 1884, conducendo i lavor: il capomastro Gius. Ref/i di San Marino. E per com.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
39840792,570804,"Lettere Disperse E Inedite Di Pietro Metastasio a Cura Di Giosu� Carducci, Vol. 1: 1716-1750 (Classic Reprint)",036574333X,9780365743330,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523724149l/39840792._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523724149l/39840792._SX50_.jpg,2018,11,30,,Forgotten Books,false,61603371,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Lettere Disperse e Inedite di Pietro Metastasio a Cura di Giosu� Carducci, Vol. 1: 1716-1750<br /><br />Descrivere una nevicata precoce in Moravia: pare che in Napoli la descrizione piacesse e che la prin cipessa ne scrivesse meraviglie alla sua congiunta la contessa di Althann a Vienna: onde il M. A' 31 del'5o doveva riscrivere alla Belmonte Le ap provazioni di V. E. Alla mia lettera scrittale di Moravia sull'arrivo dell'inverno �nno invogliata la signora contessa d' Althann di vederla. Io non posso ubbidirla, se V. E. Non ordina a qualche suo domestico dl farmene una copia et inviarmela la prima volta che mi onorer� di sue lettere. Pi� chiaramente a un padre maestro Azzoni in Siena, scriveva il 29 gennaio del '67, supplican dolo si adoperasse, per risparmiarmi sono le sue proprie parole la mortificazione di veder pubblicate con la stampa, che costi vi si medita, alcune delle mie lettere famigliari. Il pubblico me rita da tutti, ed esige da me, il maggior rispetto n� si pu� pretendere da esso l' indulgenza che si concedono fra loro vicendevolmente gli amici. La maggior parte delle mie lettere, scritte in fretta, non sono state da me neppur rilette sa Dio di quante ripetizioni, inutilit� e negligenze sarei con.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
38402886,570804,Ceneri E Faville (Classic Reprint),0259325635,9780259325635,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547123160l/38402886._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547123160l/38402886._SX50_.jpg,2018,10,25,,Forgotten Books,false,60058926,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Ceneri e Faville<br /><br />Ora Roma � troppo piena di principi e di prelati, e non ha posto per la bara del povero vecchio repubblicano.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
38945374,570804,"Rerum Italicarum Scriptores, Vol. 26: Raccolta Degli Storici Italiani Dal Cinquecento Al Millecinquecento Ordinata Da L. A. Muratori (Classic Reprint)",0243915446,9780243915446,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547719948l/38945374._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547719948l/38945374._SX50_.jpg,2019,1,8,,Forgotten Books,false,60523566,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Rerum Italicarum Scriptores, Vol. 26: Raccolta Degli Storici Italiani dal Cinquecento al Millecinquecento Ordinata da L. A. Muratori<br /><br />Nel secolo XIV torna in onore una maggiore esattezza nella determinazione cro nologica degli avvenimenti questi anche in molti scrittori italiani sono esposti per anni; ma si tratta sempre di scrittori regionali 0 cittadini, che con la menzione di fatti estranei badavano solo a render pi� interessante l'esposizione delle vicende della loro patria. Il pensiero di scrivere una vera e propria storia universale divisa per anni venne pel primo, come avremo occasione di ripetere appresso 3, Sozomeno di Pistoia 4. In ogni modo, come per gli scrittori regionali, anche per lui la divisione cronologica ha un'importanza secondaria; se me serve solo come criterio per l'ag grupparnento delle notizie pi� disparate; pi� che le date, gli interessano i fatti; ha intenti annalistici, pi� che cronografici.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
37012628,570804,"Ceneri E Faville: Serie Prima, 1859-1870 (Classic Reprint)",0259337935,9780259337935,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539768241l/37012628._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1539768241l/37012628._SX50_.jpg,2018,10,9,,Forgotten Books,false,58863663,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Ceneri e Faville: Serie Prima, 1859-1870<br /><br />Patria: i due principii, intendo, po polano e monarchico: dal primo dei quali il moto presente tiene l'energia, dal secondo la forma; rappresentato il primo nella Toscana gloriosa a buon diritto dalla civilta dei Comuni, il secondo nel Piemonte che ha ogni sua forza dalla mo narchia. La congiunzione loro apparisce in questa gloriosa annessione del paese di Giano della Bella e di Dante al paese di Emmanuel Filiberto e di Vittorio Alfieri. Del primo de' due principii cercai la storia nel passato; del secondo, nel presente. Perche le glorie repubblicane in Italia sono da vero grandi e monumentali: ma la vita della na zione dal cuor di lei gravato sotto la pressura.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
41756166,570804,"Il Propugnatore, 1892, Vol. 5: Periodico Bimestrale; Parte I (Classic Reprint)",1390849406,9781390849400,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536712648l/41756166._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536712648l/41756166._SX50_.jpg,2018,8,29,,Forgotten Books,false,65169967,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from IL Propugnatore, 1892, Vol. 5: Periodico Bimestrale; Parte I<br /><br />Cosi avvenne alla presente questione. Il perch�, ad onore degli studi danteschi in Italia, parmi essere ormai tempo di farla finita colla presente questione; e ci�, por gendo, ai lettori di Dante, tutte le nozioni necessarie ad interpretarla bene e a giudicare, da s�, quale sia. Tra le varie soluzioni la vera.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
38302003,570804,La Poesia Barbara Nei Secoli XV E XVI (Classic Reprint),0483949396,9780483949393,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518442009l/38302003._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518442009l/38302003._SX50_.jpg,2018,10,22,,Forgotten Books,false,59957040,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from La Poesia Barbara Nei Secoli XV e XVI<br /><br />Nella seconda parte ovvero atto della scena parla Leonardo %dato, il quale fa tre cose. Prima: in voca la Musa che suministri tanto favore d' ingegno e d' eloquenza, che ne riporti l'onore del certamine (invoca qui, non di sopra nella prima parte della.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
12224682,570804,Degli spiriti e delle forme nella poesia di Giacomo Leopardi,,2940035963469,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,17198137,4,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,8,7,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],
31406243,570804,Su l'Orlando Furioso: Con Note (Classic Reprint),1333163436,9781333163433,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495193278l/31406243._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495193278l/31406243._SX50_.jpg,2018,12,13,,Forgotten Books,false,52099643,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Su l'Orlando Furioso: Con Note<br /><br />Pigna raccont� primo, che Il Bembo volesse levarlo dalla impresa con dirgli ch' egli era pi� atto allo scriver latino che al volgare. Ll Bembo non lo consiglio dunque, come il volgo letterato va ripetendo, a scrivere Or lando in latino; si tra il 498 e il l500, che dimorando egli in Ferrara era in molta famiglrarit� e in iscambii di versi latini con Ludovico, non lo incoraggi� o lusingo in un suo primo concetto di epica italiana. Aveva ragione. L' Ariosto nella prima giovent� pro metteva di riuscire un verseggiatore latino animoso ed elegante, d'italiano nelle poche e povere prove non dava speranza buona.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
11870079,570804,"Cantilene e ballate, strambotti e madrigali nei secoli XIII e XIV",,2940036036209,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,16827455,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['570804', '3356496']","['Giosuè Carducci', ""Alessandro D'Ancona""]","['3.54', '3.00']",[],[],[],
41578325,570804,Addio caro Orco,8807530120,9788807530128,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535722113l/41578325._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535722113l/41578325._SY75_.jpg,2004,10,,ita,Feltrinelli,false,64894017,1,4,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['570804', '4111890']","['Giosuè Carducci', 'Annie Vivanti']","['3.54', '3.74']",[],[],[],"""Addio caro Orco"" contiene il carteggio tra Giosue Carducci (1835-1907) e Annie Vivanti (1866-1942), l’ultimo amore del poeta. Il carteggio comprende 78 pezzi, tra lettere e telegrammi. Le lettere della Vivanti sono 29, quelle di Carducci 22: circa altrettante Annie ne smarrì, assieme ai bagagli durante un viaggio, e una ventina delle sue le bruciò certamente la moglie del poeta. Nel 1950 la vedova Carducci vendette le lettere al giornalista Pietro Pancrazi, che le montò assieme a quelle della Vivanti in un libro intitolato Un amoroso incontro della fine Ottocento (1951). In questo libro si racconta la favola carducciana del sommo poeta che paternamente innalza e protegge la fanciulla di genio per le vie dell’arte. Oggi, dopo mezzo secolo da quella pubblicazione, è finalmente possibile una nuova edizione, poiché si sono ritrovati gli archivi Pancrazi e Marescalchi (il segretario di Annie Vivanti cui lei lasciò le sue opere) e si è potuto aver ragione di tutti i tagli e le censure moralistiche. In più si aggiungono materiali assolutamente inediti dall’Archivio Marescalchi e ritrovamenti da numerosi fondi pubblici e privati. Al centro di questa affascinante vicenda, che ha portato alla scoperta da parte della curatrice Anna Folli, docente di Letteratura italiana contemporanea all’Università di Ferrara, di materiali inediti, c’è una sorprendente e complessa storia d’amore. Nell’estate del 1890, un anno dopo il loro incontro, la regina Margherita ricevette Carducci, poi accettò che le fosse presentata Annie Vivanti, che aveva appena pubblicato la sua raccolta di versi Lirica, con la prefazione di Carducci. Da questo momento Annie e Carducci si fecero vedere insieme, liberamente, ovunque, sempre sull’onda di una grancassa inesauribile di pettegolezzi. Nella vita austera e provinciale del poeta, Annie entrò come un’apparizione di ‟fata o ninfa”. Capricciosa e impudente Annie, mite e umile il vecchio poeta davanti alla sua porta… (così Annie in una pagina del suo diario). Se si volesse fare un bilancio del dare e avere di un legame nato dalla passione, dal calcolo e dalla tenerezza, si dovrebbe ammettere che Annie ebbe il potere di scacciare la malinconia dal ‟vecchio cuore” riaprendolo ai ‟vivi, dolci e furiosi pensieri” e al canto delle Muse."
36958332,570804,Studi Su Giuseppe Parini: Il Parini Minore (Classic Reprint),0331843153,9780331843156,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526910212l/36958332._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526910212l/36958332._SX50_.jpg,2018,4,23,,Forgotten Books,false,58758465,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Studi su Giuseppe Parini: IL Parini Minore<br /><br />Lcune poesie di Ripano Eupi lino e un libretto in piccolo ottavo, pubblicato nel 1752. L'ono mastico locale ricorda a tutti il bell' Eupz'lz' mio, cioe il laghetto di Pusiano su le cui rive era nato un ventitre anni prima a' 23 maggio del 1729, l'autore del Giorno: Ripano suona anagramma di Parino, come il poeta e co gnominato in una raccolta di versi del '53 e in lettere del '54, e come e cognominato il padre di lui, messer Francesco Maria, nell' atto battesimale del figliuolo Questo immascheramento di nomi.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
22039867,570804,Opere di Giosuè Carducci,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,41362498,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2014,1,14,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],
38834890,570804,Studi Saggi E Discorsi (Classic Reprint),0282117245,9780282117245,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543173511l/38834890._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543173511l/38834890._SX50_.jpg,2018,11,15,,Forgotten Books,false,60407106,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"Excerpt from Studi Saggi e Discorsi<br /><br />Nel mese di maggio a meraviglia bello, che tutte le gemme rompono, allora nel cuor mio e sbocciato l'amore.<br /><br />Nel mese dl maggio a meraviglia bello, che tutti gli uccelli cantano, allora io le ho confessato il tenero mio desiderio e i miei voti.<br /><br />Dalle mie lacrime vengono su di molti fiori splendenti, e i miei sospiri diventano un coro di rusignoli.<br /><br />E se tu m'ami, o fanciulla, tutti que' fiori io ti dono, e davanti alla tua finestra risonera il canto de' rusignoli.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
17441010,570804,"Rerum Italicarum Scriptores: Raccolta Degli Storici Italiani Dal Cinquecento Al Millecinquecento, Volume 30",1288025343,9781288025343,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,10,1,,Saraswati Press,false,24317256,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2009,11,18,0.00,0,0,['570804'],['Giosuè Carducci'],['3.54'],[],[],[],"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book. ++++ The below data was compiled from various identification fields in the bibliographic record of this title. This data is provided as an additional tool in helping to ensure edition identification: ++++ Rerum Italicarum Scriptores: Raccolta Degli Storici Italiani Dal Cinquecento Al Millecinquecento, Volume 30; Rerum Italicarum Scriptores: Raccolta Degli Storici Italiani Dal Cinquecento Al Millecinquecento; Lodovico Antonio Muratori Giosu� Carducci, Istituto storico italiano per il Medio Evo Lodovico Antonio Muratori, Vittorio Fiorini, Pietro Fedele Tipi dell'editore S. Lapi, 1903 Italy; Middle Ages"
