id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
33126392,19405,Anna Karenina,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480103896l/33126392._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480103896l/33126392._SY75_.jpg,1980,,,ger,Bertelsmann,false,2507928,582,299521,2574374,635729,22735,5:263116|4:208420|3:113142|2:34637|1:16414|total:635729,1877,,,4.05,0,0,"['128382', '1227575', '19405']","['Leo Tolstoy', 'August Scholz', 'Thomas Mann']","['4.06', '3.80', '3.94']",[],[],[],"Wer liebt, hat recht – und wie in allen großen Liebesromanen der Weltliteratur führt dieses Recht auch in ›Anna Karenina‹ zum Ausbruch aus der Gesellschaft, zu Verzweiflung und tragischem Scheitern. Woran aber scheitert die große Liebe Anna Kareninas eigentlich? Scheitert sie an den Liebenden selbst, die irgendwann den Wunsch haben, »wieder etwas wünschen zu können«? Oder scheitert sie an der Macht der Gesellschaft, die nichts so sehr hasst wie ein Paar, das einfach nur dauerhaft glücklich sein will?"
41043129,19405,Felicità difficile: Un carteggio,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533396538l/41043129._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533396538l/41043129._SY75_.jpg,1963,,,ita,Il Saggiatore,false,64077142,2,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1960,,,4.00,0,0,"['100934', '19405', '4165499']","['Karl Kerényi', 'Thomas Mann', 'Ervino Pocar']","['4.18', '3.94', '3.94']",[],[],[],"Biblioteca delle Silerchie, n.97"
43067489,19405,Weihnachtsschmaus - Kulinarische Geschichten zum Fest,,9783257240641,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547206104l/43067489._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547206104l/43067489._SY75_.jpg,2010,10,26,ger,Diogenes,false,66860627,1,4,4,2,0,5:0|4:0|3:0|2:2|1:0|total:2,,,,2.00,2,0,"['691638', '19405', '18780530', '6519', '220208', '270586', '391452']","['Daniel Kampa', 'Thomas Mann', 'Vicky Baum', 'Erich Kästner', 'Ingrid Noll', 'Doris Dörrie', 'Martin Suter']","['3.45', '3.94', '2.00', '4.09', '3.72', '3.46', '3.78']",[],[],[],
41042769,19405,100 Great Stories,8176061476,9788176061476,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,64076207,1,3,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,"['4699102', '957894', '9494', '7799', '57721', '6989', '19405', '5031025', '239579', '228089', '3072763', '1240', '3352', '8993', '17623', '5144', '45712', '18791', '6076026', '17359366', '854076', '1244', '1315']","['Unknown', 'Albert Camus', 'H.P. Lovecraft', 'Nathaniel Hawthorne', 'W.W. Jacobs', 'Rudyard Kipling', 'Thomas Mann', 'Anton Chekhov', 'Charles Dickens', 'Honoré de Balzac', 'Maxim Gorky', 'Jack London', 'Jerome K. Jerome', 'O. Henry', 'D.H. Lawrence', 'James Joyce', 'Katherine Mansfield', 'Guy de Maupassant', 'Saki', 'Mikhail Saltykov-Shchedrin', 'Robert Louis Stevenson', 'Mark Twain', 'Louisa May Alcott']","['3.57', '4.00', '4.05', '3.45', '3.87', '3.93', '3.94', '3.96', '3.89', '3.80', '3.88', '3.96', '3.88', '4.08', '3.59', '3.74', '3.78', '3.86', '3.94', '3.99', '3.85', '3.86', '4.06']",[],[],[],A Classic collection of 100 short stories by celebrated writers of the world. This is the latest addition in the series of short stories published by PROJAPOTI. All stories are complete and unabridged
341478,19405,"German Essays on Music: Theodor W. Adorno, Ernst Bloch, Thomas Mann, and others",0826407218,9780826407214,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,12,1,,Bloomsbury Academic,false,331847,2,16,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1993,6,1,4.00,1,0,"['195861', '15451774', '19405', '94306']","['Jost Hermand', 'Michael Gilbert', 'Thomas Mann', 'Ernst Bloch']","['4.01', '3.77', '3.94', '4.09']",[],[],[],"Up to the end of the nineteenth century, Germany largely perceived itself as ""the nation of poets and philosophers."" But with the enormous popularity of Schubert and Wagner, this began to change. Suddenly, composers also began to play a greater role in theories of national identity, and music theory became and important element of German thought. The essays in this volume reflect this, and are by a range of writers: Adorno, Bloch, Thomas Mann, Wachenroder, Herder, E. T. A. Hoffmann, Hegel, Bettina von Arnim, Nietzsche, Max Weber, Brecht, and others."
25871233,19405,Oklamaná,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444758234l/25871233._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444758234l/25871233._SY75_.jpg,1972,,,slo,"Smena, Bratislava",false,45744900,1,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1954,,,4.00,1,0,"['19405', '5815905', '6596222']","['Thomas Mann', 'Nora Krausová', 'František Šesták']","['3.94', '4.35', '3.57']",[],[],[],"Together with Death in Venice, in Slovak"
6411258,19405,Stories and Episodes,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1955,,,eng,J.M. Dent & Sons,false,6600198,2,8,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,1955,,,4.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
52929353,19405,La muerte en Venecia,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585978736l/52929353._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585978736l/52929353._SY75_.jpg,1983,,,spa,Oveja Negra,false,79277322,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1912,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
37002316,19405,Herr Und Hund; Gesang Vom Kindchen: Zwei Idyllen,0649773160,9780649773169,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516872724l/37002316._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516872724l/37002316._SX50_.jpg,2018,5,17,,Trieste Publishing,false,58854135,5,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],"<b>About the Book</b><br /><br />Books described as Fiction are generally novels that present stories based on the writer's imagination. In the fictional world developed by the author, readers are impressed by the beauty of the language used, the structure of the story, and the emotions that it evokes, be they feelings of love, joy, accomplishment, danger, fear or horror. As Tolstoy once said, ""War and Peace is not a book, it is a world"". This category includes not only works of fiction from a number of countries, but works about fiction writing, including: The Art of Fiction, Studies in German Literature, Das Fr�ulein, Das Paradies am Dniester, Landmarks in French literature, Les Mis�rables, Com�die humaine, Chapters on Magic in Spanish Literature, Curiosities of literature, Hungarian Literature: An Historical &amp; Critical Survey, and English literature.<br /><br /><strong>About us</strong><br /><br /><strong>Trieste Publishing</strong>'s aim is to provide readers with the highest quality reproductions of fiction and non-fiction literature that has stood the test of time. Our titles are produced from scans of the original books and as a result may sometimes have imperfections. To ensure a high-quality product we have:<br /><br />thoroughly reviewed every page of all the books in the catalog repaired some of the text in some cases, and rejected titles that are not of the highest quality. <strong>You can look up ""Trieste Publishing"" in categories that interest you to find other titles in our large collection.</strong><br /><br /><strong>Come home to the books that made a difference!</strong>"
45276051,19405,Tell Me How You Really Feel,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556003252l/45276051._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556003252l/45276051._SX50_.jpg,,,,,The Paris Review,false,69985002,1,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
29323903,19405,Sjöresa med Don Quijote och andra essayer,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1964,,,swe,Tiden,false,49556969,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['19405', '5271988']","['Thomas Mann', 'Margaretha Holmqvist']","['3.94', '3.34']",[],[],[],Serie: Tidens tyska klassiker
44069686,19405,"Frühe Erzählungen 1893-1912: Der kleine Herr Friedemann: Text (Thomas Mann, Große kommentierte Frankfurter Ausgabe. Werke, Briefe, Tagebücher)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,68525533,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
30358074,19405,Sobre Heinrich Heine: Um ensaio,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,50865882,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
17901960,19405,Süßer Schlaf!,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368021223l/17901960._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368021223l/17901960._SY75_.jpg,2009,12,15,ger,Fischer E-Books,true,25078220,1,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2009,12,15,4.00,1,0,"['19405', '556654']","['Thomas Mann', 'Heinrich Detering']","['3.94', '3.92']",[],[],[],"Neben seinen großen Romanen und Erzählungen hat Thomas Mann ein nicht weniger eindrucksvolles essayistisches Werk geschaffen. Er hat sich von Anfang an während seines ganzen Lebens mit kulturellen, gesellschaftlichen und politischen Strömungen auseinandergesetzt, fremde Thesen in Frage, eigene zur Diskussion gestellt – nicht zuletzt, um sich auf diese Weise, darin Montaigne und anderen ähnlich, selbst darzustellen, bekanntzumachen und Gleichgesinnte zu erreichen. Er hat dies als eine wesentliche Aufgabe des Schriftstellers in einer Zeit verstanden.<br />Das essayistische Werk Thomas Manns umfasst neben großen Reden und Aufsätzen zahlreiche kurze Betrachtungen oder journalistische Beiträge, Polemiken oder Antworten auf Rundfragen, die den »Forderungen des Tages« geschuldet sind."
31355381,19405,"Horror and Mystery Photoplay Editions and Magazine Fictionizations, Volume II",,9781370900688,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470413054l/31355381._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470413054l/31355381._SY75_.jpg,2016,8,1,,Smashwords Edition,true,52036546,4,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,0,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],"Photoplay editions were movie tie-in books that reprinted the novels on which films were based, illustrated with photos from the movies. Sometimes the novels were newly-created, based on scripts of the films, with publication timed to correspond with the films’ release. Comparable fictionizations of contemporary movies frequently appeared in short-story form within many popular movie magazines. Volume I of this catalog (2004) listed over 500 such tie-in stories connected to horror, mystery, science fiction, and related genre films. The present volume updates that list with hundreds of additional entries.<br /><br /><br />In his Introduction the author also provides a detailed analysis of some of the individual works, showing how many of the published stories, based on advance copies of the film scripts, contain scenes deleted from the release prints. As he did with the book volumes in Volume I, here in Volume II he also provides a fascinating analysis of the film magazines in their larger context as cultural artifacts of bygone eras.<br /><br /><br />The book concludes with a reprint of a previously unknown short story version of the lost Lon Chaney film, A Blind Bargain (1923).<br /><br /><br />Thomas Mann is an independent scholar living in Washington, D.C., where he spent over three decades as a general reference librarian in the Main Reading Room of the Library of Congress. He is the author of The Oxford Guide to Library Research (Oxford University Press, 2015)."
36595088,19405,El artista y la sociedad,8425002044,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510684742l/36595088._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510684742l/36595088._SY75_.jpg,1975,,,spa,Guadarrama,false,58345662,2,5,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['19405', '7232522']","['Thomas Mann', 'María José Sobejano']","['3.94', '4.00']",[],[],[],
43062683,19405,Essays/Politik,,9783596219070,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543614468l/43062683._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543614468l/43062683._SY75_.jpg,,,,,Fischer,false,66851259,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
18517755,19405,NOBEL PRIZE LIBRARY MANN 1929,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379534098l/18517755._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379534098l/18517755._SX50_.jpg,1971,,,eng,CRM,false,26216122,1,5,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,1971,1,1,4.00,1,1,['19405'],['Thomas Mann'],['3.94'],[],[],[],
3676018,19405,Thomas Mann und München: fünf Vorträge,3596268982,9783596268986,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381927117l/3676018._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381927117l/3676018._SY75_.jpg,1989,,,ger,Fischer Taschenbuch Verlag,false,3719349,1,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1989,,,4.00,1,0,"['19405', '79452', '199910', '850025', '224497']","['Thomas Mann', 'Reinhard Baumgart', 'Joachim Kaiser', 'Kurt Sontheimer', 'Peter Wapnewski']","['3.94', '3.38', '4.30', '3.84', '3.95']",[],[],[],
52348872,19405,Zamenjene glave,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584115725l/52348872._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584115725l/52348872._SX50_.jpg,,,,,,false,77576625,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
30832974,19405,Die vertauschten Köpfe und andere Erzählungen,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467506691l/30832974._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467506691l/30832974._SY75_.jpg,2010,9,,ger,Fischer Taschenbuch Verlag,false,51428778,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
25675154,19405,Ibsen e Wagner,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,45499537,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2014,10,13,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
26792123,19405,Eseje,8071498513,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,,,slo,Kalligram,false,46812556,1,4,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2006,1,1,4.00,1,0,"['19405', '7211203']","['Thomas Mann', 'Miloslav Szabó']","['3.94', '4.14']",[],[],[],
4002327,19405,Thomas Mann: On Myself And Other Princeton Lectures: An Annotated Edition Based On Mann's Lecture Typescripts,0820429961,9780820429960,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1996,6,,eng,Peter Lang Publ. Inc.,false,21450374,2,6,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1996,6,1,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],"Of Thomas Mann's public lectures at Princeton University, <i>On Myself</i> is of particular interest. Since the publication of the German text in 1966, it has been increasingly referred to as the definitive authorial comment on Mann's works, themes, and sources. The English version in which it was given in May 1940 appears here for the first time, in its two parts entitled <i>From Childhood Play to ""Death in Venice""</i> and <i>On my own Work</i>, together with the two lectures <i>Richard Wagner and ""The Ring of the Nibelung</i>"" and <i>Goethe's ""Werther""</i>, which Thomas Mann delivered in English at Princeton in 1939. The lectures are put in context by the editor's informative introduction and annotations, which also detail Mann's handwritten alterations to the typescripts on which the edition is based. Second Edition, 1997."
33968989,19405,Der Tyrann Der Branzila,3150070015,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1981,,,ger,Universal-Bibliothek,false,54951550,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
46135819,19405,A Christmas Carol at 221B,1726374513,9781726374514,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71074685,1,4,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
2585968,19405,Essays 2. Für das neue Deutschland 1919-25,3596109000,9783596109005,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393782464l/2585968._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393782464l/2585968._SY75_.jpg,1993,10,1,ger,Fischer (Frankfurt),false,2603122,2,7,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1925,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
51969990,19405,"Europa, vakna!",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72941149,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
7196905,19405,Essays 3: Musik Und Philosophie,3596219086,9783596219087,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,622668,2,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,0,0,"['19405', '50599']","['Thomas Mann', 'Hermann Kurzke']","['3.94', '3.68']",[],[],[],
51838614,19405,Paiața,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582832631l/51838614._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582832631l/51838614._SX50_.jpg,2008,,,rum,RAO International Publishing Company,false,76328778,1,2,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,1897,9,,4.00,1,1,['19405'],['Thomas Mann'],['3.94'],[],[],[],"""După toate, ca încheiere și deznodământ meritat al tuturor acestora este, de fapt, dezgustul pe care mi-l insuflă viața - viața mea -, ""toate din ea"" și ""întregul ei"", acest dezgust care mă sugrumă, mă îmboldește, mă zguduie și mă doboară din nou și care, mai curând sau mai târziu, îmi va da, poate, forța necesară să pun cu fermitate capăt la toată povestea asta ridicolă și de nimic și să dispar."""
31307375,19405,lob der vergaenglichkeit,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1952,,,ger,,false,51978825,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
43392546,19405,Thomas Mann und die bildende Kunst,,9783731901013,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546104166l/43392546._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546104166l/43392546._SX50_.jpg,2014,,,ger,,false,67418932,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],"Der Katalog und die Ausstellung geben erstmals Einblicke in die Bildwelten Thomas Manns. Thomas Mann hat sich der Kunst zunächst zurückhaltend, später immer selbstverständlicher genähert, und sogar ausdrücklich zu Fragen der bildenden Kunst Stellung bezogen. Beeindruckt haben den Dichter Werke der Maler Hans Thoma, Friedrich August von Kaulbach, Arnold Böcklin, Ludwig von Hofmann, Max Liebermann, Max Oppenheimer, Oskar Kokoschka, Albrecht Dürer, des Holzschneiders Frans Masereel, des Fotografen Albert Renger-Patzsch oder Arbeiten der Bildhauer Fritz Behn, Hans Schwegerle, Ernst Barlach u. a. Der Leser wird nach dem Studium des Kataloges den Schriftsteller Thomas Mann als auch die Kunst seiner Zeit mit anderen Augen sehen."
1622460,19405,Thomas Mann-Agnes E. Meyer Briefwechsel 1937-1955,310048200X,9783100482006,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,1616426,1,4,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
17229237,19405,"Briefe II. 1914-1923 (Große kommentierte Frankfurter Ausgabe, #22)",3100483715,9783100483713,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393782277l/17229237._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393782277l/17229237._SY75_.jpg,2004,12,17,ger,S. Fischer,false,2662692,1,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1923,,,4.00,1,0,"['19405', '714534', '588883', '6370797']","['Thomas Mann', 'Thomas Sprecher', 'Hans Rudolf Vaget', 'Cornelia Bernini']","['3.94', '4.50', '3.73', '4.00']",[],[],[],
25258695,19405,Roem en verliefdheid: Dagboeken 1949 - 1955,9029529709,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427836619l/25258695._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427836619l/25258695._SY75_.jpg,1999,,,nl,"De Arbeiderspers, Amsterdam",false,44981027,1,7,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,1999,1,1,4.00,1,1,"['19405', '157638', '2940376']","['Thomas Mann', 'Inge Jens', 'Paul Beers']","['3.94', '4.13', '3.70']",[],[],[],"De levensavond van Thomas Mann zoals hij die zelf in zijn dagboeken beschreef. Deze selectie uit de dagboeken omvat de laatste jaren van de schrijver: van 1949 tot zijn dood in 1955. Het zijn de jaren van roem - Thomas Mann heeft zijn reputatie met tal van meesterwerken gevestigd en wordt overal in Europa gelauwerd - en verliefdheid: zijn jongensliefdes, vooral die voor de kelner Franz Westermeier. <br /><br />Het dagboek beslaat de periode waarin Thomas Mann besluit de Verenigde Staten te verlaten om in Zürich, Zwitserland, zijn levensavond te slijten. Het zijn de jaren waarin hij zich - vaak met tegenzin - zet aan de voltooiing van de Ontboezemingen van de oplichter Felix Krull, de tijd waarin zijn gezin wordt opgeschrikt door de zelfmoord van de oudste zoon Klaus en geconfronteerd wordt met de toenemende verbittering en ziekelijkheid van de oudste dochter Erika, de vrouw op wie Thomas altijd zo sterk heeft gesteund. <br /><br />Thomas Mann overlijdt op 12 augustus 1955 in het ziekenhuis in Zürich. 'Laat me maar in het ongewisse hoe lang dit bestaan zal duren. Langzaam zal het vervluchtigen,' schreef hij Op 29 juli op zijn ziekbed in zijn laatste dagboekaantekening. <br /><br />Vertaler Paul Beers heeft uit de drie oorspronkelijke dagboeken over de betrokken periode, die elk zo'n duizend pagina's omvatten, een zorgvuldige en evenwichtige selectie gemaakt, waardoor de lezer op verkleinde schaal een goede indruk krijgt van de herfst van een van Duitslands grootste schrijvers."
45881694,19405,Frühe Erzählungen 1893-1912: Gladius Dei: Text (Fischer Klassik Plus),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,70707722,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
2585974,19405,Essays 6. Meine Zeit 1945-55,3100482735,9783100482730,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393782981l/2585974._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393782981l/2585974._SY75_.jpg,1997,3,1,ger,S. Fischer (Frankfurt),false,1571454,2,10,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1955,,,3.00,1,0,['19405'],['Thomas Mann'],['3.94'],[],[],[],
50655055,19405,Opowiadania,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1966,,,pol,"Spółdzielnia Wydawnicza ""Czytelnik""",false,75670334,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['19405'],['Thomas Mann'],['3.94'],['1159329'],['Leopold Staff'],['3.83'],Zawiera opowiadania:<br />- Pajac (1897)<br />- Tonio Kroger (1903)<br />- Katastrofa kolejowa (1907)<br />- Pan i pies (1918)<br />- Mario i czarodziej (1930)
16171841,19405,Аристократия духа,,9785250060493,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,,,rus,Культурная революция,false,22019649,1,5,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,2009,1,1,3.00,1,1,['19405'],['Thomas Mann'],['3.94'],[],[],[],"В сборник вошли одни из лучших эссе, очерков и публицистических статей Томаса Манна, написанные им в период с 1915 по 1950 год и ярко характеризующие философские, идеологические, художнические взгляды великого немецкого писателя."
