id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
29566591,26496,A tragédia születése,9631423417,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458569366l/29566591._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458569366l/29566591._SX50_.jpg,2003,,,,Magvető,false,3036434,314,37375,49843,12504,437,5:4402|4:4534|3:2736|2:657|1:175|total:12504,1871,,,3.99,5,0,"['1938', '26496']","['Friedrich Nietzsche', 'Imre Kertész']","['4.05', '3.94']",[],[],[],"1872-ben jelent meg először a fiatal klasszika filológus professzor, a későbbi „démoni” filozófus egyik legfontosabb, leghíresebb munkája, A Tragédia születése. Szigorúan véve ókortörténeti tárgyú szakmunka, a korában is, ma is kardinálisan fontos kérdés (hogyan született meg a görög tragédia?) megoldásának kísérlete, de már megjelenése idején látszott, hogy jóval több szakmunkánál (ilyenként egyébként a korszak és minden idők egyik legnagyobb klasszika filológusa, Wilamowitz-Moellendorf zúzta ízzé-porrá kritikájában). Tény, hogy történelmi-filológiai szempontból nézve A tragédia születése megalapozatlan hipotézisek halmazának tűnik, hogy szerzője meg sem kísérli benne alaptételeinek a szakma szabályai szerint való nyomós bizonyítását, hogy koncepcióként, „megoldási keretként” is messze eltér és szembenáll mind a múlt, mind a jelen század kutatási eredményeivel. Csakhogy egy másik síkon, pontosabban egyszerre több síkon is, alapvető felismeréseket tartalmaz. Mindenekelőtt vitairatként. Mert, jóllehet formáját tekintve semmiképp sem az, valójában az egész kis könyv monumentális vitairat, kétségbevonása a winckelmanni-goethei klasszikus görögség-felfogásnak és nagyerejű rámutatás egy mélyebb, összetettebb és – filozófiai szempontból legalábbis – reálisabb görögség-képre. Mert, és ez a legfeltűnőbb, legismertebb vonása a műnek, Nietzsche benne egy új görögség-képet posztulál, a fehér márványszobrok, a klasszikus idill mögött felmutat egy tragikus, a sötét erőkkel állandóan számoló, az apollónival szemben dionüszoszinak nevezett görögséget is, sőt e két „világ” egybepatakzásából eredezteti a görögség leginkább létmagyarázó műfaját, a tragédiát is. A filozófiai kritika viszont éppen ezt a dualizmust, egyáltalán az őstípusok elméletét, az irracionális-szellemtörténeti koncepciót támadja, lényegében a mű megszületése óta napjainkig. Ugyanakkor lehetetlen nem meggyőződni arról, hogy ami pozitívumot, új felismerést, gyökeresen eredetit a modern vallástörténet, mitológia-kutatás, archetípus-elmélet hozott, az lényegében Nictzschének erre a könyvére vezethető vissza. Bővelkedik persze a mű egyéb felismerésekben is, elsősorban esztétikaiakban, műfajelméletiekben."
36696585,26496,Európa nyomasztó öröksége,,9789631426571,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512133726l/36696585._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512133726l/36696585._SX50_.jpg,2008,,,hun,Magvető,false,58496712,1,2,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,['26496'],['Imre Kertész'],['3.94'],[],[],[],"„Auschwitzon gondolkodva, talán paradox módon, de inkább a jövőn, semmint a múlton gondolkodom.” A Nobel-díjas szerző új könyve az elmúlt húsz évben írt esszéinek gyűjteményes kiadása. Az írásoknak több mint a fele most jelenik meg először kötetben, és egy külön Függelék jegyzetei, tárgy- és névmutatója segítik a könnyebb tájékozódást. Az esszék és emlékezések történelmi önszemléletünk megrázó és megkerülhetetlen dokumentumai, a diktatúrák természetrajzának egyre pontosabb megközelítéseit adják, s az is nyilvánvalóvá válik, hogy az európai kultúra emberképe immár elképzelhetetlen Auschwitz realitása nélkül."
36696627,26496,A megfogalmazás kalandja,,9789639920064,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512134640l/36696627._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512134640l/36696627._SY75_.jpg,2009,,,hun,Vigilia,false,58496773,1,3,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,['26496'],['Imre Kertész'],['3.94'],[],[],[],"A ​november 9-én 80. életévét betöltő Nobel-díjas írónkat, akit nemrég a Széchenyi Irodalmi és Művészeti Akadémia tagjává választottak, születésnapjára megjelenő új regénye (A végső kocsma) előtt rendhagyó kötettel lepték meg. A Holocaustot túlélt erkölcsiség tragikus világtudása, ha megőrződik, talán megtermékenyítheti még a válsággal küszködő európai tudatot, amiként a barbársággal szembenéző, a perzsa háborút vívó görög géniusz megteremtette az örök mintául szolgáló antik tragédiát. Ha a Holocaust mára kultúrát teremtett mint ahogyan ez tagadhatatlanul megtörtént és történik , irodalma innen: a Szentírásból és a görög tragédiából, az európai kultúra e két kútfőjéből merítheti ihletét, hogy a jóvátehetetlen realitás megszülje a jóvátételt a szellemet, a katarzist. Jelen kötet szerkezete három fejezetre tagolódik. Az első rész (Esszémozaik) sajátos kollázs, mely eredetileg egy hangoskönyv számára készült, ám önálló szövegként is olvastatja magát. Felvezetésként szolgál azokhoz a témákhoz, amelyekkel a későbbiekben részletesen találkozhatunk. A második részben öt interjú szövege olvasható a szerzővel; közülük kettő most jelenik meg először, többek között az is, mely a Sorstalanság keletkezéstörténetéről szól. A harmadik fejezet két esszét és egy nyilatkozatot tartalmaz, amelyeket a Vigilia folyóirat közölt az írótól. A szerkesztők ezzel a kötettel kívánnak tisztelegni a szerző előtt, s reményeik szerint a mű valamennyi darabja ma is aktuális, a zsidó-keresztény tradíció és párbeszéd esélyeit latolgatja kivételes empátiával."
13182740,26496,Sidang Sastrawan Dunia,9799900611,9789799900616,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,11,,ind,Pinus,false,18363163,1,13,6,2,0,5:0|4:1|3:0|2:1|1:0|total:2,2004,11,1,3.00,2,0,"['4128', '26496', '3989']","['J.M. Coetzee', 'Imre Kertész', 'V.S. Naipaul']","['3.76', '3.94', '3.70']",[],[],[],"Tiap akhir tahun pada bulan Desember di Akademi Swedia berlangsunglah prosesi agung yang selalu dinantikan para sastrawan dari seluruh penjuru dunia. Di sana berlangsung sidang para sastrawan dunia untuk menerima anugerah Nobel sastra. Sidang itu merupakan sebentuk kisah kesaksian dari para paus sastra dunia yang telah bertahun-tahun bergumul dan berkelindan dalam dunia kesusastraan.<br /><br />Inilah sebentuk laporan bagaimana Akademi Swedia bekerja menyeleksi secara rahasia para kandidat Nobel. Yang terpenting, buku ini berisi kumpulan kesaksian para pemenang Nobel sastra, visi-visi brilian tentang sastra dan dunia, dan laku kreatif dalam melahirkan sejumlah karya agung."
34431869,26496,Protokollen,9113011936,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,swe,,false,55538308,1,3,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,,,,3.00,2,0,['26496'],['Imre Kertész'],['3.94'],[],[],[],
30655722,26496,Sauvegarde,,9782330010829,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466434578l/30655722._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466434578l/30655722._SY75_.jpg,2012,,,fre,Actes Sud,false,51200676,1,5,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,2012,,,5.00,1,1,['26496'],['Imre Kertész'],['3.94'],[],[],[],"La maladie ayant restreint la maîtrise de sa main, Imre Kertész a pu tenir ce journal grâce à un ordinateur. Voilà la raison pour laquelle son titre fait allusion au traitement de texte. Couvrant les années 2001 à 2003, ces pages reviennent sur un moment crucial, un des plus grands bouleversements de la vie d’Imre Kertész : le prix Nobel de littérature en 2002.<br />Il y aborde aussi la genèse de son roman Liquidation, le travail littéraire quotidien, l’importance de la musique dans son existence, sa difficulté à concilier vie conjugale et vie d’écrivain, sa maladie de Parkinson, son rapport à la Hongrie nouvelle et à Israël, ainsi que son départ pour Berlin. Mais avant tout, il ne cesse de se pencher sur ce qui le préoccupe et lui importe le plus : la littérature. Un témoignage d’une sincérité radicale et d’une sombre lumière, nourri du sens subtil de l’auteur pour l’ironie.<br /><br />Traduit du hongrois par Natalia Zaremba-Huzsvai et Charles Zaremba"
51870776,26496,Die letzten Dinge: Lebensendgespräche,,9783499631115,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,46889251,3,8,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2015,9,25,5.00,0,0,"['875992', '36431', '177946', '73177', '124337', '718712', '8510981', '222549', '269494', '460952', '258230', '749461', '69908', '64456', '29880', '26496', '5229', '112052', '15496', '184417']","['Iris Radisch', 'Julien Green', 'Ilse Aichinger', 'Claude Simon', 'Peter Rühmkorf', 'Péter Nádas', 'Andrej Bitow', 'George Tabori', 'Friederike Mayröcker', 'Sarah Kirsch', 'Martin Walser', 'Günter Grass', 'Marcel Reich-Ranicki', 'Antonio Tabucchi', 'Michel Butor', 'Imre Kertész', 'George Steiner', 'Patrick Modiano', 'Amos Oz', 'Ruth Klüger']","['4.06', '3.67', '3.74', '3.59', '3.98', '3.74', '2.75', '3.84', '4.07', '3.76', '3.27', '3.83', '4.14', '3.93', '3.58', '3.94', '3.99', '3.51', '3.86', '4.04']",[],[],[],"Ändert sich die Sicht auf das durchlebte Zeitalter, wenn der Tod näher rückt? Wird das, was früher wichtig war, unwichtig? Wo hat man geirrt? Was hat man bewirken können – und was ist geblieben? Seit vielen Jahren führt ZEIT-Feuilletonchefin Iris Radisch Gespräche mit Schriftstellern und Philosophen im hohen Alter. Oft waren es Abschiedsgespräche, manchmal buchstäblich das letzte Interview. Der Lebensabend und seine Gestaltung ist in diesen Begegnungen immer präsent, ebenso wie die Rückschau auf Vergangenes und die Bedeutung des Alters für das eigene Schaffen. All diese Lebensendgespräche sind von einer ungewöhnlichen Offenheit und Unverstelltheit geprägt, und doch zieht jeder auf ganz eigene Weise Bilanz: Bei manchen überwiegt Wehmut, auch Bitterkeit, bei anderen Gelassenheit und Heiterkeit. Dieses Buch hält große Fragen und Antworten bereit, denn mit fortschreitendem Alter verschieben sich Perspektiven und Haltungen: Der Band versammelt siebzehn Interviews, in denen Iris Radisch mit bedeutenden Zeitzeugen feinsinnig und ehrlich über die «letzten Dinge» diskutiert. Zu den Interviewten zählen u.a. Amos Oz, Marcel Reich-Ranicki, Günter Grass, Martin Walser, Imre Kertész, Péter Nádas, Ilse Aichinger, Julien Green, Peter Rühmkorf, Antonio Tabucchi, Patrick Modiano, Ruth Klüger, George Tabori, Claude Simon, George Steiner, Sarah Kirsch und Friederike Mayröcker."
35273188,26496,Opfer und Henker,,9783887472207,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496239371l/35273188._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496239371l/35273188._SY75_.jpg,2007,,,ger,Transit,false,56632181,1,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['26496', '529494', '3087675']","['Imre Kertész', 'Ilma Rakusa', 'Agnes Relle']","['3.94', '3.63', '4.44']",['635926'],['Kristin Schwamm'],['4.05'],
10492075,26496,Discursos Premios Nobel: Tomo III (Spanish Edition),1456425838,9781456425838,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425835425l/10492075._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425835425l/10492075._SX50_.jpg,,,,,,false,15397677,1,8,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2010,11,3,4.00,1,0,"['7333', '978', '18540', '17854', '140617', '16853363', '585', '55397', '304182', '306', '26496']","['Eugenio Montale', 'Wole Soyinka', 'T.S. Eliot', 'Bertrand Russell', 'Gabriela Mistral', 'George Seferis', 'John Steinbeck', 'Nadine Gordimer', 'Jaroslav Seifert', 'William Golding', 'Imre Kertész']","['4.07', '3.81', '4.16', '4.02', '4.00', '4.27', '3.93', '3.57', '3.87', '3.68', '3.94']",[],[],[],
36696523,26496,Világpolgár és zarándok,9789631425,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512132857l/36696523._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512132857l/36696523._SX50_.jpg,2007,,,hun,Magvető,false,58496611,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['26496'],['Imre Kertész'],['3.94'],[],[],[],"Kertész Imre elbeszélése épp negyven éve, még a Sorstalanság írása közben született, és nem jelent meg eddig a Magvető életműsorozatában. Míg Köves Gyuri történetében az áldozattá válás mechanizmusa foglalkoztatta a szerzőt, addig az ószövetségi Káin és Ábel történetében a jó kiszolgáltatottsága és a bűn diadala. A pontos és szenvtelen elbeszélésmód teszi megrendítővé és kortalanná Kertész írását."
52175338,26496,Kaddisch für ein nicht geborenes Kind,,9783499139147,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,77084942,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['26496'],['Imre Kertész'],['3.94'],"['829198', '635926']","['György Buda', 'Kristin Schwamm']","['3.60', '4.05']",
36696622,26496,Haldimann-levelek,,9789631427615,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512134477l/36696622._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1512134477l/36696622._SX50_.jpg,2010,,,hun,Magvető,false,58496759,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['26496'],['Imre Kertész'],['3.94'],[],[],[],"1977 ​tavaszán, két évvel a Sorstalanság megjelenése után a Lukács uszodában valaki megemlítette Kertész Imrének, hogy a Neue Zürcher Zeitungban néhány héttel korábban írtak a regényről. Másvalaki tudta a dátumot is, egy londoni barát pedig elküldte a lapkivágást. Az írás szerzője Eva Haldimann, magyar származású, Svájcban élő irodalmár volt, aki akkor már több mint egy évtizede rendszeresen, alapos és értő figyelemmel követte és ismertette a világlap olvasóival a magyar irodalmi élet fejleményeit. „Talán nem is sejti, hogy a némasággal folytatott napi küzdelem közepett milyen különös ajándék számomra egy független szellem méltató érdeklődése” – írta Kertész egyik első levelében Eva Haldimann-nak. Két és fél évtizeden át tartó levelezésüknek ez a legszebb, legszemélyesebb és a levelekben újra meg újra feltűnő mozzanata: az író ír érzékeny és hű olvasójának, akihez idővel már igaz barátság fűzi. Tervekről, utazásokról és emberekről tudósít, kétségekről, szorongásokról és „a világ tébolydájá”-ról. Izgalmas alkotói- és kordokumentumok ezek a levelek, sajátosan személyes perspektívában mutatják meg a közelmúlt évtizedeit, illetve az azóta már jól ismert regények, esszék születőfélben lévő, legjellegzetesebb motívumait. És minden szavukon, a legszemélyesebbeken is ott a Kertész-védjegy: az individuumé, akinek számára „a boldogság kötelesség”."
24097652,26496,Sensorteco,9632062175,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419600529l/24097652._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419600529l/24097652._SX50_.jpg,2003,,,epo,Aranygolyó,false,43691754,2,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2003,1,1,4.00,1,0,['26496'],['Imre Kertész'],['3.94'],[],[],[],
26015587,26496,A nyomkereső,9631508536,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438366738l/26015587._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438366738l/26015587._SY75_.jpg,1977,,,hun,"Szépirodalmi, Budapest",false,45936558,2,3,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,1977,1,1,2.00,0,0,['26496'],['Imre Kertész'],['3.94'],[],[],[],"""Sorstalanság című regénye után Kertész Imre két új kisregényével jelentkezik. Művei most is arról tanúskodnak, hogy a szerzőt a nagy történelmi konfliktusok, az egyén és a történelem összeütközése foglalkoztatja. <br />Címadó kisregényének, A nyomkereső-nek egy negyvenes éveiben járó férfi a hőse. Súlyos egyéni és kolletktív emlékek hordozója, a „küldött” történelmi bűncselekmények színterén ejti meg vizsgálatát. A kimondatlan – és immár kimondhatatlan – szorongató erejére és feszültségére hagyatkozva a regényben mítosz és valóság, konkrétumok és látomások elegyednek. A környezet, a cselekmény azonban mégsem elvont: a regény hőse olyan kalandokba és kapcsolatokba sodródik, amelyek – az ő egyéni törekvésein: a „nyomkeresésen” túl – a közösségi történelmi tudat állapotát tükrözik egy, még traumatikusan sajgó, ám a felületen mégiscsak gyógyultnak tetsző történelmi sérüléssel szemközt. <br />Másik kisregénye, a Detektívtörténet egy képzelt dél-amerikai államba viszi az olvasót. Kertész Imre ebben a regényben – a bűnügyi történetek pergő izgalmával – az újfasizmus természetének és mechanizmusának elemzésére vállalkozik. Az eseményeket Martens, egy hóhérrá vált detektív szemszögéből látjuk. Elbeszélése azt a dermesztő folyamatot ábrázolja, amint egy bűnös testület – nyilvánvaló törvénytelenség elkövetésével – tagjait „elkötelezi”, bűntársi cinkosságba kényszeríti, hogy azután az államon belüli korlátlan hatalomra törjön. <br />Bár a két kisregény egymástól merőben eltérő írói technikával készült – ami a szerző sokoldalú formakészségéről tanúskodik –, a két művet mégis szoros gondolati egység fogja össze. Az egyikben az erőszak múltja, a másikban az erőszak jelene a mai ember történelmi morálját, túlélési lehetőségeit és boldogság-erkölcsét vizsgálja és teszi próbára."""
27070370,26496,"Eine, zwei, noch eine Geschichte/n",,9783827007872,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,,,ger,BV Berlin Verlag GmbH,false,47112800,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2008,1,1,0.00,0,0,"['26496', '11573', '174045']","['Imre Kertész', 'Péter Esterházy', 'Ingo Schulze']","['3.94', '3.82', '3.29']",[],[],[],"Zusammenfassung drei Geschichten<br />1. ""Protokoll"" von Imre Kertész (Originaltitel ""Jegyőkönyv"")<br />2. ""Leben und Literatur"" von Péter Esterházy (Originaltitel ""Élet és irodalom"")<br />3. ""Noch eine Geschichte"" von Ingo Schulze<br /><br />Budapest - Wien. Eine literarische Zugfahrt mit Imre Kertész, Péter Esterházy und Ingo Schulze. Imre Kertész schreibt eine Geschichte. Péter Esterházy schreibt eine zweite. Ingo Schulze schreibt noch eine. Zum ersten Mal sind die drei Geschichten, die auf kluge und bewegende Weise aufeinander beziehen, in einem Band zu lesen."
49447251,26496,Letzte Einkehr: Tagebücher 2001 - 2009 (mit einem Prosafragment),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,73155171,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['26496'],['Imre Kertész'],['3.94'],['635926'],['Kristin Schwamm'],['4.05'],
32951614,26496,Cartas a Eva Haldimann,,9788415277910,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478994978l/32951614._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478994978l/32951614._SY75_.jpg,2012,,,spa,El Acantilado,false,53580709,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['26496'],['Imre Kertész'],['3.94'],['1860380'],['Adan Kovacsics'],['3.80'],
53179898,26496,Der Betrachter: Aufzeichnungen 1991–2001,,9783499272998,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,80089651,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['26496'],['Imre Kertész'],['3.94'],"['7091640', '5201082']","['Heike Flemming', 'Lacy Kornitzer']","['4.02', '4.00']",
53179897,26496,Galeerentagebuch,,9783499221583,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,80089640,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['26496'],['Imre Kertész'],['3.94'],['635926'],['Kristin Schwamm'],['4.05'],
9451753,26496,A Bun Nyomaban: Fejezetek a Kriminalisztika Tortenetebol,9632231651,9789632231655,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,14336517,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['26496'],['Imre Kertész'],['3.94'],[],[],[],
3818640,26496,Stimmen der Geretteten [Tonträger] : Berichte von Überlebenden der Shoa ; Feature,3898132137,9783898132138,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3862936,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['1251867', '26496', '707248']","['David Dambitsch', 'Imre Kertész', 'Alfred Kerr']","['0.0', '3.94', '3.50']",[],[],[],
