id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
6217,4203,"Kristin Lavransdatter (Kristin Lavransdatter, #1-3)",0143039164,9780143039167,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,9,27,eng,Penguin Books,false,1370150,74,29959,36890,8612,1140,5:4511|4:2557|3:1122|2:319|1:103|total:8612,1920,,,4.28,7342,945,"['4203', '204796']","['Sigrid Undset', 'Brad Leithauser']","['4.17', '3.88']",['163203'],['Tiina Nunnally'],['3.79'],"In her great historical epic <i>Kristin Lavransdatter</i>, set in fourteenth-century Norway, Nobel laureate Sigrid Undset tells the life story of one passionate and headstrong woman. Painting a richly detailed backdrop, Undset immerses readers in the day-to-day life, social conventions, and political and religious undercurrents of the period. Now in one volume, Tiina Nunnally's award-winning definitive translation brings this remarkable work to life with clarity and lyrical beauty. <p> As a young girl, Kristin is deeply devoted to her father, a kind and courageous man. But when as a student in a convent school she meets the charming and impetuous Erlend Nikulaussøn, she defies her parents in pursuit of her own desires. Her saga continues through her marriage to Erlend, their tumultuous life together raising seven sons as Erlend seeks to strengthen his political influence, and finally their estrangement as the world around them tumbles into uncertainty. </p><p> With its captivating heroine and emotional potency, <i>Kristin Lavransdatter</i> is the masterwork of Norway's most beloved author, one of the twentieth century's most prodigious and engaged literary minds and, in Nunnally's exquisite translation, a story that continues to enthrall.</p>"
11147799,4203,L'età felice,8870910717,9788870910711,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,2,,ita,Iperborea,false,2477036,6,81,92,27,6,5:3|4:8|3:14|2:1|1:1|total:27,1908,,,3.41,16,4,['4203'],['Sigrid Undset'],['4.17'],['5895424'],['Pierina M. Marocco'],['3.40'],"Sono davvero felici i vent’anni, o è solo la nostalgia di un tempo in cui si aveva ancora “tutta la vita davanti” che ne mitizza il ricordo? Certo c’è dell’ironia nel titolo del romanzo che la venticinquenne Sigrid Undset pubblicò nel 1908 e che divenne subito quello che oggi si definirebbe un cult generazionale. Nell’irrequieta Uni Hirsh, nel suo bisogno di affermarsi e nella sua insoddisfazione, nella resa alla disperazione di Charlotte, nel senso di inadeguatezza di Birgit, i coetanei riconobbero i loro problemi, il loro linguaggio, i loro sogni e le loro disillusioni. Una generazione di giovani, soprattutto donne, che hanno studiato, hanno conquistato la possibilità di lavorare, di essere indipendenti, di seguire la propria vocazione, godono di una libertà finora inimmaginabile e che nello scontro con la realtà quotidiana scoprono di non avere in effetti alcuna prospettiva di uscire dal grigiore di quella vita piccolo borghese da cui volevano fuggire, dallo squallore delle camere d’affitto che i loro magri stipendi bastano a stento a pagare, dalla solitudine che legami occasionali non arrivano a infrangere, dall’insofferenza verso il loro ambiente, la loro famiglia, le loro madri che capiscono tutto, tranne l’essenziale, dalla noia di occupazioni in cui le loro capacità non vengono utilizzate, da una vita che chiede loro troppo poco e dà in cambio ancora meno. Sono solo i sogni che restano grandi: andare in America, come vorrebbe Kristian, scrivere, come Charlotte, diventare attrice, come Uni, l’unica che riesce davvero a realizzarlo, per scoprire che anche nel mondo del teatro resta un’estranea, insicura del proprio talento, con successi che vanno e vengono e non la compensano della perdita dell’unico amore. E quando rinuncia alla carriera per recuperarlo, per diventare moglie e madre, sarà comunque con la consapevolezza di avere sempre dentro di sé una nostalgia di altro che non sarà mai appagata. E’ il bisogno di intensità, di vivere “anche un solo istante con tutto il proprio essere”, la ricerca di felicità e la frustrazione di quell’età che segue l’adolescenza e la prolunga e che, con tutte le sue incertezze, le sue pretese, la sua esigenza di risposte immediate, resta forse la più tormentata e difficile."
6122267,4203,True and Untrue and Other Norse Tales,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455821552l/6122267._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455821552l/6122267._SX50_.jpg,1945,,,eng,Alfred A. Knopf,false,6300595,9,105,84,20,1,5:9|4:6|3:5|2:0|1:0|total:20,1945,,,4.20,13,1,"['4203', '14888736']","['Sigrid Undset', 'Frederick C. Chapman']","['4.17', '4.15']",[],[],[],These tales are based on the original stories collected by Moe and Asbjornsen.
15851989,4203,"Krystyna, córka Lavransa (#1)",,9788362180516,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354127898l/15851989._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354127898l/15851989._SY75_.jpg,2011,4,,pol,Wydawnictwo Akcent,false,50318460,1,53,81,20,0,5:7|4:8|3:4|2:1|1:0|total:20,,,,4.05,20,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
1902634,4203,Мадам Дортея,575160203X,9785751602031,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,,,rus,Tekst,false,1904333,6,59,77,19,2,5:5|4:10|3:4|2:0|1:0|total:19,1939,,,4.05,7,1,['4203'],['Sigrid Undset'],['4.17'],[],[],[],"=Madame Dorthea<br />In eighteenth century Norway: Thestrup, Madame Dorthea's husband, disappears--an event on which the whole novel may be said to hinge. Undset gives us a story kaleidoscopic in movement and peopled with a whole gallery of picturesque figures."
983049,4203,Four Stories,0313205663,9780313205668,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407480008l/983049._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407480008l/983049._SX50_.jpg,1959,,,,Alfred K. Knopf (NY),false,967938,1,57,75,20,6,5:5|4:7|3:6|2:2|1:0|total:20,1959,,,3.75,20,6,"['4203', '229978']","['Sigrid Undset', 'Naomi Walford']","['4.17', '4.11']",[],[],[],"The four stories are Selma Broter, Thjodolf, Miss SmithTellefsen &amp; Simonsen.<br /> Undset was the daughter of archeologist Ingvald Undset. Cultural, autobiographical &amp; religious topics constitute a large portion of her fiction, which in Norway is categorized according to the time of action: medieval or modern. Jenny (1911), an idealistic &amp; tragic love story, is one of the latter novels. Undset's comprehensive knowledge of medieval Scandinavian culture has its literary monuments in Kristin Lavransdatter ('20-22) &amp; The Master of Hestviken ('25-27), historical novels that depict life in the Norwegian Middle Ages. She was awarded the Nobel Prize for Literature in '28. Norwegian criticism of her writing centers on her religiosity (she became a conservative, almost reactionary Catholic in Lutheran Norway in the 20s; she possesses an intensity of belief that is rather naturally expressed in the medieval novels. Yet while she's written religious polemics, the medieval novels are not tendentious. In fact, the central motifs are eroticism, marriage &amp; family life, in short, the full life of a medieval woman who sees herself in the light of contemporary Christian beliefs. These novels are realistic delineations of medieval personalities. During WWII she escaped the German occupation of Norway &amp; fled to America, where she wrote her autobiographical Happy Times in Norway ('42)."
16128874,4203,Sigurd and His Brave Companions: A Tale of Medieval Norway,081667826X,9780816678266,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356019633l/16128874._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356019633l/16128874._SX50_.jpg,2013,6,12,,Univ Of Minnesota Press,false,21953789,6,92,73,19,4,5:4|4:9|3:5|2:1|1:0|total:19,1955,,,3.84,19,4,"['4203', '6572264']","['Sigrid Undset', 'Gunvor Bull Teilman']","['4.17', '3.84']",[],[],[],"<br />Inspired by tales of the hero Vilmund Vidutan and his fellow knights, Sigurd Jonsson and his young friends Ivar and Helge set out to reenact these exploits on their medieval Norwegian farm. They carve swords and lances and spend hours making shields. With a little imagination, a pasture becomes a battlefield, an old boar their greatest foe, and they pass many hours jousting and dueling. But when the summer is nearly over, the three boys stumble into real trouble and must prove their courage in an adventure all their own.<br /><br /><br />Written during Sigrid Undset’s time in New York, <i>Sigurd and His Brave Companions</i> will make medieval Norway come alive for young and old readers alike.<br /><br /><br />"
17163468,4203,Legenda o królu arturze i rycerzach okrągłego stołu,8321100295,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1956,6,14,pol,PAX,false,23589494,5,43,64,20,0,5:1|4:4|3:13|2:2|1:0|total:20,1915,,,3.20,12,0,['4203'],['Sigrid Undset'],['4.17'],['4713647'],['Beata Hłasko'],['3.50'],Legend of king Arthur and his knights.
11389560,4203,"Olaf syn Auduna, vol. 2 (Olav Audunssøn #3-4)",8321103995,9788321103990,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,,,pol,Pax,false,16321575,10,37,61,14,0,5:6|4:7|3:1|2:0|1:0|total:14,1927,,,4.36,8,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
2612527,4203,Images in a Mirror,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340131327l/2612527._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340131327l/2612527._SX50_.jpg,1938,,,eng,A. A. Knopf,false,2637175,2,35,57,15,1,5:2|4:9|3:3|2:1|1:0|total:15,1917,,,3.80,15,1,['4203'],['Sigrid Undset'],['4.17'],['1119654'],['Arthur G. Chater'],['4.20'],
17383512,4203,"Krystyna, córka Lavransa (#2)",,9788362180523,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361201838l/17383512._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361201838l/17383512._SY75_.jpg,2011,4,,pol,Wydawnictwo Akcent,false,50318463,1,25,49,13,0,5:7|4:1|3:1|2:3|1:1|total:13,,,,3.77,13,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
17164288,4203,Maailmankirjallisuuden mestarinovelleja,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410764351l/17164288._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410764351l/17164288._SY75_.jpg,1961,,,fin,Wsoy,false,23590615,1,35,42,11,2,5:2|4:5|3:4|2:0|1:0|total:11,1961,1,1,3.82,11,2,"['4456323', '29227', '51047', '6815', '18791', '5031025', '8993', '6989', '4176632', '1113469', '5144', '4203', '113010', '5223', '8147', '45712', '89330', '3535', '1455', '8875', '585', '2533', '37848', '4624490', '957894', '232932', '410680', '169899', '3137322', '648081', '1244']","['Aulis Ojajärvi', 'Giovanni Boccaccio', 'Alphonse Daudet', 'August Strindberg', 'Guy de Maupassant', 'Anton Chekhov', 'O. Henry', 'Rudyard Kipling', 'W. Somerset Maugham', 'Hermann Hesse', 'James Joyce', 'Sigrid Undset', 'Prosper Mérimée', 'Franz Kafka', 'Karen Blixen', 'Katherine Mansfield', 'Pär Lagerkvist', 'William Faulkner', 'Ernest Hemingway', 'Halldór Laxness', 'John Steinbeck', 'Graham Greene', 'Alberto Moravia', 'Edgar Allan Poe', 'Albert Camus', 'Nikolai Gogol', 'Ivan Turgenev', 'Gottfried Keller', 'Fyodor Dostoyevsky', 'Bjørnstjerne Bjørnson', 'Mark Twain']","['3.60', '3.85', '3.65', '3.53', '3.86', '3.96', '4.08', '3.93', '4.04', '4.05', '3.74', '4.17', '3.59', '3.89', '4.00', '3.78', '3.80', '3.85', '3.83', '3.97', '3.93', '3.89', '3.74', '4.17', '4.00', '4.04', '3.92', '3.28', '4.18', '3.38', '3.86']",[],[],[],"Kouluhallituksen hyväksymä novellikokoelma, jonka on koonnut Aulis Ojajärvi."
23385634,4203,Julefortellinger,,9788203353208,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413522389l/23385634._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413522389l/23385634._SY75_.jpg,2013,,,nor,Aschehoug,false,42943967,1,34,38,10,1,5:2|4:5|3:2|2:1|1:0|total:10,2013,1,1,3.80,10,1,"['130029', '3096996', '921572', '119088', '19080382', '571953', '31125', '4350497', '618846', '45230', '3012474', '509126', '4203', '6568360', '128382', '6378']","['Unni Lindell', 'Merethe Lindstrøm', 'Ketil Bjørnstad', 'Klaus Hagerup', 'Tom Kristensen', 'Tom Egeland', 'Larry Brown', 'Helga Flatland', 'Johan Harstad', 'Tove Jansson', 'Alf Prøysen', 'Anne B. Ragde', 'Sigrid Undset', 'Christian Valeur', 'Leo Tolstoy', 'Hans Christian Andersen']","['3.51', '3.49', '3.89', '3.82', '3.52', '3.71', '4.07', '4.07', '3.78', '4.20', '4.03', '3.69', '4.17', '3.39', '4.06', '4.12']",[],[],[],"De gamle julefortellingene kjenner vi jo. Men julen kommer hvert år, og selv om mye er det samme, er vi klare for nye historier. Mange av våre største - og mest folkekjære - forfattere deltar med nyskrevne julefortellinger i denne stemningsskapende antologien. Her er alt fra Merethe Lindstrøm, Tom Kristensen, Ketil Bjørnstad og Anne B. Ragde til Tom Egeland og Klaus Hagerup. I tillegg gir Helga Flatland og Christian Valeur nye og friske blikk på juletradisjonen. Samtidig har vi funnet plass til noen klassikere, og vi kan presentere en helt nyoversatt novelle av amerikanske Larry Brown."
17878785,4203,شهر العسل: مختارات قصصية,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ara,دار الهلال,false,25036696,1,24,36,12,1,5:1|4:3|3:5|2:1|1:2|total:12,,,,3.00,12,1,"['5481957', '3516444', '18791', '6981879', '7244866', '7244867', '3345', '128382', '6076026', '648081', '1455', '4203', '4715518', '35509', '45712']","['Various', 'محمود مسعود', 'Guy de Maupassant', ""Villiers de L'Isle-Adam"", 'Pierre Hallström', 'Liam Aovlarto', 'Joseph Conrad', 'Leo Tolstoy', 'Saki', 'Bjørnstjerne Bjørnson', 'Ernest Hemingway', 'Sigrid Undset', 'Luis Quiros', 'Vicente Blasco Ibáñez', 'Katherine Mansfield']","['3.98', '3.86', '3.86', '3.75', '3.00', '3.00', '3.50', '4.06', '3.94', '3.38', '3.83', '4.17', '3.00', '3.84', '3.78']",[],[],[],تضم المجموعة القصص التالية<br /><br />عقد الماس : جي دي موباسان – التعذيب بالامل : كونت فيليير دي ليل ادم – كم من الارض يحتاج اليها الانسان : ليو تولستوي – ذكاء : ساكي(ه. ه. مونرو) – الشقيقان : بجورنستجيرن بجورنسون – بعيدا عن الوطن : ارنست هيمنجواي – غرام الكهول : سيجريد اوندسيت – زوجان من التوأم : لويس كوييروس – ليلة رهيبة : فنسنت بلاسكوايبانيز – انكشف القناع : كاترين مانسفيلد – شهر العسل : بير هالستروم – عندما يطير مقصوص الجناح : ليام اوفلارتو – الربان الاسود : جوزيف كونراد
23066541,4203,Nobeller - noveller av nobelpristagare,,9789172215238,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409062274l/23066541._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409062274l/23066541._SX50_.jpg,2007,,,swe,En bok för alla,false,42623380,1,28,33,9,0,5:1|4:4|3:4|2:0|1:0|total:9,2007,1,1,3.67,9,0,"['9938154', '648081', '1728', '38266', '1455', '533521', '19771050', '4203']","['Gun Ekeroth', 'Bjørnstjerne Bjørnson', 'Orhan Pamuk', 'Selma Lagerlöf', 'Ernest Hemingway', 'Harry Martinson', 'Aleksandr Solzhenitsyn', 'Sigrid Undset']","['3.67', '3.38', '3.76', '3.85', '3.83', '3.78', '4.05', '4.17']",[],[],[],"De flesta av Nobelpristagarna i litteratur skrev noveller vid sidan av de romaner som de är mest kända för. I detta urval som också sänts i radions P1 får vi möta 25 ""Nobeller"". Samlingen inleds med Björnstjerne Björnsson, pristagare 1903, och slutar med 2006 års pristagare, den turkiska författaren Orhan Pamuk. Här finns också namn som Selma Lagerlöf, Sigrid Undset, Ernest Hemingway, Alexander Solsjenitsyn och Harry Martinson."
18466732,4203,L'âge heureux (suivi de) Simonsen,95.99.887,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,2,,fre,Stock,false,26125508,2,13,28,9,0,5:0|4:2|3:6|2:1|1:0|total:9,1925,,,3.11,7,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
11389504,4203,"Olaf syn Auduna, vol. 1",832110399,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,,,pol,Pax,false,56523481,1,14,26,7,0,5:2|4:2|3:2|2:1|1:0|total:7,,,,3.71,7,0,"['4203', '2965455']","['Sigrid Undset', 'Wanda Kragen']","['4.17', '4.16']",[],[],[],
983085,4203,Saga of Saints,0836909593,9780836909593,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,967974,3,49,20,5,2,5:1|4:3|3:1|2:0|1:0|total:5,1992,1,1,4.00,4,2,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
2660274,4203,Echo: Scandinavian Stories about Girls,1879679140,9781879679146,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552702975l/2660274._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552702975l/2660274._SY75_.jpg,2000,4,1,,Women in Translation,false,2685499,1,31,19,7,4,5:0|4:2|3:2|2:2|1:1|total:7,2000,4,1,2.71,7,4,"['18968787', '738043', '42162', '45230', '176095', '254919', '410653', '123374', '2188760', '18584220', '4333873', '4203', '38266', '197111', '6586896', '6361757', '15455988', '1010312', '701482', '830979', '956849', '5311947', '163175', '397768', '2777278', '235588', '697709', '5280236', '419144']","['Ia Dübois', 'Katherine Hanson', 'Maria Gripe', 'Tove Jansson', 'Tove Ditlevsen', 'Irmelin Sandman Lilius', 'Astrid Lindgren', 'Cora Sandel', 'Dikken Zwilgmeyer', 'Karen Michaelis', 'Katarina Taikon', 'Sigrid Undset', 'Selma Lagerlöf', 'Dea Trier Mørch', 'Suzanne Osten', 'Susanne Levin', 'Ellen Marie Vars', 'Camilla Collett', 'Tove Nilsen', 'Torborg Nedreaas', 'Eeva Kilpi', 'Agnes Henningsen', 'Moa Martinson', 'Laila Stien', 'Martha Sandwall-Bergström', 'Gerd Brantenberg', 'Annika Thor', 'Jette Drewsen', 'Hagar Olsson']","['2.71', '3.71', '3.89', '4.20', '4.16', '3.89', '4.18', '3.95', '3.23', '2.78', '3.72', '4.17', '3.85', '3.74', '3.29', '2.74', '2.88', '3.54', '3.78', '3.94', '3.76', '3.88', '3.66', '3.46', '3.86', '3.95', '3.87', '2.63', '3.83']",[],[],[],"Astrid Lindgren, Tove Jansson, Selma Lagerlof -- these are only some of the authors included in this remarkable collection of short stories and excerpts from novels and autobiographies. Editors Ia Dubois and Katherine Hanson (An Everyday Story: Norwegian Women's Fiction) have woven together a rich blend of classic and contemporary literature written for and about girls. Girls who dare to ski off high jumps, who build river dams, who scheme to get rich by selling imaginary lottery tickets. Girls who long for their parents to stop quarreling, for their mothers to act normal, for their fathers to understand them. Girls who ponder what to name themselves, how to find and keep a best friend, what their futures will be. Girls who are energetic, wild and breakers of rules. Girls who are thoughtful, astute and delightfully funny.Scandinavia has produced some of world literature's most enduring writing for and about children. Authors such as Tove Ditlevsen, Sigrid Undset, Cora Sandel and Gerd Brantenberg have created memorable portraits of girls coming of age, while Astrid Lindgren and Tove Jansson are famous world-wide for their charming books about Pippi Longstocking and the Moomin family. Although some of this literature is well-known in translation, Echo is the first time that many of these stories have been published in English. Each of the twenty-eight pieces comes with a brief introduction. With work from four countries -- Denmark, Finland, Sweden and Norway -- as well as minority voices of the Sami, gypsy and Jewish populations of Scandinavia, Echo is as comprehensive as it is refreshing."
14743994,4203,Ungdom,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,20392524,2,12,18,6,2,5:1|4:1|3:1|2:3|1:0|total:6,,,,3.00,5,2,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
18468713,4203,Подарок тролля. Литературные сказки Скандинавии,5352019640,9785352019641,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378726024l/18468713._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378726024l/18468713._SY75_.jpg,2007,,,rus,Азбука-классика,false,26129911,1,7,18,4,1,5:2|4:2|3:0|2:0|1:0|total:4,2007,1,1,4.50,4,1,"['273501', '45230', '16866182', '16866183', '16866184', '4203', '992882', '6378', '2856503', '644541', '3009442', '1970140', '200222', '38266', '410653', '15649535', '16866185', '16831277', '16866186', '649318', '16866187', '6924765', '16866188', '16866189', '14120415', '16866190', '16866191', '7161635', '16866192', '7161638', '16866193']","['Peter Christen Asbjørnsen', 'Tove Jansson', 'Туве Марика Янссон', 'Анни Сван', 'Сакариас Топелиус', 'Sigrid Undset', 'Thorbjørn Egner', 'Hans Christian Andersen', 'Svend Grundtvig', 'Hjalmar Bergman', 'Anna Wahlenberg', 'Anni Swan', 'Helena Nyblom', 'Selma Lagerlöf', 'Astrid Lindgren', 'Сельма Лагерлёф', 'Астрид Линдгрен', 'Андри Снайр Магнасон', 'Адальстейн Аусберг Сигюрдссон', 'Zacharias Topelius', 'Йерген Ингебретсен Му', 'Сигрид Унсет', 'Ингер Маргрете Гордер', 'Турбьерн Эгнер', 'Ганс Кристиан Андерсен', 'Свен Грундтвиг', 'Эльза Бесков', 'Яльмар Бергман', 'Анна Валенберг', 'Хелена Нюблум', 'Петер Кристен Асбьернсен']","['4.15', '4.20', '4.50', '4.50', '4.60', '4.17', '3.97', '4.12', '4.46', '3.28', '4.25', '3.52', '4.08', '3.85', '4.18', '4.49', '4.50', '4.20', '4.50', '3.66', '4.50', '4.17', '4.50', '4.50', '4.00', '4.50', '4.50', '4.50', '4.50', '4.55', '4.50']","['6421305', '14874761']","['Людмила Брауде', 'Борис Жаров']","['4.43', '4.00']","Тролли и эльфы, злые колдуны и добрые волшебники, домовые и черти... Когда-то давным-давно в Скандинавии верили, что эти существа живут в дремучих лесах, туманных фьордах и встреча с ними может изменить судьбу человека."
6630222,4203,Tolv år,8203180973,9788203180972,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,,,nor,Aschehoug (Oslo),false,6824572,1,17,18,4,0,5:2|4:2|3:0|2:0|1:0|total:4,1998,1,1,4.50,4,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
983087,4203,"Men, Women and Places",0836914317,9780836914313,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1939,6,,eng,Ayer Co Publ.,false,967976,1,19,17,4,2,5:2|4:1|3:1|2:0|1:0|total:4,1939,6,1,4.25,4,2,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
16037563,4203,Noveller för världens barn 2012,,9789177366263,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348177216l/16037563._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348177216l/16037563._SY75_.jpg,2012,,,swe,Världens Barn,false,21811559,1,21,16,4,1,5:1|4:2|3:1|2:0|1:0|total:4,2012,,,4.00,4,1,"['937553', '6378', '655395', '176095', '233892', '5324406', '956849', '691426', '8875', '848886', '957536', '533521', '95947', '6536625', '539149', '123374', '1414712', '6547', '6815', '23817', '302660', '1373146', '1021003', '4203', '79875', '778911', '4037424', '18317', '87694', '804767', '4588770']","['Naja Marie Aidt', 'Hans Christian Andersen', 'Vita Andersen', 'Tove Ditlevsen', 'Monika Fagerholm', 'Mats Kempe', 'Eeva Kilpi', 'Rose Lagercrantz', 'Halldór Laxness', 'Fredrik Lindström', 'Max Lundgren', 'Harry Martinson', 'Vilhelm Moberg', 'Sonja Nordenswan', 'Henrik Pontoppidan', 'Cora Sandel', 'Steinunn Sigurðardóttir', 'Maj Sjöwall', 'August Strindberg', 'Margareta Strömstedt', 'Hjalmar Söderberg', 'Märta Tikkanen', 'Aino Trosell', 'Sigrid Undset', 'Tarjei Vesaas', 'Klas Östergren', 'Beate Grimsrud', 'Knut Hamsun', 'Jens Peter Jacobsen', 'Elsie Johansson', 'Thorsten Jonsson']","['3.92', '4.12', '3.61', '4.16', '3.35', '3.34', '3.76', '3.88', '3.97', '3.16', '3.60', '3.78', '4.20', '4.00', '4.18', '3.95', '3.44', '3.91', '3.53', '3.87', '3.80', '4.00', '3.18', '4.17', '3.98', '3.59', '3.74', '4.00', '3.86', '3.74', '3.95']",[],[],[],
22853100,4203,The Ax master of Hestviken,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,42417202,1,14,15,3,0,5:3|4:0|3:0|2:0|1:0|total:3,,,,5.00,3,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],Histrical fiction weaving a fascinating story in medieval Norway. A riveting look into the mores and culture of the time.
14743995,4203,Fattige Skjebner,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,20392525,2,9,15,4,1,5:0|4:3|3:1|2:0|1:0|total:4,,,,3.75,3,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
5986024,4203,Christmas and Twelfth Night: Reflections,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1932,,,,"Longmans, Green and Co.",false,6159777,1,13,14,4,0,5:1|4:1|3:1|2:1|1:0|total:4,1932,,,3.50,4,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
14743996,4203,De Kloke Jomfruer,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,nor,,false,20392526,1,5,14,4,0,5:0|4:2|3:2|2:0|1:0|total:4,,,,3.50,4,0,['4203'],['Sigrid Undset'],['4.17'],[],[],[],
