id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
52036,1113469,Siddhartha,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428715580l/52036._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428715580l/52036._SY75_.jpg,1981,12,1,eng,Bantam Books,false,4840290,1435,921821,2218671,551235,16356,5:220265|4:181593|3:105008|2:31581|1:12788|total:551235,1922,,,4.02,471821,11156,['1113469'],['Hermann Hesse'],['4.05'],['8463'],['Hilda Rosner'],['4.01'],"Herman Hesse's classic novel has delighted, inspired, and influenced generations of readers, writers, and thinkers. In this story of a wealthy Indian Brahmin who casts off a life of privilege to seek spiritual fulfillment. Hesse synthesizes disparate philosophies--Eastern religions, Jungian archetypes, Western individualism--into a unique vision of life as expressed through one man's search for true meaning."
39703840,1113469,Com a maturidade fica-se mais jovem,,9788501071101,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522680424l/39703840._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522680424l/39703840._SX50_.jpg,2018,1,29,por,Record,false,61347703,1,47,77,20,2,5:3|4:11|3:6|2:0|1:0|total:20,,,,3.85,20,2,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],"Em um sensível e lúcido elogio à maturidade, Hermann Hesse, Nobel de Literatura, mostra que a velhice pode ser tão rica e exuberante quanto a juventude <br /><br />Em Com a maturidade fica-se mais jovem, Hermann Hesse dedica-se com lirismo ao último desafio de sua longa vida de escritor: aceitar graciosamente a velhice e a proximidade da morte. Os belos textos trazem histórias cheias de referências a experiências pessoais, autoanálise e confissões literárias. <br />A influência de Nietzsche, o conhecimento da psicanálise, a austeridade religiosa e o ceticismo subsequente estão representados em impressões sobre a efemeridade e a transitoriedade do mundo. A índole acentuadamente romântica transparece nas breves histórias e em seus pensamentos. Há ainda recordações íntimas, pequenos poemas em prosa e em verso, aforismos e breves tratados filosóficos. A natureza variada dos textos escolhidos marca a pluralidade do autor e aborda a dicotomia entre corpo e mente, espiritualidade e materialismo, conflito que permeou toda a sua obra. <br />Hesse nos lembra, neste livro, do ciclo natural da vida, da primavera dos anos e da regeneração que anualmente se repete. Algo que não deve ser encarado como motivo de tristeza, por ele próprio se encontrar no inverno da existência, e sim como uma oportunidade para proceder à transformação e à regeneração interior."
3355590,1113469,اسپرلوس,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1989,,,per,اساطیر,false,3394724,2,53,71,23,2,5:5|4:3|3:9|2:1|1:5|total:23,1989,,,3.09,22,2,"['1113469', '857978']","['Hermann Hesse', 'پرویز داریوش']","['4.05', '3.62']",[],[],[],=Asprlvs
2816788,1113469,Der Lateinschüler (Erzählungen in Einzelausgaben),3518376934,9783518376935,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348234129l/2816788._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348234129l/2816788._SY75_.jpg,1985,1,1,ger,Suhrkamp,false,2842721,2,39,71,22,1,5:0|4:6|3:15|2:1|1:0|total:22,1914,,,3.23,21,1,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],=The Latin students (in separate stories)
254714,1113469,Степной волк/Демиан/Душа ребенка/Клейн и Вагнер/Последнее лето Клингзора,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,,,rus,Кристалл,false,16024502,1,32,69,15,0,5:11|4:3|3:0|2:1|1:0|total:15,,,,4.60,15,0,"['1113469', '8476447']","['Hermann Hesse', 'Герман Гессе']","['4.05', '4.21']",[],[],[],"=Steppenwolf. Demian. Baby shower. Klein and Wagner. Last summer, Klingsor <br />…Человеку, способному понять Будду, имеющему представление о небесах и безднах человечества, не пристало жить в мире, где правят здравый смысл, демократия и мещанская образованность. Он живет в нем только из трусости, и когда его угнетают размеры этого мира, когда тесная мещанская комната делается ему слишком тесна, он сваливает все на `волка` и не видит, что волк – лучшая порой его часть…"
125307,1113469,Materialien zu Hermann Hesses Siddharta 1. Texte von Hermann Hesse,3518366297,9783518366295,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,6767038,1,46,68,20,2,5:3|4:5|3:9|2:3|1:0|total:20,,,,3.40,20,2,"['1113469', '39292']","['Hermann Hesse', 'Volker. Michels']","['4.05', '3.40']",[],[],[],
2477831,1113469,La leçon interrompue,2742705430,9782742705436,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348215270l/2477831._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348215270l/2477831._SY75_.jpg,1999,1,1,fre,Actes Sud,false,2485031,4,35,67,18,0,5:3|4:8|3:6|2:1|1:0|total:18,1999,1,1,3.72,16,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],"Sa vie durant, Hermann Hesse écrivit des nouvelles : les cinq ici rassemblées - la première date de 1896, la dernière de 1949 - sont emblématiques d'une quête toujours poursuivie par l'écrivain, celle de la vérité. Et de Mon enfance, exploitant le thème de la nature, à Mon camarade Martin et la Leçon interrompue, évoquant les amitiés scolaires de la première jeunesse, en passant par Histoire de mon Novalis qui dit la joie de la lecture ou le Mendiant, qui interroge les conflits entre la pauvreté et la richesse, on retrouve tout entière la sensibilité et la maîtrise du grand écrivain."
22663459,1113469,Leyendas medievales,8402063756,9788402063755,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404498493l/22663459._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404498493l/22663459._SY75_.jpg,1983,,,spa,Bruguera,false,42162193,2,48,67,22,2,5:2|4:4|3:10|2:5|1:1|total:22,1925,,,3.05,21,2,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
1241169,1113469,Peter Camenzind. Unterm Rad. Gertrud,3518411020,9783518411025,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454579804l/1241169._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454579804l/1241169._SY75_.jpg,2001,3,26,ger,Suhrkamp,false,20410722,1,26,67,16,0,5:5|4:9|3:2|2:0|1:0|total:16,2001,3,26,4.19,16,0,"['1113469', '104613']","['Hermann Hesse', 'Volker Michels']","['4.05', '4.00']",[],[],[],
10386132,1113469,Un'ora dopo mezzanotte,8871680774,9788871680774,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464105498l/10386132._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464105498l/10386132._SY75_.jpg,,,,ita,,false,6302643,7,44,66,20,2,5:1|4:7|3:9|2:3|1:0|total:20,1984,3,30,3.30,4,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],=An hour after midnight
28477850,1113469,Alma de niño/ Klein y Wagner / El último verano de Klingsor,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,48619182,2,30,66,18,1,5:4|4:7|3:5|2:1|1:1|total:18,,,,3.67,17,1,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
25882238,1113469,Flute Dream,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,45760525,2,47,66,17,0,5:5|4:8|3:2|2:1|1:1|total:17,2015,2,25,3.88,17,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
2219811,1113469,Verliebt in die verrückte Welt,3458171533,9783458171539,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348390764l/2219811._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348390764l/2219811._SY75_.jpg,2003,4,1,,"Insel, Frankfurt",false,2225603,3,48,65,18,1,5:4|4:7|3:4|2:2|1:1|total:18,2013,3,11,3.61,16,1,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],"„Und allem Weh zum Trotze bleib ich verliebt in die verrückte Welt”, heißt es in einem von Hesses Gedichten. Ins Dasein verliebt ist dieser Schriftsteller zeitlebens geblieben, allen Krisen zum Trotz. Krisen begriff er als Chance, um an ihnen zu wachsen und es ist ihm gelungen diese positive Lebenseinstellung auch seinen Leser zu vermitteln. Dieses Lesebuch versammelt eine charakteristische Auswahl solcher Texte und zeigt ihren Verfasser als einen Schrittmacher der individuellen Lebensgestaltung, der jeden einzelnen ernst nimmt, für unverwechselbar, wichtig und merkwürdig hält, als „Punkt, in dem die Erscheinungen der Welt sich kreuzen, nur einmal so und nie wieder”."
1632129,1113469,Die Antwort bist du selbst. Briefe an junge Menschen,3458342834,9783458342830,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,1626312,1,43,65,14,2,5:9|4:5|3:0|2:0|1:0|total:14,2000,4,1,4.64,14,2,"['1113469', '104613']","['Hermann Hesse', 'Volker Michels']","['4.05', '4.00']",[],[],[],=The answer you're yourself. Letters to young people
2219785,1113469,Wege nach innen. 25 Gedichte,3458066179,9783458066170,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357862880l/2219785._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357862880l/2219785._SX50_.jpg,,,,,,false,1473158,5,30,63,15,1,5:5|4:8|3:2|2:0|1:0|total:15,1973,,,4.20,13,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
5968434,1113469,"Hermann Hesse: ""Narziss und Goldmund"". (Königs Erläuterungen und Materialien, Bd. 86)",3804416225,9783804416222,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,6141408,1,36,63,15,0,5:6|4:7|3:1|2:1|1:0|total:15,,,,4.20,15,0,"['308159', '1113469']","['Martin Pfeifer', 'Hermann Hesse']","['4.22', '4.05']",[],[],[],
2596981,1113469,Augustus/Der Dichter/Ein Mensch mit Namen Ziegler,0393096157,9780393096156,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488296225l/2596981._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488296225l/2596981._SX50_.jpg,1958,4,1,ger,W.W. Norton & Co Ltd,false,2619330,2,41,62,17,0,5:2|4:9|3:4|2:2|1:0|total:17,1958,4,1,3.65,7,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],Stories from the author's Märchen and Fabulierbuch.
4458713,1113469,Lettre À Un Jeune Artiste,2910233359,9782910233358,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348215761l/4458713._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348215761l/4458713._SX50_.jpg,,,,fre,Mille et une nuits,true,4506961,2,39,62,19,3,5:3|4:2|3:11|2:3|1:0|total:19,1994,1,1,3.26,19,3,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],"On y parle de l'art, de la vie, de la religion, de plein de choses. c'est une belle leçon de vie que nous offre Hermann Hesse dans cette petite lettre. à lire, relire encore. Suivi d'un petit essai analytique sur l'oeuvre de Hesse et sur cette lettre."
3725308,1113469,افسانه و سیزده داستان دیگر,9645960726,9789645960726,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,,,per,انتشارات اساطیر,false,3769060,1,45,61,17,2,5:4|4:5|3:5|2:3|1:0|total:17,1999,,,3.59,17,2,"['1113469', '1585646']","['Hermann Hesse', 'کیکاوس جهانداری']","['4.05', '3.52']",[],[],[],
17667343,1113469,"Youth, Beautiful Youth",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363921353l/17667343._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363921353l/17667343._SX50_.jpg,,,,,,false,24662379,2,57,60,18,1,5:1|4:5|3:11|2:1|1:0|total:18,,,,3.33,14,1,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],A novella about a young man who has returned home after several years abroad enjoying success in education and employment. For a few months he gets to revisit and re-experience his youth one last time before it is gone for good and he has to return to the world as a fully formed adult.
2219806,1113469,"Tessin: Betrachtungen, Gedichte Und Aquarelle Des Autors",3518402978,9783518402979,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488296144l/2219806._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488296144l/2219806._SY75_.jpg,,,,ger,,false,6767026,7,30,60,15,0,5:6|4:4|3:4|2:1|1:0|total:15,1975,1,1,4.00,8,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
12425933,1113469,La conversione di Casanova,887819414X,9788878194144,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348224922l/12425933._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348224922l/12425933._SY75_.jpg,1993,,,ita,TEA  (collana Teadue),false,14668489,3,36,59,16,0,5:2|4:7|3:7|2:0|1:0|total:16,1985,1,1,3.69,9,0,"['1113469', '1547425']","['Hermann Hesse', 'Enrico Groppali']","['4.05', '3.80']",[],[],[],"Il volume raccoglie due racconti. Nel primo Giacomo Casanova è protagonista di una delle sue più tipiche avventure, tra carceri, evasioni, duelli e seduzioni. Un imprevisto incontro con l'autorità ecclesiastica sembra tuttavia spingerlo verso una messa in discussione radicale della propria esistenza. Nel secondo racconto (Padre Matthias) il protagonista rappresenta l'uomo di chiesa fortemente attratto dagli aspetti mondani della vita. La sua vicenda si conclude con l'abbandono della veste talare che non porrà fine tuttavia al suo travaglio interiore."
23623322,1113469,خواب نی لبک,,9789642091638,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417079256l/23623322._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417079256l/23623322._SX50_.jpg,2014,,,pes,نشر ماهی,false,43228797,1,62,59,18,3,5:2|4:4|3:9|2:3|1:0|total:18,2014,1,1,3.28,18,3,['1113469'],['Hermann Hesse'],['4.05'],['966015'],['سروش حبیبی'],['4.00'],خواب نی‌لبک شامل 14 قصه‌ی کوتاه است که هرمان هسه آنها را در فاصله‌ی سال‌های 1900 تا 1933 نوشته است. قصه‌هایی تخیلی درباره‌ی آدم‌های عجیب و غریب که به رویا می‌مانند، زیر بار سیطره‌ی پول نمی روند و مادی‌گرایی جامعه‌ی اروپایی را محکوم می‌کنند. این داستان‌ها هم سفرنامه‌ی معنوی و شخصی هسه هستند و هم شرح ستیزهایی که در زمان حیات او اروپا را به هم ریخت.
29967720,1113469,Fairy Tales,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,50362755,2,49,59,14,1,5:7|4:4|3:2|2:1|1:0|total:14,,,,4.21,11,1,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
4473597,1113469,Las mejores historias siniestras,8402005233,9788402005236,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1972,,,spa,Editorial Bruguera (Libro Amigo),false,4521866,2,36,58,15,4,5:3|4:9|3:2|2:0|1:1|total:15,1968,,,3.87,15,4,"['5345841', '5158478', '82937', '13387', '500', '6263', '45712', '128382', '6469242', '89330', '4273', '3012988', '447', '5775185', '7907', '19405', '431149', '6765', '5152', '7854885', '63475', '52578', '2533', '18791', '1113469', '14444', '7215049', '14167341']","['Laurette Naomi Pizer', 'Anonymous', 'James Stephens', 'John Collier', 'Jorge Luis Borges', ""Jun'ichirō Tanizaki"", 'Katherine Mansfield', 'Leo Tolstoy', 'Nakajima Ton', 'Pär Lagerkvist', 'Roald Dahl', 'Robert Graves', 'Bernard Malamud', 'Ryūnosuke Akutagawa', 'Susan Sontag', 'Thomas Mann', 'Truman Capote', 'Virginia Woolf', 'Vladimir Nabokov', 'Walter Beckers', 'Yury Olesha', 'Elizabeth Bowen', 'Graham Greene', 'Guy de Maupassant', 'Hermann Hesse', 'Isaac Bashevis Singer', 'Isak Dinesen', 'Ivan Alekseyevich Bunin']","['3.81', '4.15', '3.91', '3.95', '4.30', '3.84', '3.78', '4.06', '4.05', '3.80', '4.13', '4.12', '3.86', '4.02', '3.96', '3.94', '4.01', '3.88', '3.89', '3.74', '3.89', '3.63', '3.89', '3.86', '4.05', '4.05', '4.00', '4.05']",[],[],[],"Colección de cuentos de grandes autores que tienen como motivo común algún elemento inexplicable mechado de escalofríos (Hermann Hesse, Truman Capote, Virgina Wolf, Guy de Maupassant, Vladimir Nabokov, Jorge Luis Borges...)"
2596995,1113469,Die Romane und die großen Erzählungen in acht Bänden,351803099X,9783518030998,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339155165l/2596995._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339155165l/2596995._SX50_.jpg,2003,,,ger,Suhrkamp,false,21138817,4,34,57,13,1,5:7|4:4|3:2|2:0|1:0|total:13,1986,1,1,4.38,9,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
517626,1113469,Italien,3518371894,9783518371893,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,505557,7,62,57,17,0,5:2|4:5|3:7|2:3|1:0|total:17,1988,1,1,3.35,9,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
959816,1113469,Der Weltverbesserer und Doktor Knölges Ende: Zwei Erzählungen,3518376977,9783518376973,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,,,ger,Suhrkamp,false,944719,1,39,57,17,2,5:4|4:4|3:3|2:6|1:0|total:17,1985,1,1,3.35,17,2,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],"Berthold Reichardt, einer junger, intelligenter Mensch, der nicht so recht weiß, was er mit seinem Leben anstellen soll, befreundet sich, als er in die Stadt kommt um Architektur zu studieren, zuerst mit einer Künstlergruppe und verbringt die meiste Zeit damit, gemeinsam mit ihnen über die Werke anderer zu lästern.<br />Die junge Agnes, die er kennen lernt, ist jedoch gar nicht von dieser Gesellschaft begeistert, weswegen er seinen suchenden Geist für andere Strömungen öffnet: Er lernt einen Wanderprediger kennen, der Vegetarismus und ‚Zurück zur Natur!’ propagiert und zieht spontan in eine Hütte nach Tirol, wo er in stiller, kontemplativer Einsamkeit das Landleben schätzen lernt und nur dann und wann von wandernden Gesinnungsgenossen besucht wird. <br />Nach einem Jahr dieses Lebens wird der mittlerweile etwas eigene Berthold zu einem großen ‚Aussteigerkongress’ in München geladen, doch kaum dass er in die Zivilisation zurückgekehrt ist (und Agnes wieder trifft), hat er genug vom Vegetarierleben und kehrt glücklich zurück in den Schoß des urbanen Lebens…<br /><br />Dr. Knölge, ein ehrbarer Gymnasialprofessor in Pension, hätte nie gedacht, dass er einmal zum doch sehr sonderbaren Völkchen der Vegetarier zählen würde, doch ein Altersleiden führte ihn aus gesundheitlichen Gründen zu diesem Lebenswandel.<br />Nachdem er einmal Gefallen am Vegetarierdasein gefunden hat, lässt er sich sogar dazu überreden, in eine Vegetarierkolonie in mediterranen Gefilden zu ziehen; doch statt eitle Wonne unter Gleichgesinnten zu finden, zeigen auch die Vegetarier, dass sich der Mensch, sobald er in größeren Mengen zusammentrifft, sofort in Untergrüppchen aufspaltet – denn bald herrscht ein erbitterter Kampf zwischen Gemischtkostlern, Frugivoren und Rohkostlern, dem sich auch der gemütliche Professor nicht entziehen kann…"
12120247,1113469,"Escritos políticos, 1914-1932",8402059112,9788402059116,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433284125l/12120247._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433284125l/12120247._SY75_.jpg,1981,,,spa,,false,6798315,4,33,56,16,1,5:2|4:5|3:8|2:1|1:0|total:16,1977,10,1,3.50,9,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],"Los escritos políticos de Hesse constituyen el exacto reflejo de sus textos poéticos, por muy apolíticos que éstos puedan parecer. Unos y otros manifiestan, en efecto, la exacerbada independencia espiritual que Hesse supo conservar frente a las presiones de partidos políticos y camarillas diversas, y pese a las airadas tomas de posición que los dramáticos hechos de su tiempo conllevaron. <br /><br />Los <i>Escritos políticos</i> —que ha seleccionado y anotado Volker Michels, y prologado Robert Jungk— representan, pues, mucho más que protesta e indignación, «mucho más que el gusto de ceder a un ocasional acceso de furia». Y explican el aislamiento de Hesse a partir de la Primera Guerra Mundial, aislamiento que fue una consciente renuncia a vender la independencia de juicio, a someterla a la fingida solidaridad de las generalizaciones partidistas."
331342,1113469,The Buddha,1577312279,9781577312277,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,7,24,,New World Library,false,321906,1,58,55,13,1,5:4|4:8|3:1|2:0|1:0|total:13,2002,,,4.23,13,1,"['190128', '2762722', '1742', '1113469', '2637', '5269606']","['Tom Morgan', 'Glen Allison', 'Jack Kerouac', 'Hermann Hesse', 'Karen Armstrong', 'Surya  Das']","['3.68', '4.19', '3.71', '4.05', '3.91', '4.16']",[],[],[],"Prince Siddhartha Gautama was born in 563 B.C. on the border of India and Nepal. At age 29, he left his family and life of privilege behind to become a wandering ascetic in search of enlightenment. He studied meditation with many teachers, and after six years of seeking, became enlightened under a bodhi tree. In the 25 centuries since the Buddha lived, his teachings have spread across the globe, inspiring practitioners as well as writers both famous and obscure. This collective portrait gathers writings from contributors including Hermann Hesse, Jack Kerouac, Thich Nhat Hanh, Jack Kornfield, religious scholar Karen Armstrong, and death-row prisoner Kevin Sack, and intersperses them with 150 color photos depicting Buddhism around the world."
2219787,1113469,"Musik. Betrachtungen, Gedichte, Rezensionen und Briefe",3518377175,9783518377178,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348232364l/2219787._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348232364l/2219787._SY75_.jpg,1986,1,1,ger,Suhrkamp,false,2225579,5,31,55,14,0,5:5|4:4|3:4|2:1|1:0|total:14,1986,1,1,3.93,11,0,"['1113469', '898631']","['Hermann Hesse', 'Hermann Kasack']","['4.05', '3.85']",[],[],[],"=Music. Reflections, poems, reviews and letters"
7402745,1113469,Religione E Mito,8804320672,9788804320678,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348215845l/7402745._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348215845l/7402745._SY75_.jpg,1989,1,1,ita,Mondadori,false,9305423,3,59,54,16,0,5:2|4:5|3:7|2:1|1:1|total:16,1986,,,3.38,11,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],=Unity behind the contradictions. Religions and myths
1198835,1113469,Best of Hermann Hesse: Der Steppenwolf/Das Glasperlenspiel/Briefe & Gedichte,3829116527,9783829116527,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,3,14,ger,Eloquence/Universal Music,false,1186953,1,28,54,12,0,5:7|4:4|3:1|2:0|1:0|total:12,2006,3,14,4.50,12,0,"['1113469', '365362']","['Hermann Hesse', 'Gert Westphal']","['4.05', '4.18']",[],[],[],Best of hermann Hesse 2 CDs Der Steppenwolf / Das Glasperlenspiel / Briefe &amp; Gedichte
20633351,1113469,Vagabundo,9684030231,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1981,2,27,spa,"Compañia General de Ediciones, S.A.",false,39921745,1,30,53,13,3,5:4|4:6|3:3|2:0|1:0|total:13,1976,7,30,4.08,13,3,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
22823760,1113469,Liebesgeschichten,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1995,,,ger,Suhrkamp Verlag,false,42376914,4,30,53,16,1,5:2|4:4|3:8|2:1|1:1|total:16,1995,1,1,3.31,11,1,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],"Ein großer Teil aller Erzählungen Hermann Hesses sind Liebesgeschichten und nahezu jedes zehnte seiner Gedichte ist ein Liebesgedicht. Die meisten der in diesem Band gesammelten Erzählungen, Märchen und Legenden – geschrieben in den Jahren 1900 bis 1924 – sind autobiographisch fundierte Erinnerungen aus der Jugend des Verfassers. Unter ihnen finden sich überraschende Entdeckungen aus den Anfangsjahren des Dichters, zum Beispiel der kleine, um die Jahrhundertwende entstandene Roman Der Dichter. Ein Buch der Sehnsucht, das sich im Nachlaß Hesses befand. Mit den chronologisch angeordneten 29 Texten – darunter Taedium vitae, Der Kavalier auf dem Eise, Heumond, Schön ist die Jugend, Hans Amstein und Piktors Verwandlungen – sind hier nun alle Geschichten Hermann Hesses über die Liebe in ihren unterschiedlichsten Facetten versammelt."
28679288,1113469,Camminare,,9788899271510,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474910380l/28679288._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474910380l/28679288._SX50_.jpg,2015,,,ita,,false,48872023,1,36,53,12,0,5:7|4:3|3:2|2:0|1:0|total:12,,,,4.42,12,0,['1113469'],['Hermann Hesse'],['4.05'],[],[],[],
