id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
24708849,25619,Ben-Hur (suivi de Quo Vadis ?): édition intégrale (Fiction Historique),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,1434214,978,56371,129497,32111,1026,5:12752|4:10509|3:6598|2:1655|1:597|total:32111,1880,,,4.03,0,0,"['16104262', '25619']","['Lew Wallace', 'Henryk Sienkiewicz']","['4.03', '3.85']",[],[],[],"Deux péplums majestueux écrits par deux auteurs de talents – Lewis Wallace &amp; Henryk Sienkiewicz – réunis pour la première fois dans une édition électronique complète.<br /><br />Tout d’abord, « Ben-Hur »<br /><br />Fils d'un prince de Jérusalem, Juda Ben-Hur s'apprête à partir à Rome pour y apprendre le métier de soldat lorsqu'un hasard tragique bouleverse son destin : il blesse par accident le puissant gouverneur Valerius Gratius. Accusé d'avoir commis un attentat, injustement condamné, Ben-Hur n'a désormais que deux buts : libérer son pays du joug romain, et se venger de Messala, qui l'a injustement condamné.<br /><br />Suivi de « Quo Vadis ? » (Où vas-tu ?). Un roman « historique » sur les persécutions que les chrétiens ont subies sous le règne de l’empereur romain Néron, avec une histoire d’amour à la clé. Le général patricien Marcus Vinicius tombe amoureux de la chrétienne Lygie/Callina. Il demande de l’aide à son oncle Pétrone, un proche conseiller de l’empereur, qui va la faire enlever et la mettre dans le palais de Néron...<br /><br /><br /> <b> Format professionnel électronique © Ink Book édition. </b><br />"
9152309,25619,Let Us Follow Him (1897),1161810854,9781161810851,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355154067l/9152309._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355154067l/9152309._SY75_.jpg,2010,5,22,,Kessinger Publishing,false,14031242,69,26,49,13,0,5:5|4:2|3:5|2:0|1:1|total:13,1897,,,3.77,5,0,['25619'],['Henryk Sienkiewicz'],['3.85'],"['807746', '807745']","['Vatslaf A. Hlasko', 'Thomas H. Bullick']","['3.43', '3.50']","This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
18331645,25619,Woda Żywa. Baśnie pisarzy polskich,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436362418l/18331645._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436362418l/18331645._SX50_.jpg,1968,,,pol,Nasza Księgarnia,false,25877001,1,26,48,12,0,5:3|4:6|3:3|2:0|1:0|total:12,1956,,,4.00,12,0,"['4096414', '7221809', '3091683', '840952', '4119863', '5287939', '1969790', '3091675', '297006', '867310', '25619', '969193', '623391', '1289185', '4856858', '5449466', '7221810', '3091684', '1435546', '7017000', '123318', '960796', '3091672', '5351873']","['Stefania Wortman', 'Adam Marczyński', 'Roman Zmorski', 'Józef Ignacy Kraszewski', 'Zofia Urbanowska', 'Władysław Ludwik Anczyc', 'Narcyza Żmichowska', 'Adolf Dygasiński', 'Bolesław Prus', 'Eliza Orzeszkowa', 'Henryk Sienkiewicz', 'Maria Konopnicka', 'Jan Kasprowicz', 'Kazimierz Przerwa-Tetmajer', 'Władysław Orkan', 'Bolesław Leśmian', 'Aleksander Szczęsny', 'Wacław Sieroszewski', 'Maria Rodziewiczówna', 'Bronisława Ostrowska', 'Janusz Korczak', 'Kornel Makuszyński', 'Włodzimierz Perzyński', 'Halina Górska']","['3.96', '4.10', '3.95', '3.52', '3.71', '3.83', '3.32', '3.79', '3.60', '2.89', '3.85', '3.04', '3.88', '4.02', '4.06', '4.04', '4.08', '4.23', '3.77', '3.97', '3.88', '3.68', '3.86', '3.71']",[],[],[],1. Sobotnia Góra (Roman Zmorski)<br />2. Kwiat paproci (Józef Ignacy Kraszewski)<br />3. O królewnie czarodziejce (Józef Ignacy Kraszewski)<br />4. Janosik (Zofia Urbanowska /wg A. Stopki/)<br />5. Księżniczka Głogu (Władysław Ludwik Anczyc)<br />6. Opowiadanie babuni (Narcyza Żmichowska)<br />7. Byś i Dyś (Adolf Dygasiński)<br />8. Psujaczek (Bolesław Prus)<br />9. O rycerzu miłującym (Eliza Orzeszkowa)<br />10. Bajka (Henryk Sienkiewicz)<br />11. Legenda żeglarska (Henryk Sienkiewicz)<br />12. Jak to ze lnem było (Maria Konopnicka)<br />13. Czarnoksiężnik i uczeń (Jan Kasprowicz)<br />14. Ucieczka (Jan Kasprowicz)<br />15 Śpiący rycerze /gwarą podhalańską/ (Kazimierz Przerwa-Tetmajer)<br />16. Legenda o Podhalu (Władysław Orkan)<br />17. Baśń o pięknej Parysadzie i o ptaku Bulbulezarze (Bolesław Leśmian)<br />18. O kołku do wieszania odzieży (Aleksander Szczęsny)<br />19. O złym czarowniku i cudownej gęśli (Aleksander Szczęsny)<br />20. Inwalidzi (Wacław Sieroszewski)<br />21. Baśń o pięknej Egle (Maria Rodziewiczówna)<br />22. Szklana Góra (Bronisława Ostrowska)<br />23. Syrena (OR-OT /Artur Oppman/)<br />24. Legenda o pieśni (Janusz Korczak)<br />25. Szewc Kopytko i kaczor Kwak (Kornel Makuszyński)<br />26. O tym jak krawiec pan Niteczka został królem (Kornel Makuszyński)<br />27. Jak Dudek został od razu dorosłym człowiekiem (Włodzimierz Perzyński)<br />28. Pan Rozpędek (Włodzimierz Perzyński)<br />29. Kwiat ametystu (Halina Górska)
8108509,25619,Pisma: Stary Sługa. Hania. Szkice Weglem. Janko Muzykant. Wyd. 3. 1884,1147278210,9781147278217,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,3,15,pol,Nabu Press,false,12902915,2,26,48,17,0,5:2|4:4|3:2|2:7|1:2|total:17,1975,1,1,2.82,17,0,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],"This is an EXACT reproduction of a book published before 1923. This IS NOT an OCR'd book with strange characters, introduced typographical errors, and jumbled words. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book."
31839613,25619,Orso,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1880,,,pol,,true,52504275,1,17,47,13,0,5:1|4:8|3:2|2:2|1:0|total:13,,,,3.62,13,0,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],
1753811,25619,"Treasury of Polish Love Poems, Quotations & Proverbs",0781802970,9780781802970,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,11,1,eng,Hippocrene Books,false,1751646,2,30,44,12,2,5:3|4:4|3:3|2:2|1:0|total:12,1994,10,,3.67,12,2,"['98244', '840978', '25619', '209272', '11566', '17316078', '2926781', '17316079', '2195828', '451255', '3448036', '17316148', '867861', '867436', '5633087', '5288099', '14717853', '969193', '867310', '297006', '4415239', '605835', '17316149', '17316150', '1289185', '7759777', '17316151', '14717859', '5449466', '1159329', '3370279', '13435610', '851911', '4485118', '585639', '851912', '3122643', '969167', '2663338', '322238', '649286', '17316153', '17316154']","['Miroslaw Lipinski', 'Zygmunt Krasiński', 'Henryk Sienkiewicz', 'Adam Mickiewicz', 'Jan Kochanowski', 'Melchior Pudłowski', 'Jan Andrzej Morsztyn', 'Stanisław Serafin Jagodyński', 'Wacław Potocki', 'Ignacy Krasicki', 'Franciszek Karpiński', 'Franciszek Dionizy Kniaznin', 'Julian Ursyn Niemcewicz', 'Adam Asnyk', 'Miron', 'Stefan Witwicki', 'Zofia Trzeszczkowska', 'Maria Konopnicka', 'Eliza Orzeszkowa', 'Bolesław Prus', 'Aleksander Świętochowski', 'Gabriela Zapolska', 'Alfred Aleksander Konar', 'Marian Gawalewicz', 'Kazimierz Przerwa-Tetmajer', 'Maryla Wolska', 'Bolesław Szczęsny Herbaczewski', 'Kazimiera Zawistowska', 'Bolesław Leśmian', 'Leopold Staff', 'Kazimiera Iłłakowiczówna', 'Maria Morstin-Górska', 'Maria Pawlikowska-Jasnorzewska', 'Kazimierz Wierzyński', 'Julian Tuwim', 'Magdalena Samozwaniec', 'Janusz Makarczyk', 'Jan Lechoń', 'Konstanty Ildefons Gałczyński', 'Stanisław Jerzy Lec', 'Halina Poświatowska', 'Gabryella', 'Jakub Teodor Trembecki']","['3.60', '2.82', '3.85', '3.30', '3.13', '3.67', '3.36', '3.67', '3.26', '3.26', '3.75', '3.67', '2.61', '3.62', '3.67', '3.67', '3.78', '3.04', '2.89', '3.60', '3.66', '3.48', '3.67', '3.67', '4.02', '3.53', '3.67', '3.76', '4.04', '3.83', '4.28', '3.71', '3.88', '4.39', '4.12', '3.72', '3.70', '3.81', '4.26', '4.22', '4.14', '3.67', '3.67']",[],[],[],"Works by Krasinski, Sienkiewicz and Mickiewicz are included among 100 selections by 44 authors."
19009397,25619,The Henryk Sienkiewicz Collection: 10 Classic Works,,9781625392640,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,27032054,2,55,41,10,0,5:4|4:4|3:1|2:1|1:0|total:10,2013,5,12,4.10,5,0,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],
13411914,25619,Hania / Bartek el Héroe,,8484470857,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326428165l/13411914._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326428165l/13411914._SX50_.jpg,2002,,,spa,Ediciones Rueda,false,44952034,2,22,41,13,0,5:2|4:3|3:4|2:3|1:1|total:13,,,,3.15,13,0,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],
1858970,25619,In Vain,141010320X,9781410103208,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,7,14,eng,Fredonia Books (NL),false,1859612,23,34,40,11,1,5:3|4:3|3:3|2:2|1:0|total:11,1872,,,3.64,5,1,['25619'],['Henryk Sienkiewicz'],['3.85'],['26465'],['Jeremiah Curtin'],['3.93'],"A love story of modern Poland, by the author of Quo Vadis. The scene is laid at Kieff, and university life there is described. In Vain the first literary work of Sienkiewicz, was written before he had passed the eighteenth year of his life and while he was studying at Warsaw. This volume contains pictures of student life drawn by a student who saw the life which he describes in this work. His student was a person of exceptional power and exceptional qualities, hence the value of that which he gives us. Henryk Sienkiewicz (1846-1916) was a novelist, born in Poland. He studied at Warsaw, traveled in the USA, and in the 1870s began to write articles, short stories, and novels. His major work was a war trilogy about 17th-century Poland, but his most widely known book is the story of Rome under Nero, Quo Vadis? (1896), several times filmed. He received the Nobel Prize for Literature in 1905. Jeremiah Curtin (1835 - 1906) translated this authorized, unabridged edition from the Polish. He was a renowned folklorist, linguist and translator."
23355395,25619,Potopul (volumul 4),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413048526l/23355395._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413048526l/23355395._SX50_.jpg,1969,,,rum,Pentru Literatură,false,75853673,4,12,32,7,0,5:5|4:1|3:1|2:0|1:0|total:7,1886,,,4.57,5,0,"['25619', '3433738']","['Henryk Sienkiewicz', 'Victor Feodorov']","['3.85', '4.62']",['9154631'],['Olga Zaicik'],['4.48'],
22241369,25619,Selim Mirza (a short story),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400660779l/22241369._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400660779l/22241369._SX50_.jpg,,,,pol,Promatek Media,false,41616213,1,12,31,8,0,5:3|4:1|3:4|2:0|1:0|total:8,1877,,,3.88,8,0,"['25619', '8249082']","['Henryk Sienkiewicz', 'Michał Kula']","['3.85', '3.88']",[],[],[],
11361244,25619,"Stories by Foreign Authors: Polish, Greek, Belgian, Hungarian",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,15159065,19,35,31,8,1,5:4|4:1|3:2|2:0|1:1|total:8,1901,,,3.88,7,0,"['25619', '142051', '918246', '5412595', '483082']","['Henryk Sienkiewicz', 'Maurice Maeterlinck', 'Camille Lemonnier', 'Δημήτριος Βικέλας', 'Mór Jókai']","['3.85', '3.79', '3.38', '3.72', '3.92']",[],[],[],
9021208,25619,Sielanka: An Idyll,1153818205,9781153818209,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,7,24,eng,General Books,false,13898784,24,18,30,9,2,5:1|4:3|3:3|2:2|1:0|total:9,1867,,,3.33,5,1,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],The book has no illustrations or index. Purchasers are entitled to a free trial membership in the General Books Club where they can select from more than a million books without charge. Subjects: Fiction / Short Stories; Fiction / Fantasy / Short Stories;
21318808,25619,Baśnie i legendy,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,pol,,true,40630626,2,19,27,8,0,5:0|4:4|3:3|2:1|1:0|total:8,2013,10,1,3.38,8,0,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],"""Basnie i legendy"" is a collection of Sienkiewicz's stories from ancient mythologies - indian, egiptian and greek. Apart from that the reader will find some Polish legends as well as four completely fictional fables. <br /> <br />„Baśnie i legendy” tp opowieści i baśnie Sienkiewicza z czasów starożytnych – legendy hinduskie, egipskie, cały cykl z dziejów greckich – oraz krótkie opowiadania i legendy związane z historią Polski. Zbiorek zamykają cztery czysto baśniowe opowiadania."
52911557,25619,W pustyni i w puszczy,9788365755,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,79223485,1,8,25,6,0,5:2|4:3|3:1|2:0|1:0|total:6,,,,4.17,6,0,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],
28365076,25619,Niewola tatarska,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451229625l/28365076._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451229625l/28365076._SX50_.jpg,,,,pol,wolnelektury.pl,true,48437249,1,13,25,9,1,5:1|4:2|3:1|2:4|1:1|total:9,,,,2.78,9,1,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],"Akcja utworu toczy się na południowo-wschodnich kresach Rzeczypospolitej Obojga Narodów, w pierwszej połowie XVII wieku. Utwór pisany w formie fikcyjnego pamiętnika Aleksego Zdanborskiego.<br /><br />Bohater ten nieszczęśliwie kocha się w Marysi, córce bogatego magnata, jednak sam jest szlachcicem ubogim. By stać się godny ukochanej, udaje się na kresy, by zaciągnąć do wojska. Liczy na to, że w służbie wojskowej okryje się sławą i zdobędzie majątek. Wkrótce po zaciągnięciu się, Aleksy bierze udział w pierwszej bitwie z Tatarami. Bitwa kończy się zwycięstwem wojsk polskich, jednak Aleksy w pogoni za rozbitym wrogiem oddala się od reszty wojska i sam dostaje się do niewoli. Wódz tatarski Sulejman Aga początkowo traktuje go dobrze, licząc na bogaty okup za jeńca. Okazuje się jednak że Aleksy nie ma pieniędzy. Sytuacja komplikuje się, gdy w Aleksym zakochuje się córka Agi, Iłła. Aga proponuje Aleksemu by poślubił jego córkę. Jednak Aleksy odmawia, gdyż małżeństwo to wiązałoby się koniecznością przejścia na islam, czego jako gorliwy chrześcijanin nie mógł zrobić. Wtedy Tatar zaczyna go traktować okrutnie, licząc, że Polak zmieni zdanie. Jednak, żadne udręczenia i cierpienia nie są wstanie go złamać. Wieści o jego odwadze i nieugiętości powodują, że staje się sławny wśród Tatarów. Sam chan tatarski, przybywa do Agi i proponuje Aleksemu posadę koniuszego w jego stadninie, z prawem zachowania swojej wiary. Jednak Aleksy odrzuca i tę propozycję, gdyż uważa taką prace za poniżenie swojego stanu szlacheckiego. Ostatecznie Tatarzy postanawiają zamęczyć go na śmierć. Podczas tortur Aleksy traci przytomność. Kiedy ją odzyskuje okazuje się, że został wykupiony przez ojca ukochanej Marii i wraca do Polski. Dowiaduje się, że z racji swojego męstwa stał się sławny w całej Rzeczypospolitej. <br /><br />[Źródło: wikiepedia]"
18442122,25619,Henryk Sienkiewicz: Three Stories,1434442225,9781434442222,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378677824l/18442122._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378677824l/18442122._SX50_.jpg,2013,8,14,,Wildside Press,false,26085196,3,23,23,7,1,5:1|4:3|3:0|2:3|1:0|total:7,2013,8,14,3.29,6,1,"['25619', '7251121']","['Henryk Sienkiewicz', 'Peter J Obst']","['3.85', '3.50']",[],[],[],"Peter J. Obst is a lecturer at LaSalle University and a researcher for The Poles in America Foundation, established by historian Edward Pinkowski. He received his BS in Commerce and Engineering from Drexel University (1977) and his MA in Central and East European Studies from LaSalle University (2004). He also studied at the Jagiellonian University in Krakow. Several of his book-length translations from Polish have been published: Lech Walesa: Democrat or Dictator?, My Flights to Freedom, A Family from Sosnowiec, and A Man Who Spanned Two Eras. His articles have appeared in The Wall Street Journal Europe, Private Pilot magazine, the Polish-American Journal, Nowy Dziennik, Post-Eagle and other Polonia and American mainstream publications. The recently published Polish American Encyclopedia (edited by James Pula) contains nine entries he authored. He contributed 42 photographs to Allan M. Heller's album Monuments and Memorials of Philadelphia. He is active in the Kosciuszko Foundation (KF) and the American Council for Polish Culture (ACPC)."
25473291,25619,Listy z Afryki,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430659070l/25473291._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430659070l/25473291._SY75_.jpg,1923,,,pol,,false,45243552,4,17,22,7,2,5:1|4:1|3:4|2:0|1:1|total:7,1923,1,1,3.14,5,1,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],
23355422,25619,Potopul (volumul 5),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413049216l/23355422._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413049216l/23355422._SX50_.jpg,1969,,,rum,Pentru Literatură,false,75853698,1,6,20,4,0,5:4|4:0|3:0|2:0|1:0|total:4,,,,5.00,4,0,"['25619', '9154631', '3433738']","['Henryk Sienkiewicz', 'Olga Zaicik', 'Victor Feodorov']","['3.85', '4.48', '4.62']",[],[],[],
538857,25619,So Runs the World,1419147935,9781419147937,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,526256,27,27,20,5,0,5:2|4:1|3:2|2:0|1:0|total:5,,,,4.00,2,0,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
10636310,25619,Humoreski z teki Worszyłły,8304024357,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422809082l/10636310._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422809082l/10636310._SX50_.jpg,1988,,,pol,Zakład Narodowy im. Ossolińskich,false,15544970,1,17,20,7,0,5:1|4:1|3:3|2:0|1:2|total:7,1872,,,2.86,7,0,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],
10545392,25619,Lillian Morris: And Other Stories,1110011180,9781110011186,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,15451842,25,15,18,5,1,5:0|4:3|3:2|2:0|1:0|total:5,1894,,,3.60,2,1,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],
2735531,25619,Western Septet: Seven Stories of the American West,0910366152,9780910366151,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384652459l/2735531._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384652459l/2735531._SX50_.jpg,,,,eng,,false,2761180,1,10,17,4,0,5:1|4:3|3:0|2:0|1:0|total:4,1973,,,4.25,4,0,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],Includes bibliographical references<br />Contents: Across the Plains.--A Comedy of errors.--Orso.--In gold country.--A Memory from Mariposa.--Sachem.--The cranes
31132033,25619,Tűzzel-Vassal,9630721309,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1980,,,hun,Európa Könyvkiadó,false,51751946,1,4,16,4,0,5:1|4:2|3:1|2:0|1:0|total:4,,,,4.00,4,0,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],
16170176,25619,"15 Maravilhas do mundo (Série 15, #14)",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390685963l/16170176._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390685963l/16170176._SX50_.jpg,1981,,,por,Editorial Verbo,false,22017080,1,7,16,4,1,5:1|4:2|3:1|2:0|1:0|total:4,,,,4.00,4,1,"['2003110', '25619', '4785', '13661']","['Yvonne Girault', 'Henryk Sienkiewicz', 'Alexandre Dumas', 'Victor Hugo']","['3.52', '3.85', '4.17', '4.14']",[],[],[],"Os jovens são impacientes, preferem histórias simples com rápidos desenlaces. <br />Aos jovens, a Série 15 proporciona 15 vezes mais histórias, 15 desenlaces imprevistos em vez de um só, uma acção 15 vezes mais rápida e 15 vezes mais prazer que os clássicos livros que só têm uma única narrativa. <br />E o preço para 15 histórias é o mesmo que para uma só."
1345477,25619,On the Sunny Shore,1589635302,9781589635302,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,9,12,eng,Fredonia Books (NL),false,1335109,18,9,14,5,1,5:0|4:1|3:2|2:2|1:0|total:5,1897,,,2.80,1,0,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book."
35698368,25619,Κλασσικά Εικονογραφημένα Νο 1036 Δια πυρός και σιδήρου,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500364455l/35698368._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1500364455l/35698368._SX50_.jpg,,,,gre,Ατλαντίς-Μ.Πεχλιβανίδης και Σια ΑΒΕΕ,false,57190419,1,6,14,4,0,5:1|4:1|3:1|2:1|1:0|total:4,,,,3.50,4,0,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],
10250870,25619,Her Tragic Fate (1899),1104066483,9781104066482,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391413976l/10250870._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391413976l/10250870._SY75_.jpg,2009,2,6,,Kessinger Publishing,false,19778963,6,8,14,3,0,5:2|4:1|3:0|2:0|1:0|total:3,1899,,,4.67,3,0,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
538856,25619,Dust and Ashes or Demolished,1589636910,9781589636910,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,526250,1,10,14,3,0,5:2|4:1|3:0|2:0|1:0|total:3,2002,,,4.67,3,0,['25619'],['Henryk Sienkiewicz'],['3.85'],[],[],[],
19214842,25619,"The Classic Works of Henryk Sienkiewicz: Quo Vadis, With Fire and Sword, and 10 Other Novels and Plays (Illustrated)",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,27258892,1,9,13,3,0,5:2|4:0|3:1|2:0|1:0|total:3,2011,11,1,4.33,3,0,"['25619', '4829338']","['Henryk Sienkiewicz', 'Charles River Editors']","['3.85', '3.67']",[],[],[],
