id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
28008683,84259,Kwiaty zła,8308025315,9788308025315,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448809512l/28008683._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448809512l/28008683._SX50_.jpg,1994,,,pol,Wydawnictwo Literackie,false,2089235,1001,106998,198358,46573,1319,5:23285|4:14792|3:6398|2:1473|1:625|total:46573,1857,6,25,4.26,4,0,['13847'],['Charles Baudelaire'],['4.21'],"['3248883', '14717849', '14717850', '14717851', '1934339', '1380465', '2930254', '14717852', '8444436', '6519686', '4539134', '4465390', '5287494', '1058344', '84259', '3282325', '2917159', '14717853', '14717854', '7017000', '8190846', '3044340', '14717855', '6669', '4633607', '2894496', '14717856', '14717857', '14717858', '14717859', '15092733']","['Zbigniew Bieńkowski', 'Jerzy Brzozowski', 'Stanisław Korab-Brzozowski', 'Bolesław Wieniawa-Długoszowski', 'Wiktor Gomulicki', 'Mieczysław Jastrun', 'Ireneusz Kania', 'Roman Kołoniecki', 'Feliks Konopka', 'Czesław Jastrzębiec-Kozłowski', 'Antoni Lange', 'Maria Leśniewska', 'Jerzy Litwiniuk', 'Tadeusz Lubelski', 'Czesław Miłosz', 'Artur Międzyrzecki', 'Zenon Przesmycki', 'Zofia Trzeszczkowska', 'Jan Opęchowski', 'Bronisława Ostrowska', 'Marian Piechal', 'Seweryn Pollak', 'Włodzmierz Słobodnik', 'Wisława Szymborska', 'Józef Waczków', 'Adam Ważyk', 'Ewa Wende', 'Bohdan Wydżga', 'Marianna Zajączkowska-Abrahamowicz', 'Kazimiera Zawistowska', 'Andrzej   Nowak']","['4.00', '4.20', '4.25', '4.00', '3.03', '4.36', '3.98', '4.07', '3.92', '4.35', '3.23', '3.81', '3.57', '4.02', '4.19', '3.98', '3.83', '3.78', '4.25', '3.97', '4.40', '3.88', '4.25', '4.32', '4.06', '4.00', '4.25', '4.25', '4.25', '3.76', '3.50']","Przekłady wielu współczesnych i dawnych tłumaczy Baudelaire'a, zebrane w tym tomie, składają się na pierwszą po II wojnie światowej kompletną polską edycję ""Kwiatów zła"".<br /><br />Tylko parę zbiorów wierszy zdobyło większą sławę w dziejach światowej liryki: ""Pieśni"" Horacego, ""Sonety do Laury"" Petrarki... Legenda Baudelaire'a ogniskuje w sobie, jak napisał Eliot w 1930 roku, ""najmocniej oddziałujący archetyp poety współczesnej epoki"", na równi z legendą Rimbauda.<br /><br />""Kwiaty zła"" były jednocześnie spóźnioną kulminacją francuskiego romantyzmu i progiem współczesnej wrażliwości poetyckiej. W najszerszym odbiorze aż do końca ubiegłego wieku słynne były jednak z powodów ubocznych: towarzyszyła im aura skandalu, pamiętano o procesie sądowym, okaleczającym dzieło na długie lata.<br /><br />Dzisiaj o sile oddziaływania tej poezji nie przesądzają już jej bluźniercze akcenty i czarny erotyzm. Baudelaire wcześnie przeczuł naszą epokę: czyż jego poczucie grzechu pierworodnego, świadomość zawieszenia w bezmiarze ułomnego świata nie ma w istocie tych samych korzeni co ""poczucie tragiczności życia"" Unamuna, ""la nausée"" Sartre'a, ""życie w niewygodzie"" Camusa?"
15840131,84259,"Heb medelijden, tijd: Poolse poëzie van de twintigste eeuw",9073023688,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345579892l/15840131._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345579892l/15840131._SY75_.jpg,2003,,,nl,Plantage,false,21580942,1,11,23,5,2,5:3|4:2|3:0|2:0|1:0|total:5,2003,,,4.60,5,2,"['3416772', '49926', '6669', '209273', '84259', '1204067', '2935057']","['Karol Lesman', 'Zbigniew Herbert', 'Wisława Szymborska', 'Tadeusz Różewicz', 'Czesław Miłosz', 'Bronislaw Maj', 'Anna Świrszczyńska']","['3.84', '4.35', '4.32', '3.92', '4.19', '4.50', '4.08']",[],[],[],"In deze bloemlezing zijn gedichten samengebracht van zestien Poolse dichters. In de voor Polen weinig barmhartige twintigste eeuw beleefde de Poolse dichtkunst een tijd van grote bloei en intensiteit.Twee Poolse dichters ontvingen de Nobelprijs voor literatuur: Czeslaw Milosz en Wislawa Szymborska. Maar naast hen schreven ook dichters als Zbigniew Herbert, Tadeusz Rózewicz, Ewa Lipska en Adam Zagajewski de Poolse dichtkunst naar een hoog niveau. Het laatste decennium getuigt een jonge generatie dichters op geheel eigen wijze van het belang van de poëzie voor het Poolse historische en culturele bewustzijn. Vertaler Karol Lesman maakte een keuze en schreef van iedere dichter een korte biografische schets."
24624936,84259,Świat: Poema naiwne,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1943,,,pol,,false,44237119,2,9,23,6,2,5:1|4:3|3:2|2:0|1:0|total:6,1943,1,1,3.83,3,0,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],
10586074,84259,Discursos Premios Nobel: Tomo II (Spanish Edition),1456421670,9781456421670,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459440474l/10586074._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459440474l/10586074._SX50_.jpg,,,,,,false,15493397,1,19,20,5,0,5:2|4:1|3:2|2:0|1:0|total:5,2010,12,1,4.00,5,0,"['84259', '4672231', '8550', '3534', '34773', '29574', '5835922', '3989', '39326', '6669']","['Czesław Miłosz', 'Odiseas Elytis', 'Yasunari Kawabata', 'Toni Morrison', 'Camilo José Cela', 'Seamus Heaney', 'Naguib Mahfouz', 'V.S. Naipaul', 'Heinrich Böll', 'Wisława Szymborska']","['4.19', '4.11', '3.75', '3.91', '3.70', '4.11', '3.93', '3.70', '3.87', '4.32']",[],[],[],
23391401,84259,Вибрані твори,9668118618,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413629688l/23391401._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413629688l/23391401._SY75_.jpg,2008,,,ukr,Юніверс,false,42949076,1,6,19,4,0,5:3|4:1|3:0|2:0|1:0|total:4,1996,,,4.75,4,0,"['84259', '7092591']","['Czesław Miłosz', 'Чеслав Мілош']","['4.19', '4.46']",[],[],[],"«Вибрані твори» Чеслава Мілоша (1911-2004), лауреата Нобелівської премії, було укладено на основі аналогічного видання, - «Вибрані поезії», Краків, 1996, - яке уклав сам автор - дібравши найкращі, найцікавіші, на його власну думку, твори. Крім того, до книжки ввійшла промова, виголошена Чеславом Мілошем при отриманні Нобелівської премії, його лекції про поезію, прочитані в Гарвардському університеті й опубліковані під назвою «Свідчення поезії. Шість лекцій про недуги нашого сторіччя». Чеслав Мілош був не лише видатним поетом а й автором багатьох прозових - художніх, наукових та публіцистичних творів, які належать до скарбниці польської і світової культури і які, поки що, відомі в Україні лише знавцям польської мови."
15118627,84259,"Rosja. Widzenia transoceaniczne, tom I: Dostojewski - nasz współczesny",,9788360046982,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428916454l/15118627._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428916454l/15118627._SY75_.jpg,2010,11,2,,Zeszyty Literackie,false,20773655,1,10,19,5,0,5:0|4:4|3:1|2:0|1:0|total:5,2010,11,2,3.80,5,0,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],"""Rosja"" jest zbiorem szkiców będących kontynuacją ""Zniewolonego umysłu"" w szerszej perspektywie czasu i obszaru geograficznego. Miłosz pisze o specyfice ""rosyjskości"", przejawiającej się w myśli religijnej, filozofii, literaturze, w dziele tworzenia ładu społecznego i politycznego, i o niebezpieczeństwie odrzucenia wolności indywidualnej. Jego bohaterami kieruje lęk o Rosję, chęć uchronienia jej przed chorobami ducha i umysłu cywilizacji nowoczesnej."
25786102,84259,Konfrontacje,,9788364648212,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435136607l/25786102._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435136607l/25786102._SY75_.jpg,2015,,,pol,Zeszyty Literackie,false,45636710,1,23,19,5,0,5:2|4:2|3:0|2:0|1:1|total:5,2015,,,3.80,5,0,"['9632', '84259', '4680732', '7303109']","['Witold Gombrowicz', 'Czesław Miłosz', 'Michał Szymański', 'Barbara Toruńczyk']","['3.91', '4.19', '3.19', '4.18']",[],[],[],"Tom prezentuje po raz pierwszy pełną korespondencję Czesława Miłosza i Witolda Gombrowicza a także listy wymieniane w tym samym czasie przez noblistę z Ritą Gombrowicz. Książka pomyślana jest jako portret podwójny, listy pisarzy są zatem uzupełnione o teksty, które ich autorzy wzajemnie o sobie pisali, m.in. polemiki z łamów paryskiej „Kultury”, „Dziennika” Gombrowicza a także listy kierowane do innych adresatów rzucające światło na ich wzajemne relacje."
16050178,84259,Избранное,,9785389022997,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348767090l/16050178._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348767090l/16050178._SX50_.jpg,2012,,,rus,Азбука,false,21832218,1,8,18,4,0,5:2|4:2|3:0|2:0|1:0|total:4,2012,1,1,4.50,4,0,"['84259', '7222937']","['Czesław Miłosz', 'Чеслав Милош']","['4.19', '4.15']",[],[],[],"Чеслав Милош считается сегодгя одним из величайших польских поэтов; по мнению Иосифа Бродского, дружившего с Милошем, это, может быть, самый великий поэт XX века. В 1980 году Милошу, ""который с бесстрашным ясновидением показал незащищенность человека в мире, раздираемом конфликтами"", присудили Нобелевскую премию. Учитывая огромное значение творческих достижений Чеслава Милоша, сейм Республики Польша объявил 2011 год годом поэта, который отмечается не только в Польше, но и в Литве, США, Франции, Китае, Индии, Израиле, России и других странах. <br />Настоящее издание, приуроченное к 100-летнему юбилею Чеслава Милоша и объединившее под одной обложкой стихи, поэмы и эссе разных лет, задумано как подарок всем ценителям и поклонникам творчества Поэта. Перевод вошедших в книгу произведений выполнен Анатолием Ройтманом."
11008060,84259,Księga Hioba,2853160327,9782853160322,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1981,,,,Éditions du dialogue,false,15927009,2,12,18,5,0,5:1|4:2|3:1|2:1|1:0|total:5,1981,,,3.60,5,0,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],
2631520,84259,Wypisy z ksiąg użytecznych (Dzieła zebrane / Czesław Miłosz),8370069614,9788370069612,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1262033900l/2631520._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1262033900l/2631520._SX50_.jpg,2000,,,,Wydawn. Znak,false,2656221,1,12,18,4,0,5:2|4:2|3:0|2:0|1:0|total:4,2000,,,4.50,4,0,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],
22036162,84259,Mowa wiązana,8370023630,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399165631l/22036162._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399165631l/22036162._SX50_.jpg,1986,,,pol,Pojezierze,false,41357817,1,5,17,4,0,5:1|4:3|3:0|2:0|1:0|total:4,1986,1,1,4.25,4,0,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],
25181907,84259,Ethnic Identity: Problems and Prospects for the Twenty-first Century,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,4438409,5,26,17,5,0,5:0|4:3|3:1|2:1|1:0|total:5,1975,1,1,3.40,1,0,"['841790', '924244', '890292', '7439783', '13680958', '13680959', '13680960', '13680961', '408709', '84259', '1194919', '128987', '141778', '60091', '1129373']","['George A. De Vos', 'Takeyuki Tsuda', 'Lola Romanucci-Ross', 'Andrea Boscoboinik', 'Fabienne Doucet', 'Louis Freedberg', 'Mary Kay Gilliland', 'Philip Hermans', 'Lotte Hughes', 'Czesław Miłosz', 'Eugeen Roosens', 'Yos Santasombat', 'Nancy Scheper-Hughes', 'Carola Suárez-Orozco', 'Hiroshi Wagatsuma']","['3.94', '3.81', '3.41', '4.50', '4.00', '4.00', '4.00', '4.00', '3.73', '4.19', '3.80', '4.20', '4.08', '3.85', '3.33']",[],[],[],"In this thoroughly revised fourth edition, with ten new chapters, the editors provide thought-provoking discussions on the importance of ethnicity in different cultural and social contexts. The authors focus especially on changing ethnic and national identities, on migration and ethnic minorities, on ethnic ascription versus self-definitions, and on shifting ethnic identities and political control. The international group of scholars examines ethnic identities, conflicts and accommodations around the globe, in Africa (including Zaire and South Africa), Belgium, Brazil, Bulgaria, Italy, Japan, Lithuania, Macedonia, the Netherlands, the United States, Thailand, and the former Yugoslavia. It will serve as an excellent text for courses in race &amp; ethnic relations, and anthropology and ethnic studies."
17853375,84259,Złota księga wierszy polskich,,9788373846494,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366975778l/17853375._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366975778l/17853375._SY75_.jpg,2007,5,,pol,Wydawnictwo Dolnośląskie,false,24990543,1,15,17,4,0,5:2|4:1|3:1|2:0|1:0|total:4,2007,5,1,4.25,4,0,"['11566', '969167', '1266084', '609592', '585639', '2978268', '203979', '2882909', '969193', '209272', '5449466', '7017000', '1200941', '6669', '49926', '209273', '4677645', '84259', '1056124', '69377', '609649', '977528', '203975', '867861', '370793', '22578', '4195375', '1269836', '1175347', '1164464', '4092436', '375163', '851911', '2846016', '2926781', '133522', '719713', '1159329', '2809407', '2195828', '2663338', '4449292', '840978', '451255', '5618788', '1197326', '2935057', '2878129', '1861562', '3370279', '790290']","['Jan Kochanowski', 'Jan Lechoń', 'Stanisław Czycz', 'Cyprian Kamil Norwid', 'Julian Tuwim', 'Jan Twardowski', 'Aleksander Fredro', 'Seweryn Goszczyński', 'Maria Konopnicka', 'Adam Mickiewicz', 'Bolesław Leśmian', 'Bronisława Ostrowska', 'Mikołaj Rej', 'Wisława Szymborska', 'Zbigniew Herbert', 'Tadeusz Różewicz', 'Tymoteusz Karpowicz', 'Czesław Miłosz', 'Stanisław Wyspiański', 'Adam Zagajewski', 'Jarosław Iwaszkiewicz', 'Juliusz Słowacki', 'Aleksander Wat', 'Julian Ursyn Niemcewicz', 'Miron Białoszewski', 'Stanisław Barańczak', 'Adam Naruszewicz', 'Antoni Słonimski', 'Ewa Lipska', 'Marcin Świetlicki', 'Jerzy Liebert', 'Bruno Jasieński', 'Maria Pawlikowska-Jasnorzewska', 'Jarosław Marek Rymkiewicz', 'Jan Andrzej Morsztyn', 'Tadeusz Borowski', 'Krzysztof Kamil Baczyński', 'Leopold Staff', 'Janusz Szuber', 'Wacław Potocki', 'Konstanty Ildefons Gałczyński', 'Tadeusz Miciński', 'Zygmunt Krasiński', 'Ignacy Krasicki', 'Urszula Kozioł', 'Rafał Wojaczek', 'Anna Świrszczyńska', 'Stanisław Grochowiak', 'Tadeusz Nowak', 'Kazimiera Iłłakowiczówna', 'Andrzej Bursa']","['3.13', '3.81', '4.18', '3.72', '4.12', '4.05', '3.38', '3.46', '3.04', '3.30', '4.04', '3.97', '2.63', '4.32', '4.35', '3.92', '4.33', '4.19', '3.33', '4.23', '3.85', '3.09', '4.19', '2.61', '3.85', '4.12', '3.44', '4.23', '3.72', '3.74', '4.06', '3.97', '3.88', '3.91', '3.36', '4.08', '4.44', '3.83', '4.08', '3.26', '4.26', '4.03', '2.82', '3.26', '4.32', '3.97', '4.08', '3.84', '4.12', '4.28', '3.87']",[],[],[],Antologia obejmująca polską poezję od anonimowych tekstów średniowiecznych do wierszy pokolenia Marcina Świetlickiego.<br />Wybór zawiera około czterystu utworów ponad stu autorów zestawionych w porządku chronologicznym.
17558505,84259,Jakiegoż to gościa mieliśmy. O Annie Świrszczyńskiej,8324002758,9788324002757,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362577402l/17558505._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362577402l/17558505._SX50_.jpg,2003,,,pol,Wydawnictwo Znak,false,24486163,2,11,16,4,0,5:2|4:0|3:2|2:0|1:0|total:4,2003,1,1,4.00,4,0,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],"Książka Czesława Miłosza wyrasta z jego fascynacji poezją Anny Świrszczyńskiej, którą tłumaczył i wydał także w Stanach Zjednoczonych. Miłosz pisze o życiu, rodzicach, niełatwym dzieciństwie Świrszczyńskiej, pokazując, jak doświadczenia życiowe odbijały się w jej znakomitej poezji."
3207131,84259,The Short Version: An ABC Book,1554200164,9781554200160,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,8,4,,New Star Books,false,3240629,1,6,16,4,0,5:2|4:0|3:2|2:0|1:0|total:4,2005,8,4,4.00,4,0,"['415870', '84259']","['Stan Persky', 'Czesław Miłosz']","['3.62', '4.19']",[],[],[],"Literary Nonfiction. Stan Persky's appropriation of the alphabetical list results in a seductive mix of autobiography, essay, travel memoir, and philosophy. Alphabetically arranged essays that ask: where are we individually and collectively, historically and geographically? And replies: at home, in the world. He evokes the blues beat of having been ""Born in Chicago in 1941"" and wanders the back alleys of Bangkok, Berlin, and Bucharest. And that's just a sampling from the Bs."""
22878562,84259,Metafizyczna Pauza,8370061001,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414844004l/22878562._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414844004l/22878562._SX50_.jpg,,,,pol,Znak,false,42444758,1,7,15,5,0,5:0|4:2|3:2|2:0|1:1|total:5,,,,3.00,5,0,"['84259', '9821458', '9821459']","['Czesław Miłosz', 'Joanna Gromek', 'Lech Przybylski']","['4.19', '3.00', '3.00']",[],[],[],"Wybór esejów ogniskujących się wokół problematyki religijnej i zagadnień metafizycznych, a więc kręgu zainteresowań i fascynacji, którym pisarstwo Miłosza pozostaje zawsze wierne. Należy do nich stosunek człowieka do tego, co w świecie absolutne, ale także do zła i grzechu, walka przeciwko naporowi nicości, poszukiwanie ukrytego ładu istnienia."
10821944,84259,Wybór poezji,8308008763,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1983,,,fre,Wydawnictwo Literackie,false,15735684,1,5,15,3,0,5:3|4:0|3:0|2:0|1:0|total:3,1983,,,5.00,3,0,"['838951', '5234632', '4465390', '3282325', '84259', '7411130', '7017000', '7411131']","['Oskar Władysław de Lubicz Miłosz', 'Jadwiga Dackiewicz', 'Maria Leśniewska', 'Artur Międzyrzecki', 'Czesław Miłosz', 'Aleksandra Olędzka Frybesowa', 'Bronisława Ostrowska', 'Jerzy Zagórski']","['4.03', '3.80', '3.81', '3.98', '4.19', '5.00', '3.97', '3.80']",[],[],[],
25078351,84259,Odjazd do Bizancjum. Wieża/Sailing to Byzantium. The Tower.,8308035000,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425576440l/25078351._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425576440l/25078351._SX50_.jpg,2004,,,pol,Wydawnictwo Literackie,false,44764674,1,4,15,4,1,5:0|4:3|3:1|2:0|1:0|total:4,1990,,,3.75,4,1,['29963'],['W.B. Yeats'],['4.16'],['84259'],['Czesław Miłosz'],['4.19'],
208228,84259,Testimony to the Invisible: Essays on Swedenborg,0877851492,9780877851493,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328772576l/208228._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328772576l/208228._SY75_.jpg,1995,10,1,,Chrysalis Books,false,201550,1,18,15,4,1,5:1|4:1|3:2|2:0|1:0|total:4,1995,10,1,3.75,4,1,"['84259', '3892325', '161130']","['Czesław Miłosz', 'D.T. Suzuki', 'James Lawrence']","['4.19', '4.05', '4.04']",[],[],[],"This collection of essays highlights the influence of Swedish visionary Emanuel Swedenborg (1688-1772) on art, spirituality, and culture. Opening with an essay by Spanish-language writer and metaphysician Jorge Luis Borges, from which the collection draws its name, the volume includes a description of Swedenborg's influence on Fyodor Dosteovsky by Czleslaw Mloscz; a look at Swedenborg from a mystical perspective from Wilson Van Dusen; the transcendentalist connection with Ralph Waldo Emerson in an essay by Eugene Taylor; and Buddhist scholar D. T. Suzuki's describes similarities between Swedenborg's philosophy and Buddhism. Essays by Kathleen Raine on Swedenborg's poetic influence and Colin Wilson on the psychological perspective on Swedenborg's visions round out the collection."
29934216,84259,Велике князівство літератури. Вибрані есеї,,9789663782195,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460915043l/29934216._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460915043l/29934216._SY75_.jpg,2011,,,ukr,Дух і літера,false,50321021,1,10,13,3,0,5:2|4:0|3:1|2:0|1:0|total:3,2011,,,4.33,3,0,"['84259', '7092591', '7503583', '6950607', '16869890', '16869891', '13781801']","['Czesław Miłosz', 'Чеслав Мілош', 'Ola Hnatiuk', 'Оля Гнатюк', 'Олена Коваленко', 'Ірина Ковальчук', 'Андрій Павлишин']","['4.19', '4.46', '4.12', '4.32', '4.33', '4.33', '4.35']",[],[],[],"Чеслав Мілош належить до ґрона класиків польської літератури, а водночас до тих письменників, яким польська культура другої половини ХХ ст. завдячує своє модерне обличчя. Зібрані у книжці есеї Нобелівського лауреата представляють українському читачеві блискучого інтелектуала, його духовну біографію, накладену на сітку географічних координат Вільно – Варшава – Париж – Берклі – Краків та співзвучну з найважливішими подіями ХХ століття. Читач знайде у книжці також виразні портрети поетових приятелів і побратимів Єжи Ґедройця, Станіслава Вінценза, Вітольда Ґомбровича, Томаса Венцлови, Йосифа Бродського."
41140774,84259,TRAKTAT TEOLOGICZNY | TEOLOGINIS TRAKTATAS; INNA WIERNOŚĆ MIŁOSZA | KITOKIA MIŁOSZO IŠTIKIMYBĖ,,9788361388678,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534236521l/41140774._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534236521l/41140774._SY75_.jpg,2017,,,pol,Fundacja Pogranicze,false,64296706,1,8,13,3,0,5:1|4:2|3:0|2:0|1:0|total:3,,,,4.33,3,0,"['84259', '164937']","['Czesław Miłosz', 'Krzysztof Czyżewski']","['4.19', '4.35']","['5358870', '4832929']","['Almis Grybauskas', 'Kazys Uscila']","['4.05', '4.09']","Polsko-litewska publikacja zawiera Traktat teologiczny Czesława Miłosza i esej Inna wierność Krzysztofa Czyżewskiego. <br /><br />Lenkų-lietuvių kalbomis išleistas Czesławo Miłoszo ""Teologinis traktatas"" ir Krzysztofo Czyżewskio esė ""Kitokia Miłoszo ištikimybė""."
40407513,84259,"Słodycz jabłek, słodycz fig. Wiersze wybrane",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528301924l/40407513._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528301924l/40407513._SX50_.jpg,2018,,,pol,Znak,false,62727882,1,11,13,3,0,5:1|4:2|3:0|2:0|1:0|total:3,,,,4.33,3,0,"['110180', '18020841', '3151958']","['Jane Hirshfield', 'Agata Hołobut', 'Jerzy Illg']","['4.18', '4.25', '4.11']","['6430365', '2878159', '84259', '2979834']","['Mieczysław Godyń', 'Magda Heydel', 'Czesław Miłosz', 'Adam Szostkiewicz']","['3.55', '4.13', '4.19', '4.20']",
23944969,84259,Pameistrys / Czeladnik,8386872322,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419076217l/23944969._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419076217l/23944969._SY75_.jpg,2002,,,lit,Baltos lankos,false,43549724,1,6,12,3,0,5:0|4:3|3:0|2:0|1:0|total:3,2002,1,1,4.00,3,0,"['84259', '5358870']","['Czesław Miłosz', 'Almis Grybauskas']","['4.19', '4.05']",[],[],[],
7669610,84259,Księgi pięciu Megilot,8308028225,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,,,,Wydawnictwo Literackie,false,10278354,1,6,12,3,0,5:0|4:3|3:0|2:0|1:0|total:3,1998,,,4.00,3,0,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],
12646387,84259,Kultura masowa,8308031757,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,,,pol,Wydawnictwo Literackie,false,17759515,1,15,12,4,1,5:0|4:2|3:0|2:2|1:0|total:4,2002,,,3.00,4,1,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],"Kultura masowa to mała antologia tekstów socjologicznych w przekładzie i opracowaniu Czesława Miłosza, dokumentująca jeden z rozdziałów toczącej się nieustannie dyskusji o mass culture. W przedmowie do pierwszego wydania, które ukazało się w 1959 roku nakładem paryskiej „Kultury”, Czesław Miłosz pisał, że pragnie przenieść tę dyskusję do języka polskiego, gdyż dotyczy ona spraw istotnych na każdym obszarze, problemów będących niejako „własnością całego świata”. Diagnozy postawione wówczas przez obserwatorów rzeczywistości społecznej okazały się spostrzeżeniami o nieprzemijającej wartości, a wiele z nich zyskało z upływem lat dodatkowy wymiar."
16107300,84259,Kroniki,8370061885,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1987,,,pol,Znak,false,21920131,2,8,11,3,0,5:0|4:2|3:1|2:0|1:0|total:3,1987,1,1,3.67,2,0,['84259'],['Czesław Miłosz'],['4.19'],[],[],[],
