id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
12116,7702,The Late Mattia Pascal,1590171152,9781590171158,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,11,30,eng,NYRB Classics,false,3102727,119,26895,58727,14570,406,5:4992|4:5954|3:2852|2:623|1:149|total:14570,1904,,,4.03,6331,111,"['7702', '25415']","['Luigi Pirandello', 'Charles Simic']","['3.96', '4.05']",['6921'],['William Weaver'],['4.00'],"Mattia Pascal endures a life of drudgery in a provincial town. Then, providentially, he discovers that he has been declared dead. Realizing he has a chance to start over, to do it right this time, he moves to a new city, adopts a new name, and a new course of life—only to find that this new existence is as insufferable as the old one. But when he returns to the world he left behind, it's too late: his job is gone, his wife has remarried. Mattia Pascal's fate is to live on as the ghost of the man he once was.<br /><br />An explorer of identity and its mysteries, a connoisseur of black humor, Nobel Prize winner Luigi Pirandello is among the most teasing and profound of modern masters. <i>The Late Mattia Pascal</i>, here rendered into English by the outstanding translator William Weaver, offers an irresistible introduction to this great writer's work"
6940696,7702,"Tutti i romanzi, Vol. 1",880455133X,9788804551331,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327314490l/6940696._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327314490l/6940696._SY75_.jpg,2005,10,11,ita,Mondadori,false,7173505,7,175,106,24,2,5:12|4:10|3:2|2:0|1:0|total:24,1986,1,,4.42,13,1,"['7702', '1198802', '3219346']","['Luigi Pirandello', 'Giovanni Macchia', 'Mario Costanzo']","['3.96', '4.18', '4.23']",[],[],[],"Le opere di Pirandello, acquisite al catalogo Mondadori fin dal 1931, vengono pubblicate nei Meridiani in un'edizione diretta da Giovanni Macchia, che associa al rigore filologico l'ampiezza della interpretazione storico-critica. Questo primo volume, dedicato ai Romanzi, raccoglie le opere da ""L'Esclusa"" a ""Suo marito""."
18635345,7702,"Three Plays: Six Characters in Search of an Author, Henry IV, the Mountain Giants",0199641196,9780199641192,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381286391l/18635345._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381286391l/18635345._SY75_.jpg,2014,5,1,eng,Oxford University Press,false,26431986,3,80,105,27,6,5:7|4:11|3:8|2:1|1:0|total:27,2014,3,25,3.89,21,4,"['7702', '335701']","['Luigi Pirandello', 'Anthony Mortimer']","['3.96', '3.91']",[],[],[],"<strong>SIX CHARACTERS IN SEARCH OF AN AUTHOR * HENRY IV * THE MOUNTAIN GIANTS</strong><br /><br />Pirandello ranks with Strindberg, Brecht, and Beckett as a seminal figure in modern drama. Innovative and influential, he broke decisively with the conventions of realist theatre to foreground the tensions between art and reality. In his best known play, six characters, imagined but then abandoned by their author, intrude on the rehearsals of a provincial theatre company in an attempt to play out their family drama. In the brilliant<em> Henry IV</em>, a young man believes himself to be the Holy Roman Emperor; attempts to cure him of his delusion have disastrous consequences.<em>The Mountain Giants</em> is Pirandello's last, unfinished masterpiece, in which he moves towards the mythical, and make-believe and real life once more become entangled. The play reflects its author's growing anxiety about the function of art under a fascist regime.<br /><br />This new edition includes Pirandello's important Preface to <em>Six Characters</em>, an essential critical document for understanding the play that made him famous. Anthony Mortimer's lively and performable translations remain scrupulously faithful to the letter and spirit of the originals.<br />"
16107172,7702,Ciàula e altre novelle,8804225106,9788804225102,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351090415l/16107172._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351090415l/16107172._SY75_.jpg,1994,,,ita,Mondadori,false,21919893,3,58,102,27,3,5:4|4:15|3:6|2:2|1:0|total:27,1985,3,,3.78,17,1,"['7702', '13778028']","['Luigi Pirandello', 'Teresa Maddi']","['3.96', '3.86']",[],[],[],"Accanto a La giara, qui proposta anche nella versione teatrale, altre novelle note e meno note ci offrono una ancor più vivida testimonianza di quell'umanità ""ingarbugliata in speciosissimi casi"", che Pirandello ha rappresentato anche nelle commedie e nei romanzi."
49850876,7702,Sei personaggi in cerca d´autore,1539031616,9781539031611,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,74942393,1,52,101,24,1,5:11|4:7|3:6|2:0|1:0|total:24,,,,4.21,24,1,"['7702', '8062825']","['Luigi Pirandello', 'Guido Montelupo']","['3.96', '3.77']",[],[],[],
4491598,7702,Lesson in a Dead Language,094141941X,9780941419413,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1991,2,1,,Marsilio Publishers,false,4760493,8,59,101,27,2,5:8|4:7|3:9|2:3|1:0|total:27,1977,1,1,3.74,6,0,"['5168344', '7702']","['Andrzej Kuśniewicz', 'Luigi Pirandello']","['3.56', '3.96']",[],[],[],
12407514,7702,Il treno ha fischiato e altre novelle. 15 storie per capire il mondo di oggi,8824708579,9788824708579,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406918055l/12407514._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406918055l/12407514._SY75_.jpg,2002,,,ita,Mondadori Scuola,false,17389095,3,45,97,25,1,5:7|4:9|3:8|2:1|1:0|total:25,1914,,,3.88,21,1,"['7702', '5136260']","['Luigi Pirandello', 'Donatella Carnevali']","['3.96', '3.77']",[],[],[],
15763788,7702,"ثلاثية ""المسرح داخل المسرح"" : ست شخصيات تبحث عن مؤلف - كل شيخ له طريقة - الليلة نرتجل",,9789990603613,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342907399l/15763788._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1342907399l/15763788._SX50_.jpg,2012,7,,ara,المجلس الوطني للثقافة والفنون والآداب - الكويت,false,21466096,1,147,92,25,1,5:8|4:6|3:8|2:1|1:2|total:25,2012,7,1,3.68,25,1,"['7702', '6446986', '14963897', '4482073']","['Luigi Pirandello', 'محمد إسماعيل محمد', 'لويجي بيرندلو', 'حمادة إبراهيم']","['3.96', '3.56', '3.68', '3.36']",[],[],[],يضم هذا المجلد ثلاث مسرحيات : ست شخصيات تبحث عن مؤلف ، كل شيخ له طريقة ، الليلة نرتجل ، و هي تكون في مجمعها ثلاثية المسرح داخل المسرح.<br />لقد ظلت هذه المسرحيات موضعا لحديث النقاد لما فيها من جرأة في استخدام أساليب تجريبية مبتكرة سواء في التأليف أو الإخراج ، الأمر الذي حدا بيرلندو نفسه على ان يكتب بحثا طويلا يجده القارئ مترجما في هذا المجلد يسمح فيه لنا و للنقاد بالاطلاع على بعض أسرار حرفته.<br />هذه الثلاثية ملتقى تيارات أدبية و فلسفية و علمية شغلت بال الكتاب و المفكرين في الربع الأول من القرن العشرين ، فنجد فيها بصمات فرويد و يونج في علم النفس ، و كيركجورد و هيدجر في الفلسفة الوجودية ، بالإضافة إلى برجسون و برناردشو و مارسيل بروست. و كما تأثر بيرلندو بهؤلاء و غيرهم نجده يؤثر بشكل فعال في كتاب المسرح المرموقين أمثال يوجين أونيل و ثورنتون وايلدروجان جينيه و جان أنوي.<br />المسرحيات الثلاث حلبة تتصارع فيها عدة مذاهب ادبية و فنية ، الرومنسية و الواقعية و الطبيعية و التعبيرية ، و كلها مذاهب استطاع بيرلندو أن يوظفها بنجاح حتى أصبح ، كما يقول المترجم : أمير شعراء التراجيديا المعاصرة التي تعالج قلق الإنسان و معاناته.
12367293,7702,خمره,,9789648573671,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391589063l/12367293._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391589063l/12367293._SY75_.jpg,1387,,,per,نیلا,false,17347516,1,55,91,24,3,5:5|4:10|3:8|2:1|1:0|total:24,1387,,,3.79,24,3,"['7702', '4609186']","['Luigi Pirandello', 'نسترن شیرازی']","['3.96', '3.85']",[],[],[],
16162071,7702,la morsa,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1910,,,,,false,22004151,6,46,91,28,5,5:3|4:9|3:8|2:8|1:0|total:28,1910,,,3.25,14,3,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],
16283835,7702,Pena de Viver Assim,,9789898231048,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354991132l/16283835._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354991132l/16283835._SY75_.jpg,2009,3,,por,Documenta,false,22396234,2,51,90,26,8,5:1|4:12|3:11|2:2|1:0|total:26,1920,,,3.46,26,8,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],"A protagonista, que se torna tema central do conto, é a senhora Léuca, uma mulher abandonada pelo marido durante onze anos. A sua nostalgia e a sua dor são contínuas e fazem com que ela assista ao desenvolvimento da sua própria vida sem ter poder de intervenção. A saudade dos sentidos que a atormenta constrói este conto de grande e trágico humorismo."
12555724,7702,40 Novelas,8535911863,9788535911862,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496837497l/12555724._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496837497l/12555724._SX50_.jpg,2008,4,1,por,Companhia da Letras,false,17558780,2,61,89,22,0,5:8|4:8|3:5|2:1|1:0|total:22,2008,,,4.05,18,0,['7702'],['Luigi Pirandello'],['3.96'],['3337622'],['Maurício Santana Dias'],['4.36'],"Muito antes de se firmar como um dos mais importantes e inovadores dramaturgos do século XX, Luigi Pirandello construiu sua reputação de escritor sobretudo a partir da divulgação de narrativas curtas, publicadas em vários jornais e revistas italianos desde o final dos anos 1880 até as vésperas de sua morte. Desse imenso conjunto de narrativas, que na década de 1920 o próprio autor passou a organizar sob o título de Novelas para um ano, muitas serviram como uma espécie de matriz ou de ""laboratório"" para o conjunto da obra, reaparecendo em romances, peças teatrais, ensaios e poesias. <br />Seis personagens, por exemplo, encenada pela primeira vez em 1921, foi o resultado da fusão de três contos - ""Personagens"", ""Conversas com personagens"" e ""A tragédia de um personagem"" -, que o escritor siciliano começou a redigir e a publicar mais de dez anos antes. <br />O volume está organizado de tal modo que o leitor poderá escolher vários percursos a trilhar no bosque da ficção pirandelliana: pode simplesmente ir passando de um conto a outro, sem se preocupar com o conjunto da paisagem, ou pode se deter e apreciar a gênese de uma determinada peça, concentrada em um núcleo de textos, ou, às vezes, numa só narrativa, como é o caso do ato único O homem da flor na boca, germinado do conto ""Com a morte em cima"".<br />A galeria de figuras, tipos e situações que esta edição dá a ver é, simultaneamente, uma síntese maior da obra de Pirandello e a expressão mais acabada da vida - e da história humana - como farsa trágica."
27261691,7702,Cuentos de Navidad: De los Hermanos Grimm a Paul Auster,,9788490651391,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445613134l/27261691._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445613134l/27261691._SX50_.jpg,2015,10,,spa,Alba Editorial,false,47312984,1,111,87,23,6,5:6|4:8|3:8|2:0|1:1|total:23,2015,10,,3.78,23,6,"['6895990', '2938140', '649318', '51047', '20524', '18791', '6815', '24952', '854076', '738045', '5031025', '35817', '2938141', '15905', '358144', '2448', '308636', '7702', '14047178', '5780534', '1709', '8993', '19261943', '7267068', '6076026', '7014283', '92913', '5144', '47421', '57189', '1630', '431149', '296961', '7799', '239579', '6378', '3137322', '6556', '10889']","['Marta Salís', 'Jacob Grimm', 'Zacharias Topelius', 'Alphonse Daudet', 'Anthony Trollope', 'Guy de Maupassant', 'August Strindberg', 'Nikolai Leskov', 'Robert Louis Stevenson', 'Amalie Skram', 'Anton Chekhov', 'Sarah Orne Jewett', 'Wilhelm Grimm', 'Thomas Hardy', 'Gustav Wied', 'Arthur Conan Doyle', 'Léon Bloy', 'Luigi Pirandello', 'Władysław Stanisław Reymont', 'Leopoldo Alas', 'Grazia Deledda', 'O. Henry', 'Ramón del Valle-Inclán', 'E.T.A. Hoffmann', 'Saki', 'G.K. Chesterton', 'Emilia Pardo Bazán', 'James Joyce', 'Dino Buzzati', 'Dylan Thomas', 'Ray Bradbury', 'Truman Capote', 'Paul Auster', 'Nathaniel Hawthorne', 'Charles Dickens', 'Hans Christian Andersen', 'Fyodor Dostoyevsky', 'Theodor Storm', 'Bret Harte']","['3.91', '4.16', '3.66', '3.65', '3.95', '3.86', '3.53', '3.88', '3.85', '3.69', '3.96', '3.77', '4.19', '3.84', '3.84', '4.20', '4.05', '3.96', '3.45', '3.84', '3.64', '4.08', '3.69', '3.83', '3.94', '3.97', '3.70', '3.74', '4.08', '4.16', '4.01', '4.01', '3.81', '3.45', '3.89', '4.12', '4.18', '3.51', '3.70']",[],[],[],"La Navidad, siempre muy presente en la literatura, ha inspirado relatos magníficos, y son muchos los grandes escritores que se han acercado a ella. En esta antología se refleja la alegría, el sentido de comunidad, la excitación espiritual, la oportunidad de cambio, los deseos, la nostalgia e incluso el rechazo que estas fechas despiertan en muchos de nosotros, porque, si bien es cierto que la tradición invita a los buenos sentimientos, no lo es menos que se presta a una variedad sorprendente de estilos y de tonos: no faltan aquí ni el humor, ni la oscuridad, ni la crítica social, ni la fantasía, ni la tragedia. De Berlín a Brooklyn, de un pueblecito sardo a un rancho del Lejano Oeste, de la Provenza a Nueva Zelanda, de un aristocrático salón a un pueblo de mineros, de Dublín a un cohete espacial…: en todos esos lugares veremos celebrar la Nochebuena, la Navidad, el día de San Esteban, la Nochevieja o el día de Reyes, y en todos ellos ocurrirá algo que ilustre el espíritu navideño… o bien lo desmienta.<br /><br />Los 38 Cuentos de Navidad seleccionados por Marta Salís proceden de distintas tradiciones occidentales (anglosajona, germánica, nórdica, mediterránea, eslava). De los hermanos Grimm y E. T. A. Hoffmann hasta Joyce, Capote o Auster, y alternando clásicos como <i>Canción de Navidad</i> de Dickens o <i>La niña de los fósforos</i> de Andersen con piezas poco conocidas e inéditas, este volumen abarca dos siglos de literatura navideña desde los ángulos más distintos y con las más diversas intenciones."
10378918,7702,Fantasmi italiani,8879834630,9788879834636,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313214310l/10378918._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313214310l/10378918._SY75_.jpg,1994,6,,ita,Newton Compton,false,15282384,1,109,87,26,1,5:1|4:12|3:8|2:5|1:0|total:26,1994,6,,3.35,26,1,"['2931690', '4176669', '1425669', '7793354', '4469839', '5129879', '5129880', '7702']","['Gianni Pilo', 'Sebastiano Fusco', 'Luigi Capuana', 'Iginio Ugo Tarchetti', 'Angelo R. Mazzarese', 'Amilcare Lauria', 'Luigi Gualdo', 'Luigi Pirandello']","['3.62', '3.75', '3.67', '3.72', '3.42', '3.35', '3.36', '3.96']",[],[],[],"Tra la seconda metà dell'Ottocento e l'inizio del Novecento, anni in cui la narrativa del Soprannaturale viveva, specialmente nel mondo anglosassone, il suo momento di massimo splendore, anche alcuni autori italiani, noti e meno noti, si sono brillantemente cimentati nel racconto di fantasmi. Sebbene l'influenza del verismo abbia per lungo tempo condizionato l'ispirazione di molti scrittori e ritardato la nascita di una vera e propria letteratura fantastica in Italia, non sono mancati i tentativi, spesso assai riusciti, in tal senso: ne sono validissimi esempi Un vampiro di Luigi Capuana, La canzone di Weber di Luigi Gualdo, Notizie dall'altro mondo di Amilcare Lauria, La casa del Granello di Luigi Pirandello, La leggenda del Castello Nero di Igino Tarchetti, Spettri di Angelo Mazzarese.<br />Tra la seconda metà dell'Ottocento e l'inizio del Nove cento, anni in cui la narrativa del Soprannaturale viveva, specialmente nel mondo anglosassone, il suo momento di massimo splendore, anche alcuni autori italiani, noti e meno noti, si sono brillantemente cimentati nel racconto di fantasmi. Sebbene l'influenza dei verismo abbia per lungo tempo condizionato l'ispiraizione di molti scrittori e ritardato la nascita di una vera e propria letteratura fantastica in Italia, non sono mancati i tentativi, spesso assai riusciti, in tal senso, ne sono validissimi esempi: <br />Un vampiro di Luigi Capuana, La canzone di Weber di Luigi Gualdo, Notizie dall'altro mondo di Amilcare Lauria, La casa del Granello di Luigi Pirandello, La leggenda del Castello Nero di Igino Tarchetti, Spettri di Angelo Mazzarese."
15789917,7702,La patente e altri racconti,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344244503l/15789917._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344244503l/15789917._SY75_.jpg,1993,,,ita,L'Unità,false,21511067,1,38,84,21,1,5:7|4:9|3:3|2:2|1:0|total:21,1993,1,1,4.00,21,1,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],"Contiene i racconti: La patente; Il treno ha fischiato; Notizie dal mondo; L'eresia catara; La berretta di Padova; Mondo di carta; La cattura; Pensaci, Giacomino!"
12119,7702,Tales of Suicide,0937832316,9780937832318,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1988,10,1,,Dante University of America Press,false,14462,3,70,84,24,4,5:5|4:9|3:5|2:3|1:2|total:24,1984,,,3.50,22,4,['7702'],['Luigi Pirandello'],['3.96'],['3855157'],['Giovanni R. Bussino'],['3.50'],"Suicide, the act of killing oneself voluntarily and intentionally, is clearly one of the most important themes developed by Pirandello during his long literary career. Although he never focused on self-destruction as an end in itself, he made ample use of it to dramatise his tragic view of the human condition. Indeed, this theme recurs with astonishing frequency in his short stories, play and novels. It even appears sporadically in his poetry."
32188725,7702,La carriola,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474666130l/32188725._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474666130l/32188725._SX50_.jpg,2010,2,17,ita,e-Soft,false,52828679,1,28,82,20,2,5:10|4:5|3:2|2:3|1:0|total:20,,,,4.10,20,2,"['7702', '15857727']","['Luigi Pirandello', 'Anna Paola Carrino']","['3.96', '4.08']",[],[],[],"<i>La carriola</i> è una novella di Luigi Pirandello, che fa parte della raccolta <i>Novelle per un anno</i>. Il mondo ha imposto al protagonista una maschera: costui è, infatti, obbligato a mostrarsi una persona affidabile, precisa, colta, sicura di se, delle proprie capacità e possibilità. Il protagonista ci spiega che ogni sua forma, ogni sua maschera è una forma di morte, perché è comunque una maschera. Pirandello, nello scrivere questa novella intende comunicare che la pace è solo nella follia, che è il sovvertire tutti gli schemi. In questo brano è presente, infatti, la visione di vita pirandelliana, che si caratterizza da una realtà di uomo che non vive ma interpreta una parte; è inoltre pervasa dal pesante incombere di una maschera che non si può togliere perché è vincolante per la riuscita della nostra vita, e che ci porta a un senso di angoscia e solitudine."
12262348,7702,"Storie di libri: amati, misteriosi, maledetti",8806207229,9788806207229,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876251l/12262348._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876251l/12262348._SY75_.jpg,2011,,,ita,Einaudi,false,17237303,3,99,82,26,8,5:3|4:5|3:12|2:5|1:1|total:26,2011,,,3.15,22,7,"['4465660', '1461', '3850822', '1360922', '128771', '11258', '25824', '5507488', '1113469', '834710', '16667', '7702', '51047', '1140470', '9494', '2995925', '30592', '7014283', '113850', '1116873', '152981', '48535', '2857672']","['Giovanni Casalegno', 'Gustave Flaubert', 'Carlo Dossi', 'Kurd Laßwitz', 'Gérard de Nerval', 'Stuart M. Kaminsky', 'Julio Cortázar', 'Gino Doria', 'Hermann Hesse', 'Lawrence G. Blochman', 'Isaac Asimov', 'Luigi Pirandello', 'Alphonse Daudet', 'Octave Uzanne', 'H.P. Lovecraft', 'M.R. James', 'Barbara Wilson', 'G.K. Chesterton', 'Charles Nodier', 'Charles Asselineau', ""Gabriele D'Annunzio"", 'Anatole France', 'Mauro Giancaspro']","['3.29', '3.69', '3.22', '3.61', '3.85', '3.94', '4.22', '3.29', '4.05', '3.63', '4.16', '3.96', '3.65', '3.65', '4.05', '3.96', '3.47', '3.97', '3.72', '3.47', '3.54', '3.90', '3.42']",[],[],[],"I libri possono essere la causa di efferati delitti: si può uccidere per la prima edizione aldina del libro piú bello del Rinascimento o anche per odio verso i libri, per invidia e gelosia. I libri possono essere pericolosi e maledetti: è il caso del famigerato e terribile Necronomicon, o di uno strano manoscritto che sembra avere il potere di far sparire le persone. I libri possono essere poi la causa di una delle malattie piú terribili e insieme piacevoli: la bibliofilia. I libri possono sostituire la vita vera e occupare lo spazio di tutta un'esistenza. Ma i libri sono soprattutto piacere. Chi li ama sa quali soddisfazioni sanno regalarci.<br />Da Flaubert a d'Annunzio, da Nerval a Hesse, da Pirandello a Cortázar, da Lovecraft ad Asimov, un'originale antologia in cui i libri diventano oggetti di voluttà e di mistero, oggetti pericolosi e maledetti, oggetti che danno la vita, ma anche la morte."
6374095,7702,L'uomo solo,8804356065,9788804356066,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ita,,false,6561726,7,63,79,19,0,5:7|4:9|3:2|2:1|1:0|total:19,1922,,,4.16,17,0,"['7702', '2867382']","['Luigi Pirandello', 'Simona Costa']","['3.96', '3.93']",[],[],[],
35371276,7702,Sei personaggi in cerca d'autore,1546870180,9781546870180,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2017,5,23,,Createspace Independent Publishing Platform,false,75466757,2,41,79,19,1,5:6|4:10|3:3|2:0|1:0|total:19,,,,4.16,19,1,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],
18269565,7702,Η πρώτη νύχτα και άλλα διηγήματα,9600319243,9789600319248,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400804953l/18269565._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400804953l/18269565._SX50_.jpg,1997,,,gre,Εκδόσεις Καστανιώτη,false,25731363,2,38,77,24,0,5:1|4:5|3:16|2:2|1:0|total:24,1997,1,1,3.21,22,0,['7702'],['Luigi Pirandello'],['3.96'],['6952216'],['Κατερίνα Γλυκοφρύδη'],['3.54'],"O Λουίτζι Πιραντέλλο είναι ο σημαντικότερος Ιταλός θεατρικός συγγραφέας με σπουδαίες όμως καταθέσεις στο μικρό αφήγημα και το διήγημα, όπως φαίνεται στο βιβλίο ""Η πρώτη νύχτα και άλλα διηγήματα"". Με την οικονομική καταστροφή του πατέρα του (το 1903) να τον αναγκάζει σε πάσης φύσεως απασχόληση και με το νου του συνεχώς να περιέρχεται την παραδοξότητα του ανθρώπινου, την απελπιστική απεραντοσύνη του ειρωνικού και την εξίσου απελπιστική στενότητα των ""επικοινωνιακών τύπων"", ο Πιραντέλλο καταστρατήγησε πάσαν ομαλότητα θεάτρου και καθόρισε την ιστορία του δράματος αλλά και του πεζού λόγου. Τα διηγήματα αυτού του βιβλίου είναι η απόδειξη.<br /><br />Περιλαμβάνονται τα διηγήματα: ""Η πρώτη νύχτα"", ""Η νυχτερίδα"", ""Εάν"", ""Το καθήκον του γιατρού"" και βιογραφία του Λουίτζι Πιραντέλλο."
13250528,7702,"Novelle per un anno. Vol. I, tomo II",8804567422,9788804567424,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340288400l/13250528._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340288400l/13250528._SY75_.jpg,,,,ita,,false,25964347,4,62,77,17,2,5:10|4:6|3:1|2:0|1:0|total:17,,,,4.53,8,0,"['7702', '3219346']","['Luigi Pirandello', 'Mario Costanzo']","['3.96', '4.23']",[],[],[],"Le opere di Pirandello, acquisite al catalogo Mondadori fin dal 1931, vengono pubblicate nei Meridiani collezione nell'edizione diretta da Giovanni Macchia, che associa al rigore filologico l'ampiezza della interpretazione storico-critica. Per questa prestigiosa iniziativa culturale Macchia, uno dei maggiori studiosi di Pirandello, si è valso della collaborazione di insigni specialisti, come Mario Costanzo e Alessandro d'Amico."
3469468,7702,In silenzio,8804363940,9788804363941,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392814513l/3469468._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392814513l/3469468._SY75_.jpg,1992,,,ita,Mondadori,false,3510771,10,50,76,21,1,5:1|4:11|3:9|2:0|1:0|total:21,1923,1,1,3.62,19,1,['7702'],['Luigi Pirandello'],['3.96'],[],[],[],
41040058,7702,Contos de Assombro,8569002394,9788569002390,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538265181l/41040058._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538265181l/41040058._SX50_.jpg,2018,,,por,Carambaia,false,64069834,2,42,74,17,3,5:8|4:7|3:2|2:0|1:0|total:17,2018,,,4.35,16,3,"['410680', '7267068', '7702', '854076', '2995925', '4750', '28525', '38714', '24953', '2745872', '6765', '2976656', '16', '113850', '111147', '4343174', '92913', '4624490', '18791']","['Ivan Turgenev', 'E.T.A. Hoffmann', 'Luigi Pirandello', 'Robert Louis Stevenson', 'M.R. James', 'Émile Zola', 'Washington Irving', 'Horacio Quiroga', 'Leonid Andreyev', 'João do Rio', 'Virginia Woolf', 'Humberto de Campos', 'Edith Wharton', 'Charles Nodier', 'Leopoldo Lugones', 'Medeiros e Albuquerque', 'Emilia Pardo Bazán', 'Edgar Allan Poe', 'Guy de Maupassant']","['3.92', '3.83', '3.96', '3.85', '3.96', '3.93', '3.86', '4.01', '4.04', '3.99', '3.88', '4.17', '3.78', '3.72', '3.82', '4.03', '3.70', '4.17', '3.86']",[],[],[],"Contos de assombro é uma coletânea de dezoito narrativas e um ensaio que procura abordar a literatura fantástica e de mistério fora dos nichos de gênero, como um convite a um público mais amplo que o habitual. O inesperado está presente não apenas como temática, mas também na inclusão de autores clássicos reconhecidos por outras filiações, como Émile Zola, Edith Wharton, Ivan Turguêniev, Luigi Pirandello e Virginia Woolf. Em todos eles se encontra a sensação de assombro – seja por meio de uma sátira sobre a crueldade do ser humano, caso da narrativa implacável de Zola, ou pela descrição minuciosa de um único gesto refletido num espelho, no delicado conto de Woolf."
