id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
9440364,599188,Romeo e Giulietta,8804499397,9788804499398,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,7,,ita,Mondadori,false,3349450,4899,2708785,7442376,1986909,18642,5:593218|4:614737|3:529591|2:179202|1:70161|total:1986909,1595,,,3.75,769,24,"['947', '2995685', '1588908', '236']","['William Shakespeare', 'Anna Luisa Zazo', 'Paolo Bertinetti', 'Harold Bloom']","['3.87', '3.96', '4.00', '4.10']",['599188'],['Salvatore Quasimodo'],['4.09'],"<b>Testo inglese a fronte</b><br /><br />Ispirato, come molti testi elisabettiani, alla novellistica italiana, <i>Romeo e Giulietta</i> intreccia numerosi elementi nella vicenda dei due innamorati ""nati sotto contraria stella"". Dalla ""morta viva"", che affascinò e ispirò i preromantici e i romantici, al drammatico scontro tra due generazioni - la lotta tra le ragioni dell'odio e le ragioni dell'amore - il dramma si arricchisce di temi la cui complessità va oltre la vicenda d'amore.<br />Tuttavia è questa a fare di <i>Romeo e Giulietta</i> l'opera forse più celebre e più amata di Shakespeare; e nel contrasto tra la purezza, l'appassionata consapevolezza dell'amore (singolarmente quale si esprime nella figura di Giulietta, la prima elle ""grandi innamorate"" di Shakespeare) e l'inesorabile concatenarsi delle circostanze funeste va cercata la grandezza del dramma, la chiave della sua autentica dimensione tragica, annunciata nel Prologo grazie alla contrapposizione dei due termini <i>amore</i> e <i>contraria stella</i>. Qui infatti, forse per la prima volta in modo completo, il linguaggio shakespeariano si fa mirabilmente funzionale alla vicenda, trascorrendo dai preziosismi eufuistici di Romeo innamorato alla semplice immediatezza della passione di Giulietta fino al barocco, drammatico splendore delle scene finali."
10830306,599188,53 poesie,8804419180,9788804419181,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306334418l/10830306._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306334418l/10830306._SX50_.jpg,1996,,,ita,Mondadori,false,15744292,1,28,27,7,0,5:2|4:2|3:3|2:0|1:0|total:7,1996,,,3.86,7,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
12008717,599188,I drammi classici,8804151420,9788804151425,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369734634l/12008717._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369734634l/12008717._SY75_.jpg,1997,9,2,ita,,false,16973522,1,21,25,5,0,5:5|4:0|3:0|2:0|1:0|total:5,1997,9,2,5.00,5,0,"['947', '18240']","['William Shakespeare', 'Giorgio Melchiori']","['3.87', '3.78']","['7107081', '1446233', '599188', '1588313', '4538687']","['Maria Vittoria Tessitore', 'Sergio Perosa', 'Salvatore Quasimodo', 'Paolo Chiarini', 'Renato Oliva']","['5.00', '4.00', '4.09', '3.70', '3.73']","Curata da uno dei maggiori studiosi di Shakespeare, Giorgio Melchiori, l'edizione presenta il testo critico inglese a fronte delle traduzioni eseguite da scrittori come Montale, Luzi, Quasimodo, Wilcock o da insigni specialisti. Un ricco apparato di note accompagna ogni volume. <i>I drammi classici</i> riuniscono tutte le opere appartenenti al genere da <i>Tito Andronico</i> a <i>Timone d'Atene</i>."
1239566,599188,Debit and Credit,0900977272,9780900977275,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516606430l/1239566._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1516606430l/1239566._SY75_.jpg,1972,,,eng,Anvil Press,false,1228232,1,10,22,6,3,5:1|4:3|3:1|2:1|1:0|total:6,1972,,,3.67,6,3,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],"Salvatore Quasimodo, the Sicilian poet who won the Nobel Prize in 1959 ""for his poetry which with classical fire expresses the tragic experience of life in our time"", died in 1968. <i>Debit and Credit</i> contains the twenty-two new poems from his last book, <i>Dare e avere</i> (1965), together with eleven complementary poems selected by Jack Bevan from his earlier books. These poems show Quasimodo at his best as he explores the complex emotions associated with memories of particular events and places, in lyric verse of grave and passionate eloquence. None of the poems have previously appeared in book form in England."
5940018,599188,The Night Fountain,1904614051,9781904614050,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,11,1,,ARC Publications,false,6112483,2,20,20,5,1,5:1|4:3|3:1|2:0|1:0|total:5,2008,1,1,4.00,5,1,['599188'],['Salvatore Quasimodo'],['4.09'],"['857032', '98239']","['Marco Sonzogni', 'Gerald Dawe']","['4.04', '4.13']","This book reproduces for the first time the contents of a manuscript given to a school-friend by the nineteen-year-old Quasimodo, a manuscript which only came to light in 1970 as a result of extensive investigations by the poet's grandson Alessandro. Frayed and faded, but with an orderly table of contents and sealed by the young poet's signature, the manuscript contains poems written between 1917 and 1920. Here there are landscapes brimming with memories and vibrating with emotions, sounds that are intense and unmistakeable, images of Arcadia and autobiographical references. While the writing is not yet mature, it does contain hints of the poetic spirituality that was soon to emerge."
4014772,599188,Poesie E Discorsi Sulla Poesia,8804426446,9788804426448,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,4061242,1,18,17,4,0,5:2|4:1|3:1|2:0|1:0|total:4,,,,4.25,4,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
23484573,599188,L'opera completa di Michelangelo pittore,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414772012l/23484573._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414772012l/23484573._SX50_.jpg,1966,,,ita,Rizzoli,false,43075364,2,6,15,4,1,5:0|4:3|3:1|2:0|1:0|total:4,1966,1,1,3.75,3,0,"['1522218', '599188']","['Ettore Camesasca', 'Salvatore Quasimodo']","['3.58', '4.09']",[],[],[],
12008724,599188,I drammi romanzeschi,8804179074,9788804179078,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369732592l/12008724._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369732592l/12008724._SY75_.jpg,1995,7,25,ita,,false,19030278,4,22,15,3,0,5:3|4:0|3:0|2:0|1:0|total:3,,,,5.00,2,0,"['947', '18240']","['William Shakespeare', 'Giorgio Melchiori']","['3.87', '3.78']","['1760336', '131436', '599188', '7107061']","['Giancarlo Nanni', 'Agostino Lombardo', 'Salvatore Quasimodo', 'Miranda Melchiori']","['3.83', '4.09', '4.09', '4.14']","Curata da uno dei maggiori studiosi di Shakespeare, Giorgio Melchiori, l'edizione presenta il testo critico inglese a fronte delle traduzioni eseguite da scrittori come Montale, Luzi, Quasimodo, Wilcock o da insigni specialisti. Un ricco apparato di note accompagna ogni volume. <i>I drammi romanzeschi</i> riuniscono tutte le opere appartenenti al genere da <i>Pericle</i> a <i>I due nobili congiunti</i>."
25653288,599188,Italian Environmental Literature: An Anthology,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,2792148,2,19,15,4,0,5:1|4:2|3:0|2:1|1:0|total:4,2003,7,,3.75,1,0,"['845757', '6691842', '599188', '25577', '7333', '14053438', '16016', '185452', '8111']","['Patrick    Barron', 'Anna Re', 'Salvatore Quasimodo', 'Dino Campana', 'Eugenio Montale', 'Corrado Govani', 'Tonino Guerra', 'John Elder', 'Rebecca West']","['3.70', '3.56', '4.09', '4.05', '4.07', '4.00', '4.03', '3.92', '3.86']",[],[],[],"This volume brings together, for the first time - in Italy or for an English-speaking audience - a collection of over 40 authors from the deep and broad tradition of Italian environmental writing. Poetry and prose, the essay, the political and economic tract, and the new visual arts are all represented in this collection.Corrado Alvaro, Studio Azzurro, Mariella Bettarini, Virginio Bettini, Giuseppe Bonaviri, Italo Calvino, Dino Campana, Carlo Cassola, Antonio Cederna, Gianni Celati, Laura Conti, Gabriele D'Annunzio, Giuseppe Dessì, Danilo Dolci, Corrado Govoni, Tonino Guerra, Jolanda Insana, Carlo Levi, Nicola Licciardello, Loredana Lucarini, Gianna Manzini, Gianni Mattioli, Daria Menicanti, Eugenio Montale, Giuseppe Moretti, Giorgio Nebbia, Luciana Notari, Anna Maria Ortese, Giovanni Pascoli, Pier Paolo Pasolini, Fulco Pratesi, Salvatore Quasimodo, Nuto Revelli, Monica Sarsini, Massimo Scalia, Carlo Sgorlon, Ignazio Silone, Mario Rigoni Stern, Alfredo Todisco, Giuseppe Ungaretti, Andrea Zanzotto."
25345749,599188,Ho parlato in sogno con te,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ita,Feltrinelli,true,45084715,1,4,15,3,0,5:3|4:0|3:0|2:0|1:0|total:3,2014,10,23,5.00,3,0,['59712'],['Sappho'],['4.21'],['599188'],['Salvatore Quasimodo'],['4.09'],"“Scuote l’anima mia Eros, / come vento sul monte / che irrompe entro le querce; / e scioglie le membra e le agita, / dolce amara indomabile belva.”<br /><br />Sei convinto che un verso contribuisca al potente spettacolo del mondo? Assapora Zoom Poesia: piccole, preziose antologie di testi editi e inediti. Da gustare un verso alla volta. Tratto da “Liriche e frammenti” pubblicato da Feltrinelli. Numero di caratteri: 5700"
12415841,599188,"To Give and to Have, and Other Poems.",0809282291,9780809282296,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1975,4,1,,NTC/Contemporary Publishing,false,17397666,1,29,13,4,1,5:0|4:1|3:3|2:0|1:0|total:4,1975,4,,3.25,4,1,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
17610870,599188,Novecento,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,Arquitrave,false,24571864,1,5,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,"['7333', '599188', '247576']","['Eugenio Montale', 'Salvatore Quasimodo', 'Giuseppe Ungaretti']","['4.07', '4.09', '4.30']",[],[],[],
3503800,599188,Poèmes,2715206402,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1963,1,1,,Mercure De France,false,3545455,1,2,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,1963,1,1,5.00,2,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
13560939,599188,Mostra della poesia,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,12,,spa,bid & co. editor,false,19135397,1,3,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,2008,12,,4.50,2,0,"['76241', '599188', '25577', '4523506', '247576', '7333']","['Cesare Pavese', 'Salvatore Quasimodo', 'Dino Campana', 'Vincenzo Cardarelli', 'Giuseppe Ungaretti', 'Eugenio Montale']","['3.83', '4.09', '4.05', '3.78', '4.30', '4.07']",[],[],[],"A la manera de los artesanos que aún cultivan la milenaria técnica del soplado de vidrio, han sido vertidas de un idioma a otro las voces de un selecto grupo de poetas italianos y venezolanos, en el tono y la forma que mejor expresa cada uno de los poemas reunidos en esta edición bilingüe. Descienden las aguas del Atlántico Norte, desde Italia, los hermanos de la lengua de Dante, Saba, Campana, Cardarelli, Ungaretti, Montale, Quasimodo, Pavese, Gatto, Pasolini y Magrelli. Y remontan las aguas del Caribe hacia el Atlántico Norte, los herederos de Cervantes: Ramos Sucre, Gerbasi, Sánchez Peláez, Cadenas, Calzadilla, Silva Estrada, Palomares, Montejo, Hanni Ossott y Rojas Guardia. En las márgenes de esta edición alcanzada por bid &amp; co con el patrocinio de EBUC, se ahondan las raíces latinas y culturales de ambos idiomas, de ambas sensibilidades, gracias a los pdoeres encantatorios de la Poesía."
1239563,599188,The Poet and the Politician: And Other Essays,0809301210,9780809301218,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1964,3,1,,Southern Illinois University Press,false,1228229,1,8,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,1964,3,1,4.50,2,0,"['599188', '134126']","['Salvatore Quasimodo', 'Thomas G. Bergin']","['4.09', '3.83']",[],[],[],
3503801,599188,"Lettere D'amore, 1936 1959",8877701153,9788877701152,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3545456,1,4,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,1989,1,1,4.50,2,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
40930275,599188,Espejos invisibles. Poetas italianos del siglo XX. Edición bilingüe.,,9786124405006,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532378323l/40930275._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532378323l/40930275._SX50_.jpg,2018,7,,spa,"Casa de la Literatura Peruana, Paracaídas, Instituto Italiano de Cultura - Lima",false,63808163,1,3,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,"['1251855', '586894', '25577', '1437098', '427221', '6354265', '4523506', '18232590', '247576', '7333', '18232591', '599188', '581701', '76241', '279381', '305933', '1407177', '266360', '111093', '449398', '332286', '37893', '588726', '1374632', '4783622', '567925', '592321', '832980', '175542', '16449991', '597628', '18232592', '18232593', '18232594']","['Carlos German Belli', 'Guido Gozzano', 'Dino Campana', 'Clemente Rebora', 'Aldo Palazzeschi', 'Arturo Onofri', 'Vincenzo Cardarelli', 'Camilo Sbarbaro', 'Giuseppe Ungaretti', 'Eugenio Montale', 'Carlo Bettochi', 'Salvatore Quasimodo', 'Sandro Penna', 'Cesare Pavese', 'Leonardo Sinisgalli', 'Alfonso Gatto', 'Giorgio Caproni', 'Umberto Saba', 'Vittorio Sereni', 'Mario Luzi', 'Andrea Zanzotto', 'Pier Paolo Pasolini', 'Luciano Erba', 'Maria Luisa Spaziani', 'Elena Clementelli', 'Edoardo Sanguineti', 'Giovanni Raboni', 'Alda Merini', 'Antonio Porta', 'Emilio Coco', 'Adriano Spatola', 'Laura Di Giuseppe', 'Sandro Chiri', 'Jaime Vargas Luna']","['3.81', '3.89', '4.05', '3.91', '3.80', '3.83', '3.78', '4.50', '4.30', '4.07', '4.50', '4.09', '4.04', '3.83', '3.90', '3.74', '4.23', '3.83', '4.09', '3.88', '3.96', '3.91', '3.78', '3.82', '3.76', '3.76', '4.16', '4.03', '4.16', '4.00', '4.07', '4.50', '4.50', '4.67']",[],[],[],"Selección de 30 poetas italianos en los cuales se pueden encontrar desde Guido Gozzano (1883-1916) hasta Adriano Spatola (1941-1988) pasando por Umberto Saba, Giuseppe Ungaretti, Eugenio Montale, Cesare Pavese, María Luisa Spaziani, Salvatore Quasimodo, Elena Clementelli, Pier Paolo Pasolini, Edoardo Sanguineti o Alda Merini. El libro explora la labor de traductor de Carlos Germán Belli.<br /><br />“Un traductor literario debe tener, ante todo, un gusto personal que lo guíe hacia el texto elegido. Pienso que a partir de allí se establece una relación más que amical, familiar, diríamos, con el texto. Cuando uno traduce a otro poeta hay una relación más entrañable y un diálogo más profundo”, explica el autor de ¡Oh hada cibernética! sobre las características que debe tener un traductor de poesía en la entrevista realizada por Sandro Chiri y Jaime Vargas Luna con la cual culmina la publicación.<br /><br />Este es el primer libro que formará parte de la Colección Premio Casa de la Literatura Peruana, la cual nace con el propósito de visibilizar el conjunto de la obra de los ganadores de este galardón. En ella se publicarán títulos que iluminen facetas, etapas o ángulos de la obra de los premiados, enriqueciendo de esta manera, las lecturas que de ellos se tienen y evidenciando la complejidad e importancia de su obra para la literatura peruana."
25270855,599188,Deure i haver,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,cat,,false,44996115,1,2,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
18801479,599188,Poetas italianos del siglo XX,9703216889,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,26728005,1,3,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,"['266360', '4523506', '247576', '599188']","['Umberto Saba', 'Vincenzo Cardarelli', 'Giuseppe Ungaretti', 'Salvatore Quasimodo']","['3.83', '3.78', '4.30', '4.09']",[],[],[],
32811651,599188,De mooiste van,907744131X,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477845012l/32811651._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477845012l/32811651._SY75_.jpg,2004,,,,Lannoo/Atlas,false,53411624,1,4,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,2,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
18592968,599188,NOBEL PRIZE LIBRARY QUASIMODO 1959,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380419448l/18592968._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380419448l/18592968._SX50_.jpg,1971,,,eng,CRM,false,26338223,1,2,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,1971,1,1,4.00,2,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
22725025,599188,Nobelpristagare: Dikter,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405374054l/22725025.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405374054l/22725025._SX50_.jpg,1966,,,swe,Svalans lyrikklubb/Bonniers,false,41915312,2,10,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1964,1,1,3.50,1,0,"['8307097', '4420496', '3119996', '648081', '966415', '570804', '6989', '142051', '36913', '599498', '337113', '18317', '29963', '1545124', '140617', '1113469', '18540', '89330', '36635', '7902', '599188', '275175', '16853363']","['Sven Lindner', 'Anders Österling', 'Sully Prudhomme', 'Bjørnstjerne Bjørnson', 'Frédéric Mistral', 'Giosuè Carducci', 'Rudyard Kipling', 'Maurice Maeterlinck', 'Rabindranath Tagore', 'Verner von Heidenstam', 'Carl Spitteler', 'Knut Hamsun', 'W.B. Yeats', 'Johannes V. Jensen', 'Gabriela Mistral', 'Hermann Hesse', 'T.S. Eliot', 'Pär Lagerkvist', 'Juan Ramón Jiménez', 'Boris Pasternak', 'Salvatore Quasimodo', 'Saint-John Perse', 'George Seferis']","['3.67', '3.27', '3.32', '3.38', '3.54', '3.54', '3.93', '3.79', '4.13', '3.16', '3.42', '4.00', '4.16', '3.74', '4.00', '4.05', '4.16', '3.80', '3.82', '4.03', '4.09', '3.87', '4.27']","['5396262', '6578711', '1041592', '37086', '621106', '1073815', '5554612', '8386595', '1276808', '6361322', '8307135', '3068025', '6221898', '1701137', '4138077', '6452831', '4588769', '446692', '8386596', '4732315', '2984275', '7204991', '97178', '6362619', '4577631', '3153474', '8386597']","['Sten Selander', 'Emil Zilliacus', 'Karl Asplund', 'Karin Boye', 'Bo Bergman', 'Gunnar Ekelöf', 'Andrea Butenschön', 'Nils Svanberg', 'Erik Blomberg', 'Johannes Edfelt', 'Petter Bergman', 'Hjalmar Gullberg', 'Bertil Malmberg', 'Erik Mesterton', 'Arne Häggqvist', 'Ebbe Linde', 'Björn Julén', 'Tomas Tranströmer', 'Magda Lagerman', 'Nils Åke Nilsson', 'Ralf Parland', 'Leo Lindeberg', 'Östen Sjöstrand', 'Sture Axelson', 'Göran O. Eriksson', 'Erik Lindegren', 'Börje Knös']","['3.20', '3.48', '4.33', '3.79', '3.37', '3.94', '4.00', '4.00', '3.41', '3.52', '3.00', '3.56', '3.42', '4.05', '3.54', '3.57', '3.07', '4.08', '2.75', '3.71', '3.26', '3.62', '3.57', '3.64', '3.41', '3.65', '3.00']",
10323208,599188,Das Leben ist kein Traum. Ausgewählte Gedichte.,349210696X,9783492106962,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1960,,,ger,Piper Verlag,false,15225618,2,5,6,2,0,5:0|4:1|3:0|2:1|1:0|total:2,1960,1,1,3.00,1,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
35830979,599188,Gedichten,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501071167l/35830979._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501071167l/35830979._SX50_.jpg,1971,,,,Heideland,false,57337196,1,1,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,1,"['599188', '275175', '13359163']","['Salvatore Quasimodo', 'Saint-John Perse', 'Yorgos Seferis']","['4.09', '3.87', '4.38']",[],[],[],
27998580,599188,Plegaria,,9786072704190,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448658454l/27998580._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448658454l/27998580._SY75_.jpg,2015,4,1,spa,Universidad Autónoma de Nuevo León,false,48001748,1,2,5,2,0,5:0|4:0|3:1|2:1|1:0|total:2,,,,2.50,2,0,['599188'],['Salvatore Quasimodo'],['4.09'],['345189'],['Antonio Colinas'],['3.76'],
4926833,599188,Notturni Del Re Silenzioso,8872680166,9788872680162,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,4992437,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
37831558,599188,"Montale, Quasimodo, Ungaretti: Tre italienske lyrikere",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1980,,,nor,Aschehoug,false,59514326,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['7333', '599188', '247576']","['Eugenio Montale', 'Salvatore Quasimodo', 'Giuseppe Ungaretti']","['4.07', '4.09', '4.30']",['17572134'],['Trond Svånå'],['4.00'],
51869116,599188,Poesía italiana moderna,9688347094,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71692094,1,4,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['17190587', '19309713', '266360', '4538495', '1029737', '1437098', '25577', '427221', '6354265', '4523506', '295468', '663496', '247576', '11564799', '1865930', '17878007', '6536361', '1296108', '7333', '4641003', '4672193', '2062326', '3412399', '599188', '4853914', '581701', '279381', '305933', '237483', '1407177', '592256', '6525132', '111093', '449398', '1918975']","['Librado Basilio', 'Ardengo Sofficiovoni', 'Umberto Saba', 'Piero Jahier', 'Corrado Govoni', 'Clemente Rebora', 'Dino Campana', 'Aldo Palazzeschi', 'Arturo Onofri', 'Vincenzo Cardarelli', 'Diego Valeri', 'Camillo Sbarbaro', 'Giuseppe Ungaretti', 'Giuseppe Villaroel', 'Luigi Bartolini', 'Lionello Fiumi', 'Giorgio Vigolo', 'Filippo De Pisis', 'Eugenio Montale', 'Adriano Grande', 'Corrado Pavolini', 'Carlo Betocchi', 'Sergio Solmi', 'Salvatore Quasimodo', 'Raffaele Carrieri', 'Sandro Penna', 'Leonardo Sinisgalli', 'Alfonso Gatto', 'Attilio Bertolucci', 'Giorgio Caproni', 'Antonia Pozzi', 'Luigi Fiorentino', 'Vittorio Sereni', 'Mario Luzi', 'Alessandro Parronchi']","['4.50', '4.00', '3.83', '3.77', '4.00', '3.91', '4.05', '3.80', '3.83', '3.78', '3.78', '3.84', '4.30', '4.00', '3.30', '4.00', '3.78', '4.00', '4.07', '3.77', '3.72', '3.86', '4.23', '4.09', '4.00', '4.04', '3.90', '3.74', '3.91', '4.23', '4.30', '4.00', '4.09', '3.88', '3.68']",[],[],[],
38562120,599188,Il vangelo secondo Giovanni,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518620604l/38562120._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518620604l/38562120._SX50_.jpg,,,,ita,,false,60177588,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
17800650,599188,Poesia svedese antologia critica,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366028091l/17800650._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366028091l/17800650._SY75_.jpg,1966,,,ita,Lerici,false,24901021,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1966,1,1,4.00,1,0,"['1894841', '599188']","['Giacomo Oreglia', 'Salvatore Quasimodo']","['3.52', '4.09']",[],[],[],
25270861,599188,El fals i el vertader verd,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,cat,,false,44996122,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
7371164,599188,"Senza di te, la morte",887768318X,9788877683182,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,,,,Archinto,false,9187652,1,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2001,,,4.00,1,0,['599188'],['Salvatore Quasimodo'],['4.09'],[],[],[],
