id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1355677,275175,Anabasis,0156074060,9780156074063,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1970,10,21,eng,Mariner Books,false,1345392,23,881,896,229,30,5:80|4:78|3:51|2:11|1:9|total:229,1924,,,3.91,175,21,['275175'],['Saint-John Perse'],['3.87'],['18540'],['T.S. Eliot'],['4.16'],"This internationally famous poem by the 1960 Nobel laureate was introduced to English-language readers in this translation by T. S. Eliot. In this definitive edition, French and English texts appear on facing pages. Preface by T. S. Eliot.<br />"
10311041,275175,الفلك ضيقة,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1973,,,,الدار التونسية للنشر,false,15213247,1,25,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,1973,,,3.00,1,1,"['275175', '4604488', '4604489']","['Saint-John Perse', 'سان جون بيرس', 'مصطفى القصري']","['3.87', '3.36', '3.00']",[],[],[],
30645334,275175,Discursos Premios Nobel: Tomo 1,1456353365,9781456353360,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,51185872,1,7,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['4548648', '4548647', '7469', '1285555', '4026', '957894', '275175', '3535', '749461', '1455', '11562', '13450', '599188']","['Amparo Osorio', 'Gonzalo Márquez Cristo', 'Octavio Paz', 'José Saramago', 'Pablo Neruda', 'Albert Camus', 'Saint-John Perse', 'William Faulkner', 'Günter Grass', 'Ernest Hemingway', 'Derek Walcott', 'Gabriel García Márquez', 'Salvatore Quasimodo']","['3.74', '3.76', '4.14', '4.02', '4.31', '4.00', '3.87', '3.85', '3.83', '3.83', '4.02', '3.97', '4.09']",[],[],[],"La presente antología autorizada por la Fundación Nobel, es el tributo de Común Presencia al pensamiento de once grandes creadores contemporáneos. La versión íntegra de sus discursos leídos ante la Academia Sueca, ha sido compilada y bellamente traducida de sus idiomas originales, con el criterio de mostrar sus reveladoras y vigentes reflexiones sobre nuestro trágico acontecer. Es enriquecedor entregar por primera vez en español este importante y poético testimonio humanístico, que amplía la percepción sobre el acto creativo, y nos compromete a “inventar en el planeta una paz que no sea la de la servidumbre” (Albert Camus), “para que al fin las puertas de la percepción se entreabran y aparezca el otro tiempo, el verdadero, el que buscábamos sin saberlo: el presente, la presencia” (Octavio Paz). Este Tomo 1 contiene los discursos de: Octavio Paz, José Saramago, Pablo Neruda, Albert Camus, Saint-John Perse, William Faulkner, Günter Grass, Ernest Hemingway, Derek Walcott, Gabriel García Márquez y Salvatore Quasimodo"
29558127,275175,Ανθολογία Γαλλικής Ποίησης,,9789600349290,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458467347l/29558127._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458467347l/29558127._SX50_.jpg,2009,4,,gre,ΚΑΣΤΑΝΙΩΤΗΣ,false,49867710,1,4,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,"['13847', '5798517', '20842', '114513', '688780', '54133', '66512', '51054', '708489', '181785', '66522', '29677', '66011', '23378', '141425', '29967', '144516', '15959', '341972', '126890', '5449971', '236037', '107564', '352265', '70618', '72605', '275175', '310304', '7045520', '65996', '10797370', '461661', '39344', '285365', '324750', '73111', '385112', '329121', '504748', '84973', '1025198', '143226', '3162946', '472666']","['Charles Baudelaire', 'Stéphane Mallarmé', 'Georges Bataille', 'Yves Bonnefoy', 'Dominique Grandmont', 'André Breton', 'Anna de Noailles', 'Bernard Noël', 'Paul Éluard', 'Michel Deguy', 'Guillaume Apollinaire', 'Louis Aragon', 'Pierre Jean Jouve', 'Antonin Artaud', 'Paul Valéry', 'Paul Verlaine', 'Jules Laforgue', 'Boris Vian', 'Robert Desnos', 'Jacques Dupin', 'Charles Péguy', 'Francis Ponge', 'Jacques Prévert', 'Jean Cayrol', 'Pierre Reverdy', 'Arthur Rimbaud', 'Saint-John Perse', 'René Char', 'Eugène Guillevic', 'Michel Leiris', 'Jean-Pierre Lemaire', 'Pierre Emmanuel', 'Max Jacob', 'Francis Jammes', 'Valery Larbaud', 'Philippe Soupault', 'Jules Supervielle', 'Léon-Paul Fargue', 'Jean Follain', 'Paul Claudel', 'Tristan Corbière', 'Henri Michaux', 'Jean Moréas', 'Marie-Claire Bancquart']","['4.21', '4.13', '3.83', '4.07', '4.25', '3.73', '3.47', '3.65', '4.05', '3.96', '3.85', '3.92', '3.50', '4.14', '3.93', '4.07', '4.00', '3.87', '4.11', '4.04', '4.23', '3.91', '4.21', '3.08', '4.20', '4.33', '3.87', '4.18', '4.02', '3.75', '3.50', '3.56', '3.97', '4.02', '3.57', '3.94', '3.76', '3.89', '4.35', '3.74', '4.02', '3.97', '4.29', '3.63']","['8124371', '3439687', '6426724', '448582', '17143786', '7101640']","['Τέλλος Άγρας', 'Άρης Αλεξάνδρου', 'Φραγκίσκη Αμπατζοπούλου', 'Manolis Anagnostakis', 'Δημήτρης Άναλις', 'Νίκος-Αλέξης Ασλάνογλου']","['3.86', '4.26', '4.10', '4.44', '3.00', '4.43']",
25940715,275175,Французская поэзия XX века,5699107312,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437340419l/25940715._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437340419l/25940715._SX50_.jpg,2005,,,rus,Эксмо,false,45838722,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2005,1,1,3.00,1,0,"['84973', '275175', '66522', '14173319', '54133', '14173320']","['Paul Claudel', 'Saint-John Perse', 'Guillaume Apollinaire', 'Paul Eluar', 'André Breton', 'Jacques Rubo']","['3.74', '3.87', '3.85', '3.00', '3.73', '3.00']",[],[],[],"Фантастическое разнообразие художественных манер, поэтических интонаций, рисунка и звучания стиха - такова вселенная французской поэзии XX века. В этом изданиисоседствуют поэты космического видения - Поль Клодель и Сен-Жон Перс; проникновенные лирики - Аполлинер и Элюар; неистовые ""конструкторы""стиха - Андре Бретон и Жак Рубо; натуры философские и виртуозы слова.И звучат три лейтмотива: любовь к женщине, судьба Франции, верность идеалам свободы и человечности."
50231090,275175,Chant pour un équinoxe,2070293300,9782070293308,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72261283,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1971,,,3.00,1,0,['275175'],['Saint-John Perse'],['3.87'],[],[],[],
36208158,275175,"Lettres à une dame d'Amérique, Mina Curtiss",207073501X,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504919035l/36208158._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504919035l/36208158._SX50_.jpg,2003,,,fre,Gallimard,false,57839238,1,2,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,2003,,,3.00,1,1,['275175'],['Saint-John Perse'],['3.87'],[],[],[],
899073,275175,The Poet and the Diplomat: The Correspondence of Dag Hammarskjold and Alexis Leger,0815629257,9780815629252,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,9,1,,Syracuse University Press,false,884259,2,25,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1993,,,3.00,1,0,"['5676440', '946904', '275175']","['Marie-Noelle Little', 'Dag Hammarskjöld', 'Saint-John Perse']","['3.00', '4.18', '3.87']",['8387820'],['William C. Parker'],['4.00'],An expansive prologue sets the stage for situating the two world-renowned personalities in their exchange of letters during the six years before Hammarskjold's death.
44176641,275175,"Anabaza, Wygnanie, Susza",,9788389129062,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551563292l/44176641._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551563292l/44176641._SX50_.jpg,2007,,,pol,"Wydawnictwo ""Austeria""",false,68715713,1,2,1,1,1,5:0|4:0|3:0|2:0|1:1|total:1,1981,,,1.00,1,1,['275175'],['Saint-John Perse'],['3.87'],['5057167'],['Adam Wodnicki'],['4.17'],"Anabaza, Wygnanie, Susza – trzy wielkie poematy, trzy epoki, połowa stulecia… Język Saint-Johna Perse`a jest językiem jedynym w swoim rodzaju. Uznając jakby zwykłe środki poetyckiej ekspresji za niewystarczające, Saint-John Perse tworzy nowy język, w którym słowa, wyprowadzane ze swych pierwotnych, etymologicznych korzeni, używane są często nie tyle ze względu na ich znaczenia, co przede wszystkim na zdolność tworzenia ech, wzbudzania alikwotów, często nawet z uwagi na sam kształt graficznego zapisu. Budowane z nich zdanie układają się w muzyczne kadencje, tworzą harmoniczne spiętrzenia, pulsują rytmem tańca, marsz wojowników, świecą magnetycznym lśnieniem zaklęcia lub kłębią się w wirze słów-obrazów, wędrujących przez strofy poematu jak miraże po obrzeżach pustyni. Z Posłowia Adama Wodnickiego"
11188695,275175,Wygnanie. Wichry. Amers. Kronika,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303534004l/11188695._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303534004l/11188695._SX50_.jpg,1994,,,fre,Oficyna Literacka,false,16113470,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1992,,,0.00,0,0,['275175'],['Saint-John Perse'],['3.87'],[],[],[],
36103975,275175,Синтаксис на мълниите,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1979,,,bul,Народна култура,false,57689708,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['275175', '17117872']","['Saint-John Perse', 'Сен-Джон Перс']","['3.87', '0.0']",[],[],[],
2431322,275175,Nocturne,2070702073,9782070702077,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,,,,Gallimard,false,2438510,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1985,,,0.00,0,0,['275175'],['Saint-John Perse'],['3.87'],[],[],[],
11188689,275175,Poematy epickie (1924-1973),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1992,,,fre,Oficyna Literacka,false,16113464,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1992,,,0.00,0,0,['275175'],['Saint-John Perse'],['3.87'],[],[],[],
40772637,275175,Señales de mar,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531206963l/40772637._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531206963l/40772637._SY75_.jpg,1961,,,spa,Editorial Sur,false,63465073,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1957,,,0.00,0,0,['275175'],['Saint-John Perse'],['3.87'],['18188568'],['Lisandro Galtier'],['0.0'],
45889875,275175,Seamarks,1111513058,9781111513054,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558334888l/45889875._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558334888l/45889875._SY75_.jpg,1958,,,eng,Bollingen Foundation; Pantheon Books,false,70726010,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1957,,,0.00,0,0,"['275175', '19363']","['Saint-John Perse', 'Wallace Fowlie']","['3.87', '4.18']",[],[],[],bilingual: english / original french<br />-
28007577,275175,Elogi e prose scelte,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448796173l/28007577._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448796173l/28007577._SX50_.jpg,1968,,,ita,Fratelli Fabbri Editori,false,48015083,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['275175', '247576', '1900464']","['Saint-John Perse', 'Giuseppe Ungaretti', 'Francesco Saba Sardi']","['3.87', '4.30', '3.91']",['4501483'],['Romeo Lucchese'],['3.82'],"Saint-John Perse - Premio Nobel per la Letteratura 1960<br /><br />""Prefazione"" di Giuseppe Ungaretti<br /><br />""La vita e l'opera di Saint-John Perse"" di Francesco Saba Sardi<br /><br />""Elogi"" (Eloges)<br /><br />""Discorsi""<br /><br />""Saggi e prefazioni""<br /><br />""Testi""<br /><br />""Documenti""<br /><br />""Alexis Léger diplomatico"""
44162302,275175,Les plus beaux poèmes de Saint-John Perse,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551393184l/44162302._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551393184l/44162302._SX50_.jpg,2018,11,12,fre,Compagnie du Savoir,false,68687060,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['275175', '16512574', '18919267']","['Saint-John Perse', 'Jean Topart', 'Jean-Louis Jemma']","['3.87', '4.57', '0.0']",[],[],[],
38333025,275175,Lettres familiales : 1944-1957,2070177645,9782070177646,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517614501l/38333025._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517614501l/38333025._SX50_.jpg,2015,,,fre,Gallimard,false,59989937,2,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,,,0.00,0,0,"['275175', '17674236']","['Saint-John Perse', 'Claude Thiébaut']","['3.87', '0.0']",[],[],[],"Dans ces 45 lettres, dont la plupart sont adressées à son beau-frère Abel Dormoy, l'écrivain et diplomate expatrié aux Etats-Unis évoque la situation de la France, son exil, ses problèmes financiers, la rencontre de sa future épouse, l'abandon progressif de ses fonctions diplomatiques pour se consacrer à la poésie, etc."
43610171,275175,Pájaros Oiseaux,6075021272,9786075021270,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,67858607,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['275175'],['Saint-John Perse'],['3.87'],[],[],[],
36208169,275175,Lettres atlantiques,2070777367,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504919307l/36208169._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504919307l/36208169._SX50_.jpg,2006,,,fre,Gallimard,false,57839258,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2006,,,0.00,0,0,"['275175', '18540', '51141']","['Saint-John Perse', 'T.S. Eliot', 'Allen Tate']","['3.87', '4.16', '4.07']",['168120'],['Carol Rigolot'],['3.75'],
39698985,275175,Sözcükler Denizi,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522613955l/39698985._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522613955l/39698985._SX50_.jpg,1986,,,tur,Çizgi Yayınları,false,61333139,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['275175'],['Saint-John Perse'],['3.87'],['17522765'],['Mazhar Candan'],['3.00'],"St. John Perse’in pek çok güç yaklaşılır dizeler, tümceler, sözcükler içeren yapıtları; nice çağrışımlar, coşkulu tadımlarla ödüllendirilse de, sonuçta büyük çaba ve sevgi gerektiren bir uğraş olup çıkmakta karşımıza.<br />”Ve ozan bizimlerdir daha... Belki de bu sonuncu saat, hatta şu dakika, bu an!...Ve bu ana doğmak için çok az bir zamanımız var!”"
