id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
4148167,268329,A History of Rome (Abridged),,,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,,,eng,The Folio Society,false,4195413,124,1410,931,212,24,5:125|4:56|3:23|2:5|1:3|total:212,1855,,,4.39,158,12,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"The classical historian Theodor Mommsen (1817 1903) published his monumental History of Rome between 1854 and 1856. His work was received with widespread acclaim by the scholarly community and the reading public. In 1902 Mommsen was awarded the Nobel Prize for Literature and acclaimed as 'the greatest living master of the art of historical writing'. Mommsen rejected traditional Enlightenment accounts, which glorified ancient Rome; instead, guided by a new and rigorous criticism of sources, Mommsen began the demythologisation of Roman history. In a vivacious and engaging style, Mommsen drew bold parallels between the nineteenth century and classical Rome. <br /><br />Information about this Folio Society edition (taken from the Editorial Note):<br /><br />Theodor Mommsen’s <i>Römische Geschichte</i> was first published in three volumes between 1854 and 1856, and was subsequently revised several times. The text of the present volume is derived from William Purdie Dickson’s translation, first published in four volumes by Richard Bentley in London in 1868, of the fourth German edition.<br /><br />The text printed in the ensuing pages preserves slightly less than half of the 1868 edition’s three-quarters of a million words. In abridging a work of such magnitude, strict guiding principles tend to be honoured as much in their breach as in their observance. With that caveat in mind, therefore, the intention in this edition has been to provide, within a single volume, a continuous narrative of the history of Rome, from the origins of the city down to the Civil War that resulted in the sole rule of Julius Caesar (c.753—46BC). At the same time, it is hoped that the selection represents the essential character of Mommsen’s historical vision, and can be read with both pleasure and profit by a non-specialist audience.<br /><br />In pursuit of these goals, the relative amount of space devoted to each of the main periods of Roman history has been preserved, and Mommsen’s own book divisions and titles retained. Similarly, the original chapter titles and breaks—and indeed even the paragraphing—has been followed as closely as possible. Wirth some obvious exceptions, marginal precedence has been given to social and constitutional developments, and to political events and conflicts in Rome and Italy, over foreign policy and the detailed narration of overseas wars. Consequently, the significant amount of background information that Mommsen provided concerning the foreign nations with which Rome came into violent contact—Etruscans, Celts, Carthaginians and the peoples of the Hellenistic eastern Mediterranean among them—has been almost entirely excised. And the summaries on literature and the arts that were tacked on to the end of each book have also had to be omitted. Within these broad parameters, however, every effort has been made to ensure that the full spectrum of Mommsen's themes, methodology, and style is portrayed.<br /><br />So that the text retains its readability, all cuts have been made silently, without the distraction of frequent ellipses. Where it has proved impossible to provide a continuous narrative in Mommsen’s own words, then editorial linking passages, printed in smaller type than the rest of the text, have been supplied. These confine themselves to the bare essentials and take a deliberately conservative line in order to sit more comfortably with the main narrative. the new maps and extensive chronology are also intended to compensate for information otherwise excised. A handful of editorial footnotes and other brief interpolations have been added where essential for sense. All such additions to the original text, as well as any other localised rewordings necessitated by the cuts, are contained within square brackets. Most of Mommsen’s analogies to subsequent historical events, which are one of the many delights of his work, require no explanation for an educated readership.<br /><br />Any attempt to update Mommsen’s scholarship would be presumptuous, if not completely foolhardy, and so all points of fact and interpretation have been allowed to stand without comment. thus, for example, Mommsen’s belief that Caesar was probably born in 102BC—rather than 100 BC, as is now generally accepted—has not been amended. Nor has it been deemed necessary to bring into line with current accepted norms either the spelling of proper nouns or Disckon’s faithful equivalents of Mommsen’s deliberately idiosyncratic and anachronistic rendition of Latin terms. Of these, the most noticeable is undoubtedly the word ‘burgess’ instead of ‘citizen’. While proving that few things date faster than modernity, they also provide an important reminder that Mommsen wrote his history with the pressing political and national issues facing both pre-unification Germany and the rest of the mid-nineteenth0century Europe directly in mind."
37010135,268329,"Histoire de la Monnaie Romaine, Vol. 1 (Classic Reprint)",0243874464,9780243874460,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515323832l/37010135._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515323832l/37010135._SX50_.jpg,2018,4,27,,Forgotten Books,false,58861356,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Excerpt from Histoire de la Monnaie Romaine, Vol. 1<br /><br />Pour remedier a cet inconvenient, il faut absolu ment que la valeur de la matiere qui doit servir de point de comparaison soit aussi peu variable que pos sible; il faut aussi que cette matiere ou cette denree ne soit pas soumise a la reproduction, et surtout qu'elle ne soit pas indispensable aux besoins materiels les plus urgents.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
33999563,268329,"Romisches Staatsrecht: Volume 3, Part 1",0511707614,9780511707612,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2015,6,5,,Cambridge University Press,true,54997548,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Theodor Mommsen's influential multi-volume work, first published between 1871 and 1888, is a systematic treatment of the intricate workings of the Roman state. The renowned German scholar proposed an original and sometimes controversial understanding of Roman institutions, based around the categories of nineteenth-century constitutional law. The Romans themselves never actually codified their complicated body of law, but by applying a historical approach to describe the development of Roman law Mommsen succeeds in making it more accessible to the reader. He systematises the many diverse legal elements upon which the Roman constitution was based and offers a coherent reading of it. In Volume 3, Part 1 Mommsen gives a detailed account of the various economic and social categories of Roman citizens and subjects, including senators, patricians, plebs, freed slaves, and non-Roman inhabitants of the empire."
26592951,268329,Romisches Staatsrecht,3734006023,9783734006029,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444638303l/26592951._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444638303l/26592951._SY75_.jpg,2015,8,27,,Salzwasser-Verlag Gmbh,false,46615084,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,8,27,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],
45401076,268329,Die Annexion Schleswig - Holsteins: Ein Sendschreiben An Die Wahlam�nner Der Stadt Halle Und Des Saalkreises...,1010832840,9781010832843,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563691646l/45401076._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563691646l/45401076._SX50_.jpg,2019,3,23,,Wentworth Press,false,70148908,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
52822301,268329,Storia di Roma. Dalla distruzione di Cartagine alla morte di Silla,881803233X,9788818032338,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72443436,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],
33999564,268329,"R�misches Staatsrecht: Volume 3, Part 2",0511707622,9780511707629,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,9,7,,Cambridge University Press,true,54997549,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Theodor Mommsen's influential multi-volume work, first published between 1871 and 1888, is a systematic treatment of the intricate workings of the Roman state. The renowned German scholar proposed an original and sometimes controversial understanding of Roman institutions, based around the categories of nineteenth-century constitutional law. The Romans themselves never actually codified their complicated body of law, but by applying a historical approach to describe the development of Roman law Mommsen succeeds in making it more accessible to the reader. He systematises the many diverse legal elements upon which the Roman constitution was based and offers a coherent reading of it. Volume 3, Part 2 focuses mainly on the Roman Senate. Mommsen lists the number of senators, the process by which they were elected and their qualifications. He describes the Senate's rights, duties and protocol, and its jurisdiction and influence in various spheres within Rome and across the empire."
52575141,268329,Storia di Roma da Cartagine alla conquista della Grecia,8818031759,9788818031751,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72443437,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],
36806572,268329,"Chronica Minora, Vol. 2: Saec. IV. V. VI. VII (Classic Reprint)",0260156353,9780260156358,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515660004l/36806572._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515660004l/36806572._SX50_.jpg,2018,4,22,,Forgotten Books,false,58586413,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Excerpt from Chronica Minora, Vol. 2: Saec. IV. V. Vi. VII<br /><br />Sequuntur Theodosius II et Valentinianus vel potins hic solus: nam quamquam illins nomen solum Hydatius praescribit et Occidentis dominum in imperatorum later culo praeterit, ad eum annos numeravit, sed item non sine errore: scilicet ab obitu Honorii a. 423 etsi hnno annum in successore non computamus, ad extremum Valen tiniani III 455 anni sunt XXXII, non, ut ait Hydatius, XXXI 01. 301, 1 308, 3, annum unum, quem errore Honorio addidit, altero errore quodammodo compensans, ut iunctis duobus regnis Honorii et Valentiniani Ill iustus numerus efficiatur. Videtur auctor errore res primo biennio Valentiniani III gestas pro uno anno habuisse itaque quae secundum ipsius numeros narrantur sub a. 426 vere pertinere ad a. 427 et sic deinceps. Incidit ita Valentiniani annus extremus recte in a. 455 eosque numeros adscripsi, quamquam annus Theodos�i II extremus et Marciani primus ita dicitur esse a. 451 (c. Marciani secundus a. 453 (e. Tertius a. 454 (c. Quartus a. 455 (c. 162) vel a. 456 (o. Cum vere Theodosius II obierit a. 450 In]. 28, Marcianus inierit eodem anno Aug. 25.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
35173647,268329,THE PROVINCES OF THE ROMAN EMPIRE: AEGYPTEN FROM CAESAR TO DIOCLETIAN,,,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,56506670,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],
9774540,268329,"Römische Geschichte, Band 8",,,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,5,17,ger,,true,14664239,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2010,5,17,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],
29738079,268329,Inscriptiones Aegypti Et Asiae. Inscriptiones Provinciarum Europae Graecarum. Inscriptionum Illyrici Partes I-V,3110031892,9783110031898,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1958,7,1,,Walter de Gruyter,false,50080560,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],
38833238,268329,Reden Und Aufs�tze (Classic Reprint),0267116101,9780267116102,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,10,24,,Forgotten Books,false,60405552,4,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Excerpt from Reden und Aufs�tze<br /><br />Ansprache am Leibnizschen Ged�chtniatage [luther und die Br�der von Humboldt.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
29738080,268329,Inscriptiones Regionum Italiae Undecimae Et Nonae,3110031922,9783110031928,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1959,4,1,,Walter de Gruyter,false,50080561,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],
27763371,268329,[Indicum Fasciculus Primus],3110093863,9783110093865,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1942,1,1,,Walter de Gruyter,false,47740209,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['268329', '14604881']","['Theodor Mommsen', 'Gustav Wilmanns']","['4.15', '0.0']",[],[],[],
45516078,268329,"R�mische Geschichte, dritter Band, zweite Auflage",1011247976,9781011247974,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2019,3,25,,Wentworth Press,false,70287925,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
49453147,268329,"Römische Geschichte, Buch 2",,,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,71488821,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],
26735777,268329,"Jordanis Romana Et Gethica Ed. Theodorus Mommsen, Volume 5, Part 1",1296991946,9781296991944,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444683939l/26735777._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444683939l/26735777._SY75_.jpg,2015,8,22,,Sagwan Press,false,46766137,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2015,8,22,0.00,0,0,"['268329', '26080']","['Theodor Mommsen', 'Jordanes']","['4.15', '3.74']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
41842807,268329,Historia de Roma. Libro III: Desde la reunión de Italia hasta la sumisión de Cartago y de Grecia (Biblioteca Turner),,,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,65324857,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['268329', '4991725', '8343909']","['Theodor Mommsen', 'Alejo Garcia Moreno', 'F. Fernández y González']","['4.15', '0.0', '4.33']",['402044'],['Luis Alberto Romero'],['3.43'],
17421342,268329,Ber das Edict Diocletians de Pretiis Rerum Venalium vom Jahre 301,1249995728,9781249995722,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,10,26,ger,Saraswati Press,false,24276283,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2012,10,26,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book. ++++ The below data was compiled from various identification fields in the bibliographic record of this title. This data is provided as an additional tool in helping to ensure edition identification: ++++ �ber Das Edict Diocletians De Pretiis Rerum Venalium Vom Jahre 301 Theodor Mommsen Weidmann, 1851"
34359599,268329,"Manuel Des Antiquit�s Romaines, Vol. 1: Le Droit Public Romain (Classic Reprint)",0243345364,9780243345366,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488154685l/34359599._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488154685l/34359599._SX50_.jpg,2018,12,22,,Forgotten Books,false,55438395,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Excerpt from Manuel des Antiquites Romaines, Vol. 1: Le Droit Public Romain<br /><br />L'ouvrage dont la traduction commence a paraitre aujourd'hui, a la fortune assez rare d'avoir derriere lui un succes de quarante ans, tout en ayant ete l'objet de revisions successives, qui l'ont maintenu au niveau scientifique le plus moderne et le plus eleve.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
37012643,268329,"Histoire de la Monnaie Romaine, Vol. 2 (Classic Reprint)",0259339296,9780259339298,US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2019,2,12,,Forgotten Books,false,58863676,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Excerpt from Histoire de la Monnaie Romaine, Vol. 2<br /><br />Les feuilles 1 a 4 du tome 11 etaient tirees. Ou en etait arrive a la nu du chapitre IV de la seconde partie Magistrats monetaires et lois relatives a la monnaie sous la Republique. Des lacunes existaient on ne les rencontrait, il est vrai, que de loin en loin, mais elles se trouvaient precisement a des endroits ou le traduc teur avait introduit des modifications et des change ments, parfois indiques par de simples notes. Le cha pitre IX, qui traite du classement chronologique des monnaies de la Republique, avait ete revu avec soin; le traducteur y avait ajoute une certaine quantite de notes et surtout des eclaircissements historiques.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
45295598,268329,Provinces of the Roman Empire,3337007368,9783337007362,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556930282l/45295598._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556930282l/45295598._SX50_.jpg,2017,4,22,,Hansebooks,false,70010940,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Provinces of the Roman Empire - From Caesar to Diocletian is an unchanged, high-quality reprint of the original edition of 1886. Hansebooks is editor of the literature on different topic areas such as research and science, travel and expeditions, cooking and nutrition, medicine, and other genres. As a publisher we focus on the preservation of historical literature. Many works of historical writers and scientists are available today as antiques only. Hansebooks newly publishes these books and contributes to the preservation of literature which has become rare and historical knowledge for the future."
35548754,268329,"Histoire de la Monnaie Romaine, Vol. 3 (Classic Reprint)",0259135674,9780259135678,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498861931l/35548754._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498861931l/35548754._SX50_.jpg,2018,5,23,,Forgotten Books,false,56971840,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Excerpt from Histoire de la Monnaie Romaine, Vol. 3<br /><br />La table generale des matieres contenues dans tout l'ouvrage termine le volume. La traduction en a ete faite par M. W. Cart, professeur a Lausanne, qui a apporte a ce travail le plus grand soin. Le plan de M. Mommsen est conserve, mais ou a cherche a y intro duira quelques modifications et a y ajouter quelques de ve10ppements pour rendre les recherches plus faciles.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
18057304,268329,Die Ortlichkeit Der Varusschlacht,3955076636,9783955076634,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371440596l/18057304._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371440596l/18057304._SY75_.jpg,2012,11,26,,Dogma,false,25347136,9,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2012,11,26,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Theodor Mommsen (1817 - 1903), Historiker und einer der bedeutendsten deutschen Altertumswissenschaftler des 19. Jahrhunderts, der zudem 1902 fur sein Werk Romische Geschichte"" mit dem Nobelpreis fur Literatur ausgezeichnet wurde, diskutiert hier die bis heute nicht vollkommen geklarte Frage nach dem Ort, an dem die Varusschlacht stattfand, und zeigt mogliche Statten auf. Sorgfaltig bearbeiteter Nachdruck der Originalausgabe von 1885."
40325161,268329,"Histoire Romaine, Vol. 2: Avec Une Carte Militaire de l'Italie Vers l'An 600 de Rome (Classic Reprint)",0366045415,9780366045419,US,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531653949l/40325161._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531653949l/40325161._SX50_.jpg,2018,4,26,,Forgotten Books,false,62608450,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['268329'],['Theodor Mommsen'],['4.15'],[],[],[],"Excerpt from Histoire Romaine, Vol. 2: Avec une Carte Militaire de l'Italie Vers l'An 600 de Rome<br /><br />Lig. 2. Apr�s les mots et lui ob�issaient en tout, le reste de l'alin�a a �t� modifi�.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
