id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1268784,14167341,Тёмные аллеи,5352002373,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,,,rus,Азбука,false,2247887,41,7091,19411,4656,94,5:2347|4:1234|3:700|2:265|1:110|total:4656,1943,,,4.17,4100,46,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
17798717,14167341,Собрание Сочинений И. А. Бунина VII,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365982190l/17798717._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365982190l/17798717._SX50_.jpg,1934,,,rus,Петрополисъ,false,24898177,1,4,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,1934,,,5.00,2,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"В седьмой том собраний сочинений Бунина вошли следующие произведения:<br />Митина Любовь, Святитель, Именины, Скарабеи, Богиня, Музыка, Слепой, Товарищ Дозорный, Мухи, Сосед, Лапти, Слава, Надписи, Русак, Книга, Солнечный удар, Ида, Мордовский Сарафан, Дело корнета Елагина, Страшный рассказ."
20760828,14167341,Стихотворения. Рассказы. Повести. (Poems. Stories. Novellas.),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391983711l/20760828._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391983711l/20760828._SX50_.jpg,1973,,,rus,Художественная литература. Москва,false,40093411,2,6,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,1973,1,1,5.00,2,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],"Part of the Biblioteka vsemirnoj literatury series - Library of World Literature.<br />Book/Tom 140.<br />Introduction by Aleksandr Tvardovsky<br /><br />Библиотека всемирной литературы<br /><br />В сборник вошли стихотворения разных лет, рассказы и повести И.А.Бунина, такие как: Антоновские яблоки"", ""Деревня"", ""Захар Воробьев"", ""Сны Чанга"", ""Старуха"", ""Ущелье"", ""Слезы"", из книги ""Темные аллеи"" и др. Вступительная статья А.Твардовского, примечания А.Саакянц."
19136907,14167341,"Le Sacrement de L'Amour: L'Amour de Mitia, Prix Nobel 1933",1494251647,9781494251642,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,11,24,,Createspace Independent Publishing Platform,false,27171208,2,3,9,3,0,5:0|4:1|3:1|2:1|1:0|total:3,2013,11,24,3.00,3,0,"['14167341', '7472423']","['Ivan Alekseyevich Bunin', 'Maryjo Alinéa']","['4.05', '3.91']",[],[],[],"Le 9 mars fut le dernier jour heureux que Mitia passa a Moscou. C'est du moins ce qu'il lui sembla. Vers midi, il remontait avec Katia le boulevard Tverskoi. Subitement l'hiver le cedaib au printemps; au soleil, il faisait presque tiede, comme si reellement les alouettes etaient deja revenues, apportant avec elles la chaleur, la clarte, la joie..."
23588091,14167341,Дневники,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,false,43191162,1,4,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],Иван Алексеевич Бунин. Дневники (1881-1953)
18586256,14167341,Tvé jméno je žena,0104580,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380134188l/18586256._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380134188l/18586256._SX50_.jpg,1980,,,cze,Odeon,false,26325222,1,2,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,1980,1,1,4.50,2,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],"Z ruského originálu Sobranije sočiněnij, vydaného<br />nakladatelstvím Chudožestvennaj litěratura,<br />Moskva 1965, přeložili Taťjana Hašková<br />a Jan Zábrana.<br />Vybral, uspořádal a doslov napsal Jan Zábrana.<br />Ilustroval Jasroslav Šerých.<br />Vazbu navrhl a graficky upravil Pavel Hrach.<br />Vydal Odeon, nakladatelství krásné literatury<br />a umění n. p., jako svou 3838. publikaci<br />v redakci krásné literatury. Praha 1980.<br />Odpovědná redaktorka Ludmila Dušková.<br />Technická redaktorka Pavla Šubrtová.<br />Vytiskla Stráž, tiskařské závody, n. p., Plzeň,<br />závod Vimperk.<br />11,92 AA /ilustrace 0,70, texz 11,22/. 12,22 VA<br />Vydání v tomto uspořádání první.<br />Náklad 10 000 výtisků. 60522855.<br />01-045-80. 13/34. Cena váz. 20 Kčs"
36269058,14167341,Руся. Rusya,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,false,57924912,1,4,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
24953209,14167341,"Russian Masterpieces: Great Short Stories by Anton Chekhov, Isaac Babel, Ivan Bunin",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,44613395,1,8,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,2015,1,23,4.50,2,0,"['5031025', '34055', '14167341', '10787113']","['Anton Chekhov', 'Isaac Babel', 'Ivan Alekseyevich Bunin', 'Solomon Gromyko']","['3.96', '4.08', '4.05', '3.99']",[],[],[],
7487237,14167341,The Salt Pit,5050016711,9785050016713,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336259583l/7487237._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336259583l/7487237._SX50_.jpg,,,,,,false,9618320,1,7,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,"['5543239', '24951', '14167341', '2034035', '3072763', '3290634', '6931929', '3290636', '3290637', '6931891']","['Anatolii Shavkuta', 'Aleksandr Kuprin', 'Ivan Alekseyevich Bunin', 'Alexander Yakovlev', 'Maxim Gorky', 'Nikolay Garin-Mikhailovsky', 'Vikentij Veresaev', 'Sergey Semyonov', 'Stepan Skitalets', 'Alexander Neverov']","['4.50', '4.07', '4.05', '4.16', '3.88', '4.50', '4.38', '3.98', '3.33', '4.00']",[],[],[],
36177635,14167341,"""...And Poetry is Born..."" Russian Classical Poetry",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523993138l/36177635._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523993138l/36177635._SY75_.jpg,1984,,,eng,Raduga Publishers,false,2955667,2,7,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,1984,12,,4.00,1,0,"['16070', '15538', '1304160', '14167341', '295231', '99703', '4452588']","['Alexander Pushkin', 'Mikhail Lermontov', 'Fyodor Tyutchev', 'Ivan Alekseyevich Bunin', 'Alexander Blok', 'Anna Akhmatova', 'Vladimir Mayakovsky']","['4.08', '4.12', '4.25', '4.05', '4.18', '4.31', '4.12']",['498286'],['Irina Zheleznova'],['4.30'],"This book is designed to acquaint readers with samples of Russian classical poetry of the 19th and the beginning of the 20th Century. <br />It is a selection of verse by seven major Russian poets and includes some of the finest poems of Alexander Pushkin, Mikhail Lermontov, Fyodor Tyutchev, Ivan Bunin, Alexander Blok, Anna Akhmatova and Vladimir Mayakovsky. The poems have been rendered into English by the well-known Soviet translator Irina Zheleznova."
43696493,14167341,Книга за любовта: разкази и новели,,9786190103875,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548342310l/43696493._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548342310l/43696493._SX50_.jpg,2019,2,4,bul,Изток-Запад,false,67991118,1,7,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,2019,2,4,4.00,2,0,"['4837908', '14167341', '14982545', '5031025', '13398185', '24951', '17526298']","['Огняна Иванова', 'Ivan Alekseyevich Bunin', 'Иван Бунин', 'Anton Chekhov', 'Антон Павлович Чехов', 'Aleksandr Kuprin', 'Александър Куприн']","['4.06', '4.05', '4.10', '3.96', '4.06', '4.07', '3.86']",[],[],[],"Сантиментални, романтични и лирични трогателни истории от творчеството на трима велики руски писатели: нобелиста Иван Бунин, Антон Чехов и Александър Куприн. Разкази и новели със задължително място в нашия живот, за да ни напомнят за съществуването на любов, мъка, състрадание и душевна красота."
28208090,14167341,Чудеса Рождества. Антология русского святочного рассказа.,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450163480l/28208090._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450163480l/28208090._SX50_.jpg,2013,,,rus,Свет на Востоке,false,48235975,1,2,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,"['24953', '14167341', '5031025', '3137322', '24951', '18502279', '17359366', '18502280', '2751825', '14982545', '13398185', '16321565', '14982166', '7313929', '5013708', '18502282', '18502283', '13262257']","['Leonid Andreyev', 'Ivan Alekseyevich Bunin', 'Anton Chekhov', 'Fyodor Dostoyevsky', 'Aleksandr Kuprin', 'Nikolai Leskov', 'Mikhail Saltykov-Shchedrin', 'Ivan Shmelyov', 'Леонид Андреев', 'Иван Бунин', 'Антон Павлович Чехов', 'Фёдор Михайлович Достоевский', 'Николай Лесков', 'Михаил Евграфович Салтыков-Щедрин', 'Иван Шмелев', 'Константин Парчевский', 'Николай Позняков', 'Николай Телешов']","['4.04', '4.05', '3.96', '4.18', '4.07', '4.00', '3.99', '4.00', '4.14', '4.10', '4.06', '4.37', '3.83', '4.00', '4.40', '4.00', '4.00', '4.44']",[],[],[],"Содержание:<br /><br />01. Вступление - Сергей Прейман, Антоний Блум. (13:09)<br />02. Ёлка - Михаил Салтыков-Щедрин. (20:32)<br />03. Мальчик у Христа на ёлке - Федор Достоевский. (12:57)<br />04. Христос в гостях у мужика - Николай Лесков. (28:15)<br />05. Зверь - Николай Лесков. (53:31)<br />06. Неразменный рубль - Николай Лесков. (23:40)<br />07. Рождественская сказка - Михаил Салтыков-Щедрин. (28:03)<br />08. Ванька - Антон Чехов. (11:36)<br />09. Без ёлки - Николай Позняков. (11:12)<br />10. Ёлка Митрича - Николай Телешов. (20:24)<br />11. Чудесный доктор - Александр Куприн. (22:40)<br />12. Ангелочек - Леонид Андреев. (36:18)<br />13. Тапер - Александр Куприн. (34:13)<br />14. Волхвы - Иван Бунин. (06:33)<br />15. Рождество - Иван Шмелев. (21:10)<br />16. Рождественский рассказ - Константин Парчевский. (13:30)"
32188258,14167341,Собрание сочинений в шести томах. Том 2. Произведения 1887-1909,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474702389l/32188258._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474702389l/32188258._SX50_.jpg,,,,rus,,false,52828173,2,6,8,3,0,5:0|4:1|3:0|2:2|1:0|total:3,,,,2.67,2,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
34608493,14167341,Zapomniana fontanna,8321804551,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489678498l/34608493._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489678498l/34608493._SX50_.jpg,1986,,,pol,Wydawnictwo Łódzkie,false,55757873,1,2,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,2,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
32067454,14167341,Stories and Poems,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474160637l/32067454._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474160637l/32067454._SY75_.jpg,1979,,,eng,Progress Publishers,false,52712664,1,8,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
25317151,14167341,Малое собрание сочинений,,9785389012264,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428448184l/25317151._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428448184l/25317151._SX50_.jpg,2013,,,rus,АЗБУКА,false,45049421,1,7,8,2,2,5:1|4:0|3:1|2:0|1:0|total:2,2013,1,1,4.00,2,2,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
7702616,14167341,El Pastor y otros relatos,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,10401081,1,3,8,2,1,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,1,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
24346385,14167341,Le opere : Campagna - Valsecca - Una bella vita - L'amore di Mitia - Racconti,8802013136,9788802013138,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1979,,,ita,UTET,false,43928305,1,6,7,3,0,5:0|4:0|3:1|2:2|1:0|total:3,1979,1,1,2.33,3,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],['14224339'],['Valentina Dolghin Badoglio'],['2.33'],
18469485,14167341,NOBEL PRIZE LIBRARY BUNIN 1933,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378743679l/18469485._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378743679l/18469485._SX50_.jpg,1970,,,eng,CRM,false,26134548,2,4,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1970,1,1,3.50,1,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],GENTLEMAN FROM SAN FRANCISCO<br />THE ELAGHIN AFFAIR
37645889,14167341,Ρωσικές χριστουγεννιάτικες ιστορίες,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513856502l/37645889._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513856502l/37645889._SX50_.jpg,2003,11,,gre,Νάρκισσος,false,59236244,1,5,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,,,,3.50,2,0,"['13446042', '232932', '3137322', '24952', '5031025', '14167341', '141429', '17522580', '137074', '191147']","['Vladimir Odojevskij', 'Nikolai Gogol', 'Fyodor Dostoyevsky', 'Nikolai Leskov', 'Anton Chekhov', 'Ivan Alekseyevich Bunin', 'Valery Bryusov', 'Ivan Smeljov', 'Mikhail Zoshchenko', 'Nina Berberova']","['3.80', '4.04', '4.18', '3.88', '3.96', '4.05', '3.87', '3.50', '4.06', '3.71']",['17522581'],['Μπακοπούλου Ελένη'],['3.50'],"Ο αναγνώστης του βιβλίου θα γνωρίσει και άλλες πλευρές από τον κόσμο της χριστουγεννιάτικης ιστορίας - την περιπετειώδη, τη φανταστική, τη μυστηριώδη, την ηθογραφική. Αλλά και τη στοχαστική - μιας οντολογικής ενατένισης στο γύρισμα του χρόνου. Αυτή η χορδή εξακολουθεί να δονείται κάποτε σε επίπεδο υψηλής τέχνης. Ένα από τα πρόσφατα παραδείγματα: ο νομπελίστας ποιητής Ι. Μπρόντσκι (1940-1996) που κάθε χρόνο τα Χριστούγεννα, λίγο πριν, λίγο μετά (όχι για τους τύπους, αλλά από μια ψυχική ανάγκη απολογισμού και συλλογής), έγραφε ένα χριστουγεννιάτικο ποίημα. Με το πέρασμα του χρόνου άλλαζε η ποιητική γλώσσα, έμενε όμως το ύψος του σημείου αναφοράς, του μεγάλου παραδείγματος της προσφοράς και της θυσίας, η εμμονή στις αρχές που πρέπει (παρ' όλες τις διαψεύσεις να διέπουν τη ζωή. (Απόσπασμα από τον πρόλογο της Σόνιας Ιλίνσκαγια)"
24962869,14167341,И. А. Бунин. Собрание сочинений в шести томах. Том 1,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424257034l/24962869._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424257034l/24962869._SY75_.jpg,1987,,,rus,Художественная литература. Москва,false,44625930,1,5,7,2,1,5:1|4:0|3:0|2:1|1:0|total:2,1987,1,1,3.50,2,1,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
37677707,14167341,Una Aldea: Autor Ganador del Premio Nobel,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,59304586,1,5,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,,,,3.50,2,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
40620122,14167341,Ciemne aleje i inne opowiadania,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529791504l/40620122._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529791504l/40620122._SX50_.jpg,1980,,,pol,Czytelnik,false,63106703,2,5,7,2,0,5:1|4:0|3:0|2:1|1:0|total:2,,,,3.50,1,0,"['14167341', '3044340', '4465390']","['Ivan Alekseyevich Bunin', 'Seweryn Pollak', 'Maria Leśniewska']","['4.05', '3.88', '3.81']",[],[],[],"Niniejsza szeroka prezentacja nowelistyki miłosnej, dominującej w dorobku Bunina, jest chronologicznym przeglądem różnych faz twórczości pisarza, jej rozwoju, jest także przeglądem pisarskich technik, składających się na niepowtarzalne mistrzostwo tej prozy. Bunin niemal połowę swego życia spędził poza ojczyzną; na emigracji nie przestał jednak być pisarzem rosyjskim - twórczość jego, będąca wielkim poematem o rodzinnym kraju, ludziach, których losy wpisane są w ojczysty pejzaż, jest jednocześnie znakomitym portretem epoki, Rosji szlacheckich dworków i patriarchalnej wsi."
10572269,14167341,I grandi racconti russi,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1973,,,ita,EDIPEM,false,15479272,1,9,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,1973,,,3.50,2,0,"['410680', '232932', '14167341', '5031025', '128382', '3137322']","['Ivan Turgenev', 'Nikolai Gogol', 'Ivan Alekseyevich Bunin', 'Anton Chekhov', 'Leo Tolstoy', 'Fyodor Dostoyevsky']","['3.92', '4.04', '4.05', '3.96', '4.06', '4.18']",['58338'],['Tommaso Landolfi'],['3.93'],Contiene:<br /><b>Gogol</b>: <i>Diario d'un pazzo</i>; <i>Il mantello</i> - <b>Turgenev</b>: <i>Mumù</i> - <b>Dostoevskij</b>: <i>Il sottosuolo</i> - <b>Tolstoj</b>: <i>Tre morti</i>; <i>La morte di Ivan Il'ic</i> - <b>Cechov</b>: <i>La lettura</i>; <i>Kastanka</i>; <i>Lo sconosciuto misterioso</i>; <i>Nuove e assai gradite conoscenze</i>; <i>Portenti a Staia</i>; <i>Talento! Talento!</i>; <i>Una notte agitata</i>; <i>Infelice debutto</i> - <b>Bunin</b>: <i>La grammatica dell'amore</i>.
49413279,14167341,Братья,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71309990,1,3,6,2,1,5:1|4:0|3:0|2:0|1:1|total:2,,,,3.00,2,1,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
1268786,14167341,Long Ago: Fourteen Stories,0946162115,9780946162116,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,2920266,2,2,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,,,,3.00,2,0,"['14167341', '8384533', '24952']","['Ivan Alekseyevich Bunin', 'N.S. Leskov', 'Nikolai Leskov']","['4.05', '3.67', '3.88']",[],[],[],
27634714,14167341,Книга,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,false,47645595,1,2,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,,,,3.00,2,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],
45323291,14167341,Ρωσικές πασχαλινές ιστορίες,,9789608239289,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556475434l/45323291._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556475434l/45323291._SY75_.jpg,2005,3,,gre,Νάρκισσος,false,70064809,1,4,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,2005,,,5.00,1,1,"['232932', '4919787', '5031025', '24951', '14167341', '1258792', '137074', '19771050', '7210279']","['Nikolai Gogol', 'Vladimir Korolenko', 'Anton Chekhov', 'Aleksandr Kuprin', 'Ivan Alekseyevich Bunin', 'Arkady Averchenko', 'Mikhail Zoshchenko', 'Aleksandr Solzhenitsyn', 'Λώρα Άβερμπαχ']","['4.04', '3.98', '3.96', '4.07', '4.05', '4.15', '4.06', '4.05', '4.11']",['8182239'],['Δημήτρης Τριανταφυλλίδης'],['3.77'],"Όταν στα 988 μ.Χ. ο πρίγκιπας Βλαδίμηρος της Ρους και του Κιέβου, ο επονομασθείς και ""εκχριστιανιστής"" των Σλάβων οδηγούσε τους υπηκόους του με τη βία στον ποταμό Δνείπερο για να βαπτιστούν χριστιανοί, δεν μπορούσε να φανταστεί το πόσο γρήγορα η νέα θρησκεία που ήρθε από την Βασιλεύουσα θα ρίζωνε στους διάφορους πληθυσμούς που κατοικούσαν στις αχανείς εκτάσεις που περιβάλλονται από τα Καρπάθια Όρη μέχρι τον Βερίγγειο Πορθμό, που χωρίζει τη Σιβηρία από την Αλάσκα.<br />Ο χριστιανισμός, στην βυζαντινή του εκδοχή, ως επίσημη πλέον θρησκεία, αλλά και κρατική ιδεολογία των διαφόρων ηγεμονιών της Ρωσίας έγινε γρήγορα, αναπόσπαστο κομμάτι και της καθημερινής ζωής του πληθυσμού, ο οποίος, όπως ήταν φυσικό, διατήρησε μέσα σ' αυτόν και πολλές από τις προηγούμενες συνήθειες και δοξασίες του, προερχόμενες από τις ντόπιες παγανιστικές λατρείες.<br />Οι αχανείς εκτάσεις, η ιδιαιτερότητα του κλίματος, η περίφημη ""ρωσική ψυχή"", αλλά και η επιβολή του χριστιανισμού ως ιδεολογία της νέας αυτοκρατορίας εξ ανατολών, διαμόρφωσαν ένα αμάγαλμα δοξασιών, καθημερινών πρακτικών, αλλά και ιδεοληψιών, που αποτέλεσαν την ρωσική εκδοχή του χριστιανισμού ανά τους αιώνες.<br />Δεν είναι τυχαίο λοιπόν το γεγονός ότι οι συνήθειες, τα ήθη και έθιμα, οι αντιλήψεις που έχουν σχέση με τις κορυφαίες στιγμές της χριστιανικής λατρείας, αποτέλεσαν αντικείμενο μελέτης, αλλά και έμπνευσης πολλών μεγάλων τεχνιτών της γραφίδας και του πνεύματος.<br />Ορισμένοι από αυτούς αντιμετωπίζουν τα πράγματα ψύχραιμα, νηφάλια και εν μέρει αποστασιοποιημένα, άλλοι όμως ταυτίζονται, συμπάσχουν και μετέχουν της καθημερινότητας του λαού τους. Αυτοί οι τελευταίοι προσπαθούν, μέσα από τις σελίδες των μικρών ή μεγάλων τους έργων, να μεταφέρουν όχι μόνο τις εικόνες, αλλά και τη μυρωδιά αυτής της καθημερινότητας.<br />Στην δεύτερη αυτή κατηγορία δημιουργών απευθυνθήκαμε και εμείς προκειμένου να μεταφέρουμε στον Έλληνα αναγνώστη μερικές εικόνες, στιγμιότυπα αλλά και απόηχους από το Ρωσικό Πάσχα. [...] (Από τον πρόλογο της έκδοσης)"
17933200,14167341,Primavera eterna,,9788496817821,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368914258l/17933200._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368914258l/17933200._SY75_.jpg,2010,,,,Maldoror ediciones,false,25139795,1,3,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2010,1,1,5.00,1,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],
41822538,14167341,Madrid,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1945,,,rus,,false,65270794,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['14167341'],['Ivan Alekseyevich Bunin'],['4.05'],[],[],[],Un uomo a Mosca incontra una prostituta e ascolta la storia della sua vita
40805424,14167341,Маленький роман,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,63546110,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,"['14167341', '14982545']","['Ivan Alekseyevich Bunin', 'Иван Бунин']","['4.05', '4.10']",[],[],[],"""100 шедевров о любви"" — уникальная серия издательства Стрельбицкого, в которую вошли лучшие произведения всех времен и народов о самом прекрасном и возвышенном чувстве — любви.<br />""Маленький роман"" — трагическая зарисовка великого русского писателя Ивана Алексеевича Бунина (1870–1953). ***<br />Рассказчик переживает мучительный любовный роман: дама его сердца вот-вот выйдет замуж за высокопоставленного отпрыска знатного рода.<br />И. А. Бунин также является автором рассказов ""Тень птицы"", ""На край света"", ""Остров сирен"", ""Шаляпин"", ""Заря всю ночь"", ""Его высочество"" и ""Нобелевские дни"".<br />Один из самых ярких представителей Русского Зарубежья, Иван Алексеевич Бунин воссоздал траk"
