id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
6428259,112052,"À l'ouest, rien de nouveau",223406211X,9782234062115,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459783749l/6428259._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459783749l/6428259._SX50_.jpg,2009,3,11,fre,Stock,false,2662852,456,563539,1369324,344558,9923,5:129909|4:116387|3:67470|2:21029|1:9763|total:344558,1929,,,3.97,20,3,"['4116', '112052', '397537', '397538']","['Erich Maria Remarque', 'Patrick Modiano', 'Olivier Bournac', 'Alzir Hella']","['4.06', '3.51', '4.13', '4.13']",[],[],[],"""Quand nous partons, nous ne sommes que de vulgaires soldats, maussades ou de bonne humeur et, quand nous arrivons dans la zone où commence le front, nous sommes devenus des hommes-bêtes...""<br /><br />Témoignage d'un simple soldat allemand de la guerre de 1914-1918, A l'ouest rien de nouveau, roman pacifiste, réaliste et bouleversant, connut, dès sa parution en 1928, un succès mondial retentissant et reste l'un des ouvrages les plus forts dans la dénonciation de la monstruosité de la guerre."
1784765,112052,Automne à Berlin,2910491102,9782910491109,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,,,fre,La Quinzaine littéraire,false,1190842,18,2410,2629,648,72,5:224|4:269|3:125|2:28|1:2|total:648,1984,,,4.06,0,0,"['30681', '112052']","['Joseph Roth', 'Patrick Modiano']","['3.89', '3.51']",['99449'],['Nicole Casanova'],['3.80'],"Nascido em 1894, Joseph Roth viveu o fim do Império Austro-Húngaro. Da tragédia histórica que o marcou pelo resto da vida, nasceu o observador privilegiado dos novos tempos e, em especial, da Berlim da década de 1920. Nos artigos de Berlim, Roth registra o espetáculo múltiplo e ambíguo da velha capital prussiana, tomada de assalto por refugiados, bondes e arranha-céus, e transformada de uma hora para outra em epicentro da República de Weimar e da cruel história européia das décadas seguintes.<br />Andando por Berlim, Roth descobre asilos de refugiados, banhos noturnos e ruas de imigrantes; espreita os olhos cegos e brilhantes dos semáforos reinando sobre a nova paisagem de ferro, passeia ao lado de um criminoso recém-liberto, para tomar a medida cabal da transformação da cidade; e finalmente, como um Orfeu descendo aos infernos, percorre uma noitada berlinense. O que emerge de Berlim é menos o retrato objetivo de um lugar do que a imagem convulsiva de uma era que derrubava fronteiras, impérios e quarteirões com igual indiferença - e que ainda não acabou."
36480368,112052,Souvenirs dormants,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,fre,,true,58191075,26,2447,2546,730,100,5:104|4:268|3:262|2:72|1:24|total:730,2017,,,3.49,183,17,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"""“Vous en avez de la mémoire…” Oui, beaucoup… Mais j’ai aussi la mémoire de détails de ma vie, de personnes que je me suis efforcé d’oublier. Je croyais y être parvenu et sans que je m’y attende, après des dizaines d’années, ils remontent à la surface, comme des noyés, au détour d’une rue, à certaines heures de la journée."""
323512,112052,Les Boulevards de ceinture,0785933905,9780785933908,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372974384l/323512._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372974384l/323512._SY75_.jpg,1978,,,fre,French & European Publications Inc,false,1208865,27,1153,2204,641,64,5:88|4:223|3:231|2:80|1:19|total:641,1972,10,,3.44,235,14,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"Le narrateur part à la recherche de son père. Le voici dans un village, en bordure de la forêt de Fontainebleau, du temps de l'occupation, au milieu d'individus troubles. Qui est ce père ? Trafiquant ? Juif traqué ? Pourquoi se trouve-t-il parmi ces gens ? Jusqu'au bout le narrateur poursuivra ce père fantomatique. Avec tendresse."
323479,112052,La Ronde de nuit,2070368351,9782070368358,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543006640l/323479._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1543006640l/323479._SY75_.jpg,1998,10,1,,Gallimard Education,false,314184,19,1272,2163,661,103,5:80|4:191|3:259|2:91|1:40|total:661,1969,,,3.27,301,27,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"Comment devenir traître, comment ne pas l'être ? C'est la question que se pose le héros du récit qui travaille en même temps pour la Gestapo française et pour un réseau de résistance. Cette quête angoissée le conduit au martyre, seule échappatoire possible. Par ce livre étonnant, tendre et cruel, Modiano tente d'exorciser le passé qu'il n'a pas vécu. Il réveille les morts et les entraîne au son d'une musique haletante, dans la plus fantastique ronde de nuit."
323507,112052,De si braves garçons,207037811X,9782070378111,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356110932l/323507._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356110932l/323507._SY75_.jpg,1987,3,1,fre,Folio,false,314212,18,1608,1847,512,72,5:90|4:201|3:163|2:46|1:12|total:512,1982,,,3.61,135,11,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"Aux environs de Paris, le collège de Valvert, surnommé le Château en raison de son parc, de ses pavillons et de ses bois, a pour pensionnaires de ""braves garçons"" plus ou moins abandonnés par leurs familles - des gens riches ou ruinés, instables, cosmopolites, suspects. Ils y poursuivent leurs études en nouant des amitiés, soit entre eux, soit avec leurs professeurs tout aussi pittoresques. Puis la vie les disperse. Vingt ans passent. Grâce à sa mémoire en pointe sèche et à sa curiosité, le narrateur , qui est peut-être Modiano lui-même , recompose l'atmosphère ancienne tout en menant une sorte d'enquête sur ce que le temps a pu faire de ses anciens camarades. Ces souvenirs rejoignent sans cesse le présent, au fil d'une réalité faite de rêve et de nostalgie."
323525,112052,Quartier perdu,2070379426,9782070379422,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1988,4,1,fre,Gallimard Education,false,314230,21,959,1734,510,51,5:63|4:179|3:185|2:65|1:18|total:510,1984,12,15,3.40,298,22,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"Un dimanche de juillet, Ambrose Guise arrive à Paris. Personne. Sauf les statues. Une ville fantôme, lui semble-t-il, après un bombardement et l'exode de ses habitants. Auteur de romans policiers anglais, il vient rencontrer son éditeur japonais. Mais il va profiter de ce voyage pour élucider les mystères de son passé, du temps où il était français et s'appelait Jean Dekker, il y a vingt ans. Il fait alors surgir dans un Paris crépusculaire, halluciné, des lieux étranges : une chambre secrète rue de Courcelles, en face d'une pagode ; un grand rez-de-chaussée donnant sur un jardin, place de l'Alma. <br />Il réveille les spectres de Georges Maillot, au volant de sa voiture blanche, de Carmen Blin, Ghita Wattier, des Hayward... Tout un quartier perdu de la mémoire est ainsi revisité, et délivre le secret de ses charmes, et de ses sortilèges."
323526,112052,Chien de printemps,2020252600,9782020252607,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,5,10,fre,Seuil,false,314231,18,726,1667,474,40,5:69|4:183|3:162|2:44|1:16|total:474,1993,,,3.52,265,17,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"En 1964, dans un café parisien, un client fixe dans l’objectif de son Rolleiflex le jeune couple assis à la table voisine. C’est ainsi que le narrateur fait de la connaissance du photographe Francis Jansen. Le souvenir de cet homme étrange et de leurs rencontres ce printemps-là vient le hanter trente ans plus tard..."
13412423,112052,Trilogía de la Ocupación,8433975803,9788433975805,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485205209l/13412423._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485205209l/13412423._SY75_.jpg,2014,10,,spa,Anagrama,false,18680896,11,1390,1608,473,69,5:68|4:162|3:157|2:63|1:23|total:473,1972,,,3.40,153,18,"['112052', '1623153']","['Patrick Modiano', 'José Carlos Llop']","['3.51', '3.53']",['4887515'],['María Teresa Gallego'],['3.86'],"Este volumen reúne las tres primeras novelas de un autor fundamental de las letras francesas contemporáneas. Tres novelas que recibieron numerosos galardones –entre ellos el Gran Premio de la Academia Francesa– y que representan el primer y más brillante bisturí novelístico de la turbiedad, la complicidad social y la fantasmagoría, del antisemitismo, el crimen organizado y la fiesta de algunos en este negro período del siglo XX francés. Concretamente del París ocupado, su gestación y consecuencias. Entre el delirio, el sueño y la falsificación desfilan todos los fantasmas de la época. Entre ellos, el padre –ese eterno modianesco–, una banda criminal que gira en su provecho la amenaza del enemigo y la locura ideo­lógica –retrato del soporte intelectual de aquellos años– de un judío antisemita. Y todo ello contado, en palabras de José Carlos Llop, prologuista a esta edición, «como si Scott Fitzgerald y Dostoievski salieran de correría nocturna y en vez de bares hubieran visitado varios círculos del infierno con un espíritu entre la frescura fitzgeraldiana y el fatalismo nihilista del ruso, mezclado con cierta atmósfera a lo Simenon». Un libro absolutamente imprescindible."
23346305,112052,مجهولات,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412854616l/23346305._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412854616l/23346305._SY75_.jpg,2006,,,ara,ميريت,false,314183,28,1048,1594,510,85,5:38|4:148|3:193|2:102|1:29|total:510,1998,,,3.13,138,38,"['112052', '4944954', '15086053']","['Patrick Modiano', 'رنا حايك', 'باتريك موديانو']","['3.51', '3.18', '2.74']",[],[],[],"Onbekende vrouwen bevat drie novellen waarin jonge vrouwen vertellen over hun leven, als anonieme stemmen op de radio die je als luisteraar, bij het zoeken van een zender, toevallig tegenkomt en die even later teloorgaan in het gekraak en geruis van een storing."
323510,112052,Fleurs de ruine,2020259141,9782020259149,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,fre,,false,314215,18,896,1553,507,53,5:44|4:135|3:184|2:97|1:47|total:507,1991,,,3.06,219,13,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"24 AVRIL 1933. Deux jeunes époux se suicident dans leur appartement parisien pour de mystérieuses raisons. Cette nuit là ils auraient fait la connaissance de deux femmes, de deux hommes, fréquenté un dancing, pénétré dans une maison pourvue d'un ascenseur rouge. Trente ans se sont écoulés. Le narrateur s'interroge sur leur histoire dont certains protagonistes semblent avoir croisé la sienne. Interrogation qui, en écho, en suscite d'autres."
323502,112052,Livret de famille,2070372936,9782070372935,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1981,6,1,fre,Gallimard Education,false,847651,14,682,857,237,32,5:40|4:95|3:77|2:21|1:4|total:237,1977,1,1,3.62,120,10,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"Quatorze récits où l'autobiographie se mêle aux souvenirs imaginaires. L'auteur peint aussi bien une soirée de l'ex-roi Farouk que son père traqué par la Gestapo, les débuts de sa mère, girl dans un music-hall d'Anvers, les personnages équivoques dont le couple est entouré, son adolescence, et enfin quelques tableaux de son propre foyer. Tout cela crée peu à peu un ""livret de famille""."
51543577,112052,Encre sympathique,2072753805,9782072753800,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73381124,3,351,701,193,33,5:38|4:72|3:60|2:20|1:3|total:193,2019,2,4,3.63,155,24,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"«Et parmi toutes ces pages blanches et vides, je ne pouvais détacher les yeux de la phrase qui chaque fois me surprenait quand je feuilletais l’agenda : ""Si j’avais su…"" On aurait dit une voix qui rompait le silence, quelqu’un qui aurait voulu vous faire une confidence, mais y avait renoncé ou n’en avait pas eu le temps.»"
323514,112052,Vestiaire de l'enfance,2070383644,9782070383641,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361746992l/323514._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361746992l/323514._SY75_.jpg,1991,4,1,fre,Gallimard Education,false,314219,13,306,453,139,14,5:13|4:48|3:49|2:20|1:9|total:139,1989,2,1,3.26,70,5,['112052'],['Patrick Modiano'],['3.51'],[],[],[],
323533,112052,Lacombe Lucien,2070289893,9782070289899,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1974,1,1,,Gallimard,false,314238,11,331,349,105,13,5:19|4:28|3:34|2:16|1:8|total:105,1974,,,3.32,45,2,"['112052', '185913']","['Patrick Modiano', 'Louis Malle']","['3.51', '3.79']",[],[],[],
24971661,112052,Discours à l'Académie suédoise,,9782070149063,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424357124l/24971661._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424357124l/24971661._SY75_.jpg,2015,2,19,fre,Gallimard,false,44636462,5,87,253,57,8,5:30|4:22|3:5|2:0|1:0|total:57,2015,2,19,4.44,48,8,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"L'Académie suédoise a décerné, le 9 octobre 2014, le prix Nobel de littérature à Patrick Modiano «pour son art de la mémoire avec lequel il a évoqué les destinées humaines les plus insaisissables et dévoilé le monde de l'Occupation»."
36482142,112052,Nos débuts dans la vie,2072746361,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509116309l/36482142._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1509116309l/36482142._SX50_.jpg,2017,10,26,fre,Editions Gallimard,false,58192678,6,75,111,35,7,5:4|4:11|3:10|2:7|1:3|total:35,,,,3.17,29,5,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"""Elle sort du théâtre et elle s’agrippe à mon bras… Elle me dit que le metteur en scène, Savelsberg, est venu à l’entracte dans sa loge pour lui proposer le rôle de Nina dans La Mouette, la saison prochaine… Elle ne comprend pas… Savelsberg se déplaçant pour la voir, elle, une débutante, dans une reprise de Noix de coco et lui proposant de jouer Tchekhov ? Nous montons la rue Blanche sous cette couche de neige… comme dans un rêve…"""
347788,112052,Memory Lane,2020064618,9782020064613,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,fre,,false,847646,3,131,102,26,4,5:8|4:10|3:6|2:2|1:0|total:26,1981,11,4,3.92,23,3,"['112052', '225771']","['Patrick Modiano', 'Pierre Le-Tan']","['3.51', '3.91']",[],[],[],
24919278,112052,Et forbasket forår & Smertepunktet,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492164464l/24919278._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492164464l/24919278._SY75_.jpg,,,,dan,Lindhardt & Ringhof,false,44571888,2,33,87,24,3,5:3|4:12|3:7|2:1|1:1|total:24,2015,1,1,3.62,19,3,['112052'],['Patrick Modiano'],['3.51'],[],[],[],To bøger af Nobelprisvinder Patrick Modiano samlet i én udgave - Et forbasket forår og Smertepunktet. Som i Askeblomster er Paris og erindringen også rammen i begge disse værker.
45835394,112052,28 Paradises,164423002X,9781644230022,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557913261l/45835394._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557913261l/45835394._SY75_.jpg,2019,5,,eng,David Zwirner Books,false,70641455,1,36,73,18,4,5:5|4:9|3:4|2:0|1:0|total:18,,,,4.06,18,4,"['112052', '586968']","['Patrick Modiano', 'Dominique Zehrfuss']","['3.51', '3.61']",[],[],[],"Poems by Patrick Modiano. Illustrated by Dominique Zehrfuss. Translated with an introduction by Damion Searls<br /><br />Published in English for the first time, 28 Paradises is the marriage of prose and painting by Nobel-prize winning author Patrick Modiano and his partner, the illustrator Dominique Zehrfuss. <br /><br />28 Paradises is a rare book: it reveals not only the individual talents of the authors, Modiano and Zehrfuss, but also the depth of the couple’s creative union. Sensitively translated into English for the first time by Damion Searls, 28 Paradises captures the exquisite sadness of waking from a beautiful dream. There are twenty-eight dreams in this book, or perhaps one dream in twenty-eight parts—visions of paradise imagined by Zehrfuss during a time of deep sadness. Captured first in Zehrfuss’s brightly colored gouaches, each paradise was then refashioned as a poem by Modiano.<br /><br />Zehrfuss’s paintings are Edens in miniature, and rather than describe them outright, Modiano dreams himself into these reveries in quiet, understated verse. The reader enters this shared realm in an experience less like paging through a book and more like slipping into a shared world. These paradises are wishes for moments when a painting, or a poem, or a lover—perhaps they are not so different—relieves the loneliness of being human. As Modiano writes with a touch of wistfulness, “The Lilliputian painted her paradises / And I / Next to her / Wrote a poem.” A pure example of ekphrastic writing—poetry inspired by paintings—this book shows how writing and visual art can together create a unique emotional experience."
6393330,112052,Elle s'appelait Françoise,2226089152,9782226089151,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327788264l/6393330._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327788264l/6393330._SX50_.jpg,1996,,,fre,Canal+,false,6581823,4,45,60,14,0,5:8|4:3|3:2|2:1|1:0|total:14,1996,,,4.29,8,0,"['185914', '112052']","['Catherine Deneuve', 'Patrick Modiano']","['3.56', '3.51']",[],[],[],"Biografie de Françoise Dorléac, la soeur de Catherine Deneuve."
27284158,112052,Primavera de perros / Flores de ruina,,9789871772216,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473700103l/27284158._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473700103l/27284158._SY75_.jpg,2012,11,1,spa,El cuenco de plata,false,47341283,1,37,51,14,4,5:3|4:4|3:6|2:1|1:0|total:14,1991,1,1,3.64,14,4,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"Primavera de perros / Flores de ruina son dos novelas escritas en diferentes épocas pero con muchos puntos coincidentes.<br />El 24 de abril de 1933, una pareja de jóvenes se suicida en su departamento de París... En 1964, en un café parisino, un cliente enfoca con el objetivo de su Rolleiflex a una joven pareja vecina... Treinta años más tarde, en el curso de una errancia fantástica por París donde otros, el narrador intenta reconstruir."
51068285,112052,Quảng trường Ngôi sao,,8935235213180,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72707009,1,20,47,13,3,5:3|4:3|3:6|2:1|1:0|total:13,,,,3.62,13,3,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"Câu chuyện là về một kẻ hoang tưởng: Raphaël Schlemilovitch, một thanh niên Do Thái theo chủ nghĩa bài Do Thái, nhân vật chính của Quảng trường Ngôi Sao. Qua lời kể của Raphaël, bao thân phận có thể là chàng hiện ra rồi trở đi trở lại, bao số phận trái ngược nhau cuốn chàng đi trong cơn cuồng lời, nơi chàng Do Thái khi thì là vua khi lại là kẻ tử vì đạo, nơi bi kịch đau đớn nhất được che giấu dưới những lời lẽ hài hước.<br />Cuốn tiểu thuyết đầu tay của Patrick Modiano như một lời báo trước về hành trình đi tìm căn cước chưa có hồi kết của nhà văn. Với Quảng trường Ngôi Sao, chủ nhân của giải Nobel văn chương 2014, khi ấy mới ngoài hai mươi đã được nhận giải Roger-Nimier và giải Fénéon - những giải thưởng danh giá dành cho cây bút trẻ."
18002074,112052,Romans,2070139565,9782070139569,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370023615l/18002074._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370023615l/18002074._SX50_.jpg,2013,5,7,fre,Gallimard,false,25263567,1,67,43,11,0,5:3|4:5|3:2|2:1|1:0|total:11,2013,5,7,3.91,11,0,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"""Ces ""romans"" réunis pour la première fois forment un seul ouvrage et ils sont l'épine dorsale des autres, qui ne figurent pas dans ce volume. Je croyais les avoir écrits de manière discontinue, à coups d'oublis successifs, mais souvent les mêmes visages, les mêmes noms, les mêmes lieux, les mêmes phrases reviennent de l'un à l'autre, comme les motifs d'une tapisserie que l'on aurait tissée dans un demi-sommeil. <br />Les quelques photos et documents reproduits au début de ce recueil pourraient suggérer que tous ces ""romans"" sont une sorte d'autobiographie, mais une autobiographie rêvée ou imaginaire. Les photos mêmes de mes parents sont devenues des photos de personnages imaginaires. Seuls mon frère, ma femme et mes filles sont réels. Et que dire des quelques comparses et fantômes qui apparaissent sur l'album, en noir et blanc ? J'utilisais leurs ombres et surtout leurs noms à cause de leur sonorité et ils n'étaient plus pour moi que des notes de musique"", Patrick Modiano.<br /><br />Ce volume contient:<br />- Villa triste<br />- Livret de famille<br />- Rue des boutiques obscures<br />- Remise de peine<br />- Chien de printemps<br />- Dora Bruder<br />- Accident nocturne<br />- Un pedigree<br />- Dans le café de la jeunesse perdue<br />- L’horizon"
24009913,112052,Повести: Улица темных лавок. Утраченный мир. Августовские воскресенья. Смягчение приговора.,5050024129,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470229393l/24009913._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470229393l/24009913._SY75_.jpg,1989,,,rus,"Москва ""Радуга""",false,43609688,1,15,39,11,2,5:1|4:4|3:6|2:0|1:0|total:11,1989,1,1,3.55,11,2,"['112052', '14923603']","['Patrick Modiano', 'Патрик Модиано']","['3.51', '3.51']",[],[],[],"В сборник входят повести одного из самых известных прозаиков Франции: «Улица Темных Лавок», «Утраченный мир», «Августовские воскресенья», «Смягчение приговора».<br /><br />Тонкая психологическая проза писателя раскрывает сложный внутренний мир человека, его нравственные и духовные поиски в столкновении с окружающей, зачастую враждебной действительностью."
43525346,112052,Blue Aloha,,9789078627616,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547075651l/43525346._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547075651l/43525346._SY75_.jpg,2018,,,nl,Uitgeverij Vleugels,false,67695323,1,17,34,9,4,5:1|4:5|3:3|2:0|1:0|total:9,,,,3.78,9,4,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"Dirk Leyman in het uitgebreide nawoord: ‘Deze Vleugels-editie moet de eerste zijn die – zeker in het Nederlands – een gevarieerd beeld geeft van het kortere Modiano-proza en hij biedt ook een regelrechte primeur: de eerste publicatie van Modiano uit 1966. De vijf hier gebundelde teksten demonstreren scherp de evolutie van zijn stijl, van harder en satirischer naar subtiel weemoedig en atmosferisch dromerig.’"
192393,112052,"Interrogatoire par patrick modiano suivi de Il fait beau, allons au cimetière",2070724271,9782070724277,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473699998l/192393._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473699998l/192393._SX50_.jpg,2003,3,26,fre,La Pléaide Gallimard,false,186032,2,13,24,6,2,5:2|4:3|3:0|2:1|1:0|total:6,2003,,,4.00,4,1,"['945130', '112052']","['Emmanuel Berl', 'Patrick Modiano']","['3.82', '3.51']",[],[],[],
323511,112052,Ephéméride,2715223226,9782715223226,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,9,,fre,Mercure de France,false,314216,1,20,20,7,0,5:0|4:1|3:4|2:2|1:0|total:7,2002,9,1,2.86,7,0,['112052'],['Patrick Modiano'],['3.51'],[],[],[],
23352854,112052,Pariser Trilogie (Abendgesellschaft. Außenbezirke. Familienstammbuch),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412966880l/23352854._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412966880l/23352854._SY75_.jpg,1989,,,,Suhrkamp Verlag,false,73182275,3,21,20,6,1,5:1|4:2|3:1|2:2|1:0|total:6,,,,3.33,3,1,['112052'],['Patrick Modiano'],['3.51'],[],[],[],
2257013,112052,Poupée blonde,2867440106,9782867440106,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473700222l/2257013._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473700222l/2257013._SX50_.jpg,1983,,,fre,P.O.L,false,2262963,4,13,19,6,1,5:1|4:0|3:4|2:1|1:0|total:6,1983,1,1,3.17,4,1,"['5488046', '225771', '112052']","['Pierre-Michel Wals', 'Pierre Le-Tan', 'Patrick Modiano']","['3.25', '3.91', '3.51']",[],[],[],
49098251,112052,The Search Warrant: Dora Bruder,1784876380,9781784876388,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2020,9,3,,Vintage Classics,false,74535723,2,10,15,4,0,5:1|4:1|3:2|2:0|1:0|total:4,,,,3.75,4,0,['112052'],['Patrick Modiano'],['3.51'],[],[],[],"<b>WINNER OF THE NOBEL PRIZE IN LITERATURE, 2014</b><br /><br />Haunted by the fate of Dora Bruder – a fifteen-year-old girl listed as missing in an old December 1941 issue of <i>Paris Soir</i> – Nobel Prize-winning author Patrick Modiano sets out to find all he can about her. From her name on a list of deportees to Auschwitz to the fragments he is able to uncover about the Bruder family, Modiano delivers a moving survey of a decade-long investigation that revived for him the sights, sounds and sorrowful rhythms of occupied Paris. And in seeking to exhume Dora Bruder's fate, he in turn faces his own family history.<br /><br />Translated by Joanna Kilmartin<br /><br /><b>‘Absolutely magnificent’ <i>Le Monde</i></b>"
