id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
13165142,134980,The Hunger Angel,080509301X,9780805093018,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333549068l/13165142._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333549068l/13165142._SX50_.jpg,2012,4,24,eng,Metropolitan Books,false,6966223,90,11115,15768,4053,495,5:1302|4:1483|3:878|2:302|1:88|total:4053,2009,,,3.89,1794,230,['134980'],['Herta Müller'],['3.61'],['157558'],['Philip Boehm'],['4.03'],"It was an icy morning in January 1945 when the patrol came for seventeen-year-old Leo Auberg to deport him to a camp in the Soviet Union. Leo would spend the next five years in a coke processing plant, shoveling coal, lugging bricks, mixing mortar, and battling the relentless calculus of hunger that governed the labor colony: one shovel load of coal is worth one gram of bread.<br /><br />In her new novel, Nobel laureate Herta Müller calls upon her unique combination of poetic intensity and dispassionate precision to conjure the distorted world of the labor camp in all its physical and moral absurdity. She has given Leo the language to express the inexpressible, as hunger sharpens his senses into an acuity that is both hallucinatory and profound. In scene after disorienting scene, the most ordinary objects accrue tender poignancy as they acquire new purpose—a gramophone box serves as a suitcase, a handkerchief becomes a talisman, an enormous piece of casing pipe functions as a lovers' trysting place. The heart is reduced to a pump, the breath mechanized to the rhythm of a swinging shovel, and coal, sand, and snow have a will of their own. Hunger becomes an insatiable angel who haunts the camp day and night, but also a bare-knuckled sparring partner, delivering blows that keep Leo feeling the rawest connection to life.<br /><br />Müller has distilled Leo's struggle into words of breathtaking intensity that take us on a journey far beyond the Gulag and into the depths of one man's soul."
36385294,134980,Nemačka priča,,9788680274065,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535275484l/36385294._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535275484l/36385294._SY75_.jpg,2017,,,srp,Ultimatum,false,58076038,1,12,32,9,0,5:3|4:1|3:3|2:2|1:0|total:9,,,,3.56,9,0,"['18474998', '8030528', '39848', '907927', '179391', '26853', '500054', '128607', '114738', '90174', '666279', '952101', '749461', '704105', '43219', '235662', '139629', '164786', '39326', '908640', '1541949', '942226', '134980', '187672', '757384', '151630', '596951', '377587', '18346740', '188893', '6530', '40055', '794999', '1026895', '16747', '16073', '854011', '1241900', '599971', '209634', '7745', '305463', '18346741', '523898', '50370', '783022', '161913', '147584']","['Rolf Schroers', 'Nikola B. Cvetković', 'Alexander Kluge', 'Antonio Fian', 'Arno Schmidt', 'Bertolt Brecht', 'Christa Reinig', 'Elfriede Jelinek', 'Erich Fried', 'Ernst Jandl', 'Franz Hohler', 'Günter Eich', 'Günter Grass', 'Günter Kunert', 'Gustav Meyrink', 'Hans Christoph Buch', 'Hansjörg Schneider', 'Heiner Müller', 'Heinrich Böll', 'Helga M. Novak', 'Helga Schubert', 'Herbert Heckmann', 'Herta Müller', 'Hubert Fichte', 'Jakov Lind', 'Johannes Bobrowski', 'Jürgen Becker', 'Kurt Marti', 'Manfred Wrembel', 'Marie Luise Kaschnitz', 'Max Frisch', 'Peter Bichsel', 'Peter Hertling', 'Reinhard Lettau', 'Robert Musil', 'Robert Walser', 'Robert Wolfgang Schnell', 'Ror Wolf', 'Rudolf Herfurtner', 'Stephan Hermlin', 'Thomas Bernhard', 'Ulla Berkéwicz', 'Vagelis Tsakiridis', 'Volker Braun', 'Walter Bauer', 'Wolfgang Deichsel', 'Wolfgang Ebert', 'Wolfgang Hildesheimer']","['3.54', '3.55', '3.91', '3.66', '4.10', '3.78', '3.88', '3.53', '4.26', '3.95', '3.70', '3.94', '3.83', '3.70', '3.88', '3.59', '3.60', '3.87', '3.87', '3.91', '3.63', '3.77', '3.61', '3.87', '3.88', '3.91', '3.79', '3.87', '3.56', '3.72', '3.76', '3.79', '3.56', '3.81', '4.01', '3.99', '4.18', '3.54', '3.62', '3.61', '4.06', '3.33', '3.56', '3.30', '4.48', '3.56', '3.42', '3.96']",[],[],[],
23635745,134980,Fler nobeller - Noveller av Nobelpristagare,,9789172216433,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417348448l/23635745._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417348448l/23635745._SX50_.jpg,2012,,,swe,En bok för alla,false,43240672,1,23,23,8,2,5:0|4:0|3:7|2:1|1:0|total:8,2012,1,1,2.88,8,2,"['9939238', '9939239', '446692', '134980', '1197', '3989', '9939240', '36635', '1113469', '8550', '3534', '7728', '4391', '1709', '1545124', '22515', '978', '65633', '957894', '18317', '3439713', '6669']","['Gun Ekroth', 'Lars Rydquist', 'Tomas Tranströmer', 'Herta Müller', 'Harold Pinter', 'V.S. Naipaul', 'Imre Kertésy', 'Juan Ramón Jiménez', 'Hermann Hesse', 'Yasunari Kawabata', 'Toni Morrison', 'Doris Lessing', 'Saul Bellow', 'Grazia Deledda', 'Johannes V. Jensen', 'Mario Vargas Llosa', 'Wole Soyinka', 'J.M.G. Le Clézio', 'Albert Camus', 'Knut Hamsun', 'Kenzaburō Ōe', 'Wisława Szymborska']","['3.15', '2.88', '4.08', '3.61', '3.79', '3.70', '2.88', '3.82', '4.05', '3.75', '3.91', '3.65', '3.76', '3.64', '3.74', '3.97', '3.81', '3.65', '4.00', '4.00', '3.78', '4.32']",[],[],[],"Nobelpristagare i kortform!<br />Nästan alla nobelpristagare i litteratur har skrivit noveller. En novell är som alla vet en kort skönlitterär text, men vad är en nobell? I en här samlingen finns även andra former av korta texter: utdrag ur romaner eller essäistiska och anekdotiska berättelser. En nobell är helt enkelt att utmärkt sätt att bekanta sig med nobelpristagarna när man inte hunnit läsa deras längre romaner!<br />Den första volymen med Nobeller kom på En bok för alla 2007. Den nya boken omfattar även den hela nobelprisets historia från 1901 till 2011 då Tomas Tranströmer fick priset.<br />Här finns utöver honom Hertha Müller, Harold Pinter, Imre Kertez, Toni Morrison, Doris Lessing, Vargas Llosa, J M G Le Clezio och många andra."
25160005,134980,Het is altijd nu,9044535323,9789044535327,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426581504l/25160005._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426581504l/25160005._SX50_.jpg,2015,3,12,nl,De Geus,false,44863447,2,18,22,6,0,5:1|4:2|3:3|2:0|1:0|total:6,2015,3,12,3.67,6,0,"['4641093', '296961', '1462', '1169504', '26093', '178905', '13424', '19916', '69454', '27427', '3369', '649610', '34031', '15543', '40851', '171414', '10838', '40485', '36378', '70642', '36438', '3602', '71956', '6538289', '134980', '39280', '31425', '1728', '560072', '76812', '19023120', '1074764', '39317', '104544', '17450707', '8306700', '80637', '256362', '2736291', '73034', '11562', '547406']","['Annelies Beck', 'Paul Auster', 'Julian Barnes', 'A.S. Byatt', 'Mircea Cărtărescu', 'Bernardo Carvalho', 'Javier Cercas', 'Jonathan Coe', 'Marie Darrieussecq', 'Lydia Davis', 'Amitav Ghosh', 'Jens Christian Grøndahl', 'David Grossman', 'Alan Hollinghurst', 'Siri Hustvedt', 'Howard Jacobson', 'Ismail Kadare', 'António Lobo Antunes', 'Amin Maalouf', 'Alain Mabanckou', 'Claudio Magris', 'Alberto Manguel', 'Javier Marías', 'David Mitchell', 'Herta Müller', 'Antonio Muñoz Molina', 'Ben Okri', 'Orhan Pamuk', 'José Luís Peixoto', 'Olivier Rolin', 'Nawai El Sadaaw', 'Boualem Sansal', 'Jorge Semprún', 'Meir Shalev', 'Michaïl Sjisjkin', 'Goce Smilevski', 'Su Tong', 'Ilija Trojanow', 'Dubravka Ugrešić', 'Juan Gabriel Vásquez', 'Derek Walcott', 'Kjell Westö']","['3.15', '3.81', '3.71', '3.81', '3.79', '3.76', '3.76', '3.79', '3.45', '4.03', '3.91', '3.59', '3.81', '3.63', '3.74', '3.20', '3.83', '3.92', '4.06', '3.60', '3.80', '3.88', '3.86', '3.94', '3.61', '3.60', '3.69', '3.76', '3.93', '3.41', '3.67', '3.28', '4.04', '4.07', '3.58', '3.56', '3.54', '3.53', '3.82', '3.76', '4.02', '3.78']",[],[],[],"Een bundel met de interessantste essays en interviewfragmenten uit de eerste tien bestaansjaren van Passa Porta, het internationale literatuurhuis in Brussel, sinds 2004 organisator van lezingen, literatuurfestivals, schrijversverblijven. Een keur aan internationale beroemdheden buigt zich over kracht van de literaire verbeelding, de relevantie van literatuur in tijden van globalisering. Voorafgaand aan de selectie uit de literaire interviews, mijmert VRT-journaliste Annelies Beck over het belang van literaire interviews, de verwachtingspatronen van auteurs, interviewers en lezers. Met boeiende reflecties van o. a. Jens Christian Grøndahl, Alberto Manguel, Antonio Muñoz Molina, Nawal El Saadawi, Paul Auster, Julian Barnes, A.S. Byatt, Bernardo Carvalho, Jonathan Coe, Lydia Davis, Amitav Ghosh, David Grossman, Alan Hollinghurst, Siri Hustvedt, Ismail Kadare, Amin Maalouf, Javier Marías, David Mitchell, Herta Müller, Ben Okri, Orhan Pamuk, Jorge Semprún, Meir Shalev en Derek Walcott. Een belangrijke bundel.<br /><br />Literatuur brengt ons schoonheid, troost en verstrooiing. Maar schrijvers die ertoe doen brengen ons nog meer dan dat. Goede literatuur is altijd actueel, al komt ze van vroeger tijden of van ver. Goede literatuur vertelt altijd hoe het is om hier en nu te leven.<br />Het is altijd nu bundelt de opmerkelijkste teksten, essays en gespreksfragmenten uit de eerste tien bestaansjaren van Passa Porta, het internationale literatuurhuis in Brussel. Ze tonen een literatuur die blijft denken, blijft geven, en openingen blijft maken."
4089393,134980,Im Haarknoten wohnt eine Dame,3498044745,9783498044749,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340088093l/4089393._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340088093l/4089393._SX50_.jpg,2000,7,,ger,Rowohlt,false,4136541,2,20,21,5,1,5:2|4:2|3:1|2:0|1:0|total:5,2000,7,,4.20,3,1,['134980'],['Herta Müller'],['3.61'],[],[],[],
46031285,134980,Im Heimweh ist ein blauer Saal,3446261753,9783446261754,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559045360l/46031285._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559045360l/46031285._SX50_.jpg,2019,3,11,ger,Carl Hanser Verlag GmbH & Co. KG,false,70925385,1,15,21,5,0,5:2|4:2|3:1|2:0|1:0|total:5,,,,4.20,5,0,['134980'],['Herta Müller'],['3.61'],[],[],[],"""Kurz nachdem ich aus Rumänien kam, war ich viel unterwegs. Ich wollte mich bei Freunden melden"", schreibt Herta Müller. ""Aber die Ansichtskarten hatten so gräßlich mißratene Farben. Eines Tages kaufte ich weiße Karteikarten, einen Klebestift und fing an, im Zug mit der Nagelschere aus der Zeitung ein Schwarzweiß-Bild und Wörter auszuschneiden."" Fortan dichtet sie mit Schere und Papier. Herta Müllers berühmte Collagen sind beides zugleich: Kunstwerk und Gedicht, Spiel und poetischer Ernst. Und unversehens taucht im geklebten Gedicht das auf, worum es eigentlich geht: die Wirklichkeit – denn ""vielleicht haben auch Wörter ein schimmerndes Gemüt und betreiben Amtsmissbrauch…"""
22442166,134980,Svenska Granta 3: Jakt,,9789100135638,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402215789l/22442166._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402215789l/22442166._SX50_.jpg,2014,4,25,swe,Albert Bonniers Förlag,false,41868582,1,24,20,6,0,5:1|4:1|3:3|2:1|1:0|total:6,2014,4,25,3.33,6,0,"['7076911', '189157', '5263703', '1050', '268678', '45434', '2935132', '2166836', '4340628', '8297468', '1411771', '6875985', '11746', '134980', '7268145']","['Johanna Haegerström', 'Tim Adams', 'NoViolet Bulawayo', 'Mark Haddon', 'Anna-Karin Palm', 'Martin Johnson', 'Katrine Kielos', 'Michel Laub', 'Ida Linde', 'Lina Josefina Lindqvist', 'Kristian Lundberg', 'Lawen Mohtadi', 'Lorrie Moore', 'Herta Müller', 'Maria Venegas']","['3.76', '3.84', '3.73', '3.85', '3.52', '3.80', '3.65', '3.71', '3.42', '3.50', '3.57', '3.69', '3.77', '3.61', '4.03']",[],[],[],"Vem är jägare? Och vem är byte?<br /><br />Granta #3 innehåller fjorton texter laddade av spänningen mellan jaktens båda poler. Bland dem finns Lina Josefina Lindqvists novell om en ung tronarvinge som sätts på prov under en safariresa, liksom Tim Adams reportage om konflikten mellan brittiska rävjaktsanhängare och sabotörer. Katrine Kielos spinner vidare på Susan Sontags idé om kameran som vapen och frågar sig vad som händer när vi riktar den mot oss själva. Herta Müller tar strid för att synliggöra exilerfarenheten, Lawen Mohtadi söker de historiska spåren efter svenska romer i myndigheternas register och Ida Linde skildrar en våldsam bilfärd genom Norrlands skogar. <br /><br />Svenska Granta är del av ett internationellt nätverk med engelskspråkiga Granta som nav. Tidskriften grundades av studenter i Cambridge i slutet av 1800-talet. År 1979 fick den sin nuvarande form som en arena för nyskriven skönlitteratur och litterära reportage. Idag finns Grantaredaktioner i ett tiotal länder världen över, från Kina till Brasilien."
35614498,134980,شوابی‌ها,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499389635l/35614498._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499389635l/35614498._SX50_.jpg,,,,pes,کانون فرهنگی چوک,true,57055895,1,10,19,6,1,5:2|4:0|3:2|2:1|1:1|total:6,,,,3.17,6,1,['134980'],['Herta Müller'],['3.61'],['5786154'],['اسدالله امرایی'],['3.42'],
49992011,134980,Niederungen 저지대,,9788954610735,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72586609,1,12,19,5,0,5:3|4:0|3:1|2:0|1:1|total:5,,,,3.80,5,0,['134980'],['Herta Müller'],['3.61'],[],[],[],
52097663,134980,Dépressions,,9782070445509,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72964233,1,5,17,4,0,5:2|4:1|3:1|2:0|1:0|total:4,1982,,,4.25,4,0,['134980'],['Herta Müller'],['3.61'],[],[],[],"Initialement paru en 1982 dans une version censurée, ce texte évoque les habitants des plaines du Banat, autour de Timisoara. Il décrit les moeurs des germanophones de Roumanie après la Seconde Guerre mondiale. Au-delà de la description du quotidien des villageois, l'écrivaine dénonce, à travers le regard d'une fillette, l'hypocrisie, l'oppression, l'intolérance et le mensonge."
22087493,134980,El guarda saca su peine/En el moño mora una señora,72196732,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400088562l/22087493._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400088562l/22087493._SY75_.jpg,2010,,,spa,Editorial Linteo Poesía,false,41427691,2,9,14,4,2,5:0|4:2|3:2|2:0|1:0|total:4,2010,1,1,3.50,2,2,['134980'],['Herta Müller'],['3.61'],[],[],[],
11273700,134980,Ich glaube nicht an die Sprache: Herta Müller im Gespräch mit Renata Schmidtkunz,3851298608,9783851298604,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327595691l/11273700._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327595691l/11273700._SY75_.jpg,2009,11,9,,Wieser Verlag,false,16200725,1,18,13,4,1,5:1|4:1|3:1|2:0|1:1|total:4,2009,11,9,3.25,4,1,['134980'],['Herta Müller'],['3.61'],[],[],[],
43203276,134980,Nobelnoveller 2,,9789175892870,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544604452l/43203276._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544604452l/43203276._SY75_.jpg,2018,11,,swe,Novellix,false,67040121,1,11,13,3,0,5:1|4:2|3:0|2:0|1:0|total:3,,,,4.33,3,0,"['17790547', '4280', '3534', '585', '134980']","['Novellix', 'Kazuo Ishiguro', 'Toni Morrison', 'John Steinbeck', 'Herta Müller']","['3.73', '3.84', '3.91', '3.93', '3.61']",[],[],[],
20626830,134980,Cmono. Rozmowy z pisarzami,,9788371779701,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390572743l/20626830._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390572743l/20626830._SX50_.jpg,2013,10,21,pol,Wydawnictwo Poznańskie,false,39913133,1,10,12,4,0,5:0|4:0|3:4|2:0|1:0|total:4,2013,10,21,3.00,4,0,"['3158346', '132761', '86801', '2358251', '34065', '3602', '134980', '15496', '1728', '6238', '25415', '35099', '190431', '2736291']","['Grzegorz Jankowicz', 'Rabih Alameddine', 'John Ashbery', 'Lukas Bärfuss', 'Etgar Keret', 'Alberto Manguel', 'Herta Müller', 'Amos Oz', 'Orhan Pamuk', 'Marjane Satrapi', 'Charles Simic', 'Josef Škvorecký', 'György Spiró', 'Dubravka Ugrešić']","['3.51', '3.83', '4.06', '3.53', '3.98', '3.88', '3.61', '3.86', '3.76', '4.26', '4.05', '3.92', '4.01', '3.82']",[],[],[],"Tygodnik Powszechny i Wydawnictwo Poznańskie przedstawia trzeci tom Biblioteki Tygodnika Powszechnego – książka Cmono to rozmowy z trzynastoma wybitnymi pisarzami przeprowadzone przez krytyka i eseistę, redaktora działu kultury Tygodnika Powszechnego, Grzegorza Jankowicza. Rozmówcami autora są: Rabih Alameddine, John Ashbery, Lukas Bärfuss, Etgar Keret, Alberto Manguel, Herta Müller, Amos Oz, Orhan Pamuk, Marjane Satrapi, Charles Simic oraz Josef Škvorecký, György Spiró i Dubravka Ugrešić. <br /><br />Tytułowe „cmono” to słowo, które pojawia się w pierwszym tomie Słownika języka polskiego Lindego. Według jednej z legendarnych wersji słynny leksykograf ułożył swą księgę tylko po to, by zrozumieć jego sens. Nie szczędził pieniędzy i czasu, by odkryć sens „cmono”. Bez skutku. Umarł niespełniony, targany poczuciem klęski, rozgoryczony. Zagadka została rozwiązana dopiero po jego śmierci. Odpowiedź znajdziecie w książce Jankowicza. <br /><br />Książka, trzeci tom Biblioteki Tygodnika Powszechnego, wydana we współpracy Tygodnika Powszechnego z Wydawnictwem Poznańskim, ukaże się na rynku 21 października 2013 roku. Premiera książki towarzyszyć będzie krakowskiemu Festiwalowi Conrada."
31831024,134980,Every word knows something of a vicious circle,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,12,7,,,false,52491510,1,10,12,3,1,5:2|4:0|3:0|2:1|1:0|total:3,,,,4.00,3,1,['134980'],['Herta Müller'],['3.61'],[],[],[],"Herta Müller's nobel prize accepting speech<br /><br /><a target=""_blank"" href=""https://www.nobelprize.org/nobel_prizes/literature/laureates/2009/muller-lecture_en.html"" rel=""nofollow"">https://www.nobelprize.org/nobel_priz...</a>"
6956710,134980,Eine Warme Kartoffel Ist Ein Warmes Bett,3434500146,9783434500148,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340088661l/6956710._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340088661l/6956710._SX50_.jpg,1992,2,10,ger,Europäische Verlagsanstalt,false,7192352,1,15,11,3,0,5:1|4:1|3:0|2:1|1:0|total:3,1992,1,1,3.67,3,0,['134980'],['Herta Müller'],['3.61'],[],[],[],
29245427,134980,في مديح الأدب,,9789939434933,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456166755l/29245427._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456166755l/29245427._SY75_.jpg,2014,,,ara,دار كنعان,false,27357671,2,65,11,3,2,5:1|4:0|3:2|2:0|1:0|total:3,,,,3.67,1,0,"['6544934', '1285555', '1728', '65633', '1197', '134980', '22515']","['أحمد الويزي', 'José Saramago', 'Orhan Pamuk', 'J.M.G. Le Clézio', 'Harold Pinter', 'Herta Müller', 'Mario Vargas Llosa']","['3.68', '4.02', '3.76', '3.65', '3.79', '3.61', '3.97']",[],[],[],على هامش الاحتفالات الرسمية بالجوائز الأدبية التي تعقد في استوكهولم لتسلم جائزة نوبل العتيدة جرت العادة كتقليد في الأكاديمية الملكية، أن يلقي كل من ظفر بالجائزة الأكبر والأشهر، كلمة أدبية بالمناسبة، تعرف بصاحبها وبمشروعه الأدبي<br /><br />جوزيه ساراماغو، أورهان باموك، جان ماري غيستاف لوكليزيو، هارولد بينتر، هونتر مولر، ماريو فرغاس يوسا<br /><br />إن تلك الكلمات على روعتها، لا تحيل فقط على التقليد المتبع هناك، وليست مجرد استجابة له، بل تحيل بعمق على الفضاء الإبداعي الواسع، والإلتزام الأخلاقي الصارم، لأولئك المبدعين، بقضايا البشر، ومناهضة الظلم والاستبداد أينما كان
13122500,134980,Noveller för världens barn 2011,,9789177366218,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322511026l/13122500._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322511026l/13122500._SY75_.jpg,2011,,,swe,Informationsförlaget,false,18298095,1,16,11,3,0,5:0|4:2|3:1|2:0|1:0|total:3,2011,1,1,3.67,3,0,"['777233', '38266', '302660', '1147765', '410653', '470876', '780618', '36784', '18791', '446692', '479779', '4738', '1244', '134980', '6765', '6410', '778911', '65633', '161054', '1438459', '3524', '144306', '6815', '690646', '23817', '5031025']","['Sun Axelsson', 'Selma Lagerlöf', 'Hjalmar Söderberg', 'Nam Le', 'Astrid Lindgren', 'Ivar Lo-Johansson', 'Kerstin Thorvall', 'Torgny Lindgren', 'Guy de Maupassant', 'Tomas Tranströmer', 'John Ajvide Lindqvist', 'Alexander McCall Smith', 'Mark Twain', 'Herta Müller', 'Virginia Woolf', 'Alice Munro', 'Klas Östergren', 'J.M.G. Le Clézio', 'Håkan Nesser', 'Ylva Eggehorn', 'Joyce Carol Oates', 'Per Olov Enquist', 'August Strindberg', 'Jonas Karlsson', 'Margareta Strömstedt', 'Anton Chekhov']","['3.71', '3.85', '3.80', '3.62', '4.18', '3.38', '3.70', '3.75', '3.86', '4.08', '3.92', '3.87', '3.86', '3.61', '3.88', '3.92', '3.59', '3.65', '3.67', '3.78', '3.69', '3.68', '3.53', '3.55', '3.87', '3.96']",[],[],[],26 mästarprov ur världslitteraturen
51838607,134980,Lögnen är ett klätterdjur,9789187838,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582832614l/51838607._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1582832614l/51838607._SX50_.jpg,2019,12,28,swe,10TAL Bok,false,76328775,1,5,9,2,1,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,1,['134980'],['Herta Müller'],['3.61'],['5272000'],['Aimée Delblanc'],['3.63'],"Herta Müllers passion för att skapa collagedikter har vuxit fram ur minnen av censur och lögner. I Lögnen är ett klätterdjur - den första volymen med Nobelpristagaren Herta Müllers collagedikter på svenska - kommer vi författaren in på livet. Här möter vi hennes lekfulla sidor. Det är makalöst vilka betydelser hon kan ge sina bokstäver och ord. Hemma samlar hon dem i olika små ordskåp.<br /><br />»Att jag idag äger hundratusentals ord hemma, tycker jag är en lycka«, skriver Herta Müller i bokens förord.<br /><br />I boken publiceras svenska översättningar tillsammans med Müller färgsprakande originalcollage."
53107693,134980,NIEDERUNGEN - AUDIOBOOK,3899036220,9783899036220,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71696173,1,4,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,['134980'],['Herta Müller'],['3.61'],[],[],[],
33114520,134980,Dorfchronik,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,53778430,1,3,8,2,0,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,0,['134980'],['Herta Müller'],['3.61'],[],[],[],
6956426,134980,Drückender Tango: Erzählungen,3499220806,9783499220807,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340088482l/6956426._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340088482l/6956426._SY75_.jpg,,,,ger,,false,7191978,1,17,8,2,1,5:0|4:2|3:0|2:0|1:0|total:2,,,,4.00,2,1,['134980'],['Herta Müller'],['3.61'],[],[],[],
28816947,134980,"Festivalul Internaţional de Poezie ""Oskar Pastior"" Sibiu 2007",,9789731243221,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454284871l/28816947._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454284871l/28816947._SX50_.jpg,2009,10,,rum,Art,false,49033485,1,5,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,2009,10,,4.00,2,0,"['14931249', '5315388', '1947888', '134980']","['H.R. Patapievici', 'Corina Bernic', 'Ernest Wichner', 'Herta Müller']","['4.00', '3.38', '3.94', '3.61']",[],[],[],"Festivalul Internaţional de Poezie „Oskar Pastior” de la Sibiu a reunit la prima ediţie, din anul 2007, poeţi din numeroase ţări europene, care se revendică, în bună măsură, din tradiţia modernismului experimental sau a avangardismului; pentru cei invitaţi, limba nu reprezintă doar un mijloc de exprimare poetică, ci este substanţa poetică în sine.<br /><br />- Ediţie bilingvă (româno-germană)"
15748468,134980,Donauschwäbische Literatur Nobelpreisträgerin,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,Jahrgang 43,false,21440868,1,5,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,,,,3.50,2,0,['134980'],['Herta Müller'],['3.61'],[],[],[],
