id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
7335928,290845,Andrea Delfin,1409928136,9781409928133,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,1,2,,Dodo Press,false,12920818,17,205,269,77,3,5:11|4:25|3:33|2:7|1:1|total:77,1985,1,1,3.49,49,3,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"Paul Johann Ludwig von Heyse (1830-1914) war ein deutscher Schriftsteller. 1847 beginnt Hyse mit dem Studium der klassischen Philologie in Berlin. Heyses erste Novelle Marion wird im Tunnel 1852 ausgezeichnet. Das spater mehrfach vertonte Spanische Liederbuch mit Ubersetzungen von Geibel und Heyse ist der Beginn einer lebenslangen Ubersetzertatigkeit, in der Heyse vor allem als Vermittler der italienischen Literatur hervorragendes leistet. 1854 trifft Heyse in Munchen ein. Bereits in seinem ersten Jahr in Munchen grundet Heyse mit Geibel die Dichtervereinigung Krokodil. Die beruhmteste seiner uber 150 Erzahlungen, L'Arrabiata, veroffentlicht Heyse 1855. Im Jahr 1865 entsteht sein popularstes Stuck Colberg. Heyse wird 1871 Mitglied des bayrischen Maximiliansorden fur Wissenschaft und Kunst. 1910 wurde er als erster deutscher Autor belletristischer Werke mit dem Nobelpreis fur Literatur ausgezeichnet. Zu Heyses Werke zahlen u. a. noch: Das Madchen von Treppi (1855), Die Einsamen (1857), Der Weinhuter (1862-63), Die Witwe von Pisa (1865), Beatrice (1867), Der Letzte Zentaur (1904) und Ein Ring (1904)."
15821541,290845,The Masterpiece Library of Short Stories: The Thousand Best Complete Tales of all Times and all Countries: Volume XVII: Old German & Volume XVIII: Spanish and Portuguese,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344684005l/15821541._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344684005l/15821541._SX50_.jpg,,,,eng,The Educational Book Company Limited,false,21550916,2,10,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,"['3022516', '996702', '7267068', '2897449', '6467021', '6241197', '2119719', '286123', '2349978', '76361', '6467022', '471893', '1977710', '6556', '68613', '5148688', '6467023', '529837', '3392110', '290845', '711315', '1399243', '6467025', '6467026', '3102847', '4037220', '34604', '6467027', '6467028', '606840', '36098', '3061175', '461848', '34575', '6467030', '4657794', '92913', '5780534', '39278', '4058874', '35509', '6467032', '6467033', '2919623', '6467034', '6467035', '6467036', '6467037', '3347316']","['John Alexander Hammerton', 'Joseph Clayton', 'E.T.A. Hoffmann', 'Friedrich Heinrich Karl de la Motte Fouqué', 'Karl Gottlieb Praetzel', 'Lothar', 'Franz von Gaudy', 'Wilhelm Hauff', 'Johann Gabriel Seidl', 'Fritz Reuter', 'Augustus F. Langbein', 'Berthold Auerbach', 'Hermann Kurz', 'Theodor Storm', 'Theodor Fontane', 'Hermann Lingg', 'W. Heinrich von Riehl', 'Marie von Ebner-Eschenbach', 'Richard Volkmann', 'Paul von Heyse', 'Ferdinand von Saar', 'Friedrich Schiller', 'Leopold von Sacher-Massoch', 'Diego H. de Mendosa', 'Mateo Alemán', 'Miguel de Cervantes Saavedra', 'Francisco de Quevedo', 'Matias de los Reyes', 'Serafin E. Calderón', 'Antonio de Trueba', 'Juan Valera', 'Jean Paul Friedrich Richter', 'Pedro Antonio de Alarcón', 'Gustavo Adolfo Bécquer', 'Eusabia Blasco', 'Carlos Coello', 'Emilia Pardo Bazán', 'Leopoldo Alas', 'Armando Palacio Valdés', 'Jacinto Octavio Picón', 'Vicente Blasco Ibáñez', 'Rubin Dario', 'M.E. Engel', 'José Fernández Bremón', 'J. Frederich Kind', 'August G. Eberhardt', 'Johannes H.D. Zschokke', 'Caspar F. Gottschalch', 'Juan Manuel']","['3.47', '3.67', '3.83', '3.80', '4.00', '4.00', '3.50', '4.11', '4.00', '4.30', '4.00', '3.73', '3.50', '3.51', '3.29', '4.00', '4.00', '3.69', '4.00', '3.44', '3.18', '3.49', '4.00', '4.00', '3.43', '3.87', '3.75', '4.00', '4.00', '3.40', '3.51', '3.81', '3.72', '4.04', '4.00', '4.00', '3.70', '3.84', '3.56', '3.47', '3.84', '4.00', '4.00', '3.76', '4.00', '4.00', '4.00', '4.00', '3.94']",[],[],[],
11669097,290845,Der Briefwechsel von Jakob Burckhardt und Paul Heyse,,2940034144982,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,true,16614396,3,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['84568', '290845', '4432351']","['Jacob Burckhardt', 'Paul von Heyse', 'Erich Petzet']","['3.93', '3.44', '4.00']",[],[],[],
18262900,290845,Mozart på resa till Prag/Den gamle ungkarlen/Eekenhof spökryttaren/Den siste kentauren,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375113524l/18262900._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375113524l/18262900._SY75_.jpg,1946,,,swe,Natur och Kultur,false,25722430,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1946,1,1,3.00,1,0,"['3158890', '13018', '6556', '290845']","['Eduard Mörike', 'Adalbert Stifter', 'Theodor Storm', 'Paul von Heyse']","['3.22', '3.74', '3.51', '3.44']",[],[],[],Samling av fyra romaner i en bok:<br />Mozart på resa till Prag av Eduard Mörike<br />Den gamle ungkarlen av Adalbert Stifler<br />Eekehof spökryttaren av Theodor Storm<br />Den siste kentauren av Paul Heyse.
52208354,290845,Die Pfadfinderin,3842405960,9783842405967,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583660952l/52208354._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583660952l/52208354._SY75_.jpg,2011,7,12,ger,tredition,false,77204587,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1871,,,3.00,1,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
27876204,290845,Novelle,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448194836l/27876204._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448194836l/27876204._SX50_.jpg,1964,,,ita,Fratelli Fabbri Editori,false,47869030,2,4,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,1,"['290845', '4741842', '14687178']","['Paul von Heyse', 'Rodolfo Paoli', 'Amina Lezuo Pandolfi']","['3.44', '3.79', '3.00']",[],[],[],"Paul Heyse Premio Nobel per la Letteratura 1910<br /><br />""La vita e l'opera di Paul Heyse"" di Rodolfo Paoli<br /><br />Il volume comprende le seguenti novelle:<br /><br />""Il cugino Gabriele"" (Vetter Gabriel)<br />""La fanciulla di Treppi"" (Das Mädchen von Treppi)<br />""L'arrabbiata"" (""L'arrabbiata""<br />""Il guardiavigna"" (Der Veinhüter)<br />""Resurrezione"" (Auferstanden)<br />""Andrea Delfin"" (Andrea Delfin)"
18523919,290845,NOBEL PRIZE LIBRARY HEYSE 1910,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379779267l/18523919._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379779267l/18523919._SX50_.jpg,1971,,,spa,CRM,false,26227196,1,5,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1971,1,1,3.00,1,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],L'ARRABBIATA<br />THE WINE GUARD
10755381,290845,"Children of the World: A Novel, Volume I",1103295802,9781103295807,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,15666684,1,8,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2009,2,11,3.00,1,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
19497371,290845,Am Tiberufer (German Edition),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,27609266,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2011,3,31,3.00,1,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
52208176,290845,Annina / Auf der Alm,3843027978,9783843027977,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583660536l/52208176._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583660536l/52208176._SX50_.jpg,2015,2,17,ger,Hofenberg,false,77203889,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1862,,,3.00,1,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
8541171,290845,"In Paradise: A Novel, from the German of Paul Heyse",1116383160,9781116383164,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,11,11,,BiblioLife,false,13408809,2,4,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,2009,7,29,3.00,1,1,['290845'],['Paul von Heyse'],['3.44'],[],[],[],This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts - the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide.
8671651,290845,"Mary Of Magdala: A Historical And Romantic Drama, In Five Acts (1903)",1437051219,9781437051216,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416779554l/8671651._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416779554l/8671651._SX50_.jpg,2008,10,1,,Kessinger Publishing,false,13543472,2,4,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2008,10,1,3.00,1,0,['290845'],['Paul von Heyse'],['3.44'],['42152'],['William Winter'],['3.86'],"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
3584157,290845,Die Insel Der Glückseligkeit: Italienische Märchen,3379001236,9783379001236,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3626413,1,4,2,1,0,5:0|4:0|3:0|2:1|1:0|total:1,1990,1,1,2.00,1,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
8965104,290845,Ein Ring,1409928209,9781409928201,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,1,2,,Dodo Press,false,13842045,3,4,1,1,0,5:0|4:0|3:0|2:0|1:1|total:1,2009,1,2,1.00,1,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"Paul Johann Ludwig von Heyse (1830-1914) war ein deutscher Schriftsteller. 1847 beginnt Hyse mit dem Studium der klassischen Philologie in Berlin. Heyses erste Novelle Marion wird im Tunnel 1852 ausgezeichnet. Das spater mehrfach vertonte Spanische Liederbuch mit Ubersetzungen von Geibel und Heyse ist der Beginn einer lebenslangen Ubersetzertatigkeit, in der Heyse vor allem als Vermittler der italienischen Literatur hervorragendes leistet. 1854 trifft Heyse in Munchen ein. Bereits in seinem ersten Jahr in Munchen grundet Heyse mit Geibel die Dichtervereinigung Krokodil. Die beruhmteste seiner uber 150 Erzahlungen, L'Arrabiata, veroffentlicht Heyse 1855. Im Jahr 1865 entsteht sein popularstes Stuck Colberg. Heyse wird 1871 Mitglied des bayrischen Maximiliansorden fur Wissenschaft und Kunst. 1910 wurde er als erster deutscher Autor belletristischer Werke mit dem Nobelpreis fur Literatur ausgezeichnet. Zu Heyses Werke zahlen u. a. noch: Das Madchen von Treppi (1855), Die Einsamen (1857), Der Weinhuter (1862-63), Die Witwe von Pisa (1865), Beatrice (1867), Der Letzte Zentaur (1904) und Ein Ring (1904)."
19466287,290845,Gegen den Strom (German Edition),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,27552451,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,3,31,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
14308367,290845,The Romance of the Canoness: A Life-History,1406896462,9781406896466,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,5,11,,Echo Library,false,19950150,4,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,3,24,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],['4673299'],['J.M. Percival'],['3.50'],"Heyse (1830-1914) was a distinguished German writer and translator. A member of two important literary societies, the Tunnel �ber der Spree in Berlin and Die Krokodile in Munich, he wrote novels, poetry, 177 short stories, and about 60 dramas. The sum of Heyse's many and varied productions made him a dominant figure among German men of letters and he was awarded the Nobel Prize for Literature in 1910."
2581147,290845,"Andrea Delfin, Beatrice",1406808156,9781406808155,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,9,19,,Echo Library,false,2596680,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2006,9,19,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
21567972,290845,Crone Stäudlin,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,40899914,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,3,28,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
20270634,290845,Children of the World; A Novel Volume 2,1230310118,9781230310114,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,9,12,,Theclassics.Us,false,28106060,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2013,9,12,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"This historic book may have numerous typos and missing text. Purchasers can usually download a free scanned copy of the original book (without typos) from the publisher. Not indexed. Not illustrated. 1882 edition. Excerpt: ... CHAPTER V. Beloved sun! Thou all embracing! Thou on thy bosom Foldest thy child! Sleeping I lay In a fever-dream; Thou earnest hither With healing, balm. Streamest divinely, With smile most beaming, Through the wretched And lonely cell, Lifting the veil From the fetter'd mind Of the sick one, as sheaths Of buds are broken. Over high towers And long slant roofs, Through thickest foliage, Makest thy way, And swimmest caressing, Thou the great swayer! Around my knees, And on my heart. At earth's banquets I have scarce rejoie'd; The sheet of paper on scribbled in pencil lay on Edwin had left him he All my delight was Kipeu'd by thee. The rosy fruits here Whose juices cool, And here the white bread Whose strength grows mine; Ah! and the dear Sole sweetest maid. Of the smooth fair hair, The glowing cheeks-- She blooms at thy bidding, For thine own sun-child, To be my blessing, To be my joy. Stay, oh, stay by me Till she comes nigh; Breathe on her frame Thy golden beams. Oh' were she ever From me withdrawn, Then were it better Thou too wert hidden. That only thine eye On my mound of earth, Some still fair noon, Might stroke my slumbers. which these verses were Balder's knee. Soon after had seated himself at the window in the sun, and had begun to enjoy a holiday in his own fashion, taking a sheet of paper, and confiding to it the feelings which were at the moment uppermost. We know that he was never happier than when his heart began to sing, and when his hand could hardly write down quickly enough the melody which he heard by listening to his own thoughts. But to-day he was particularly happy. His unusual faculty for finding joy in everything, however ordinary, seemed to increase with the feeling of returning strength. For a long time he gazed.."
25112083,290845,Iz Italje,8683425649,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427451640l/25112083.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427451640l/25112083._SY75_.jpg,2005,,,srp,VEGA media,false,44805977,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2005,1,1,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"Pored toga sto je smatran jednim od najvaznijih pesnika tadasnje Nemacke, Paul Hajze je bio veliki majstor novele. U svom delu je velicao ljudsku doslednost, ljubav kao nebeski dar, a pre svega je prikazivao neobicne ljudske sudbine, otkrivajuci nove strane covekove prirode."
7811356,290845,Beatrice,1409928152,9781409928157,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,1,2,,Dodo Press,false,10823773,6,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2009,1,2,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"Paul Johann Ludwig von Heyse (1830-1914) war ein deutscher Schriftsteller. 1847 beginnt Hyse mit dem Studium der klassischen Philologie in Berlin. Heyses erste Novelle Marion wird im Tunnel 1852 ausgezeichnet. Das spater mehrfach vertonte Spanische Liederbuch mit Ubersetzungen von Geibel und Heyse ist der Beginn einer lebenslangen Ubersetzertatigkeit, in der Heyse vor allem als Vermittler der italienischen Literatur hervorragendes leistet. 1854 trifft Heyse in Munchen ein. Bereits in seinem ersten Jahr in Munchen grundet Heyse mit Geibel die Dichtervereinigung Krokodil. Die beruhmteste seiner uber 150 Erzahlungen, L'Arrabiata, veroffentlicht Heyse 1855. Im Jahr 1865 entsteht sein popularstes Stuck Colberg. Heyse wird 1871 Mitglied des bayrischen Maximiliansorden fur Wissenschaft und Kunst. 1910 wurde er als erster deutscher Autor belletristischer Werke mit dem Nobelpreis fur Literatur ausgezeichnet. Zu Heyses Werke zahlen u. a. noch: Das Madchen von Treppi (1855), Die Einsamen (1857), Der Weinhuter (1862-63), Die Witwe von Pisa (1865), Beatrice (1867), Der Letzte Zentaur (1904) und Ein Ring (1904)."
11726694,290845,Ein Wintertagebuch (Gardone 1901-1902),,2940034082055,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,16675181,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
14292102,290845,L'Arrabbiata Und Gedichte,1409928144,9781409928140,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,1,2,,Dodo Press,false,19933817,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2009,1,1,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"Paul Johann Ludwig von Heyse (1830-1914) war ein deutscher Schriftsteller. 1847 beginnt Hyse mit dem Studium der klassischen Philologie in Berlin. Heyses erste Novelle Marion wird im Tunnel 1852 ausgezeichnet. Das spater mehrfach vertonte Spanische Liederbuch mit Ubersetzungen von Geibel und Heyse ist der Beginn einer lebenslangen Ubersetzertatigkeit, in der Heyse vor allem als Vermittler der italienischen Literatur hervorragendes leistet. 1854 trifft Heyse in Munchen ein. Bereits in seinem ersten Jahr in Munchen grundet Heyse mit Geibel die Dichtervereinigung Krokodil. Die beruhmteste seiner uber 150 Erzahlungen, L'Arrabiata, veroffentlicht Heyse 1855. Im Jahr 1865 entsteht sein popularstes Stuck Colberg. Heyse wird 1871 Mitglied des bayrischen Maximiliansorden fur Wissenschaft und Kunst. 1910 wurde er als erster deutscher Autor belletristischer Werke mit dem Nobelpreis fur Literatur ausgezeichnet. Zu Heyses Werke zahlen u. a. noch: Das Madchen von Treppi (1855), Die Einsamen (1857), Der Weinhuter (1862-63), Die Witwe von Pisa (1865), Beatrice (1867), Der Letzte Zentaur (1904) und Ein Ring (1904)."
8965100,290845,Die Witwe Von Pisa,1409928225,9781409928225,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,1,2,,Dodo Press,false,13842041,3,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2009,1,2,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"Paul Johann Ludwig von Heyse (1830-1914) war ein deutscher Schriftsteller. 1847 beginnt Hyse mit dem Studium der klassischen Philologie in Berlin. Heyses erste Novelle Marion wird im Tunnel 1852 ausgezeichnet. Das spater mehrfach vertonte Spanische Liederbuch mit Ubersetzungen von Geibel und Heyse ist der Beginn einer lebenslangen Ubersetzertatigkeit, in der Heyse vor allem als Vermittler der italienischen Literatur hervorragendes leistet. 1854 trifft Heyse in Munchen ein. Bereits in seinem ersten Jahr in Munchen grundet Heyse mit Geibel die Dichtervereinigung Krokodil. Die beruhmteste seiner uber 150 Erzahlungen, L'Arrabiata, veroffentlicht Heyse 1855. Im Jahr 1865 entsteht sein popularstes Stuck Colberg. Heyse wird 1871 Mitglied des bayrischen Maximiliansorden fur Wissenschaft und Kunst. 1910 wurde er als erster deutscher Autor belletristischer Werke mit dem Nobelpreis fur Literatur ausgezeichnet. Zu Heyses Werke zahlen u. a. noch: Das Madchen von Treppi (1855), Die Einsamen (1857), Der Weinhuter (1862-63), Die Witwe von Pisa (1865), Beatrice (1867), Der Letzte Zentaur (1904) und Ein Ring (1904)."
14292104,290845,Die Einsamen,1409928160,9781409928164,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,1,2,,Dodo Press,false,19933819,5,5,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2009,1,1,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"Paul Johann Ludwig von Heyse (1830-1914) war ein deutscher Schriftsteller. 1847 beginnt Hyse mit dem Studium der klassischen Philologie in Berlin. Heyses erste Novelle Marion wird im Tunnel 1852 ausgezeichnet. Das spater mehrfach vertonte Spanische Liederbuch mit Ubersetzungen von Geibel und Heyse ist der Beginn einer lebenslangen Ubersetzertatigkeit, in der Heyse vor allem als Vermittler der italienischen Literatur hervorragendes leistet. 1854 trifft Heyse in Munchen ein. Bereits in seinem ersten Jahr in Munchen grundet Heyse mit Geibel die Dichtervereinigung Krokodil. Die beruhmteste seiner uber 150 Erzahlungen, L'Arrabiata, veroffentlicht Heyse 1855. Im Jahr 1865 entsteht sein popularstes Stuck Colberg. Heyse wird 1871 Mitglied des bayrischen Maximiliansorden fur Wissenschaft und Kunst. 1910 wurde er als erster deutscher Autor belletristischer Werke mit dem Nobelpreis fur Literatur ausgezeichnet. Zu Heyses Werke zahlen u. a. noch: Das Madchen von Treppi (1855), Die Einsamen (1857), Der Weinhuter (1862-63), Die Witwe von Pisa (1865), Beatrice (1867), Der Letzte Zentaur (1904) und Ein Ring (1904)."
14292107,290845,Der Weinhuter,1409928217,9781409928218,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,1,2,,Dodo Press,false,19933823,4,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2009,1,1,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"Paul Johann Ludwig von Heyse (1830-1914) war ein deutscher Schriftsteller. 1847 beginnt Hyse mit dem Studium der klassischen Philologie in Berlin. Heyses erste Novelle Marion wird im Tunnel 1852 ausgezeichnet. Das spater mehrfach vertonte Spanische Liederbuch mit Ubersetzungen von Geibel und Heyse ist der Beginn einer lebenslangen Ubersetzertatigkeit, in der Heyse vor allem als Vermittler der italienischen Literatur hervorragendes leistet. 1854 trifft Heyse in Munchen ein. Bereits in seinem ersten Jahr in Munchen grundet Heyse mit Geibel die Dichtervereinigung Krokodil. Die beruhmteste seiner uber 150 Erzahlungen, L'Arrabiata, veroffentlicht Heyse 1855. Im Jahr 1865 entsteht sein popularstes Stuck Colberg. Heyse wird 1871 Mitglied des bayrischen Maximiliansorden fur Wissenschaft und Kunst. 1910 wurde er als erster deutscher Autor belletristischer Werke mit dem Nobelpreis fur Literatur ausgezeichnet. Zu Heyses Werke zahlen u. a. noch: Das Madchen von Treppi (1855), Die Einsamen (1857), Der Weinhuter (1862-63), Die Witwe von Pisa (1865), Beatrice (1867), Der Letzte Zentaur (1904) und Ein Ring (1904)."
24082590,290845,Märchen und Spukgeschichten,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,43677569,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2014,4,22,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
19497326,290845,Im Grafenschloß (German Edition),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,27609224,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,3,31,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],
20548271,290845,Barbarossa,5519005427,9785519005425,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2014,1,1,,Book on Demand Ltd.,false,37872532,3,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,3,31,0.00,0,0,['290845'],['Paul von Heyse'],['3.44'],[],[],[],"Barbarossa and other tales. From the German by L.C.S. This book, ""Barbarossa,"" by Paul Heyse, is a replication of a book originally published before 1874. It has been restored by human beings, page by page, so that you may enjoy it in a form as close to the original as possible."
