id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
45961,25708,Soul Mountain,0060936231,9780060936235,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,10,23,eng,Harper Perennial,false,45123,81,12793,15053,4198,495,5:1046|4:1342|3:1075|2:495|1:240|total:4198,1989,,,3.59,3360,374,['25708'],['Gao Xingjian'],['3.54'],['194394'],['Mabel Lee'],['3.56'],"In 1983, Chinese playwright, critic, fiction writer, and painter Gao Xingjian was diagnosed with lung cancer and faced imminent death. But six weeks later, a second examination revealed there was no cancer -- he had won ""a reprieve from death."" Faced with a repressive cultural environment and the threat of a spell in a prison farm, Gao fled Beijing and began a journey of 15,000 kilometers into the remote mountains and ancient forests of Sichuan in southwest China. The result of this epic voyage of discovery is <i>Soul Mountain</i>.<br /><br />Bold, lyrical, and prodigious, <i>Soul Mountain</i> probes the human soul with an uncommon directness and candor and delights in the freedom of the imagination to expand the notion of the individual self."
375159,25708,Ink Paintings by Gao Xingjian: The Nobel Prize Winner,193190703X,9781931907033,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,365029,1,20,12,4,0,5:1|4:0|3:1|2:2|1:0|total:4,2002,,,3.00,4,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
13297011,25708,La Huida,9686773568,9789686773569,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,10,14,spa,Ediciones El Milagro,false,18502174,2,4,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,1992,1,1,5.00,2,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],Obras:<br />-La huida (Trad. Gerardo Deniz)<br />-Al borde de la vida (Trad. Luis Zapata)<br />-El sonámbulo (Trad. Boris Schoemann)<br />-Cuatro cuartetos para un fin de semana (Trad. Claudia Belair López y Laura López Morales)<br />Introducción: Sergio Pitol
5596047,25708,Of Mountains and Seas: A Tragicomedy of the Gods in Three Acts,9629963752,9789629963750,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,9,1,,Chinese University Press,false,5767395,1,16,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,2008,9,8,5.00,2,0,"['25708', '410930']","['Gao Xingjian', 'Gilbert C.F. Fong']","['3.54', '3.61']",[],[],[],"<i>Of Mountains and Seas</i> is a fictional play that weaves together legendary characters from the classic Chinese text, <i>Shanhaijing</i>. The well-known mythical characters are presented as ordinary individuals who, despite their divine powers, struggle with the misadventures and emotional consequences of life. The gods appear innocent and childish, comically mixing up traditional social roles and behavior. Gao Xingjian infuses his play with his trademark unconventionality and esthetic flair, indulging in a considerable amount of inventive and open staging that allows directors to add their own creative stamp. The spectacular, eccentric characters make this play a colorful dramatic experience."
22041076,25708,Le Somnambule,,2782872822973,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399276726l/22041076._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399276726l/22041076._SX50_.jpg,,,,fre,,false,41363991,1,5,9,2,1,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,1,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
35442541,25708,Absolute Signal,9574453030,9789574453030,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497564736l/35442541._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497564736l/35442541._SX50_.jpg,2009,,,eng,Bookman Books,false,56825081,1,3,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
33188899,25708,The Accident,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480530636l/33188899._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480530636l/33188899._SY75_.jpg,,,,,,false,53884112,1,8,7,3,0,5:0|4:0|3:1|2:2|1:0|total:3,,,,2.33,3,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
37458041,25708,Il pane dell'esilio,8888130225,9788888130224,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513057284l/37458041._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513057284l/37458041._SY75_.jpg,2001,,,ita,Medusa,false,59079040,1,3,6,2,0,5:0|4:0|3:2|2:0|1:0|total:2,,,,3.00,2,0,"['25708', '522356']","['Gao Xingjian', 'Yang Lian']","['3.54', '4.00']",[],[],[],
28771370,25708,Dvasios kalnas,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,48969472,1,3,6,2,0,5:0|4:1|3:0|2:1|1:0|total:2,,,,3.00,2,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
25505578,25708,City of the Dead and Song of the Night,9629966506,9789629966508,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431101630l/25505578._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431101630l/25505578._SX50_.jpg,2015,2,,,The Chinese University Press,false,45283729,1,14,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2015,2,1,5.00,1,0,['25708'],['Gao Xingjian'],['3.54'],"['410930', '194394']","['Gilbert C.F. Fong', 'Mabel Lee']","['3.61', '3.56']","Presented in English for the first time in this book are two plays by Gao Xingjian originally written in Chinese: City of the Dead and Song of the Night. City of the Dead is the first of Gao Xingjian’s plays to focus fully on the male-female relationship. In this work, he transforms a wellknown ancient morality tale, “Zhuangzi Tests His Wife”, which had been used to caution women against being unfaithful to their husbands, into a modern play that is in keeping with his own sympathetic stance towards women in male-female relationships. In a certain sense, City of the Dead may be regarded as defining Gao’s fundamental view that men possess a flippant and cavalier attitude to their female sexual partner or partners, and that women who become involved in sexual relationships with men are therefore doomed to suffer.<br /><br /><br />Among Gao Xingjian’s theatrical portrayals of the female psyche, Song of the Night is his most ambitious and most detailed one. Gao’s articulation of the female psyche is embedded in a solid substratumbedrock of his autobiographical impulses. It is through female actors, and his range of ingenious theatrical innovations that Gao succeeds in convincingly portraying his personal view of the power dynamics generated in male-female sexual relationships, and how these are played out.<br /><br /> <br /><br />Together, these two plays advance Gao Xingjian’s innovative theatrical experiments in dramatic prose across linguistic and cultural boundaries. The English translations of City of the Dead and Song of<br />the Night in the present volume will lead to significant English-language productions of these plays, and concomitantly a greater understanding of Gao’s plays.<br /><br />from: <a target=""_blank"" href=""https://www.chineseupress.com/index.php?route=product/product&amp;product_id=2860"" rel=""nofollow"">https://www.chineseupress.com/index.p...</a>"
34871588,25708,Pour une autre esthétique,2080106465,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,,,fre,Flammarion,false,56120884,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
3914608,25708,Silhouette/Shadow: The Cinematic Art of Gao Xingjian,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,,,eng,Contours,false,3960036,1,8,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,2007,,,5.00,1,0,"['1669558', '25708']","['Fiona Sze-Lorrain', 'Gao Xingjian']","['3.95', '3.54']",[],[],[],
23857586,25708,L'Ami (Cadre vert),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,43467327,1,3,5,1,1,5:1|4:0|3:0|2:0|1:0|total:1,2012,11,8,5.00,1,1,['25708'],['Gao Xingjian'],['3.54'],['1125979'],['Noël Dutrait'],['3.52'],
27887379,25708,"Weekend Quartet ('Shou mo si chong zou', in traditional Chinese, NOT in English)",9570821957,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,47893515,1,1,5,1,0,5:1|4:0|3:0|2:0|1:0|total:1,,,,5.00,1,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
40119386,25708,Chronique du Classique des mers et des monts,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,,,fre,Seuil,false,62216692,2,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
31569179,25708,Gao Xingjian,8480261528,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471787692l/31569179._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471787692l/31569179._SY75_.jpg,2002,,,spa,Museo Nacional Centro de Arte Reina Sofía,false,52256432,1,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['25708', '367723']","['Gao Xingjian', 'Cristina Carrillo De Albornoz']","['3.54', '4.00']",[],[],[],"De acuerdo con la doble obra literaria y pictórica del Premio Nobel de Literatura del año 2000, Gao Xingjian, el catálogo toma formato de libro de lectura con imágenes fuera de texto. Se recoge gran parte de su obra en tinta china sobre papel, una producción en constante diálogo con sus preocupaciones literarias, acompañada por dos textos firmados por el propio Gao (‘Mi España’, escrito expresamente, y ‘Fusionar Oriente y Occidente con tinta china’, procedente de su amplio ensayo ‘Por otra estética’) y uno más firmado por Cristina Carrillo de Albornoz acerca de la ‘visión interior’ del artista, analizada a través de sus claves pictóricas."
51064173,25708,周末四重奏,,9789624976427,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581133632l/51064173._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581133632l/51064173._SY75_.jpg,1996,,,,香港新世纪出版社,false,75883428,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
33044547,25708,The Temple,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479825851l/33044547._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479825851l/33044547._SX50_.jpg,1989,,,,,false,53699794,1,6,4,2,0,5:0|4:0|3:0|2:2|1:0|total:2,,,,2.00,2,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
31569160,25708,Gao Xingjian. Llamada a un Renacimiento,,9788471735829,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471787537l/31569160._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471787537l/31569160._SX50_.jpg,2015,,,spa,Fundación Caja Vital Kutxa,false,52256411,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
40183197,25708,Gao Xingjian: Théâtre I,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,,,fre,Lansman,false,62346882,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
31296527,25708,Begunci,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469886195l/31296527._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469886195l/31296527._SX50_.jpg,2002,,,srp,"Stubovi kulture, Beograd",false,51961349,1,5,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1992,,,3.00,1,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],"""Begunci"" predstavljaju najsnažnije umetničko viđenje masakra studenanta na Tijenanmenu. Potresna drama u kojoj se mit prepliće sa stvarnošću, a istorija sa mistikom, čime se čitalac suočava sa svim licima kineske civilizacije date iz ugla jednog od ključnih nastavljača Beketa i Joneska."
38829304,25708,Le Témoignage de la littérature,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,,,fre,Seuil,false,60402879,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
26249028,25708,Vingt-cinq ans après (Cadre vert),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,46244970,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2012,11,8,0.00,0,0,['25708'],['Gao Xingjian'],['3.54'],['1125979'],['Noël Dutrait'],['3.52'],
8717158,25708,Silhouette/Shadow The Cinematic Art Of Gao Xingjian,9810592078,9789810592073,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,13590062,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
43232398,25708,Le Quêteur de la mort,2020611791,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,3,,fre,Éditions du Seuil,false,67081560,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['25708'],['Gao Xingjian'],['3.54'],"['1125979', '5063434']","['Noël Dutrait', 'Liliane Dutrait']","['3.52', '3.43']",suivi de L'Autre rive et La Neige en août
52402635,25708,La señal de alarma,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72410924,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
43392216,25708,La Montagne de l'Ame. Une canne à pêche pour mon grand-père. Le Livre d'un homme seul. L'Ami. Vingt-cinq ans après,2021072223,9782021072228,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,67418248,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
43837173,25708,Das Buch eines einsamen Menschen,3100245040,9783100245045,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,68219045,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
15589487,25708,"Au Plus Pres Du Reel: Dialogues Sur L'Ecriture, 1994-1997",2876783657,9782876783652,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385091217l/15589487._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385091217l/15589487._SY75_.jpg,,,,fre,,false,21246377,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
41070382,25708,Shan hai jing zhuan (Gao Xingjian xi ju liu zhong) (Mandarin Chinese Edition),9578616066,9789578616066,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,64155311,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
48925958,25708,Montanha da Alma (Em Portugues do Brasil),8560281088,9788560281084,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,74326258,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
48714995,25708,Fyra dramer: Nattvandraren; Mellan liv och död; Dialoger och genmälen; Fyra weekend-kvartetter,9174865641,9789174865646,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572989529l/48714995._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572989529l/48714995._SY75_.jpg,2001,7,1,swe,Atlantis,false,74070563,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2001,7,1,0.00,0,0,"['25708', '2100409']","['Gao Xingjian', 'Göran Malmqvist']","['3.54', '3.80']",[],[],[],"Nobelpristagaren Gao Xingjian har förnyat den kinesiska dramatiken, som under större delen av 1900-talet har dominerats av den naturalistiska och socialrealistiska traditionen. Gao hävdar att teaterns främsta uppgift är att åstadkomma en växelverkan mellan skådespelare och publik. Flera av hans dramer bygger på en musikalisk kompositionsteknik, och kännetecknande för hans dramatik är dess berikande förening av moderna västerländska tekniker och element hämtade från den traditionella kinesiska teatern. Atlantis presenterar nu fyra dramer av Gao Xingjian från 1990-talet. Här behandlar Gao existentiella frågor av universell karaktär och tecknar flera laddade kvinnoporträtt. Med sina ofta absurda inslag och humoristiska omkastningar är Gaos pjäser en utmaning för skådespelarna och utsökta läsdramer. Översättning av Göran Malmqvist."
52402567,25708,El salvaje,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72410900,1,2,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
23011901,25708,"Mei you zhu yi (Without isms, in traditional Chinese, NOT in English)",9570821965,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,42578444,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2000,12,1,0.00,0,0,['25708'],['Gao Xingjian'],['3.54'],[],[],[],
7140329,25708,"Grace Tong, Wang Keping, Gao Xingjian",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,,,,London : Michael Goedhuis,false,7404247,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1998,,,0.00,0,0,"['3169338', '1386940', '25708', '620710', '3169339']","['Grace Yang-tze Tong', 'Wang Keping', 'Gao Xingjian', 'Melissa Walt Thompson', 'Michael Goedhuis']","['0.0', '4.33', '3.54', '4.00', '4.00']",[],[],[],
7857110,25708,Gao Xingjian :le goût de l'encre,9053493247,9789053493243,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,10995014,1,3,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,"['114609', '25708', '1129877']","['Michel Draguet', 'Gao Xingjian', 'Musée des beaux-arts de Mons']","['4.19', '3.54', '0.0']",[],[],[],
15979333,25708,Gao Xingjian,9810850751,9789810850753,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356123901l/15979333._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356123901l/15979333._SX50_.jpg,2011,5,31,,University of Hawaii Press,false,21731019,2,6,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,2011,11,30,0.00,0,0,"['6516941', '25708']","['Ipreciation', 'Gao Xingjian']","['0.0', '3.54']",[],[],[],"Better known as a literary genius for his Nobel Prize winning novels, Gao Xingjian is the epitome of a well-rounded scholar. Built up a career diverse in both academic and artistic disciplines, Gao is a novelist, translator, dramatist, director, critic and artist.<br /><br />Gao's art are definitely not overshadowed by his revolutionary and wildly reputed literary works. Equal to his literary oeuvre, his paintings are works of art with a level of originality. Different from writing, ink and wash painting is for him another creative channel which he articulates his inner mindscape where words are not able to express. 'Painting begins where language fails', one of Gao's lines which was frequently quoted by art critics, characterizes his art like a convincing visual poetry that explains his philosophy.<br /><br />Gao Xingjian has exemplified the idea of creative self-expression, a personal code of aesthetics most artists have lost given the need to politicise their creations. By epitomising the notion of individuality, Gao has broken free from any kind of fashionable, pre-meditated aesthetical or philosophical codes, and relaying the importance of an artist to remain aware of their own sentiments, expressions, based on their own experiences, so as to effectively create, as opposed to being influenced by extrinsic factors.<br /><br />Gao specialises in ink-painting and has held more than thirty exhibitions all around the world. His paintings have been used as cover illustrations for his own books. He now lives in France."
