id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
17716,1433597,Waiting for Godot,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327910301l/17716._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327910301l/17716._SY75_.jpg,2011,,,eng,Grove,false,2635502,245,263469,580817,151673,5278,5:50724|4:49186|3:33099|2:12492|1:6172|total:151673,1952,,,3.83,130979,3620,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],"The story revolves around two seemingly homeless men simply waiting for someone—or something—named Godot. Vladimir and Estragon wait near a tree, inhabiting a drama spun of their own consciousness. The result is a comical wordplay of poetry, dreamscapes, and nonsense, which has been interpreted as mankind’s inexhaustible search for meaning. Beckett’s language pioneered an expressionistic minimalism that captured the existential post-World War II Europe. His play remains one of the most magical and beautiful allegories of our time."
10517437,1433597,The Expelled,0141195797,9780141195797,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362919004l/10517437._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362919004l/10517437._SX50_.jpg,2011,,,eng,Penguin Books,false,15423464,2,568,682,200,15,5:27|4:67|3:74|2:25|1:7|total:200,2011,1,1,3.41,178,13,['1433597'],['Samuel Beckett'],['3.88'],['12072'],['Richard Seaver'],['4.10'],"Remorseless and unnerving, but leavened with black humour and the brilliance of his writing, Beckett's work is some of the most important and distinctive of the last century. In these two stories, the pains of companionship, and of loneliness and of the human body are starkly explored."
25149771,1433597,Dante and the Lobster,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533143933l/25149771._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533143933l/25149771._SY75_.jpg,,,,,,false,44850629,4,397,667,200,20,5:27|4:54|3:83|2:31|1:5|total:200,,,,3.34,80,4,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],
1121971,1433597,Fizzles,0802111939,9780802111937,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1977,,,eng,Grove Press,false,1109053,6,310,612,161,19,5:48|4:52|3:47|2:9|1:5|total:161,1976,1,1,3.80,140,17,['1433597'],['Samuel Beckett'],['3.88'],['1585484'],['مهدی نوید'],['3.42'],"Samuel Beckett used the word ""fizzles"" to describe eight short prose pieces written between 1973-1975.<br /><br />Most fizzles are unnamed, and identified by their numbers or first few words:<br /><br /> Fizzle 1 [He is barehead]<br /> Fizzle 2 [Horn came always]<br /> Fizzle 3 Afar a Bird<br /> Fizzle 4 [I gave up before birth]<br /> Fizzle 5 [Closed place]<br /> Fizzle 6 [Old earth]<br /> Fizzle 7 Still<br /> Fizzle 8 For to end yet again<br /><br />Excluding Still, Beckett wrote all the fizzles in French, and later translated them into English. All the Fizzles are included in the collection The Complete Short Prose 1929-1989<br /><br />(description from Wikipedia)"
855171,1433597,Rockaby and Other Short Pieces,0802151388,9780802151384,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1994,1,13,,Grove Press,false,1598740,9,283,575,146,12,5:49|4:56|3:28|2:9|1:4|total:146,2007,12,1,3.94,133,12,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],"We find in Beckett's masterful, exquisite prose, the familiar themes from his earlier works here expressed in the anguished murmurings of the solitary human consciousness."
1116922,1433597,Footfalls,0571110401,9780571110407,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1294356070l/1116922._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1294356070l/1116922._SY75_.jpg,,,,eng,,false,1103945,2,300,573,156,6,5:36|4:59|3:41|2:14|1:6|total:156,1976,12,1,3.67,155,6,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],
2828086,1433597,"The Letters of Samuel Beckett: Volume 1, 1929-1940",0521867932,9780521867931,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,3,1,eng,Cambridge University Press,false,2854189,3,555,540,127,10,5:62|4:41|3:19|2:4|1:1|total:127,2008,11,30,4.25,126,10,"['1433597', '1230088', '2985943']","['Samuel Beckett', 'Lois More Overbeck', 'Martha Dow Fehsenfeld']","['3.88', '4.40', '4.41']",[],[],[],"The letters written by Samuel Beckett between 1929 and 1940 provide a vivid and personal view of Western Europe in the 1930s, and mark the gradual emergence of Beckett's unique voice and sensibility. The Cambridge University Press edition of The Letters of Samuel Beckett offers for the first time a comprehensive range of letters of one of the greatest literary figures of the twentieth century. Selected for their bearing on his work from over 15,000 extant letters, the letters published in this four-volume edition encompass sixty years of Beckett's writing life (1929-1989), and include letters to friends, painters and musicians, as well as to students, publishers, translators, and colleagues in the world of literature and theater. For anyone interested in twentieth-century literature and theater this edition is essential reading, offering not only a record of Beckett's achievements but a powerful literary experience in itself."
595140,1433597,Eleuthéria,8472239780,9788472239784,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382199845l/595140._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382199845l/595140._SY75_.jpg,,,,spa,,false,2810741,13,327,536,151,12,5:27|4:54|3:48|2:19|1:3|total:151,1995,2,17,3.55,98,7,['1433597'],['Samuel Beckett'],['3.88'],['454474'],['Michael Brodsky'],['3.71'],"Beckett reúne en esta obra en tres actos todos los ingredientes de la dramaturgia burguesa : trama, personajes, conflictos, situaciones, diálogos y convenciones, para someterlos a una sarcástica operación de desguace. El joven Victor Krap ha abandonado, sin motivo aparente, su hogar, su familia, su trabajo, su novia... y se ha recluido en un miserable cuartucho de pensión para alcanzar una imposible libertad (en griego, Eleutheria). Allí acudirá una insólita galería de personajes -incluidos un espectador y un torturador chino-, que intentarán que Victor se explique para que la obra tenga sentido.<br /><br /><br />Eleutheria apareció de improviso en Francia en febrero de 1995, rodeada de cierto recelo. Y es que, estando vivo, Samuel Beckett jamás la quiso publicar, y dejó encargado a su albacea literario, el editor Jérôme Lindon, fundador y director de Les Editions de Minuit, que nunca sacara a la luz. Beckett jamás renegó de su primer trabajo en lengua francesa, escrito en 1947, pero sí creía que se trataba de una obra imperfecta que no debía ser presentada al público. Sin embargo, hoy, Jean-Pierre Thibaudat escribe en Libération : «En los años cincuenta, aun cuando no fuera una obra maestra, la lectura de Eleutheria habría podido ser -y lo es ahora- absolutamente excitante-.<br /><br />Lindon, «descubridor» de Beckett, su editor fiel, amigo y confidente, conservó, pues, respetuosamente el manuscrito original durante cuarenta años, ignorando, u olvidadando tal vez, que otro editor, que había publicado su obra en Estados Unidos, disponía de una copia que le había entregado el propio Beckett en un momento de dificultad del editor y, por lo visto, de generosa debilidad del autor. Durante dos años Lindon intentó evitar que su colega norteamericano publicara la versión inglesa de Eleutheria, pero, finalmente, al fracasar en el intento, consideró más justo que saliera primero en la lengua original."
2291989,1433597,Samuel Beckett's Waiting for Godot (Modern Critical Interpretations),0791097935,9780791097939,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,12,30,eng,Blooms Literary Criticism,false,2298295,2,328,529,140,5,5:45|4:42|3:33|2:17|1:3|total:140,1988,2,1,3.78,123,4,"['236', '1433597']","['Harold Bloom', 'Samuel Beckett']","['4.10', '3.88']",[],[],[],"Each title features: <br />- Critical essays reflecting a variety of schools of criticism<br />- Notes on the contributing critics, a chronology of the author's life, and an index<br />- An introductory essay by Harold Bloom."
12278,1433597,The Grove Centenary Editions of Samuel Beckett (4 Volumes),0802118313,9780802118318,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,3,23,,Grove Press,false,14592,1,206,512,105,10,5:94|4:9|3:2|2:0|1:0|total:105,2006,3,23,4.88,105,10,"['1433597', '296961']","['Samuel Beckett', 'Paul Auster']","['3.88', '3.81']",[],[],[],"Edited by Paul Auster, this four–volume set of Beckett's canon has been designed by award winner Laura Lindgren. Available individually, as well as in a boxed set, the four hardcover volumes have been specially bound with covers featuring images central to Beckett's works. Typographical errors that remained uncorrected in the various prior editions have now been corrected in consultation with Beckett scholars C. J. Ackerley and S. E. Gontarski.<br /><br />""Poet, novelist, short–story writer, playwright, translator, and critic, Samuel Beckett created one of the most brilliant and enduring bodies of work in twentieth–century literature. In celebration of the one hundredth anniversary of his birth, the four volumes of this new edition bring together nearly every word Beckett published during his lifetime. Open anywhere and begin reading. It is an experience unequaled anywhere in the universe of words."" — Paul Auster, from his Series Notes<br />"
2261316,1433597,Zone,0851052150,9780851052151,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470170663l/2261316._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470170663l/2261316._SX50_.jpg,1972,,,eng,Dolmen Press,false,2267291,8,380,499,123,20,5:50|4:39|3:25|2:9|1:0|total:123,2015,10,13,4.06,46,5,"['66522', '1433597']","['Guillaume Apollinaire', 'Samuel Beckett']","['3.85', '3.88']",[],[],[],
3350994,1433597,Play and two short pieces for radio,0571085229,9780571085224,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1964,5,,eng,Faber and Faber,false,3389414,1,213,484,131,13,5:40|4:42|3:24|2:19|1:6|total:131,1964,,,3.69,131,13,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],
668800,1433597,"Three Plays: Ohio Impromptu, Catastrophe, What Where",0802151167,9780802151162,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1984,3,1,,Grove/Atlantic,false,1832699,4,229,471,125,5,5:29|4:50|3:36|2:8|1:2|total:125,1981,,,3.77,122,5,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],
6590725,1433597,Selected Poems 1930-1988,057124372X,9780571243723,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,11,5,eng,Faber  Faber,false,6784302,8,296,469,127,12,5:34|4:40|3:38|2:10|1:5|total:127,1999,1,31,3.69,83,7,"['1433597', '524791']","['Samuel Beckett', 'David Wheatley']","['3.88', '3.83']",[],[],[],"It was as a poet that Samuel Beckett launched himself in the little reviews of 1930s Paris, and as a poet that he ended his career. This new selection, from <i>Whoroscope</i> (1930) to 'what is the word' (1988), describes a lifetime's arc of writing. It was as a poet moreover that Beckett made his first breakthrough into writing in French, and the <i>Selected Poems</i> represents work in both languages, including the sequence of brief but highly crafted <i>mirlitonnades</i>, which did so much to usher in the style of his late prose, and come as close as anything he wrote to honouring the ambition to 'bore one hole after another in language, until what lurks behind it - be it something or nothing - begins to seep through.' <br /><br />Also included are several of Beckett's translations from contemporaries - Apollinaire, Eluard, Michaux, Montale - in versions which count among his own poetic achievements."
3408256,1433597,Come and Go,0714501735,9780714501734,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327591672l/3408256._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327591672l/3408256._SY75_.jpg,1968,,,,Evergreen,false,3448477,2,252,450,127,10,5:27|4:40|3:41|2:13|1:6|total:127,1967,7,,3.54,126,10,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],
23138344,1433597,Beckett Remembering/Remembering Beckett: A Celebration,1628720530,9781628720532,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2014,5,14,,Skyhorse Publishing,true,805847,13,217,410,99,9,5:37|4:43|3:16|2:2|1:1|total:99,2006,1,1,4.14,0,0,"['10852', '65984', '1433597']","['James Knowlson', 'Elizabeth Knowlson', 'Samuel Beckett']","['4.24', '4.15', '3.88']",[],[],[],"This revealing collection offers fresh insights into one of the 20th century's greatest, most enigmatic writers. In life, Samuel Beckett was one of the most private of men, preferring to let his writing speak for itself. In this commemorative volume, through interviews with his official biographer, he speaks of his youth, his home and family, his schools in Dublin, his life in Paris as an exchange student from Trinity College Dublin, his early writings, and his war years in the south of France. The second part of the work includes dozens of pieces written about him by those who knew him best, worked with him most closely, or admired him for his enduring influence, among them Edward Albee, Paul Auster, J. M. Coetzee, Hume Cronyn, Eug ne Ionesco, Anthony Minghella, Tom Stoppard, and Jessica Tandy. Of special interest are remembrances of Beckett as a young man from fellow students at Trinity College Dublin and from L'Ecole Normale Sup(r)rieure in Paris. For those familiar with Beckett's work, this will enhance their knowledge; for those who are not, it is a revealing introduction to the Nobel Prize-winning author's life and work."""
513346,1433597,Stirrings Still (Beckett Short),0714543047,9780714543048,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,501321,10,224,402,102,11,5:33|4:42|3:17|2:8|1:2|total:102,1989,1,1,3.94,73,6,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],
7362145,1433597,Nine Plays Of The Modern Theater,0394174119,9780394174112,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443388389l/7362145._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443388389l/7362145._SY75_.jpg,1982,,,eng,Grove Weidenfeld,false,141977,2,228,398,97,3,5:37|4:39|3:16|2:4|1:1|total:97,1981,1,10,4.10,12,0,"['85153', '26853', '1433597', '41616', '29952', '1197', '7689', '117671', '293', '7711']","['Harold Clurman', 'Bertolt Brecht', 'Samuel Beckett', 'Friedrich Dürrenmatt', 'Jean Genet', 'Harold Pinter', 'Eugène Ionesco', 'Sławomir Mrożek', 'Tom Stoppard', 'David Mamet']","['4.08', '3.78', '3.88', '3.91', '3.99', '3.79', '3.91', '3.93', '4.05', '3.86']",[],[],[],The Caucasian Chalk Circle - Bertolt Brecht<br />Waiting for Godot - Samuel Beckett<br />The Visit - Friedrich Durrenmatt<br />The Balcony - Jean Genet<br />The Birthday Party - Harold Pinter<br />Rhinoceros - Eugene Ionesco<br />Tango - Slawomir Mrozek<br />Rosencrantz and Guildenstern Are Dead - Tom Stoppard<br />American Buffalo - David Mamet
24974523,1433597,Act without words,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515656015l/24974523._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515656015l/24974523._SX50_.jpg,,,,,,false,44639679,3,197,397,105,6,5:28|4:37|3:31|2:7|1:2|total:105,1990,1,1,3.78,92,6,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],
6696707,1433597,Company / Ill Seen Ill Said / Worstward Ho / Stirrings Still,0571244734,9780571244737,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,5,21,,Faber  Faber,false,6892366,4,235,391,95,10,5:46|4:26|3:15|2:4|1:4|total:95,1981,,,4.12,82,8,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],"These four last prose fictions by Samuel Beckett were originally published individually, and their composition spanned the final decade of his life. In Company a solitary hearer lying in blackness calls up images from the far-off past. Ill Seen Ill Said meditates upon an old woman living out her last days alone in an isolated snow-bound cottage, watched over by twelve mysterious sentinels. In Worstward Ho, a breathless speaker unravels the sense of things, acting out the unending injunction to ‘Try again. Fail again. Fail better.’ And Stirrings Still, published in the Guardian a few months before Beckett’s death in 1989, is the last prose work and testament of ‘this great soothsayer of the age, and of the aged’ (Christopher Ricks).<br /><br />The present edition includes several short prose texts (Heard in the Dark I &amp; II, One Evening, The Way, Ceiling) which represent work in progress or works ancillary to the composition of these late masterpieces.<br /><br />Edited by Dirk Van Hulle."
59699,1433597,James Joyce/Finnegans Wake: Our Exagmination Round His Factification for Incamination of Work in Progress,0811204464,9780811204460,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1972,12,12,,New Directions Publishing Corporation,false,7354230,4,291,358,87,11,5:37|4:27|3:20|2:2|1:1|total:87,1929,,,4.11,74,10,"['1433597', '37151', '430900', '15435', '174920', '5744', '142422', '377917', '1666416', '43546', '1052821', '929581']","['Samuel Beckett', 'Marcel Brion', 'Robert Sage', 'William Carlos Williams', 'Frank Budgen', 'Stuart Gilbert', 'Eugene Jolas', 'Robert McAlmon', 'Thomas McGreevy', 'Elliot Paul', 'John Rodker', 'Victor Llona']","['3.88', '3.85', '4.21', '4.13', '4.07', '4.07', '3.95', '3.87', '4.17', '3.93', '4.17', '3.97']",[],[],[],"<i>Our Exagmination Round His Factification for Incamination of Work in Progress</i> is unique among the many books Finnegans Wake has evoked from other writers. This symposium was published in Paris ten years before Joyce's work in progress was completed and the contributors were all friends or acquaintances of the author: Samuel Beckett, Marcel Brion, Frank Budgen, Stuart Gilbert, Eugene Jolas, Victor Llona, Robert McAlmon, Thomas McGreevy, Elliot Paul, John Rodker, Robert Sage and William Carlos Williams. There are also ""Letters of Protest"" from G.V.L. Slingsby and Vladimir Dixon."
12282,1433597,Novels I of Samuel Beckett: Volume I of The Grove Centenary Editions,0802118178,9780802118172,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,3,13,,Grove Press,false,14596,1,187,316,71,8,5:42|4:21|3:7|2:0|1:1|total:71,2006,3,13,4.45,71,8,"['1433597', '296961', '1351903']","['Samuel Beckett', 'Paul Auster', 'Colm Tóibín']","['3.88', '3.81', '3.69']",[],[],[],
8724224,1433597,The Selected Works of Samuel Beckett,0802145140,9780802145147,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562941539l/8724224._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562941539l/8724224._SY75_.jpg,2011,2,8,eng,Grove Press,false,13597179,5,203,314,68,4,5:48|4:15|3:4|2:1|1:0|total:68,2010,11,9,4.62,63,3,"['1433597', '296961']","['Samuel Beckett', 'Paul Auster']","['3.88', '3.81']",[],[],[],"The Winner of the Nobel Prize in Literature who “transformed the destitution of man into his exaltation” (The Swedish Academy), Samuel Beckett was one of the most important and influential figures of twentieth-century literature. His radically minimalist language, black humor, and surreal situations unleashed a brilliant vision uniquely Beckett’s own and in the process forever changed literature. Here in a four-volume paperback box set are Beckett’s major works in prose, drama, poetry, and criticism edited by Paul Auster. As Auster writes in his notes for the series, “Samuel Beckett created one of the most brilliant and enduring bodies of work in twentieth-century literature. . . . The four volumes bring together nearly every word Beckett published during his lifetime. . . . Open anywhere and begin reading. It is an experience unequaled anywhere in the universe of words.”"
711042,1433597,The Olympia Reader: An Anthology of Erotic & Literary Classics,0802132944,9780802132949,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441892362l/711042._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441892362l/711042._SY75_.jpg,1992,6,1,eng,Grove Press (NY),false,697307,10,215,297,72,5,5:29|4:29|3:10|2:2|1:2|total:72,1965,,,4.12,61,5,"['189884', '147', '1433597', '113780', '22692', '757744', '29952', '150401', '414161', '2885224', '4462369', '723076', '128658', '6575712', '6575713', '4392029', '15957', '150560', '4079859', '6575714', '609267', '922006', '8166', '418447', '558944']","['Maurice Girodias', 'Henry Miller', 'Samuel Beckett', 'John Cleland', 'Pauline Réage', 'Ataullah Mardaan', 'Jean Genet', 'Frank  Harris', 'Henry Jones', 'Marquis de Sade', 'William S. Burroughs', ""Philip O'Connor"", 'Paul Ableman', 'Hamilton Drake', 'We We Meng', 'Chester Himes', 'Raymond Queneau', 'Gregory Corso', 'Beauregard de Farniente', 'Marcus Van Heler', 'James Sherwood', 'J.P. Donleavy', 'Lawrence Durrell', 'Harriet Daimler', 'Charles Henri Ford']","['3.99', '3.78', '3.88', '3.33', '3.33', '4.08', '3.99', '3.84', '4.14', '3.44', '3.68', '3.83', '3.66', '4.13', '4.13', '3.90', '3.93', '4.06', '4.13', '4.13', '4.01', '3.70', '4.02', '3.70', '4.19']",[],[],[],"Contributors include: Henry Miller, Paul Ableman, Beauregard de Farniente, Marcus Van Heler, James Sherwood, J.P. Donleavy, Lawrence Durrell, Harriet Daimler, Charles Henri Ford, Samuel Beckett, John Cleland, Pauline Reage, Ataullah Mardaan, Jean Genet, Rank Harris, Henry Jones, Marquis de Sade, William S. Burroughs, Philip O'Connor, Maurice Girodias, Hamiltaon Drake, We We Meng, Chester Himes, Raymond Queneau, Jean Genet, Greagory Corso and Harriet Daimler."
54026,1433597,"The Poems, Short Fiction, and Criticism of Samuel Beckett: Volume IV of The Grove Centenary Editions",0802118208,9780802118202,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328856847l/54026._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328856847l/54026._SX50_.jpg,2006,3,13,,Grove Press,false,52677,2,162,288,64,2,5:41|4:15|3:7|2:1|1:0|total:64,2006,3,13,4.50,64,2,"['1433597', '296961', '4128']","['Samuel Beckett', 'Paul Auster', 'J.M. Coetzee']","['3.88', '3.81', '3.76']",[],[],[],
53985,1433597,Novels II of Samuel Beckett: Volume II of The Grove Centenary Editions,0802118186,9780802118189,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,3,13,,Grove Press,false,52636,1,174,275,62,4,5:40|4:12|3:8|2:1|1:1|total:62,2006,3,13,4.44,62,4,"['1433597', '296961', '3299']","['Samuel Beckett', 'Paul Auster', 'Salman Rushdie']","['3.88', '3.81', '3.83']",[],[],[],
855166,1433597,Cascando and Other Short Dramatic Pieces,0802150993,9780802150998,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,840657,2,145,268,78,7,5:19|4:20|3:22|2:10|1:7|total:78,1969,12,1,3.44,77,7,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],
11580294,1433597,"The Letters of Samuel Beckett: Volume 2, 1941-1956",0521867940,9780521867948,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344738809l/11580294._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344738809l/11580294._SY75_.jpg,2011,9,12,eng,Cambridge University Press,false,16521532,2,242,267,58,4,5:40|4:13|3:5|2:0|1:0|total:58,2011,9,12,4.60,58,4,"['1433597', '696704', '2985943', '837862', '1230088']","['Samuel Beckett', 'George Craig', 'Martha Dow Fehsenfeld', 'Dan Gunn', 'Lois More Overbeck']","['3.88', '4.26', '4.41', '4.37', '4.40']",[],[],[],"This second volume of The Letters of Samuel Beckett opens with the War years, when it was often impossible or too dangerous to correspond. The surge of letters beginning in 1945, and their variety, are matched by the outpouring and the range of Beckett's published work. Primarily written in French and later translated by the author, the work includes stories, a series of novels (Molloy, Malone Dies, and The Unnamable), essays and plays – most notably Waiting for Godot. The letters chronicle a passionately committed but little known writer evolving into a figure of international reputation, and his response to such fame. The volume provides detailed introductions which discuss Beckett's situation during the War and his crucial move into the French language, as well as translations of the letters, explanatory notes, year-by-year chronologies, profiles of correspondents and other contextual information"
1389522,1433597,"Breath, And Other Shorts",0571097774,9780571097777,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1379606,2,125,266,78,6,5:16|4:26|3:17|2:12|1:7|total:78,,,,3.41,55,2,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],
897205,1433597,فیلم,,9788483107508,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ara,,false,882394,10,137,256,67,6,5:18|4:25|3:19|2:4|1:1|total:67,1969,1,1,3.82,21,3,"['1433597', '1591172']","['Samuel Beckett', 'علی باش']","['3.88', '3.52']",[],[],[],"Film es la unica incursion de Samuel Beckett en el cine. Escrita en 1963, se rodo en Nueva York durante el verano de 1964; la dirigio Alan Schneider y la protagonizo Buster Keaton. Para el rodaje, Beckett realizo su unico viaje a los Estados Unidos, en julio de 1964.La pelicula no tiene dialogos y solo un sonido -un ligero ""B sssh "" -, parte de la teoria de Berkeley ""Esse est percipi,"" o sea ""ser es ser percibido"": aun cuando se suprime toda percepcion exterior -ya sea esta animal, humana o divina- permanece la auto-percepcion. Sin embargo, pese a este principio filosofico, la pelicula, como toda la obra de Beckett, contiene elementos de comedia. Buster Keaton desempena el papel de un hombre que, huyendo por una calle practicamente desierta, se introduce en un portal, sube por las escaleras del edificio y entra en una habitacion -probablemente la suya-, donde cuidadosamente borra toda realidad exterior. Corre la cortina, tapa el espejo, echa al gato y al perro, cierra con llave la puerta, cubre la jaula del pajaro y la pecera y empieza a romper las fotos de su pasado. Sin embargo, el problema de la auto-percepcion sigue insoluble."
1814719,1433597,Relatos,8483108933,9788483108932,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364934943l/1814719._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1364934943l/1814719._SY75_.jpg,,,,,,false,1814198,5,139,256,74,7,5:16|4:21|3:24|2:7|1:6|total:74,1997,1,1,3.46,52,3,['1433597'],['Samuel Beckett'],['3.88'],[],[],[],"Relatos reúne en un único volumen la obra narrativa breve de Samuel Beckett -Premio Nobel de Literatura y uno de los más grandes y originales escritores del siglo XX- publicada a lo largo de los años por Tusquets Editores. Enteramente revisados y ordenados cronológicamente, los textos que aquí se presentan cubren toda la trayectoria de su autor, desde <em>Primer amor</em>, de 1945, a <em>Mal visto mal dicho</em>, de 1980, pasando por <em>Basta, textos para nada</em> o <em>El despoblador</em>. Unas veces embrión de lo que serían sus novelas y obras teatrales más célebres, otras veces rutilante imagen que compendia el universo de Beckett, cada uno de estos relatos constituye por sí solo una verdadera obra maestra."
