id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
26635536,304182,Vítr ve vrbách aneb žabákova dobrodružství,8000009609,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442569371l/26635536._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442569371l/26635536._SX50_.jpg,2001,,,cze,Albatros,false,1061285,2613,309094,679729,170417,5651,5:63351|4:57552|3:37210|2:8832|1:3472|total:170417,1908,10,8,3.99,4,2,"['3843', '14370073', '304182', '575312']","['Kenneth Grahame', 'Míla Grimmichová,', 'Jaroslav Seifert', 'Jindra Čapek']","['3.99', '4.25', '3.87', '3.93']",[],[],[],"Krtek a krysa, dva veselí, dobrosdrdeční braši, se seznámili na začátku jednoho jara a stali se nerozlučnými kamarády. Jejich společným přítelem je Žabák - ale ouvej, s ním je občas opravdu těžké pořízení.<br />Je velmi hodný i družný, trochu sice prostý - ostatně nemůžeme být všichni géniové - především však poněkud rozmazlený, chlubivý a domýšlivý. Bydlí na Žabím hrádku, nejkrásnějším sídle v celém okolí, má moře peněz, přepychové auto a spoustu jiných báječných věcí...<br />Ale protože s ním už není k vydržení a někdy dělá pěkné vylomeniny, rozhodnou se věrní přátelé spolu s Jezevcem přivést Žabáka k rozumu a na lepší cestu.<br />Co všechno musejí podniknout, co se jim při tom přihodí a jak to nakonec dopadne? To ví s jistotou vítr ve vrbách...<br />A také ten, kdo si přečte pohodová, humorná i moudrá dobrodružství pana Žabáka."
4916852,304182,"A sbohem (Skvosty poezie, #1)",807202499X,9788072024995,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312172381l/4916852._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312172381l/4916852._SX50_.jpg,,,,cze,,false,4982405,2,6,24,5,0,5:4|4:1|3:0|2:0|1:0|total:5,,,,4.80,5,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],"Jaroslav Seifert, nositel Nobelovy ceny za literaturu (roku 1984), je naším básníkem nejčtenějším a nejmilovanějším. Jeho tématy byla láska, adorace matky, vztah ke krajině, oslava Prahy, úcta k národní tradici. Tvořil cykly inspirované Němcovou, miloval Nerudu, Hálka, Vrchlického. Ani ve volném verši neopustil metodický ráz ryzí češtiny, v níž celý život zpíval své radosti a strasti i sílu lásky."
18397795,304182,Praga en el sueño,847426281X,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377824494l/18397795._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377824494l/18397795._SY75_.jpg,1996,4,6,spa,Icaria Editorial,false,26025480,1,9,23,5,1,5:3|4:2|3:0|2:0|1:0|total:5,1996,4,6,4.60,5,1,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],"Jaroslav Seifert (Praga, 1901-1986) es el más proteico de los poetas checos del siglo XX, figurando a la cabeza de diversos movimientos. Escribe su primer libro, Ciudad en lágrimas (1921), en la línea de Devétsíl, de corte social; funda luego el Poetismo, hijo de Dadá, y finalmente inicia el regreso al verso clásico, si bien conserva siempre su identidad en la belleza melódica de sus poemas. En 1984 se le concede el Premio Nobel. Entre sus obras destacan Praga (1956), El cometa Halley (1967), La columna de la peste (1977) y Ser poeta (1983).<br /><br />Clara Janés cultiva la poesía, la novela y el ensayo, y se distingue como traductora, particularmente de la lengua checa (de la poesía de Holan y Seifert). Entre su obra poética destacan Libro de alienaciones (1988), Eros (1981), Vivir (1983), Kampa (1986), Lapidario (1988), Creciente fértil (1989) y Rosas de fuego (1996)."
33794827,304182,Vějíř Boženy Němcové,2201676,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483566439l/33794827._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483566439l/33794827._SX50_.jpg,1976,,,,Československý spisovatel,false,54688305,1,8,23,7,0,5:2|4:1|3:1|2:3|1:0|total:7,1940,,,3.29,7,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],"V těžkém čase nesvobody, v r. 1940 komponoval básník k 120. výročí narození přední obrozenské spisovatelky verše, v nichž opěvuje její krásu a vzývá ji jako zdroj víry, spásy, útěchy, jako symbol české země a jazyka."
30364542,304182,Kamenný most,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465258488l/30364542._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465258488l/30364542._SX50_.jpg,2012,,,cze,Vyšehrad,false,50874883,1,10,22,5,0,5:4|4:0|3:0|2:1|1:0|total:5,,,,4.40,5,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],
34107070,304182,On the Waves of TSF / Na vlnách TSF,,9788087481424,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486120440l/34107070._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486120440l/34107070._SX50_.jpg,2011,,,,Akropolis,false,55131857,1,7,21,5,1,5:3|4:0|3:2|2:0|1:0|total:5,1925,,,4.20,5,1,"['304182', '2078081']","['Jaroslav Seifert', 'Dana Loewy']","['3.87', '3.58']",[],[],[],"The famous modernist manifesto Revolutionary Anthology Devětsil, published in the winter 1922, lists two editors, Jaroslav Seifert (1901–1986) and Karel Teige (1900–1951). Similarly, we should preface the 1925 collection Na vlnách TSF (On the Waves of TSF) with the names of these two authors, leading representatives of the Czech avantgarde between the two World Wars and founding members of the artists’ group Devětsil. Karel Teige laid out the verses of his friend Jaroslav Seifert as striking typographical poems. Purportedly, he „depleted“ nearly all the font cases he could find at Obzina’s printing shop. In any case, he faithfully fulfilled the precepts of poetism about the world and poetry—to be multisensory. Imbued with „all the beauties of the world,“ Seifert’s verses are introduced with a mischievously reversed paraphrase of Karel Hynek Máchas (1810–1836) famous words: Light grief on the face / Deep laughter in the heart. With the effortlessness mimicking wireless transmission, Seifert and Teige transport us to Paris (Seifert visited the City of Light with Teige in 1924), to places where pineapples grow, to Australia, Marseille, New York, to distant ocean shores, and back to the banks of the Vltava river in Prague—all this facilitated, as it were, by Télégraphie sans fil (literally from French: wireless telegraphy). To be sure, the greatest concern of the lyrically gloomy narrator is joyfully unambiguous honeymoon destinations; if die we must, let us die of love… In subsequent editions (1938), Seifert’s youthful manifesto was titled Svatební cesta (Honeymoon). Understandably so, because the changed circumstances of Czech poetry hardly allowed for stepping into the same river twice; the former associates parted ways in their creative endeavors. Teige became a multifaceted art theoretician and embraced surrealism. After breaking with the communist party in 1929, Seifert became a lifelong social democrat and devoted himself primarily to newspaper journalism. The first edition of Na vlnách TSF gradually became rare until only reprints allowed us to explore the sources of this visual, almost hedonistic poetry. As a reprint, the collection is appearing for the fifth time, this time in its most faithful facsimile incarnation and in two independent permutations—in the original Czech version and as an English–Czech remake by Zdeněk Trinkewitz, translated by Dana Loewy. The Czech–born translator lives in the United States where early in her career, she won a student translation prize by the American Translators Association (1992). Subsequently, she received an honorary mention by the foremost Czech translators association and her translations of Jaroslav Seifert’s early work were published in 1997 by Hydra Books, a division of Northwestern University Press."
12715208,304182,Dílo Jaroslava Seiferta,8073040069,9788073040062,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,17849702,2,6,19,4,0,5:3|4:1|3:0|2:0|1:0|total:4,2001,1,1,4.75,3,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],
33618650,304182,Slova na strunách,8020407561,9788020407566,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1482869974l/33618650._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1482869974l/33618650._SX50_.jpg,1998,,,cze,Mladá fronta,false,17821893,2,9,19,4,0,5:3|4:1|3:0|2:0|1:0|total:4,1968,,,4.75,2,0,['29967'],['Paul Verlaine'],['4.07'],"['747363', '2909791', '439723', '2891101', '3246383', '7373879', '15146328', '304182', '16244944', '3270481']","['Jan Vladislav', 'Zdenka Bergrová', 'Karel Čapek', 'Vladimír Holan', 'František Hrubín', 'Hanuš Jelínek', 'Petr Kopta', 'Jaroslav Seifert', 'Vladimír Vodehnal', 'Jaroslav Vrchlický']","['4.29', '4.00', '4.03', '3.93', '3.94', '4.12', '4.10', '3.87', '4.50', '3.80']","Knihu veršů jednoho z prokletých uspořádali Petr Kopta a Jan Vladislav, který je také autorem úvodní eseje, životopisných poznámek a ediční poznámky. Kniha je doplněna dobovým obrazovým materiálem, vzpomínkami současníků,Verlainovými dopisy a dalšími dokumenty vybranými a přeloženými opět Janem Vladislavem.<br /><br />Jednotlivé básně jsou překlady z dílen našich nejznámějších básníků a celá kniha patří ke špičce toho, co v KPP vyšlo."
24248504,304182,Milostná Píseň,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420156972l/24248504._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420156972l/24248504._SX50_.jpg,1954,,,cze,Československý spisovatel,false,43832827,1,7,19,6,0,5:1|4:1|3:3|2:0|1:1|total:6,1953,,,3.17,6,0,"['304182', '11865104']","['Jaroslav Seifert', 'Max Švabinský']","['3.87', '3.12']",[],[],[],
28467620,304182,Píseň písní,,9788074293825,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452105078l/28467620._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452105078l/28467620._SY75_.jpg,20013,,,cze,Vyšehrad,false,48605969,1,8,17,4,1,5:2|4:1|3:1|2:0|1:0|total:4,,,,4.25,4,1,[],[],[],"['304182', '742953']","['Jaroslav Seifert', 'Stanislav Segert']","['3.87', '4.22']",
22364301,304182,Dílo Jaroslava Seiferta - svazek 2,,9788073040239,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401282149l/22364301._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401282149l/22364301._SX50_.jpg,2002,,,cze,Akropolis,false,41773284,1,3,14,3,1,5:2|4:1|3:0|2:0|1:0|total:3,2002,1,1,4.67,3,1,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],"Druhý svazek Díla Jaroslava Seiferta představuje patrně nejslavnější poetistickou sbírku Na vlnách TSF (1925), právem proslavenou básnicky typografickým podílem Karla Teiga. I proto bude přetištěna jednak jako reprint, jednak v Seifertově pozdější redakci jako sbírka Svatební cesta (1938). Přelomovou knihu veršů v Seifertově poetice představuje sbírka Slavík zpívá špatně (1926), zprvu pokračující v poetistickém veselí (původně zamýšlený název také byl Orfeus v baloně)."
37848996,304182,Svatební cesta,,9788070218624,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,,,cze,Vyšehrad,false,59544415,1,4,14,4,0,5:0|4:2|3:2|2:0|1:0|total:4,,,,3.50,4,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],
1009085,304182,Třeba vám nesu růže,802040807X,9788020408075,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483006815l/1009085._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483006815l/1009085._SX50_.jpg,1999,,,cze,Mladá fronta,false,995211,1,5,13,3,0,5:1|4:2|3:0|2:0|1:0|total:3,,,,4.33,3,0,"['304182', '5093264']","['Jaroslav Seifert', 'Jiří Opelík']","['3.87', '4.03']",[],[],[],"Po více než deseti letech vychází zcela nový, objevně koncipovaný a obsáhlý výbor z celoživotního díla jednoho z největších, nejmilovanějších a nejčtenějších českých básníků, nositele Nobelovy ceny za literaturu. Knihu doplňuje unikátní obrazová příloha, studie o autorovi, kalendárium jeho života a díla a výběrová bibliografie. Uspořádal Jiří Opelík."
36065491,304182,poetismus,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503091591l/36065491._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503091591l/36065491._SX50_.jpg,2017,,,cze,Slovart (ČR),false,57647073,1,4,13,3,1,5:2|4:0|3:1|2:0|1:0|total:3,,,,4.33,3,1,"['4424374', '17062224', '304182', '17109296']","['Jeanette Fabian', 'Vítěslav Nezval', 'Jaroslav Seifert', 'Biebl']","['4.33', '3.83', '3.87', '4.33']",[],[],[],"Poetismus je jedním z nejcennějších vývozních artiklů původní české kultury po roce 1918. Básně Vítězslava Nezvala, Jaroslava Seiferta nebo Konstantina Biebla, výtvarné práce Toyen a Jindřicha Štyrského i teoretické koncepty Karla Teiga získaly renomé po celém světě. Publikace Poetismus, sestavená německou slavistkou Jeanette Fabianovou, nabízí poetistické „best of“: editorčinu průvodní studii ilustrují básně, manifesty, úryvky z teoretických textů, a především množství výtvarného materiálu. Jak říká Fabianová,„cílem antologie je prezentovat nejen originalitu poetistické, ale ukázat ji v kontextu pestrého a mnohotvárného uměleckého směru, jakým poetismus ve dvacátých letech minulého století byl“."
26219800,304182,Al verdens skønhed,8756808674,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1988,,,dan,Samleren,false,46202466,1,3,13,3,0,5:2|4:0|3:1|2:0|1:0|total:3,1982,,,4.33,3,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],"Jaroslav Seiferts erindringer er en uforbeholden kærlighedserklæring til tilværelsen i al dens omskiftelighed og mangfoldighed, herunder ikke mindst kvinden, kunsten og Prag.<br /><br />Barndomsminder om fantasteri, bristede forhåbninger og smalhals, betagelse af søde fjerne piger, senere udskejelser blandt kunstnere og bohemer i Prag, livfulde portrætter af venner og digterkolleger, sensuelle billeder fra land og by, og endelig den gamle mands afklarede konstatering af, at hans tid er ved at være gået, og nye generationer er godt i gang med at gøre de samme erfaringer og begå de samme lærerige dumheder som han, - det er lidt af alt det man møder i denne rige bog."
1009082,304182,Mozart in Prague: Thirteen Rondels = Mozart V Praze: Trinact Rondels,0930370279,9780930370275,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,995208,3,10,13,5,1,5:0|4:0|3:3|2:2|1:0|total:5,1946,,,2.60,4,1,['304182'],['Jaroslav Seifert'],['3.87'],"['459070', '382400']","['Paul Jagasich', ""Tom O'Grady""]","['3.71', '3.72']",
26803255,304182,Zpěvy o Praze,2214168,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443007202l/26803255._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443007202l/26803255._SX50_.jpg,1968,,,cze,Československý spisovatel,false,46827820,1,7,12,3,1,5:1|4:1|3:1|2:0|1:0|total:3,1968,,,4.00,3,1,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],
33970923,304182,Ticho plné rolniček,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,cze,,false,54956296,1,3,11,3,0,5:1|4:0|3:2|2:0|1:0|total:3,,,,3.67,3,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],
33839774,304182,"Dílo, sv. 15. Všecky krásy světa – Co všechno zavál sníh – Dodatky",,9788074701160,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484171398l/33839774._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1484171398l/33839774._SX50_.jpg,2016,,,cze,Akropolis,false,54773243,1,3,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],"O svých memoárových textech básník říkával, že nepíše paměti, ale vzpomínky rozdrobené „do malých příhod a příběhů, většinou rozmarných, ale i teskných a pochmurných“. Soubor krátkých próz Všecky krásy světa je poskládán z desítek takových malých příběhů; jejich záběr je široký – rodný Žižkov, milovaná Praha, Kralupy nad Vltavou, lidé známí od dětství i respektovaní v dospělosti, spolužáci, sousedé, a především umělci, s nimiž se básník během života setkal... Kniha prodělala nejen složitou cestu po nakladatelstvích, ale i neobyčejný vlastní vývoj. Na počátku sedmdesátých let požádal fotograf Oldřich Rakovec básníka, zda by jeho snímky nedoprovodil pro knižní vydání svým textem. Knihu tvůrci připravili, měla se jmenovat Co všechno zavál sníh a vyjít v nakladatelství Albatros. Záhy byl však rukopis vyřazen z edičního plánu. Básník přesto pokračoval v psaní – textů přibývalo a nabývaly na rozsahu. Před konečným tvarem knihy vznikaly tři verze, které se od podoby textů v knize někdy liší nejen názvem, pozměněným tématem, ale především rozsahem. V sedmdesátých letech u nás kniha vyjít nesměla, čtenáři však rukopis opisovali a v roce 1976 některé kapitoly představila Vlasta Chramostová ve svém Bytovém divadle (Nadace Charty 77 posléze poskytla podporu pro vydání gramofonové desky s výběrem tohoto čtení v nakladatelství Šafrán v Uppsale). Některé kapitoly vyšly strojopisně v „samizdatových“ edicích a pak v edicích Kvart a Česká expedice. Roku 1983 a 1985 vydal knihu Československý spisovatel, ovšem poznamenánu mnoha cenzurními zásahy. Necenzurované a doplněné vydání známe až z let 1993 a 1999. Předkládané vydání v řadě Díla, jímž celou řadu vlastního Seifertova díla uzavíráme, obsahuje tato doplněná vydání, ale též soubor Co všechno zavál sníh, který vyšel v Albatrosu roku 1992 a nyní je rozšířen o texty z verzí rukopisných, jež dosud nebyly nikde pojednány. – Vychází za podpory Ministerstva kultury ČR, Hlavního města Prahy, Nadace Český literární fond a Města Kralupy nad Vltavou."
2052674,304182,"Sonnets de Prague, suivis de Huit poèmes et de Le Château de Prague (Autour du monde)",2221046544,9782221046548,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434495919l/2052674._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434495919l/2052674._SY75_.jpg,,,,fre,,false,2057732,1,4,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,['304182'],['Jaroslav Seifert'],['3.87'],"['964120', '1446980', '688780']","['Henri Deluy', 'Jean-Pierre Faye', 'Dominique Grandmont']","['4.15', '4.09', '4.25']",
26396210,304182,En vaarwel!,9026958102,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442049842l/26396210._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442049842l/26396210._SY75_.jpg,1984,,,nl,Agathon,false,46398827,1,5,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,1984,,,5.00,2,0,"['304182', '4089861']","['Jaroslav Seifert', 'Jana Beranová']","['3.87', '3.93']",[],[],[],"Voor verreweg het grootste deel van het Nederlandse publiek is deze bloemlezing met Seiferts gedichten de eerste kennismaking met deze nestor van de Tsjechische poezie en - verrassenderwijs - Nobelprijswinnaar 1984. De vertaalster maakte zelf een selectie uit zijn meest recente dichtbundels (1965 tot 1983), waarin liefde, dood en weemoed in allerlei schakeringen de hoofdthema's vormen. Bovendien voorzag zij het geheel van een korte biografische schets en van een lijst van zijn omvangrijk oeuvre, dat al in 1921 een aanvang nam. Seiferts poezie is relatief gemakkelijk toegankelijk en kent dan ook in eigen land een brede lezerskring die vol waardering haar oprecht 'nationaal kunstenaar' koestert."
35281112,304182,Mozart i Prag,9176840727,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496344843l/35281112._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496344843l/35281112._SX50_.jpg,1984,,,swe,Askelin & Hägglund,false,56642365,1,3,9,3,0,5:1|4:0|3:0|2:2|1:0|total:3,1984,,,3.00,3,0,"['304182', '5093300', '16910239', '11595836', '6613987', '16910240', '13688087', '16911878']","['Jaroslav Seifert', 'Harry Järv', 'Gulli Michanek', 'Helena Friedlová', 'Dagmar Chvojková-Pallasová', 'Josef Brettscheider', 'Katarina Janouch', 'Cyrill John']","['3.87', '3.65', '3.00', '3.17', '3.97', '3.00', '3.67', '3.00']",[],[],[],
37766126,304182,Píseň domova,301144,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514553426l/37766126._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514553426l/37766126._SY75_.jpg,1954,,,cze,Státní nakladatelství dětské knihy,false,59400416,2,3,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],
30201051,304182,Díváme se na paty větru...,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463445728l/30201051._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463445728l/30201051._SX50_.jpg,2001,,,cze,BB Art,false,50652218,1,3,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,2,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],"Výborem Díváme se na paty větru…, který připravil Marek Fikar, připomínáme sté výročí narození jediného českého nositele Nobelovy ceny za literaturu Jaroslava Seiferta. Knížky „sladkého“ pěvce chudoby, lásky a Prahy napsané po delším odmlčení v šedesátých letech byly ve své době zjevením jakéhosi nového básníka, který se náhle rozepsal pod starým jménem. Zprozaičtělého, zmoudřelého, dozrálého. méně textu"
26384652,304182,کلمات ساده عشق,9643512487,9789643512484,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442041544l/26384652._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442041544l/26384652._SX50_.jpg,2005,,,per,نگاه,false,46387833,1,4,8,3,1,5:0|4:0|3:2|2:1|1:0|total:3,2005,1,1,2.67,3,1,['304182'],['Jaroslav Seifert'],['3.87'],['3071350'],['فریده حسن\u200cزاده'],['3.32'],کسى که لویى آراگون او را بزرگترین شاعر دنیا مى‌دانست، یعنى یانیس ریتسوس، با اشاره به اشعار یاروسلاو سایفرت نوشت :<br /><br />و ببین برادرِ من، سرانجام ما آموختیم که با یکدیگر سخن بگوییم آرام آرام و به‌سادگى.<br /><br />سایفرت، شعر را تافته‌ى جدا از بافته نمى‌داند. مى‌گوید :<br />شعر، از روزِ ازل با ماست<br />همچون عشق<br />همچون گرسنگى، طاعون و جنگ.<br /><br />کلماتِ اشعارِ سایفرت اگرچه نهایتِ ظرافت و لطافتِ طبع او را به نمایش مى‌گذارند اما خیال دور شدن از زمینِ زیر پاى او و گم شدن در ابرهاى آسمان را ندارند. مثلا در شعرِ سرِ مریمِ باکره، سایفرت پس از توصیفِ حسِّ هجومِ پاییز با آوردنِ الفاظ شاعرانه‌اى همچون: ابریشمِ حضور، حسِّ خفیفِ اندوه یا حتى قطره‌هاى کوچک خون، تأکید مى‌کند : «این زمانى‌ست که زخم‌هاى آدمى دردناک‌تر است.» و مصراع‌هاى بعدى را با خیالِ راحت مى‌آورد: «به عیادتِ ولادمیر هولان رفتم. بیمار بود. او نزدیک لوسانتین سمیزى مى‌زیست، درست بالاى رودخانه.» و هیچ اعتنایى ندارد به حیرتِ خواننده‌ى خو گرفته به ابهام و ایهام و کلى‌گویى در شعر که بى‌اختیار از خود مى‌پرسد: مرا با آدرسِ ولادمیر هولان چه‌کار!؟<br />سایفرت براى همه‌ى جزئیات اهمیت قائل است و هیچ چیز را از قلم نمى‌اندازد؛ انگار نه انگار اساتید و اهل فن، شعر را نیازمند ایجاز و اختصار و رمز و راز دانسته‌اند. در شعرِ «شاعر بودن» به‌عمد، حرّافى مى‌کند: «در کتاب درسىِ کهنه‌اى، چاپِ بنگاهِ انتشاراتى امپریال، به سال مرگ ورشلیسکى، فصل شعر و شاعرى را گشودم و سطورى چند خواندم…»<br /><br />سایفرت خود اعتراف مى‌کند :<br />گاه اشعار من، به گونه‌اى شرم‌آور<br />ساده بوده‌اند.<br /><br />اما ریتسوس براى آن‌ها که «مى‌توانند لبخند بزنند و بگویند: ما مى‌توانیم در هر ساعت براى شما یکصد شعر از این دست بسازیم»، جوابِ خاضعانه‌اى دارد :<br />و این درست همان چیزى‌ست که ما مى‌خواهیم<br />چرا که ما برادرِ من، براى جدا کردنِ خود از مردم آواز نمى‌خوانیم،<br />ما مى‌خوانیم تا که مردم را با هم متّحد کنیم<br />ما به سخن گفتنِ آرام، در زندان‌ها خو کرده‌ایم، در جلسات،<br />در اقدامِ مشترک مخفى در دورانِ اِشغال،<br />ما به‌حرف‌هاى‌کوچک‌وصریح‌برفراز ترس‌و بر فراز رنج‌خو کرده‌ایم.<br /><br />در سال 1984، سایفرت، پاداشِ جستنِ کلماتِ ساده و زیبا را که به قولِ خودِ او «بسى برتر از جنایت و قساوت» است، با پذیرفتنِ جایزه‌ى نوبل، گرفت. اشعار او به بسیارى از زبان‌ها ترجمه شدند و سایفرت خود در ترجمه‌ى اشعارش به انگلیسى با مترجم انگلیسى زبان همکارى داشت. دوزبانه بودن متنى که پیش رو دارید به همین سبب است.<br /><br /> اشعارى که از ریتسوس در این‌متن آمده، از شعرِ «دیگِ دودزده» ترجمه‌ى فریدونفریاد است.
52074469,304182,"Ty, lásko, pozdravena buď",,9788074294679,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,72959945,1,2,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,2,0,['304182'],['Jaroslav Seifert'],['3.87'],[],[],[],"V roce 1955 vychází výbor z intimní a milostné lyriky Jaroslava Seiferta, jediného českého nositele Nobelovy ceny za literaturu, pod názvem Ty, lásko, pozdravena buď. Jedná se o průřez Seifertovy milostné poezie z několika sbírek, kupříkladu sbírky Jaro sbohem či Halleyova kometa a dalších děl."
