id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
894154,121407,Red Sorghum,0140168540,9780140168549,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327945265l/894154._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327945265l/894154._SY75_.jpg,1994,4,1,eng,Penguin Books,false,460549,81,17128,19853,5299,654,5:1342|4:2031|3:1338|2:417|1:171|total:5299,1987,,,3.75,3527,384,['121407'],['Mo Yan'],['3.72'],['203371'],['Howard Goldblatt'],['3.75'],"Spanning three generations, this novel of family and myth is told through a series of flashbacks that depict events of staggering horror set against a landscape of gemlike beauty, as the Chinese battle both Japanese invaders and each other in the turbulent 1930s. A legend in China, where it won major literary awards and inspired an Oscar-nominated film, <i>Red Sorghum</i> is a book in which fable and history collide to produce fiction that is entirely new and unforgettable."
31685638,121407,رجل لا يكف عن المرح وقصص أخرى,,9789779106229,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472237739l/31685638._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472237739l/31685638._SX50_.jpg,2016,,,ara,الهيئة المصرية العامة للكتاب,false,52358865,1,255,93,27,9,5:3|4:12|3:7|2:4|1:1|total:27,,,,3.44,27,9,"['121407', '5308549']","['Mo Yan', 'محسن فرجاني']","['3.72', '3.40']",[],[],[],هذه مجموعة قصصية لكاتب الصين الأشهر والحاصل على جائزة نوبل مو يان، ويعتبر مو يان بإبداعه وعبقريته رافد من روافد المرحلة الأدبية المعاصرة في الصين.<br />ويمتلك إبداعه ملمحًا وسمات متفردة.<br />والمترجم محسن فرجاني هو مدرس اللغة الصينية بكلية الألسن - جامعة عين شمس
30764333,121407,Cinta Semanis Racun: 99 Cerita dari 9 Penjuru Dunia,,9786023911820,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467079323l/30764333._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1467079323l/30764333._SX50_.jpg,2016,8,1,ind,DIVA Press,false,51320717,1,84,87,21,3,5:5|4:14|3:2|2:0|1:0|total:21,,,,4.14,21,3,"['5031025', '1219904', '3137322', '4750', '5144', '5223', '1367127', '2238', '72039', '13450', '7469', '55397', '25708', '121407', '609209', '34065', '3354', '128382', '15405109', '500', '15405110']","['Anton Chekhov', 'Anton Kurnia', 'Fyodor Dostoyevsky', 'Émile Zola', 'James Joyce', 'Franz Kafka', 'Carlos Fuentes', 'Isabel Allende', 'Roberto Bolaño', 'Gabriel García Márquez', 'Octavio Paz', 'Nadine Gordimer', 'Gao Xingjian', 'Mo Yan', 'Horacio Castellanos Moya', 'Etgar Keret', 'Haruki Murakami', 'Leo Tolstoy', 'Liliana Blum', 'Jorge Luis Borges', 'Jorge Cortazar']","['3.96', '3.68', '4.18', '3.93', '3.74', '3.89', '3.81', '3.97', '3.98', '3.97', '4.14', '3.57', '3.54', '3.72', '3.79', '3.98', '3.96', '4.06', '3.93', '4.30', '4.14']",[],[],[],"Antologi ini memuat 99 cerpen terjemahan karya 99 pengarang terkemuka dari pelbagai penjuru dunia dan zaman, dari sastrawan klasik semacam Leo Tolstoy hingga pengarang masa kini berusia awal 40-an serupa Liliana Blum. Lebih dari dua per tiganya, tepatnya 74 di antara 99 cerpen, pernah dipublikasikan sebelumnya di 20 media cetak nasional dan daerah. <br /><br />Dalam antologi ini, kita bisa membaca pula jejak pencapaian para pengarang terkemuka di berbagai belahan dunia dan zaman. Dari para empu Eropa seperti Anton Chekov, Fyodor Dostoyevsky, Emile Zola, James Joyce, dan Franz Kafka hingga para maestro Amerika Latin semacam Jorge Luis Borges, Jorge Cortazar, Carlos Fuentes, Isabel Allende, dan Roberto Bolano. Tak ketinggalan juga para kampiun Nobel Sastra serupa Gabriel Garcia Marquez, Octavio Paz, Nadine Gordimer, Gao Xingjian, dan Mo Yan. Suara-suara utama masa kini dalam pentas sastra dunia antara lain diwakili oleh Horacio Castellanos Moya (pengarang Honduras yang disebut-sebut World Literature Today layak meraih Nobel Sastra), Etgar Keret (penulis Israel yang menarik perhatian dunia), dan Haruki Murakami (novelis laris yang berkali-kali menjadi kandidat pemenang Nobel Sastra).<br /><br />Aku segera menyelesaikan dinding itu. Kurapatkan batu terakhir pada tempatnya. Lalu aku merekatkannya dengan semen. Terakhir, aku menumpuk belulang menutupi dinding baru itu. Hingga setengah abad tak seorang pun mengusik mereka. Beristirahat dengan damai! --Anggur Amontillado, Edgar Allan Poe"
16078420,121407,La Joie,2877309681,9782877309684,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349864723l/16078420._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349864723l/16078420._SY75_.jpg,2007,11,,fre,Philippe Picquier,false,21875629,6,52,83,24,1,5:7|4:5|3:6|2:4|1:2|total:24,2007,11,1,3.46,17,0,['121407'],['Mo Yan'],['3.72'],['16952453'],['Marie Laureillard'],['3.79'],"Mo Yan a puisé aux racines les plus profondes de sa propre histoire pour écrire ce roman. Son héros, surnommé Yongle, « Joie Eternelle », a bien des correspondances avec le romancier qui connut lui aussi la faim dans la même province, muré dans le silence et la solitude, sauvé par le désir entêtant d’écrire afin de pouvoir enfin « s’épancher et manger des raviolis à tous les repas ». Celui pour qui lire ses œuvres doit permettre aux hommes de « voir autrement » mêle intimement magie et réel pour dévoiler la folie du monde, dans ce récit bruissant d’éclats d’eau, de lumière et de nuit où, à l’instant ultime de la mort, déchiré par la souffrance, Yongle se sent enfin envahi par l’émotion d’une joie suprême."
23124837,121407,Bạch miên hoa,,8932000114161,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409365035l/23124837._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409365035l/23124837._SY75_.jpg,2009,1,,vie,Phương Nam Book & NXB Văn học,false,42673418,2,36,78,23,2,5:1|4:9|3:11|2:2|1:0|total:23,2009,1,1,3.39,23,2,['121407'],['Mo Yan'],['3.72'],['8075896'],['Trần Trung Hỷ'],['3.72'],"<i>Bạch Miên Hoa</i> là thiên sử thi về cây bông và những thân phận con người gắn bó với cây bông, vẫn trên vùng đất Cao Mật, miền quê đã tạo cảm hứng ra đời những tác phẩm lớn nhất của Mạc Ngôn."
23009274,121407,Ma chiến hữu,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408751876l/23009274._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408751876l/23009274._SY75_.jpg,2008,2,,vie,Phương Nam Book & NXB Văn học,false,42576027,3,29,74,20,2,5:4|4:9|3:4|2:3|1:0|total:20,,,,3.70,18,1,['121407'],['Mo Yan'],['3.72'],['8075896'],['Trần Trung Hỷ'],['3.72'],Ma chiến hữu là cuộc đối thoại giữa âm dương trên những chiêm nghiệm về cuộc chiến đã qua và những điều trớ trêu nhất giữa những sự tích anh hùng sinh ra trong mỗi cuộc chiến tranh.
445105,121407,丰乳肥臀 [Fēng rǔ féi tún] (Vol. 1 Of 2),9576740975,9789576740978,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1996,5,1,zho,Hong Fan/Tsai Fong Books,false,55879930,2,37,73,16,2,5:10|4:5|3:1|2:0|1:0|total:16,1996,,,4.56,15,2,['121407'],['Mo Yan'],['3.72'],[],[],[],
12501767,121407,Le Chantier,2757824732,9782757824733,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459131203l/12501767._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459131203l/12501767._SY75_.jpg,,,,fre,,false,26471672,3,33,62,18,2,5:4|4:4|3:6|2:4|1:0|total:18,,,,3.44,14,1,['121407'],['Mo Yan'],['3.72'],[],[],[],"Dans la Chine de la révolution culturelle, une équipe d’ouvriers travaille sur le chantier de construction d’une route, en pleine campagne. Après le départ du chef, la discipline se relâche et les travailleurs sont livrés à eux-mêmes. La violence s’installe et la présence d’un village à proximité éveille les convoitises. En dressant un tableau de la misère ordinaire du petit peuple, Mo Yan interroge le socialisme chinois."
17238195,121407,莫言精选集,,9787540203382,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358106936l/17238195._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358106936l/17238195._SX50_.jpg,2011,5,1,zho,燕山出版社,false,23758364,1,45,60,13,0,5:9|4:3|3:1|2:0|1:0|total:13,2011,5,1,4.62,13,0,['121407'],['Mo Yan'],['3.72'],[],[],[],
17997931,121407,Le Grand Chambard,2021108406,9782021108408,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369857438l/17997931._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369857438l/17997931._SY75_.jpg,2013,3,14,fre,Seuil,false,26471674,3,30,59,17,1,5:3|4:4|3:8|2:2|1:0|total:17,,,,3.47,16,1,['121407'],['Mo Yan'],['3.72'],['3968852'],['Chantal Chen-Andro'],['3.30'],"Dans <i>Le Grand Chambard</i>, une autobiographie romancée, à moins que ce ne soit un court roman autobiographique, Mo Yan, mêlant bribes et anecdotes, retrace son parcours et celui de tous les Chinois, au cœur des mutations brutales de la Chine depuis Mao.<br /><br />Avec ce court récit, Mo Yan livre un autoportrait malicieux avec humour et truculence en rendant hommage aux habitants de Gaomi."
32936477,121407,Collected Works of Mo Yan: Big Breasts & Wide Hips 丰乳肥臀/莫言文集,,9787506366663,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478762531l/32936477._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478762531l/32936477._SY75_.jpg,2012,10,1,zho,Writers Publishing House,false,53557079,1,24,51,11,0,5:8|4:2|3:1|2:0|1:0|total:11,,,,4.64,11,0,['121407'],['Mo Yan'],['3.72'],[],[],[],"Collected Works of Mo Yan: Big Breasts &amp; Wide Hips is a magnificent epic novel. Mother, the protagonist, is an ill-fated woman, who struggles to bring up her children one after another, enduring all kinds of hardships. Being involved irresistibly in the political stage of history in China in the 20th century, the large family connected by her daughters entangles more or less with a variety of social and political forces, civil organizations, and the official discourse of power in those mania years. As the rivalry,competing and fighting between these powers with different forms are conducted in her family, Mother has to face the reality and digest the sufferings on her own: the soldier-bandits, wars, turbulences and displacements, death of loved one and her worries and anxieties of her spoiled and ineffectual son who is the only son of the family. In the mania years(the Great Proletarian Cultural Revolution period from 1966 to 1976), she even steals food from the mill to feed her children, showing her deep loves for her kids. ... 《莫言文集:丰乳肥臀》是一部波澜壮阔的“史诗性”长篇小说。母亲是一位命运多舛的人，她含辛茹苦、艰难地抚育着一个又一个儿女。她生养的众多女儿构成的庞大家族与20世纪中国的各种社会政治势力和民间组织以及癫狂岁月下的官方权力话语发生了枝枝蔓蔓、藕断丝连的联系，并不可抗拒的被裹挟卷入20世纪中国的政治历史舞台，而这些形态各异的力量之间的角逐、争夺和厮杀是在自己的家庭展开的，造成了母亲独自承受和消解苦难的现实：兵匪、战乱、流离颠簸、亲人死亡以及对单传的废人式儿子的担心、焦虑，而她在癫狂年代用胃袋偷磨坊食物的行为更是鸟儿吐哺的深情……"
17174378,121407,食草家族 [Shí cǎo jiāzú],7532146332,9787532146338,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415766862l/17174378._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415766862l/17174378._SX50_.jpg,2012,10,9,zho,Shang Hai Wen Yi / Tsai Fong Books,false,23604169,3,21,48,12,0,5:4|4:5|3:2|2:1|1:0|total:12,1989,,,4.00,7,0,['121407'],['Mo Yan'],['3.72'],[],[],[],"In his 1989 novel ""The herbivore family,"" Mo Yan, the 2012 Nobel Literature Prize laureate, blends together the magic and the bizarre. Mo Yan worships nature. His reverence for nature, his view on sex and violence are thoroughly expressed in the novel. In Simplified Chinese. Annotation copyright Tsai Fong Books, Inc. Distributed by Tsai Fong Books, Inc."
34619187,121407,Les retrouvailles des compagnons d'armes,,9782021119381,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489856030l/34619187._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489856030l/34619187._SX50_.jpg,2017,3,9,fre,Seuil,false,55773763,1,17,47,12,1,5:4|4:4|3:3|2:1|1:0|total:12,1992,,,3.92,12,1,['121407'],['Mo Yan'],['3.72'],['1125979'],['Noël Dutrait'],['3.52'],"Un officier rentre au village. "" Sous une pluie battante, je gravis la digue de la rivière de mon pays natal. En me retournant, je vois l'arrière de l'autocar qui s'éloigne silencieusement en cahotant dans un nuage de fumée noire. Il disparaît en un clin d'œil. Aucune trace de vie humaine [...]. Une multitude de libellules aux couleurs magnifiques tourbillonnent au-dessus de la rivière. "" Alors qu'il s'engage sur le pont, une voix l'appelle, du haut d'un saule, sur la rive. C'est un ami d'enfance et compagnon d'armes... Entre ciel et eau, de plus en plus près de la cime surplombant la rivière en crue, les deux amis évoquent leur enfance, la vie de caserne, leurs amours contrariées et les combats où la farce le dispute au tragique. Mo Yan est ici poète et nostalgique. Triste aussi. Et en colère, une colère éclatante, portée par une ironie féroce, contre la bêtise de la guerre et de ceux qui la mènent, et une tendresse joyeuse pour ceux qui la subissent."
22881826,121407,Châu chấu đỏ,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407380213l/22881826._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407380213l/22881826._SY75_.jpg,2009,1,,vie,Phương Nam & NXB Văn học,false,24161601,3,32,45,12,1,5:3|4:4|3:4|2:1|1:0|total:12,2004,4,1,3.75,8,0,['121407'],['Mo Yan'],['3.72'],['8075896'],['Trần Trung Hỷ'],['3.72'],"“Châu chấu đỏ” là tập hợp những câu chuyện lặt vặt mà nhân vật chính hồi tưởng lại về những gì mình từng trải qua hoặc từng chứng kiến. Đó có thể là một vị giáo sư Đại học có vẻ ngoài đạo mạo, đáng kính khi đứng trên bục giảng nhưng những bí mật trong cuộc đời ông lại là một sự sa đọa về đạo đức. Đó có thể là cặp vợ chồng dù đã căm ghét nhau nhưng vẫn cố gắng sống chung dưới một mái nhà để rồi người chồng luôn luôn say xỉn và người vợ luôn ngoại tình. Những câu chuyện phản ánh một Trung Quốc đang trong giai đoạn chuyển mình với nhiều thói xấu hoành hành trong cuộc sống nơi phồn hoa đô hội, cùng lúc đó, những hủ tục cùng sự đói nghèo đang làm xơ xác những miền quê xa xôi hẻo lánh."
17250076,121407,白狗秋千架 [Bai gou qiu qian jia],7532146391,9787532146390,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380728815l/17250076._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380728815l/17250076._SX50_.jpg,2012,10,1,zho,Shang Hai Wen Yi / Tsai Fong Books,false,22380953,4,29,40,10,1,5:3|4:4|3:3|2:0|1:0|total:10,1985,,,4.00,4,1,['121407'],['Mo Yan'],['3.72'],[],[],[],"The 2012 Nobel Literature Prize winner Mo Yan's collection of short stories published between 1981 and 1989. Mo shows his incredible talent with 30 stories that cross genres - from mystery to romance, and with diverse tones - from painting untainted country folks to revealing their despair. In Simplified Chinese. Annotation copyright Tsai Fong Books, Inc. Distributed by Tsai Fong Books, Inc."
17250074,121407,红树林 (Hong Shu Lin),7532146324,9787532146321,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360134372l/17250074._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360134372l/17250074._SX50_.jpg,2012,10,9,zho,Shang Hai Wen Yi,false,66770862,1,15,36,9,1,5:3|4:3|3:3|2:0|1:0|total:9,,,,4.00,9,1,['121407'],['Mo Yan'],['3.72'],[],[],[],"""Red woods"" is a 1999 novel by Mo Yan, the 2012 Nobel Literature Prize winner. The story is set in a fishing village in southern China, not far from a modern city, where money, desire, power and sex set squarely in people's lives - from the older generation who were part of the Revolution to their children oblivious to the past. In Simplified Chinese."
17732532,121407,Rừng Xanh Lá Đỏ,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365160985l/17732532._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365160985l/17732532._SX50_.jpg,2003,,,vie,Nhà Xuất Bản Văn Học,false,24807440,2,43,35,10,2,5:1|4:4|3:4|2:1|1:0|total:10,2003,1,1,3.50,9,1,['121407'],['Mo Yan'],['3.72'],[],[],[],"Một cô gái làng chài đẹp mặn mà rời quê hương Rừng Vẹt lên thành phố mưu sinh, gặp bao cảnh trớ trêu cay đắng, nhưng cô không chịu khuất phục, dũng cảm đương đầu với số phận...<br />Hai người bạn quen biết nhau từ thuở ấu thơ, đằng đẵng bao mươi năm trắc trở, mối tình sâu nặng mà không thành, tương hợp rồi lại tan, cuối cùng mỗi người mỗi ngả, nhưng dẫu lìa ngó ý còn vương tơ lòng, vẫn hẹn nhau có ngày gặp lại.<br /><br />Ba bạn học cùng lớn lên dưới ngọn cờ cách mạng văn hoá, bước vào thời kỳ cải cách mở cửa, có người không trụ nổi trước cạm bẫy tình, tiền, quyền lực, rơi xuống vực thẳm của sự sa đọa; nhưng cũng có người trong sạch không chút bụi trần, gần bùn mà chẳng hôi tanh mùi bùn...<br /><br />Những nhân vật đầy cá tính hoạt động trên một sân khấu xếp đặt sẵn cho thấy hàng loạt những mẫu thuẫn đời sống trong thời kỳ kinh tế thị trường, sự phức tạp trong tính cách của con người đương đại, câu chuyện cứ thế mở ra, cả vui lẫn buồn..."
25505568,121407,Professeur singe suivi de Le Bébé aux cheveux d'or,,9782021242874,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431101505l/25505568._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431101505l/25505568._SX50_.jpg,2015,5,7,fre,Seuil,false,45283725,1,10,30,7,0,5:3|4:3|3:1|2:0|1:0|total:7,1992,,,4.29,7,0,['121407'],['Mo Yan'],['3.72'],['7202451'],['François Sastourné'],['4.00'],"Professeur Singe. Wang San est un professeur d’université, du genre malingre, distrait et myope. Son épouse, ancienne joueuse de volley, prend parfois son visage pour un ballon. Ce matin-là,elle l’envoie en ville chercher de quoi nettoyer la maison. La traversée de l’avenue est un effroyable cauchemar. Passant devant un grand panneau publicitaire sur lequel figure un singe joyeux, le professeur, aussitôt, se change en singe. Le narrateur, ami du couple, tire une courte morale de l’incident… et l’histoire rebondit avec les tentatives désespérées de l’épouse pour redonner forme humaine à son mari. Quel rude chemin devra-t-elle parcourir ?<br /><br />Le bébé aux cheveux d’or. Une vieille femme aveugle vit à la ferme avec sa toute jeune bru. Son fils, militaire grognon et renfermé, est au loin, dans sa caserne, et ne se préoccupe guère de la jeune femme. Ne l’a-t-il pas épousée pour qu’elle s’occupe de sa mère ? Un grand jeune homme aux cheveux jaunes vient aider la bru aux travaux des champs et la séduit. Le mari revient et chasse l’amant. Mais le ventre de sa femme s’arrondit déjà. La vieille sait bien, elle, que les enfants arrivent où ils veulent et comme ils peuvent…<br /><br />Deux fables sur la famille, les contraintes sociales et politiques de la Chine rurale de la fin des années 1980. Deux histoires d'amour incroyables, inattendues, drôles et tragiques, où les sentiments se cachent sous le burlesque et l'ironie."
17700303,121407,Con đường nước mắt,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407598220l/17700303._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407598220l/17700303._SY75_.jpg,2008,,,vie,NXB Văn học,false,24744494,1,19,30,10,0,5:1|4:2|3:3|2:4|1:0|total:10,1985,8,,3.00,10,0,['121407'],['Mo Yan'],['3.72'],[],[],[],"Con Đường Nước Mắt là một tập hợp những bộn bề đời thường, dục vọng, sống chết được miêu tả tinh tế và trào phúng chỉ với cái “cớ” là việc xây dựng một con đường.<br /><br />Con đường chỉ là tượng trưng. Không thể biết điểm dừng của nó là ở đâu, nhưng chắc chắn là nó luôn vươn về phía trước, ẩn hiện trong con đường là những bộn bề đời thường về dục vọng và tử vong."
36096116,121407,Maut Lebih Kejam daripada Cinta,,9786026651044,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503307507l/36096116._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503307507l/36096116._SX50_.jpg,2017,8,15,ind,Basabasi,false,57679781,1,21,27,8,4,5:1|4:1|3:6|2:0|1:0|total:8,,,,3.38,8,4,"['13450', '1219904', '1455', '8550', '5835922', '121407', '1285555']","['Gabriel García Márquez', 'Anton Kurnia', 'Ernest Hemingway', 'Yasunari Kawabata', 'Naguib Mahfouz', 'Mo Yan', 'José Saramago']","['3.97', '3.68', '3.83', '3.75', '3.93', '3.72', '4.02']",[],[],[],"Terlepas dari beragam kontroversinya, Hadiah Nobel Sastra adalah salah satu puncak tertinggi pencapaian seorang sastrawan melalui karyanya di pentas sastra dunia. Dalam antologi ini, kita bisa menatap dari dekat puncak pencapaian para sastrawan terkemuka di berbagai belahan dunia dan zaman itu dalam bentuk prosa. Cerita-cerita di dalamnya amat beragam. Tema yang diangkat meluas dari kisah cinta kasih keluarga hingga kritik sosial budaya.<br /><br />Berikut cerpenis-cerpenis dunia yang hadir dalam buku ini: Bjornstjerne Bjornson, Camilojose Cela, Rudyard Kipling, Octavio Paz, Rabindranath Tagore, Nadine Gordimer, Wladyslaw Reymont, Toni Morrison, John Galsworthy, Kenzaburo Oe, Ernest Hemingway, Jose Saramago, Albert Camus, J.M. Coetzee, John Steinbeck, Elfriede Jelinek, Jean-Paul Sartre, Harold Pinter, Miguel Angel Asturias, Orhan Pamuk, Yasunari Kawabata, Mario Vargas Llosa, Gabriel Garcia Marquez, Mo Yan, Naguib Mahfouz."
18053425,121407,會唱歌的牆 [Huì chànggē de qiáng],7506333759,9787506333757,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370878184l/18053425._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370878184l/18053425._SX50_.jpg,2005,12,25,zho,Writers Publishing House,false,25338161,3,26,26,7,3,5:1|4:4|3:1|2:1|1:0|total:7,2005,12,25,3.71,2,2,['121407'],['Mo Yan'],['3.72'],[],[],[],"Mo Yan's prose, he as totem of local people's spirit of ""Red Sorghum"" serieshe, the novel's vines, is also the Lighthouse to the understanding of Mo Yan's works . This book series are all Mo Yan's most representative proses, with talented language. Large number of proses are involving the author's hometown Gao Mi, his hometown has become Mo Yan's only way to communication and description of the whole world.<br /><br />-amazon.com-"
18754377,121407,Pathlight: New Chinese Writing (Winter 2012) - Mo Yan Wins the Nobel,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383652741l/18754377._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383652741l/18754377._SX50_.jpg,2012,12,,eng,Paper Republic,true,26644495,2,12,24,5,0,5:4|4:1|3:0|2:0|1:0|total:5,2012,12,1,4.80,3,0,"['7759373', '7509218', '7268856', '4104296', '7509216', '6448930', '3495930', '7375942', '7375943', '3202885', '121407', '7375932', '7375935', '7375933', '1627933', '7375934', '4356516', '7375936', '7375937', '6447385', '7375938', '7375939', '7375940', '7375941']","['Zhanjun Shi', 'Alice Xin Liu', 'Pan Xiangli', 'Xu Yigua', 'Canaan Morse', 'Wang Shou', 'Han Song', 'Zhang Yiwei', 'Xu Yiwei', 'Eric Abrahamsen', 'Mo Yan', 'Dung Kai-cheung', 'Wang Xiaolong', 'Tai Kuang', 'Zhu Ling', 'Ou Ning', 'Wang Yin', 'Yangzi', 'Huang Jinming', 'Yao Feng', 'Lao Weitang', 'Deng Yiguang', 'Yang Xiaobin', 'Xiao Hang']","['4.52', '4.64', '4.75', '4.57', '3.86', '4.09', '3.82', '3.80', '5.00', '3.86', '3.72', '3.58', '5.00', '5.00', '3.93', '4.14', '5.00', '5.00', '5.00', '4.33', '5.00', '5.00', '5.00', '5.00']",[],[],[],"The Winter 2012 issue, published shortly after Mo Yan was awarded the Nobel Prize for Literature, features exclusive Mo-Yan-related content such as a previously-untranslated short story, interview, and critical overview.<br /><br />The rest of the issue is devoted to Chinese urban literature, with short stories by Xu Yigua, Han Song, and Zhang Yiwei, and poetry by Liao Weitang and Yang Xiaobin.<br /><br />Pathlight is a new English-language literary magazine produced by Paper Republic and People's Literature Magazine (《人民文学》杂志社). Pathlight aims to introduce the best new writing and poetry from China, with occasional detours."
29558804,121407,El manglar,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,49868458,2,31,22,7,2,5:2|4:1|3:1|2:2|1:1|total:7,,,,3.14,7,2,['121407'],['Mo Yan'],['3.72'],['15097673'],['Blas Piñero'],['3.33'],
51036664,121407,La república del vino,8494139134,9788494139130,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71760063,1,17,22,7,5,5:0|4:3|3:2|2:2|1:0|total:7,,,,3.14,7,5,['121407'],['Mo Yan'],['3.72'],[],[],[],
445093,121407,四十一炮 [Sìshíyī pào] (上),9576742382,9789576742385,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2003,7,1,zho,Hong Fan/Tsai Fong Books,false,433819,2,14,22,6,0,5:1|4:2|3:3|2:0|1:0|total:6,2003,7,1,3.67,6,0,['121407'],['Mo Yan'],['3.72'],[],[],[],"Japanese edition of Pow!. 2012 Nobel Literature Prize winner Mo Yan's novel ""forty one guns,"" about a kid at the turn of the 21st century China who loves to brag, and whose antics expose the greed, desire, and other weaknesses of human nature. (Vol. 1 of 2) In Japanese. Annotation copyright Tsai Fong Books, Inc. Distributed by Tsai Fong Books, Inc."
28171580,121407,师傅越来越幽默,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,,,zho,Shanghai wenhua chubanshe,false,48187219,1,8,21,6,0,5:1|4:2|3:2|2:1|1:0|total:6,,,,3.50,6,0,"['121407', '121407']","['Mo Yan', 'Mo Yan']","['3.72', '3.72']",[],[],[],
