id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
17125,19771050,One Day in the Life of Ivan Denisovich,0374529523,9780374529529,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574794164l/17125._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574794164l/17125._SY75_.jpg,2005,3,16,eng,"Farrar, Straus and Giroux",false,838042,328,140143,354916,89853,4012,5:29008|4:35100|3:19560|2:4611|1:1574|total:89853,1962,11,,3.95,74555,2573,"['19771050', '192496']","['Aleksandr Solzhenitsyn', 'H.T. Willetts']","['4.05', '3.95']",[],[],[],"<b>The only English translation authorized by Aleksandr Solzhenitsyn </b><br /><br />First published in the Soviet journal <i>Novy Mir</i> in 1962, <i>One Day in the Life of Ivan Denisovich</i> stands as a classic of contemporary literature. The story of labor-camp inmate Ivan Denisovich Shukhov, it graphically describes his struggle to maintain his dignity in the face of communist oppression. An unforgettable portrait of the entire world of Stalin's forced work camps, <i>One Day in the Life of Ivan Denisovich</i> is one of the most extraordinary literary documents to have emerged from the Soviet Union and confirms Solzhenitsyn's stature as ""a literary genius whose talent matches that of Dosotevsky, Turgenev, Tolstoy""--Harrison Salisbury<br /><br />This unexpurgated 1991 translation by H. T. Willetts is the only authorized edition available, and fully captures the power and beauty of the original Russian."
219821,19771050,Alexander Solzhenitsyn's One Day in the Life of Ivan Denisovich: A Guide to Understanding The...,0671009761,9780671009762,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1986,7,15,,Monarch Press,false,11258959,1,46,72,17,2,5:6|4:10|3:0|2:1|1:0|total:17,1986,7,15,4.24,17,2,"['443020', '19771050']","['Monarch Notes', 'Aleksandr Solzhenitsyn']","['4.19', '4.05']",[],[],[],
23333174,19771050,Le Déclin du courage,2251200460,9782251200460,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434823443l/23333174._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434823443l/23333174._SY75_.jpg,2014,10,21,fre,Les Belles Lettres,false,42885922,3,33,67,16,3,5:7|4:7|3:1|2:0|1:1|total:16,2014,10,21,4.19,15,3,"['19771050', '5621276', '2871105', '2242']","['Aleksandr Solzhenitsyn', 'Geneviève Johannet', 'José Johannet', 'Claude Durand']","['4.05', '3.53', '3.53', '4.05']",[],[],[],"Le 8 juin 1978 Alexandre Soljénitsyne disait aux étudiants de l'université de Harvard :<br />« Non, je ne peux pas recommander votre société comme idéal pour transformation de la nôtre. (…) Nous avions placé trop d’espoirs dans les transformations politico-sociales, et il se révèle qu’on nous enlève ce que nous avons de plus précieux : notre vie intérieure. À l’Est, c’est la foire du Parti qui la foule aux pieds, à l’Ouest la foire du Commerce : ce qui est effrayant, ce n’est même pas le fait du monde éclaté, c’est que les principaux morceaux en soient atteints d’une maladie analogue. »"
3172967,19771050,Die großen Erzählungen: Iwan Denisowitsch/ Zum Nutzen der Sache/ Matrjonas Hof/ Zwischenfall,3784429963,9783784429960,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434914873l/3172967._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434914873l/3172967._SY75_.jpg,2005,1,,ger,Langen-Müller,false,45616232,4,43,63,17,0,5:4|4:5|3:7|2:1|1:0|total:17,1975,1,1,3.71,14,0,"['19771050', '14116547']","['Aleksandr Solzhenitsyn', 'Alexander Solschenizyn']","['4.05', '4.11']",[],[],[],"""Ein Tag im Leben des Iwan Denissowitsch"" über den Alltag in einem stalinistischen Arbeitslager war das aufsehenerregendste Buch, das nach dem Zweiten Weltkrieg in der Sowjetunion veröffentlicht wurde. Die in seiner Folge entstandenen und in diesem Band neu vorgelegten Erzählungen begründeten den Ruhm des russischen Nobelpreisträgers.<br /><br />Zwischen Alltagssprache und Pathos, lyrischen Elementen und nüchterner Beschreibung gelingt es dem Autor, anhand scheinbar banaler Vorfälle, die großen menschlichen und gesellschaftlichen Probleme seiner Zeit darzustellen.<br /><br />Dieser Band enthält die Erzählungen ""Zwischenfall auf dem Bahnhof Kretschetowka"", ""Matrjonas Hof"" und ""Zum Nutzen der Sache""."
1429616,19771050,The Mortal Danger: How Misconceptions about Russia Imperil America,0060140437,9780060140434,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1980,12,31,,HarperCollins Publishers,false,1420112,9,62,60,18,1,5:6|4:1|3:6|2:3|1:2|total:18,1980,1,1,3.33,12,0,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],[],[],[],
1130441,19771050,East and West,0060805080,9780060805081,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544563775l/1130441._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544563775l/1130441._SX50_.jpg,1980,1,1,,HarperCollins Publishers,false,1117633,1,41,57,14,2,5:5|4:5|3:4|2:0|1:0|total:14,1980,,,4.07,14,2,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],[],[],[],
41558601,19771050,Архипелаг ГУЛАГ: 1918-1956: опыт художественного исследования,538902351X,9785389023512,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,,,rus,Азбука-классика,false,64843277,1,41,56,13,0,5:9|4:1|3:2|2:0|1:1|total:13,2011,,,4.31,13,0,"['19771050', '13622681', '19618163', '19618268']","['Aleksandr Solzhenitsyn', 'Александр Солженицын', 'Natalia Solzhenitsyn', 'Н.Д. Солженицына']","['4.05', '4.25', '4.32', '4.31']",[],[],[],"Russian language. Книга на русском языке. Архипелаг ГУЛАГ (комплект из 3 книг) Серия: Азбука-классика Издательство: Азбука СПб Год издания: 2011 Кол-во страниц: 640 ISBN: 9785389023543 Формат: 18 x 11.5 x 2.5 Тип обложки: Мягкая глянцевая Редактор: Солженицына Н. Д. Возрастные ограничения : 18+ Документальная художественная эпопея А. И. Солженицына ""Архипелаг ГУЛАГ"" произвела переворот в сознании миллионов читателей во всем мире. Это история репрессий, лагерей и тюрем в Советском Союзе (их жертвой был и сам автор). Александр Солженицын .Архипелаг ГУЛАГ, 1918-1956 : опыт художественного исследования : в трех книгах."
6325132,19771050,Nos jeunes,2253118427,9782253118428,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380132735l/6325132._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380132735l/6325132._SY75_.jpg,2008,1,1,,Livre de Poche,false,6510693,2,24,50,16,0,5:0|4:4|3:10|2:2|1:0|total:16,1995,1,1,3.12,11,0,"['19771050', '5621276', '2871105']","['Aleksandr Solzhenitsyn', 'Geneviève Johannet', 'José Johannet']","['4.05', '3.53', '3.53']",[],[],[],
18160281,19771050,"Evig rörelse (Gulag-arkipelagen, #2)",9146121137,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376127830l/18160281._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376127830l/18160281._SY75_.jpg,,,,swe,Wahlström & Widstrand,false,25519704,1,36,44,11,0,5:4|4:4|3:2|2:1|1:0|total:11,,,,4.00,11,0,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],[],[],[],
403505,19771050,Solzhenitsyn: What a Pity! and Other Short Stories,1853994251,9781853994258,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,4,1,,Bristol Classical Press,false,392884,2,37,42,10,0,5:4|4:4|3:2|2:0|1:0|total:10,1996,7,1,4.20,8,0,"['19771050', '3995916']","['Aleksandr Solzhenitsyn', 'G. Barabtarlo']","['4.05', '4.25']",[],[],[],"This collection of stories by Solzhenitsyn is part of the Bristol Classical Press Russian Texts series. The series is designed to meet the needs of the fast-growing A Level and undergraduate market for texts in the Russian language. Each text comes with English notes and vocabulary, and with an introduction by an editor with an expert knowledge both of the work and of its literary and cultural context."
1307546,19771050,Détente,0878557504,9780878557509,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,"Transaction Publishers,U.S.",false,1296804,13,38,39,11,4,5:2|4:2|3:7|2:0|1:0|total:11,1976,1,1,3.55,5,2,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],[],[],[],
18270271,19771050,L'erreur de l'occident,2253028398,9782253028390,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434819751l/18270271._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434819751l/18270271._SY75_.jpg,1980,,,fre,Le Livre de poche,false,25732979,2,17,35,10,1,5:3|4:2|3:2|2:3|1:0|total:10,1980,,,3.50,8,1,"['19771050', '2871103', '5621276', '2871105']","['Aleksandr Solzhenitsyn', 'Nikita Struve', 'Geneviève Johannet', 'José Johannet']","['4.05', '3.50', '3.53', '3.53']",[],[],[],"Recueil de textes extraits de ""Time"" et de ""Foreign affairs"", février-avril 1980.<br />En appendice, lettres de lecteurs à la rédaction de ""Foreign affairs"" et réponse de l'auteur.<br /><br />Composé de deux articles publiés en 1980, de lettres de lecteurs réagissant aux thèses qui y sont exprimées et la réponse de l'auteur à ces critiques, ce petit livre présente, en un raccourci étonnant, une véritable somme des opinions sur la nature du pouvoir soviétique et la conduite à tenir à son égard. Il faut admirer l'assurance de Soljenitsyne qui va jusqu'à donner la parole à ses contradicteurs - encore que ce soit pour mieux les réfuter. L'auteur dénonce la mollesse suicidaire de l'Occident, souligne les horreurs du communisme et sa vocation impérialiste, plaide enfin pour le peuple russe, bafoué dans sa foi et ses traditions par un pouvoir qui lui serait rigoureusement extrinsèque."
852541,19771050,One Day in Life of Ivan Denisovich (SparkNotes Literature Guide),1586638327,9781586638320,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328853112l/852541._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328853112l/852541._SY75_.jpg,2003,6,13,,SparkNotes,false,25886008,4,19,33,8,0,5:3|4:3|3:2|2:0|1:0|total:8,2003,6,13,4.12,6,0,"['6460726', '19771050']","['SparkNotes', 'Aleksandr Solzhenitsyn']","['3.94', '4.05']",[],[],[],"A modern classic, this short book established Solzhenitsen's reputation and instantly placed him on the master list of human rights advocates. It describes a typical day in the life of an inmate in the Siberian prison camps of Stalinist Soviet Union."
23066541,19771050,Nobeller - noveller av nobelpristagare,,9789172215238,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409062274l/23066541._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409062274l/23066541._SX50_.jpg,2007,,,swe,En bok för alla,false,42623380,1,28,33,9,0,5:1|4:4|3:4|2:0|1:0|total:9,2007,1,1,3.67,9,0,"['9938154', '648081', '1728', '38266', '1455', '533521', '19771050', '4203']","['Gun Ekeroth', 'Bjørnstjerne Bjørnson', 'Orhan Pamuk', 'Selma Lagerlöf', 'Ernest Hemingway', 'Harry Martinson', 'Aleksandr Solzhenitsyn', 'Sigrid Undset']","['3.67', '3.38', '3.76', '3.85', '3.83', '3.78', '4.05', '4.17']",[],[],[],"De flesta av Nobelpristagarna i litteratur skrev noveller vid sidan av de romaner som de är mest kända för. I detta urval som också sänts i radions P1 får vi möta 25 ""Nobeller"". Samlingen inleds med Björnstjerne Björnsson, pristagare 1903, och slutar med 2006 års pristagare, den turkiska författaren Orhan Pamuk. Här finns också namn som Selma Lagerlöf, Sigrid Undset, Ernest Hemingway, Alexander Solsjenitsyn och Harry Martinson."
36582209,19771050,انتقام تشيك الرهيب (وقصص أخرى من الأدب الروسي المعاصر),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560069684l/36582209._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1560069684l/36582209._SX50_.jpg,2017,10,,ara,مؤسسة عمان للصحافة والنشر والاعلان,false,58326918,1,19,33,10,1,5:1|4:3|3:4|2:2|1:0|total:10,,,,3.30,10,1,"['17322118', '235809', '14528536', '17322119', '3019758', '19771050']","['Fazil Iskander', 'Dina Rubina', 'Yevgeni Grishkovetz', 'Ljudmila Stefanovna Petruševskaja', 'Галина Щербакова', 'Aleksandr Solzhenitsyn']","['3.30', '4.10', '3.62', '3.30', '3.73', '4.05']",['7083892'],['أحمد محمد الرحبي'],['3.37'],
708778,19771050,"Deux Siècles Ensemble, 1795 1995, Tome 1:  Juifs Et Russes Avant La Révolution",2213611580,9782213611587,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,,,fre,Fayard,false,695052,4,38,31,7,1,5:4|4:2|3:1|2:0|1:0|total:7,2002,,,4.43,6,1,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],"['11254469', '287380', '2871103']","['Anne Kichilov', 'Georges Philippenko', 'Nikita Struve']","['4.61', '4.43', '3.50']",
36344032,19771050,Рассказы. Крохотки,,9785699403233,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506988935l/36344032._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506988935l/36344032._SY75_.jpg,,,,rus,Эксмо,false,58024323,1,10,29,7,0,5:2|4:4|3:1|2:0|1:0|total:7,,,,4.14,7,0,"['19771050', '13622681']","['Aleksandr Solzhenitsyn', 'Александр Солженицын']","['4.05', '4.25']",[],[],[],"Александр Исаевич Солженицын - русский писатель, лауреат Нобелевской премии (1970). Болью и великой верой в сохранение человеческой души проникнуто все творчество Александра Исаевича. В постсоветское время, как и в эпоху жесточайшего тоталитаризма, писатель оставался сторонником нравственных и христианских идеалов, верил в русского человека. Из сердца звучит мольба за Отечество: ""Отче наш Всемилостивый! Россиюшку Твою многострадную не покинь в ошеломлении нынешнем, в ее израненности, обнищании/и в смутности духа..."""
49506608,19771050,"Lenin Petrogradis : Lenini-peatükid „Punasest rattast“ (Loomingu Raamatukogu, #21-23/2019)",,9789949638482,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71400866,1,15,29,8,0,5:1|4:4|3:2|2:1|1:0|total:8,,,,3.62,8,0,"['19771050', '5623056', '6431976']","['Aleksandr Solzhenitsyn', 'Veronika Einberg', 'David Vseviov']","['4.05', '3.99', '4.15']",['15624301'],['Jaana Peterson'],['3.91'],"„Lenin Petrogradis“ on Nobeli kirjandusauhinna laureaadi romaan lõpetamata jäänud tsüklist „Punane ratas“ ja ühtlasi mõtteline järg raamatule „Lenin Zürichis“ (LR 2018, nr. 26–29, tlk. Jüri Ojamaa).<br /><br />Käes on 1917. aasta kevad, Lenin on tagasi Venemaal. Oktoobripöörde-eelne Vene ühiskond on kaoses nii rindel kui ka tagalas. Näib, et ülevaade toimuvast puudub ka poliitilisel ladvikul, kuid seda halastamatumat võitlust võimu haaramise nimel peetakse."
708804,19771050,"L'archipel du Goulag I (Oeuvres Complètes, Tome 4)",221302412X,9782213024127,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,11,,fre,Fayard,false,73631685,1,18,28,6,2,5:4|4:2|3:0|2:0|1:0|total:6,,,,4.67,6,2,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],[],[],[],
34038343,19771050,"The Gulag Archipelago, Volume III, Katorga: Exile; and Stalin is No More",,9781483073804,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485636847l/34038343._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485636847l/34038343._SX50_.jpg,2011,8,22,eng,"Blackstone Audio, Inc.",false,73693497,2,26,28,6,1,5:5|4:0|3:1|2:0|1:0|total:6,,,,4.67,6,1,"['19771050', '10072']","['Aleksandr Solzhenitsyn', 'Frederick Davidson']","['4.05', '3.82']",['8539'],['Thomas P. Whitney'],['4.24'],
25632836,19771050,Högra handen och andra noveller,9146111816,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433014782l/25632836._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433014782l/25632836._SY75_.jpg,1972,,,swe,Wahlström & Widstrand,false,45447329,3,20,27,8,0,5:1|4:1|3:6|2:0|1:0|total:8,1970,1,1,3.38,7,0,"['19771050', '3037301']","['Aleksandr Solzhenitsyn', 'Hans Björkegren']","['4.05', '4.06']",[],[],[],Samling innehållande . Ett möte på Kretjetovka-stationen + Matrjonas gård + Högra handen + Zachar-Kalitá + Påskprocessionen + Etyder och miniatyrer + För sakens bästa
5978111,19771050,Ten Years After Ivan Denisovich,0394711122,9780394711126,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,6527746,6,29,27,7,2,5:1|4:5|3:0|2:1|1:0|total:7,1973,5,20,3.86,2,1,"['2739442', '19771050']","['Zhores A. Medvedev', 'Aleksandr Solzhenitsyn']","['3.69', '4.05']","['4062313', '247233', '365700']","['Hilary Sternberg', 'Michael Scammell', 'Guy Daniels']","['3.00', '3.97', '4.18']","The shocking inside story of Alexander Solzhenitsyn's persecution in the Soviet Union, which began with the appearance of his novel <i>One Day in the Life of Ivan Denisovitch</i> in 1963 and culminated in his exile from his native land in the late fall of 1973. Told by his close friend Zhores Medvedev, himself a victim of the same persecution and today a fellow exile, it is both an unforgettable picture of what life in Russia has been like for intellectuals in recent years and a tribute to a great artist's courage and integrity. The Vintage edition includes a new, never before published Epilogue, covering the events of 1973 and Solzhenitsyn's banishment."
21538339,19771050,Ensimmäinen piiri 1,9516430511,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395671414l/21538339._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395671414l/21538339._SX50_.jpg,1972,,,fin,Suuri Suomalainen Kirjakerho,false,40872034,1,18,27,7,0,5:2|4:4|3:0|2:0|1:1|total:7,1972,1,1,3.86,7,0,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],[],[],[],
26072652,19771050,"Ensimmäinen piiri 2 (Ensimmäinen piiri, #2)",951643052X,9789516430525,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439194447l/26072652._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439194447l/26072652._SY75_.jpg,1973,,,fin,Tammi/Suuri Suomalainen Kirjakerho,false,46009992,1,11,26,6,0,5:2|4:4|3:0|2:0|1:0|total:6,1973,1,1,4.33,6,0,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],['4764089'],['Esa Adrian'],['3.89'],"Venäläisistä vankiloista, erikoisleireiltä ja rintamilta koottu valtiollisten vankien ryhmä - eteviä insinöörejä ja teknikoita etupäässä - kokee uuden erikoisvankilansa Danten Jumalaista näytelmää mukaillen ensimmäiseksi piiriksi, paratiisia epäilyttävästi muistuttavaksi helvetin ylimmäksi ja parhaaksi kehäksi. Vangit saavat suhteellisen vapauden suunnitellessaan Stalinille uutta, salaista puhelin- ja tiedotusjärjestelmää, mutta silti he yhä ovat vankeja ja vailla välttämättömiä yksilönvapauksia. Tässä laajassa kollektiiviromaanissaan tekijä puhuu lähinnä yksilönvapauden ja oikeuksien puolesta byrokratiaa ja mitä tahansa pakkojärjestelmää vastaan, osoittaa loistavin ketjureaktioin yksityisten toimintojen ja asioiden heijastusliikkeen byrokratian eri portaissa aina lähtökohdasta vanhenevaan, sairaaseen Staliniin saakka ja tekee naurettavaksi suurjärjestelmien mekaanisuuden. Ihmiskuvaajana Solženitsyn on avara ja humaani silloinkin, kun suomii omanvoitonpyyntiä ja nöyristelyä. Tämä on tähänastisista hänen teoksistaan kriittisin ja vahvimmin yhteiskuntasatiirinen."
25617762,19771050,Oeuvres complètes tome 4 L'archipel du Goulag tome 1 : L'Archipel du Goulag (Littérature étrangère),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,45429764,4,37,25,5,1,5:5|4:0|3:0|2:0|1:0|total:5,1991,12,2,5.00,4,1,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],[],[],[],
261747,19771050,Alexander Solzhenitsyn Speaks to the West,0370301757,9780370301754,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563715190l/261747._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563715190l/261747._SY75_.jpg,1978,12,31,,Bodley Head,false,253708,1,45,24,5,0,5:4|4:1|3:0|2:0|1:0|total:5,1978,12,31,4.80,5,0,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],[],[],[],
4733523,19771050,Zwischen zwei Mühlsteinen: Mein Leben im Exil,3776624507,9783776624502,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434923272l/4733523._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434923272l/4733523._SY75_.jpg,,,,ger,,false,4798104,2,15,24,6,0,5:1|4:4|3:1|2:0|1:0|total:6,2002,1,1,4.00,1,0,"['19771050', '14116547']","['Aleksandr Solzhenitsyn', 'Alexander Solschenizyn']","['4.05', '4.11']",[],[],[],Autobiografia pisarza rosyjskiego - Sołżenicyna
25729746,19771050,Արխիպելագ Գուլագ ՀԱՏՈՐ - Ա,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434350027l/25729746._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434350027l/25729746._SX50_.jpg,1994,,,hye,Գիր գրոց,true,45567550,1,33,23,5,0,5:4|4:0|3:1|2:0|1:0|total:5,1994,1,1,4.60,5,0,"['19771050', '14101647']","['Aleksandr Solzhenitsyn', 'Ալեքսանդր Սոլժենիցին']","['4.05', '4.00']",[],[],[],"ՀԱՏՈՐ - Ա<br />Ալեքսանդր Սոլժենիցինի ամենահայտնի երկերից մեկը՝ «Արխիպելագ Գուլագը» բռնատիրական ռեժիմի պատժական համակարգի հանրագիտարան կարելի է համարել։ Քննելով շուրջ չորս տասնամյակների ոճրագործությունները, փաստական և վերլուծական հսկայական նյութ ամփոփող սույն աշխատոլթյունը յուրօրինակ հուշարձան է անմեղ զոհերին, նախազգուշացում սերունդներին։"
25144267,19771050,В круге первом: Том 2 (Полное собрание сочинений в 30 томах),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,true,44843662,1,12,23,5,1,5:3|4:2|3:0|2:0|1:0|total:5,2010,1,1,4.60,5,1,"['19771050', '13622681']","['Aleksandr Solzhenitsyn', 'Александр Солженицын']","['4.05', '4.25']",[],[],[],"Во втором томе 30-томного Собрания сочинений печатается роман «В круге первом». В «Божественной комедии» Данте поместил в «круг первый», самый легкий круг Ада, античных мудрецов. У Солженицына заключенные инженеры и ученые свезены из разных лагерей в спецтюрьму — научно-исследовательский институт, прозванный «шарашкой», где разрабатывают секретную телефонию, государственный заказ. Плотное действие романа умещается всего в три декабрьских дня 1949 года и разворачивается, помимо «шарашки», в кабинете министра Госбезопасности, в студенческом общежитии, на даче Сталина, и на просторах Подмосковья, и на «приеме» в доме сталинского вельможи, и в арестных боксах Лу"
8771715,19771050,Эго. Абрикосовое варенье. Всё равно. Адлиг Швенкиттен,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,false,13645207,1,7,22,5,0,5:3|4:1|3:1|2:0|1:0|total:5,2008,,,4.40,5,0,"['19771050', '13622681']","['Aleksandr Solzhenitsyn', 'Александр Солженицын']","['4.05', '4.25']",[],[],[],"Больше 30 лет разделяют рассказы, с которыми вошел в литературу А.И.Солженицын – «Один день Ивана Денисовича», «Матренин двор», «Случай на станции…», – и «Двучастные рассказы» 1990-х годов. Эти годы ушли на огромные полотна – «Архипелаг ГУЛАГ», «Красное Колесо».<br /><br />Восемь двучастных рассказов написал Солженицын в 90-е годы. Три из них вошли в эту аудиокнигу.<br />Кроме двучастных рассказов в книгу вошла односуточная повесть «Адлиг-Швенкиттен», о боях в Восточной Пруссии в январе 1945-го – настоящий шедевр позднего Солженицына, где его литературное мастерство достигло предельной концентрации, – пишет поэт Юрий Кублановский. – С первых же страниц и абзацев повествования проникает в читательскую душу чувство вещей, точней, зловещей тревоги – и так по нарастающей – вплоть до реквиемного финала». <br /><br />Содержание:<br /><br /> 1. Эго<br /> 2. Абрикосовое варенье<br /> 3. Все равно<br /> 4. Адлиг Швенкиттен"
44163889,19771050,The Love-Girl and the Innocent,055310246X,9780553102468,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1971,,,eng,Bantam Books,false,68691149,2,19,22,5,1,5:2|4:3|3:0|2:0|1:0|total:5,,,,4.40,5,1,"['19771050', '16981844']","['Aleksandr Solzhenitsyn', 'Alexander Solzhenitsyn']","['4.05', '3.89']","['425787', '672777']","['Nicholas Bethell', 'David Burg']","['4.19', '4.19']",
6458574,19771050,Voices from the Gulag,0810126559,9780810126558,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,2,3,,Northwestern University Press,false,6648948,1,48,21,5,0,5:2|4:2|3:1|2:0|1:0|total:5,2009,3,31,4.20,5,0,['19771050'],['Aleksandr Solzhenitsyn'],['4.05'],[],[],[],"After the publication in 1962 of <i>One Day in the Life of Ivan Denisovich, </i>Aleksandr Solzhenitsyn began receiving, and would continue to receive throughout his life, testimonies from fellow survivors of the gulag. Originally selected by Solzhenitsyn, the memoirs in this volume are an important addition to the literature of the Soviet gulag. Written by men from a wide variety of occupations and social classes, the writing in <i>Voices from the Gulag </i>lends a voice to the many ordinary people—including a circus performer, a teenage boy, and a Red Army soldier—whom a brutal system attempted to erase from memory."
