id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
28008683,6669,Kwiaty zła,8308025315,9788308025315,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448809512l/28008683._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448809512l/28008683._SX50_.jpg,1994,,,pol,Wydawnictwo Literackie,false,2089235,1001,106988,198341,46569,1318,5:23284|4:14789|3:6398|2:1473|1:625|total:46569,1857,6,25,4.26,4,0,['13847'],['Charles Baudelaire'],['4.21'],"['3248883', '14717849', '14717850', '14717851', '1934339', '1380465', '2930254', '14717852', '8444436', '6519686', '4539134', '4465390', '5287494', '1058344', '84259', '3282325', '2917159', '14717853', '14717854', '7017000', '8190846', '3044340', '14717855', '6669', '4633607', '2894496', '14717856', '14717857', '14717858', '14717859', '15092733']","['Zbigniew Bieńkowski', 'Jerzy Brzozowski', 'Stanisław Korab-Brzozowski', 'Bolesław Wieniawa-Długoszowski', 'Wiktor Gomulicki', 'Mieczysław Jastrun', 'Ireneusz Kania', 'Roman Kołoniecki', 'Feliks Konopka', 'Czesław Jastrzębiec-Kozłowski', 'Antoni Lange', 'Maria Leśniewska', 'Jerzy Litwiniuk', 'Tadeusz Lubelski', 'Czesław Miłosz', 'Artur Międzyrzecki', 'Zenon Przesmycki', 'Zofia Trzeszczkowska', 'Jan Opęchowski', 'Bronisława Ostrowska', 'Marian Piechal', 'Seweryn Pollak', 'Włodzmierz Słobodnik', 'Wisława Szymborska', 'Józef Waczków', 'Adam Ważyk', 'Ewa Wende', 'Bohdan Wydżga', 'Marianna Zajączkowska-Abrahamowicz', 'Kazimiera Zawistowska', 'Andrzej   Nowak']","['4.00', '4.20', '4.25', '4.00', '3.03', '4.36', '3.98', '4.07', '3.92', '4.35', '3.23', '3.81', '3.57', '4.02', '4.19', '3.98', '3.83', '3.78', '4.25', '3.97', '4.40', '3.88', '4.25', '4.32', '4.06', '4.00', '4.25', '4.25', '4.25', '3.76', '3.50']","Przekłady wielu współczesnych i dawnych tłumaczy Baudelaire'a, zebrane w tym tomie, składają się na pierwszą po II wojnie światowej kompletną polską edycję ""Kwiatów zła"".<br /><br />Tylko parę zbiorów wierszy zdobyło większą sławę w dziejach światowej liryki: ""Pieśni"" Horacego, ""Sonety do Laury"" Petrarki... Legenda Baudelaire'a ogniskuje w sobie, jak napisał Eliot w 1930 roku, ""najmocniej oddziałujący archetyp poety współczesnej epoki"", na równi z legendą Rimbauda.<br /><br />""Kwiaty zła"" były jednocześnie spóźnioną kulminacją francuskiego romantyzmu i progiem współczesnej wrażliwości poetyckiej. W najszerszym odbiorze aż do końca ubiegłego wieku słynne były jednak z powodów ubocznych: towarzyszyła im aura skandalu, pamiętano o procesie sądowym, okaleczającym dzieło na długie lata.<br /><br />Dzisiaj o sile oddziaływania tej poezji nie przesądzają już jej bluźniercze akcenty i czarny erotyzm. Baudelaire wcześnie przeczuł naszą epokę: czyż jego poczucie grzechu pierworodnego, świadomość zawieszenia w bezmiarze ułomnego świata nie ma w istocie tych samych korzeni co ""poczucie tragiczności życia"" Unamuna, ""la nausée"" Sartre'a, ""życie w niewygodzie"" Camusa?"
23507687,6669,Czarna piosenka,8324032320,9788324032327,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415261875l/23507687._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415261875l/23507687._SX50_.jpg,2014,10,6,pol,Społeczny Instytut Wydawniczy Znak,false,43111763,3,85,175,46,2,5:13|4:15|3:15|2:2|1:1|total:46,,,,3.80,35,0,['6669'],['Wisława Szymborska'],['4.32'],[],[],[],"<i>Czarna piosenka</i> to legendarna ""książka widmo"" - tom, który miał być debiutem Wisławy Szymborskiej, ale nigdy nie został wydany. Jego losy skrywają wiele tajemnic. Być może wstrzymała go cenzura, być może sama poetka uznała, że w takim kształcie nie miał wówczas szans na publikację. Niektóre z wierszy drukowane były w czasopismach literackich, zaledwie kilka z nich autorka włączyła później do wydań książkowych. Odnaleziony w papierach Wisławy Szymborskiej maszynopis zawierający wiersze z lat 1944-1948 umożliwił przygotowanie do druku tomu, który dopiero w roku 2014, opatrzony wstępem biografki poetki, Joanny Szczęsnej, trafia do rąk czytelników. Mogą oni poznać poetyckie początki przyszłej noblistki, w wierszach noszących znamiona czasu, w jakim powstały, odkryć motywy, myśli i obrazy zapowiadające świat poetycki jej dojrzałej twórczości.<br /><br />Edycja specjalna <i>Czarnej piosenki</i> ilustrowana jest rękopisami i maszynopisami poetki, a także wzbogacona o nagranie wszystkich wierszy w wykonaniu Magdaleny Cieleckiej."
33797660,6669,Prosas reunidas,8416665613,9788416665617,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483606587l/33797660._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1483606587l/33797660._SY75_.jpg,2017,1,,spa,Malpaso,false,54695394,2,178,173,40,5,5:21|4:13|3:4|2:2|1:0|total:40,,,,4.32,38,5,['6669'],['Wisława Szymborska'],['4.32'],['16275881'],['Manuel Bellmunt Serrano'],['4.32'],"Wilslawa Szymborska era una desconocida en el ámbito hispánico hasta que ganó el Premio Nobel en el año 1996. Se editaron entonces sus espléndidos poemas y los lectores en español pudieron descubrir a una de las grandes poetas del siglo xx.<br />Años más tarde se produjo otro descubrimiento igual de extraordinario con la edición de sus prosas. Aparecía entonces una pensadora lúcida, irónica, culta y cercana que con aparente sencillez componía textos afilados y mordaces.<br /><br />Este volumen reúne todos esos textos que vuelven a poner de manifiesto que detrás del Premio Nobel no solo había una excelsa poeta, sino una escritora completa, llena de aristas y resquicios que transitó por los temas más diversos, pero siempre con clarividencia y talento. Literatura, cine, antropología o historia son algunos de los campos que Szymborska siembra de erudición: sus ensayos producen sorpresa, curiosidad y también alguna sonrisa, y con seguridad nos harán un poco más sabios."
11566343,6669,فيسوافا شيمبورسكا شاعرة نوبل 1996: مختارات شعرية,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1996,,,,المجلس الاعلى للثقافة,false,16506911,2,146,167,43,6,5:12|4:17|3:11|2:3|1:0|total:43,1996,,,3.88,32,4,"['6669', '4909060', '4909061', '4909062', '4716314']","['Wisława Szymborska', 'دوروتا سامولينسكامتولى', 'هناء عبد الفتاح', 'أحمد عبدالمعطي حجازى', 'فيسوافا شيمبورسكا']","['4.32', '4.06', '3.29', '4.06', '3.76']",[],[],[],"فيسوافا شيمبورسكا"" من أهم الشاعرات الأوربيات المعاصرات. ولدت في عام 1923 بمدينة ""كورنيك"" الواقعة في وسط بولندا. ومنذ عام 1931 وهي تسكن بالمدينة البولندية الأثرية "" كراكرف "" عاصمة بولندا القديمة حيث قضت فترة الاحتلال الألماني النازي في الحرب العالمية الثانية، وأنهت دراستها الثانوية أثناء الحرب ، بمدرسة ثانوية سرية تابعة لمدارس تنتمي إلي حركة العلم والتنوير تحت الأرض . وفي السنوات ( 1945 1948) تدرس علوم وفقه اللغة البولندية ، وكذلك العلوم السوسيولوجية بجامعة ياجيلونسكي.<br />مارست الكتابة الأدبية في المجلة الشهيرة البولندية "" الحياة الأدبية "" منذ عام 1953، حيث كانت تشرف علي قسم الشعر بالمجلة، وتقوم بتحليل الكتب الأدبية، والإعلان عن قيمتها. في سنوات الأربعينات بدأت ""شيمبورسكا"" أول إبداعاتها الأدبية، لكن هذا الإبداع الأول لم يكن شعرا؛ بل روايات قصيرة تكتبها ""لنفسها!"" كما تؤكد شاعرتنا. وبمرور الوقت تقصر أطوال هذه الروايات رويدا رويدا، حتي تصل سطور كل قصة علي حده إلي عشرة سطور. وفي عام 1945 تنْشر لها أولي قصائدها تحت عنوان ""أبحث عن كلمة""، لتتوالي كتابة القصائد والدواوين.<br />كان الديوان الأول لها بعنوان ""لهذا نحيا"" وقد أصدرته الشاعرة عام 1952. ثم توالت الدوواين الشعرية: ""أسئلة أسألها"" 1945، ""مناشدة إلي بيتي Yeti"" 1957، ""الملح"" 1962، ""ليست للأفراح حدود أو الأفراح المائة"" 1967، ""مهما كانت الأحوال"" 1972 ، ""كم كبير"" 1976، ""الناس فوق الجسر"" 1986، ""النهاية ثم البداية"" 1993، ""أمسيات شاعرة"" 1993، ""حب سعيد وقصائد أخري _ Milosc i inne wiersze"" 2007، ""لحظة - Chwila"" 2009، ""هنا _ Tutaj"" 2009‭."
42857355,6669,Sena dikter,,9789172475397,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542543885l/42857355._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542543885l/42857355._SY75_.jpg,2018,11,6,swe,Ellerströms förlag,false,66631876,1,87,160,41,3,5:10|4:20|3:9|2:1|1:1|total:41,2018,11,6,3.90,41,3,['6669'],['Wisława Szymborska'],['4.32'],[],[],[],"Sena dikter innehåller samtliga dikter ur Wislawa Szymborskas tre sista diktsamlingar Ett kolon, Här och Nog nu, alla översatta av Anders Bodegård. Oavsett om hon möter sig själv som ung, samtalar med inspirationen eller funderar över konstens och litteraturens roll i historien gör Szymborska det med samma nyktra distans och milda ironi. I hennes diktvärld, där vardagslivet ofta står i centrum, finns alltid ett stort mått av tröst och hopp. Till denna utgåva har Agneta Pleijel skrivit ett tänkvärt förord i dialogform.<br /><br />Wislawa Szymborska (1923–2012) växte upp i Kraków i Polen och bodde där i större delen av sitt liv. Hon debuterade 1945 och har blivit översatt till ett fyrtiotal olika språk. Hennes dikter präglas av stor integritet och anspråkslöshet och har kommit att älskas av läsare över hela världen. 1996 tilldelades hon Nobelpriset i litteratur.<br /><br />Utgivningen ingår i det förlagsöverskridande projektet ”Nobelkvinnor” en gemensam publicering av samtliga de fjorton kvinnor som fått Nobelpriset i Litteratur."
15117933,6669,Milczenie roślin,8324017518,9788324017515,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362841573l/15117933._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362841573l/15117933._SY75_.jpg,2011,11,11,,,false,20772958,1,57,156,35,0,5:19|4:14|3:1|2:1|1:0|total:35,2011,11,11,4.46,35,0,['6669'],['Wisława Szymborska'],['4.32'],[],[],[],"Głębokie, mądre teksty niezwykle harmonijnie współgrają tu z piękną oprawą graficzną. Jej główny element stanowią nastrojowe fotografie. Idealny prezent, refleksyjna lektura dla wszystkich kochających Wisławę Szymborską i poezję najwyższych lotów."
13071840,6669,Wielka liczba,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469697837l/13071840._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469697837l/13071840._SY75_.jpg,1976,,,pol,Czytelnik,false,18238129,3,55,156,36,3,5:21|4:6|3:9|2:0|1:0|total:36,1976,,,4.33,26,2,['6669'],['Wisława Szymborska'],['4.32'],[],[],[],
17832497,6669,Livet er den eneste måten,8210053051,9788210053054,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366434341l/17832497._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366434341l/17832497._SY75_.jpg,2013,,,nob,Tiden,false,24949800,1,70,152,34,3,5:20|4:10|3:4|2:0|1:0|total:34,2013,1,1,4.47,34,3,['6669'],['Wisława Szymborska'],['4.32'],['4753998'],['Christian Kjelstrup'],['4.41'],"Nobelprisvinner Wisława Szymborska døde 1. februar 2012, 88 år gammel. Hun etterlot seg en poesi som er enkel, åpen og klar, men samtidig evner å speile hverdagens kompleksitet. Hun betraktes som en av etterkrigstidens fremste poeter. <br /> <br />I flere av diktene søker hun mot tingenes vesen, med både ærgjerrighet og ydmykhet. For der en løk for Ibsen bare er interessant som et bilde på noe menneskelig, betrakter Szymborska løken som løk, elven som elv, skogen som skog: <br /> <br />«Nede i dalen en liten bekk i rollen som liten bekk<br />En sti i form av en sti så lenge den er til<br />En skog som ser ut som en skog i all evighet amen.»<br /> <br />Men det er også mange andre motiver som vekker Szymborskas nysgjerrighet, som et fotografi fra 11. september, eller et barns eksperimentelle lyst, eller skyene over himmelen, eller livet som den eneste måten. «Hun klarer å fange tilværelsens meningsløshet og tristhet, men likevel være livsbejaende,» har Woody Allen sagt."
22584888,6669,Hasta aquí,,9788492799770,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403646507l/22584888._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403646507l/22584888._SY75_.jpg,2014,6,1,spa,Bartleby Editores,false,44058751,1,79,139,34,3,5:13|4:13|3:6|2:2|1:0|total:34,,,,4.09,34,3,['6669'],['Wisława Szymborska'],['4.32'],"['8337267', '3267284']","['Abel Murcia', 'Gerardo Beltrán']","['3.84', '4.37']",
27036712,6669,Wołanie do Yeti,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444390980l/27036712._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444390980l/27036712._SY75_.jpg,1957,,,pol,Wydawnictvo literackie,false,47077942,2,54,133,33,4,5:11|4:14|3:6|2:2|1:0|total:33,1957,,,4.03,21,3,['6669'],['Wisława Szymborska'],['4.32'],[],[],[],
12433988,6669,"""Miłość szczęśliwa"" i inne wiersze",8385568964,9788385568964,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377117058l/12433988._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377117058l/12433988._SY75_.jpg,,,,pol,Wydawnictwo a5,false,17416503,1,52,128,31,1,5:14|4:10|3:5|2:1|1:1|total:31,2007,1,1,4.13,31,1,"['6669', '1069009']","['Wisława Szymborska', 'Ryszard Krynicki']","['4.32', '4.07']",[],[],[],Wybór wierszy miłosnych poetki.
11260783,6669,25 poesie,8804444304,9788804444305,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,1,1,ita,Arnoldo Mondadori,false,16187576,1,76,122,33,4,5:7|4:14|3:8|2:3|1:1|total:33,,,,3.70,33,4,['6669'],['Wisława Szymborska'],['4.32'],['4826119'],['Pietro Marchesani'],['4.36'],
10787198,6669,الشاعر والعالم,,9782843050428,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1997,,,ara,دار المدى,false,15699409,1,202,121,29,2,5:11|4:13|3:4|2:1|1:0|total:29,,,,4.17,29,2,"['4716314', '6669', '5288579']","['فيسوافا شيمبورسكا', 'Wisława Szymborska', 'هاتف الجنابي']","['3.76', '4.32', '3.56']",[],[],[],"على مدى خمسين عاماً كانت قصيدة شيمبورسكا وما تزال تحفر سماتها وصوتها الخاص في الشعر البولندي المعاصر. إنه حفر ونقش يشبه ما وصلنا من نقش في الكهوف والمعابد من حيث الأثر.<br /><br />بدون ضوضاء، وادعاءات فارغة وتزلف. الكتابة لدى شيمبورسكا عمل شاق دؤوب دقيق ومعاناة حقيقية، يقابلها متعة الكتابة التي سمتها الشاعرة في واحدة من بين أجمل قصائدها بـ ""فرح الكتابة"". فمقابل المخاض ثمة وليد منتظر. كان الفرزدق يفضل قلع ضرس له على كتابة بيت من الشعر. في بداية السبعينات حدد الناقد البولندي الراحل (يزي كفيا تكوفسكي) موقع شيمبورسكا الشعري على النحو التالي: ""رغم قلة عدد قصائد الشاعرة (بحدود مائة قصيدة آنذاك) إلا أنها واحدة من بين أهم الظواهر في الشعر البولندي المعاصر. بساطة وتوصيل غير عاديين. شعر عميق فكرياً... شعر دقيق بصورة غير عادية، مصحوب بابتكار في صياغاته. الكلمة فيه وسيلة وليس غاية... كل قصيدة من قصائدها تعتمد على شعرية منفردة... ببساطة إنها شعر خاص تماماً."
6923155,6669,Sata Szymborskaa,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351984174l/6923155._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351984174l/6923155._SX50_.jpg,2003,,,fin,Like,false,7151942,2,47,119,27,2,5:15|4:8|3:4|2:0|1:0|total:27,2003,,,4.41,26,2,['6669'],['Wisława Szymborska'],['4.32'],"['6549139', '3103']","['Martti Puukko', 'Jarkko Laine']","['3.83', '3.47']","80-vuotias puolalaisrunoilija Wislawa Szymborska on julkaissut vain vajaat 250 runoa. Hänen kohdallaan sanonta ""laatu on määrää tärkeämpi"" pitää todellakin paikkansa jos missä. Krakovassa asuva, julkisuutta kaihtava Szymborska palkittiin vuonna 1996 kirjallisuuden Nobel-palkinnolla.<br /><br />Kokoelma sisältää nimensä mukaisesti sata Szymborskan runoa. Runot on valittu siten, että ne ovat mahdollisimman edustava otos runoilijan tähänastisesta tuotannosta. Kokoelman ovat suomentaneet Martti Puukko ja Jarkko Laine. <br />(Like)<br /><br />Kokoelma Szymborskan runoja."
7746200,6669,Nowe lektury nadobowiązkowe,8308032575,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,,,,Wydawnictwo Literackie,false,10571808,3,51,116,29,3,5:8|4:13|3:8|2:0|1:0|total:29,2002,,,4.00,28,3,['6669'],['Wisława Szymborska'],['4.32'],[],[],[],
339975,6669,Hundert Freuden,3518390899,9783518390894,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,330363,2,50,114,28,0,5:9|4:14|3:3|2:2|1:0|total:28,1986,,,4.07,21,0,"['6669', '194974', '430505', '2910221']","['Wisława Szymborska', 'Karl Dedecius', 'Elisabeth Borchers', 'Jerzy Kwiatkowski']","['4.32', '3.99', '3.89', '4.03']",[],[],[],
21533522,6669,Täällä,9522680214,9789522680211,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395603814l/21533522._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395603814l/21533522._SY75_.jpg,2012,,,fin,Savukeidas,false,40862533,1,43,111,30,2,5:7|4:9|3:12|2:2|1:0|total:30,2009,,,3.70,30,2,['6669'],['Wisława Szymborska'],['4.32'],['6549139'],['Martti Puukko'],['3.83'],"Wislawa Szymborskaa (s. 1923), vuoden 1996 kirjallisuuden Nobelin voittajaa, pidetään yhtenä merkittävimmistä elävistä runoilijoista. Szymborskan runokokoelman Täällä on suomentanut Martti Puukko."
53154415,6669,Inne pozytywne uczucia też wchodzą w grę. Korespondencja 1972-2011,,9788365614261,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73361737,1,74,109,25,3,5:14|4:9|3:0|2:1|1:1|total:25,2019,10,24,4.36,25,3,"['6669', '22578', '1069009']","['Wisława Szymborska', 'Stanisław Barańczak', 'Ryszard Krynicki']","['4.32', '4.12', '4.07']",[],[],[],"Odczytane z rękopisów listy, po raz pierwszy publikowane wyklejanki i drobiazgowe przypisy Ryszarda Krynickiego składają się na fascynujący, bogaty i wielowymiarowy portret literackiej przyjaźni Wisławy Szymborskiej i Stanisława Barańczaka. Książka jest efektem pracy w archiwum Wisławy Szymborskiej zdeponowanym w Bibliotece Jagiellońskiej, gdzie znajduje się około 80 listów Stanisława Barańczaka do Wisławy Szymborskiej. Korespondencja zawiera też karty pocztowe oraz różnego typu załączniki, głównie dołączane do listów teksty literackie. Ta część korespondencji została umieszczona przez Wisławę Szymborską w teczce opisanej ""Barańczak. Jego cudeńka"", zawierającej również listy do Michała Rusinka i kopie przekładów Stanisława Barańczaka wierszy żartobliwych i dziwacznych oraz zabaw słownych z dedykacjami dla Noblistki. Listy Wisławy Szymborskiej są przechowywane w archiwum domowym Stanisława Barańczaka w Newtonville pod Bostonem; wśród listów znajdują się nieznane dotąd wyklejanki.<br /><i>Inne pozytywne uczucia…</i> to portret literackiej przyjaźni, najpierw wynikającej z wzajemnego zainteresowania swoją twórczością, z czasem coraz częściej do głosu dochodzi sfera prywatna, którą oboje zwykli starannie chronić. Około połowy lat 70. Barańczak powściągliwie nawiązuje do swej niełatwej sytuacji po utracie pracy, a po wyjeździe do Stanów – do doświadczeń emigranckich, wreszcie w latach 90. - do pogarszającego się zdrowia. Korespondencja jest również świadectwem amerykańskiej percepcji poezji Wisławy Szymborskiej i Jej wstępowania w krąg najwyżej cenionych za oceanem poetów. Równie istotny jest wpisany w te listy zapis samoświadomości Barańczaka jako tłumacza i interpretatora poezji.<br /><br />Formatem i szatą graficzną tom nawiązuje do wydanej przez Wydawnictwo a5 w 2018 roku korespondencji Wisławy Szymborskiej i Zbigniewa Herberta pt. <i>Jacyś złośliwi bogowie zakpili z nas okrutnie. Korespondencja 1955-1996</i>. Bogato ilustrowany faksymilami i reprodukcjami wyklejanek, uzupełniony obszernymi przypisami Ryszarda Krynickiego."
44663318,6669,Paisaje con grano de arena,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,true,69311969,1,65,104,25,6,5:12|4:6|3:6|2:1|1:0|total:25,,,,4.16,25,6,['6669'],['Wisława Szymborska'],['4.32'],[],[],[],"La presente antología, la primera que se publicó en lengua castellana, es una selección de cien poemas publicados originalmente entre 1957 y 1993, que ofrecen al lector una muestra representativa de la obra de Szymborska. Su título, Paisaje con grano de arena, hace referencia a la frase de William Blake: «el universo cabe en un grano de arena». Dejemos que Wisława Szymborska nos guíe por un paisaje donde los granos de arena esconden mundos en su interior."
27323822,6669,Wszystkie lektury nadobowiązkowe,,9788324040803,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446039835l/27323822._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446039835l/27323822._SX50_.jpg,2015,10,27,pol,Społeczny Instytut Wydawniczy Znak,true,47380123,2,94,101,22,1,5:16|4:3|3:3|2:0|1:0|total:22,2015,10,5,4.59,17,1,['6669'],['Wisława Szymborska'],['4.32'],[],[],[],"<i>Po staroświecku uważam, że czytanie książek to najpiękniejsza zabawa, jaką sobie ludzkość wymyśliła.</i><br /><br />Niepoprawna czytelniczka. Uzależniona od książek. Zachłanna pożeraczka słowa drukowanego, najbardziej nieoczekiwanych dzieł, prac popularnonaukowych, antologii, poradników i literackich kuriozów. Filuterna krytyczka pisarskich talentów i grafomańskich pasji, obdarzona niebywałym nosem do geniuszu i wspaniałym poczuciem humoru. Najmądrzejsze prawdy mówiąca mimochodem, zarażająca ciekawością świata i olśniewająca rozległością zainteresowań.<br /><br />Wisława Szymborska zachwyca się książkami, a czasem i naśmiewa z tych, które przeczytała, i tych, których wolałaby nigdy nie czytać. <br /><br />Błyskotliwe, zabawne i niekiedy uszczypliwe teksty o literackich perłach i pomyłkach układają się w erudycyjną opowieść o świecie, historii i sztuce.<br /><br /><b>Felietony Wisławy Szymborskiej ukazują się po raz pierwszy w limitowanej edycji prezentującej wszystkie Lektury nadobowiązkowe.</b>"
28210214,6669,Izabrane pesme,,9788664070027,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481069682l/28210214._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481069682l/28210214._SX50_.jpg,2014,,,srp,"Treći Trg, Beograd",false,48238175,1,48,99,21,1,5:16|4:4|3:1|2:0|1:0|total:21,2014,1,1,4.71,21,1,"['6669', '6543005', '6456588']","['Wisława Szymborska', 'Biserka Rajčić', 'Petar Vujičić']","['4.32', '4.52', '4.33']",[],[],[],"Kada su Šimborsku pitali zašto je za života objavila relativno mali broj pesama, odgovorila je - to je zato što imam kantu za đubre u kući. Ovakav perfekcionistički stav je zadržala čitavog života, zato ne treba da nas iznenadi snaga njenog pesničkog izražaja. Nekonvencionalnost rada ogleda se u mnogim njenim pesmama - od onih u kojima se bavi temama rata, egzistencije, pa do pesme iz perspektive mačke čija je gazdarica preminula. Zbirka pesama ove poljske spisateljice i pesnikinje, dobitnice Nobelove, ali i drugih nagrada, jeste prava poslastica za svakog ljubitelja poezije.<br /><br /><b>
  <i>Nagrada za Najlepšu knjigu u okviru 59. Međunarodnog sajma knjiga u Beogradu.</i>
</b>"
6053335,6669,تمام كودكان جهان شاعرند,9645563844,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,,,per,دارينوش,false,6229135,1,112,99,28,5,5:6|4:13|3:4|2:0|1:5|total:28,2002,,,3.54,28,5,"['850723', '4064933', '50750', '1061015', '44150', '708489', '208050', '17059844', '6669']","['نزار قباني', 'مارگوت بيگل. ناظم حكمت. لوركا. پل الوار', 'Margot Bickel', 'Nâzım Hikmet Ran', 'Federico García Lorca', 'Paul Éluard', 'یغما گلرویی', 'Sherko Bekas', 'Wisława Szymborska']","['3.90', '3.54', '4.30', '4.35', '3.98', '4.05', '3.66', '4.06', '4.32']",[],[],[],"All children of the world are poets, Nizar Qabbani, Margot Bickel, Nâzım Hikmet, Federico García Lorca, Paul Éluard, Sherko Bekas, Wisława Szymborska<br />عنوان: تمام كودكان جهان شاعرند؛ شاعران: نزار قبانی؛ مارگوت بیگل؛ ناظم حکمت؛ فدریکو گارسیا لورکا؛ پل الوار؛ شیرکو بی‌کس‌؛ ویسواوا شیمبورسکا؛ گردآوری و ترجمه: یغما گلرویی؛ تهران، دارینوش، 1381؛ در 174 ص؛ چاپ دوم 1384؛ شابک: 9645563844؛ چاپ سوم 1391؛ موضوع: مجموعه شعر از شاعران جهان - قرن 21 م"
20418413,6669,Dikter 1945-2002,9170370850,9789170370854,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388688683l/20418413._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388688683l/20418413._SY75_.jpg,2012,,,swe,Ordfront,false,29701577,1,49,95,22,0,5:11|4:7|3:4|2:0|1:0|total:22,2003,,,4.32,22,0,"['6669', '3202074', '7731131']","['Wisława Szymborska', 'Anders Bodegård', 'Leif Thollander']","['4.32', '3.70', '4.32']",[],[],[],
