id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1920477,39087,Popol-Vuh,950036252X,9789500362528,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,,,spa,Losada,false,1922629,158,9579,16270,4327,284,5:1219|4:1441|3:1205|2:334|1:128|total:4327,1550,,,3.76,7,2,['5158478'],['Anonymous'],['4.15'],['39087'],['Miguel Ángel Asturias'],['3.87'],"El Popol-Vuh (que puede traducirse —popol: comunidad, consejo; vuh: libro— por Libro del Consejo, o de la Comunidad) fue en su origen pintura, memoria, palabra. Con esa forma de tradición oral se conserva hasta mediados del siglo XVI, época en que vuelve a ser escrito por indígena, antiguo sacerdote quizá, en lengua quiché pero con caracteres latinos. Este manuscrito constituye el verdadero original del Popol-Vuh y llega a manos de fray Francisco Ximénez, cura párroco de un pueblecito guatemalteco, a principios del siglo XVIII. La posteridad nunca agradecerá bastante al padre Ximénez el haber no sólo traducido al castellano el original quiché sino también el haber copiado en columnas paralelas el texto indígena. Para dar un testimonio indiscutible de la autenticidad del manuscrito, preservó de ese modo un original que se habría perdido fácilmente. De las más de treinta versiones a todos los idiomas realizados posteriormente, la más famosa es la que bajo la dirección del profesor Georges Raynaud —quien dedicó cuatro décadas al estudio de la lengua y civilización quiché— realizaron dos de sus alumnos de la Escuela de Altos Estudios de París: el mexicano González de Mendoza y el guatemalteco Miguel Ángel Asturias, reciente premio Nobel de Literatura."
30282246,39087,Рассказы магов,5352001512,9785352001516,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464092478l/30282246._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464092478l/30282246._SY75_.jpg,2002,,,rus,Азбука,false,50757959,1,28,23,5,0,5:3|4:2|3:0|2:0|1:0|total:5,,,,4.60,5,0,"['500', '3424060', '25824', '39087', '13450', '12551', '2118587', '7469', '21778', '1367127', '22515', '140617', '277060', '4609862', '111215', '30195', '17500016', '25575', '528965', '17500018', '2420', '4997702', '254942', '39263', '119762', '111147', '102174', '39279', '837135', '692067', '36786', '4196022', '1008257', '17500030', '97436', '5620693', '5894938', '2956653', '14292109', '15281347', '5269656', '5608667', '15281358', '8306470', '7278712', '15281362', '5036076', '15281343', '15281352', '17500031', '15281348', '6880263', '15281357', '15281339', '15281359', '15281351', '15281349', '15281361', '17500032', '17500033', '15281353', '15281340', '17500035', '2739497', '17500036', '15281356', '17500039', '15281346', '15281345', '15281341', '15281344', '15281342', '17500040']","['Jorge Luis Borges', 'Adolfo Bioy Casares', 'Julio Cortázar', 'Miguel Ángel Asturias', 'Gabriel García Márquez', 'Alejo Carpentier', 'Juan José Arreola', 'Octavio Paz', 'Juan Rulfo', 'Carlos Fuentes', 'Mario Vargas Llosa', 'Gabriela Mistral', 'Ciro Alegría', 'José María Arguedas', 'Roberto Arlt', 'Mario Benedetti', 'Onelio Jorge Cardoso', 'Rubén Darío', 'Eliseo Diego', 'Sergio Galindo', 'Elena Garro', 'Efrén Hernández', 'Felisberto Hernández', 'Manuel Mujica Lainez', 'José Lezama Lima', 'Leopoldo Lugones', 'Eduardo Mallea', 'Juan Carlos Onetti', 'José Emilio Pacheco', 'Virgilio Piñera', 'Julio Ramón Ribeyro', 'Enrique Serpa', 'Julio Torri', 'Antonio Quiroga', 'César Vallejo', 'José Vasconcelos', 'Хорхе Луис Борхес', 'Адольфо Биой Касарес', 'Хулио Кортасар', 'Мигель Анхель Астуриас', 'Габриэль Гарсиа Маркес', 'Алехо Карпентьер', 'Хуан Хосе Арреола', 'Октавио Пас', 'Хуан Рульфо', 'Карлос Фуэнтес', 'Марио Варгас Льоса', 'Габриэла Мистраль', 'Сиро Алегрия', 'Хосе Мария Аргедас', 'Роберто Арльт', 'Марио Бенедетти', 'Онелио Хорхе Кардосо', 'Рубен Дарио', 'Элисео Диего', 'Эфрен Эрнандес', 'Фелисберто Эрнандес', 'Серхио Галиндо', 'Элена Гарро', 'Мануэль Мухика Лайнес', 'Хосе Лесама Лима', 'Леопольдо Лугонес', 'Эдуардо Мальэа', 'Хуан Карлос Онетти', 'Хосе Эмилио Пачеко', 'Вирхилио Пиньера', 'Хулио Рамон Рибейро', 'Энрике Серпа', 'Хулио Торри', 'Антонио Кирога', 'Сесар Вальехо', 'Хосе Васконселос', 'Виктор Андреев']","['4.30', '3.98', '4.22', '3.87', '3.97', '3.90', '3.99', '4.14', '4.10', '3.81', '3.97', '4.00', '3.91', '3.85', '3.86', '4.10', '4.60', '3.88', '4.06', '4.60', '4.14', '4.00', '4.05', '4.10', '4.11', '3.82', '3.40', '3.79', '4.10', '4.15', '4.26', '3.59', '4.08', '4.60', '4.22', '3.57', '4.22', '4.03', '4.16', '4.60', '4.18', '3.82', '4.60', '3.67', '3.89', '4.29', '4.05', '4.60', '4.60', '4.60', '4.60', '4.25', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.71', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60', '4.60']",[],[],[],"В настоящее издание вошли лучшие рассказы, созданные в XX веке такими широко известными латиноамериканскими прозаиками, как Борхес, Гарсия Маркес, Астуриас, Карпентьер, Лугонес, Арреола, Лесама Лима, Мухика Лайнес, Рибейро и др. По разнообразию сюжетов, творческих манер, подбору авторов данный сборник является уникальным не только в нашей стране, но и в мире. Часть переводов публикуется впервые.<br />Содержание<br />О восприятии латиноамериканского рассказа. Предисловие. Автор: Виктор Андреев<br />О восприятии фантастического. Статья. Автор: Хулио Кортасар, Переводчик: Алла Борисова<br />Рубен Дарио.<br />Покрывало королевы Мэб. Рассказ. Автор: Рубен Дарио, Переводчик: Наталья Малиновская<br />Глухой сатир. Рассказ. Автор: Рубен Дарио, Переводчик: Наталья Малиновская<br />Таинственная смерть брата Педро. Рассказ. Автор: Рубен Дарио, Переводчик: Наталья Малиновская<br />Рождение капусты. Рассказ. Автор: Рубен Дарио, Переводчик: Наталья Малиновская<br />Леопольде Лугонес.<br />Два великих лунатика, или Полное несходство взглядов. Рассказ. Автор: Леопольдо Лугонес, Переводчик: Николай Игнатьев<br />Соляная фигура. Рассказ. Автор: Леопольдо Лугонес<br />Абдерские кони. Рассказ. Автор: Леопольдо Лугонес<br />Viola acherontia. Рассказ. Автор: Леопольдо Лугонес<br />Орасио Кирога.<br />Корабли-самоубийцы. Рассказ. Автор: Антонио Кирога<br />Хосе Васконселос.<br />Трагическая охота. Рассказ. Автор: Хосе Васконселос<br />Габриэла Мистраль.<br />Похвала песку. Рассказ. Автор: Габриела Мистраль<br />Огонь. Рассказ. Автор: Габриела Мистраль<br />Сесар Вальехо.<br />Дитя осоки. Рассказ. Автор: Сесар Вальехо<br />Из Священного Писания. Рассказ. Автор: Сесар Вальехо<br />Хулио Торри.<br />Была на свете одна ничем не примечательная страна. Рассказ. Автор: Хулио Торри<br />Мануэль Рохас.<br />Мужчина с розой. Рассказ. Автор: Мануэль Рохас<br />Энрике Серпа.<br />Страх. Рассказ. Автор: Энрике Серпа<br />Мигель Анхел Астуриас.<br />Легенда о Татуане. Рассказ. Автор: Мигель Анхель Астуриас<br />Хуан Круготвор. Рассказ. Автор: Мигель Анхель Астуриас, Переводчик: Маргарита Былинкина<br />Легенда о хрустальной маске. Рассказ. Автор: Мигель Анхель Астуриас<br />Хорхе Луис Борхес.<br />Пьер Менар, автор ""Дон Кихота"". Рассказ. Автор: Хорхе Луис Борхес<br />Сад, где ветвятся дорожки. Рассказ. Автор: Хорхе Луис Борхес, Переводчик: Маргарита Былинкина<br />Три версии содеянного Иудой. Рассказ. Автор: Хорхе Луис Борхес<br />Юг. Рассказ. Автор: Хорхе Луис Борхес, Переводчик: Маргарита Былинкина<br />Отголоски одного имени. Рассказ. Автор: Хорхе Луис Борхес<br />Дом Астериона. Рассказ. Автор: Хорхе Луис Борхес, Переводчик: Маргарита Былинкина<br />Встреча. Рассказ. Автор: Хорхе Луис Борхес, Переводчик: Маргарита Былинкина<br />Другой. Рассказ. Автор: Хорхе Луис Борхес, Переводчик: Маргарита Былинкина<br />Утопия усталого человека. Рассказ. Автор: Хорхе Луис Борхес, Переводчик: Маргарита Былинкина<br />Роза Парацельса. Рассказ. Автор: Хорхе Луис Борхес<br />Борхес и я. Рассказ. Автор: Хорхе Луис Борхес, Переводчик: Маргарита Былинкина<br />Тигр. Рассказ. Автор: Хорхе Луис Борхес<br />Долгие поиски. Рассказ. Автор: Хорхе Луис Борхес<br />Хорхе Луис Борхес, Адольфо Биой Касарес.<br />Ночи Голядкина. Рассказ. Авторы: Хорхе Луис Борхес, Адольфо Биой Касарес<br />По ту сторону добра и зла. Рассказ. Авторы: Хорхе Луис Борхес, Адольфо Биой Касарес<br />Адольфо Биой Касарес.<br />Последняя ночь Фауста. Рассказ. Автор: Адольфо Биой Касарес<br />Пассажирка первого класса. Рассказ. Автор: Адольфо Биой Касарес<br />Роберто Арльт.<br />Красная луна. Рассказ. Автор: Роберто Арльт<br />Фелисберто Эрнандес.<br />Капельдинер. Рассказ. Автор: Фелисберто Эрнандес<br />""А свет никто не зажигал..."". Рассказ. Автор: Фелисберто Эрнандес<br />Эдуарде Мальэа.<br />Картины Рембрандта. Рассказ. Автор: Эдуардо Мальэа<br />Эфрен Эрнандес.<br />Пятна. Рассказ. Автор: Эфрен Эрнандес<br />Алехо Карпентьер.<br />Богоизбранные. Рассказ. Автор: Алехо Карпентьер<br />Сиро Алегрия.<br />Камень. Рассказ. Автор: Сиро Алегрия<br />Хуан Карлос Онетти.<br />Эсбьерг, на самом берегу. Рассказ. Автор: Хуан Карлос Онетти<br />Хосе Лесама Лима.<br />Фроцесис. Рассказ. Автор: Хосе Лесама Лима<br />Мануэль Мухика Лайнес.<br />Расстроенное зеркало. Рассказ. Автор: Мануэль Мухика Лайнес<br />Хосе Мария Аргедас.<br />Последний танец Расу Ньити. Рассказ. Автор: Хосе Мариа Аргедас<br />Вирхилио Пиньера.<br />Тот, кто пришел меня спасти. Рассказ. Автор: Вирхилио Пиньера<br />Хулио Кортасар.<br />Захваченный дом. Рассказ. Автор: Хулио Кортасар<br />Дальняя. Рассказ. Автор: Хулио Кортасар<br />Автобус. Рассказ. Автор: Хулио Кортасар<br />Река. Рассказ. Автор: Хулио Кортасар<br />Менады. Рассказ. Автор: Хулио Кортасар<br />На десерт. Рассказ. Автор: Хулио Кортасар<br />Слюни дьявола. Рассказ. Автор: Хулио Кортасар<br />Другое небо. Рассказ. Автор: Хулио Кортасар<br />Там, но где, как?... Рассказ. Автор: Хулио Кортасар<br />Шея черного котенка. Рассказ. Автор: Хулио Кортасар<br />Собрание в кроваво-красных тонах. Рассказ. Автор: Хулио Кортасар<br />Инструкция, как правильно понимать три знаменитые картины. Рассказ. Автор: Хулио Кортасар<br />Кабинетная работа. Рассказ. Автор: Хулио Кортасар<br />Землеописания. Рассказ. Автор: Хулио Кортасар<br />Онелио Хорхе Кардосо.<br />Отец и сын. Рассказ. Автор: Онелио Хорхе Кардосо<br />Октавио Пас.<br />Моя жизнь с волной. Рассказ. Автор: Октавио Пас<br />Встреча. Рассказ. Автор: Октавио Пас<br />Хуан Рульфо.<br />Тальпа. Рассказ. Автор: Хуан Рульфо<br />Скажи, чтобы они не убивали меня!. Рассказ. Автор: Хуан Рульфо<br />Прислушайся, не лают собаки?. Рассказ. Автор: Хуан Рульфо<br />Хуан Хосе Арреола.<br />Parturient montes. Рассказ. Автор: Хуан Хосе Арреола<br />Истинно вам говорю. Рассказ. Автор: Хуан Хосе Арреола<br />Птицеед. Рассказ. Автор: Хуан Хосе Арреола<br />Репутация. Рассказ. Автор: Хуан Хосе Арреола<br />Стрелочник. Рассказ. Автор: Хуан Хосе Арреола<br />Сельская история. Рассказ. Автор: Хуан Хосе Арреола<br />Монолог непокорного. Рассказ. Автор: Хуан Хосе Арреола<br />Эпитафия. Рассказ. Автор: Хуан Хосе Арреола<br />Чудесный миллиграмм. Рассказ. Автор: Хуан Хосе Арреола<br />Лэ об Аристотеле. Рассказ. Автор: Хуан Хосе Арреола<br />Приговоренный. Рассказ. Автор: Хуан Хосе Арреола<br />Ты и я. Рассказ. Автор: Хуан Хосе Арреола<br />Притча о бартере. Рассказ. Автор: Хуан Хосе Арреола<br />Баллада. Рассказ. Автор: Хуан Хосе Арреола<br />Элисео Диего.<br />Лабиринт. Рассказ. Автор: Элисео Диего<br />Элена Гарро.<br />Во всем повинны тласкальтеки. Рассказ. Автор: Элена Гарро<br />Марио Бенедетти.<br />Идиллия. Рассказ. Автор: Марио Бенедетти<br />Серхио Галиндо.<br />Будущие жертвы. Рассказ. Автор: Серхио Галиндо<br />Карлос Фуэнтес.<br />Чак Мооль. Рассказ. Автор: Карлос Фуэнтес<br />Габриэль Гарсиа Маркес.<br />Третье смирение. Рассказ. Автор: Габриэль Гарсиа Маркес<br />Монолог Исабели, которая смотрит на дождь в Макондо. Рассказ. Автор: Габриэль Гарсиа Маркес<br />Сиеста во вторник. Рассказ. Автор: Габриэль Гарсиа Маркес<br />Похороны Великой Мамы. Рассказ. Автор: Габриэль Гарсиа Маркес<br />Море исчезающих времен. Рассказ. Автор: Габриэль Гарсиа Маркес<br />Старый-престарый сеньор с огромными крыльями. Рассказ. Автор: Габриэль Гарсиа Маркес<br />Последнее плавание корабля-призрака. Рассказ. Автор: Габриэль Гарсиа Маркес<br />Хулио Рамон Рибейро.<br />Двойничество. Рассказ. Автор: Хулио Рамон Рибейро<br />Риддер и пресс-папье. Рассказ. Автор: Хулио Рамон Рибейро<br />Марио Варгас Льоса.<br />Дедушка. Рассказ. Автор: Марио Варгас Льоса<br />Поединок. Рассказ. Автор: Марио Варгас Льоса<br />Хосе Эмилио Пачеко.<br />Возьмите и себя развлеките. Рассказ. Автор: Хосе Эмилио Пачеко<br />Примечания. Автор: Виктор Андреев"
51207217,39087,El Papa Verde,,9789929700369,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71838454,2,12,21,5,1,5:2|4:2|3:1|2:0|1:0|total:5,,,,4.20,5,1,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],"Publicada en el año que el presidente Jacobo Arbenz fue derrocado por un golpe de Estado dirigido por el gobierno de Estados Unidos - con el patrocinio de la United Fruit Company -, El Papa Verde (1954) es la segunda novela de la llamada ""Trilogía bananera"" , integrada también por Viento fuerte (1950) y Los ojos de los enterrados (1960).<br />Fundador del realismo mágico, con Leyendas de Guatemala (1930), El Señor Presidente (1943) y Hombres de Maíz (1949), Asturias ya había hecho entrega de una personal lectura de la realidad guatemalteca, sostenida en una inusitada exploración de los límites del lenguaje poético, unida a una particular exploración de la historia, las tradiciones y la realidad histórica de su país. A partir de obras como estas no cabe ninguna duda de que los registros de la narrativa hispanoamericana cambiaron para siempre.<br />El Papa Verde, sin embargo, va más allá aún. Originada en la lectura de un informe periodístico sobre las plantaciones bananeras en América }central, comisionado por el Departamento de Estado, y publicado con el titulo de El imperio del banano, Asturias enfoca su ""Trilogía bananera"" en la explotación de los trabajadores en las fincas de la costa atlantica del país. Si ya antes en obras anteriores había referido a realidades sociales políticas injustas, derivadas de gobiernos autoritarios y de dinámicas económicas y sociales de exa población guatemalteca, en novelas como El Papa Verde la denuncia es clara y definitiva. <br />Anabella Acebedo"
18222286,39087,Σολούνα,9602481471,9789602481479,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374540811l/18222286._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374540811l/18222286._SY75_.jpg,1977,1,,gre,Δωδώνη,false,25655894,2,13,20,8,1,5:0|4:0|3:5|2:2|1:1|total:8,1955,1,1,2.50,6,1,['39087'],['Miguel Ángel Asturias'],['3.87'],['7210886'],['Γιάννης Θηβαίος'],['3.82'],"Η υπόθεση εκτυλίσσεται στη Γουατεμάλα. Κεντρική Αμερική. Εποχή σύγχρονη.<br />Δωμάτιο ευρύχωρο, ήσυχο και άνετο εξοχικού σπιτιού. Στο βάθος, από μια ορθάνοιχτη πόρτα φαίνονται τα καταπράσινα βουνά, γεμάτα πουλιά, μυρωδάτα αγριολούλουδα, μέλι και φρούτα. Δεξιά, ένα τζάκι και πάνω σ' αυτό μια εγχώρια μάσκα ξεχωρίζει καθαρά. Έχει φυσικό μέγεθος περισσότερο οβάλ παρά στρογγυλό. Η μισή είναι πορτοκαλιά, η άλλη κίτρινη. Στην πορτοκαλιά μεριά, ο κύκλος του ματιού και το μισό στόμα είναι μαύρα. Απέναντι απ' το τζάκι μια πολυθρόνα. Όχι μακριά απ' την πολυθρόνα, ένα τραπεζάκι και πάνω σ' αυτό, το πορτρέτο της ηρωίδας σ' ένα ωραίο ασημένιο κάντρο. Μια μικρή πόρτα επικοινωνεί με τ' άλλα δωμάτια. Από τη δεξιά μεριά η τραπεζαρία: ένα τραπέζι, καρέκλες, ένα παλιό μπαούλο, ένας πίνακας κυνηγιού και δίπλα απ' την πόρτα της κουζίνας, μια κρεμάστρα. Πάνω στο τραπέζι μια στάμνα, και ποτήρια.<br />Η βροχή κοντεύει να σταματήσει αλλά το απόγευμα είναι υγρό και σκοτεινό. (Από την έκδοση)"
1920512,39087,Tres De Cuatro Soles (EdicióN CríTica),2252019204,9782252019207,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1922664,3,11,18,4,0,5:2|4:2|3:0|2:0|1:0|total:4,,,,4.50,4,0,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],
25162559,39087,Lo mejor de Miguel Angel Asturias: Leyendas y poemas,9992258667,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,44866139,1,10,17,4,0,5:2|4:1|3:1|2:0|1:0|total:4,,,,4.25,4,0,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],
34803998,39087,La leyenda de tatuana (sólo el cuento),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1930,,,spa,,false,56017366,1,5,15,4,0,5:2|4:0|3:1|2:1|1:0|total:4,1930,,,3.75,4,0,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],"Esta leyenda describe las formas en que la humanidad puede recuperar su libertad. Trata de un almendro que se describe como un «árbol-sacerdote». Este árbol custodia las tradiciones mayas y narra el paso de los años. <br /><br />El árbol divide su alma entre los cuatro caminos que uno encontrará antes de llegar al inframundo Xibalbá. Estos cuatro caminos están marcados por diferentes colores: verde, rojo, blanco y negro. Cada porción del alma se embarca en un camino diferente en la que cada uno tiene que enfrentarse a tentaciones."
6901695,39087,El Árbol de La Cruz,8488344058,9788488344052,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,7125048,2,8,15,4,0,5:1|4:2|3:0|2:1|1:0|total:4,1993,1,1,3.75,4,0,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],"""Texto establecido por Aline Janquart""--P. [1]."
20824379,39087,Antología de la novela corta universal,8471421100,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392610195l/20824379._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392610195l/20824379._SX50_.jpg,1973,10,2,spa,Reader's Digest,false,40170604,1,13,15,4,0,5:0|4:3|3:1|2:0|1:0|total:4,1973,10,2,3.75,4,0,"['39087', '523808', '8993', '3325', '1244', '3565', '22458', '45712', '19405', '5780534', '6076026', '2001717', '25574', '137074', '39326', '1119750', '3072763', '2533', '1908681', '5144', '302660', '500', '431149', '7702', '1428221', '35096', '151185', '18362']","['Miguel Ángel Asturias', 'Santha Rama Rau', 'O. Henry', 'Miguel Delibes', 'Mark Twain', 'Oscar Wilde', 'Machado de Assis', 'Katherine Mansfield', 'Thomas Mann', 'Leopoldo Alas', 'Saki', 'Daphne du Maurier', 'Benito Pérez Galdós', 'Mikhail Zoshchenko', 'Heinrich Böll', 'Baldomero Lillo', 'Maxim Gorky', 'Graham Greene', 'Jorge Ferretis', 'James Joyce', 'Hjalmar Söderberg', 'Jorge Luis Borges', 'Truman Capote', 'Luigi Pirandello', 'Ramon Ferreira', 'Henry Lawson', 'Thomas H. Raddall', 'Sholom Aleichem']","['3.87', '3.90', '4.08', '3.89', '3.86', '4.10', '4.13', '3.78', '3.94', '3.84', '3.94', '4.14', '3.74', '4.06', '3.87', '3.48', '3.88', '3.89', '4.00', '3.74', '3.80', '4.30', '4.01', '3.96', '3.75', '3.67', '3.88', '4.10']",[],[],[],
36128978,39087,"CUENTOS DEL CUYITO, LOS",9992212683,9789992212684,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,57724880,1,7,14,3,1,5:2|4:1|3:0|2:0|1:0|total:3,,,,4.67,3,1,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],
18687716,39087,Esta tierra de gracia: imagen de Venezuela en el siglo XVI,,9789800114988,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414331476l/18687716._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414331476l/18687716._SY75_.jpg,2007,8,,spa,Monte Ávila Editores,false,26531308,1,8,13,3,1,5:2|4:0|3:1|2:0|1:0|total:3,1955,1,1,4.33,3,1,"['1899533', '39087']","['Isaac J. Pardo', 'Miguel Ángel Asturias']","['4.00', '3.87']",[],[],[],"Al recoger en forma de libro mis anotaciones ―advierte el autor― «aspiré, no sin mucha vanidad, a que pudiesen ser leídas como una novela policíaca». Sin duda, supo lograr su propósito: este texto de historia patria es, a su vez, una de las obras más importantes de nuestra literatura. <br /><br />En sus páginas se cuenta la historia apasionante de los orígenes de una nación ―la nuestra― y la de los insolentes aventureros españoles que se dieron a la tarea de conquistarla, para beneficio de Dios, la corona y el suyo propio.<br /><br />«Esta tierra de gracia» es una historia viva, en donde el despliegue de información y conocimientos, lejos de afectar la fluidez del relato, acrecienta el encanto de su lectura."
13284980,39087,Fragmentos de una correspondencia: Brañas y Asturias (1929-1973),9992259639,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,9,28,spa,USAC,false,18489597,1,5,12,3,2,5:2|4:0|3:0|2:1|1:0|total:3,1999,1,1,4.00,3,2,"['39087', '1725499', '5406323', '16257271', '16257272']","['Miguel Ángel Asturias', 'Cesar Branas', 'Julio Pinto Soria', 'Arely Mendoza', 'Arturo Taracena']","['3.87', '3.67', '4.00', '4.00', '4.00']",[],[],[],"A lo largo de diferentes momentos históricos, señalando itinerarios de la obra literaria y periodística, esta correspondencia entre Miguel Ángel Asturias y César Brañas viene a enriquecer nuestro conocimiento sobre el devenir de la literatura guatemalteca. <br /><br />Nos permite, sobre todo, conocer un poco más las condiciones en que transcurre la existencia de los dos poetas; pues deja entrever, en un cambiante contexto político y social que abarca casi medio siglo, parte de su mundo más íntimo, la forma como se va tejiendo vida y obra, las ilusiones y los sinsabores, que son de una época y en especial los de un país: Guatemala. <br /><br />Aunque tarde, la correspondencia se publica en conmemoración del Centenario del nacimiento (1899-1999) de estos dos grandes representantes de las letras nacionales."
48891,39087,Cuentos para los chicos de América,9505580061,9789505580064,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579892829l/48891._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579892829l/48891._SX50_.jpg,,,,spa,,false,47829,1,7,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,1984,,,4.00,3,0,"['27451', '774181', '2450573', '178120', '39096', '140617', '1244', '39087', '36401', '25575']","['Poldy Bird', 'Benito Lynch', 'Monteiro Lobato', 'Jorge Isaacs', 'José Martí', 'Gabriela Mistral', 'Mark Twain', 'Miguel Ángel Asturias', 'Amado Nervo', 'Rubén Darío']","['4.06', '3.56', '4.07', '3.45', '4.10', '4.00', '3.86', '3.87', '3.93', '3.88']",[],[],[],
25652340,39087,Popol Vuj,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,45472460,1,4,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,,,,4.00,3,0,['5158478'],['Anonymous'],['4.15'],['39087'],['Miguel Ángel Asturias'],['3.87'],
28008988,39087,Доня Барбара • Сеньор Президентът,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448812734l/28008988._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448812734l/28008988._SX50_.jpg,1979,,,bul,"Издателство ""Народна култура""",false,48016789,1,6,12,3,1,5:2|4:0|3:0|2:1|1:0|total:3,,,,4.00,3,1,"['506579', '39087']","['Rómulo Gallegos', 'Miguel Ángel Asturias']","['3.79', '3.87']","['8430869', '6889791']","['Стефан Савов', 'Валентина Рафаилова']","['3.79', '4.02']",
23152173,39087,Torotumbo y otras obras,8475301630,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409692135l/23152173._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409692135l/23152173._SX50_.jpg,1983,,,spa,Orbis,false,42699871,1,9,10,4,0,5:0|4:0|3:3|2:0|1:1|total:4,1983,1,1,2.50,4,0,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],
145716,39087,Teatro 1 - Miguel Angel Asturias,9500350602,9789500350600,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,140613,2,7,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],
30649573,39087,America Latina. Ensaios,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,por,D. Quixote,false,51191993,1,4,9,3,0,5:0|4:0|3:3|2:0|1:0|total:3,,,,3.00,3,0,['39087'],['Miguel Ángel Asturias'],['3.87'],[],[],[],
