id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
471635,142051,The Blue Bird,1426430779,9781426430770,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,5,29,,BiblioLife,false,1895037,192,3233,4857,1260,104,5:414|4:401|3:317|2:104|1:24|total:1260,1905,,,3.85,764,51,['142051'],['Maurice Maeterlinck'],['3.79'],['5048879'],['Nguyễn Thành Nhân'],['4.00'],"A story of a brother and sister who help a little girl whose illness can only be cured by the magical Blue Bird of Happiness. To find the bird, Mytyl and Tyltyl quest through the Land of Memory to the Palace of Night. The children get help from the good fairy Bérylune."
3160779,142051,The Buried Temple,142807564X,9781428075641,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,3,1,eng,IndyPublish.com,false,3192508,40,30,34,9,3,5:3|4:2|3:3|2:1|1:0|total:9,1902,,,3.78,4,2,['142051'],['Maurice Maeterlinck'],['3.79'],[],[],[],"The author writes only for the thoughtful, for those who see a purpose in life and an ideal of character to be achieved. This book must be read with the critical faculty awake, that what is strong and helpful for each may be taken and the remainder left behind. A series of five essays which show remarkable insight and sensitive perception into the things pertaining to the life of the spirit. Essays included are entitled: Mystery of Justice; Evolution of Mystery; Kingdom of Matter; The Past; Luck."
11361244,142051,"Stories by Foreign Authors: Polish, Greek, Belgian, Hungarian",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,15159065,19,35,31,8,1,5:4|4:1|3:2|2:0|1:1|total:8,1901,,,3.88,7,0,"['25619', '142051', '918246', '5412595', '483082']","['Henryk Sienkiewicz', 'Maurice Maeterlinck', 'Camille Lemonnier', 'Δημήτριος Βικέλας', 'Mór Jókai']","['3.85', '3.79', '3.38', '3.72', '3.92']",[],[],[],
326460,142051,Before The Great Silence,0405095937,9780405095931,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1977,1,1,,Arno Press,false,317102,4,18,28,7,1,5:3|4:1|3:3|2:0|1:0|total:7,1934,1,1,4.00,5,0,['142051'],['Maurice Maeterlinck'],['3.79'],[],[],[],
4989094,142051,The Blue Bird and The Betrothal,0932785026,9780932785022,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,8,1,eng,Philosophical Publishing Company,false,5055594,1,17,27,7,1,5:3|4:1|3:2|2:1|1:0|total:7,1985,6,,3.86,7,1,['142051'],['Maurice Maeterlinck'],['3.79'],[],[],[],A fantasy/fable play.
1691708,142051,Aglavaine And Selysette: A Drama In Five Acts,158963232X,9781589632325,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,5,1,eng,Fredonia Books (NL),false,1688592,29,17,25,7,1,5:2|4:2|3:2|2:0|1:1|total:7,1896,,,3.57,6,1,['142051'],['Maurice Maeterlinck'],['3.79'],[],[],[],
19014035,142051,The Betrothal A Sequel to the Blue Bird,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,27037086,34,9,24,5,0,5:4|4:1|3:0|2:0|1:0|total:5,1922,,,4.80,4,0,['142051'],['Maurice Maeterlinck'],['3.79'],['1319502'],['Alexander Teixeira de Mattos'],['3.93'],
26009854,142051,نمادگرایی (سمبولیسم) درادبیات نمایشی ١,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528933776l/26009854._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528933776l/26009854._SX50_.jpg,1989,7,,per,برگ,false,45929067,1,28,23,7,0,5:3|4:0|3:2|2:0|1:2|total:7,1989,7,1,3.29,7,0,"['7857295', '142051']","['فرهاد ناظرزاده کرمانی', 'Maurice Maeterlinck']","['3.32', '3.79']",[],[],[],به همراه ترجمه نمایشنامه ناخوانده از موریس مترلینک
3160781,142051,The Buried Temple and Our Friend the Dog,1406593931,9781406593938,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,2,22,,Dodo Press,false,3192504,1,11,23,5,1,5:3|4:2|3:0|2:0|1:0|total:5,1913,,,4.60,5,1,"['142051', '3958829']","['Maurice Maeterlinck', 'Cecil Alden']","['3.79', '4.23']",['187449'],['Alfred Sutro'],['3.88'],"Maurice Polydore Marie Bernard, Count Maeterlinck (1862-1949) was a Belgian poet, playwright, and essayist writing in French. He was awarded the Nobel Prize in Literature in 1911. The main themes in his work are death and the meaning of life. He had written poems and short novels during his studies. In 1889, he became famous overnight after his first play, La Princesse Maleine, had received enthusiastic praise from Octave Mirbeau, the literary critic of Le Figaro (1890). In the following years, he wrote a series of symbolist plays characterized by fatalism and mysticism, most importantly The Intruder (1890), The Blind (1890) and Pelleas and Melisande (1892). With the play Aglavaine et Selysette he began to create characters, especially female characters, more in control of their destinies. After that he published his Douze Chansons (1896), Treasure of the Humble (1896), The Life of the Bee (1901), and Ariadne and Bluebeard (1902). In 1903, Maeterlinck received the Triennial Prize for Dramatic Literature from the Belgian government. His other works include Wisdom and Destiny (1898), and The Wrack of the Storm (1916)."
1219423,142051,Our Eternity 1913,1417979968,9781417979967,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1207900,27,13,20,5,2,5:1|4:3|3:1|2:0|1:0|total:5,2004,10,15,4.00,5,2,['142051'],['Maurice Maeterlinck'],['3.79'],[],[],[],
38647469,142051,اندیشه‌های یک مغز بزرگ -خداوهستی- افکار کوچک و دنیای بزرگ,,9789648155327,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519130828l/38647469._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519130828l/38647469._SY75_.jpg,2007,,,per,نگارستان کتاب,false,60258209,1,12,20,5,0,5:3|4:1|3:0|2:0|1:1|total:5,,,,4.00,5,0,['142051'],['Maurice Maeterlinck'],['3.79'],['13425132'],['ذبیح الله منصوری'],['4.01'],اگر ما صد مرتبه باهوش‌تر و چیز فهم‌تر از این بودیم، دنیایی که به نظر ما می‌رسد چندان مشابهتی با دنیای کنونی نداشت و اگر هزار مرتبه از این چیز فهم‌تر بودیم تفاوت دنیایی که به نظرمان می‌رسید به این دنیا زیادتر می‌شد زیرا دنیا جز خود ما و جز آنچه در خود می‌بینیم و از خود می‌فهمیم چیز دیگری است. زندگی ما لحظه‌ای است که به پایان می‌رسد و دنیای لایتناهی جز یک لحظه بی‌پایان چیز دیگر نیست. ولی حقیقت این است که زندگی ما هرگز به پایان نمی‌رسد و همواره در دنیای بی‌پایان خواهیم بود منتهی نخواهیم دانست که این موجود باقی خود ما هستیم. احتمال می‌رود که تمام تصورات ما درباره دنیای بعد از مرگ و تمام پیش‌بینی‌های ما برای آن به هیچ وجه با حقیقت تطبیق ننماید و پس از مرگ همه چیز به زندگی و سیر عادی خود ادامه دهد و جاویدان باشد ولی ما از آن مطلع نخواهیم شد. بعد از مرگ دنیا در وجود ما زنده است و ما هم در درون دنیا زنده هستیم ولی چون شخصیت یعنی فکر و شعور دنیوی را از دست داده‌ایم چیزی نخواهیم فهمید.
14448772,142051,Joyzelle,1589632397,9781589632394,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,12,29,,Fredonia Books (NL),false,20091157,27,12,17,6,1,5:0|4:2|3:2|2:1|1:1|total:6,1903,,,2.83,6,1,['142051'],['Maurice Maeterlinck'],['3.79'],[],[],[],
3160774,142051,The Burgomaster of Stilemonde: A Play in Three Acts,1589632516,9781589632516,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,5,14,eng,Fredonia Books (NL),false,3192497,26,13,17,5,1,5:1|4:1|3:2|2:1|1:0|total:5,1919,,,3.40,1,0,['142051'],['Maurice Maeterlinck'],['3.79'],['1319502'],['Alexander Teixeira de Mattos'],['3.93'],
29344748,142051,Ο Ναός της Τύχης και άλλα κείμενα,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456498831l/29344748._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456498831l/29344748._SX50_.jpg,2006,11,,gre,Εκδόσεις Πατάκη,false,49581547,1,5,16,4,1,5:1|4:2|3:1|2:0|1:0|total:4,,,,4.00,4,1,['142051'],['Maurice Maeterlinck'],['3.79'],['19070568'],['Χαρά Μπακονικόλα-Γεωργοπούλου'],['4.17'],"Το βιβλίο αυτό περιέχει επτά δοκίμια διαφορετικού ύφους και θεματικής, προκειμένου ο Έλληνας αναγνώστης (στον οποίο ο Μάτερλινκ εξακολουθεί να παραμένει σχεδόν άγνωστος) να πάρει μια γεύση από την προσματική ευαισθησία του συγγραφέα.<br /><br />Ο τόμος περιέχει έναν πρόλογο με θέμα ""Ο Μάτερλινκ και το δοκίμιο"" και επτά κείμενα του Μάτερλινκ: Ο θάνατος του μικρού σκύλου, ένα συγκινησιακό μανιφέστο ζωοφιλίας, Ο ναός της τύχης, ένας ψύχραιμος λίβελος ενάντια στην αυτοκρατορία των τυχερών παιχνιδιών, Εγκώμιο του ξίφους, ο συγγραφέας εξαιρεί την ηθική ποιότητα της ξιφομαχίας, Το σύγχρονο δράμα, εκφράζεται το ζητούμενο για ένα θέατρο που να ""παροντοποιεί"" στη σκηνή το αόρατο, το άρρητο, τους παλμούς του σύμπαντος, Περί ειλικρίνειας, συνδέεται άρρηκτα η αμεσότητα της αγάπης και το ύψιστο σημείο ταύτισης δύο προσώπως με την απόλυτη ειλικρίνεια, Τα αρώματα, μια δραματικότατη περιγραφή των ""βασανιστηρίων"" στα οποία υποβάλλονται τα άνθη, προκειμένου να προδώσουν - να παραδώσουν - το μυστικό του αρωματός τους στην αρωματοβιομηχανία. Το ατύχημα, ερμηνεύονται τα ατυχήματα ως αποτέλεσμα μιας ατελούς ή αποπροσανατολισμένης προσπάθειας του ενστίκτου ή του ασυνείδητου, τα οποία ο άνθρωπος, από άγνοια, αποκαλεί τυχαία συμβάντα."
27308907,142051,მეტერლინკ II ტომი,9789941009,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445969113l/27308907._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445969113l/27308907._SY75_.jpg,2008,,,kat,სიესტა,false,47360087,14,7,15,3,1,5:3|4:0|3:0|2:0|1:0|total:3,2013,9,12,5.00,2,1,"['142051', '5361383']","['Maurice Maeterlinck', 'დათო აკრიანი']","['3.79', '4.02']",[],[],[],მორის მეტერლინკის პიესების სრული კრებულის მეორე ტომში შესულია შემდეგი პიესები:<br /><br />”არიადნე და ლურჯწვერა ანუ ამაო განთავისუფლება”;<br /><br />”და ბეატრის”;<br /><br />”მონნა ვანნა”;<br /><br />”ჟუაზელლ”;<br /><br />”წმინდა ანტუანის სასწაული”;<br /><br />”ლურჯი ფრინველი”;<br /><br />”სტილმონდის ბურბომისტრი”;<br /><br />”ცხოვრების მარილი”;<br /><br />”პრინცესა იზაბელლ”.
27235840,142051,მეტერლინკ I ტომი,9789941001,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445270607l/27235840._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445270607l/27235840._SY75_.jpg,2008,,,kat,სიესტა,false,47282962,5,16,15,3,2,5:3|4:0|3:0|2:0|1:0|total:3,2015,8,22,5.00,2,2,"['142051', '5361383']","['Maurice Maeterlinck', 'დათო აკრიანი']","['3.79', '4.02']",[],[],[],მორის მეტერლინკის პიესების სრული კრებულის პირველ ტომში შესულია შემდეგი პიესები:<br /><br />”პრინცესა მალენ”;<br /><br />”დაუპატიჟებელი”;<br /><br />”ბრმები”;<br /><br />”შვიდი პრინცესა”;<br /><br />”პელლეას და მელისანდ”;<br /><br />”ალლადინ და პალომიდ”;<br /><br />”სახლის კედლებში”;<br /><br />”ტენტაჟილის საკვდილი”;<br /><br />”აგლავენ და სელიზეტ”.
28477960,142051,Европейская поэзия XIX века,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452171456l/28477960._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452171456l/28477960._SX50_.jpg,1977,,,rus,Художественная литература. Москва,false,48619328,1,6,14,4,0,5:1|4:0|3:3|2:0|1:0|total:4,,,,3.50,4,0,"['14839560', '14839561', '14839562', '14839563', '142051', '285217']","['Альфред Теннисон', 'Вильям Теккерей', 'Эмили Бронте', 'Данте Габриэль Россетти', 'Maurice Maeterlinck', 'Johann Wolfgang von Goethe']","['4.14', '3.50', '3.50', '3.50', '3.79', '3.80']",[],[],[],"В издании представлены произведения лучших поэтов из таких стран, как: Австрия (Иоганн Майрхофер, Мориц Гартман и др.), Албания (Иероним Де Рада, Зеф Серембе, Филипп Широка и др.), Англия (Томас Гуд, Роберт Браунинг, Вильям Мэйкпис Теккерей и др.), Бельгия (Гвидо Гезелле, Пол де Монт и др.), Болгария (Добри Чинтулов, Иван Вазов и др.), Венгрия (Шандор Кишфалуди, Гергей Цуцор, Йожеф Киш и др.), Германия (Иоган Вольфганг Гете, Новалис, Вильгельм Буш и др.), Лужицкосербские поэты (Хандрий Зейлер, Мато Косик, Якуб Барт-Чишинский), Греция (Костас Кристаллис, Александрос Суцос и др.), Дания (Кристиан Винтер, Хольгер Драхман и др.), Ирландия (Джеймс Кларенс Мэнган, Томас Дэвис), Исландия (Бьярни Тораренсен, Кристиан Йоунссон и др.), Испания (Мануэль Хосе Кинтана, Хосе Соррилья и др.), Италия (Карло Порта, Уго Фосколо, Джованни Пасколи и др.), Нидерланды (Виллем Билдердейк, Виллем Клос и др.), Норвегия (Бьернстьерне Бьернсон, Пер Сивле и др.), Польша (Циприан Норвид, Теофиль Ленартович и др.), Португалия (Жоан де Деус, Герра Жункейро и др.), Румыния (Ион Будай-Деляну, Александру Мачедонский и др.), Финляндия (Тоган Людвиг Рунеберг, Закрис Топелиус и др.), Франция (Андре Шенье, Эжезипп Моро, Теофиль Готье, Луи Менар и др.),Чехословакия (Ян Коллар, Янко Краль и др.), Швейцария (Александр Вине, Жюст Оливье и др.), Швеция (Эсайас Тегнер, Густав Фрединг и др.), Югославия (Франце Прешерн, Бранко Радичевич, Антон Ашкерц и др.). Перевод А.Ахматовой, Л.Трефолева, С.Штейна, М.Зенкевича, К.Бальмонта, Ю.Вронского, Б.Слуцкого, Веры Потаповой, Арк.Штейнберга, О.Чухонцева, П.Антокольского, Д.Бродского, В.Левика и др. Встуительная статья С.Небольсина, примечания В.Ведера, Т.Серковой, В.Богачева, Б.Стахеева, Юл.Гинзбург и др."
26085449,142051,The Seven Princesses (The Marionette plays of Maurice Maeterlinck Book 2),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,46025159,8,8,14,4,0,5:1|4:1|3:1|2:1|1:0|total:4,2011,7,8,3.50,2,0,['142051'],['Maurice Maeterlinck'],['3.79'],['5005886'],['Francis Booth'],['3.86'],
10649492,142051,"Pelleas and Melisand; And, the Sightless",1172396752,9781172396757,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,15558457,6,10,14,4,0,5:1|4:1|3:1|2:1|1:0|total:4,2010,9,11,3.50,3,0,['142051'],['Maurice Maeterlinck'],['3.79'],[],[],[],
15980358,142051,Nobel Prize Reader,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371461541l/15980358._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371461541l/15980358._SX50_.jpg,1965,,,eng,Eagle Books,false,21732415,1,23,13,3,0,5:1|4:2|3:0|2:0|1:0|total:3,1965,1,1,4.33,3,0,"['125974', '7136212', '48535', '29963', '14047178', '5217', '1709', '19405', '7330', '14167341', '7702', '46466', '354530', '1545124', '1113469', '1466', '89330', '61023', '7136214', '957894', '7902', '648081', '6989', '38266', '142051', '54428', '36913', '18317']","['Leo Hamalian', 'Edmond L. Volfe', 'Anatole France', 'W.B. Yeats', 'Władysław Stanisław Reymont', 'George Bernard Shaw', 'Grazia Deledda', 'Thomas Mann', 'Sinclair Lewis', 'Ivan Alekseyevich Bunin', 'Luigi Pirandello', 'Roger Martin du Gard', 'Robert J. Clements', 'Johannes V. Jensen', 'Hermann Hesse', 'Jean-Paul Sartre', 'Pär Lagerkvist', 'François Mauriac', 'Haldor Laxness', 'Albert Camus', 'Boris Pasternak', 'Bjørnstjerne Bjørnson', 'Rudyard Kipling', 'Selma Lagerlöf', 'Maurice Maeterlinck', 'Gerhart Hauptmann', 'Rabindranath Tagore', 'Knut Hamsun']","['4.03', '4.33', '3.90', '4.16', '3.45', '3.91', '3.64', '3.94', '3.76', '4.05', '3.96', '4.07', '3.69', '3.74', '4.05', '3.99', '3.80', '4.32', '4.33', '4.00', '4.03', '3.38', '3.93', '3.85', '3.79', '3.32', '4.13', '4.00']",[],[],[],
3233604,142051,The Double Garden,1417917210,9781417917211,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,5,7,eng,Kessinger Publishing,false,3268057,29,19,12,3,2,5:1|4:1|3:1|2:0|1:0|total:3,,,,4.00,0,0,['142051'],['Maurice Maeterlinck'],['3.79'],['1319502'],['Alexander Teixeira de Mattos'],['3.93'],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
30927274,142051,The Massacre of the Innocents,1356691897,9781356691890,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,5,16,,Palala Press,false,51553567,11,12,11,3,1,5:0|4:2|3:1|2:0|1:0|total:3,,,,3.67,1,0,"['142051', '7228157']","['Maurice Maeterlinck', 'Alfred Richard Allinson']","['3.79', '3.80']",[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
2118340,142051,La vie de la nature,2870276699,9782870276693,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334611095l/2118340._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334611095l/2118340._SY75_.jpg,1997,,,fre,Editions Complexe,false,2123774,2,14,10,2,1,5:2|4:0|3:0|2:0|1:0|total:2,1997,,,5.00,1,0,['142051'],['Maurice Maeterlinck'],['3.79'],[],[],[],"Contient:<br /><br />La vie des abeilles<br />L'intelligence de fleurs<br />La vie des termites<br />La vie des fourmis<br /><br />A côté de l'oeuvre du poète symboliste, il y a Maeterlinck observateur de la nature. La Vie des abeilles, L'intelligence des fleurs, La Vie des termites, La Vie des fourmis comptent parmi les travaux d'observation à la fois les plus stimulants et les Plus originaux sur la vie naturelle. Le succès de ces ouvrages fut immense : La Vie des abeilles dépassera les 250 000 volumes et assurèrent au poète, dans le domaine des sciences naturelles, une popularité encore plus grande que celle de Jean-Henri Fabre, au point que le biologiste Jean Rostand lui rendait en 1965 un hommage éclatant. ""Dans cette Vie des abeilles, de genre inclassable comme le sont beaucoup de vrais chefs-d'œuvre, Maeterlinck nous communique, nous fait partager l'émotion qu'il éprouve lui-même devant ce petit univers que constitue une ruche.<br />Emotion que provoquent en lui non seulement l'aspect visible, le spectacle fascinant et pittoresque de la frémissante cité. mais aussi tout ce qui fait la vie profonde de ses habitants, l'intimité de leurs moeurs. le secret des consciences séculaires que leur imposent les besoins de la collectivité et les nécessités de l'espèce. Reproduction. sexualité, parthénogenèse, rivalité des reines, soins donnés aux jeunes, discipline sociale, soumission de l'individu du groupe : sur tout cela, il médite, s'interroge passionnément...<br />Par la vertu de son génie. Maeterlinck fera entrer dans le patrimoine littéraire un peu de l'âme du naturaliste."""
8788379,142051,"The Massacre of the Innocents, and Other Tales",,2940008738179,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578770410l/8788379._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578770410l/8788379._SY75_.jpg,1895,,,eng,,true,13662180,2,11,10,3,2,5:0|4:2|3:0|2:1|1:0|total:3,1895,,,3.33,2,1,"['4231655', '142051', '918246', '1928298', '4175389', '4175390', '4175391', '2081672', '4175393', '3255322']","['Edith Wingate Rinder', 'Maurice Maeterlinck', 'Camille Lemonnier', 'Georges Eekhoud', 'Auguste Jenart', 'Louis Delattre', 'Georges Garnir', 'Hubert Krains', 'Stéphane Richelle', 'Eugene Demolder']","['3.33', '3.79', '3.38', '3.83', '3.29', '3.25', '3.33', '2.83', '3.33', '3.50']",[],[],[],General Books publication date: 2009 Original publication date: 1895 Original Publisher: Stone
41027373,142051,Рання драматургія,9789882810,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533208181l/41027373._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533208181l/41027373._SX50_.jpg,2015,6,25,ukr,Радуга,false,64033567,1,2,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,,,,5.00,2,0,"['142051', '14136548']","['Maurice Maeterlinck', 'Моріс Метерлінк']","['3.79', '4.09']",['14136549'],['Дмитро Чистяк'],['4.05'],"До видання творів класика бельгійської літератури, лауреата Нобелівської премії Моріса Метерлінка (1862-1949) увійшло повне зібрання ранньої драматургії письменника. Ці твори справили визначний вплив на становлення європейської нової драми і досі захоплюють широкі читацькі кола. До того ж, видання ранніх драм М. Метерлінка - це знакова хрестоматія текстів, що вивчаються у середній та вищій школі України."
44050030,142051,Μαίτερλινγκ: Επιλογή από το έργο του,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550505247l/44050030._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550505247l/44050030._SY75_.jpg,2002,3,,gre,Στιγμή,false,68492922,1,6,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,['142051'],['Maurice Maeterlinck'],['3.79'],['19070568'],['Χαρά Μπακονικόλα-Γεωργοπούλου'],['4.17'],"O Μαίτερλινκ είναι ένας λάτρης του κοσμικού μυστηρίου, χωρίς να κινδυνεύει από τις ζοφερές αβύσσους του μυστικισμού, αφού λατρεύει το φως (υλικό και πνευματικό). Είναι ένας μεταφυσικός που αρνείται τη διάκριση μεταξύ ύλης και πνεύματος, αφού και η ύλη κρύβει τα δικά της μυστικά, που ο άνθρωπος αδυνατεί να αποκρυπτογραφήσει. Θα λέγαμε ότι η μεταφυσική είναι γι’ αυτόν το «όχι ακόμη γνωστό» των φυσικών επιστημών, πράγμα που σημαίνει πως δεν υπάρχουν στεγανά μεταξύ της εσωτερικής και της εξωτερικής ζωής του σύμπαντος και του ανθρώπου.<br /><br />1. Σοφία και πεπρωμένο<br />2. Τα μονοπάτια στο βουνό<br />3. Ο μεγάλος νόμος<br />4. Πριν από τη μεγάλη σιωπή<br />5. Η κλεψύδρα<br />6. Η σκιά των πτερύγων<br />7. Η μεγάλη πύλη<br />8. Ο άλλος κόσμος ή το αστρικό ρολόι"
39998292,142051,"L'intrusa, I ciechi, Interno e altri brani scelti",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525086925l/39998292._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525086925l/39998292._SY75_.jpg,,,,ita,Sonzogno,false,61942335,1,5,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,"['142051', '17991938']","['Maurice Maeterlinck', 'Enzo Ferrieri']","['3.79', '4.50']",[],[],[],
