id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
6720194,337113,Imago,8493621323,9788493621322,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,3,1,spa,Nordica Libros,false,6916319,24,212,151,40,5,5:11|4:13|3:13|2:2|1:1|total:40,1906,,,3.78,30,3,"['337113', '17751985']","['Carl Spitteler', 'Isabel Hernández']","['3.42', '3.73']",[],[],[],"Published in 1906, this novel obtained considerable success among the core of the emerging psychoanalysis community. The blend of fantasy and reality, as well as the theme of woman, inspirational and destructive at the same time, fascinated Carl Gustav Jung, who elaborated his concept of <i>Imago</i> after reading this novel.<br /><br />Publicada en 1906, esta novela obtuvo un exito considerable dentro del nucleo de la comunidad emergente del psicoanilisis. La combinacion de fantasia y realidad, al igual que el tema de la mujer, fuente de inspiracion y destruccion a la vez, fascinaron a Carl Gustav Jung, quien elaboro el concepto de Imago<i> luego de leer esta novela.</i>"
39878684,337113,Gerold Und Hansli - Die M�dchenfeinde (Kinder-Klassiker),8027311020,9788027311026,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534264796l/39878684._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534264796l/39878684._SX50_.jpg,2018,4,5,,E-Artnow,false,61685778,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"Carl Spitteler (1845-1924) war ein Schweizer Dichter und Schriftsteller, Kritiker und Essayist. 1919 erhielt er den Nobelpreis f�r Literatur. Aus dem Buch: ""Noch bis zum letzten Feriendonnerstagabend hatten sie gemeint, die armen Kadettenb�blein, es k�nne einfach nicht sein, da� sie wieder fort m��ten von Sentisbrugg, in die m�rrische Stadt und den h�ssigen Zank der Schule. Sie hatten sich eingebildet, im schlimmsten Fall, wenn jede Hoffnung geschwunden w�re, so da� sie l�ngst nicht mehr daran d�chten, werde sich zu allerletzt die Natur ins Mittel legen und irgendeine rettende Katastrophe stiften, zum Beispiel ein Erdbeben - warum denn nicht? das komme ja vor - oder eine �berschwemmung, oder eine Lehrerseuche, oder eine pl�tzliche Kriegserkl�rung, was wei� ich. Und den langen, sch�nen Donnerstagnachmittag waren sie auf der Gaisfluh gelegen, geduldig auslugend, ob nicht vielleicht die franz�sischen K�rassiere links den Berg heraufgesprengt k�men oder von rechts die badischen J�ger mit finstern Waffenr�cken und schmetternden Trompeten."""
39878685,337113,Olympischer Fr�hling (Gesamtausgabe - Band 1 Bis 5),8027311039,9788027311033,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534263692l/39878685._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534263692l/39878685._SX50_.jpg,2018,4,5,,E-Artnow,false,61685779,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"Carl Spitteler (1845-1924) war ein Schweizer Dichter und Schriftsteller, Kritiker und Essayist. 1919 erhielt er den Nobelpreis f�r Literatur. Sein grosses Versepos Olympischer Fr�hling (1900-1905), in dem Spitteler in rund 20.000 Versen Figuren und Handlungsstr�nge der griechischen Mythologie in seine eigene, moderne Erlebniswelt transportierte, erfuhr positive Resonanz. Eingebettet in ein mythologisches M�rchen, zeichnete Spitteler ein d�steres Bild vom Universum, das seiner pessimistischen Weltsicht entsprach. Inhalt: - Die Auffahrt - Aufbruch vom Krebos - Den Morgenberg hinan - Hebe - Bei Uranos - Die sieben sch�nen Amaschpand - Ankunft - Hera die Braut - Heimweh und Heilung - Die Freier werden der K�nigin vorgestellt - Der erste Wettkampf: Gesang und Sage - Der zweite Wettkampf: Der Lauf - Der dritte Wettkampf: Wagenrennen - Der vierte Wettkampf: Traumdeutung und Prophezeiung - Verrat - Krieg und Vers�hnung - Die hohe Zeit - Moiras Gnade - Boreas mit der Gei�el - Ajax und die Giganten - Aktaion der wilde J�ger - Apoll der Entdecker - Poseidon mit dem Donner - Dionysos der Seher - Hyphaist der Zwerg - Hylas und Kaleidusa �ber Berg und Tal - Hermes der Erl�ser - Pallas und der Pelarg - Apoll der Held - Der hohen Zeit Ende - Aphrodite - Anankes �Halt!� - Zeus - Die Fahne Olbia f�llt - Zeus ruft die G�tter heim - Die Menschen - Hera und der Tod - Herakles' Erdenfahrt"
35334286,337113,Glockenlieder (Classic Reprint),0282236716,9780282236717,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496787273l/35334286._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496787273l/35334286._SX50_.jpg,2018,11,28,,Forgotten Books,false,56700187,4,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"Excerpt from Glockenlieder<br /><br />Qbaignrvi�ige fp�iien (gott id) 5mecflo$ Durcpgebatbt. Scb f�lgrc fonﬂ Dort innen ﬂraffe� Regiment, 's if't fein (c)ebonfe, Der nicbt meme J'paacbrift Eennt. Beat aber warb vom {sieber mir Die diacbt entrii�t; 3n m�ﬂem 3raumgetiimmel, fra�entgaft gerft�cft, '3lappte Der irre (c)eiﬂ; fein [galt, fern fpeft 5u faﬂen; @ntnoaffnet lag itb Da, Den $urien �berlaffen.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
25726118,337113,Autobiographische Schriften,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434294907l/25726118._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434294907l/25726118._SY75_.jpg,1947,,,ger,Artemis,false,45562395,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,1947,1,1,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],Gesammelte Werke Band 6: <br /><br />Meine frühesten Erlebnisse<br />Aus den Berner Knabenjahren<br />Aus den Basler Schuljahren<br />Das entscheidende Jahr<br />Das Haus Widmann<br />Auf hohen Schulen<br />Poetische Lehrjahre
38711721,337113,"Friedli, der Kolderi",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,60290589,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],
35044104,337113,Schmetterlinge: Gedichte (Classic Reprint),0259229695,9780259229698,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493839228l/35044104._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493839228l/35044104._SX50_.jpg,2018,12,10,,Forgotten Books,false,56328735,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"Excerpt from Schmetterlinge: Gedichte<br /><br />Fiba8 [gaben @ie Denn Da f�r (R)inge? (R)ef�iiigﬂ weifen (R)ie bee! ""(R)inb lauter (R)cbmetterlinge. ""siitbt m�glicb!! Jjaben @ie fonfi nidpes mehr?<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
35011247,337113,Conrad der Leutnant (Autobiografischer Roman): Biografischer Roman des Literatur-Nobelpreisträgers Carl Spitteler,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,56292137,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],
44383961,337113,"Literarische Gleichnisse, Zweite Auflage",034118893X,9780341188933,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552411422l/44383961._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552411422l/44383961._SX50_.jpg,2018,8,8,,Wentworth Press,false,68935979,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
44383962,337113,"Literarische Gleichnisse, Zweite Auflage",0341188948,9780341188940,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552466007l/44383962._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1552466007l/44383962._SY75_.jpg,2018,8,8,,Wentworth Press,false,68935980,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
37369156,337113,"Olympischer Fr�hling, Vol. 1 (Classic Reprint)",0282083146,9780282083144,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,4,22,,Forgotten Books,false,59036722,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"Excerpt from Olympischer Fr�hling, Vol. 1<br /><br />Da pl��lid) bemmten fdmuppernd fie Die 8lucbt. 932it 3ittern %egannen leife wimmernb fie Dad %ud; su wittern.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
35007487,337113,Gerold und Hansli: Die Mädchenfeinde (Kinderbuch): Autobiografisches Kinderbuch des Literatur-Nobelpreisträgers Carl Spitteler,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,56286526,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],
35007488,337113,"Gesammelte Werke: Romane, Erzählungen, Gedichte, Epos & Essays (Über 140 Titel in einem Buch): Olympischer Frühling, Das Bombardement von Åbo, Conrad der ... Friedli der Kolderi...",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,56286528,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],
35886824,337113,"Friedli, Der Kolderi: Und Andere Erzahlungen",1548975419,9781548975418,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2017,7,25,,Createspace Independent Publishing Platform,false,57403212,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"<b>Carl Spitteler: Friedli, der Kolderi</b> <i>und andere Erzahlungen</i><br /><br /><br /><br />Edition Holzinger. Taschenbuch<br /><br /><b>Berliner Ausgabe, 2017</b><br /><br />Durchgesehener Neusatz mit einer Biographie des Autors bearbeitet und eingerichtet von Michael Holzinger<br /><br /><br /><br /><br /><br />Inhaltsverzeichnis<br /><br /><br />Friedli, der Kolderi Xaver Z'Gilgen Der Salutist Ei Ole Das Bombardement von Abo Biographie <b>Herausgeber der Reihe: Michael Holzinger</b><br /><br />Reihengestaltung: Viktor Harvion<br /><br />Umschlaggestaltung unter Verwendung des Bildes: Thomas Fearnley, Grindelwald, 1835<br /><br />Gesetzt aus der Minion Pro, 10 pt."
36612400,337113,Olympischer Frühling (Gesamtausgabe - Band 1 bis 5): Mythologisches Epos,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,58369105,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],
44119288,337113,Olympischer Fr�hling: 1,0274706741,9780274706747,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,8,2,,Wentworth Press,false,68611936,2,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
44119295,337113,Olympischer Fr�hling: 2,0274706814,9780274706815,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,8,2,,Wentworth Press,false,68611943,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
44344523,337113,"Carl Spitteler Olympischer Fr�hling, Zweiter Band",0341302481,9780341302483,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,8,9,,Wentworth Press,false,68900712,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
44344524,337113,"Carl Spitteler Olympischer Fr�hling, Zweiter Band",034130249X,9780341302490,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,8,9,,Wentworth Press,false,68900713,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
1240182,337113,"Echte, Selige Musik...: Musikalische Schriften",3796519199,9783796519192,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,12,31,,Schwabe Basel,false,56795765,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"Wenn ich im Elysium ware und man mir sagte, da links stehen Goethe und Schiller, rechts Haydn, Beethoven, Mozart, ich wurde nicht links, sondern rechts gehen und Worte der Liebe und des Dankes finden, bekannte einmal der grosse Baselbieter Dichter Carl Spitteler. Die Musik war diesem Dichter alles andere als gleichgultig, und er tritt uns in seinen Schriften als ihr engagierter Anwalt entgegen: mit grosser Sachkenntnis und einer Sprache voller Witz und Innigkeit. Nicht nur als Musikkritiker hatte Spitteler Gelegenheit, sich zu allen moglichen Aspekten zu aussern, auch in seinem dichterischen Werk taucht dann und wann die Musik auf, und schliesslich erfahren wir in den autobiographischen Schriften viel uber den wachen, emotionalen und ergriffenen Horer Spitteler - und daruberhinaus uber den genialen Vermittler, der fur musikalische Zusammenhange weitab vom Fachjargon treffende Bilder findet und seine Leserinnen und Leser in Bann schlagt. Aus der Fundgrube von Spittelers Schaffen hat Andreas Wernli die schonsten und wichtigsten Beitrage zusammengestellt."
31491863,337113,Conrad der Leutnant (Vollständige Ausgabe): Biografischer Roman des Literatur-Nobelpreisträgers Carl Spitteler,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,52183162,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],
41475502,337113,Der Botthard,138594689X,9781385946893,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535599530l/41475502._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535599530l/41475502._SX50_.jpg,2018,7,23,,Wentworth Press,false,64750207,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
41475503,337113,Der Botthard,1385946903,9781385946909,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535494193l/41475503._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535494193l/41475503._SY75_.jpg,2018,7,23,,Wentworth Press,false,64750208,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
32501111,337113,"Prometheus, Imago",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,Coron Verlag Zürich,false,53094275,1,1,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],
35137377,337113,Gustav: Ein Idyll (Classic Reprint),0259837822,9780259837824,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495023176l/35137377._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495023176l/35137377._SX50_.jpg,2018,11,9,,Forgotten Books,false,56462478,2,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"Excerpt from Gustav: Ein Idyll<br /><br />Der Wartet murbe empfangen wie hie f;ofinung am Krankenbett. Der Spengler id)0b ihm in 3appeligem Dienit eifer bus Kanapee 3utecht, wobei er ein paar mal �ber ieine Dantoffeln itrauchelte, biniichtlid7 �erer er {id} niemals im Klaren befan�, wo {eine S��e aufh�rten unb ber Schub anfing. Die Spenglerin ergriff bes pfarrers treue Rechte mit io viel 5�n�en, als jie in ber 6eicbminbigkeit auftreiben konnte unb lie� iie nicht mehr los.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
41517828,337113,Gerold Und Hansli [microform]: Die M�dchenfeinde: Eine Kindergeschichte,0274612909,9780274612901,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,8,2,,Wentworth Press,false,64790424,1,0,0,0,0,5:0|4:0|3:0|2:0|1:0|total:0,,,,0.00,0,0,['337113'],['Carl Spitteler'],['3.42'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.<br /><br />This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.<br /><br />As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
