id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
17898696,7419,دكتور فاوست ومسرحيات أخرى,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367900594l/17898696._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367900594l/17898696._SX50_.jpg,1992,,,ara,مكتبة مصر,false,756664,923,93153,203675,53614,1554,5:14581|4:19473|3:14667|2:3984|1:909|total:53614,1589,,,3.80,71,13,"['5481957', '11155', '16070', '1466', '567036', '7419', '3565', '2934044']","['Various', 'Christopher Marlowe', 'Alexander Pushkin', 'Jean-Paul Sartre', 'José Echegaray', 'John Galsworthy', 'Oscar Wilde', 'حلمي مراد']","['3.98', '3.79', '4.08', '3.99', '3.19', '4.10', '4.10', '3.76']",[],[],[],دكتور فاوست ومسرحيات اخرى :<br />1- دكتور فاوست<br />2- يوجين أونيجين<br />3- نيكراسوف<br />4- كلام الناس<br />5- الهارب من السجن <br />6- زوج مثالى
15815018,7419,Caravan: The Assembled Tales of John Galsworthy,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1925,,,,,false,20113793,9,40,47,13,2,5:2|4:6|3:3|2:2|1:0|total:13,1925,6,,3.62,6,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
11202926,7419,Sfarsit de capitol Volumul2,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303664403l/11202926._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303664403l/11202926._SY75_.jpg,1985,,,rum,,false,16128076,1,18,46,11,0,5:4|4:5|3:2|2:0|1:0|total:11,1985,,,4.18,11,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
20886474,7419,"Mar de Histórias: Antologia do Conto Mundial, Volume 9 - Tempo de Crise",852092896X,9788520928967,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393094928l/20886474._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393094928l/20886474._SY75_.jpg,2013,12,,por,Nova Fronteira,false,40228104,3,28,45,10,0,5:7|4:1|3:2|2:0|1:0|total:10,2013,12,1,4.50,8,0,"['1401475', '2960988', '525922', '8440839', '7419', '5144', '324750', '7702', '6076026', '7866868', '874992', '36913', '5775185', '25536', '25573', '734193', '1258792', '633527', '567332', '7014283', '51575', '3345']","['Aurélio Buarque de Holanda Ferreira', 'Paulo Rónai', 'Georges Duhamel', 'Eudald Duran-Reynolds', 'John Galsworthy', 'James Joyce', 'Valery Larbaud', 'Luigi Pirandello', 'Saki', 'Valdomiro Silveira', 'Hermann Sudermann', 'Rabindranath Tagore', 'Ryūnosuke Akutagawa', 'Miguel de Unamuno', 'Stefan Zweig', 'Mikhail Petrovich Artsybashev', 'Arkady Averchenko', 'Ramón Pérez de Ayala', 'Massimo Bontempelli', 'G.K. Chesterton', 'Colette', 'Joseph Conrad']","['4.32', '4.31', '3.95', '4.62', '4.10', '3.74', '3.57', '3.96', '3.94', '4.56', '3.84', '4.13', '4.02', '3.90', '4.15', '3.89', '4.15', '3.59', '3.77', '3.97', '3.80', '3.50']",[],[],[],"A obra completa da coleção Mar de Histórias, antologia do conto mundial é composta de 10 volumes independentes, contém nada menos que 239 contos escolhidos entre os melhores de 192 autores pertencentes a 41 literaturas. Foi empreendida há mais de quarenta anos por Aurélio Buarque de Holanda Ferreira e Paulo Rónai. O material está disposto por ordem cronológica da publicação dos contos. Cada um deles é precedido de uma introdução que o situa na obra de seu autor e na respectiva literatura. Notas abundantes facilitam a compreensão dos textos. Dois dos maiores tradutores e estudiosos da Literatura Mundial em todos os tempos e gêneros se reuniram para selecionar uma obra definitiva com o melhor de cada gênero literário, do século XIV A.C. até o século XX."
11202877,7419,Sfarsit de capitol  Volumul1,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1985,,,rum,,false,16128027,1,20,44,11,0,5:3|4:5|3:3|2:0|1:0|total:11,1985,,,4.00,11,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
3313125,7419,"Classic Tales of Horror, Crime and Murder",1578152739,9781578152735,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,1730328,2,35,43,10,1,5:6|4:3|3:0|2:0|1:1|total:10,2002,,,4.30,10,1,"['57721', '7419', '4624490', '6988', '81433', '854076', '443003', '3314', '1240', '754711', '370972', '2448', '900014', '247769', '2995925', '2001363', '13479797', '87327', '7014283', '13674160', '16873054']","['W.W. Jacobs', 'John Galsworthy', 'Edgar Allan Poe', 'Bram Stoker', 'Edgar Wallace', 'Robert Louis Stevenson', 'P.C. Wren', 'Arnold Bennett', 'Jack London', 'Robert Barr', 'Sapper', 'Arthur Conan Doyle', 'Patrick Malahide', 'Brian Cox', 'M.R. James', 'William Edmondstoune Aytoun', 'E.F. Benson', 'Thomas Hood', 'G.K. Chesterton', 'Mauirce Leblanc', 'Jack   Shepherd']","['3.87', '4.10', '4.17', '3.98', '3.52', '3.85', '3.97', '3.71', '3.96', '3.76', '3.73', '4.20', '3.51', '4.09', '3.96', '3.45', '4.00', '4.07', '3.97', '4.30', '3.51']",[],[],[],19 stories including The Monkey's Paw--Timber--The Masque of the Red Death--The Squaw--Martin's Close--The Man in the Bell--Caterpillars--A Tale of Terror--The Blue Cross--Arsene Lupin in Paris--The Missing Romney--The Complete Criminal--Markheim--The Perfect Crime--Murder--Which Make Them Remember--An Alpine Divorce--The Barrister's Story--B. 24.
3025959,7419,Jocelyn,0283982446,9780283982446,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362411153l/3025959._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362411153l/3025959._SX50_.jpg,1976,,,eng,The Anchor Press Ltd,false,3056535,10,39,43,16,2,5:0|4:2|3:8|2:5|1:1|total:16,1898,,,2.69,14,1,['7419'],['John Galsworthy'],['4.10'],[],[],[],"Galsworthy's first novel was published in a small edition in 1898 under a pseudonym. It was never reprinted. The passionate story of an illicit love, foreshadowing Irene's story in 'The Forsyte Saga', is told with greater intensity of feeling than Galsworthy allowed himself in his maturity. Now, for the first time, Jocelyn appears under Galsworthy's own name and Catherine Dupre, Galsworthy's biographer, has written a special introduction."
19395685,7419,The Forsyte Chronicles (In Chronological Order With Active Table of Contents),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,27467650,1,20,41,10,1,5:5|4:3|3:1|2:0|1:1|total:10,2011,12,14,4.10,10,1,['7419'],['John Galsworthy'],['4.10'],[],[],[],"The Forsyte Saga:<br /><br />The Man of Property<br />Interlude: Indian Summer of a Forsyte<br />In Chancery<br />Interlude: Awakening<br />To Let<br />On Forsyte Change<br /><br /><br />A Modern Comedy: <br /><br />The White Monkey<br />Interlude: A Silent Wooing<br />The Silver Spoon<br />Interlude: Passers By<br />Swan Song<br /><br /><br />End of the Chapter:<br /><br />Maid In Waiting<br />Flowering Wilderness<br />Over the River<br /><br />English novelist and playwright. Notable works include The Forsyte Saga (1906 - 1921) and its sequels, A Modern Comedy and End of the Chapter. He won the Nobel Prize for literature in 1932."
11337673,7419,Salvation of a Forsyte (The Forsyte Chronicles #0.5),1409943593,9781409943594,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2009,3,20,,Dodo Press,false,61753536,5,44,40,13,1,5:1|4:3|3:6|2:2|1:1|total:13,1900,,,3.08,8,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
18323761,7419,"The Forsyte Saga, Volume 3",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376405408l/18323761._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376405408l/18323761._SX50_.jpg,2010,11,1,,Assembled Stories,false,25873024,2,15,39,9,1,5:5|4:2|3:2|2:0|1:0|total:9,,,,4.33,6,0,"['7419', '7221032']","['John Galsworthy', 'Peter  Joyce']","['4.10', '3.64']",[],[],[],"The house at Richmond is finished at last, but Soames takes Bosinney to court for exceeding the budget. The final judgment of their case turns on 'a very fine point' in their correspondence.<br /><br />The architect does not heed Young Jolyon's warning and continues to pursue Irene - with fatal consequences.<br /><br />Old Jolyon effects a complete reconciliation with his son and changes his will as a result, further distancing himself from his brother James in the process. The rift will continue through into the next generation.<br /><br />The old man purchases Robin Hill and spends the remaining days of his life in the company of Irene, now teaching music and 'assisting the Magdelenes of London'. This charming interlude brings Galsworthy's Book 1 of the Saga to a close."
1729349,7419,Plays Of John Galsworthy: The Silver Box / Joy / Strife,1417929669,9781417929665,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,6,25,,Kessinger Publishing,false,1726814,19,29,39,12,0,5:1|4:3|3:6|2:2|1:0|total:12,2000,,,3.25,7,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"The Silver Box is a three-act comedy, the first play by the English writer John Galsworthy. It was originally produced in London in 1906, and attracted much attention. In New York it was first seen in 1907.<br /><br />Joy: A Play on the Letter I, in Three Acts, first performed in 1909<br /><br />Strife: a three-act play. It was his third play, and the most successful of the three. It was produced in 1909 in London at the Duke of York's Theatre, and in New York at the New Theatre. In the play, there is a prolonged unofficial strike at a factory; as the trade union and the company directors attempt to resolve the affair, which is causing hardship among the workers' families, there is a confrontation between the company chairman and the leader of the strike."
34896538,7419,The Forsytes: The Complete Series: BBC Radio 4 full-cast dramatisation,1785296795,9781785296796,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498928611l/34896538._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1498928611l/34896538._SX50_.jpg,2017,10,5,,BBC Physical Audio,false,56149886,2,17,36,8,0,5:5|4:2|3:1|2:0|1:0|total:8,,,,4.50,8,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"Jessica Raine stars in all four BBC Radio 4 full-cast dramatisations of John Galsworthy's Forsyte novels.<br /><br />An irresistible family saga of love, money and betrayal, <i>The Forsytes: The Complete Series</i> encompasses four acclaimed BBC Radio 4 productions of Galsworthy’s perennially popular epic, spanning 50 years from 1886 to 1936.<br /><br /><i>The Forsytes </i>sees wealthy Soames Forsyte questioning his relationship with his beautiful wife Irene. As evidence of her betrayal emerges, the family is torn apart and scandal unleashed. In <i>The Forsytes Continues</i>, it is 1920 and Soames would do anything for his sparkling daughter, Fleur. But when she falls in love with the wrong man, how can he stop history repeating itself? <i>The Forsytes Returns</i> picks up Fleur’s story four years later, as she vows to put her past behind her and settle down. But those around her are intent on stirring up trouble. <i>The Forsytes Concludes</i> introduces young Dinny Cherrell, Fleur’s cousin. Unbeknown to both, their lives will be paralleled in ways neither could have predicted...<br /><br />Starring Jessica Raine, with a cast including Joseph Millson, Juliet Aubrey, Jonathan Bailey, Ben Lambert and Sarah Ridgeway, this compelling drama delves behind the Edwardian façade to reveal Galsworthy's wonderful wit, observation and insight into human nature.<br /><br />Duration: 17 hours"
12431334,7419,A Man of Devon,1442948035,9781442948037,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,17413784,11,24,34,10,1,5:1|4:3|3:5|2:1|1:0|total:10,1901,,,3.40,6,1,['7419'],['John Galsworthy'],['4.10'],[],[],[],
20563761,7419,The Little Man,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,13360339,16,35,33,11,1,5:2|4:1|3:3|2:5|1:0|total:11,1997,6,15,3.00,7,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"John Galsworthy OM (1867-1933) was an English novelist and playwright. He is viewed as one of the first writers of the Edwardian era; challenging in his works some of the ideals of society depicted in the preceeding literature of Victorian England. He won the Nobel Prize for literature in 1932. Notable works include The Forsyte Saga (1906-1921) and its sequels, A Modern Comedy and End of the Chapter. From the Four Winds was Galsworthy's first published work in 1897, a collection of short stories. These, and several subsequent works, were published under the pen name John Sinjohn and it would not be until The Island Pharisees (1904) that he would begin publishing under his own name. His first play, The Silver Box (1906) became a success, and he followed it up with The Man of Property (1906), the first in the Forsyte trilogy. Along with other writers of the time such as Shaw his plays addressed the class system and social issues, two of the best known being Strife (1909) and The Skin Game (1920)."
9994284,7419,Timber,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,14889108,1,14,33,9,3,5:1|4:4|3:4|2:0|1:0|total:9,,,,3.67,9,3,['7419'],['John Galsworthy'],['4.10'],[],[],[],
12312768,7419,საზღაური,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,,,kat,პალიტრა L,false,17290434,1,12,32,8,0,5:4|4:1|3:2|2:1|1:0|total:8,2011,,,4.00,8,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],მოთხრობები: საზღაური; ფორსაიტის ხსნა; სრულყოფილება; ვაჟკაცობა; ვაშლის ყვავილი; ქველმოქმედება; აკმე.
15032169,7419,Windows: A Comedy in Three Acts for Idealists and Others,1589630297,9781589630291,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410530407l/15032169._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410530407l/15032169._SY75_.jpg,,,,,,false,6219715,9,23,32,8,0,5:2|4:4|3:2|2:0|1:0|total:8,1922,,,4.00,3,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"John Galsworthy OM (1867-1933) was an English novelist and playwright. He is viewed as one of the first writers of the Edwardian era; challenging in his works some of the ideals of society depicted in the preceeding literature of Victorian England. He won the Nobel Prize for literature in 1932. Notable works include The Forsyte Saga (1906-1921) and its sequels, A Modern Comedy and End of the Chapter. From the Four Winds was Galsworthy's first published work in 1897, a collection of short stories. These, and several subsequent works, were published under the pen name John Sinjohn and it would not be until The Island Pharisees (1904) that he would begin publishing under his own name. His first play, The Silver Box (1906) became a success, and he followed it up with The Man of Property (1906), the first in the Forsyte trilogy. Along with other writers of the time such as Shaw his plays addressed the class system and social issues, two of the best known being Strife (1909) and The Skin Game (1920)."
33878004,7419,Спасение Форсайта,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,rus,,false,79573540,2,11,30,8,0,5:2|4:3|3:2|2:1|1:0|total:8,,,,3.75,5,0,"['7419', '7518975']","['John Galsworthy', 'Джон Голсуорси']","['4.10', '4.39']",[],[],[],
2265664,7419,Censorship and Art,1419112449,9781419112447,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,6,17,,Kessinger Publishing,false,2271680,14,22,28,7,1,5:2|4:3|3:2|2:0|1:0|total:7,2008,10,1,4.00,3,1,['7419'],['John Galsworthy'],['4.10'],[],[],[],"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
10175080,7419,The White Ship,1443734748,9781443734745,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408933451l/10175080._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408933451l/10175080._SY75_.jpg,2008,11,4,,Pomona Press,false,15073923,3,29,28,7,2,5:3|4:2|3:1|2:1|1:0|total:7,1924,,,4.00,6,1,"['1386812', '7419']","['Aino Kallas', 'John Galsworthy']","['3.62', '4.10']",['1230191'],['Alex Matson'],['3.75'],"With an introduction by John Galsworth. <br /><br />'The writer has an extraordinary sense of atmosphere. Stories told convincingly and well, with a keen perception for natural beauty.' <br />[Times Literary Supplement.]"
32673842,7419,John Galsworthy: The Complete Forsyte Saga (The Greatest Writers of All Time Book 31),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,53247866,1,28,27,6,0,5:3|4:3|3:0|2:0|1:0|total:6,,,,4.50,6,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],
18329369,7419,"The Forsyte Saga, Volume 5",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376425403l/18329369._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376425403l/18329369._SX50_.jpg,2010,11,2,,Assembled Stories,false,25873056,1,8,26,6,0,5:3|4:2|3:1|2:0|1:0|total:6,2010,11,2,4.33,6,0,"['7419', '7221032']","['John Galsworthy', 'Peter  Joyce']","['4.10', '3.64']",[],[],[],"The Forsyte feud continues into the next generation with Jolly and Val involved in a drunken bout of fisticuffs.<br /><br />Soames continues to pursue Irene driving her to seek refuge in Paris. Believing that she has a lover, he puts her under surveillance to obtain evidence. Jolyon travels to Paris on the pretext of discussing business and he and Irene spend some time together unaware their movements are being watched.... The love affair of Holly and Val continues to flourish despite Jolly daring the young Dartie to enlist and join him in the fight against the Boers.<br /><br />Soames has a plan which will enable Winifred to divorce and be rid of the adulterous Monty if only the erring husband stays away- but will he?<br /><br />Jolyon returns from France to bid farewell to his son and is greeted by another death at Robin Hill."
10422397,7419,50 Classic English Authors,,2940012105196,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,15326690,1,55,26,6,0,5:5|4:0|3:0|2:0|1:1|total:6,2011,2,3,4.33,6,0,"['4084168', '1265', '239579', '880695', '2530', '6989', '8131', '30762', '112698', '113780', '11139', '5515884', '3345', '45712', '6765', '1036615', '4633123', '6555712', '4176632', '7419', '7014283', '7798465', '57721', '4012', '7963', '6555714', '76177', '4345', '2007', '86404', '2893961', '173', '17623', '7935185', '6555716', '2448', '11593', '3352', '3953', '15568', '3843', '4191', '17505', '8249', '81466', '8164', '141739']","['Golgotha Press', 'Jane Austen', 'Charles Dickens', 'H.G. Wells', 'Anna Sewell', 'Rudyard Kipling', 'Horace Walpole', 'George Grossmith', 'Ouida', 'John Cleland', 'Mary Wollstonecraft Shelley', 'Mary Webb', 'Joseph Conrad', 'Katherine Mansfield', 'Virginia Woolf', 'Charlotte Brontë', 'H. Rider Haggard', 'Laurence Hodgson Burnett', 'W. Somerset Maugham', 'John Galsworthy', 'G.K. Chesterton', 'Matthew Gregory Lewis', 'W.W. Jacobs', 'Wilkie Collins', 'P.G. Wodehouse', 'W.M. Reynolds', 'Thomas Love Peacock', 'Walter Scott', 'Daniel Defoe', 'E.M. Forster', 'Emmuska Orczy', 'George Eliot', 'D.H. Lawrence', 'E. Nesbit', 'Hugues Lofting', 'Arthur Conan Doyle', 'Beatrix Potter', 'Jerome K. Jerome', 'William Makepeace Thackeray', 'Charles Kingsley', 'Kenneth Grahame', 'Emily Brontë', 'Samuel Richardson', 'Anne Brontë', 'A.A. Milne', 'Lewis Carroll', 'William Harrison Ainsworth']","['4.05', '4.12', '3.89', '3.83', '3.96', '3.93', '3.22', '3.71', '4.04', '3.33', '3.80', '4.11', '3.50', '3.78', '3.88', '4.10', '3.78', '4.33', '4.04', '4.10', '3.97', '3.81', '3.87', '3.92', '4.18', '4.33', '3.51', '3.74', '3.65', '3.88', '4.05', '3.84', '3.59', '3.95', '4.33', '4.20', '4.20', '3.88', '3.78', '3.46', '3.99', '3.86', '3.05', '3.87', '4.36', '4.06', '3.40']",[],[],[],"An anthology of 50 classic English authors with an active table of contents to make it easy to quickly find the book you are looking for.<br /><br />Agnes Grey by Anne Bronte<br />Alice’s Adventures in Wonderland by Lewis Carroll<br />Black Beauty by Anna Sewell<br />Captains Courageous by Rudyard Kipling<br />The Castle of Otranto by Horace Walpole<br />The Diary of a Nobody by George Grossmith<br />A Dog of Flanders by Louisa de la Rame<br />Emma by Jane Austen<br />Fanny Hill: Memoirs of a Woman of Pleasure by John Cleland<br />Frankenstein by Mary Wollstonecraft (Godwin) Shelley<br />Gone to Earth by Mary Webb<br />Heart of Darkness by Joseph Conrad<br />In a German Pension by Katherine Mansfield<br />Jacob's Room by Virginia Woolf<br />Jane Eyre by Charlotte Bronte<br />King Solomon's Mines by H. Rider Haggard<br />The Life and Opinions of Tristram Shandy, Gentleman by Laurence Sterne<br />A Little Princess by Frances Hodgson Burnett<br />The Magician by Somerset Maugham<br />Man of Property by John Galsworthy<br />The Man Who Was Thursday by G. K. Chesterton<br />The Bravo of Venice - A Romance by M. G. Lewis<br />The Monkey's Paw by W.W. Jacobs<br />The Moonstone by Wilkie Collins<br />My Man Jeeves by P. G. Wodehouse<br />The Wehr-Wolf by George W. M. Reynolds<br />The Life and Adventures of Nicolas Nickleby by Charles Dickens<br />Nightmare Abbey by Thomas Love Peacock<br />Saint Paul's by William Harrison Ainsworth<br />Pamela by Samuel Richardson<br />Phantastes, A Faerie Romance by George MacDonald<br />The Red House Mystery by A. A. Milne<br />Rob Roy by Sir Walter Scott<br />Robinson Crusoe by Daniel Defoe<br />A Room with a View by E. M. Forster<br />The Scarlet Pimpernel by Baroness Orczy<br />Silas Marner by George Eliot<br />Sons and Lovers by David Herbert Lawrence<br />Doctor Dolittle by Hugh Lofting<br />The Story of the Treasure Seekers by E. Nesbit<br />A Study In Scarlet by Arthur Conan Doyle<br />The Tale of Peter Rabbit by Beatrix Potter<br />Three Men in a Boat by Jerome K. Jerome<br />Vanity Fair by William Makepeace Thackeray<br />War of the Worlds by H.G. Wells<br />The Water-Babies by Charles Kingsley<br />The Wind in the Willows by Kenneth Grahame<br />Wuthering Heights by Emily Bronte"
6044133,7419,Selected Short Stories,1406733938,9781406733938,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,11,12,,Hesperides Press,false,6219708,1,9,25,6,0,5:2|4:3|3:1|2:0|1:0|total:6,2006,11,12,4.17,6,0,['7419'],['John Galsworthy'],['4.10'],[],[],[],"Many of the earliest books, particularly those dating back to the 1900s and before, are now extremely scarce and increasingly expensive. We are republishing these classic works in affordable, high quality, modern editions, using the original text and artwork."
638797,7419,Six Short Plays of Galsworthy,1406517313,9781406517316,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,2,23,,Dodo Press,false,6219669,11,16,24,8,1,5:1|4:1|3:3|2:3|1:0|total:8,1921,,,3.00,7,1,['7419'],['John Galsworthy'],['4.10'],[],[],[],"One of a series of books by the English novelist and playwright who won the Nobel Prize for literature in 1932. Contains the six plays: The First and The Last, The Little Man, Hall-marked, Defeat, The Sun and Punch and Go."
6715512,7419,Great English Short Stories,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335298978l/6715512._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335298978l/6715512._SX50_.jpg,1930,,,eng,Blue Ribbon Books,false,6911572,1,48,24,6,1,5:3|4:2|3:0|2:0|1:1|total:6,1930,,,4.00,6,1,"['54434', '11615', '565809', '2007', '239579', '47030', '2448', '9172', '173', '7419', '1413437', '65124', '74092', '15905', '207889', '3487', '57721', '5842658', '159', '6237', '3314', '4898146', '92718', '44512', '7014283', '4012', '3345', '17623', '26930', '7798465', '4099543', '76177', '111540', '3267621', '82608', '4345', '11139', '5878896', '237759', '22796', '854076', '1831', '3953', '20524', '1031419', '880695', '1853305', '5481957', '3094574', '6076026']","['Reginald Hargreaves', 'Lewis Melville', 'A.E. Coppard', 'Daniel Defoe', 'Charles Dickens', 'Benjamin Disraeli', 'Arthur Conan Doyle', 'Lord Dunsany', 'George Eliot', 'John Galsworthy', 'Elizabeth Gaskell', 'Oliver Goldsmith', 'Joseph Addison', 'Thomas Hardy', 'Leigh Hunt', 'Aldous Huxley', 'W.W. Jacobs', 'George Payne Rainsford James', 'Henry James', 'Charles Lamb', 'Arnold Bennett', 'George Borrow', 'Ernest Bramah', 'Edward Bulwer-Lytton', 'G.K. Chesterton', 'Wilkie Collins', 'Joseph Conrad', 'D.H. Lawrence', 'J. Sheridan Le Fanu', 'Matthew Gregory Lewis', 'Frederick Marryat', 'Thomas Love Peacock', 'Charles Reade', 'William Clark Russell', 'Rafael Sabatini', 'Walter Scott', 'Mary Wollstonecraft Shelley', 'Tobias Smollett', 'Richard Steele', 'Laurence Sterne', 'Robert Louis Stevenson', 'Jonathan Swift', 'William Makepeace Thackeray', 'Anthony Trollope', 'Horace Annesley Vachell', 'H.G. Wells', 'Mary Wollstonecraft', 'Various', 'Barnaby Riche', 'Saki']","['3.85', '3.59', '4.05', '3.65', '3.89', '3.37', '4.20', '3.89', '3.84', '4.10', '4.02', '3.59', '3.75', '3.84', '4.04', '3.99', '3.87', '3.58', '3.62', '3.95', '3.71', '3.72', '3.63', '3.78', '3.97', '3.92', '3.50', '3.59', '3.83', '3.81', '3.81', '3.51', '3.78', '3.78', '4.09', '3.74', '3.80', '3.56', '3.69', '3.65', '3.85', '3.67', '3.78', '3.95', '3.92', '3.83', '3.83', '3.98', '4.00', '3.94']",[],[],[],"A chronologically-arranged collection of 82 British short stories, novellas, and (occasionally, in the early part) self- contained novel excerpts, ranging in date from the late 1500s to the 1920s. (Most are from the 19th and early 20th centuries.) The editors sought both to illustrate the historical development of British short fiction (for those interested), and to provide enjoyable reading for the general public."
