id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
14028,8550,Snow Country,0679761047,9780679761044,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579982486l/14028._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579982486l/14028._SY75_.jpg,1996,,,eng,Vintage,false,1855151,143,42786,67366,18352,1772,5:4084|4:6681|3:5474|2:1687|1:426|total:18352,1948,,,3.67,13317,1070,['8550'],['Yasunari Kawabata'],['3.75'],['4740'],['Edward G. Seidensticker'],['3.89'],"Nobel Prize recipient Yasunari Kawabata's <i>Snow Country</i> is widely considered to be the writer's masterpiece, a powerful tale of wasted love set amid the desolate beauty of western Japan.<br /><br />At an isolated mountain hot spring, with snow blanketing every surface, Shimamura, a wealthy dilettante meets Komako, a lowly geisha. She gives herself to him fully and without remorse, despite knowing that their passion cannot last and that the affair can have only one outcome. In chronicling the course of this doomed romance, Kawabata has created a story for the ages, a stunning novel dense in implication and exalting in its sadness."
11953473,8550,Танцьорката от Идзу: Японски новели,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382387815l/11953473._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382387815l/11953473._SX50_.jpg,1983,6,13,bul,"Издателство ""Народна  младеж""",false,16915466,1,41,44,10,1,5:6|4:2|3:2|2:0|1:0|total:10,1983,6,13,4.40,10,1,"['3439713', '6526', '3430809', '1026238', '8550']","['Kenzaburō Ōe', 'Kōbō Abe', 'Takeshi Kaikō', 'Tetsuo Miura', 'Yasunari Kawabata']","['3.78', '3.81', '3.78', '3.11', '3.75']","['7355153', '5217379', '5316336', '6870335']","['Добринка Добринова', 'Цветана Кръстева', 'Дора Барова', 'Георги Стоев']","['4.40', '4.36', '4.35', '3.58']","Сборникът с японски новели включва творби на петимата най-изтъкнати японски разказвачи от следвоенната епоха. Това са писателите Ясунари Кавабата,Кензабуро Ое, Кобо Абе, Такеши Кайко и Тецуо Миура. И петимата са носители на високи литуратурни награди и се ползват с голяма почит и уважение в Япония. Общото в тяхното творчество е темата за младежта, тази младеж, която не познава войната, но е дълбоко засегната от нея. Авторите ще ни накарат да изживеем отново трепетите на първата любов, да почувстваме трагизма на военната катастрофа, да разберем, че тежкото наследство на миналото и неясното настояще убиват илюзиите в младите за един по-осмислен и щастлив живот.<br />Преводът е направен от наши известни японисти. <br /><br />Сборникът включва:<br /><br />* „Елегия“ от Ясунари Кавабата<br />* „Танцьорката от Идзу“ от Ясунари Кавабата<br />* „Седмица за почит на старостта“ от Кензабуро Ое<br />* „Небесното чудовище Агуи“ от Кензабуро Ое<br />* „Изкусителят“ от Кобо Абе<br />* „Натрапниците“ от Кобо Абе<br />* „Реката на търпението“ от Тецуо Миура<br />* „Зимни блуждаещи огньове“ от Тецуо Миура<br />* „Великани и играчки“ от Такеши Кайко<br />* „Голият крал“ от Такеши Кайко"
15827477,8550,Modern Japanese Short Stories,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1970,3,,eng,"Japan Publications, Inc.",false,21560345,2,35,39,10,1,5:3|4:3|3:4|2:0|1:0|total:10,1961,7,,3.90,9,0,"['6469237', '145348', '6469239', '113561', '6469240', '103307', '6469241', '117105', '6469242', '8550', '35258', '206542', '6469244']","['Japan Quarterly Editorial Board', 'Naoya Shiga', 'Kawaguchi Matsutaro', 'Osamu Dazai', 'Takeda Taijun', 'Fumiko Enchi', 'Koda Aya', 'Yasushi Inoue', 'Nakajima Ton', 'Yasunari Kawabata', 'Yukio Mishima', 'Fumiko Hayashi', 'Ozaki Kazuo']","['3.90', '3.92', '3.78', '4.03', '3.78', '3.80', '3.78', '3.80', '4.05', '3.75', '3.93', '3.78', '3.78']","['2871586', '533223', '4136952']","['E.G. Seidensticker', 'John Bester', 'Ivan Morris']","['3.57', '3.93', '4.03']","The translations in this collection first appeared in the Japan Quarterly (from Vol. II No. 1 through Vol. VI, No. 3), which for many years has followed the policy of including in each issue a short story of worth translated by the most experience English or American writers available. <br /><br />Contents: Han's crime / Shiga Naoya; A bell in Fukagawa / Kawaguchi Matsutaro; Osan / Dazai Osamu; The misshapen ones / Takeda Taijun; Enchantress / Enchi Fumiko; The black kimono / Koda Aya; The azaleas of Hira / Inoue Yasushi; The wild beast / Nakajima Ton; The mole / Kawabata Yasunari; Death in midsummer / Mishima Yukio; <br />Late chrysanthemum / Hayashi Fumiko; The thin rooster / Ozaki Kazuo."
34408593,8550,Shosetsu: Japanilaisia kertojia,9511072986,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581879027l/34408593._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581879027l/34408593._SX50_.jpg,1983,,,fin,Kustannusosakeyhtiö Otava,false,45029174,2,29,38,10,0,5:2|4:4|3:4|2:0|1:0|total:10,1983,,,3.80,3,0,"['4037543', '8076648', '2813293', '16061597', '562081', '5775185', '2914631', '6263', '8550', '3070992', '113561', '206542', '36351', '35258', '117105', '80244']","['Veikko Polameri', 'Ōgai Mori', 'Doppo Kunikida', 'Natsume Sōseki', 'Kafū Nagai', 'Ryūnosuke Akutagawa', 'Sunao Tokunaga', ""Jun'ichirō Tanizaki"", 'Yasunari Kawabata', 'Atsushi Nakajima', 'Osamu Dazai', 'Fumiko Hayashi', 'Shōhei Ōoka', 'Yukio Mishima', 'Yasushi Inoue', 'Shintarō Ishihara']","['3.39', '3.64', '3.96', '3.84', '3.60', '4.02', '3.27', '3.84', '3.75', '3.84', '4.03', '3.78', '3.95', '3.93', '3.80', '3.35']",[],[],[],"Teos sisältää valikoiman mestariteoksia kuudeltatoista viime vuosisadan lopun ja tämän vuosisadan japanilaiselta kirjailijalta. Japnilainen käsite shosetsu on länsimaista novellin käsitettä laajempi, niinpä novelleihin ja pienoisromaaneihin rinnastettavien tekstien ohellla teoksessa on myös romaani- ja muistelmakatkelmia sekä mieteproosaa.<br /><br />Sisältää:<br />Ogai Mori: Tanssijatar<br />Kunikida Doppo: Mieleenjääviä ihmisiä<br />Soseki Natsume: Taivasalla<br />Kafu Nagai: Sumida-joki<br />Ryunosuke Akutagawa: Metsikössä<br />Sunao Tokunaga: Auringoton katu<br />Junichiro Tanizaki: Ashikari<br />Yasunari Kawabata: Luomi<br />Atsushi Nakajima: Mestari<br />Osamu Dazai: Vasaroinnin ääni<br />Fumiko Hayashi: Keskikaupungilla<br />Shohei Ooka: Kun jouduin vangiksi<br />Yukio Mishima: Erään naamion tunnustuksia<br />Yasushi Inoue: Hiran atsaleat<br />Shintaro Ishihara: Aurinkokausi"
27285037,8550,คนบ้าบนหลังคา,,9786167184494,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445920191l/27285037._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445920191l/27285037._SY75_.jpg,2015,10,,tha,นาคร,false,47342227,1,20,36,10,4,5:3|4:1|3:5|2:1|1:0|total:10,,,,3.60,10,4,"['8550', '35258', '145348', '5775185', '6263', '9814300']","['Yasunari Kawabata', 'Yukio Mishima', 'Naoya Shiga', 'Ryūnosuke Akutagawa', ""Jun'ichirō Tanizaki"", 'Kikuchi Kan']","['3.75', '3.93', '3.92', '4.02', '3.84', '3.58']",['6965208'],['รื่นฤทัย สัจจพันธุ์'],['3.77'],“คนบ้าบนหลังคา” หรือในชื่อเดิมคือซากุระร่วงในฤดูใบไม้ผลิ ซึ่งเป็นทั้งรวมเรื่องสั้นและบทละครควรจะได้ทำหน้าที่เป็นกรณีศึกษาแก่ผู้สนใจวรรณกรรมโลก ถึงแม้ม่าจะดูลักลั่นว่ารวมบทละครไม่น่าจะจัดระบบเข้ากับเรื่องสั้นได้ แต่เมื่อนำมาพิจารณาอีกครั้งเรากลับไม่เห็นความต่าง ทั้งปัจจุบันนั้มีการแสดงละครตามเวทีทั่วไป มีการเรียนการสอนวิชาการละคร แต่หาได้มีตัวบทและบทละครในครั้งนี้น่าจะยังประโยชน์ได้อย่างกว้างขวาง
9967821,8550,Голос бамбука,5367011144,9785367011142,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327830234l/9967821._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327830234l/9967821._SX50_.jpg,2009,,,rus,Амфора,false,45783936,1,19,36,10,0,5:2|4:4|3:2|2:2|1:0|total:10,,,,3.60,10,0,"['8550', '8193559']","['Yasunari Kawabata', 'Ясунари Кавабата']","['3.75', '3.88']",[],[],[],"Ясунари Кавабата первым из японских писателей был удостоен Нобелевской премии, присужденной ему в 1968 году ""за писательское мастерство, которое с большим чувством выражает суть японского образа мышления"".<br />""Всякий раз, когда я читаю его произведения, - восторженно писал крупнейший японский критик Суэкити Аоно, - я чувствую, как вокруг меня замирают звуки, воздух становится кристально чистым и я сам растворяюсь в нем"".<br />В эту книгу вошли наиболее известные произведения писателя: повести ""Танцовщица из Идзу"" (1926), ""Снежная страна"" (1948), ""Тысячекрылый журавль"" (1952), ""Спящие красавицы"" (1961), ""Озеро"", а также избранные рассказы."
37482609,8550,Pays de Neige,2809712220,9782809712223,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513117550l/37482609._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513117550l/37482609._SX50_.jpg,2017,2,2,fre,Philippe Picquier,false,59092098,1,19,33,9,2,5:0|4:6|3:3|2:0|1:0|total:9,,,,3.67,9,2,"['659468', '8550']","['Sakuko Utsugi', 'Yasunari Kawabata']","['3.16', '3.75']",[],[],[],"C'est l'histoire d'un amour fou au coeur des montagnes de l'hiver. Un triangle amoureux, une geisha impudique et retenue, une rencontre énigmatique dans la blancheur de la neige."
11967267,8550,Отраженная луна,5306001106,9785306001104,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,,,rus,"ООО ""Издательский дом ""Кристалл""""",false,16930006,2,15,32,7,0,5:5|4:1|3:1|2:0|1:0|total:7,2001,,,4.57,6,0,['8550'],['Yasunari Kawabata'],['3.75'],[],[],[],"Собрание лучших произведений Ясунари Кавабата в переводах В. Марковой, Б. Раскина, З. Рахима, С. Гутермана, Л. Левыкиной, Т. Григорьевой.<br />Наиболее полно представляет творчество одного из самых загадочных японских авторов 20-го века - Ясунари Кавабата (1899 - 1972)."
31693207,8550,Το πανδοχείο των απόμαχων,,9789602600825,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472371663l/31693207._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472371663l/31693207._SY75_.jpg,,,,gre,Παρατηρητής,false,52370868,1,15,31,10,0,5:1|4:3|3:3|2:2|1:1|total:10,1961,,,3.10,10,0,['8550'],['Yasunari Kawabata'],['3.75'],[],[],[],"Ένα ερωτικό αριστούργημα. Ο Γιαπωνέζος νομπελίστας Καβαμπάτα, άγνωστος στην Ελλάδα, δίνει μέσα από μια εύστοχη ερωτική αλληγορία ένα χαρακτηριστικό δείγμα του μυστικισμού της Ανατολής.<br />Ο Γιασουνάρι Καβαμπάτα, είναι ο μοναδικός Ιάπωνας που βραβεύτηκε με το Νόμπελ λογοτεχνίας το 1968. (Από την παρουσίαση στο οπισθόφυλλο του βιβλίου)<br />[...] Η μοναξιά και ο θάνατος δύο στοιχεία πάντα παρόντα στο κάθε έργο του. Κι ακόμα η αγάπη, ο ερωτισμός μαζί με έντεχνες περιγραφές κήπων, τοπίων, εποχών, σε δεύτερο πλάνο, όμως. Το ύφος του με τα χρόνια γίνεται λιγότερο, ώσπου συχνά να καταντάει ουδέτερο σχεδόν. Ο συγγραφέας είναι σαν να παρακολουθεί από απόσταση τον εύθραυστο και ανιαρό μίτο της ανθρώπινης ζωής να ξετυλίγεται μέσα στην πιο ατάραχη παθητικότητα. Άραγε να βρήκε την τελική γαλήνη στις 16 Απριλίου του 1972; Είναι δυνατό να μιλάμε, για υπέρτατη σοφία, αφού ο άνθρωπος αυτός, που στα 1968 τιμήθηκε με το βραβείο Νόμπελ, που τον έλαχαν εκατομμύρια αναγνώστες, αποσύρθηκε σ' ένα ασφυκτικά μικρό και θλιβερό διαμέρισμα για να εξαφανιστεί; Τάχα να συνειδητοποίησε ότι αυτοκτονούσε, μόνος εντελώς, τραβώντας για έναν άλλο κόσμο; (Ποιόν όμως;)<br />""Είναι εύκολο να μπεις στον κόσμο του Βούδα - είναι δύσκολο να μπεις στον κόσμο των δαιμόνων... Κάθε καλλιτέχνης, για τον οποίο η αλήθεια, το καλό και το ωραίο αποτελούν το υπέρτατο αντικείμενο της αναζήτησης, καταδιώκεται από τη μοιραία επιθυμία να αποκτήσει τη δύσκολη τούτη πρόσβαση στον κόσμο των δαιμόνων· η σκέψη του αυτή, κρυφή ή φανερή, βολοδέρνει ανάμεσα στο φόβο και την προσευχή"".<br />Σε ποιόν κόσμο έμπαινε ο γερο-Εγκουσί, όταν περνούσε το κατώφλι στο ""Πανδοχείο των απομάχων""; Το μυθιστόρημα αυτό, που δημοσιεύτηκε στο 1961, περιγράφει τη μάταιη αναζήτηση της ηδονής από μια ομάδα υπερήλικες. Όλοι τους έρχονται σ' ένα μυστηριώδες σπίτι για να περάσουν μια βραδιά πλάι σε μια κοιμισμένη κοπέλα, σιμά σε μια ωραία κοιμώμενη. Δεν πρόκειται όμως για ένα φυσιολογικό ύπνο. Οι νέες κοιμούνται όλη τη νύχτα κάτω από την επήρεια ενός ισχυρού ναρκωτικού. Αγνοούν ακόμη και το με ποιον πέρασαν τη νύχτα. Οι υπερήλικες, οι ""ακίνδυνοι πελάτες"", περνούν το κατώφλι των κοριτσιών σαν να δρασκελίζουν τα βημόθυρα ενός ναού, όπου λειτουργεί κάποια πανέμορφη ιέρεια. Εκεί, δίπλα σ' αυτές τις ζωντανές κούκλες, ξαναβρίσκουν ίσως την ψευδαίσθηση μιας νιότης, μιας χαμένης ζωτικότητας, μιας έσχατης περιπέτειας. Χωρίς ντροπή κι ενόχληση, δίχως καμία ενοχή, αυτοί οι γέροι -οι ανίκανοι να φερθούν σαν πραγματικοί άντρες- βρίσκουν εκεί την τελευταία τους ευκαιρία.<br />Οι βραδιές στο πανδοχείο με τις ωραίες κοιμώμενες θα κάνουν τον Εγκουσί να θυμηθεί ξανά τις γυναίκες της ζωής του και να χαθεί σ' ατέρμονες σκέψεις. Κι έτσι θα φτάσει -ποιος ξέρει;- στο κατώφλι του θανάτου, στη γλυκύτητα της παιδικής ηλικίας και στη συγχώρεση των λαθών του. (Θ. Γεωργιάδης, από την παρουσίαση της έκδοσης)"
13793386,8550,The White Horse,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,27442165,1,38,30,11,1,5:1|4:1|3:6|2:0|1:3|total:11,,,,2.73,11,1,['8550'],['Yasunari Kawabata'],['3.75'],[],[],[],"يصور الروائى من خلال بطله كيكوجي الإنسان وهو يجابه معركته، معركة الإنسان الأبدية، بين الروح والجسد وبين الخير والشر. لم يقف هذه الروائي على أعتاب السرديات التي تشكل مجمل الأحداث، إلا أنه أغنى روائية برؤى عكست تقاليد وعادات وأخلاقيات مجتمع بعيد بتفاصيله الحياتية والاجتماعية عن القارئ العربي. وتجدر الإشارة إلى ياسوناري كاواباتا هو أحد أبرز روائيي اليابان. وليد في مدينة أوزاكا عام 1899. نال جائزة نوبل للآداب عام 1968 وفي عام 1972 انتحر وهو في الثالثة والسبعين من عمره له: ""راقصة ايزو""، ضجيج الجبل""، ""البحيرة""، ""بلد الثلوج"" الأستاذ أو مباراة لعبة الفو""، ""الجميلات النائمات""، و""سرب طيور بيضاء"" التي هي بين يدي القارئ"
44020040,8550,Bailarinas,950043962X,9789500439626,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550275612l/44020040._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550275612l/44020040._SY75_.jpg,2019,2,1,spa,Buenos Aires: Emecé,false,68443310,1,32,30,10,2,5:0|4:2|3:6|2:2|1:0|total:10,1955,,,3.00,10,2,['8550'],['Yasunari Kawabata'],['3.75'],"['4525689', '17313740']","['Amalia Sato', 'Mami Goda']","['3.77', '3.80']","Yasunari Kawabata, premio Nobel de Literatura 1968, publicó <i>Bailarinas</i> en un diario japonés y el libro recién fue editado en 1955, en los años de posguerra. El gran escritor Yukio Mishima, amigo y admirador de Kawabata, sugirió que en la novela los personajes intrigan al lector para luego desaparecer sin dejar rastros. Yagi, el marido de la protagonista, simboliza al artista cuya energía ya ha mermado, y las dos bailarinas dedicadas al ballet clásico occidental, madre e hija, deben enfrentar las deudas del pasado y las promesas no tan alentadoras del futuro, en una sociedad en plena reconstrucción. El mundo de la danza que la novela representa prefigura una forma de realismo de la desintegración de las certezas.<br /><br /><i>Bailarinas</i> se vincula con la primera obra consagratoria de Kawabata, de 1926, <i>La bailarina de Izu</i>. En ambas, la península de Izu y la ciudad de Shimoda son los destinos finales del relato. De la bailarina ambulante y popular de la primera novela a estas dos practicantes de ballet clásico; del joven escritor que vagabundea por montañas, aguas termales y playas, y narra el encuentro con un primer amor, al maduro novelista, la escritura del Nobel japonés aborda el periodo de occidentalización de su país después de la Segunda Guerra."
50613506,8550,خانه ی روبه رویی: گزیده ی داستان های کوتاه امروز آسیا,,9789647640879,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579590688l/50613506._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579590688l/50613506._SX50_.jpg,2010,,,per,افراز,false,51199770,2,12,30,10,2,5:0|4:2|3:6|2:2|1:0|total:10,,,,3.00,2,0,"['137074', '1016946', '19789796', '7033183', '4470846', '51589', '3439713', '8550', '4329149', '19952834']","['Mikhail Zoshchenko', 'Andrew Lam', 'R. K. Narayan', 'Viktor Ardov', 'Fazil Iskander', 'Chitra Banerjee Divakaruni', 'Kenzaburō Ōe', 'Yasunari Kawabata', 'Muzaffer İzgü', 'Abdallah Salim Bawazir']","['4.06', '3.89', '2.50', '3.75', '4.19', '3.86', '3.78', '3.75', '4.09', '2.50']",['5786154'],['اسدالله امرایی'],['3.42'],
34468803,8550,Сад опавших листьев,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488738826l/34468803._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488738826l/34468803._SX50_.jpg,2015,,,rus,Олег Булдаков,false,55589412,1,12,29,8,1,5:1|4:3|3:4|2:0|1:0|total:8,,,,3.62,8,1,"['16528342', '42775', '117105', '5507443', '11462711', '4795659', '3073201', '113561', '8550']","[""Shin'ichi Yûki"", 'Yōko Ogawa', 'Yasushi Inoue', 'Shinji Kajio', 'Shinichi Hoshi', 'Edogawa Rampo', 'Motojirō Kajii', 'Osamu Dazai', 'Yasunari Kawabata']","['3.62', '3.82', '3.80', '3.97', '3.96', '3.92', '4.01', '4.03', '3.75']",[],[],[],"Японская эстетика, присущая классической литературе, с легкостью находит своё продолжение и отражение в произведениях современных авторов. Неторопливость, созерцательность и кажущаяся простота сюжетов и образов представлены в этом сборнике в многообразии жанровых решений. Тексты пронизаны светлой грустью, ощущением что время застыло и только осенние листья с тихим шорохом опадают в заброшенном саду…<br /><br />01. Синъити Юки — Сад опавших листьев<br />02. Ёко Огава — Девочка за вышиванием<br />03. Ясуси Иноуэ — Волнистый попугайчик<br />04. Синдзи Кадзио — Жемчужинка для Миа<br />05. Синъити Хоси — Эй, выходи!<br />06. Эдогава Рампо — Человек-кресло<br />07. Кадзии Мотодзиро — Лимон<br />08. Дадзай Осаму — Ожидание<br />09. Ясунари Кавабата — Отраженная луна<br />10. Кадзии Мотодзиро — Чувство на вершине<br />11. Ясуси Иноуэ — Сад камней"
23440885,8550,The Man Who Did Not Smile,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,43005013,1,40,28,7,0,5:2|4:4|3:0|2:1|1:0|total:7,,,,4.00,7,0,['8550'],['Yasunari Kawabata'],['3.75'],[],[],[],
18720303,8550,Nagels in de ochtend,9029006196,9789029006194,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382882657l/18720303._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382882657l/18720303._SY75_.jpg,1983,,,nl,Meulenhoff,false,44941125,2,18,28,8,0,5:1|4:3|3:3|2:1|1:0|total:8,1971,,,3.50,8,0,['8550'],['Yasunari Kawabata'],['3.75'],['5769762'],['C. Ouwehand'],['3.63'],"De bundel ""Nagels in de ochtend"" bevat dertien verhalen van de Japanse grootmeester Yasunari Kawabata. Van het dagboekfragment van de schooljongen tot en met de hallucinerende novelle ""De arm"" van de rijpe Kawabata omspannen deze merendeels voor het eerst vertaalde verhalen vijftig jaar van een geheel aan de literatuur gewijd leven. Zij mogen daarom representatief heten voor een werk dat 'met grote gevoeligheid de essentie van de Japanse geest weergeeft', zoals de Zweedse Academie het bij de toekenning van de Nobelprijs voor Literatuur in 1968 formuleerde.<br />De in 1899 geboren Kawabata schreef honderden verhalen, van zeer korte, 'in een handpalm' neer te schrijven schetsen, zoals het titelverhaal van deze bundel, tot lange, tientallen bladzijden omvattende novellen. Kawabata's vertelkunst stoelt op een lange traditie, misschien behoren de tien intrigerende ""Vertellingen van de Middelste Staatsraad bij de dijk (Tsutsumi Chunagon Monogatari)"" uit de 11e-13e eeuw in hun genre tot de oudste van de wereld. In die traditie ontbreken doorgaans de wat wij zouden noemen grote, dramatische momenten. Kawabata's wereld is van een zelfgekozen beperking. Maar in de 'dingen, die zo maar voorbijgaan', de nagels in de ochtend, het meisje dat in het licht van autolampen een bloesemtak omhoog houdt, de zachte schouderronding van een arm, de natte stok van een paraplu, de gang der seizoenen, ... ligt alles besloten.<br />Dit is Kawabata's wereld, ook in deze verhalen, die bij alle verschillen toch eenzelfde geest ademen:<br />'In de lente de kersebloesems<br />'s zomers de koekoek<br />in de herfst de maan en<br />'s winters de sneeuw, helder, koud', het 'inbegrip' van alle dingen, dit gedicht van de priester Dõgen (1200-1253), waarmee Kawabata zijn Stockholmse rede opende.<br /><br />Dr. C. Ouwehand - een van de zeer weinige Nederlandse kenners van de Japanse literatuur - vertaalde van Yasunari Kawabata de romans ""Sneeuwland"" (1963) en ""De schone slaapsters"" (1968)"
36096116,8550,Maut Lebih Kejam daripada Cinta,,9786026651044,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503307507l/36096116._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503307507l/36096116._SX50_.jpg,2017,8,15,ind,Basabasi,false,57679781,1,21,27,8,4,5:1|4:1|3:6|2:0|1:0|total:8,,,,3.38,8,4,"['13450', '1219904', '1455', '8550', '5835922', '121407', '1285555']","['Gabriel García Márquez', 'Anton Kurnia', 'Ernest Hemingway', 'Yasunari Kawabata', 'Naguib Mahfouz', 'Mo Yan', 'José Saramago']","['3.97', '3.68', '3.83', '3.75', '3.93', '3.72', '4.02']",[],[],[],"Terlepas dari beragam kontroversinya, Hadiah Nobel Sastra adalah salah satu puncak tertinggi pencapaian seorang sastrawan melalui karyanya di pentas sastra dunia. Dalam antologi ini, kita bisa menatap dari dekat puncak pencapaian para sastrawan terkemuka di berbagai belahan dunia dan zaman itu dalam bentuk prosa. Cerita-cerita di dalamnya amat beragam. Tema yang diangkat meluas dari kisah cinta kasih keluarga hingga kritik sosial budaya.<br /><br />Berikut cerpenis-cerpenis dunia yang hadir dalam buku ini: Bjornstjerne Bjornson, Camilojose Cela, Rudyard Kipling, Octavio Paz, Rabindranath Tagore, Nadine Gordimer, Wladyslaw Reymont, Toni Morrison, John Galsworthy, Kenzaburo Oe, Ernest Hemingway, Jose Saramago, Albert Camus, J.M. Coetzee, John Steinbeck, Elfriede Jelinek, Jean-Paul Sartre, Harold Pinter, Miguel Angel Asturias, Orhan Pamuk, Yasunari Kawabata, Mario Vargas Llosa, Gabriel Garcia Marquez, Mo Yan, Naguib Mahfouz."
23435034,8550,Stol de păsări albe. Vuietul muntelui,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413984435l/23435034._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413984435l/23435034._SY75_.jpg,1973,,,rum,Minerva,false,43000255,1,15,24,6,0,5:2|4:2|3:2|2:0|1:0|total:6,1952,,,4.00,6,0,"['8550', '753731']","['Yasunari Kawabata', 'Pericle Martinescu']","['3.75', '3.82']",[],[],[],"Ceremonia ceaiului s-a degradat, nu mai e ca pe vremea tatalui lui Kikuji. Dar cestile mai pastreaza urmele buzelor care au atins marginea lor delicata, secretele tuturor acelora care au baut ceai din ele. Kikuji este invitat la o ceremonie a ceaiului unde urmeaza sa-si vada viitoarea sotie. Ar trebui sa fie fata care poarta un furoshiki cu o mie de cocori. De aici incepe initierea lui. In ceremonia ceaiului, in ceremonia dragostei, in ceremonia mortii, in ceremonia vietii. Iar tanarul Kikuji a ajuns tocmai in acel moment al ceremoniei cand in lume nu mai exista decat femei indragostite.<br /><br />Atunci cand astepti doar moartea, s-ar putea sa vina in locul ei dragostea. Atunci cand nu spui ce te framanta, visezi. Atunci cand vuieste muntele, se intampla intotdeauna lucruri neasteptate. Cand imbatranesti poti sa descoperi intr-o zi ca n-ai urcat inca pe Fuji-Yama. Si sa constati ca fericirea nu se afla, poate, decat in clipa care zboara. Tatal nu-si intelege fiul, fiul isi neglijeaza nevasta, nora se simte mai aproape de tatal sotului ei decat de toti ceilalti, o fiica se simte neglijata, o amanta este, daca vrea (dar nu vrea), mai puternica decat o familie. Un copil sau doi sau nici unul. Un barbat care se joaca de-a batranetea aude vuietul muntelui, care acopera si stinge vuietul familiei. Sau poate ca vuietul familiei isi gaseste ecou in vuietul indepartat al muntelui."
