id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
205189,6517,Auto-da-Fé,0374518793,9780374518790,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1984,12,1,eng,"Farrar, Straus and Giroux",false,1940665,104,14801,18484,4554,385,5:1968|4:1434|3:744|2:268|1:140|total:4554,1935,,,4.06,2561,167,['6517'],['Elias Canetti'],['4.00'],['5960462'],['C.V. Wedgwood'],['4.12'],"""Auto-da-Fé"" is the story of Peter Kien, a distinguished, reclusive sinologist living in Vienna between the wars. With masterly precision, Canetti reveals Kien's character, displaying the flawed personal relationships which ultimately lead to his destruction.<br /><br />Manipulated by his illiterate and grasping housekeeper, Therese, who has tricked him into marriage, and Benedikt Pfaff, a brutish concierge, Kien is forced out of his apartment - which houses his great library and one true passion - and into the underworld of the city. In this purgatory he is guided by a chess-playing dwarf of evil propensities, until he is eventually restored to his home. But on his return he is visited by his brother, an eminent psychiatrist who, by an error of diagnosis, precipitates the final crisis...<br /><br />""Auto-da-Fé"" was first published in Germany in 1935 as ""Die Blendung"" (""The Blinding"" or ""Bedazzlement"") and later in Britain in 1947, where the publisher noted Canetti as a 'writer of strongly individual genius, which may prove influential', an observation borne out when the author was awarded the Nobel Prize for Literature in 1981. ""Auto-da-Fé"" still towers as one of the greatest novels of the twentieth century, and Canetti's incisive vision of an insular man battling agianst the outside world is as fresh and rewarding today as when first it appeared in print."
821144,6517,The Wedding,1555540082,9781555540081,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1986,6,1,,AJ Publishing Company,false,806977,5,50,73,20,0,5:3|4:8|3:8|2:1|1:0|total:20,1932,,,3.65,12,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
9710969,6517,Un po' di compassione,8845922219,9788845922213,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349635500l/9710969._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349635500l/9710969._SY75_.jpg,,,,ita,,false,14599473,2,44,71,19,3,5:3|4:9|3:6|2:1|1:0|total:19,,,,3.74,19,3,"['25616', '154719', '5223', '6517', '30681', '6545802']","['Rosa Luxemburg', 'Karl Kraus', 'Franz Kafka', 'Elias Canetti', 'Joseph Roth', 'Marco Rispoli']","['4.10', '3.84', '3.89', '4.00', '3.89', '4.06']",[],[],[],"Nel carcere di Breslavia, pochi mesi prima di venire trucidata, Rosa Luxemburg assiste a una scena di inusitata violenza nei confronti di un bufalo, e la descrive in una lettera alla sua amica Sonja Liebknecht. Da quel breve, stupefacente testo si dipartirà nel tempo una serie di cerchi concentrici, come se una stessa goccia di esperienza non potesse non far scaturire, per vie imprevedibili, altre parole illuminanti. Un piccolo libro polifonico, fondato sull'affinità delle voci e convergente verso uno stesso punto: la muta sofferenza dell’animale."
10355390,6517,Potere e sopravvivenza. Saggi,884590167X,9788845901676,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381175541l/10355390._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381175541l/10355390._SY75_.jpg,1974,2,1,ita,,false,15258330,2,49,67,16,3,5:6|4:7|3:3|2:0|1:0|total:16,1972,,,4.19,16,3,"['6517', '1402041']","['Elias Canetti', 'Furio Jesi']","['4.00', '3.94']",[],[],[],"Pochi scrittori hanno oggi il grande pregio di Elias Canetti. Romanziere, saggista, drammaturgo, autore di un ricchissimo diario, la sua opera, a partire dagli Anni Trenta, è tutto un ostinato e ossessivo combattimento con alcuni grandi temi: la massa, il potere, la metamorfosi, il rifiuto della morte, riflessi ogni volta in forme diverse, affrontati nei loro più elusivi segreti, colti nelle più varie manifestazioni, illuminati dall’interpretazione dei testi più diversi: antropologici, letterari, storici, filosofici. In questo volume, che raccoglie scritti recenti di Canetti, il lettore troverà prose dense e fulminee, dedicate, fra l’altro, agli ultimi anni di Tolstoj, alla fascinazione di Karl Kraus – che ebbe un’influenza capitale sulla giovinezza di Canetti, a Vienna –, ai folli progetti architettonici di Hitler, al senso segreto dell’insegnamento di Confucio, al diario di un testimone di Hiroshima – infine al tema che dà il titolo al libro e segretamente ricompare in tutti questi saggi: il potere e la sopravvivenza. Insieme narratore e pensatore, Canetti concentra qui in poche pagine e in una prosa straordinariamente incisiva, una riflessione e un’esperienza lungamente maturate, che lasciano una traccia indelebile su tutti gli argomenti che toccano."
9975001,6517,Un regno di matite. Appunti 1992-1993,8845917967,9788845917967,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346009011l/9975001._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346009011l/9975001._SY75_.jpg,2003,8,1,ita,Adelphi,false,14869356,5,54,65,16,4,5:5|4:8|3:2|2:1|1:0|total:16,1996,,,4.06,9,4,['6517'],['Elias Canetti'],['4.00'],['4828728'],['Ada Vigliani'],['3.98'],"Canetti appartiene a quegli scrittori che nella vecchiaia hanno raggiunto un grado altissimo di libertà e sovranità dello spirito – qui applicata a ritessere ancora una volta il suo pensiero su temi che lo hanno da sempre accompagnato: la massa, la morte, il mito. Ma la forma degli «appunti», mirabilmente agile, consente a Canetti anche di puntare in tutt’altre direzioni: ammirazioni relativamente recenti e intensissime, come quella per Robert Walser; avversioni antiche che di continuo si riaccendono, come quella per Nietzsche; ricordi acuminati di persone che nella vita di Canetti molto hanno contato, come l’antropologo Franz Steiner o il viennese Abraham Sonne; reazioni a onnivore letture, sempre in corso; infine riferimenti agli orrori del momento, in questo caso Sarajevo e i suoi massacri. E sempre usciamo da queste densissime stenografie corroborati e rinnovati.Avviati nel 1942, gli appunti di Canetti giungono a compimento con questa sezione, apparsa per la prima volta in Germania nel 1996; di prossima pubblicazione presso Adelphi è il volume relativo agli anni 1973-1984."
14624126,6517,Edebiyatçılar Üzerine,,9789753881586,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530296208l/14624126._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530296208l/14624126._SX50_.jpg,2007,6,,tur,Payel Yayınevi,false,20267981,5,52,49,16,1,5:2|4:3|3:6|2:4|1:1|total:16,2004,8,9,3.06,3,1,['6517'],['Elias Canetti'],['4.00'],['4202185'],['Gürsel Aytaç'],['3.74'],"Edebiyatçılar Üzerine adıyla yayımladığımız bu kitabında Canetti, Konfüçyüs'ten Cervantes'e, Kafka'dan Brecht'e uzanan geniş bir süreç içinde yer almış pek çok yazar, edebiyatçı ve düşünürü ele alarak insanların bugün içinde boğulduğu sıkıntılar üzerine yazarların temel görevinin ne olması gerektiği konusunda şöyle demektedir:<br />""Edime ve uzmanlaşmaya göre yönlendirilmiş bir dünyada, bir tür çizgisel sınırlandırılmışlıkla erişilmeye çalışılan doruklardan başka bir şey görmeyen, bütün gücünü dorukların buz gibi yalnızlığı uğruna harcayan, buna karşılık dorukların dışında kalanı, çeşitliliği, hiçbir doruk için yardım sunamayacak asıl olanı hor gören ve silen bir dünyada, üretimin amaçlarına ters düştüğü için her türlü değişimi ve dönüşümü gittikçe daha çok yasaklayan, kendi kendini yıkacak araçları düşüncesizce çoğaltan ve aynı zamanda da insanın daha önce edinilmiş ve böyle bir yıkıma karşı çıkabilecek nitelikleri adına geride kalan ne varsa boğmaya çalışan bir dünyada, bütün dünyaların en körleşmişi diye adlandırılabilecek böyle bir dünyada, değişim ve dönüşüm yeteneğini 'ona inat kullananların bulunması bana olağanüstü önemli geliyor."""
6748037,6517,"Dearest Georg: Love, Literature & Power in Dark Times: The Letters of Elias, Veza & Georges Canetti 1933-48",1590512979,9781590512975,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320530513l/6748037._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320530513l/6748037._SY75_.jpg,2010,2,2,eng,Other Press,false,6944465,8,39,48,14,0,5:2|4:4|3:6|2:2|1:0|total:14,2006,8,31,3.43,9,0,"['6517', '342412', '881065', '655443']","['Elias Canetti', 'Veza Canetti', 'Karen Lauer', 'Kristian Wachinger']","['4.00', '3.65', '3.53', '3.78']",[],[],[],"In 1934, Veza Taubner and Elias Canetti were married in Vienna. Elias describes the arrangement to his brother Georges as a “functional” marriage. Meanwhile, an intense intellectual love affair develops between Veza and Georges, a young doctor suffering fromtuberculosis. Four years later, Veza and Elias flee Nazi-ruled Vienna to London, where they lead an impoverished and extremely complicated marital life in exile.<br /> Spanning the major part of Elias’s struggle for literary recognition, from 1933, before the publication of his novel, <i>Auto-da-Fé</i>, to 1959, when he finished his monumental <i>Crowds and Power</i>, the Canetti letters provide an intimate look at these formative years through the prism of a veritable love triangle: the newly married Elias has a string of lovers; his wife, Veza, is hopelessly in love with an idealized image of his youngest brother, Georges; and Georges is drawn to good looking men as well as to his motherly sister-in-law. Independently and often secretly, the couple communicates with Georges, who lives in Paris: Veza tells of Elias’s amorous escapades and bouts of madness, Elias complains about Veza’s poor nerves and depression. Each of them worries about Georges’s health–if she could, Veza would kiss away the germs. Georges is an infrequent correspondent, but he diligently stores away the letters from his brother and sister-in-law. In 2003, long after his death, they were accidentally discovered in a Paris basement and comprise not only a moving and insightful document, but real literature."
1448794,6517,Apuntes 1973-1984,8481093009,9788481093001,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,2157566,2,22,40,11,1,5:3|4:3|3:3|2:2|1:0|total:11,,,,3.64,10,1,['6517'],['Elias Canetti'],['4.00'],[],[],[],
29455039,6517,Гитлер по Шпееру,,9785911032708,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457465869l/29455039._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457465869l/29455039._SX50_.jpg,2015,,,rus,"Ad Marginem, Музей современного искусства ""Гараж""",false,49730086,2,21,37,10,1,5:3|4:2|3:4|2:1|1:0|total:10,1972,,,3.70,8,1,"['6517', '7101962']","['Elias Canetti', 'Элиас Канетти']","['4.00', '4.06']",[],[],[],"«Строительные планы Гитлера, как их показывает Шпеер, — это, пожалуй, самая ошеломляющая<br />часть его книги. Поскольку они представлены в фотографиях и являют разительный контраст со всем, к чему стремится современная архитектура, то, естественно, привлекли к себе наибольшее внимание. Каждому, кто бросит на них хоть беглый взгляд, они запомнятся навсегда…»"
879441,6517,Aufzeichnungen 1942-85. Die Provinz des Menschen/Das Geheimherz der Uhr,3446170200,9783446170209,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ger,,false,864753,1,11,30,6,0,5:6|4:0|3:0|2:0|1:0|total:6,,,,5.00,6,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
7359637,6517,Apuntes I/ Notes (Obra Completa 7),8483465965,9788483465967,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,9145377,2,19,28,6,1,5:4|4:2|3:0|2:0|1:0|total:6,2008,,,4.67,5,1,"['6517', '3245551']","['Elias Canetti', 'Ignacio Echevarría']","['4.00', '4.06']","['7543923', '3245552']","['Juan José del Solar Bardelli', 'Beatriz Galán']","['3.88', '3.77']","Elias Canetti comenzó estos apuntes, escritos a vuelapluma con absoluta libertad, a principios de 1942. Pronto se dio cuenta de que estos textos breves se iban convirtiendo para él «en un ejercicio cotidiano e imprescindible», al que iba integrándose una parte importante de su vida.<br /><br />Aforismos, fragmentos ensayísticos, caracteres, viñetas narrativas, sentencias, epigramas... todo tiene cabida en este género de escritura desinhibida, plural, en la que, despreocupado de sus propias contradicciones, su autor abandona toda pretensión de unidad. El resultado es uno de los libros más ricos de la literatura del siglo XX, y la única obra, entre todas las suyas, que contiene a Canetti por entero."
1015939,6517,"Reading Kafka: Prague, Politics, and the Fin de Siècle",080520945X,9780805209457,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381805714l/1015939._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381805714l/1015939._SY75_.jpg,1990,2,3,,Schocken,false,1002064,2,52,23,7,0,5:1|4:3|3:1|2:1|1:1|total:7,1990,2,3,3.29,4,0,"['7578490', '47683', '277869', '501696', '236797', '6517', '5223', '1151786', '13009', '68588', '2419117', '95211', '947134', '47682', '13157']","['Mark Anderson', 'Klaus Wagenbach', 'Michael Müeller', 'Malcolm Pasley', 'Gerhard Neumann', 'Elias Canetti', 'Franz Kafka', 'Christoph Stölzl', 'Gilles Deleuze', 'Félix Guattari', 'Giuliano Baioni', 'Michael Löwy', 'Gerhard Kurz', 'Reiner Stach', 'Margot Norris']","['3.99', '4.05', '4.08', '3.93', '4.00', '4.00', '3.89', '3.17', '4.18', '4.18', '3.84', '3.97', '3.94', '4.42', '4.00']",[],[],[],"Kafka has long been read as the chronicler of modern despair, of human suffering in an unidentifiable, timeless landscape. This new collection of critical essays–few of which have ever been published in America previously, and which represent the best of contemporary Kafka scholarship–shows us instead Kafka as a representative of his era, his ""existential anguish"" springing from the very real historical conflicts that agitated Prague–and the world–at the turn of the century. Discussing Kafka in relation to anti-Semitism, Zionism, psychoanalysis, contemporary theories of sexuality, and the First World War, these essays also reveal his engagement with the leading cultural and intellectual figures of the <i>fin de siècle</i>, among them Freud, Nietzsche, Buber, and Sacher-Masoch. For the first time, Kafka's writings and the text of his own life emerge as fascinating documents of <i>fin-de-siècle</i> culture in the Austro-Hungarian Empire, and as testimony to an extraordinary artist's personal struggle with the politics and prejudices of his time."
2733998,6517,Essays in Honour of Elias Canetti,0233981284,9780233981284,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1987,,,,Andre Deutsch Ltd,false,483768,2,27,20,6,0,5:1|4:1|3:3|2:1|1:0|total:6,1985,,,3.33,5,0,[],[],[],['6517'],['Elias Canetti'],['4.00'],
52237324,6517,Der Oger: Ein Stück,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,21405374,3,10,20,5,0,5:1|4:3|3:1|2:0|1:0|total:5,1990,,,4.00,0,0,"['342412', '6517']","['Veza Canetti', 'Elias Canetti']","['3.65', '4.00']",[],[],[],
950783,6517,Comedy of Vanity & Life-Terms,0933826303,9780933826304,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455356126l/950783._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455356126l/950783._SX50_.jpg,,,,,,false,25978380,2,27,19,6,2,5:0|4:3|3:1|2:2|1:0|total:6,,,,3.17,6,2,['6517'],['Elias Canetti'],['4.00'],['53162'],['Gitta Honegger'],['3.45'],Two of Canetti's plays in English translation: Comedy of Vanity (1933/34) and Life-Terms (1952).
10841371,6517,"Apuntes/ Notes, Vol. 2",8483465973,9788483465974,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,15755683,2,9,17,4,1,5:2|4:1|3:1|2:0|1:0|total:4,2008,11,1,4.25,4,1,['6517'],['Elias Canetti'],['4.00'],[],[],[],"Los libros reunidos en este segundo y último volumen de los apuntes de Canetti -octavo tomo de su obra completa- fueron preparados por su autor cuando ya era octogenario y gozaba de un amplio renombre internacional.<br /><br />En su búsqueda de una expresión esencial, liberada de todo sistema o atadura, despojada de toda razón retórica, Canetti alcanza una precisión y una agudeza que lo señalan como uno de los grandes aforistas de todos los tiempos, genial heredero de una larga estirpe que se remonta a los maestros chinos y a los presocráticos, y que cuenta con Pascal, Lichtenberg o Joubert entre sus referentes modernos."
17235745,6517,"Фантастика на ФРГ, Австрия и Швейцария",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358011886l/17235745._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358011886l/17235745._SY75_.jpg,1981,,,bul,"Издателство ""Христо Г. Данов""",false,23754291,1,12,15,5,1,5:0|4:2|3:1|2:2|1:0|total:5,1981,1,1,3.00,5,1,"['1191570', '6887917', '6887918', '6887919', '6887920', '41616', '6887921', '137280', '6887922', '6517', '5223', '6887923', '4619269', '4715391', '6887924', '4784588', '6887925', '783761', '114738', '6530', '6887926', '2865342', '2300339', '6887927']","['Lyuben Dilov', 'Eike Barmeyer', 'Peter Т. Fitton', 'Martin Beranek', 'Winfried Göpfert', 'Friedrich Dürrenmatt', 'Bert Jaeger', 'Wolfgang Jeschke', 'Herbert Kamphaus', 'Elias Canetti', 'Franz Kafka', 'Brent Kling', 'Heinz von Cramer', 'Irmtraud Kremp', 'Horst Landau', 'Eva Maria Mudrich', 'Peter von Tramin', 'Herbert W. Franke', 'Erich Fried', 'Max Frisch', 'Diethard van Hesse', 'Jürgen vom Scheidt', 'Peter Schattschneider', 'Jörg Spielmans']","['3.99', '2.83', '3.00', '3.00', '3.18', '3.91', '3.00', '3.55', '3.00', '4.00', '3.89', '3.00', '3.00', '3.58', '3.00', '2.80', '3.38', '3.93', '4.26', '3.76', '3.00', '2.88', '3.07', '3.00']","['6574079', '6887928', '5765859', '6887929', '6887930', '6586419', '6887931', '6887932', '6887933']","['Венцеслав Константинов', 'Виктория Аврамова-Майер', 'Любомир Илиев', 'Людмила Кочанова', 'Маргарита Дилова', 'Надя Фурнаджиева', 'Росица Велкова', 'Светла Чикова', 'Фани Караджова-Потоцка']","['4.28', '3.00', '3.86', '3.00', '4.00', '3.42', '3.00', '3.00', '3.17']","Инсценировка - Айке Бармейер <br />Продай ни своя внук - Петер Т. Фитон, Мартин Беранек<br />Ден след ден - Винфрид Гьопферт <br />Тунелът - Фридрих Дюренмат <br />След наводнението - Берт Йегер <br />Кралят и майсторът на кукли - Волфганг Йешке <br />Долината на прадедите - Херберт Кампхаус <br />Лунната братовчедка - Елиас Канети <br />Преображението - Франц Кафка <br />„Л“ като любов - Бернт Клинг <br />Заключителен доклад на тема „За необходимостта от нов човешки тип“ - Хайнц фон Крамер <br />Осъществяване на контакт - Ирмтрауд Кремп <br />Денят на златното отличие - Ирмтрауд Кремп <br />Оракулът - Хорст Ландау <br />Експериментът - Ева Мария Мудрих <br />Канализационният съветник - Петер фон Трамин <br />Киборгът на име Джо - Херберт Франке <br />Психотерапия - Херберт Франке <br />Наследниците на Айнщайн - Херберт Франке <br />Правото на глас - Ерих Фрид <br />Рип Ван Уинкъл - Макс Фриш <br />Голямата печалба - Дитхард ван Хезе<br />Слепота - Юрген фом Шайдт <br />Спиране на времето - Петер Щатшнайдер<br />Убийствени сънища - Йорг Шпилманс <br /><br />Die Anthologie enthält Erzählungen und Ausschnitte aus folgenden Sammlungen-Stiller © Suhrkarap Verlag, Frankfurt /Main, 1954; Der Ohrenzeuge © Carl Hanser Verlag, München, 1954; Fast alles Möglishe © Verlag Klaus Wagenbach, Berlin, 1975; Science Fiction Story Reader, Spinnenmusik, Eine Lokomotive für den Zaren, Der Zeiter, © Wilhelm Heyne Verlag, 1978, 1979, 1980; Ein Kyborg namens Joe © Insel Verlag, Frankfurt/Main, 1972; Der grüne Komet © Wilhelm Goldmann Verlag GmbH, München, 1964; Leben wie im Paradies © Hoffmann und Campe Verlag, Hamburg, 1964; Welt ohne Horizont © Alle Rechte bei E. Barmeyer u. H. Kamphaus; SF in Deutschland © Fischer Tashenbuch Verlag GmbH, Frankfurt/Main 1974; Das Monster im Park © Nymphenburger Verlagshandlung GmbH, München, 1970; Das Experiment © K. Thiemanns Verlag, Stuttgart, 1975; Sämtliche Erzählungen © Schocken Books Jnc, N.Y.; Phantastisches Österreich © Paul Zolnay Verlag GmbH, Wien/Hamburg, 1976: Die Stadt © Verlags-AG „Die Arche“, Peter Schifferli, Zürich, 1952"
13558977,6517,"Aufsätze, Reden, Gespräche (Gesammelte Werke, Band 10)",3446185208,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332602440l/13558977._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332602440l/13558977._SY75_.jpg,2005,2,28,ger,Hanser,false,19132068,1,5,14,3,0,5:2|4:1|3:0|2:0|1:0|total:3,2005,2,28,4.67,3,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],"In seinen Aufsätzen und Reden hat sich Elias Canetti vielfältig mit den Künsten auseinandergesetzt - er widmete sich der Literatur von Hebel bis Kafka, Proust und Joyce, der Malerei und immer wieder dem Theater. Sein berühmtes Gespräch mit Theodor W. Adorno sowie zahlreiche Interviews zur eigenen Biographie und Zeitgeschichte führen vor Augen, wie Canetti im Dialog gewirkt haben muss. Mit diesem Band, der manches bisher Ungedruckte versammelt, liegt die 10-bändige Ausgabe seiner Werke vollständig vor."
23356277,6517,Werke: Dreizehn Bände und ein Begleitband »Wortmasken« in Kassette,3596130506,9783596130504,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413071380l/23356277._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413071380l/23356277._SX50_.jpg,1995,10,1,ger,Fischer,false,42912826,1,5,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,1995,10,1,5.00,2,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],
804141,6517,La escuela del buen oír. Obras completas. Vol.III,8481093971,9788481093971,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493332219l/804141._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1493332219l/804141._SY75_.jpg,2003,10,1,spa,Galaxia Gutenberg,false,790100,1,6,10,2,0,5:2|4:0|3:0|2:0|1:0|total:2,2003,,,5.00,2,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],"Bajo el título común de La escuela del buen oír, que Elias Canetti empleó para uno de los capítulos de La antorcha al oído, se recogen en este tercer volumen de sus Obras Completas tres textos de muy distinta naturaleza, que tienen en común la fascinación que Canetti sintió siempre por las voces humanas y por la destreza que llegó a adquirir para discernir en ellas lo que él mismo denominó ""máscaras acústicas"", en referencia al modo en que el uso particular que un individuo hace del propio idioma termina por convertirse en ""máscara"" reconocible de su identidad. Auto de fe, aparecida en 1935 pero concluida en 1931, es la única novela publicada por Canetti, y se alinea por su ambición y por sus logros con las obras maestras de algunos de sus contemporáneos: Thomas Mann, Robert Musil o Hermann Broch. Las voces de Marrakesch, publicado por vez primera en 1968, constituye una bellísima colección de ""apuntes después de un viaje"", como reza el subtítulo del libro, en el que Canetti exhibe su pasión por oír y por contar. El Testigo Oidor, título bajo el cual se reconoce, en irónica contrafigura, al propio Canetti, se publicó por primera vez en 1974, y es un estilizado conjunto de ""Cincuenta caracteres"" que brindan una espléndida y divertida lección de humanidad."
23463296,6517,Arrebatos verbales,8490325332,9788490325339,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524613767l/23463296._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524613767l/23463296._SY75_.jpg,2013,,,spa,Debolsillo - Random House Mondadori,false,43055843,1,5,10,2,1,5:2|4:0|3:0|2:0|1:0|total:2,2013,1,1,5.00,2,1,"['6517', '3245551']","['Elias Canetti', 'Ignacio Echevarría']","['4.00', '4.06']",['5626583'],['Juan José del Solar'],['3.86'],"De sus tres dramas, recogidos en este volumen, Canetti dijo que eran ""en lo más íntimo"" el centro de su obra, que según él no puede ser entendida realmente sin ellos. En cuanto a los ensayos, discursos y conversaciones también reunidos aquí, constituyen la mejor vía de acceso a la obra de Canetti, quien reflexiona en ellos sobre la profesión de escritor, sobre sus propios libros y sobre los de sus maestros (Confucio, Büchner, Tolstoi, Broch, Kraus, Kafka, entre tantos otros), y perfila con agudeza y claridad ejemplares sus experiencias, sus observaciones y sus más arraigadas convicciones."
18368666,6517,Aufzeichnungen für Marie-Louise,,9783596181834,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453588475l/18368666._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453588475l/18368666._SY75_.jpg,,,,ger,Fischer Taschenbuch,false,25976587,3,6,9,2,1,5:1|4:1|3:0|2:0|1:0|total:2,2015,2,12,4.50,1,0,['6517'],['Elias Canetti'],['4.00'],[],[],[],"Nella Premessa a <i>La provincia dell'uomo</i> Canetti rivela che dedicarsi ai quaderni di appunti lo salvò dalla opprimente concentrazione su un'unica opera, <i>Massa e potere</i>, e da «un irrigidimento fatale». Una «valvola di sfogo», dunque, che col tempo conquistò tuttavia sempre più spazio, sino a diventare uno dei pilastri della sua opera, giacché l'acutezza e l'intensità di pensiero che vi sono dispiegate annoverano Canetti fra i più grandi autori di aforismi. Si può allora capire quale meraviglia e quale sensazione abbia suscitato la scoperta di un manoscritto autografo dove sono radunati centoventinove ‘aforismi' risalenti al settembre ottobre 1942: testi non solo in gran parte sconosciuti ma che, come ha notato Jeremy Adler, «contengono già le linee fondamentali della prosa breve di Canetti». Redatto in inchiostro blu scuro, con titoli e dedica in pastello giallo, e rilegato da un cordoncino dorato, il manoscritto fu offerto come dono di compleanno alla pittrice Marie-Louise von Motesiczky, con la quale Canetti aveva avviato in Inghilterra una relazione destinata a durare oltre mezzo secolo. E fu offerto il 24 ottobre 1942, mentre i tedeschi ingaggiavano contro i russi la terribile battaglia di Stalingrado e in Inghilterra – dove Canetti e la Motesiczky erano esuli – giungevano incessanti le notizie delle violenze perpetrate nei paesi occupati. Non stupisce quindi che più esplicitamente, rispetto ad altri testi coevi e già noti, gli <i>Aforismi per Marie-Louise</i> ruotino intorno all'orrore della guerra: «Combattono fra le dita dei piedi, nell'ombelico, dentro le narici, combattono nel didietro, sotto le ascelle, dentro le orecchie e in bocca, non c'è luogo nascosto, non c'è palmo, non c'è poro, nelle cui profondità non combattano l'uno contro l'altro all'ultimo sangue»."
4585401,6517,Elias Canetti: Ein Rezipient Und Sein Autor: Eine Dokumentation,3890868851,9783890868851,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,4634830,1,3,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,"['1489927', '6517', '1045307']","['Rudolf Hartung', 'Elias Canetti', 'Bernhard Albers']","['4.50', '4.00', '3.75']",[],[],[],
