id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
12083,7680,Long Day's Journey into Night,0300093055,9780300093056,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,2,8,eng,Yale University Press,false,809292,61,59795,139551,34313,925,5:13957|4:11612|3:6438|2:1698|1:608|total:34313,1956,1,1,4.07,32473,755,"['7680', '236']","[""Eugene O'Neill"", 'Harold Bloom']","['3.96', '4.10']",[],[],[],"Eugene O'Neill's autobiographical play Long Day's Journey into Night is regarded as his finest work. First published by Yale University Press in 1956, it won the Pulitzer Prize in 1957 and has since sold more than one million copies. This edition includes a new foreword by Harold Bloom.<br /><br />The action covers a fateful, heart-rending day from around 8:30 am to midnight, in August 1912 at the seaside Connecticut home of the Tyrones - the semi-autobiographical representations of O'Neill himself, his older brother, and their parents at their home, Monte Cristo Cottage.<br /><br />One theme of the play is addiction and the resulting dysfunction of the family. All three males are alcoholics and Mary is addicted to morphine. They all constantly conceal, blame, resent, regret, accuse and deny in an escalating cycle of conflict with occasional desperate and half-sincere attempts at affection, encouragement and consolation."
12458,7680,Complete Plays 1920–1931,0940450496,9780940450493,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1988,10,1,eng,Library of America,false,14759,1,237,376,90,9,5:41|4:31|3:13|2:3|1:2|total:90,1988,10,1,4.18,90,9,"['7680', '197384']","[""Eugene O'Neill"", 'Travis Bogard']","['3.96', '4.25']",[],[],[],"The <em>Library of America’s</em> collection of Eugene O’Neill’s plays “displays O’Neill more thoroughly than any playhouse ever could,” according to <em>Time</em> magazine. This volume, the second of three, contains 13 plays written between 1920 and 1931, years in which O’Neill achieved his greatest popularity while experimenting with a wide variety of subjects and styles.<br /><br />In <em>Diff’rent</em>, <em>The First Man</em>, and <em>Welded</em>, egotistical characters have their illusions about love shaken by the force of other people’s desires. <em>All God’s Chillun Got Wings</em> depicts the web of racial hatreds and spiritual longings that surround the marriage of a black man and a white woman.<br /><br /><em>The Fountain</em> tells of Ponce de Leon’s search for the fountain of youth. Marco Millions satirizes American materialism by portraying Marco Polo as a hustling businessman blind to the riches of Eastern culture. <em>Lazarus Laughed</em> shows its Biblical hero preaching love, laughter, and the defeat of death.<br /><br />The stoker Yank in <em>The Hairy Ape</em>, the architect Dion Anthony in <em>The Great God Brown</em>, and the minister’s son Reuben Light in <em>Dynamo</em> all try to find a place for themselves in an increasingly soulless and mechanistic world. Yank believes that he “belongs” in his stokehold until a terrified heiress calls him a “filthy beast.” His rage turns to despair as he encounters a brutally indifferent society onshore. <em>The Great God Brown</em> uses masks to depict the divided souls of its hero, his wife, and his alter ego, the successful businessman William Brown. Betrayed by his mother, Reuben Light forsakes the God of his father for the new electrical god of the dynamo but finds no escape from the sexual conflicts that O’Neill characteristically intertwines with his hero’s religious doubts.<br /><br /><em>Strange Interlude</em> follows its heroine Nina Leeds through nine acts and 25 years of passionate and painful involvement with three men. Inspired by contemporary psychology, the novels of James Joyce, and the soliloquies of the Elizabethan theater, O’Neill uses spoken asides to reveal the shifting flow of his character’s inner thoughts. His most commercially successful play, it won him his third Pulitzer Prize.<br /><br />Ephraim Cabot, the patriarchal farmer in <em>Desire Under the Elms</em>, believes in a God as hard as the stony ground he works. He takes as his third wife sensual Abbie Putnam, who covets both his land and his resentful son Eben, unleashing passions that move with stark inexorability toward their fulfillment. In <em>Mourning Becomes Electra</em>, murderous lusts and hatreds wreak havoc upon the proud Mannon family, leaving the survivors pursued not by the avenging Furies of Greek myth but by their own scourging consciences. Searching desperately for peace, they repeatedly confront the temptation to choose oblivion that will haunt many of O’Neill’s last plays."
12461,7680,Complete Plays 1913–1920,0940450488,9780940450486,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1988,10,1,eng,Library of America,false,14762,1,221,357,87,5,5:33|4:35|3:16|2:1|1:2|total:87,1983,4,12,4.10,87,5,"['7680', '197384']","[""Eugene O'Neill"", 'Travis Bogard']","['3.96', '4.25']",[],[],[],"The only American dramatist awarded the Nobel Prize for Literature, Eugene O’Neill wrote with poetic expressiveness, emotional intensity, and immense dramatic power. This <em>Library of America</em> volume (the first in a three-volume set) contains 29 plays he wrote between 1913, when he began his career, and 1920, the year he first achieved Broadway success.<br /><br />Many of O’Neill’s early plays are one-act melodramas whose characters are caught in extreme situations. <em>Thirst</em> and <em>Fog</em> depict shipwreck survivors, The Web a young mother trapped in the New York underworld, and <em>Abortion</em> the aftermath of a college student’s affair with a stenographer.<br /><br />His first distinctive works are four one-act plays about the crew of the tramp steamer <em>Glencairn</em> that render sailors’ speech with masterful faithfulness. <em>Bound East for Cardiff</em>, <em>In the Zone</em>, <em>The Long Voyage Home</em>, and <em>The Moon of the Caribbees</em> portray these “children of the sea” as they watch over a dying man, sail though submarine-patrolled waters, take their shore leave in a London dive, and drink rum in a moonlit tropical anchorage.<br /><br />In <em>Beyond the Horizon</em> Robert Mayo begins a tragic chain of events by abandoning his dream of a life at sea, choosing instead to marry the woman his brother loves and remain on his family farm. The sea in “Anna Christie” is both “dat ole devil” to coal barge captain Chris Christopherson and a source of spiritual cleansing to his daughter Anna, an embittered prostitute. When a swaggering stoker falls in love with her, Anna becomes the apex of a three-sided struggle full of enraged pride, grim foreboding, and stubborn hope. Both of these plays won the Pulitzer Prize and helped establish O’Neill as a successful Broadway playwright.<br /><br /><em>The Emperor Jones</em> depicts the nightmarish journey through a West Indian forest of Brutus Jones, a former Pullman porter turned island ruler. Fleeing his rebellious subjects, Jones confronts his violent deeds and the tortured history of his race in a series of hallucinatory episodes whose expressionist quality anticipates many of O’Neill’s later plays."
1613262,7680,Seven Plays of the Sea,0394718569,9780394718569,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1972,10,12,,Vintage,false,1607059,15,224,302,79,6,5:20|4:32|3:22|2:3|1:2|total:79,,,,3.82,47,3,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
12950345,7680,Before Breakfast,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416590268l/12950345._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416590268l/12950345._SX50_.jpg,,,,,,false,18107153,4,176,265,79,12,5:10|4:22|3:35|2:10|1:2|total:79,,,,3.35,77,12,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],
3170992,7680,All God's Chillun Got Wings,0887349625,9780887349621,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346771317l/3170992._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346771317l/3170992._SX50_.jpg,2008,5,20,,Players Press,false,27679803,9,141,263,81,3,5:9|4:21|3:35|2:13|1:3|total:81,1924,,,3.25,74,2,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],
41573592,7680,Seven Famous Greek Plays,1439513759,9781439513750,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1324459,8,193,221,58,4,5:17|4:18|3:19|2:3|1:1|total:58,1938,,,3.81,0,0,"['509095', '7680']","['Whitney J. Oates', ""Eugene O'Neill""]","['3.96', '3.96']",[],[],[],"""In the interval between the epics of Homer...and the age of the three great tragic poets, thinkers began to explore the various phenomena of the external world and came to understand many aspects of nature which had hitherto been shrouded in complete mystery. The creative literary activity of this epoch likewise betokens on the part of the Greeks an increasingly higher level of self-understanding and self-consciousness, in the best sense of the word. At this time appeared a group of lyric poets, who had looked deeply within their own natures, and through the vehicle of their poetry, made abundantly evident how thoroughly they understood the essential character of man's inner being. In Greek tragedy as we now have it we meet a fully developed dramatic form....The influence of tragedy on classic comedy is evident in the increasing preoccupation with subjects that are utopian or timeless, [while] the traditional satire on contemporary events and personages recedes more and more into the background.""<br /><br />-- from the Introduction, by Whitney J. Oates and Eugene O'Neill, Jr."
11204267,7680,الإله الكبير براون,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385585803l/11204267._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385585803l/11204267._SX50_.jpg,1963,12,,ara,وزارة الارشاد الثقافي,false,25731440,9,166,209,58,9,5:15|4:16|3:19|2:5|1:3|total:58,1926,,,3.60,22,7,"['7680', '2743493', '7084769', '7234640', '2919142']","[""Eugene O'Neill"", 'جلال العشري', 'عبد الله عبد الحافظ', 'محمد حامد شوكت', 'دريني خشبة']","['3.96', '3.81', '3.34', '3.41', '3.96']",[],[],[],
1574180,7680,The Great God Brown and Other Plays,1417903759,9781417903757,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,1566899,1,163,209,56,4,5:18|4:17|3:11|2:8|1:2|total:56,1963,12,,3.73,56,4,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],
1350170,7680,Nine Plays (Modern Library),0679600450,9780679600459,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1977,5,12,,Random House USA Inc,false,760237,7,138,201,47,7,5:21|4:18|3:8|2:0|1:0|total:47,1932,,,4.28,30,3,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],
1991261,7680,Ile,0887345395,9780887345395,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,1,1,,Players Press,false,1994938,7,98,170,54,5,5:5|4:11|3:26|2:11|1:1|total:54,2006,1,1,3.15,39,2,"['7680', '114839']","[""Eugene O'Neill"", 'William-Alan Landes']","['3.96', '3.46']",[],[],[],
1847113,7680,Bound East for Cardiff,1425475183,9781425475185,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,1847531,3,89,169,50,3,5:4|4:19|3:20|2:6|1:1|total:50,1916,,,3.38,48,3,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],
13083368,7680,Exorcism,0300181310,9780300181319,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344701078l/13083368._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344701078l/13083368._SX50_.jpg,2012,2,28,,Yale University Press,false,18253033,4,134,168,55,9,5:3|4:11|3:28|2:12|1:1|total:55,2011,2,28,3.05,54,9,"['7680', '9322', '5341077']","[""Eugene O'Neill"", 'Edward Albee', 'Louise Bernard']","['3.96', '4.02', '3.05']",[],[],[],"<b>A thrilling archival discovery and literary event—the publication, after ninety years, of a sharply autobiographical one-act play by the father of modern American theater</b><br /><br /> Shortly after the debut of <i>Exorcism</i> in 1920, Eugene O’Neill suddenly canceled production and ordered all extant copies of the drama destroyed. For over ninety years, it was believed that the play was irrevocably lost, until it was recently discovered that O’Neill’s second wife had in fact retained a copy, which she later gave to the prolific screenwriter and producer Philip Yordan. In early 2011, Yordan’s widow discovered the typescript of <i>Exorcism—</i>complete with edits in O’Neill’s own hand—in her late husband’s vast trove of papers. The discovery and publication of <i>Exorcism</i>, a relatively early play in the O’Neill corpus, furthers our knowledge of O’Neill’s dramatic development and reveals a pivotal point in the career of this great American playwright.<br /><br />Revolving around a suicide attempt, <i>Exorcism</i> draws on a dark incident in O’Neill’s own life. This defining event led to his first serious efforts to write. <i>Exorcism</i> displays early examples of O’Neill’s unparalleled skills of capturing deeply personal human drama, and it explores major themes—mourning and melancholia, addiction and sobriety, tensions between fathers and sons—that would permeate his later work. According to Yale University’s Beinecke Rare Book and Manuscript Library curator Louise Bernard, who acquired the play from a New York bookseller, “<i>Exorcism</i> might be read as a preparatory sketch that resonates powerfully with <i>Long Day’s Journey into Night, </i>one that brings the O’Neill family drama full circle in ways at once intimate and grandly conceived.”"
6386610,7680,The First Man,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,6574846,35,94,154,42,4,5:11|4:11|3:15|2:5|1:0|total:42,1922,,,3.67,21,1,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],
3117729,7680,The Straw,1435392965,9781435392960,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3149055,25,96,149,38,5,5:10|4:17|3:9|2:2|1:0|total:38,1919,,,3.92,18,2,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],
19230310,7680,Pulitzer Prize Winning Works Collections: 11 Works: One of Ours / Alice Adams / Anna Christie / Miss Lulu Bett,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,27275293,2,130,146,37,1,5:12|4:14|3:8|2:3|1:0|total:37,1922,,,3.95,36,1,"['881203', '298787', '16380', '20404', '16', '617284', '5169663', '7680']","['Willa Cather', 'Ernest Poole', 'Carl Sandburg', 'Henry Adams', 'Edith Wharton', 'Zona Gale', 'Edward William Bok', ""Eugene O'Neill""]","['3.83', '3.65', '4.13', '3.72', '3.78', '3.57', '3.98', '3.96']",[],[],[],"The Pulitzer Prize is a U.S. award for achievements in newspaper and online journalism, literature, and musical composition. It was established in 1917 by provisions in the will of American (Hungarian-born) publisher Joseph Pulitzer, and is administered by Columbia University in New York City. Prizes are awarded yearly in twenty-one categories. In twenty of the categories, each winner receives a certificate and a US$10,000 cash award. The winner in the public service category of the journalism competition is awarded a gold medal.<br /><br />Included in this collection: (11 Works)<br />His Family by Ernest Poole <br />Cornhuskers by Carl Sandburg <br />The Education of Henry Adams by Henry Adams <br />The Age of Innocence by Edith Wharton <br />Miss Lulu Bett by Zona Gale <br />The Americanization of Edward Bok by Edward Bok <br />Anna Christie by Eugene O'Neill <br />A Daughter of the Middle Border by Hamlin Garland <br />Alice Adams by Booth Tarkington <br />The Life and Letters of Walter H. Page by Burton J. Hendrick <br />One of Ours by Willa Cather<br />"
3153173,7680,The Long Voyage Home,1419170643,9781419170645,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2004,6,17,,Kessinger Publishing,false,3184754,8,91,139,38,3,5:9|4:13|3:11|2:4|1:1|total:38,2004,6,30,3.66,21,1,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
143481,7680,The Long Voyage Home and Other Plays,0486287556,9780486287553,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452563520l/143481._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452563520l/143481._SY75_.jpg,2016,4,20,,Dover Publications,false,138411,3,79,138,38,6,5:11|4:11|3:9|2:5|1:2|total:38,1995,,,3.63,34,6,"['7680', '398319']","[""Eugene O'Neill"", 'Alan Weissman']","['3.96', '3.30']",[],[],[],"<div>From one of America’s greatest playwrights, 4 of his finest short plays. Written between 1913 and 1917 and filled with moody, intense and fascinating characters entrapped by larger forces, they include <i>Bound East for Cardiff, In The Zone, The Long Voyage Home</i> and <i>The Moon of the Caribbees.</i><br /></div>"
11347652,7680,Lazarus Laughed,184902572X,9781849025720,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2011,1,1,,Benediction Classics,false,16276968,5,135,128,41,6,5:4|4:15|3:9|2:8|1:5|total:41,1927,1,1,3.12,34,4,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],"Lazarus Laughed, sub-titled ""A Play for Imaginative Theatre,"" is O'Neill's imaginative speculation as to the remained of Lazarus' life after he was raised from the dead."
1016275,7680,All God's Chillun Got Wings & Welded,1417907045,9781417907045,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,1,1,,Kessinger Publishing,false,1002399,2,60,125,35,1,5:7|4:10|3:15|2:2|1:1|total:35,1998,4,,3.57,32,1,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],"1924. Generally agreed to be one of the most significant forces in the history of the American theater, O'Neill is a three-time winner of the Pulitzer Prize. All God's Chillun Got Wings deals with miscegenation and pointedly flouts the convention of caricaturing blacks in literature. O'Neill's play helped to end the practice. Welded, a three-act play features The Capes. See other titles by this author available from Kessinger Publishing."
6343385,7680,Abortion,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,6529556,4,92,123,37,5,5:9|4:6|3:14|2:4|1:4|total:37,2008,12,31,3.32,32,5,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],
19652006,7680,Plays of Eugene O'Neill,0394406540,9780394406541,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517188586l/19652006._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1517188586l/19652006._SX50_.jpg,,,,eng,,false,27742562,6,93,113,26,3,5:12|4:12|3:1|2:1|1:0|total:26,1958,,,4.35,25,2,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],
1663509,7680,Marco Millions,1417915242,9781417915248,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1658346,4,61,113,36,2,5:3|4:6|3:20|2:7|1:0|total:36,1925,,,3.14,31,1,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],
1079308,7680,More Stately Mansions,0195053648,9780195053647,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1988,11,17,eng,"Oxford University Press, USA",false,1066035,5,68,108,34,6,5:3|4:13|3:9|2:5|1:4|total:34,1964,1,1,3.18,26,4,"['7680', '81186']","[""Eugene O'Neill"", 'Martha Gilman Bower']","['3.96', '3.21']",[],[],[],"Arguing that the 1964 edition of More Stately Mansions prepared after the playwright's death, was missing a substantial amount of material that O'Neill intended for inclusion, Martha Bower presents an entirely new edition of the play with this material."
17447719,7680,Thirst,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1914,,,eng,The  Goreham Press,false,24329502,2,54,101,31,3,5:3|4:10|3:13|2:2|1:3|total:31,1914,1,1,3.26,27,2,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],
13497563,7680,The Moon of the Caribbees,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514304925l/13497563._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514304925l/13497563._SX50_.jpg,,,,eng,,false,56899192,1,96,98,32,2,5:2|4:11|3:9|2:7|1:3|total:32,,,,3.06,32,2,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],Single play.
3153181,7680,The Fountain,1425475175,9781425475178,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,3184762,4,93,98,31,4,5:2|4:5|3:20|2:4|1:0|total:31,1923,,,3.16,15,1,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],
1613259,7680,Early Plays,0141186704,9780141186702,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,8,1,,Penguin Classics,false,1607056,6,56,97,24,4,5:7|4:11|3:6|2:0|1:0|total:24,2001,,,4.04,22,4,"['7680', '747424']","[""Eugene O'Neill"", 'Jeffrey H. Richards']","['3.96', '3.54']",[],[],[],
24909569,7680,The Selected Plays of Eugene O'Neil,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,44560660,4,81,94,24,3,5:5|4:12|3:7|2:0|1:0|total:24,1922,,,3.92,11,0,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],
15120095,7680,Where the Cross Is Made,0887349854,9780887349850,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415145964l/15120095._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415145964l/15120095._SY75_.jpg,2010,6,30,,Players Press,false,20775124,5,68,93,28,6,5:3|4:10|3:10|2:3|1:2|total:28,2010,6,30,3.32,20,5,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],"The stage is set with the Captain's house, constructed in the fashion of a ship's deck and cabin, providing an emotional aura that allows O'Neill to blend his realism with the expressionist, illusion like, fantasy; it really is a house, but to the Captain it is the timbers of his haunted ship. The moon glowing brightly on the deck of the Captain's ""vessel"" allows both Nat and Captain Bartlett to experience the fantasy of the Mary Allen coming in to shore. Again there is a blending: Sue, the daughter, experiencing a simple moonlit night while Nat"
51037,7680,The Later Plays,0075536641,9780075536642,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1967,8,1,,McGraw-Hill Humanities/Social Sciences/Languages,false,49818,3,49,83,20,5,5:7|4:10|3:2|2:1|1:0|total:20,1967,1,1,4.15,17,4,"['7680', '197384']","[""Eugene O'Neill"", 'Travis Bogard']","['3.96', '4.25']",[],[],[],
1016277,7680,The Collected Plays of Eugene O'Neill,022402535X,9780224025355,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,Trafalgar Square Publishing,false,1002401,1,39,80,18,0,5:9|4:8|3:1|2:0|1:0|total:18,,,,4.44,18,0,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],
191283,7680,Eugene O'Neill's Long Day's Journey into Night (Modern Critical Interpretations),1555460496,9781555460495,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,1,28,,Chelsea House Publications,false,184946,2,60,79,18,1,5:9|4:7|3:2|2:0|1:0|total:18,2000,1,,4.39,15,1,"['236', '7680']","['Harold Bloom', ""Eugene O'Neill""]","['4.10', '3.96']",[],[],[],"-- Presents the most important 20th-century criticism on major works from The Odyssey through modern literature<br />-- The critical essays reflect a variety of schools of criticism<br />-- Contains critical biographies, notes on the contributing critics, a chronology of the author's life, and an index"
4147931,7680,"Eugene O'Neill, Three Plays: Mourning Becomes Electra, The Iceman Cometh, Long Day's Journey Into Night: A Casebook",0333427599,9780333427590,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,4195177,1,58,76,18,2,5:7|4:9|3:1|2:1|1:0|total:18,,,,4.22,18,2,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],
13581461,7680,The Rope,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1919,,,eng,"Random House, Inc.",false,19166749,3,50,68,19,4,5:5|4:3|3:9|2:2|1:0|total:19,1919,1,1,3.58,18,4,['7680'],"[""Eugene O'Neill""]",['3.96'],[],[],[],"From the Eugene O'Neill Newsletter: ""O'Neill's script begins with preparations by the niggardly father, Abraham Bentley, for the return of his prodigal son, Luke. Old Bentley hid the remainder of the family fortune at one end of a rope he arranged in the barn--the noose at the other end is in plain sight. He receives the young man with a mixture of obvious joy and of inarticulate urgings for Luke to hang himself. Young Bentley does not become aware of the morbid joke below the surface of his father's mutterings, and nearly kills the old man before storming out in a rage. It is the halfwitted granddaughter, Mary, who finds the gold at the end of the rope and chucks it piecemeal into the ocean."""
22046037,7680,عشر مسرحيات مفقودة,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399494389l/22046037._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399494389l/22046037._SY75_.jpg,2010,,,,المركز القومي للترجمة,false,482132,4,203,65,17,3,5:6|4:5|3:4|2:1|1:1|total:17,1958,1,1,3.82,15,2,"['7680', '6036627']","[""Eugene O'Neill"", 'عبد السلام إبراهيم']","['3.96', '3.67']",[],[],[],
