id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
49552,957894,The Stranger,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349927872l/49552._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349927872l/49552._SY75_.jpg,1989,3,28,eng,Vintage International,false,3324344,90,1122620,2636657,662038,21626,5:238594|4:239292|3:132446|2:37475|1:14231|total:662038,1942,,,3.98,555946,13417,['957894'],['Albert Camus'],['4.00'],['4065222'],['Matthew    Ward'],['3.88'],"Through the story of an ordinary man unwittingly drawn into a senseless murder on an Algerian beach, Camus explored what he termed ""the nakedness of man faced with the absurd."" First published in English in 1946; now in a new translation by Matthew Ward."
11251599,957894,El extranjero,,9789505150441,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305406284l/11251599._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305406284l/11251599._SX50_.jpg,2011,3,,spa,Ediciones de la Flor,false,16178121,1,430,892,238,15,5:63|4:90|3:58|2:16|1:11|total:238,2011,3,,3.75,238,15,"['762935', '4823865', '957894']","['Juan Carlos Kreimer', 'Julián Aron', 'Albert Camus']","['3.65', '3.75', '4.00']",[],[],[],"En adaptación de Juan Carlos Kreimer e ilustrada por Julián Aron, la clásica novela aparece en su versión gráfica, que conserva y hasta aumenta su fuerza. Con un prólogo de Camus a la edición del libro en los Estados Unidos."
26116589,957894,Profil - Camus (Albert) : La Peste : Analyse littéraire de l'oeuvre (Profil d'une Oeuvre),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,213011,5,420,856,222,13,5:70|4:80|3:45|2:24|1:3|total:222,2002,6,3,3.86,0,0,"['77569', '957894']","['Bernard Alluin', 'Albert Camus']","['3.88', '4.00']",[],[],[],"L’ouvrage fournit toutes les clés pour analyser le roman d’Albert Camus.<br />Le résumé détaillé est suivi de l’étude des problématiques essentielles, parmi lesquelles :<br />– Le système des personnages<br />– Une structure dramatique<br />– Un roman d’aventures ? Un roman à énigmes ?<br />– Illusion du réel et réalisme<br />– Les éléments d’une éthique<br />– Satire et humour."
401720,957894,Discours de Suède,2070401219,9782070401215,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348159680l/401720._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348159680l/401720._SY75_.jpg,1997,2,21,,Gallimard,false,2416804,17,446,855,218,21,5:59|4:101|3:42|2:14|1:2|total:218,1957,12,18,3.92,135,8,['957894'],['Albert Camus'],['4.00'],[],[],[],"On aura peut-être été un peu surpris de voir dans ces discours l'accent porté par Camus sur la défense de l'art et la liberté de l'artiste - en même temps que sur la solidarité qui s'impose à lui. Cela faisait certes partie de ce que lui dictaient les circonstances et le milieu où il devait les prononcer, mais il est certain que Camus se sentait accablé par une situation où, selon ses propres paroles, ""le silence même prend un sens redoutable. À partir du moment où l'abstention elle-même est considérée comme un choix, puni ou loué comme tel, l'artiste, qu'il le veuille ou non, est embarqué. Embarqué me paraît ici plus juste qu'engagé."" Et malgré une certaine éloquence - qu'on lui reprochait également - il se sentait profondément concerné et douloureusement atteint par un conflit qui le touchait jusque dans sa chair et dans ses affections les plus enracinées.<br />Carl Gustav Bjurström."
17350361,957894,Dżuma; Upadek,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360599620l/17350361._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360599620l/17350361._SX50_.jpg,1987,,,pol,"Państwowy Instytut Wydawniczy, Warszawa",false,24091778,1,348,814,211,3,5:57|4:86|3:54|2:9|1:5|total:211,1987,1,1,3.86,211,3,['957894'],['Albert Camus'],['4.00'],[],[],[],"Dżuma - Metaforyczny obraz świata walczącego ze złem, którego symbolem jest tytułowa dżuma, pustosząca Oran w 194... roku. Wybuch epidemii wywołuje różne reakcje u mieszkańców, jednak stopniowo uznają słuszność postępowania doktora Rieux, który od początku aktywnie walczy z zarazą, uznając to za swój obowiązek jako człowieka i lekarza.<br /><br />Upadek - Amsterdamska spelunka, której szyld o egzotycznej nazwie ""Mexico City"" wabi w portowej mgle... Jean-Baptiste Clamence przychodzi tu co wieczór rozgrzać się kieliszkiem jałowcówki i załatwić swoje podejrzane interesy. Ten dziwny wygnaniec, pokątny adwokat, służący radą sutenerom i prostytutkom, był niegdyś wielką figurą paryskiej palestry, cieszył się powszechnym szacunkiem, miał wielkie powodzenie u kobiet. Czuł się szlachetny i niejako skazany na sukces, aż do dnia, kiedy na moście na Sekwanie wydarzyło się coś, co sprawiło, że ujrzał swoje dotychczasowe życie w zupełnie innym świetle. Teraz już wie, że jest w i n n y i że nie ma dla niego przebaczenia."
51668785,957894,La Dernière Fleur: Une parabole en images (Les iconoclastes t. 8),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,1371886,8,376,814,198,27,5:86|4:59|3:43|2:9|1:1|total:198,1939,,,4.11,0,0,['16839'],['James Thurber'],['3.95'],['957894'],['Albert Camus'],['4.00'],"À l’issue de la 12e Guerre mondiale, la civilisation s’est effondrée, les chiens ont quitté leurs anciens maîtres, toutes les forêts et les jardins ont été détruits et l’amour a fui le monde. Un jour, pourtant, une jeune fille découvre la dernière fleur subsistant sur terre et décide d’en prendre soin…<br /> <br /> En 1939, alors qu’éclate la Seconde Guerre mondiale, James Thurber dessine pour sa petite fille Rosemary, âgée de 7 ans, cette émouvante « parabole en images » (véritable « roman graphique » avant l’heure), pour lui raconter les cycles de la guerre, de la paix et de l’amour, à travers la résilience d’une simple petite fleur. Un conte écologiste et pacifiste, grave et tendre, mais enjoué et d’une délicate sagesse, traduit en français en 1952 par Albert Camus."
11993,957894,Camus at Combat: Writing 1944-1947,0691120048,9780691120041,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,1,16,fre,Princeton University Press,false,1388894,11,710,808,193,13,5:82|4:73|3:32|2:4|1:2|total:193,1947,,,4.19,136,6,"['957894', '1988009', '15650']","['Albert Camus', 'Jacqueline Levi-Valensi', 'David Carroll']","['4.00', '4.21', '4.01']",['45406'],['Arthur Goldhammer'],['4.02'],"<i>Paris is firing all its ammunition into the August night. Against a vast backdrop of water and stone, on both sides of a river awash with history, freedom's barricades are once again being erected. Once again justice must be redeemed with men's blood.</i><br /> ?<br /><br /><br /> Albert Camus (1913-1960) wrote these words in August 1944, as Paris was being liberated from German occupation. Although best known for his novels including <i>The Stranger</i> and <i>The Plague</i>, it was his vivid descriptions of the horrors of the occupation and his passionate defense of freedom that in fact launched his public fame.<br /><br /><br /> Now, for the first time in English, <i>Camus at 'Combat'</i> presents all of Camus' World War II resistance and early postwar writings published in <i>Combat</i>, the resistance newspaper where he served as editor-in-chief and editorial writer between 1944 and 1947. These 165 articles and editorials show how Camus' thinking evolved from support of a revolutionary transformation of postwar society to a wariness of the radical left alongside his longstanding strident opposition to the reactionary right. These are poignant depictions of issues ranging from the liberation, deportation, justice for collaborators, the return of POWs, and food and housing shortages, to the postwar role of international institutions, colonial injustices, and the situation of a free press in democracies. The ideas that shaped the vision of this Nobel-prize winning novelist and essayist are on abundant display.<br /><br /><br /> More than fifty years after the publication of these writings, they have lost none of their force. They still speak to us about freedom, justice, truth, and democracy.<br /><br />-- ""Choice"""
22670290,957894,Посторонний. Падение,5911810794,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404663727l/22670290._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404663727l/22670290._SX50_.jpg,2005,,,rus,Азбука-классика,false,42172838,9,374,808,194,9,5:83|4:72|3:28|2:10|1:1|total:194,1942,,,4.16,108,1,"['957894', '2970646']","['Albert Camus', 'Альбер Камю']","['4.00', '4.21']",[],[],[],"В книгу вошли две повести А.Камю, выдающегося писателя и мыслителя, лауреата Нобелевской премии в области литературы. ""Посторонний"" и ""Падение"", вошедшие в ряд наиболее читаемых произведений французской литературы XX века, - это повести-исповеди. Первая представляет собой записки убийцы, ждущего казни после суда. Вторая - исповедь некогда преуспевающего парижского адвоката, опустившегося до того, чтобы давать советы ворам и проституткам в пабах Амстердама."
23006194,957894,Ζαν Μπαρουά,9604353624,9789604353620,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585593855l/23006194._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585593855l/23006194._SX50_.jpg,2014,6,17,gre,Πόλις,false,1134609,38,596,719,182,27,5:59|4:70|3:40|2:11|1:2|total:182,1913,,,3.95,11,1,"['46466', '957894', '8472874', '14796370']","['Roger Martin du Gard', 'Albert Camus', 'Κώστας Σωχωρίτης', 'Στέλα Ζουμπουλάκη']","['4.07', '4.00', '4.00', '4.00']",[],[],[],"Μέσω της ιστορίας του <i>Ζαν Μπαρουά</i>, ο Ροζέ Μαρτέν ντυ Γκαρ μελετά τη σύγκρουση «ανάμεσα στις λίγο έως πολύ μυστικιστικές καταβολές εκείνης της γενιάς και στη θετικιστική παιδεία, κατάφορτη από σύγχρονη επιστήμη». Στα παιδικά του χρόνια ο Ζαν λαμβάνει καθολική εκπαίδευση, κατά τη διάρκεια όμως των σπουδών του στη βιολογία «απελευθερώνεται» από τη θρησκεία και μάλιστα στρατεύεται στις τάξεις των ελευθεροφρόνων. Τον καιρό της Υπόθεσης Ντρέυφους βρίσκεται μαζί με τους φίλους του στην εμπροσθοφυλακή του αγώνα υπέρ του Ντρέυφους – είναι η κορυφαία στιγμή της ζωής του. Στα γηρατειά του, «ξανακυλά, υπαναχωρεί» και επιστρέφει στη θρησκευτική πίστη των παιδικών του χρόνων.<br /><br />Μεταξύ των πολυάριθμων θεμάτων που θίγονται στο μυθιστόρημα, τρία καταλαμβάνουν τον περισσότερο χώρο: η κριτική στη θρησκεία, η έκθεση μιας υλιστικής φιλοσοφίας, η Υπόθεση Ντρέυφους.<br /><br />Μια δεκαετία περίπου προτού γράψει τον <i>Ζαν Μπαρουά</i>, ο Ροζέ Μαρτέν ντυ Γκαρ ήταν αποφασισμένος ν’ αλλάξει την παραδοσιακή φόρμα του μυθιστορήματος. Η «μεγάλη ιδέα» του ήταν να συνταιριάξει τα πλεονεκτήματα της μυθιστορηματικής τέχνης (τη μεγάλη έκτασή της, τις ελευθερίες της, την ποικιλία των μέσων της, την πληθώρα των αποχρώσεων που επιτρέπει η παλέτα του μυθιστοριογράφου) με τα πλεονεκτήματα της δραματικής τέχνης (αυτής της συναρπαστικής αποτύπωσης της πραγματικότητας που γεννά η παρουσία των ηθοποιών). Για να επιτευχθεί αυτό το αποτέλεσμα, η αφήγηση θα έπρεπε να πάρει τη μορφή ενός μυθιστορήματος με διαλόγους: στον <i>Ζαν Μπαρουά</i>, το κείμενο δεν επιμερίζεται πλέον σε κεφάλαια, αλλά σε μια διαδοχή από σκηνές, όπως σ’ ένα θεατρικό έργο.<br /><br />Ο Ροζέ Μαρτέν ντυ Γκαρ θα γίνει πρωτίστως γνωστός ως ο συγγραφέας των <i>Τιμπώ</i>, όμως ο <i>Ζαν Μπαρουά</i> είχε ανέκαθεν πολυάριθμους αναγνώστες, ιδιαιτέρως στις τάξεις της νεολαίας, μεταξύ όσων ζητούν από ένα βιβλίο να τους βοηθήσει στη διαμόρφωση μιας ηθικής προσωπικότητας.<br />A .D.<br /><br />""Ο Ροζέ Μαρτέν ντυ Γκαρ, που αρχίζει να γράφει στην αρχή του 20ού αιώνα, είναι ο μόνος λογοτέχνης της γενιάς του που είμαστε σε θέση να τοποθετήσουμε δίπλα στον Τολστόι. Ταυτόχρονα, όμως, είναι ίσως ο μόνος (και κατά μία έννοια περισσότερο από τον Ζιντ ή τον Βαλερύ) που αναγγέλλει τη λογοτεχνία του σήμερα, που της κληροδοτεί τα προβλήματα τα οποία τη συντρίβουν και που δικαιολογεί επίσης μερικές από τις ελπίδες της.<br /> Χάρη στην αδιόρατη τολμηρότητάτουή στις αποδεκτές αντιφάσεις του, το έργο του ντυ Γκαρ ανήκει στην εποχή μας. Ακόμη και σήμερα, είναι σε θέση να εξηγήσει εμάς τους ίδιους στους εαυτούς μας και αργότερα να βοηθήσει, ενδεχομένως, αυτούς που θα έρθουν.<br />Το θέμα του <i>Ζαν Μπαρουά</i> μας είναι οικείο, παρόλο που η σύνθεσή του είναι ασυνήθιστη. Από τεχνική άποψη, βέβαια, δεν έχει καμιά σχέση με μυθιστόρημα. <br />Ξεκόβει απ’ όλες τις παραδόσεις του είδους και τίποτα δεν μπορεί να συγκριθεί μαζί του στη λογοτεχνία που θ’ ακολουθήσει. Ο συγγραφέας του φαίνεται να έψαξε, με συστηματικό τρόπο, τους λιγότερο μυθιστορηματικούς τρόπους. Το βιβλίο αποτελείται από διαλόγους (που συνοδεύονται από σύντομες υποδείξεις σκηνοθεσίας) και ντοκουμέντα. Παρ’ όλ’ αυτά, το ενδιαφέρον παραμένει αμείωτο ώς το τέλος και το βιβλίο διαβάζεται απνευστί.<br />Θα μπορούσαμε να πούμε πως τούτο το βιβλίο (περισσότερο από τα μυθιστορήματα του Ζολά που τα ήθελε επιστημονικά, μα που δεν έπαυαν να είναι επικά) είναι το μόνο μεγάλο μυθιστόρημα της εποχής του επιστημονισμού που εκφράζει τόσο καλά τις προσδοκίες και τις απογοητεύσεις του.Τούτο το βιβλίο-ντοκουμέντο διαβάζεται σαν ένα περιπετειώδες μυθιστόρημα, γιατί η ασυνήθιστη μορφή του ενστερνίζεται σε βάθος την ιστορία που αφηγείται. Η εξέλιξη ενός ανθρώπου που αμφισβητεί την παραδοσιακή πίστη και που νομίζει ότι θα βρει ένα πιο σίγουρο πιστεύω στην επιστήμη δεν θα μπορούσε να αποδοθεί καλύτερα παρά με την τεχνική που ο Μαρτέν ντυ Γκαρ ήθελε να κάνει δική του, την τεχνική δηλαδή της σχεδόν επιστημονικής περιγραφής.""<br />ΑΛΜΠΕΡ ΚΑΜΥ"
8503009,957894,المقصلة - أعراس,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,,,ara,دار المدى للطباعة والنشر والتوزيع,false,13368972,3,657,708,209,54,5:32|4:55|3:90|2:26|1:6|total:209,2007,,,3.39,185,46,"['957894', '5406292']","['Albert Camus', 'ألبير كامو']","['4.00', '3.59']",['2967319'],['جورج طرابيشي'],['3.80'],"لنيل والفرات:<br />إن قابيل لم يقتل، وإن كان البشر ينظرون إليه على مر القرون نظرة استنكار: هذه هي، على كل حال، الأمثولة التي ينبغي علينا أن نستخلصها من العهد القديم، وكم بالأحرى من الأناجيل، بدلاً من أن نستوحي الأمثلة الفظة من الشريعة الموسوية. ولا شيء يمنع على كل حال أن تقدم بلادنا على تجربة ما، محددة زمنياً (لعشر سنوات مثلاً)، إذا كان برلماننا لا يزال عاجزاً عن التكفير عن اقتراعاته المحبذة لإنتاج الكحول بذلك التدبير الحضاري الكبير الذي هو إلغاء عقوبة الموت نهائياً. وإذا كان الرأي العام وممثلوه لا يستطيعون حقاً أن يتخلوا عن هذا القانون الكسول الذي يكتفي بمحق وجود من لا يستطيع إصلاحه، فلنسع على الأقل، بانتظار يوم تشرق فيه الحياة الجدية والحقيقية، إلى إلغاء هذا ""المسلخ الاحتفالي"" الذي يلوث مجتمعنا. إن عقوبة الموت كما تطبق، ومهما كان تطبيقها قليلاً، لهي مجزرة مقرفة، إهانة موجهة إلى شخص الإنسان وجسمه، إن بتر العنق هذا، وهذا الرأس الحي والمقطوع ونافورات الدم الطويلة هذه، إنما يعود تاريخها إلى عصر همجي كان يعتقد أنه يرهب الشعب بمشاهد مذلة. واليوم، إذ يتم تنفيذ هذا الموت الدنئ خلسة، فأي معنى بقي لهذا العذاب؟ الحقيقة هي أننا نقتل في عصر الذرة كما كنا نقتل في عصر القبان. وليس ثمة من إنسان طبعي الحساسية، لا يأخذه الغثيان، لمجرد التفكير بهذه الجراحة الفظة. وإذا كانت الدولة الفرنسية عاجزة عن الانتصار على نفسها في هذا المضمار، وعن أن تقدم لأوروبا أحد الأدوية التي هي بحاجة إليها، فتبدأ على الأقل بالإصلاح طريقة تطبيق عقوبة الموت. إن العلم الذي يفيد في القتل بكثرة يستطيع أن يفيد على الأقل في القتل بحشمة. إن بنجا ينقل المحكوم عليه من حالة النوم إلى الموت، ويظل بمتناوله لمدة يوم على الأقل كي يستعمله بحرية، ويفرض عليه بطريقة أخرى فيما إذا رفض استعماله أو خانته إرادته، إن بنجا كهذا سيضمن الموت، إذا ما بقينا متمسكين به، لكنه سيضفي شيئاً من الحشمة على عملية ليس فيها اليوم إلا عرض دنيء وبذيء.<br /><br />إنني أشير إلى مثل هذا الحل الوسط بمقدار ما ينبغي علينا أن نيأس أحياناً من أن نرى الحكمة والحضارة تفرضان نفسيهما على المسؤولين عن مستقبلنا. إن معرفة عقوبة الموت على حقيقتها وعدم القدرة على منع تطبيقها شيء لا يحتمل ويقشعر له البدن بالنسبة لبعض البشر. وهم أكثر عدداً مما يظن. إنهم هم أيضاً يقاسون من هذه العقوبة، على طريقتهم، وبدون أي عدل. فلتخفف على الأقل من وطأة هذه الصور القذرة التي يرزحون تحتها، والمجتمع لن يخسر بذلك شيئاً. لكن هذا أيضاً في النهاية، ليس كافياً. فلن يكون هناك سلام دائم، لا في قلوب الأفراد ولا في أخلاق المجتمع، ما لم يوضع الموت خارج القانون.<br /><br />في عام 1955، شرع آرثر كوستلر في شن حملة صحفية للمطالبة بإلغاء عقوبة الإعدام في إنكلترا. وبعد حملته هذه بمدة قصيرة من الزمن وافق مجلس العموم البريطاني على إلغاء هذه العقوبة، ولكن مجلس اللوردات المحافظ حال دون ذلك. وفي عام 1957، كتب ألبير كامو دراسته هذه عن عقوبة الإعداد ليضم صوته إلى صوت كوستلر، ويطالب بإلغاء عقوبة الإعدام في فرنسا."
397138,957894,Neither Victims Nor Executioners,0865710856,9780865710856,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1292173645l/397138._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1292173645l/397138._SY75_.jpg,,,,,,false,386610,13,586,673,161,23,5:68|4:62|3:24|2:6|1:1|total:161,1946,11,,4.18,95,11,['957894'],['Albert Camus'],['4.00'],[],[],[],"A reprinting of a series of essays written by Camus originally appearing serially in the 1946 Fall issues of ""Combat,"" a French resistance newspaper published during WWII. In the essays he discusses violence, murder &amp; the impact these have on those who perpetrate, suffer or observe. (These essays, orginally written in French, were translated into English by Dwight Macdonald &amp; were 1st published in the July-August issue of ""Politics."" With Mcadonald's permission, they were republished in this volume.) <br /> Camus' essays deal with the future of politics &amp; human society in the era of modern warfare &amp; totalitarian states."
1811725,957894,Estado de Sítio / O Estrangeiro,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417311121l/1811725._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417311121l/1811725._SX50_.jpg,1982,,,por,,false,13919777,2,332,615,144,6,5:64|4:59|3:19|2:0|1:2|total:144,1982,1,1,4.27,143,6,['957894'],['Albert Camus'],['4.00'],[],[],[],
440021,957894,دلهره‌ی هستی,9643512665,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2005,,,per,موسسه انتشارات نگاه,false,428833,2,405,600,175,19,5:28|4:58|3:60|2:19|1:10|total:175,2005,,,3.43,141,12,['957894'],['Albert Camus'],['4.00'],['1938044'],['محمدتقی غیاثی'],['3.50'],
1806145,957894,Jonas Ou L'Artiste Au Travail: Suivi de la Pierre Qui Pousse,2070426734,9782070426737,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464406806l/1806145._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464406806l/1806145._SY75_.jpg,2003,1,1,fre,Gallimard Education,false,1805411,1,322,573,172,13,5:21|4:58|3:57|2:29|1:7|total:172,1957,4,2,3.33,172,13,['957894'],['Albert Camus'],['4.00'],[],[],[],"Quoi qu'il puisse arriver, Jonas, peintre au talent reconnu, croit en sa bonne étoile - jamais elle ne cessera de l'aider et de le guider. Pourtant la vie, ses proches, ses amis, ses disciples l'acculent peut à peu à la stérilité artistique...<br />Un ingénieur français, en mission au Brésil, est confronté aux superstitions et au mysticisme des indigènes. Mais l'amitié qu'il éprouve pour l'un d'entre eux aura raison de son scepticisme.<br />Deux magnifiques nouvelles à la fin mystérieuse et ambiguë."
4258984,957894,The Fastidious Assassins,0141036621,9780141036625,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,8,7,eng,Penguin,false,75322161,1,637,570,153,12,5:29|4:67|3:46|2:8|1:3|total:153,,,,3.73,153,12,['957894'],['Albert Camus'],['4.00'],[],[],[],
8452665,957894,Fața și reversul; Nunta; Mitul lui Sisif; Omul revoltat; Vara,9735769301,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,1,,rum,RAO International Publishing Company,false,13316737,4,324,525,119,6,5:66|4:39|3:11|2:3|1:0|total:119,1994,1,1,4.41,97,3,['957894'],['Albert Camus'],['4.00'],[],[],[],"Acest al doilea volum din seria ""Camus"" propusa cititorului român de Editura RAO, cuprinde: ""Fata si reversul"", ""Nunta"", ""Mitul lui Sisif"", ""Omul revoltat"", ""Vara"". ""Fata si reversul"" a văzut lumina tiparului în Algeria, într-un număr redus de exemplare. Era încercarea tînărului Camus de a exprima ca şi în operele de mai târziu absurditatea unei lumi contradictorii: pe de o parte fericirea, bucuria, tinereţea - deci gustul pentru acţiune, iar pe de altă parte singurătatea, boala, moartea - adică nevoia de izolare în contemplare. Camus nu ezita însă nici un moment să afirme capacitatea omului de a purta în sine tot ceea ce poate explica universul şi destinul. Inedit pentru cititorul român este ""Omul revoltat"", eseu care prin conţinutul său nu a putut fi până acum publicat de noi din cauze bine ştiute."
51487246,957894,Yabancı,9750741277,9789750741272,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2018,8,,tur,Can Yayınları,false,76155344,1,249,517,123,6,5:46|4:58|3:17|2:2|1:0|total:123,1942,,,4.20,123,6,['957894'],['Albert Camus'],['4.00'],['6861935'],['Samih Tiryakioğlu'],['4.13'],"""Albert Camus""nün ( 1913-1960) en tanınmış, en çok yabancı dile çevrilmiş, en çok incelenmiş ve hala en çok satan kitaplar arasında yer alan ""Yabancı"", aynı zamanda yazarın en gizemli yapıtı. Ölümün egemen olduğu bir ""varlık""ın en anlamsız olgularını saçma bir düzensizlik içinde yaşayan bu romanın başkişisi ""Meursault"", bir simge kahraman değildir, ""adı"" olmayan bir ""Yabancı""dır; bu eksik kimlik, gerçeklikten algıladığı şeyi yapılandıramayan, yeniden örgütleyemeyen, ama gerçekliğin yankılarını yakalamaya çalışan bir boş bilincin imgesidir. Onun kayıtsızlığı ve edilgenliği, işte bu boş bilincin ürünüdür. Yabancı, büyüleyici gücünü, içinde barındırdığı trajedi duygusuna borçlu: Bir türlü ele geçirilemeyen anlamın sürekli aranması, bilinç ile toplumsal dünya arasındaki çatışma... Camus'yle buluşanların hiçbiri, onunla karşılaşınca hayal kırıklığına uğramamıştır. ""Mutluluk, bir yerde ve her yerde hiçbir şey beklemeden dünyayı, insanları sevmektir,"" der Camus. Giderek daha çok sevilen bir yazar olması, onun bu sevgisinin yansımasından başka bir şey değildir."
36644205,957894,Correspondance (1944-1959),2072746167,9782072746161,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2017,11,9,fre,Gallimard,false,58413717,17,946,490,117,21,5:55|4:36|3:20|2:5|1:1|total:117,2007,,,4.19,35,3,"['957894', '5594261', '14015183']","['Albert Camus', 'Maria Casarès', 'Béatrice Vaillant']","['4.00', '4.38', '4.37']",[],[],[],"Le 19 mars 1944, Albert Camus et Maria Casarès se croisent chez Michel Leiris, lors de la fameuse représentation-lecture du Désir attrapé par la queue de Pablo Picasso. L'ancienne élève du Conservatoire national d'art dramatique, originaire de La Corogne (Galice) et fille d'un ancien président du Conseil de la Seconde République espagnole exilé à Paris en 1936, n'a alors que vingt-deux ans. Parlant parfaitement français, elle a débuté sa carrière d'actrice en 1942 au Théâtre des Mathurins, au moment où Albert Camus publiait L'Etranger et Le Mythe de Sisyphe chez Gallimard. Albert Camus vit alors seul à Paris, la guerre l'ayant éloigné depuis deux ans de son épouse Francine, enseignante à Oran. Sensible au jeu, au tempérament et à la beauté de l'actrice, Albert Camus lui confie le rôle de Martha pour la création de sa pièce Le Malentendu en juin 1944. Et durant la nuit du Débarquement en Normandie, sortant d'une soirée chez leur ami Charles Dullin, Albert Camus et Maria Casarès deviennent amants. Il ne s'agit là encore que du prélude à une grande histoire amoureuse ; car Maria décide de mettre fin à cette relation qui lui semble sans avenir, au vu de la situation conjugale de son amant. Mais quatre ans exactement après leur première déclaration, le 6 juin 1948, Albert et Maria se retrouvent, par un heureux hasard, sur un boulevard parisien ; leur histoire commune reprend alors, plus passionnée que jamais, et sans interruption jusqu'à la mort accidentelle de l'écrivain, au début de l'année 1960. Durant toutes ces années, Albert et Maria n'ont jamais cessé de s'écrire, notamment lors des longues semaines de séparation dues à leur engagement artistique et intellectuel, aux séjours au grand air ou aux obligations familiales. Sur fond de vie publique et d'activité créatrice (les livres et les conférences, pour l'écrivain ; les tournées avec la Comédie-Française et le TNP pour l'actrice), leur correspondance croisée, demeurée inédite jusqu'à ce jour, révèle quelle fut l'intensité de leur relation intime, s'éprouvant dans le manque et l'absence autant que dans le consentement mutuel, la brûlure du désir, la jouissance des jours partagés, les travaux en commun et la quête du véritable amour, de sa parfaite formulation et de son accomplissement. Nous savions que l'oeuvre d'Albert Camus était traversée par la pensée et l'expérience de l'amour, jusqu'aux dossiers préparatoires du Premier Homme. La publication de cette immense correspondance révèle la pierre angulaire de cette constante préoccupation : l'amour, l'inévitable amour. ""Quand on a aimé quelqu'un, on l'aime toujours"", confiait Maria Casarès bien après la mort d'Albert Camus ; ""lorsqu'une fois, on n'a plus été seule, on ne l'est plus jamais""."
