id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
32585,18317,Hunger,0486431681,9780486431680,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456243307l/32585._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456243307l/32585._SY75_.jpg,2003,11,17,eng,Dover Publications,false,3135610,69,91008,164587,40638,2855,5:15614|4:15048|3:7150|2:2049|1:777|total:40638,1890,,,4.05,28703,1416,['18317'],['Knut Hamsun'],['4.00'],"['488173', '6722570']","['George Egerton', 'Viki Kärkkäinen']","['4.06', '4.07']","One of the most important and controversial writers of the 20th century, Knut Hamsun made literary history with the publication in 1890 of this powerful, autobiographical novel recounting the abject poverty, hunger and despair of a young writer struggling to achieve self-discovery and its ultimate artistic expression. The book brilliantly probes the psychodynamics of alienation, obsession, and self-destruction, painting an unforgettable portrait of a man driven by forces beyond his control to the edge of the abyss. Hamsun influenced many of the major 20th-century writers who followed him, including Kafka, Joyce and Henry Miller. Required reading in world literature courses, the highly influential, landmark novel will also find a wide audience among lovers of books that probe the ""unexplored crannies in the human soul"" (George Egerton)."
373233,18317,Selected Letters 2: 1898-1952,187004133X,9781870041331,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,8,1,,Norvik Press,false,363150,4,29,34,9,1,5:2|4:3|3:4|2:0|1:0|total:9,1990,,,3.78,9,1,"['18317', '13702579']","['Knut Hamsun', 'Harald S. Næss']","['4.00', '3.95']",[],[],[],"This, the second of a two-volume edition of the selected letters of Knut Hamsun in English translation, follows the career of this major European novelist and writer, from his problem-filled middle life at the turn of the century to his death at the age of 92 in 1952."
6563270,18317,Собрание сочинений в шести томах,5280017000,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1991,,,rus,Художественная литература,false,6756132,1,16,29,6,0,5:5|4:1|3:0|2:0|1:0|total:6,1991,,,4.83,6,0,"['18317', '2967640']","['Knut Hamsun', 'Кнут Гамсун']","['4.00', '3.93']",[],[],[],
30362333,18317,განცდილი და ნაფიქრალი კავკასიაში,9994059165,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465234375l/30362333._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465234375l/30362333._SX50_.jpg,2006,,,kat,ინტელექტი,false,50871894,2,27,29,10,1,5:0|4:3|3:4|2:2|1:1|total:10,1903,,,2.90,8,1,['18317'],['Knut Hamsun'],['4.00'],[],[],[],"""ზღაპრული ქვეყანა""<br />""დედოფალი თამარი"""
30344665,18317,The Best of Knut Hamsun: Boxed Set,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,50845987,5,39,29,7,0,5:2|4:4|3:1|2:0|1:0|total:7,2005,,,4.14,1,0,"['18317', '2933384']","['Knut Hamsun', 'Edwin Björkman']","['4.00', '3.63']","['488173', '4407820', '2960207', '2963934']","['George Egerton', 'W.J. Alexander Worster', 'Paula Wiking', 'Carl Christian Hyllested']","['4.06', '3.83', '3.66', '4.12']",
29942212,18317,Nälg. Müsteeriumid. Paan. Victoria,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460999976l/29942212.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460999976l/29942212._SY75_.jpg,1986,,,est,Eesti Raamat,false,50332911,1,20,26,7,1,5:2|4:3|3:1|2:0|1:1|total:7,,,,3.71,7,1,['18317'],['Knut Hamsun'],['4.00'],[],[],[],"Nimeka norra kirjaniku Knut Hamsuni (1859-1952), Nobeli laureaadi (1920) neli noorpõlveromaani Henrik Sepamaa uues tõlkes. Autobiograafiliste sugemetega ""Näljas"" kujutatakse omaaegset Oslo boheemlaselu, kuna ""Müsteeriumid"", ""Paan"" ja ""Victoria"" on vohava fantaasiaga kirjutatud lüürilis-romantilised armastusromaanid."
27150819,18317,Paa turné: Tre foredrag om litteratur,8205000158,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444788752l/27150819._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444788752l/27150819._SY75_.jpg,1971,,,nor,Gyldendal Norsk Forlag,false,47188293,3,9,25,6,0,5:2|4:3|3:1|2:0|1:0|total:6,1960,,,4.17,5,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],"""Mine Herrer og Damer! Det er om norsk litteratur jeg vil tale iaften, og det jeg har å si vil nok komme til å forarge.""<br /><br />I 1891 reiste Hamsun rundt i Norge med sine tre foredrag om norsk litteratur, og skapte røre med sitt radikale budskap. Han angrep både de rådende litterære skolene og navngitte forfatterkolleger, særlig ""de fire store"" i norsk litteratur: Ibsen, Bjørnson, Lie og Kielland. Skandalen var kanskje størst i hovedstaden der Ibsen var innbudt og satt på første rad.<br /><br />Hamsun viste i fordragene også hva han mente norsk litteratur burde være, og utmeislet dermed sitt eget litterære program: Han ville skape en ny psykologisk diktning, i pakt med den nye rastløse og moderne menneskesjelen"
19104992,18317,Stridende liv,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1905,,,,,false,27138016,1,9,25,7,0,5:0|4:4|3:3|2:0|1:0|total:7,1905,1,1,3.57,7,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],
23635745,18317,Fler nobeller - Noveller av Nobelpristagare,,9789172216433,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417348448l/23635745._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417348448l/23635745._SX50_.jpg,2012,,,swe,En bok för alla,false,43240672,1,23,23,8,2,5:0|4:0|3:7|2:1|1:0|total:8,2012,1,1,2.88,8,2,"['9939238', '9939239', '446692', '134980', '1197', '3989', '9939240', '36635', '1113469', '8550', '3534', '7728', '4391', '1709', '1545124', '22515', '978', '65633', '957894', '18317', '3439713', '6669']","['Gun Ekroth', 'Lars Rydquist', 'Tomas Tranströmer', 'Herta Müller', 'Harold Pinter', 'V.S. Naipaul', 'Imre Kertésy', 'Juan Ramón Jiménez', 'Hermann Hesse', 'Yasunari Kawabata', 'Toni Morrison', 'Doris Lessing', 'Saul Bellow', 'Grazia Deledda', 'Johannes V. Jensen', 'Mario Vargas Llosa', 'Wole Soyinka', 'J.M.G. Le Clézio', 'Albert Camus', 'Knut Hamsun', 'Kenzaburō Ōe', 'Wisława Szymborska']","['3.15', '2.88', '4.08', '3.61', '3.79', '3.70', '2.88', '3.82', '4.05', '3.75', '3.91', '3.65', '3.76', '3.64', '3.74', '3.97', '3.81', '3.65', '4.00', '4.00', '3.78', '4.32']",[],[],[],"Nobelpristagare i kortform!<br />Nästan alla nobelpristagare i litteratur har skrivit noveller. En novell är som alla vet en kort skönlitterär text, men vad är en nobell? I en här samlingen finns även andra former av korta texter: utdrag ur romaner eller essäistiska och anekdotiska berättelser. En nobell är helt enkelt att utmärkt sätt att bekanta sig med nobelpristagarna när man inte hunnit läsa deras längre romaner!<br />Den första volymen med Nobeller kom på En bok för alla 2007. Den nya boken omfattar även den hela nobelprisets historia från 1901 till 2011 då Tomas Tranströmer fick priset.<br />Här finns utöver honom Hertha Müller, Harold Pinter, Imre Kertez, Toni Morrison, Doris Lessing, Vargas Llosa, J M G Le Clezio och många andra."
9319210,18317,Классика зарубежного рассказа - 1,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454093269l/9319210._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1454093269l/9319210._SX50_.jpg,2009,,,rus,Союз,false,14202385,1,19,22,5,0,5:3|4:1|3:1|2:0|1:0|total:5,,,,4.40,5,0,"['228089', '1240', '4750', '2448', '18317', '8987', '18791', '4624490', '880695', '14369625', '7204182', '14927169', '14760342', '14927170']","['Honoré de Balzac', 'Jack London', 'Émile Zola', 'Arthur Conan Doyle', 'Knut Hamsun', 'Theodore Dreiser', 'Guy de Maupassant', 'Edgar Allan Poe', 'H.G. Wells', 'Александр Бордуков', 'Алексей Золотницкий', 'Всеволод Кузнецов', 'Алексей Борзунов', 'Александр Котов']","['3.80', '3.96', '3.93', '4.20', '4.00', '3.91', '3.86', '4.17', '3.83', '4.03', '3.86', '3.94', '4.25', '4.25']",[],[],[],Аудиосборник с лучшими произведениями признанных классиков зарубежной литературы конца XIX начала XX веков.<br />Время звучания: 5:23:00 <br />Содержание:<br />Оноре де Бальзак. Обедня безбожника<br />Эдгар Аллан По. Происшествие в Скалистых горах<br />Эмиль Золя. Большой Мишу<br />Ги де Мопассан. Ребенок<br />Артур Конан Дойл. Пять апельсиновых зерен<br />Кнут Гамсун. Дама из Тиволи<br />Герберт Джордж Уэллс. Бабочка<br />Теодор Драйзер. Сельский врач<br />Джек Лондон. Неожиданное
36009975,18317,Loftskeytamaðurinn,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1502586126l/36009975._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1502586126l/36009975._SY75_.jpg,2007,,,isl,Uppheimar,false,57580601,1,10,22,6,0,5:1|4:2|3:3|2:0|1:0|total:6,1904,,,3.67,6,0,['18317'],['Knut Hamsun'],['4.00'],['2779048'],['Jón Kalman Stefánsson'],['4.13'],"Loftskeytamaðurinn kom út árið 1904, var kvikmynduð níutíu árum síðar og er stundum sögð skemmtilegasta bók Hamsuns. Hún markaði ákveðin skil í höfundarverki hans. Stíllinn er ekki rökkurkenndur eins og í fyrri bókum heldur skýr, launfyndinn, en jafnframt með ljóðrænum undirtóni. <br /><br />Hér segir frá loftskeytamanninum Ole Rolandsen sem er sveimhugi, trúbador, drykkjusvoli, viðkvæmur slagsmálahundur og uppfinningamaður. <br /><br />Hamsun dregur fram urmul af eftirminnilegum persónum; strangan en kannski brjóstumkennanlegan prest, óðamála ráðskonu, breyskan meðhjálpara, sjálfan Mack sem ríkir yfir öllu eins og keisari og dóttir hans Elise sem er sól og stjarna yfir þessu lífi. En nótt eina er brotist inn hjá Mack og þá breytist allt..."
22720253,18317,"Zaqueu e ""Polly"", o cozinheiro",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405326208l/22720253._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405326208l/22720253._SX50_.jpg,,,,por,Mosaico,false,42249374,1,6,22,6,2,5:1|4:3|3:1|2:1|1:0|total:6,,,,3.67,6,2,['18317'],['Knut Hamsun'],['4.00'],['8152848'],['César de Frias'],['3.60'],
30531249,18317,İskandinav Masalları,,9789754684704,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465794956l/30531249._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465794956l/30531249._SX50_.jpg,2004,,,tur,Say Yayınları,false,51056693,1,8,20,4,1,5:4|4:0|3:0|2:0|1:0|total:4,,,,5.00,4,1,"['38266', '80498', '1373941', '18317']","['Selma Lagerlöf', 'Gunnar Gunnarsson', 'Johannes Jensen', 'Knut Hamsun']","['3.85', '3.93', '4.57', '4.00']",[],[],[],"Daha önce hiç İzlanda, Norveç, Finlandiya ve İsveç masalı okudunuz mu? <br />Okumadıysanız, işte kaçırmamanız gereken bir fırsat! Bu soğuk ülkelerin masalları, hem sade dili, hem üslupları hem de öyküleriyle içinizi ısıtacak! Masallarda anlatılan devlerin, trollerin, sihirli değirmenlerin, gümüş tavşanların, görünmez insanların başından geçenleri heyecanla okuyacaksınız."
14742761,18317,Sügistähe all. Rändur mängib sordiiniga,9985653734,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338471523l/14742761._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338471523l/14742761._SX50_.jpg,2002,,,est,Eesti Raamat,false,20390418,1,6,20,5,0,5:1|4:3|3:1|2:0|1:0|total:5,2002,1,1,4.00,5,0,['18317'],['Knut Hamsun'],['4.00'],['6584786'],['Enno Turmen'],['3.67'],"Tuntud norra kirjaniku Knut Hamsuni (1859-1952) kaksikromaan, milles küpsesse keskikka jõudnud ja juba elava klassiku staatuse saavutanud autor kujutab läheneva vanadusjõuetuse ning maskuliinse jõu hääbumise eelaimdusest rusutud intelligendi sisemisi heitlusi ja hingelisi vastuolusid. Diloogia lõpeb küll näilises loobumismeeleolus, kuid selle taustal jääb tugevalt kõlama hamsunlik loodust, tööd, tugevat isiksust ja armastust ülistav paatos."
19103802,18317,Krattskog,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1903,,,,,false,27136729,1,7,19,5,0,5:1|4:2|3:2|2:0|1:0|total:5,1903,1,1,3.80,5,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],
11092363,18317,Best Books Ever: As Voted on by Authors,,2940012355065,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,true,16014216,1,66,19,4,0,5:3|4:1|3:0|2:0|1:0|total:4,2011,4,5,4.75,4,0,"['1265', '3137322', '239579', '173', '973', '1461', '232932', '18317', '2730977', '5144', '17623', '68552', '1624', '17241', '4739', '1597', '5223', '947', '1002', '1831', '128382', '1244', '1438', '919', '4037220', '6378', '228089', '4191', '1838', '3345', '5031312']","['Jane Austen', 'Fyodor Dostoyevsky', 'Charles Dickens', 'George Eliot', 'Euripides', 'Gustave Flaubert', 'Nikolai Gogol', 'Knut Hamsun', 'Henrik Ibsen', 'James Joyce', 'D.H. Lawrence', 'C. Rajagopalachari', 'Herman Melville', 'Michel de Montaigne', 'Murasaki Shikibu', 'George Webbe Dasent', 'Franz Kafka', 'William Shakespeare', 'Sophocles', 'Jonathan Swift', 'Leo Tolstoy', 'Mark Twain', 'Walt Whitman', 'Virgil', 'Miguel de Cervantes Saavedra', 'Hans Christian Andersen', 'Honoré de Balzac', 'Emily Brontë', 'Geoffrey Chaucer', 'Joseph Conrad', 'Dante Alighieri']","['4.12', '4.18', '3.89', '3.84', '3.94', '3.69', '4.04', '4.00', '3.78', '3.74', '3.59', '4.26', '3.54', '4.15', '3.77', '4.11', '3.89', '3.87', '3.77', '3.67', '4.06', '3.86', '4.13', '3.85', '3.87', '4.12', '3.80', '3.86', '3.55', '3.50', '4.02']",[],[],[],"For similar collections do a search for ""Milsap Publishers"" in Barnes &amp; Noble.<br /><br />This is a collection of 32 of the greatest work ever written as voted on by authors. There is a table of contents for this collection to easily navigate between the different works.<br />All of the following will be included:<br />Don Quixote<br />Andersen's Fairy Tales<br />Pride and Prejudice<br />Father Goriot<br />Wuthering Heights<br />Canterbury Tales<br />Nostromo<br />Divine comedy<br />Great Expectations<br />Crime and Punishment<br />The Idiot<br />Brothers Karamazov<br />Middlemarch<br />Tragedies of Euripides (includes Medea)<br />Madame Bovary<br />Dead Souls<br />Hunger<br />A Doll's House<br />Ulysses<br />Sons and Lovers<br />Mahabharata<br />Moby Dick<br />Essays of Michel de Montaigne<br />Japanese Literature (includes The Tale of Genji)<br />Story of Burnt Njal<br />Metamorphoses<br />Hamlet<br />Tragedy of King Lear<br />Othello<br />Plays of Sophocles<br />Gulliver's Travels<br />War and Peace<br />Anna Karenina<br />Huckleberry Finn<br />Leaves of Grass<br />Hindu Literature (includes Ramayana)<br />The Aeneid"
10775058,18317,Livets spil,,2940038042215,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,15686830,5,11,19,5,1,5:2|4:1|3:1|2:1|1:0|total:5,1896,1,1,3.80,4,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book."
34272931,18317,Ny jord/Redaktør Lynge,8205359083,9788205359086,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487014187l/34272931._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487014187l/34272931._SX50_.jpg,2007,,,nor,Gyldendal Norsk Forlag,false,57729905,5,12,18,5,0,5:1|4:2|3:1|2:1|1:0|total:5,,,,3.60,5,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],
13013878,18317,Fame / Pan / Victoria / Il risveglio della terra,8802015503,9788802015507,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536437830l/13013878._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536437830l/13013878._SX50_.jpg,1968,,,ita,UTET,false,18175807,1,24,18,5,2,5:1|4:2|3:1|2:1|1:0|total:5,,,,3.60,5,2,['18317'],['Knut Hamsun'],['4.00'],[],[],[],
35331191,18317,Lutalice (drugi tom),,9788679581471,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496670999l/35331191._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496670999l/35331191._SY75_.jpg,2016,,,srp,Lom,false,63764805,1,15,18,4,2,5:2|4:2|3:0|2:0|1:0|total:4,,,,4.50,4,2,['18317'],['Knut Hamsun'],['4.00'],[],[],[],
246898,18317,Brev Til Marie,8203038735,9788203038730,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,nor,,false,239223,2,9,18,5,0,5:1|4:1|3:3|2:0|1:0|total:5,1970,1,1,3.60,5,0,"['18317', '144295']","['Knut Hamsun', 'Tore Hamsun']","['4.00', '3.20']",[],[],[],
24766354,18317,Fame - Pan - Racconti,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422645379l/24766354._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422645379l/24766354._SX50_.jpg,1965,,,ita,Fratelli Fabbri Editori,false,41389254,1,7,18,5,0,5:0|4:3|3:2|2:0|1:0|total:5,,,,3.60,5,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],
25648740,18317,Fame / Cespugli,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433241589l/25648740._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433241589l/25648740._SX50_.jpg,1983,,,ita,Istituto Geografico De Agostini,false,45468124,1,7,17,4,1,5:2|4:1|3:1|2:0|1:0|total:4,1983,1,1,4.25,4,1,"['18317', '2865349']","['Knut Hamsun', 'Antonio Lugli']","['4.00', '3.66']",['5039253'],['Clemente Giannini'],['3.87'],"Il grande choc che la letteratura nordica procurò all’Europa di fine Ottocento è legato a due romanzi: Inferno di Strindberg e Fame di Knut Hamsun, pubblicato nel 1890. Ed è uno choc la cui violenza il lettore sentirà ancora oggi. Un giovane scrittore, nei cui tratti e nelle cui esperienze si riconosce facilmente lo stesso Hamsun, passa un periodo di solitari deliri e tortuose riflessioni nella città di Christiania, tentando di sopravvivere con sporadiche collaborazioni giornalistiche, in attesa di manifestare il suo genio letterario. Vari personaggi lo sfiorano e scompaiono, ma unica vera e costante compagna, inesorabile antagonista, è la fame, presenza ossessiva che riesce a trasformare le apparenze del mondo come una potentissima droga, producendo una continua oscillazione fra atroci depressioni e morbose euforie. Visionario della fame, il giovane scrittore scopre il carattere fantomatico e oppressivo della vita urbana, si inoltra negli infiniti sottosuoli della mente, lascia infine che esploda la sua rabbia fisiologica contro una società che sembra affinare sempre più, col tempo, le sue torture. E la sua narrazione brucia il naturalismo esasperandolo – mentre nel più immediato quotidiano vediamo affiorare un nuovo spessore di spettralità e violenza.<br /><br /><b>Edizione priva di ISBN, contiene: ""Fame"" (Sult) e i racconti brevi ""Cespugli"" (Kratskog)</b>"
137196,18317,Selected Letters 1879-1898,1870041135,9781870041133,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1990,12,1,eng,Norvik Press,false,6746553,2,24,16,4,1,5:2|4:0|3:2|2:0|1:0|total:4,1990,1,31,4.00,3,0,"['18317', '13702579']","['Knut Hamsun', 'Harald S. Næss']","['4.00', '3.95']",[],[],[],This selection from Knut Hamsun's voluminous correspondence includes material from his years in America in the 1890s. There is an extensive commentary and notes. Knut Hamsun was the winner of the Nobel Prize for Literature in 1922.
16037563,18317,Noveller för världens barn 2012,,9789177366263,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348177216l/16037563._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348177216l/16037563._SY75_.jpg,2012,,,swe,Världens Barn,false,21811559,1,21,16,4,1,5:1|4:2|3:1|2:0|1:0|total:4,2012,,,4.00,4,1,"['937553', '6378', '655395', '176095', '233892', '5324406', '956849', '691426', '8875', '848886', '957536', '533521', '95947', '6536625', '539149', '123374', '1414712', '6547', '6815', '23817', '302660', '1373146', '1021003', '4203', '79875', '778911', '4037424', '18317', '87694', '804767', '4588770']","['Naja Marie Aidt', 'Hans Christian Andersen', 'Vita Andersen', 'Tove Ditlevsen', 'Monika Fagerholm', 'Mats Kempe', 'Eeva Kilpi', 'Rose Lagercrantz', 'Halldór Laxness', 'Fredrik Lindström', 'Max Lundgren', 'Harry Martinson', 'Vilhelm Moberg', 'Sonja Nordenswan', 'Henrik Pontoppidan', 'Cora Sandel', 'Steinunn Sigurðardóttir', 'Maj Sjöwall', 'August Strindberg', 'Margareta Strömstedt', 'Hjalmar Söderberg', 'Märta Tikkanen', 'Aino Trosell', 'Sigrid Undset', 'Tarjei Vesaas', 'Klas Östergren', 'Beate Grimsrud', 'Knut Hamsun', 'Jens Peter Jacobsen', 'Elsie Johansson', 'Thorsten Jonsson']","['3.92', '4.12', '3.61', '4.16', '3.35', '3.34', '3.76', '3.88', '3.97', '3.16', '3.60', '3.78', '4.20', '4.00', '4.18', '3.95', '3.44', '3.91', '3.53', '3.87', '3.80', '4.00', '3.18', '4.17', '3.98', '3.59', '3.74', '4.00', '3.86', '3.74', '3.95']",[],[],[],
28486442,18317,Textos de la infamia,,9788496756045,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452253771l/28486442._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452253771l/28486442._SY75_.jpg,,,,spa,Berenice,false,48633381,1,8,15,5,0,5:0|4:1|3:3|2:1|1:0|total:5,,,,3.00,5,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],"A pesar de su inmensa popularidad como escritor desde la década de los veinte del pasado siglo, que le llevó a conquistar el Premio Nobel de 1920, la figura del escritor noruego Knut Hamsun sigue hoy inmersa en la turbulencia del final de su vida, cuando el plena Segunda Guerra Mundial prestó su apoyo decidido a Hitler y al régimen pro-nazi de Noruega. Este libro recoge los textos más significativos en los que dejó testimonio de esa admiración y adhesión. Al mismo tiempo, ofrece claves explicativas de una fascinación que afectó a muchos grandes artistas en ese momento a la hora de balancearse hacia alguna de las soluciones totalitarias de la época. Hoy este escritor, autor de clásicos modernos como Hambre, Pan, La bendición de la tierra, no tiene calle ni plaza alguna en su país natal y, al mismo tiempo, es reclamado unánimemente como uno de los escritores más importantes de su tiempo. El peso indudable de su obra ha evitado que cayera en el olvido, pero los escritos aquí reunidos son indispensable para explicar su infamia. Traducidos directamente del original noruego y contextualizados por su traductor, Mariano González Campo, los escritos de esta antología, en los que Knut Hamsun describe su periplo pro-nazi y de ultranacionalista noruego, ofrecen una clave fundamental en la vida y el pensamiento de este escritor."
25592394,18317,А жизнь продолжается,9785170685,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432466183l/25592394._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432466183l/25592394._SY75_.jpg,,,,rus,,false,45397700,1,8,15,5,1,5:0|4:1|3:3|2:1|1:0|total:5,1933,,,3.00,5,1,"['18317', '2967640']","['Knut Hamsun', 'Кнут Гамсун']","['4.00', '3.93']",[],[],[],"Третий роман трилогии Кнута Гамсуна об Августе - мечтателе, бродяге и авантюристе.<br />Август стареет - ему уже за шестьдесят.<br />Но он по-прежнему обладает уникальным даром вмешиваться в человеческие судьбы, заражать окружающих своей жаждой обогащения - и становиться то ли демоном-искуситслем, собирающим души горожан и крестьян, то ли, напротив, ангелом, проверяющим их сердца на прочность..."
1664927,18317,There Lies a Fair Land: An Anthology of Norwegian-American Writing,0898230675,9780898230673,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469399027l/1664927._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1469399027l/1664927._SX50_.jpg,,,,eng,New Rivers Press,false,1659793,1,7,15,4,1,5:1|4:1|3:2|2:0|1:0|total:4,1985,6,,3.75,4,1,"['768752', '15549337', '563720', '5424911', '1183689', '18317']","['John Solensten', 'Arch Leean', 'O.E. Rølvaag', 'Robert Bly', 'Rodney Nelson', 'Knut Hamsun']","['3.78', '3.75', '3.99', '4.04', '4.29', '4.00']",[],[],[],"<i>There Lies a Fair Land</i> presents the joys and sorrows — and the ironies — of the Norwegian-American heritage — the immigrant experiences, the settling of the great prairies, the various ways in which individuals have attempted to come to terms with that heritage. <i>There Lies a Fair Land</i> is a comprehensive and varied collection of Norwegian-American writing going back to the turn of the century and coming up to writers active at the present time. O. E. Rølvaag is represented here by a story which has never appeared in book form before and serves as a fit introductory piece to the material which follows. Other early writers, like Norman Reitan and Johannes Wist are also represented, as is the Nobel Prize-winning author Knut Hamsun, who spent some times in the upper midwest working on farms before return to his native Norway. Some of these writers — like Ole Buslett — and many of the younger ones (Brenda Daly and Liese Greensfelder, for instance) have seldom or never been published before. Others, like Robert Bly and Rodney Nelson, have been widely published and are well-recognized for their contributions to American letters. <i>There Lies a Fair Land</i> includes many voices — in prose and poetry — to represent the divergence of the Norwegian-American experience and to suggest that to know and remember that experience we must catch the words of all these voices, not just a few."
41100432,18317,"Kratskog, Historier og Skitser",,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,nor,,false,64212888,1,7,15,4,0,5:2|4:0|3:1|2:1|1:0|total:4,1903,,,3.75,4,0,['18317'],['Knut Hamsun'],['4.00'],[],[],[],
