id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
66414,36913,Gitanjali,1420926306,9781420926309,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348514071l/66414._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348514071l/66414._SY75_.jpg,2005,1,1,eng,Digireads.com,false,2066877,432,25677,36515,8448,551,5:4640|4:2420|3:1005|2:237|1:146|total:8448,1910,,,4.32,5774,362,"['36913', '29963']","['Rabindranath Tagore', 'W.B. Yeats']","['4.13', '4.16']",[],[],[],"Nobel laureate Rabindranath Tagore was one of the most important writers in 20th-century Indian literature. Among his expansive and impressive body of work, ""Gitanjali"" is regarded as one of his greatest achievements, and has been a perennial bestseller since it was first published in 1910."
26844396,36913,Albert Einstein and Rabindranath Tagore talk,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,46880065,1,47,52,13,1,5:4|4:5|3:4|2:0|1:0|total:13,2015,6,24,4.00,13,1,"['9810', '36913']","['Albert Einstein', 'Rabindranath Tagore']","['4.08', '4.13']",[],[],[],
19298970,36913,"Tagore, The Poetry Of",,9781780005430,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400897626l/19298970._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400897626l/19298970._SX50_.jpg,,,,,Portable Poetry,true,27347995,1,22,52,12,1,5:6|4:5|3:0|2:1|1:0|total:12,2013,9,24,4.33,12,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
11706202,36913,The Jewel That Is Best: Collected Brief Poems,0143415638,9780143415633,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311149717l/11706202._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311149717l/11706202._SY75_.jpg,2011,1,1,,Penguin Books India,false,16653617,2,25,52,12,1,5:6|4:4|3:2|2:0|1:0|total:12,2011,1,1,4.33,11,0,['36913'],['Rabindranath Tagore'],['4.13'],['96721'],['William Radice'],['3.93'],
3258738,36913,Mijn ziel antwoordt in muziek,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,,,,,false,3293979,3,47,51,16,1,5:1|4:4|3:8|2:3|1:0|total:16,2000,,,3.19,12,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],Keuze uit het verhalende werk van de Bengaalse schrijver (1861-1941).
911226,36913,The Prince and Other Modern Fables,0143335707,9780143335702,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309287533l/911226._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309287533l/911226._SY75_.jpg,2004,9,1,,Penguin Global,false,896329,3,50,51,14,2,5:4|4:3|3:5|2:2|1:0|total:14,2003,9,26,3.64,14,2,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],"Fairy tales with a difference...India's greatest poet of modern times, Nobel Prize-winning author Rabindranath Tagore was a philosopher, a visionary and a storyteller par excellence. His short, lyrical prose fables, set in a generic fairyland or in everyday locales, are philosophical excursions across magical landscapes that speak to the imaginative child in every reader."
35623227,36913,মালঞ্চ (নাটক),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499530206l/35623227._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499530206l/35623227._SX50_.jpg,1990,,,ben,বিশ্বভারতী গ্রন্থনবিভাগ,false,57069820,1,23,50,14,1,5:2|4:4|3:8|2:0|1:0|total:14,1968,,,3.57,14,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
26205185,36913,রবীন্দ্র রচনাবলী : প্রথম খন্ড,,9788175223561,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441107773l/26205185._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441107773l/26205185._SY75_.jpg,2013,,,ben,Visva Bharati,false,46183708,1,40,50,11,0,5:7|4:3|3:1|2:0|1:0|total:11,2013,1,1,4.55,11,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],""" বিশ্বভারতী গ্রন্থপ্রকাশ - সমিতির অধ্যক্ষেরা আমার গদ্য পদ্য সমস্ত লেখা একসঙ্গে জড়ো করে বিশেষভাবে সাজিয়ে ছাপাবার সংকল্প করেছেন। কাজটি পরিমাণে বৃহৎ এবং সম্পাদনায় দুঃখসাধ্য; এরকম অনুষ্ঠান আমাদের দেশের সকল শ্রেণীর সাহিত্যবিচারকদের সম্পূর্ণ মনের মতো করে তোলা কারও শক্তিতে নেই এ কথা নিশ্চিত জেনে নিজে এর দায়িত্ব থেকে নিষ্কৃতি নিয়েছি। যাঁরা সাহস করে এর ভার বহন করতে প্রস্তুত তাঁদের জন্যে উদ্বিগ্ন রইলুম। ..."" <br /><br />- রবীন্দ্রনাথ ঠাকুর <br />৩০। ৬। ৩৯"
28172168,36913,The Note Book (Tagore Classics),,9788184972054,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449825102l/28172168._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449825102l/28172168._SX50_.jpg,2011,,,eng,BPI India,false,48189999,2,40,49,13,1,5:4|4:4|3:4|2:0|1:1|total:13,2014,5,1,3.77,6,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
38714040,36913,নিশীথে,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ben,,false,60292202,2,21,49,13,2,5:5|4:3|3:3|2:1|1:1|total:13,,,,3.77,9,2,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
10270326,36913,Shantiniketan: The Bolpur School of Rabindranath Tagore,1143269608,9781143269608,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,2,3,,Nabu Press,false,15170803,9,67,48,12,0,5:5|4:2|3:5|2:0|1:0|total:12,1999,1,1,4.00,8,0,"['36913', '3261405']","['Rabindranath Tagore', 'William Winstanley Pearson']","['4.13', '4.40']",[],[],[],"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book."
29921185,36913,Baghban- Nindiya Chor Box Set,9351778134,9789351778134,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,50302979,1,66,48,11,4,5:7|4:3|3:0|2:0|1:1|total:11,,,,4.36,11,4,['36913'],['Rabindranath Tagore'],['4.13'],['4434459'],['गुलज़ार [Gulzar]'],['4.13'],
17226914,36913,The Crown,,9781476128092,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357642912l/17226914._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357642912l/17226914._SX50_.jpg,2012,6,13,eng,Smashwords,true,23739443,4,30,48,12,2,5:4|4:5|3:2|2:1|1:0|total:12,2012,6,13,4.00,8,2,['36913'],['Rabindranath Tagore'],['4.13'],['2379848'],['A. Datta'],['4.10'],"This play situated in 16th century royal Tripura presents a simple story of war, fraternal love, fratricide, cunning and bravery. It demonstrates that the brave die only once and that the traitor is essentially insane. Another of Tagore's masterpieces ..."
18330070,36913,The Rats' Feast: A Tagore Omnibus,9350093162,9789350093160,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376459132l/18330070._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1376459132l/18330070._SX50_.jpg,2013,,,eng,Hachette,false,25874629,2,53,48,13,0,5:2|4:5|3:6|2:0|1:0|total:13,2013,1,1,3.69,10,0,['36913'],['Rabindranath Tagore'],['4.13'],['7221259'],['Astri Ghosh'],['3.81'],"A dry-fruit seller from Kabul with a heart of molten gold and a fist of iron. Escapades of naughty schoolboys travelling on a train with an unusual teacher. The decisive battle of skill and oratory between two poets in a king's court. The everydayjoys and sadness of a sick boy who sees the world through a half-open window of hope. A bemusing world of Cards/ based on rules and class divides. Morning and night/ life and death, poverty and riches, working girls and growing boys... everything touched Rabindranath Tagore's mind and heart/ and flowed into writing through his magical, unstoppable pen.<br /><br />Tagore's genius has yet to be fathomed completely. His writings continue to stay fresh and crisp/ surprising us/ provoking us and moving us a hundred years after he won the Nobel Prize for Literature. Original and touching/ intense and unforgettable, the stories, plays and poems in this volume have been carefully selected and translated into a definitive and valuable collection of Tagore's masterpieces."
22675542,36913,Crossing,8171677819,9788171677818,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,42181716,5,33,47,11,2,5:5|4:4|3:2|2:0|1:0|total:11,2002,12,26,4.27,7,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
14443227,36913,Thought Relics,1604594632,9781604594638,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2008,8,19,,A & D Publishing,false,20085586,19,24,47,11,2,5:6|4:3|3:1|2:1|1:0|total:11,2008,8,19,4.27,9,2,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],"It is given to us to reveal our soul, that which is One in us, which is eternal. This can only be done by its passage through the fleeting Many; to assert the infinity of the spirit by continual sacrifice of forms. The self being the vessel that gathers and holds gives us the opportunity of giving up. If we believe only in self then we anxiously cling to our stores which causes us misery and failure. When we believe in soul the very inconstancy of life finds its eternal meaning and we feel that we can afford to lose."
12498210,36913,Malini ; Sacrificio ; Chitra,8420699764,9788420699769,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,17483539,2,33,47,16,1,5:0|4:6|3:5|2:3|1:2|total:16,1983,1,1,2.94,16,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
22050159,36913,Tagore for the 21st Century Reader,9382277277,9789382277279,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399491779l/22050159._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399491779l/22050159._SY75_.jpg,2014,1,1,eng,Aleph Publications,false,41376501,1,44,47,10,3,5:7|4:3|3:0|2:0|1:0|total:10,2014,1,1,4.70,10,3,['36913'],['Rabindranath Tagore'],['4.13'],['2936359'],['Arunava Sinha'],['3.86'],"Brilliantly translated by Arunava Sinha, keeping the 21st century reader firmly in mind, this selection of Rabindranath Tagore s fiction, poetry, lyrics and drama is evidence of his position as one of the world's greatest writers. <br /><br />Tagore was the first non-European to be awarded the Nobel Prize for Literature. He was also knighted by the British government but he repudiated the knighthood in protest against the Jallianwala Bagh massacre in 1919. A humanist and an educationist, he started the Visva-Bharati University and founded a centre of education at Shantiniketan where students and teachers lived and learned in a setting close to nature. He was married to Mrinalini Devi and had five children. Tagore passed away in August 1941, at the age of eighty. Deeply revered, his works remain the prism through which generations of readers have viewed life. <br /><br />Arunava Sinha translates classic, modern and contemporary Bengali fiction and non-fiction into English. Twenty of his translations have been published so far. Twice the winner of the Crossword translation award for Sankar s Chowringhee (2007) and Anita Agnihotri s Seventeen (2011), respectively, he has also been shortlisted for The Independent Foreign Fiction prize (2009) for his translation of Chowringhee. Besides India, his translations have been published in the UK and the US in English, and in several European and Asian countries through further translation. He was born and grew up in Kolkata, and lives and writes in New Delhi."
25451475,36913,বাংলাসাহিত্যের সেরা গল্প,9841803496,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430331561l/25451475._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430331561l/25451475._SY75_.jpg,2010,7,,ben,বিশ্বসাহিত্য কেন্দ্র,false,45216306,1,65,47,11,2,5:4|4:6|3:1|2:0|1:0|total:11,2010,7,1,4.27,11,2,"['7067222', '36913', '1181319', '6093739', '5820885', '1992415']","['Ahmad Mostofa Kamal', 'Rabindranath Tagore', 'Sarat Chandra Chattopadhyay', 'Bibhutibhushan Bandyopadhyay', 'Abul Mansur Ahmed', 'Syed Waliullah']","['3.76', '4.13', '4.01', '4.44', '4.12', '3.98']",[],[],[],বলাই - রবীন্দ্রনাথ ঠাকুর<br />কাবুলিওয়ালা - রবীন্দ্রনাথ ঠাকুর<br />মহেশ - শরৎচন্দ্র চট্টোপাধ্যায়<br />পুঁই মাচা - বিভূতিভূষণ বন্দ্যোপাধ্যায়<br />রিলিফ ওয়ার্ক - আবুল মনসুর আহমদ<br />নয়নচারা - সৈয়দ ওয়ালীউল্লাহ
35969267,36913,চিরকুমার সভা,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1502283947l/35969267._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1502283947l/35969267._SX50_.jpg,2013,2,,ben,বিশ্বসাহিত্য ভবন,false,57532686,1,21,45,10,0,5:6|4:3|3:1|2:0|1:0|total:10,,,,4.50,10,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
20886474,36913,"Mar de Histórias: Antologia do Conto Mundial, Volume 9 - Tempo de Crise",852092896X,9788520928967,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393094928l/20886474._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393094928l/20886474._SY75_.jpg,2013,12,,por,Nova Fronteira,false,40228104,3,28,45,10,0,5:7|4:1|3:2|2:0|1:0|total:10,2013,12,1,4.50,8,0,"['1401475', '2960988', '525922', '8440839', '7419', '5144', '324750', '7702', '6076026', '7866868', '874992', '36913', '5775185', '25536', '25573', '734193', '1258792', '633527', '567332', '7014283', '51575', '3345']","['Aurélio Buarque de Holanda Ferreira', 'Paulo Rónai', 'Georges Duhamel', 'Eudald Duran-Reynolds', 'John Galsworthy', 'James Joyce', 'Valery Larbaud', 'Luigi Pirandello', 'Saki', 'Valdomiro Silveira', 'Hermann Sudermann', 'Rabindranath Tagore', 'Ryūnosuke Akutagawa', 'Miguel de Unamuno', 'Stefan Zweig', 'Mikhail Petrovich Artsybashev', 'Arkady Averchenko', 'Ramón Pérez de Ayala', 'Massimo Bontempelli', 'G.K. Chesterton', 'Colette', 'Joseph Conrad']","['4.32', '4.31', '3.95', '4.62', '4.10', '3.74', '3.57', '3.96', '3.94', '4.56', '3.84', '4.13', '4.02', '3.90', '4.15', '3.89', '4.15', '3.59', '3.77', '3.97', '3.80', '3.50']",[],[],[],"A obra completa da coleção Mar de Histórias, antologia do conto mundial é composta de 10 volumes independentes, contém nada menos que 239 contos escolhidos entre os melhores de 192 autores pertencentes a 41 literaturas. Foi empreendida há mais de quarenta anos por Aurélio Buarque de Holanda Ferreira e Paulo Rónai. O material está disposto por ordem cronológica da publicação dos contos. Cada um deles é precedido de uma introdução que o situa na obra de seu autor e na respectiva literatura. Notas abundantes facilitam a compreensão dos textos. Dois dos maiores tradutores e estudiosos da Literatura Mundial em todos os tempos e gêneros se reuniram para selecionar uma obra definitiva com o melhor de cada gênero literário, do século XIV A.C. até o século XX."
28524553,36913,ক্ষণিকা,,9788175220584,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452622580l/28524553._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452622580l/28524553._SX50_.jpg,2012,,,ben,Visva-Bharati Granthana-Vibhaga,false,48682710,1,32,45,11,0,5:4|4:5|3:1|2:1|1:0|total:11,1900,,,4.09,11,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
37671245,36913,ঘাটের কথা,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,ben,,false,59280423,2,30,43,11,0,5:4|4:2|3:5|2:0|1:0|total:11,,,,3.91,10,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
53095671,36913,ছেলেবেলা,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,71457261,1,30,42,11,0,5:3|4:4|3:3|2:1|1:0|total:11,,,,3.82,11,0,"['36913', '18994456', '19287987', '19287988']","['Rabindranath Tagore', 'রবীন্দ্রনাথ ঠাকুর', 'তৌহিন হাসান', 'সানজানা প্রিন্টার্স']","['4.13', '4.07', '3.77', '3.82']",[],[],[],
16035473,36913,Words of Freedom: Ideas of a Nation: Rabindranath Tagore,,9780143068945,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437630789l/16035473._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437630789l/16035473._SY75_.jpg,2010,,,,Penguin Books,false,21807989,1,39,42,11,1,5:4|4:2|3:4|2:1|1:0|total:11,2010,1,1,3.82,11,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],"Rabindranth was perhaps India's most prolific and most influential man of letters ever. Tagore consistently spoke up against the inequalities perpetrated by the British Raj. But, while a great deal of his writings was patriotic (the national anthems of both India and Bangladesh were written by him) he never quite saw eye to eye with the majority of the nationalist leaders. This selection from Tagore's speeches and writings on the nation includes an early piece, 'The One Nationalist Party' (1908), his famous renunciation of nationalism, 'Nationalism in India' (1917), the biting sarcastic 'The Cult of the Chakra' (1925) and the final lecture he delivered, 'Crisis in Civilization' (1941)."
25301016,36913,Inspiring Thoughts (Inspiring Thoughts Quotation Series),8170288843,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,45028806,2,21,42,9,1,5:7|4:1|3:1|2:0|1:0|total:9,,,,4.67,9,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
713638,36913,Selected Writings for Children,0195658736,9780195658736,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2002,4,4,,"Oxford University Press, USA",false,699895,2,50,42,10,0,5:6|4:1|3:2|2:1|1:0|total:10,2002,4,4,4.20,10,0,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],"Among the variety of verses in this collection, many of which are here translated for the first time, are delicate pieces originally written for an innovative Bengali textbook; delightful nonsense poetry and presentations of a child's desires and fantasies; and narrative and didactic poems as simple as they are sober. The book also contains a wealth of illustrations by Rabindranath himself, his circle and the members of the Santiniketan community."
19450003,36913,The Short Stories Of Rabindranath Tagore - Vol 2,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,27537555,2,23,42,9,1,5:6|4:3|3:0|2:0|1:0|total:9,2013,9,24,4.67,9,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
35481481,36913,Sanchayita,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,56876644,2,63,41,9,1,5:5|4:4|3:0|2:0|1:0|total:9,,,,4.56,7,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],"Sanchayita’ is Rabindranath Tagore’s Poetry Compilation book. He was follows to Biharilal Chakraborty in his early poetry life, His written Kabikahini, Banphul and Bhagnahridoy in these three poetry there is Beharilal’s effect is obvious. Tagore started his own statement from his poetry book ‘Sandhyasangeet. In 1890, Published ‘Manosi’ and then ‘Sonartari (1894), ‘Chitra’ (1896), ‘Choitali’ (1896), ‘Kalpona’ (1900), ‘Khanika’ (1900) there are reflects his romantic ideas about love and beauty. In 1901, after the establishment of Brahmacharyashram, Tagore’s poetry are dominated by spiritual thought. The ideology caught in his works as Naibadya (1901), Kheya (1906), Gitanjali (1910), Geetimalyo (1914), Geetali (1914). He highlighted the contemporary issue of women life in the form of stories and poems as Purobi (1925) and Mohuya (1929). There are medieval Vaishnava lyrics, Upanishads, domhabali of Kabir, Lalon and Baul songs, Ramprasad Sen’s Padabali lyrics literature effects are observed in his poetry. The world’s most well-known anthology of his is ‘Gitanjali’ and for this book, he won the Nobel Prize for Literature. Today I want to share a pdf of poems anthology book ‘Sanchayita’ which has published by Visva-Bharati"
25015801,36913,Clouds and Waves,,9788189934835,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424856192l/25015801._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424856192l/25015801._SX50_.jpg,2011,,,eng,Katha,false,44688748,1,20,41,9,1,5:5|4:4|3:0|2:0|1:0|total:9,2011,1,1,4.56,9,1,"['36913', '13541712']","['Rabindranath Tagore', 'Sunaina Coelho']","['4.13', '4.12']",[],[],[],"An endearing poem of a child who refuses tempting invitations, instead staying with her mother at playtime, blissful in her company. Words woven with great tenderness by the greatest poet of all times, a gentle verse for all the little ones.<br /><br />Available in Hindi and English."
13569838,36913,Manihara and Other Stories,,9788125040972,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372764536l/13569838._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372764536l/13569838._SY75_.jpg,2010,,,eng,Orient BlackSwan,false,19149308,1,75,41,10,1,5:5|4:2|3:2|2:1|1:0|total:10,2010,1,1,4.10,10,1,['36913'],['Rabindranath Tagore'],['4.13'],['4482594'],['Ratan K. Chattopadhyay'],['4.18'],"This three-volume English translation by Ratan Kumar Chattopadhyay called Selections from Galpaguchchha is a collection of sixty-one of Tagore’s short stories broadly grouped under the themes of parting of ways, the relationship between men and women, and the power within the woman, respectively.<br /><br />In Volume 2, we find the ever- popular ‘Ramkanai’s Folly’, ‘The Ghat’s Story’, ‘Woman Bereft of Jewels’, ‘Grandfather’, and ‘The Matronly Boy’, among other stories. The travails of a timid man of indomitable honesty who attains a tragic heroism are narrated in ‘Ramkanai’s Folly’, while the theme of ‘The Ghat’s Story’ is the unstated, forbidden love of a young woman for a hermit who may or may not be her long-lost husband. The frisson in the haunting climax of the ‘Woman Bereft of Jewels’, a horrifying morality tale of egotism and greed, is justly famous."
16664530,36913,Malini,9381523193,9789381523193,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535911010l/16664530._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535911010l/16664530._SX50_.jpg,2012,10,1,eng,Niyogi Books,false,55631194,3,40,41,13,2,5:1|4:4|3:4|2:4|1:0|total:13,,,,3.15,9,2,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],"Malini is two-act play by Rabindranath Tagore and it is all about love and hatred, religion and dogma of the contemporary Asian society."
12908889,36913,Mashi,0318369257,9780318369259,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,48669720,5,28,40,12,1,5:2|4:2|3:6|2:2|1:0|total:12,2014,6,3,3.33,5,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
22601499,36913,Kumudini,,9782843046599,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404041696l/22601499._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404041696l/22601499._SY75_.jpg,2013,10,3,fre,Zulma,false,42087353,1,37,40,13,1,5:1|4:4|3:4|2:3|1:1|total:13,2013,10,3,3.08,13,1,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],"Kumudini, 19 ans, vit avec son frère Vipradas. Alors que leur famille est accablée par les dettes, un mystérieux entremetteur vient demander la main de Kumudini pour un riche négociant. La jeune fille y voit un signe du destin et presse Vipradas, dubitatif, d'accepter le marché. En s'unissant à Madhusudan, elle devient malheureusement l'instrument d'une abominable vengeance."
40028307,36913,يراعات طاغور,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525335436l/40028307._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525335436l/40028307._SY75_.jpg,2017,,,,دار نهضة مصر,false,62004012,1,26,40,10,4,5:3|4:4|3:3|2:0|1:0|total:10,,,,4.00,10,4,['36913'],['Rabindranath Tagore'],['4.13'],['17896201'],['رياض حمَّادي\u200e'],['3.50'],
31937082,36913,My Lord The Baby,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473531472l/31937082._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1473531472l/31937082._SX50_.jpg,,,,,,false,52592310,2,29,40,12,2,5:3|4:2|3:4|2:2|1:1|total:12,,,,3.33,11,2,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],
33019615,36913,পারস্যে,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479668269l/33019615._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479668269l/33019615._SX50_.jpg,2015,,,ben,ই-বইপত্র,true,53671035,2,44,40,9,4,5:4|4:5|3:0|2:0|1:0|total:9,2003,1,1,4.44,9,4,['36913'],['Rabindranath Tagore'],['4.13'],[],[],[],"Travelling not only beyond physical boundaries but also across time; remembering the past, recalling the legends, myths and history of the three countries, Iran, Iraq and India and connecting all that with the present makes this a very different kind of travelogue. [from back cover]"
