id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
78024,44202,And Quiet Flows the Don,0460878905,9780460878906,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444113702l/78024._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444113702l/78024._SY75_.jpg,1996,,,eng,Dent,false,2591018,75,21348,39879,9821,322,5:4312|4:2950|3:1671|2:618|1:270|total:9821,1934,,,4.06,8175,196,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],"And Quiet Flows the Don or Quietly Flows the Don (Тихий Дон, lit. ""The Quiet Don"") is 4-volume epic novel by Russian writer Mikhail Aleksandrovich Sholokhov. The 1st three volumes were written from 1925 to '32 &amp; published in the Soviet magazine October in 1928–32. The 4th volume was finished in 1940. The English translation of the 1st three volumes appeared under this title in 1934. The novel is considered one of the most significant works of Russian literature in the 20th century. It depicts the lives &amp; struggles of Don Cossacks during WWI, the Russian Revolution &amp; Russian Civil War. In 1965, Sholokhov was awarded the Nobel Prize for Literature for this novel. The authorship of the novel is contested by some literary critics &amp; historians, who believe it wasn't entirely written by Sholokhov."
30061523,44202,Povestiri de pe Don. Soarta unui om.,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462023399l/30061523._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462023399l/30061523._SY75_.jpg,1963,,,rum,Editura pentru Literatura,false,50474659,1,22,36,9,0,5:4|4:3|3:1|2:0|1:1|total:9,,,,4.00,9,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],"Soarta unui om, un miniroman de marele scriitor rus Şolohov, a cărei acţiune-naraţiune are loc în aceleaşi fermecătoare ţinuturi ale Donului, locaţie în care sunt descrise marile destine ale operei şolohoviene. Dacă ar fi scris doar Donul liniştit, cu al său Grigori Melehov, omul care ne deschide ochii în faţa a ceea ce înseamnă să trăieşti dragostea, războiul şi revoluţia la superlativ şi să nu găseşti soluţii oricât de mult ai încerca, şi Şolohov şi-ar fi găsit un loc de cinste în marea familie a scriitorilor de pretutindeni.<br />Şi Soarta unui om urmează linia caracteristică a prozei autorului şi, în mare măsură a unei întregi generaţii de scriitori din fostul spaţiu al URSS, reliefând cu măiestrie destinele unor oameni simpli pulverizaţi de dramele războaielor mondiale care au marcat secolul trecut întreaga omenire."
17622178,44202,Чужая кровь,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1926,,,rus,,false,24589783,2,18,35,10,2,5:2|4:3|3:4|2:0|1:1|total:10,1926,,,3.50,4,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],
22543546,44202,Den azurblå stäppen,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403122371l/22543546._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403122371l/22543546._SY75_.jpg,1965,,,swe,,false,41995612,2,26,35,10,1,5:1|4:3|3:6|2:0|1:0|total:10,1965,,,3.50,9,1,"['44202', '5757656']","['Mikhail Sholokhov', 'Staffan Dahl']","['4.08', '4.05']",[],[],[],
26834205,44202,لقد قاتلوا من أجل الوطن ومصير انسان,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443521939l/26834205._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443521939l/26834205._SY75_.jpg,1987,1,1,ara,دار رادوغا,false,46867084,1,28,32,8,2,5:3|4:3|3:1|2:1|1:0|total:8,1987,1,1,4.00,8,2,"['14427139', '44202']","['ميخائيل شولوخوف', 'Mikhail Sholokhov']","['4.06', '4.08']",['5297869'],['شوكت موسى شردان'],['3.14'],
179018,44202,Fierce And Gentle Warriors: Three Stories,0435121308,9780435121303,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325736793l/179018._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1325736793l/179018._SX50_.jpg,,,,eng,,false,172950,2,21,29,7,0,5:1|4:6|3:0|2:0|1:0|total:7,,,,4.14,6,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],"One of a series of top-quality fiction for schools, this is a collection of three stories set in Cossack country, by the Nobel Prize-winning author of ""And Quiet Flows the Don""."
35388725,44202,Судьба человека. Поднятая целина,,9785170645251,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496925673l/35388725._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1496925673l/35388725._SY75_.jpg,2015,,,rus,АСТ,false,56753105,1,16,29,6,0,5:5|4:1|3:0|2:0|1:0|total:6,,,,4.83,6,0,"['44202', '15807606']","['Mikhail Sholokhov', 'Михаил Александрович Шолохов']","['4.08', '4.26']",[],[],[],"М.А. Шолохов исследовал роковые исторические времена: Первая мировая война, Гражданская война, коллективизация, Великая Отечественная война. Остросюжетны судьбы героев Шолохова. Андрея Соколова (рассказ ""Судьба человека"") война почти в пепел сожгла, но всё-таки выстоял человек, ""сдюжил"". Драматические коллизии великого перелома вековых устоев пережили Макар Нагульнов, Семён Давыдов, дед Щукарь и другие герои романа ""Поднятая целина""."
26834177,44202,أرضنا البكر 1,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443521407l/26834177._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443521407l/26834177._SX50_.jpg,1986,1,1,ara,دار رادوغا,false,46867060,1,28,29,8,2,5:2|4:2|3:3|2:1|1:0|total:8,1986,1,1,3.62,8,2,"['14427139', '44202']","['ميخائيل شولوخوف', 'Mikhail Sholokhov']","['4.06', '4.08']",[],[],[],
23430066,44202,Ο ήρεμος Ντον: Τόμος Β',,9789604695959,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413896367l/23430066._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413896367l/23430066._SY75_.jpg,2010,,,gre,Δημοσιογραφικός Οργανισμός Λαμπράκη,false,76933640,1,12,23,5,0,5:3|4:2|3:0|2:0|1:0|total:5,,,,4.60,5,0,"['44202', '9787598']","['Mikhail Sholokhov', 'Μιχαήλ Σόλοχωφ']","['4.08', '4.33']","['9787599', '9787622', '9787600', '9787623']","['Ρίτα Μπούμη-Παπά', 'Γιολάντα Πεγκλή', 'Rita Boumi-Papa', 'Yolanda Pegli']","['4.10', '4.60', '4.54', '4.60']",
18374835,44202,İlyuşa,,9789757056201,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572344707l/18374835._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572344707l/18374835._SX50_.jpg,1993,,,tur,Yeryüzü Yayınevi,false,25987719,2,17,21,7,2,5:1|4:1|3:3|2:1|1:1|total:7,,,,3.00,6,2,['44202'],['Mikhail Sholokhov'],['4.08'],['19675706'],['Tekin Taymaz'],['3.00'],"""Evet, aşk büyük bir şey! dedi kırmızı düğme. ""Bir zamanlar kızıl savaşa katıldık. Mermiler yanımdan ıslık çalarak geçti. Perekop'ta, bir kazak kılıcı beni ikiye ayırdı, ama tamamen değil. O günler tatlı bir rüya gibi gelip geçti. Sonra sessizlik geldi... Kızıl komiserim, matematik ve diğer konulan çalışırken, şapkasının altında terlemeye başladı. Ama genç bir bayan daktilocuyla dost olmuştu. Her şeyi ona gitti. Beni tutan ipler iyice incelmişti ve Kızıl Komiserin yüzü de iyice sararmiştı. Eline alıp bana baktığında ipi gördü ama atmadı, kederle içini çekti ve mırıldanarak Troçki'yi savundu.""<br />""Burjuva ideolojisi,"" dedi metal düğme alaycı gülümseyerek. ""Buraya gelişim daha basit oldu. Emek Fakültesinde okuyan bir Genç komünistin pantalonundaydım.""<br />Kemik düğme, dudaklarının köşelerini aşağıya kıvırdı;<br />kırmızı düğme sıkıntıdan pembeye döndü.<br />Sahibim,"" diyerek devam etti metal düğme. ""Kabarık saçlı, çatık kaşlıydı ama neşeli gözleri vardı. Çok çalışırdı."""
9682839,44202,Maailmankirjallisuuden mestarinovelleja 2,95101253,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443303224l/9682839._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443303224l/9682839._SX50_.jpg,1984,,,fin,wSOY,false,14570801,1,22,20,6,0,5:1|4:1|3:3|2:1|1:0|total:6,1984,,,3.33,6,0,"['4456323', '4095', '258230', '1063546', '4456325', '266637', '8120', '24320', '447', '39326', '4456326', '816778', '819789', '2828250', '41616', '155517', '6263', '55397', '1466', '10427', '44202', '749461', '1433597', '4456328']","['Aulis Ojajärvi', 'William Saroyan', 'Martin Walser', 'Villy Sørensen', 'Sivar Arnér', 'Agnus Wilson', 'Arthur  Miller', 'Yevgeny Yevtushenko', 'Bernard Malamud', 'Heinrich Böll', 'Bo Widerberg', 'Lars Ahlin', 'J.D. Salinger', 'Arvo Valton', 'Friedrich Dürrenmatt', 'Italo Calvino', ""Jun'ichirō Tanizaki"", 'Nadine Gordimer', 'Jean-Paul Sartre', 'James Baldwin', 'Mikhail Sholokhov', 'Günter Grass', 'Samuel Beckett', 'Yury Kazakov']","['3.60', '4.06', '3.27', '3.84', '3.50', '3.33', '3.58', '3.92', '3.86', '3.87', '2.80', '3.43', '3.84', '3.56', '3.91', '4.02', '3.84', '3.57', '3.99', '4.26', '4.08', '3.83', '3.88', '3.10']",[],[],[],
2227596,44202,از پوشکین تا شولوخوف,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383299334l/2227596.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383299334l/2227596._SX50_.jpg,1977,,,per,انتشارات ستاره,false,2233393,1,17,16,5,1,5:1|4:0|3:3|2:1|1:0|total:5,1977,,,3.20,5,1,"['16070', '44202', '5031025', '3137322']","['Alexander Pushkin', 'Mikhail Sholokhov', 'Anton Chekhov', 'Fyodor Dostoyevsky']","['4.08', '4.08', '3.96', '4.18']","['7043922', '1871763']","['ع. امینی', 'محمد حسن سجودی']","['3.20', '3.00']",ه‍ف‍ت‌ م‍ق‍ال‍ه‌ در ن‍ق‍د و ت‍ح‍ل‍ی‍ل‌ ادب‍ی‍ات‌ روس‌
40814049,44202,Ett människoöde,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531653433l/40814049._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531653433l/40814049._SY75_.jpg,1965,,,swe,Tidens förlag,false,63567578,1,5,15,4,0,5:1|4:1|3:2|2:0|1:0|total:4,,,,3.75,4,0,"['44202', '7592745', '4732315', '7565872']","['Mikhail Sholokhov', 'Michail Sjolochov', 'Nils Åke Nilsson', 'Sören Rydström']","['4.08', '3.80', '3.71', '3.45']",[],[],[],Tre noveller av Michail Sjolovchov i serien Tidens ryska klassiker:<br />Ett människoöde<br />Husbonden<br />Av främmande blod.
78037,44202,Seeds of Tomorrow,0394444469,9780394444468,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1977,6,1,,Knopf,false,18370622,2,11,14,4,2,5:1|4:1|3:1|2:1|1:0|total:4,1932,,,3.50,4,2,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],
78034,44202,25 Stories from the Soviet Republics,1589635949,9781589635944,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2001,12,18,,Fredonia Books (NL),false,75358,1,7,14,4,0,5:1|4:1|3:1|2:1|1:0|total:4,2001,12,,3.50,4,0,"['3881759', '44202']","['Derenik Demiriyan', 'Mikhail Sholokhov']","['3.50', '4.08']",[],[],[],"This book does not claim to be a representative collection, with delegates from each of the numerous republics that make up the Soviet Union. It is merely a friendly meeting of a group of writers, each of whom introduces his own subject. <p>Mikhail Sholokhov, a Russian author of world fame, tells about the fate of a man, while Yon Drutsa, a young Moldavian writer, gives a gently humorous portrayal of his industrious and buoyant countrymen. </p><p>The Lithuanian Petras Cvirka and the Estonian Eduard Vilde, the Uzbek Abdullah Kahhar and the Abkhazian Mikhail Lakerbai offer glimpses of the recent past of their republics, while the Armenians Derenik Demirjyan and Aksel Bakounts consider life from the philosophical angle. </p><p>Yury Rytkheu, a young Chukchi from the Far North, writes in the straightforward, ingenuous manner typical of his people, while Andrejs Upits, veteran Lettish author, whose eightieth birthday was celebrated not so long ago, resorts to the grotesque. </p><p>Love and duty, war and peace, the clash between new and old psychology, and the local color of the various republics, are dealt with in one way or another. </p><p>As a whole the collection gives a fair idea of some aspects of life in pre-revolutionary Russian and the Soviet Union.</p>"
41890163,44202,Biblioteca Fundamental De Nuestro Tiempo: Cuentos Del Don -- Segunda Edicion -- Second 2nd Edition,842069214X,9788420692142,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,false,65392526,1,5,13,3,0,5:1|4:2|3:0|2:0|1:0|total:3,1925,,,4.33,3,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],"Madrid. 19 cm. 152 p. Encuadernación en tapa blanda de editorial ilustrada. Colección 'Biblioteca fundamental de nuestro tiempo. Sección literatura', 14. Sholojov, Mijail Aleksandrovich 1905-1984. Donskie rasskazy. Traductor, José Fernández Sánchez. Fernández Sánchez, José. 1925-2011 .. Este libro es de segunda mano y tiene o puede tener marcas y señales de su anterior propietario. ISBN: 84-206-9214-X"
21546652,44202,Cinco cuentos del Don,9683912346,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1995,1,,spa,Patria,false,76934737,1,7,13,4,0,5:1|4:1|3:0|2:2|1:0|total:4,,,,3.25,4,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],
30321514,44202,Cuentos,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464648129l/30321514._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464648129l/30321514._SX50_.jpg,1974,,,spa,Progreso,false,50813185,1,5,13,3,1,5:2|4:0|3:1|2:0|1:0|total:3,,,,4.33,3,1,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],"Quisiera que mis libros ayudaran a las personas a ser mejores, a purificar su alma, que despertaran el amor al hombre, el afán de luchar activamente por los ideales del humanismo y del progreso de la humanidad..."
18284605,44202,Campos roturados (Tomo 2),8432000574,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1973,,,spa,"Editorial Planeta, S. A.",false,25760131,1,10,12,3,0,5:1|4:1|3:1|2:0|1:0|total:3,1973,1,1,4.00,3,0,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],
18374836,44202,Kin ve Sevgi,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572345132l/18374836._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572345132l/18374836._SX50_.jpg,1990,,,tur,Karınca Yayınları,false,25987721,1,9,11,3,0,5:1|4:0|3:2|2:0|1:0|total:3,,,,3.67,3,0,['44202'],['Mikhail Sholokhov'],['4.08'],['19693805'],['Hüseyin Kahverengi'],['3.67'],"""Savaşta ağaçlar, insanlar gibidir, herbirinin kendi yazgıları vardır. Topçumuzun ateşi altına yanıp yıkılmış kocaman geniş ormanlar görmüştüm. Geçenlerde köyün birinden sürülüp çıkarılan Almanlar bir ormana çektiler güçlerini. Teslim olmayıp orada tutunmayı planladılar, ama ölüm ağaçlarla birlikte tırpanlayıp yıktı onları. Alman asker ölüleri devrilmiş çam tomrukları altında yatıyordu. Lime lime olmuş bedenleri yeşil eğreltiotuları arasında çürüyordu. topların yarabere içinde bıraktığı çamların reçine kokusu, çürüyüp çözülen bedenlerin korkunç ağır, keskin kokusunu bastıramıyordu. Sanki yeryüzü bomba kraterlerinin yanmış sert kenarlarından gömütlerin o bayıltıcı kokusunu sızdırıyor gibiydi."""
42093688,44202,පෙරළූ නැවුම් පස - I,,9789551319243,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538203002l/42093688._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538203002l/42093688._SX50_.jpg,2011,10,,sin,ප්‍රගති ප්‍රකාශන නිවස,false,65653839,1,5,11,3,1,5:2|4:0|3:0|2:0|1:1|total:3,1932,,,3.67,3,1,['44202'],['Mikhail Sholokhov'],['4.08'],['5834406'],['දැදිගම වී. රුද්රිගු'],['4.22'],රුසියානු විප්ලවයෙන් පසු කොසෑක් ජනයාගෙ ජීවිකාව මැනවින් විදහා දක්වන කෘතියකි. සමූහික ගොවිපලවල් සෑදීම පිණිස කටයුතු කිරීමේදි ඇතිවන කරදර ගැන කතුවරයා මැනවින් අදහස් දක්වා ඇත. ඉතාම ස්වභාවික ශෛලියකින් ගලායන ලෙස කතාව රචනා කර තිබේ.
27873177,44202,Il placido Don,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540731035l/27873177._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540731035l/27873177._SX50_.jpg,1969,,,ita,Fratelli Fabbri Editori,false,76935578,1,22,10,3,0,5:0|4:2|3:0|2:1|1:0|total:3,,,,3.33,3,0,"['44202', '4500767']","['Mikhail Sholokhov', 'Pietro Zveteremich']","['4.08', '4.06']",['6580408'],['Giuliana Raspi'],['3.85'],
28435410,44202,Ο ήρεμος Ντον,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531693317l/28435410._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531693317l/28435410._SY75_.jpg,1956,1,,gre,Γιαννούλη,false,76933599,2,9,10,3,0,5:0|4:2|3:0|2:1|1:0|total:3,,,,3.33,3,0,['44202'],['Mikhail Sholokhov'],['4.08'],['9787599'],['Ρίτα Μπούμη-Παπά'],['4.10'],
39217877,44202,Собрание сочинений в 8 томах. Том 7. Они сражались за родину. Рассказы.,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520972020l/39217877._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1520972020l/39217877._SX50_.jpg,1985,,,rus,Художественная литература,false,60799591,1,3,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,0,"['44202', '15807606']","['Mikhail Sholokhov', 'Михаил Александрович Шолохов']","['4.08', '4.26']",[],[],[],
38589366,44202,Alyoşka'nın Yüreği,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518696500l/38589366._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518696500l/38589366._SX50_.jpg,1976,,,tur,Cem Yayınevi,false,60192421,1,4,9,3,0,5:0|4:0|3:3|2:0|1:0|total:3,,,,3.00,3,0,['44202'],['Mikhail Sholokhov'],['4.08'],"['17714642', '6969451']","['Rezan Alemdar', 'Metin Alemdar']","['3.00', '4.06']","Cem Yayınevi, 1965 Nobel Edebiyat Ödülünü alan Şolohov'un Uyandırılmış Toprak, Don Kıyısında Hasat, Don Hikâyeleri ve Vatan İçin dövüştüler adlı kitaplarından sonra, şimdiye kadar bizde hiç yayınlanmamış hikâyeleriyle savaş röportajlarının oluşturduğu «Alyoşka'nın Yüreği» ni sunar. Rezan Alemdarla Metin Alemdar'ın Rusça aslından dilimize çevirdikleri «Alyoşka'nın Yüreği» nde, sosyalizmin ilk kuruluş yıllarında çekilen sıkıntılar ve İkinci Dünya Savaşında halkın faşizme direnişi anlatılıyor. Roman ve hikâyeleri bütün dünyada olduğu kadar ülkemizde de sevilen Şolohov'un bu kitabını da ilgiyle okuyacağınıza inanıyoruz. (Arka Kapak)"
245711,44202,We Carry On: Tales of the War,1410106888,9781410106889,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,238069,1,9,9,2,0,5:1|4:1|3:0|2:0|1:0|total:2,1942,,,4.50,2,0,"['1255971', '14158513', '2073368', '44202', '14158514']","['Aleksey Nikolayevich Tolstoy', 'Evgeni Petrov', 'Leonid Sobolev', 'Mikhail Sholokhov', 'Valentine Katayev']","['4.00', '4.50', '4.00', '4.08', '4.50']",[],[],[],"CONTENTS Daredevils - Alexei Tolstoy Hate - Mikhail Sholokhov Tile Flag - Valentine Katayev His Only Son - K. Simonov Snowbound - S. Sergeyev-Tsenski The Duel - A Child Is Born - Spring - Nikolai Tikhonov His Sweetheart - Leonid Sobolev Captain Zhavoronkov - Vadim Kozhevnikov Katya - Evgeni Petrov Stout Heart - Boris Lavrenev The Surgeon - V. Lidin Life - P. Pavlenko Our Hands Have Grown Heavy - F. Panferov The Justification of Hate - Ilya Ehrenbourg<br /><br />Reprinted from the 1942 edition published by the Foreign languages publishing house, Moscow."
41033166,44202,Mikhain Sôlôkhốp Tuyển tập,5050012414,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533270169l/41033166._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533270169l/41033166._SY75_.jpg,1987,,,vie,NXB Cầu Vồng,false,64050245,1,2,9,2,1,5:1|4:1|3:0|2:0|1:0|total:2,,,,4.50,2,1,['44202'],['Mikhail Sholokhov'],['4.08'],[],[],[],"Các tác phẩm của Mikhain Sôlôkhốp (1905-1984)- một trong những tiểu thuyết gia hiện đại xuất sắc nhất- nổi tiếng trên toàn thế giới. Những tác phẩm lớn nhất của ông là: bộ tiểu thuyết bốn tập ""Sông Đông êm đềm"", các tiểu thuyết ""Đất vỡ hoang"", ""Họ chiến đấu vì Tổ quốc"".<br />Bạn đọc sẽ nhận biết về những năm tháng nội chiến ở nước Nga trên miền sông Đông mà chính Sôlôkhốp là người đã từng tham gia, về sự biến đổi có tính chất cách mạng nếp sống dưới chế độ cũ ở nông thôn qua các truyện ngắn (1925-1926). Trong đó, các truyện ngắn ""Thằng con nhà hư đốn"", ""Người chăn bò"", ""Cánh đồng xanh thẳm""... là quen thuộc với đông đảo bạn đọc.<br />Tháng sáu năm 1941, khi cuộc Chiến tranh giữ nước vĩ đại (1941-1945) bùng nổ, Sôlôkhốp nhập ngũ với tư cách phóng viên mặt trận. Số phận nhân dân ruột thịt, những khổ đau, những vết thương và tổn thất, lòng dũng cảm vô song của họ, tất cả đều được phản ánh trong các tác phẩm của nhà văn.<br />Tuyển tập gồm 21 truyện ngắn đã được dịch sang tiếng Việt và in tại Liên Xô năm 1987."
15707123,44202,Они сражались за Родину. Нашествие. Фронт. Русские люди. Офицер флота,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339784655l/15707123._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339784655l/15707123._SX50_.jpg,1966,,,rus,Художественная литература. Москва,false,21371338,1,2,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,1966,1,1,4.00,2,0,"['6423687', '6423688', '4964936', '3430180', '44202', '62638']","['Александр Корнейчук', 'Александр Крон', 'Леонид Леонов', 'Константин Симонов', 'Mikhail Sholokhov', 'Konstantin Simonov']","['4.00', '3.67', '3.76', '4.33', '4.08', '4.25']",[],[],[],"В книгу вошли произведения известных советских писателей о Великой Отечественной войне, написанные во время войны."
29132513,44202,ده گفت‌و‌گو,,9789643620882,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455610031l/29132513._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1455610031l/29132513._SX50_.jpg,2010,,,per,چشمه,false,49383087,1,9,8,3,0,5:0|4:0|3:2|2:1|1:0|total:3,1990,,,2.67,3,0,"['3535', '1455', '44202', '8120', '7902', '209681', '457554', '1197', '1155349']","['William Faulkner', 'Ernest Hemingway', 'Mikhail Sholokhov', 'Arthur  Miller', 'Boris Pasternak', 'Chingiz Aitmatov', 'Arnold Wesker', 'Harold Pinter', 'Vasily Shukshin']","['3.85', '3.83', '4.08', '3.58', '4.03', '4.14', '3.51', '3.79', '4.13']",['230135'],['احمد پوری'],['3.53'],
40951733,44202,Devrim Öyküleri,,9786052318195,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532607082l/40951733._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532607082l/40951733._SX50_.jpg,2018,8,,tur,Dipnot Yayınları,false,63868243,1,7,8,2,0,5:1|4:0|3:1|2:0|1:0|total:2,,,,4.00,2,0,"['4325481', '24951', '3072763', '6931891', '303293', '7328558', '44202', '537783', '137074']","['Nikolai Tikhonov', 'Aleksandr Kuprin', 'Maxim Gorky', 'Alexander Neverov', 'Panteleimon Romanov', 'Valentin Kataev', 'Mikhail Sholokhov', 'Alexander Serafimovich', 'Mikhail Zoshchenko']","['3.25', '4.07', '3.88', '4.00', '4.41', '4.01', '4.08', '3.32', '4.06']",['10701834'],['Ali Rıza Dırık'],['4.09'],"Bundan 100 yıl önce St Petersburg’da ayaklanan işçiler Çar’ın sarayına girdi ve kurtuluş arayışındaki insanlığa bir kapı araladı, başka bir dünyanın mümkün olduğunu gösterdi. Tarihsel dönemlerin en buhranlı anlarından birinde gerçekleşen bu altüst oluşla birlikte, fikirden gerçeğe dönüşen bir toplumsal proje tarih sahnesinde yerini aldı. Elinizdeki kitap, insanlık tarihinin en büyük toplumsal değişim hareketlerinden biri olan 1917 Ekim Devrimi’nin 100. yıldönümünü vesilesiyle, okuru o ânın ruhuyla hemhal kılmayı amaçlayan bir bölük öyküden oluşuyor.<br /><br />Bu öykülerde devrimin ayak seslerini duyan egemenlerin telaşına, ezilenlerin coşkusuna, kimileyin yaşanan hayal kırıklıklarına tanık olacak, yeni bir dünya arayışına ilişkin bu büyük deneyimi edebiyatın gücüyle duyumsayacaksınız. Devrimin ateşli yılları, büyük olayları ve renkli karakterleri olanca canlılığıyla bu seçkide okurla buluşuyor…"
29953642,44202,"প্রশান্ত দন ০৪ (প্রশান্ত দন, #৪)",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461032857l/29953642._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461032857l/29953642._SY75_.jpg,1990,,,ben,রাদুগা প্রকাশন,false,76935512,1,9,7,2,0,5:0|4:1|3:1|2:0|1:0|total:2,,,,3.50,2,0,['44202'],['Mikhail Sholokhov'],['4.08'],['7264576'],['Arun Som'],['4.02'],
