id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
15772103,36635,"Dos veces bueno 3. Cuentos breves de América y España (Dos veces bueno, #3)",950860123X,9789508601230,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419391090l/15772103._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419391090l/15772103._SX50_.jpg,2002,,,spa,Instituto Movilizador de Fondos Cooperativos,false,21481015,1,26,30,9,1,5:3|4:1|3:2|2:2|1:1|total:9,2002,1,1,3.33,9,1,"['3334516', '311800', '7469', '29503', '516391', '1152794', '6267970', '6248579', '36635', '383150', '1790889', '477666', '97436', '6266390', '576284', '862253', '11211799', '295807', '660161', '1169715', '11211800', '11211801', '30575', '3266578', '11211802', '49330', '136715', '806614', '478863', '58777', '139051', '1367127', '19323', '136719', '111255', '38726', '6044072', '111235', '7369221', '37105', '608509', '4785819', '11211803', '9810073', '11211804', '4567389', '42500', '558083', '37747', '457005']","['Raul Brasca', 'Carlos Drummond de Andrade', 'Octavio Paz', 'Álvaro Mutis', 'Guillermo Samperio', 'Gustavo Martín Garzo', 'Debora Vazquez', 'Julia Otxoa', 'Juan Ramón Jiménez', 'Ramón Gómez de la Serna', 'Adolfo Pérez Zelaschi', 'Martha Cerda', 'César Vallejo', 'Juan Carlos García Reig', 'Andrea Maturana', 'Pablo Palacio', 'Juan Romagnoli', 'Alejandro Martino', 'Pablo Urbanyi', 'Andrés Neuman', 'Gustavo Zappa', 'Armando Páez', 'Fernando Arrabal', 'Esteban Padros de Palacios', 'Jorge Accamo', 'Triunfo Arciniegas', 'José María Merino', 'Guillermo Martínez', 'Rafael Pérez Estrada', 'Marcelo Birmajer', 'Poli Délano', 'Carlos Fuentes', 'Guillermo Prieto', 'Luis Cernuda', 'Héctor Germán Oesterheld', 'Nana Rodríguez Romero', 'Mariela Alvarez', 'Lauro Zavala', 'Harold Kremer', 'Fanny Buitrago', 'Manuel Mejía Vallejo', 'Nicolás Suescún', 'Gabriel Alzate', 'Guillermo Bustamante Zamudio', 'Juancarlos Moyano Ortiz', 'Wilfredo Machado', 'Luis Landero', 'Eduardo Berti', 'José Jiménez Lozano', 'Pere Calders']","['3.51', '4.20', '4.14', '4.07', '3.72', '3.53', '3.29', '3.46', '3.82', '3.91', '3.43', '3.10', '4.22', '3.33', '3.91', '4.10', '3.33', '3.30', '4.02', '3.79', '3.33', '3.33', '3.85', '3.60', '3.33', '3.73', '3.50', '3.36', '3.81', '3.36', '3.72', '3.81', '3.68', '4.11', '4.17', '3.33', '3.33', '3.85', '3.61', '3.22', '3.79', '4.02', '3.33', '3.36', '3.33', '3.69', '3.73', '3.65', '3.61', '3.88']",[],[],[],"Presentamos al público lector libros que hablan de sus cosas y que le demuestran que en ellas existen, más allá de valoraciones, un tono, un sabor que le son propios, en definitiva que le pertenecen. Son parte de su patrimonio cultural, de su vida cotidiana, de su identidad.<br /><br />La minificción es un género literario que se desarrolló profusamente en las últimas décadas, sobre todo en América, donde este fenómeno parece haberse anticipado. Cuando en 1996 Desde la Gente publicó ""Dos veces bueno"", el interés por caracterizar la minificción recién comenzaba. ""Dos veces bueno 3"" ha preferido nutrirse de microcuentistas no incluidos en sus dos antecesoras. En los prólogos de esos trabajos anteriores se señala que ""la cofradía del cuento brevísimo no cesa de reclutar nuevos cómplices"". ""Dos veces bueno 3"" corrobora esa afirmación."
8855346,36635,Poesía española: [antologías],8437623782,9788437623788,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331041669l/8855346._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331041669l/8855346._SY75_.jpg,2007,,,,Ediciones Cátedra S.A.,false,13730477,1,29,30,7,0,5:2|4:5|3:0|2:0|1:0|total:7,2007,,,4.29,7,0,"['211482', '1559095', '25536', '211484', '34610', '36635', '1508272', '34810', '1725418', '4620250']","['Gerardo Diego', 'José Teruel', 'Miguel de Unamuno', 'Manuel Machado', 'Antonio Machado', 'Juan Ramón Jiménez', 'José Moreno Villa', 'Pedro Salinas', 'Jorge Guillén', 'Dámaso Alonso']","['3.72', '3.94', '3.90', '3.92', '4.05', '3.82', '3.78', '4.24', '3.83', '3.81']",[],[],[],"En 1932, bajo el título «Poesía española. Antología 1915-1931», Gerardo Diego reúne un elenco de poetas, en el que figuran nombres prácticamente desconocidos en aquel momento, presidido por algunos maestros, aunque no los más sonados para el gran público. Confeccionado el canon que justificara el proceso de selección, Gerardo Diego invitó a sus componentes a formar parte activa en la confección de la antología para reforzar así la cohesión del grupo. En 1934 se imprime una segunda edición de «Poesía española. Antología (Contemporáneos)». El cambio de subtítulo advierte que estamos ante un nuevo libro, con una concepción distinta en los criterios de selección. Frente al carácter generacional, consensuado y parcial de la primera edición, la nueva edición ofrece una antología fundamentalmente histórica y más imparcial de la poesía española desde Rubén Darío hasta 1934, fecha de su publicación. Esta edición presenta en un solo volumen las dos antologías de «Poesía española» recopiladas por Gerardo Diego en 1932 y 1934, más un elemento sustancial de la reedición de 1959: su nuevo prólogo, con el propósito de que la primera antología no quede oculta tras la amplia selección de 1934, como ha venido ocurriendo. Plantea, además, poner en evidencia la naturaleza generacional de la antología de 1932 y la naturaleza histórica de la antología de 1934, a través de sus respectivos corpus."
8637449,36635,Still Waters of the Air: Poems by Three Modern Spanish Poets,0803782799,9780803782792,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1970,4,,,The Dial Press,false,13508277,2,19,30,7,1,5:3|4:3|3:1|2:0|1:0|total:7,1970,4,,4.29,7,0,"['7150', '44150', '36635', '2710271']","['Richard Lewis', 'Federico García Lorca', 'Juan Ramón Jiménez', 'Arvis Stewart']","['3.69', '3.98', '3.82', '3.92']",[],[],[],
1557340,36635,Estio,9500300834,9789500300834,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2000,,,,,false,1549829,3,11,29,7,0,5:2|4:4|3:1|2:0|1:0|total:7,1916,1,1,4.14,7,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
3527034,36635,La Soledad Sonora,8430649565,9788430649563,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466223986l/3527034._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466223986l/3527034._SY75_.jpg,,,,spa,,false,3568802,2,20,29,8,1,5:1|4:3|3:4|2:0|1:0|total:8,1908,1,1,3.62,6,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
24150619,36635,Segunda antología poética (1898-1918),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419789711l/24150619._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419789711l/24150619._SY75_.jpg,,,,spa,,false,43740583,2,15,28,7,0,5:1|4:5|3:1|2:0|1:0|total:7,,,,4.00,7,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],"En la Segunda antología poética, una de las obras mas famosas de la literatura española, recoge Juan Ramón Jiménez poemas de los libros que había escrito entre 1898 y 1918. Juan Ramón los ordena a imagen y semejanza de la escritura del poema. Se inicia su antología en la aurora, momento simbólico de la inspiración; sigue de spués la experiencia personal que lucha por expresarse, para culminar con el libro concluido y separado de lo anecdótico. Así, la Segunda antolojía poética no tiene ni pasado ni futuro, es sólo presente, dándose ""en cada instante todo"". El poeta lo dedica a ""la inmensa minoría"". No es elitismo, sino búsqueda directa del lector individual, opuesto al hombre-masa. A ese hombre le ofrece Juan Ramón Jiménez un texto que pueda ayudarle a conseguir su perfección."
15753866,36635,Fifty Spanish Poems,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549358017l/15753866._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549358017l/15753866._SY75_.jpg,1950,,,eng,Dolphin Book Pub,false,21449637,2,14,26,8,2,5:0|4:3|3:4|2:1|1:0|total:8,1950,1,1,3.25,6,1,['36635'],['Juan Ramón Jiménez'],['3.82'],['2032382'],['John Brande Trend'],['3.05'],
7637693,36635,Poesía y prosa,8432221724,9788432221729,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456410500l/7637693._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456410500l/7637693._SY75_.jpg,1983,7,,spa,Seix Barral,false,10159055,4,27,25,7,0,5:1|4:3|3:2|2:1|1:0|total:7,1983,7,1,3.57,5,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
314967,36635,Juan Ramón Jiménez Para Ni ̃nos,848586638X,9788485866380,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466223550l/314967._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466223550l/314967._SX50_.jpg,,,,,,false,305803,1,9,25,6,1,5:3|4:1|3:2|2:0|1:0|total:6,1982,9,1,4.17,6,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
1557332,36635,Antologia De Prosa Lirica/ Lyrical Anthology Prose,8437623669,9788437623665,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466574414l/1557332._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466574414l/1557332._SY75_.jpg,,,,spa,,false,1549821,1,9,24,6,0,5:1|4:4|3:1|2:0|1:0|total:6,2007,3,30,4.00,6,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
835096,36635,Light and Shadows,0934834725,9780934834728,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1987,1,1,,White Pine Press (NY),false,820710,1,18,23,7,1,5:1|4:1|3:4|2:1|1:0|total:7,1987,4,1,3.29,7,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
23635745,36635,Fler nobeller - Noveller av Nobelpristagare,,9789172216433,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417348448l/23635745._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417348448l/23635745._SX50_.jpg,2012,,,swe,En bok för alla,false,43240672,1,23,23,8,2,5:0|4:0|3:7|2:1|1:0|total:8,2012,1,1,2.88,8,2,"['9939238', '9939239', '446692', '134980', '1197', '3989', '9939240', '36635', '1113469', '8550', '3534', '7728', '4391', '1709', '1545124', '22515', '978', '65633', '957894', '18317', '3439713', '6669']","['Gun Ekroth', 'Lars Rydquist', 'Tomas Tranströmer', 'Herta Müller', 'Harold Pinter', 'V.S. Naipaul', 'Imre Kertésy', 'Juan Ramón Jiménez', 'Hermann Hesse', 'Yasunari Kawabata', 'Toni Morrison', 'Doris Lessing', 'Saul Bellow', 'Grazia Deledda', 'Johannes V. Jensen', 'Mario Vargas Llosa', 'Wole Soyinka', 'J.M.G. Le Clézio', 'Albert Camus', 'Knut Hamsun', 'Kenzaburō Ōe', 'Wisława Szymborska']","['3.15', '2.88', '4.08', '3.61', '3.79', '3.70', '2.88', '3.82', '4.05', '3.75', '3.91', '3.65', '3.76', '3.64', '3.74', '3.97', '3.81', '3.65', '4.00', '4.00', '3.78', '4.32']",[],[],[],"Nobelpristagare i kortform!<br />Nästan alla nobelpristagare i litteratur har skrivit noveller. En novell är som alla vet en kort skönlitterär text, men vad är en nobell? I en här samlingen finns även andra former av korta texter: utdrag ur romaner eller essäistiska och anekdotiska berättelser. En nobell är helt enkelt att utmärkt sätt att bekanta sig med nobelpristagarna när man inte hunnit läsa deras längre romaner!<br />Den första volymen med Nobeller kom på En bok för alla 2007. Den nya boken omfattar även den hela nobelprisets historia från 1901 till 2011 då Tomas Tranströmer fick priset.<br />Här finns utöver honom Hertha Müller, Harold Pinter, Imre Kertez, Toni Morrison, Doris Lessing, Vargas Llosa, J M G Le Clezio och många andra."
35192900,36635,Dzeltenais aprīlis / El Abril Amarillo,,9789934565113,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495451338l/35192900._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495451338l/35192900._SX50_.jpg,2017,,,,Neputns,false,56531789,1,15,22,6,2,5:1|4:2|3:3|2:0|1:0|total:6,,,,3.67,6,2,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],"20. gadsimta pirmo pusi mēdz saukt par spāņu literatūras otro “zelta laikmetu”. Tāpat kā Servantesa, Lopes de Vegas, Kalderona, Kevēdo un Gongoras laikos, Spānija dāvāja pasaulei veselu plejādi izcilu filozofu, rakstnieku un dzejnieku. Viens no viņiem bija Huans Ramons Himeness — dons Huans Ramons jeb, pēc sena andalūziešu paraduma izsakoties, “Mogeras dzejnieks”. Himenesa dzeja — tas ir iekšējs monologs, dvēseles grēksūdze jeb, spāniski runājot, ensimismamiento (pašiedziļināšanās).<br /><br />Leons Briedis<br />Huana Ramona (1881—1958) literārais devums ietver divdesmit astoņas dzejoļu grāmatas, septiņas prozas un septiņas eseju grāmatas. Spāņu kritika Huana Ramona Himenesa daiļradi nosacīti iedala trīs periodos, kurus pats dzejnieks nosaucis šādi: “mīlestības ekstāze” (1898—1915), “kāre pēc mūžības” (1916—1923) un “iekšējās apziņas nepieciešamība” (1923—1954). Šie trīs Huana Ramona daiļrades periodi aptuveni atbilst viņa 19, 33 un 49 gadu vecumam. Dzejnieks tos uzskatīja par savas dzīves un daiļrades lūzuma punktiem, tēlaini raksturojot kā rītu, dienasvidu un vakaru, kad mainījušies ne vien viņa poētiskie priekšstati, bet ik reizes notikusi jauna viņa garīgā atdzimšana: “Trīs intīmās revolūcijas, trīs pašatjaunotnes, trīs manas atdzimšanas”. 1956. gada oktobrī Huans Ramons Himeness kā pirmais spāņu rakstnieks saņēma Nobela prēmiju literatūrā."
24498617,36635,Poesie d'amore,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421256954l/24498617._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421256954l/24498617._SY75_.jpg,1990,,,ita,Newton Compton,false,44094015,1,15,22,6,0,5:0|4:4|3:2|2:0|1:0|total:6,1990,1,1,3.67,6,0,"['36635', '290537']","['Juan Ramón Jiménez', 'Claudio Rendina']","['3.82', '3.83']",[],[],[],
1557344,36635,El Zaratán,8486842220,9788486842222,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,1549833,1,6,20,5,1,5:2|4:1|3:2|2:0|1:0|total:5,,,,4.00,5,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
25490714,36635,Conciencia sucesiva de lo hermoso (Antolojía),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430897498l/25490714._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430897498l/25490714._SX50_.jpg,2008,,,spa,Junta de Andalucía,false,45265335,2,9,20,6,1,5:0|4:2|3:4|2:0|1:0|total:6,2004,4,21,3.33,4,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
11455486,36635,Cinquantacinque poesie,8804444355,9788804444350,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306326669l/11455486._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306326669l/11455486._SX50_.jpg,1998,,,ita,Mondadori,false,16389497,1,16,18,6,1,5:0|4:1|3:4|2:1|1:0|total:6,,,,3.00,6,1,['36635'],['Juan Ramón Jiménez'],['3.82'],['3421563'],['Francesco Tentori Montalto'],['4.08'],
29995270,36635,Arias tristes,,9788475220680,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461591499l/29995270._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461591499l/29995270._SY75_.jpg,2010,,,spa,Visor Libros,false,50401467,1,14,18,5,1,5:0|4:3|3:2|2:0|1:0|total:5,1903,,,3.60,5,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
49945527,36635,Antología poética Juan Ramón Jiménez,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73555225,1,9,18,4,2,5:3|4:0|3:1|2:0|1:0|total:4,,,,4.50,4,2,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
35402300,36635,Segunda antolojía poética (1898-1918) (Poesía),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,56771774,1,12,17,4,0,5:2|4:1|3:1|2:0|1:0|total:4,,,,4.25,4,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
6132023,36635,The Poet and the Sea,1935210017,9781935210016,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354902957l/6132023._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354902957l/6132023._SY75_.jpg,2009,7,1,,White Pine Press,false,6310580,1,32,17,4,0,5:1|4:3|3:0|2:0|1:0|total:4,2009,7,1,4.25,4,0,"['36635', '7578933']","['Juan Ramón Jiménez', 'Mary  Berg']","['3.82', '4.04']",['123852'],['Dennis Maloney'],['4.15'],"“This is a very valuable book! Dozens of poems are here that have never been translated into English before, and I think Berg and Maloney have done beautifully transferring Juan Ramon's enthusiastic calm from Spanish to English. Terrific.”—<b>Robert Bly<br /></b><br />“As he observes metaphysical somersaults of sea and land, Juan Ramón is the master of replete simplicity. 'A steel sea' pops up on a 'hard flat field/of exhausted mines/in a devastation of ruin.' Or, like Emily Dickinson’s 'hope falls down a hill,' Jiménez has, 'Hope, a seagull,/ alights here and there.' The utter nakedness of his verse touched virtually all modern Spanish poetry, directly engendering, for example, Rafael Alberti’s masterful sea book, Sailor on Land, and 'I walk the streets of the sea.' In The Poet and the Sea, a delicious book perfectly rendered by Mary Berg and Dennis Maloney, Juan Ramón has made essential pacts of intimacy with the great waters of the world. The seas grow in trickery and gravity in endless dramas as two figures emerge: a blind yet live sea and a poet who sees through the sea. The sea is a changing mirror of the poet who has imposed his vision on the whims of his companion sea.”—<b>Willis Barnstone<br /></b><br />This bilingual collection traces Juan Ramon Jimenez’s relationship with the sea, a major theme in his work, from his seminal book <i>Diary of a Poet Recently Married</i> alongside other poems from his body of work.<br /><br /><b>Seas                            </b><br /><br />    I feel my boat                   <br /> has struck something large<br /> there, in the depths of the sea!<br /><br />     And then nothing<br /> happens! Nothing…Silence… Waves…<br /><br />    Nothing happens? Or has everything happened And are we now, calm, in someplace new?<br /><br /><b>Juan Ramon Jimenez</b> (1881–1958) was a member of the Generation of 1898, which ushered in a renaissance in Spanish poetry. In 1956 he received the Nobel Prize for Literature.<br /><br />Translators <b>Marg Berg</b> and <b>Dennis Maloney</b> have previously collaborated on Antonio Machado’s book <i>The Landscape of Castile</i>."
3762747,36635,La Muerte,8432207896,9788432207891,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466490630l/3762747.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466490630l/3762747._SY75_.jpg,,,,spa,,false,3806653,1,13,14,3,0,5:2|4:1|3:0|2:0|1:0|total:3,1999,,,4.67,3,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
797563,36635,Tres Grandes de la poesía española contemporánea,9681503589,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397621102l/797563._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397621102l/797563._SY75_.jpg,1994,2,1,spa,,false,783529,1,8,14,4,1,5:1|4:1|3:1|2:1|1:0|total:4,1994,1,,3.50,4,1,"['44150', '34610', '36635']","['Federico García Lorca', 'Antonio Machado', 'Juan Ramón Jiménez']","['3.98', '4.05', '3.82']",[],[],[],"Pocas veces se ha logrado reunir en un mismo volumen un conjunto de poemas de la brillantez y la hondura conceptual de los que componen este libro. Juan Ramón Jiménez, Federico García Lorca y Antonio Machado, tres poetas insuperados e insuperables, dan aquí testimonio de la calidad de su vuelo lírico."
25638222,36635,Romances de Coral Gables,9786074610,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433094655l/25638222._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433094655l/25638222._SX50_.jpg,2009,,,spa,Artes de ;éxico,false,45454564,2,5,14,3,0,5:2|4:1|3:0|2:0|1:0|total:3,2009,1,1,4.67,3,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
29474537,36635,"Entrevisiones de Bengala, Poemas de Kabir",8475303404,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457580606l/29474537._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457580606l/29474537._SY75_.jpg,1983,,,spa,Editorial Orbis,false,59241034,1,9,13,3,1,5:1|4:2|3:0|2:0|1:0|total:3,,,,4.33,3,1,"['36913', '36635', '96714']","['Rabindranath Tagore', 'Juan Ramón Jiménez', 'Kabir']","['4.13', '3.82', '4.22']",[],[],[],
22352990,36635,Arte menor,8496067556,9788496067554,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466436241l/22352990._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466436241l/22352990._SY75_.jpg,2011,,,spa,Ediciones Linteo,false,41760056,1,5,12,3,1,5:1|4:1|3:1|2:0|1:0|total:3,,,,4.00,3,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
17664848,36635,Diario di poeta e mare,883680568X,9788836805686,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363809765l/17664848.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1363809765l/17664848._SY75_.jpg,1999,,,ita,Passigli,false,24657579,2,7,12,3,0,5:0|4:3|3:0|2:0|1:0|total:3,,,,4.00,2,0,"['36635', '3421563']","['Juan Ramón Jiménez', 'Francesco Tentori Montalto']","['3.82', '4.08']",[],[],[],"È stato giustamente rilevato che con il Diario di poeta e mare (1917) s’inaugura il secondo tempo della poesia juanramoniana; e se è vero che al momento del suo viaggio negli Stati Uniti Juan Ramón Jiménez è già un poeta riconosciuto – discepolo del maestra nicaraguese Rubén Darío e amico di Antonio Machado e Miguel de Unamuno – è pure vero che è proprio a partire dal Diario, e con le raccolte immediatamente successive Eternità, Pietra e cielo, Bellezza, che il poeta si fa ‘maestro’ a sua volta, diviene capofila di tutta una nuova fioritura di poeti di poco più giovani, da García Lorca a Salinas, da Guillén ad Alberti.<br />«Che cos’è, nella sua essenza, il Diario di poeta e mare?», si chiede Francesco Tentori Montalto nella prefazione a questo volume: «La definizione migliore è quella che ne dà il poeta stesso chiamandolo ‘breve guida d’amore in terra, mare e cielo’; purché con amore s’intenda non tanto quello che guidò Juan Ramón da Madrid a Moguer, Siviglia, Cadice, Jerez, sul transatlantico per New York, e di qui a Boston e ancora a New York, nel New Jersey, a Philadelphia e Washington, ora in compagnia di Zwnobia che aveva appena sposato; ma, soprattutto, quello di cui il poeta arde per la vita universale e indivisa…». Diario di un viaggio reale, dunque, viaggio di un poeta ‘appena sposato’ (Diario de un poeta reciencasado era infatti il primo titolo della raccolta), che rende possibile seguire lo scrittore, fin nell’esattezza delle date, nei suoi vagabondaggi per i parchi di New York, Philadelphia, Boston, o sul piroscafo che lo conduce in America e lo riporta a Madrid; ma anche e soprattutto diario poetico, «dialogare del poeta con la notte del mare, con le personificazioni del tempo – ore, stagioni, atmosfere – che si manifestano come assoluti pregni di mistero…»."
1557333,36635,"El Modernismo: Apuntes de Curso, 1953",8475228372,9788475228372,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466574469l/1557333._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1466574469l/1557333._SX50_.jpg,1999,,,spa,,false,1549822,1,6,12,3,1,5:0|4:3|3:0|2:0|1:0|total:3,,,,4.00,3,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
30060407,36635,Poesía; Belleza,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462007442l/30060407._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462007442l/30060407._SY75_.jpg,,,,spa,Visor Libros,false,50473402,1,4,12,3,1,5:1|4:1|3:1|2:0|1:0|total:3,1923,,,4.00,3,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
35919116,36635,Antología (Centro Virtual Cervantes),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,Centro Virtual Cervantes,true,57450017,1,3,11,3,1,5:0|4:2|3:1|2:0|1:0|total:3,,,,3.67,3,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],"Incluye los siguientes veintitres poemas, seleccionados de todas las etapas de su copiosa creación:<blockquote>- Bajo al jardín <br />- ¿Quién anda por el camino? <br />- ¿Soy yo quien anda? <br />- Granados en el cielo azul <br />- Creímos que todo estaba Dios está azul <br />- El viaje definitivo <br />- A un poeta <br />- Al soneto con mi alma <br />- Retorno fugaz <br />- ¿Cómo?... <br />- La negra y la rosa <br />- Alta noche <br />- Sé bien que soy tronco <br />- Quisiera que mi libro <br />- ¿Nada todo? <br />- Suavidad <br />- Sé que mi obra es lo mismo <br />- Los pájaros de yo sé dónde <br />- Árboles hombres <br />- Lo que sigue <br />- Todas las nubes arden <br />- Soy animal de fondo </blockquote>"
35903383,36635,Siete Relatos,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2016,7,,spa,Instituto Distrital de las Artes,false,57426870,1,7,11,3,0,5:0|4:2|3:1|2:0|1:0|total:3,,,,3.67,3,0,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
27213466,36635,Almas de violeta,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444955511l/27213466._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444955511l/27213466._SX50_.jpg,,,,spa,,true,47255548,1,8,11,3,1,5:0|4:2|3:1|2:0|1:0|total:3,1900,,,3.67,3,1,['36635'],['Juan Ramón Jiménez'],['3.82'],[],[],[],
