id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
1566053,48535,The Portable Atheist: Essential Readings for the Nonbeliever,0306816083,9780306816086,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2007,11,6,eng,Da Capo Press/Perseus Books (Philadelphia),false,1558637,21,50586,67950,16889,496,5:6544|4:6004|3:3061|2:751|1:529|total:16889,2007,11,6,4.02,16086,446,"['3956', '8143161', '2742325', '10122', '122092', '45726', '55078', '45882', '173', '12793', '134805', '48535', '1244', '3345', '15905', '15591', '9494', '4178376', '7805', '10017', '9810', '3706', '84076', '280602', '17854', '64716', '7105', '10538', '6878', '384534', '47788', '7863309', '6952980', '333902', '1194', '111011', '445128', '134143', '2408', '86758', '3299', '3665', '16593', '14104911', '46245', '57651', '7084']","['Christopher Hitchens', 'Lucretius', 'Omar Khayyám', 'Thomas Hobbes', 'Baruch Spinoza', 'David Hume', 'James Boswell', 'Percy Bysshe Shelley', 'George Eliot', 'Charles Darwin', 'Leslie Stephen', 'Anatole France', 'Mark Twain', 'Joseph Conrad', 'Thomas Hardy', 'Emma Goldman', 'H.P. Lovecraft', 'Carl Van Doren', 'H.L. Mencken', 'Sigmund Freud', 'Albert Einstein', 'George Orwell', 'John Betjeman', 'Chapman Cohen', 'Bertrand Russell', 'Philip Larkin', 'Martin Gardner', 'Carl Sagan', 'John Updike', 'John Leslie Mackie', 'Michael Shermer', 'A.J. Ayer', 'Daniel C. Dennett', 'Charles Templeton', 'Richard Dawkins', 'Victor J. Stenger', 'Elizabeth S.  Anderson', 'Penn Jillette', 'Ian McEwan', 'Steven Weinberg', 'Salman Rushdie', 'Ibn Warraq', 'Sam Harris', 'A.C. Grayling', 'Ayaan Hirsi Ali', 'John Stuart Mill', 'Karl Marx']","['4.13', '4.00', '4.11', '3.80', '4.04', '3.95', '3.98', '4.01', '3.84', '3.99', '4.02', '3.90', '3.86', '3.50', '3.84', '4.05', '4.05', '4.02', '3.98', '3.82', '4.08', '4.07', '4.02', '4.02', '4.02', '4.07', '4.07', '4.24', '3.80', '4.02', '3.95', '3.96', '3.97', '4.02', '4.01', '3.99', '4.02', '4.04', '3.73', '4.04', '3.83', '4.01', '3.94', '3.89', '4.16', '3.90', '3.74']",[],[],[],"From the #1 New York Times best-selling author of <i>God Is Not Great</i>, a provocative and entertaining guided tour of atheist and agnostic thought through the ages with never-before-published pieces by Salman Rushdie, Ian McEwan, and Ayaan Hirsi Ali. Christopher Hitchens continues to make the case for a splendidly godless universe in this first-ever gathering of the influential voices--past and present--that have shaped his side of the current (and raging) God/no-god debate. <br /><br />With Hitchens as your erudite and witty guide, you'll be led through a wealth of philosophy, literature, and scientific inquiry, including generous portions of the words of Lucretius, Benedict de Spinoza, Charles Darwin, Karl Marx, Mark Twain, George Eliot, Bertrand Russell, Emma Goldman, H. L. Mencken, Albert Einstein, Daniel Dennett, Sam Harris, Richard Dawkins, and many others well-known and lesser known. And they're all set in context and commented upon as only Christopher Hitchens political and literary journalist extraordinaire can.” <i>(Los Angeles Times)</i> <br /><br />Atheist? Believer? Uncertain? No matter: <i>The Portable Atheist</i> will speak to you and engage you every step of the way."
38449612,48535,Our Children: Scenes from the Country and the Town (Classic Reprint),0484701525,9780484701525,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518767859l/38449612._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518767859l/38449612._SX50_.jpg,2018,8,2,,Forgotten Books,false,60075283,3,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],"Excerpt from Our Children: Scenes From the Country and the Town<br /><br />Even when quite a long way off, she could see her grandmother seated on her stone doorstep. The dear grandmother who smiled with her toothless mouth and Opened her old arms thin as grape vines to welcome her little granddaughter. I*'a1111y's heart was filled with delight at the prospect of spending a whole day at her grandmother's. And her grandmother, having no longer any cares or tasks, but living like a cricket near the fire, is happy too to see the little daughter of her son, a sweet reminder of her youth.<br /><br />They have many things to say to each other, for one of them is at the end of life's voyage and the other is just setting out upon it.<br /><br />About the Publisher<br /><br />Forgotten Books publishes hundreds of thousands of rare and classic books. Find more at <a target=""_blank"" href=""http://www.forgottenbooks.com"" rel=""nofollow"">www.forgottenbooks.com</a><br /><br />This book is a reproduction of an important historical work. Forgotten Books uses state-of-the-art technology to digitally reconstruct the work, preserving the original format whilst repairing imperfections present in the aged copy. In rare cases, an imperfection in the original, such as a blemish or missing page, may be replicated in our edition. We do, however, repair the vast majority of imperfections successfully; any imperfections that remain are intentionally left to preserve the state of such historical works."
31304503,48535,Franska berättare,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481201994l/31304503._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481201994l/31304503._SX50_.jpg,1961,,,swe,,false,51974048,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['691427', '3382526', '18791', '48535', '1737649', '46466', '35812', '102693']","['Sven Stolpe', 'François Coppée', 'Guy de Maupassant', 'Anatole France', 'Jules Lemaître', 'Roger Martin du Gard', 'Georges Bernanos', 'André Maurois']","['3.76', '3.85', '3.86', '3.90', '3.88', '4.07', '3.83', '4.31']",['4516054'],['Elsa Thulin'],['3.74'],
19548845,48535,Χριστουγεννιάτικες Ιστορίες,9603782181,9789603782186,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387543933l/19548845._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387543933l/19548845._SX50_.jpg,1999,11,,gre,Εκδόσεις Πατάκη,false,27681373,1,4,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1999,11,1,4.00,1,0,"['5309904', '51047', '6378', '48535']","['Pierre Alexis Ponson du Terrail', 'Alphonse Daudet', 'Hans Christian Andersen', 'Anatole France']","['4.16', '3.65', '4.12', '3.90']",[],[],[],"Το βιβλίο περιέχει τέσσερα χριστουγεννιάτικα διηγήματα, μικρά αριστουργήματα, μεγάλων συγγραφέων, των Πιερ-Αλεξίς Πονσόν ντι Τεράιγ, Αλφόνς Ντοντέ, Ανατόλ Φρανς, Χανς Κρίστιαν Αντερσεν. Ο Ντι Τεράιγ γράφει ένα όμορφο και τρυφερό διήγημα για μια νεράιδα των Χριστουγέννων. Ο Αλφόνς Ντοντέ μια διασκεδαστική ιστοριούλα για ένα λαίμαργο παπά. Ο Ανατόλ Φρανς για το πως κλήθηκε από το αστέρι της Βηθλεέμ ο τρίτος μάγος και ο Αντερσεν, τέλος, γράφει για κάποιο χριστουγεννιάτικο έλατο."
35337984,48535,Sur La Pierre Blanche: France Anatole,1547134526,9781547134526,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497020666l/35337984._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497020666l/35337984._SX50_.jpg,2017,6,3,,Createspace Independent Publishing Platform,false,56703275,1,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],"La novela se presenta en forma de dialogos filosoficos. Presenta a varios amigos cultos e inteligentes francais, entre les anciens vestiges du Forum Romano, hablando sur le destin de los pueblos. Les themes de traitement avec l'estocisme et la critique, le racisme et l'antisemitisme, la transformation du christianisme et les etapes de la civilisation, avec des evolutions a la racine des rencontres et desencuentros entre les differents pueblos. Abarca l'evolution de la humanite en su totalidad et l'esboza la possibilite de la creation d'un Etats unidos federales mundiales. Termina avec la description de l'avenir ideal socialista-comunista en el ano 2270, ou les jerarquias et les disparitions, les hommes et les femmes, l'egalite, le hasard et le travail sont liviano dejando tiempo pour l'instruire et l'apprentissage. Il existe aussi une incision sur les limites biologiques et temporelles de l'espece humaine: la humanite peut disparecer mais peut etre que de la suite d'une autre."
4885467,48535,The Latin Genius,0836924975,9780836924978,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,eng,,false,4950856,6,6,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1913,,,4.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],
48915397,48535,"Il castello del visconte Grandezza e caduta di Nicolas Foucquet, ministro dele finanze di Luigi XIV",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574451112l/48915397._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574451112l/48915397._SY75_.jpg,1986,,,ita,Sugarco,false,74311535,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['48535', '6346956']","['Anatole France', 'Luigi Bellavita']","['3.90', '4.00']",[],[],[],"Quando, nel 1661, Mazarino morì, Luigi XIV aveva ventitré anni e si apprestava ad assumere, dopo la lunga reggenza, il potere di fatto. Cinque anni prima, Nicolas Foucquet, procuratore generale del Parlamento di Parigi e sovrintendente alle Finanze, aveva dato l'avvio alla costruzione della sua dimora, residenza fra le più splendide e fastose, conosciuta anche oggi con il nome di castello di Vaux-Le-Vicomte. Nicolas Foucquet, creatura politica di Mazarino, aveva accumulato un'enorme fortuna avvalendosi di una posizione che gli consentiva di dirottare, a suo vantaggio, una parte delle somme che doveva esigere per conto dello Stato. Ricco e potente, non si piegò al volere del re che pretendeva di porre fine alla sua autonomia ministeriale. Lo scontro era inevitabile. Dopo un lungo braccio di ferro, con l'aiuto di Colbert, Luigi XIV riuscì a far arrestare e processare il suo sovrintendente.Partendo da questo conflitto personale, ma che riflette gli scenari più vasti delle lotte sanguinose tra Stato e sudditi, tra sovrano e Stato, tra sovrano e nobili, borghesi e popolo, di quella tormentata prima metà del XVII secolo, Anatole France ha ricostruito, con brillante genialità, la vita di un potente dell'epoca, quella di Nicolas Foucquet, colta ai vertici del suo splendore tracotante e, subito dopo, della rovinosa caduta fino al drammatico processo e la lunga prigionia. Il castello di Vaux, pagato con i soldi rubati allo Stato e che resta ancora oggi uno dei monumenti più ammirati della Francia moderna, può ben essere assunto a simbolo di questa precaria e corrotta grandezza. Ma il discorso è più sottile: le imposte e i balzelli che Foucquet imponeva al terzo stato e al popolo, al di là del fatto che ne distrasse una parte per sé, in che misura erano essi stessi un furto? Perché non bisogna dimenticare che in gioco non era solo il denaro ma soprattutto il potere. A quest'ultimo esso serviva. Non più legittimato da Dio, il potere aveva bisogno dei soldi per mantenersi. Il fatto che una parte dello Stato moderno nasca dalla concussione dei ceti più deboli e meno difesi rende gli avvenimenti di cui il testo tratta, pur lontani di oltre tre secoli, di bruciante e quasi ironica attualità"
11033790,48535,Representative Stories of Anatole France,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544289123l/11033790._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544289123l/11033790._SX50_.jpg,1924,,,fre,D.C. Heath and Co.,false,15953788,1,6,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1883,,,4.00,1,0,"['48535', '4772414']","['Anatole France', 'George Neely Hennings']","['3.90', '4.00']",[],[],[],
2883867,48535,Jeanne d' Arc/Die Götter dürsten. Zwei historische Romane in einem Band,340414189X,9783404141890,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1999,,,ger,Bastei-Lübbe,false,2910092,1,4,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1999,,,4.00,1,0,['48535'],['Anatole France'],['3.90'],['5575247'],['Maria Friederike Zweig'],['4.00'],
37880142,48535,Анатоль Франс. Собрание сочинений в 4 томах. Том 1,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515503112l/37880142._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515503112l/37880142._SY75_.jpg,1983,,,rus,Художественная литература,false,59584670,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,"['48535', '7202844']","['Anatole France', 'Анатоль Франс']","['3.90', '3.44']",[],[],[],"Том 1.<br />В первый том собрания сочинений Анатоля Франса (1844-1924) входят его известные романы: ""Преступление Сильвестра Бонара"", ""Таис"", ""Харчевня королевы Гусиные лапы"" и ""Суждения господина Жерома Куаньяра"".<br /><br />Вступительная статья В.А.Дынник, перевод с французского Е.А.Гунста, Н.М.Жарковой, С.П.Боброва и М.П.Богословской."
12964826,48535,Three Novels Anatole France,1770831126,9781770831124,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489447631l/12964826._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489447631l/12964826._SY75_.jpg,2011,5,2,eng,Theophania Publishing,false,40743358,1,4,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,2011,5,2,4.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],Contents:<br /><br />- The Crime of Sylvestre Bonnard<br />- Thais<br />- The Red Lily
1874452,48535,"Oeuvres, tome 3",207011211X,9782070112111,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1991,9,6,fre,Gallimard,false,1875392,1,3,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1991,9,6,4.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],
1874453,48535,"Oeuvres, tome 2",2070111253,9782070111251,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1987,10,22,fre,Gallimard,false,1875393,1,2,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1987,10,22,4.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],
1874459,48535,Les Fous dans la littérature,2859202129,9782859202125,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1998,11,13,fre,Le Castor astral,false,1875399,1,5,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,1993,11,13,4.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],=Fools in Literature
29608890,48535,Obras - Coleccion de Anatole France,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,spa,,true,49949922,1,7,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],"La isla de los pingüinos<br />El huevo rojo<br />La reseda del párroco<br />Los panes de centeno<br />Robo doméstico<br />Adrienne Buquet<br />Bonaparte en San Miniato<br />El Cristo del océano<br />El señor Thomas<br />La dama de Verona<br />La misa de las sombras<br />Thaïs. La cortesana de Alejandría<br /><br />Anatole François Thibault, 16 de abril de 1844, París - 12 de octubre de 1924, Saint-Cyr-sur-Loire, conocido con el sobrenombre de Anatole France, fue un escritor francés, padre del también escritor Noël France. En 1921 le fue concedido el Premio Nobel de Literatura."
52759570,48535,Kirmizi Zambak-Oglak Yay.,,9799753293753,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,73126869,1,1,4,1,0,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],
21912929,48535,Thais / The Crime of Sylvestre Bonnard,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398610724l/21912929._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398610724l/21912929._SX50_.jpg,1971,,,eng,"Walter J. Black, Inc.",false,54726104,2,9,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,1890,,,4.00,0,0,['48535'],['Anatole France'],['3.90'],[],[],[],
39979628,48535,"Machado de Assis, son oeuvre littéraire",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524857983l/39979628._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524857983l/39979628._SY75_.jpg,1917,,,fre,Garnier frères (Paris),true,61895111,1,1,4,1,1,5:0|4:1|3:0|2:0|1:0|total:1,,,,4.00,1,1,"['18149831', '17775855', '48535']","['M. de Oliveira Lima', 'Victor Orban', 'Anatole France']","['4.00', '4.00', '3.90']",[],[],[],
13640254,48535,Nüüdisaegne lugu (1. osa),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336552314l/13640254.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336552314l/13640254._SY75_.jpg,1971,,,est,Tallinn,false,19254544,1,3,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1901,,,3.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],Sisukord:<br /><br />- Ametüst sõrmus<br />- Härra Bergeret Pariisis
37544649,48535,Inglite mäss. Nooruslugusid,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513371248l/37544649._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1513371248l/37544649._SY75_.jpg,1976,,,est,Eesti Raamat,false,59147793,1,7,3,1,1,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,1,['48535'],['Anatole France'],['3.90'],"['6479386', '4811555']","['Nora Kaplinski', 'Ott Ojamaa']","['3.44', '4.20']",
44554669,48535,The Wicker-Work Woman,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1925,,,eng,The Library Press Limited,false,69147162,1,4,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1897,,,3.00,1,0,['48535'],['Anatole France'],['3.90'],['18988495'],['M. P. Willcocks'],['3.00'],"The Minerva Edition was edited by Frederic Chapman and J. Lewis May. Includes a frontispiece photograph captioned 'The master at the Academie Francaise with M. Jean Richepin, 1919'. This piece was originally published in French in 1897 under the title 'Le Mannequin d'Osier'."
15729905,48535,Spomini in zgodbe,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341083259l/15729905._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341083259l/15729905._SX50_.jpg,,,,slv,,false,21409059,1,3,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],
25971940,48535,"Анатоль Франс: Собрание сочинений в 8 томах, том 3",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437760162l/25971940._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437760162l/25971940._SY75_.jpg,1958,,,rus,,false,45879844,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1958,1,1,3.00,1,0,"['48535', '7202844']","['Anatole France', 'Анатоль Франс']","['3.90', '3.44']",[],[],[],"В третий том собрания сочинений вошли романы — Красная лилия (Le Lys rouge, 1894), Сад Эпикура (Le Jardin d’Épicure, 1895); сборник новелл Колодезь Святой Клары (Le Puits de Sainte Claire, 1895; автобиографический цикл Пьер Нозьер (Pierre Nozière, 1899) и сборник новелл Клио (Clio, 1900)"
15832724,48535,Έγκλημα του Σιλβέστρου Μπονάρ/ Το νησί των πιγκουίνων,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1996,,,gre,Πάπυρος,false,21568812,2,9,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1900,,,3.00,1,0,['48535'],['Anatole France'],['3.90'],"['5618380', '6471336']","['Ιουλιέττα Ράλλη', 'Καίτη Χατζηδήμου']","['3.61', '3.80']",
30163482,48535,"Święty Satyr (Ciekawe Książki, #4",,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462906624l/30163482._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462906624l/30163482._SX50_.jpg,1922,,,pol,Feliks Gadomski,false,50601005,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],zawartość zbioru<br />- Święty Satyr <br />- Wesoły Buffalmacco <br />- Kuglarz Najświętszej Panny <br />- Zastaw
46020405,48535,Contes de Noël,2268018350,9782268018355,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,70901569,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],
12437661,48535,Le Livre de mon ami: Le livre de Pierre,,2940028135286,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,fre,,true,17420383,7,4,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1885,,,3.00,1,0,"['48535', '14220034', '14220035']","['Anatole France', 'O.G. Guerlac', 'H.L. Humphreys']","['3.90', '3.00', '3.00']",[],[],[],"This edition contains only the first of the two parts that compose <i>le Livre de mon Ami</i>. <i>Le Livre de Suzanne</i> has been omitted because it seemed to lack the peculiar interest, originality, and freshness of <i>Le Livre de Pierre</i>, which alone is the real autobiography of the author. This is given practically entire, leaving out only the preface, two short passages, and changing a word here and there. The book in this form is irreproachable for class reading."
22689496,48535,Les Poèmes dorés,2012697690,9782012697690,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2012,5,1,fre,Hachette Livre Bnf,false,42201199,3,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1873,,,3.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],
21486736,48535,La dama de Verona y otros cuentos,1497308704,9781497308701,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2014,3,11,spa,Createspace,false,40812966,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2014,3,11,3.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],
25237410,48535,The Merrie Tales of Jacques Tournebroche and Child Life in Town And Country,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1924,,,eng,John Lane The Bodley Head Limited,false,3849920,15,5,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,1924,1,1,3.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],
9416918,48535,La vie litt�raire Volume 1,1178307840,9781178307849,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2010,9,4,,Nabu Press,false,19114181,33,9,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2004,4,1,3.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book."
49950409,48535,La rebelión de los ángeles,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,74992877,1,2,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],
40308941,48535,Il Giglio Rosso,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,62592500,4,4,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,,,,3.00,1,0,['48535'],['Anatole France'],['3.90'],[],[],[],
18348022,48535,Balthasar,5518456506,9785518456501,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2013,3,20,,Book on Demand Ltd.,false,25944978,1,1,3,1,0,5:0|4:0|3:1|2:0|1:0|total:1,2013,3,20,3.00,1,0,"['89870', '48535']","['John Lane', 'Anatole France']","['3.90', '3.90']",[],[],[],"Balthasar (1909). This book, ""Balthasar,"" by John Lane, Anatole France, is a replication of a book originally published before 1909. It has been restored by human beings, page by page, so that you may enjoy it in a form as close to the original as possible."
