id,author_id,title,isbn,isbn13,country_code,image_url,small_image_url,publication_year,publication_month,publication_day,language_code,publisher,is_ebook,work_id,total_editions_count,total_added_by,total_rating_sum,total_rating_count,total_text_reviews_count,rating_dist,original_publication_year,original_publication_month,original_publication_day,average_rating,ratings_count,text_reviews_count,authors_ids,authors_names,authors_average_rating,translators_ids,translators_names,translators_average_rating,description
3228331,7902,"Гамлет, принц Датский",5170243332,9785170243334,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318577075l/3228331._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318577075l/3228331._SY75_.jpg,2004,,,rus,"AST, Ermak",false,1885548,4652,1088193,2815150,700211,12149,5:271462|4:235402|3:142311|2:38263|1:12773|total:700211,1603,,,4.02,16,0,['947'],['William Shakespeare'],['3.87'],['7902'],['Boris Pasternak'],['4.03'],"Лучшее из произведений Шекспира.<br />Пьеса, о которой писали не сотни - тысячи критиков, философов и историков.<br />Пьеса, не сходившая со сцены со дня ее премьеры - и до наших дней, экранизированная десятки раз, переведенная на все языки мира...<br />""Гамлета"" можно воспринимать как угодно - в духе классики, маньеризма, модернизма, постмодернизма... однако не нашлось еще человека, которого не потрясла бы трагедия о принце Датском..."
7180631,7902,Boris Pasternak. Lyrics / (Boris Pasternak lirika/    /   /),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,2006,,,,AST,false,7661340,3,21,39,11,1,5:2|4:4|3:3|2:2|1:0|total:11,1972,1,1,3.55,5,1,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
13583385,7902,Poesie d'amore,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333864796l/13583385._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333864796l/13583385._SY75_.jpg,1990,,,ita,Grandi tascabili economici Newton,false,19169893,1,15,36,10,1,5:0|4:6|3:4|2:0|1:0|total:10,1990,1,1,3.60,10,1,"['7902', '5779206']","['Boris Pasternak', 'Evgenij Aleksandrovič Evtušenko']","['4.03', '3.64']",['4840621'],['Evelina Pascucci'],['3.75'],
25107517,7902,Мария,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1939,,,rus,,true,44800408,4,14,36,8,0,5:6|4:1|3:0|2:1|1:0|total:8,1859,,,4.50,8,0,['135390'],['Taras Shevchenko'],['4.18'],['7902'],['Boris Pasternak'],['4.03'],"""Я хочу сказать несколько слов о Тарасе Шевченко как переводчик. По важности, непосредственности действия на меня и удаче результата Шевченко следует для меня за Шекспиром и соперничает с Верленом. Вот с какими двумя великими силами сталкиваюсь я, соприкасаясь с ним. Из русских современников и последователей Пушкина никто не подхватывал с такою свободою Пушкинского стихийного развивающегося, стремительного, повествовательного стиха с его периодами, нагнетаниями, повторениями и внезапно обрывающимися концами. Этот дух четырехстопного ямба стал одной из основных мелодий Шевченки, такой же природной и непреодолимо первичной, как у самого Пушкина. Другой, дорогой для меня и редкостной особенностью Шевченки, отличающей его от современной ему русской поэзии и сближающей его с позднейшими ее явлениями при Владимире Соловьеве и Блоке, представляется глубина евангельской преемственности у Шевченки, которою он пользуется с драматической широтой Рембрандта, Тициана или какого-нибудь другого старого италианского мастера. Обстоятельства из жизни Христа и Марии, как они сохранены преданием, являются предметом повседневного и творческого переживания этого большого европейского поэта. Наиболее полно сказалась эта черта в лучшем из созданий «кобзаря», поэме «Мария», которую я однажды был счастлив перевести, но можно сказать, что у Шевченки нет ни одной строчки, которая не была бы овеяна тем же великим освобождающим духом. Очень част у него образ молодой соблазненной и брошенной матери с ребенком на руках, в которой он неизменно видел образ Марии с младенцем. Такая невенчанная женщина с незаконным, как это тогда называлось, ребенком, была в старом обществе предметом гонения и безнаказанного глумления, одно из тех краеугольных попраний человеческого духа, от которого действительно нас освободила революция"". (Борис Пастернак)"
691885,7902,"My Sister, Life and Other Poems",0151639647,9780151639649,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,false,25754159,2,16,35,9,0,5:3|4:4|3:1|2:0|1:1|total:9,,,,3.89,9,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
6719308,7902,Fifty Poems,0048910236,9780048910233,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558187108l/6719308._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558187108l/6719308._SY75_.jpg,1963,12,1,,Routledge,false,6915413,2,19,33,8,0,5:3|4:3|3:2|2:0|1:0|total:8,1963,1,28,4.12,8,0,['7902'],['Boris Pasternak'],['4.03'],['474496'],['Lydia Pasternak Slater'],['4.11'],
12436,7902,"Pasternak's ""Dr. Zhivago"": A Critical Companion",0810112116,9780810112117,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1995,10,25,,Northwestern University Press,false,14738,1,26,33,8,0,5:3|4:3|3:2|2:0|1:0|total:8,1995,10,25,4.12,8,0,"['7915', '7902']","['Edith W. Clowes', 'Boris Pasternak']","['3.90', '4.03']",[],[],[],"This book, part of the acclaimed AATSEEL Critical Companions series, is designed to guide readers through <i>Doctor Zhivago,</i> Boris Pasternak's classic story of the Russian Revolution and its aftermath. An introduction places the novel and its author within Russian history and literature, and essays by scholars offer opinion and analysis of Pasternak's method and thought. Finally, there is correspondence relating to the novel and a bibliography chosen by the editor.<br />"
14480920,7902,Иоганн Вольфганг Гете. Избранное (комплект из 2 книг),,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337982998l/14480920._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337982998l/14480920._SX50_.jpg,1985,,,rus,Просвещение,false,20123455,1,11,33,7,0,5:6|4:0|3:1|2:0|1:0|total:7,1985,1,1,4.71,7,0,['285217'],['Johann Wolfgang von Goethe'],['3.80'],"['6052344', '6052345', '7902']","['Надежда Касаткина', 'Сергей Ошеров', 'Boris Pasternak']","['4.71', '4.52', '4.03']","И.-В.Гете изучается в IX классе по программе обзорного изучения. <br /> В первую книгу настоящего издания избранных произведений Гете вошли ""Страдания юного Вертера"", ""Новая Мелузина"", лирика. <br /> Во второй том сборника избранных произведений И.-В.Гете вошла его философская трагедия ""Фауст"". Первая часть произведения дается целиком, вторая представлена избранными отрывками."
226372,7902,Utopias: Russian Modernist Texts 1905-1940,0141180811,9780141180816,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309285655l/226372._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309285655l/226372._SY75_.jpg,2000,7,1,eng,Penguin Books,false,219264,1,58,32,8,0,5:2|4:4|3:2|2:0|1:0|total:8,2000,7,1,4.00,8,0,"['107945', '3873', '4452588', '61636', '5152', '99703', '7902', '5786093', '3858028', '34055', '2928009', '2928010', '5481957']","['Catriona Kelly', 'Mikhail Bulgakov', 'Vladimir Mayakovsky', 'Osip Mandelstam', 'Vladimir Nabokov', 'Anna Akhmatova', 'Boris Pasternak', 'Marina Tsvetaeva', 'Mikhail Bakhtin', 'Isaac Babel', 'Leon Baks', 'Sergei Einstein', 'Various']","['3.52', '4.23', '4.12', '4.12', '3.89', '4.31', '4.03', '4.28', '4.19', '4.08', '4.00', '4.00', '3.98']",[],[],[],"Russian Modernism began with the triumph of the symbolist style and survived until the Stalinist terror of the late 1930s. It was an age bristling with visions of glorious or terrifying futures, with manifestos for new artistic movements, and with furious feuds between them. Utopias brings together Mikhail Bakhtin's celebrated analysis of ""carnival culture""; reflections by painter and stage designer Leon Bakst and film director Sergei Einstein; and major texts by Isaac Babel and Mikhail Bulgakov, Vladimir Mayakovsky and Osip Mandelstam, Anna Akhmatova and Marina Tsvetaeva, Vladimir Nabokov and Boris Pasternak; as well as many works by less well-known but equally talented figures. This richly illustrated collection offers an astonishing look at one of history's most stimulating artistic eras."
23533257,7902,Стихотворения и поэмы,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415739614l/23533257._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415739614l/23533257._SY75_.jpg,1984,,,rus,Художественная литература,false,43134873,1,14,32,8,0,5:5|4:0|3:2|2:0|1:1|total:8,1984,1,1,4.00,8,0,"['7902', '6623291']","['Boris Pasternak', 'Борис Пастернак']","['4.03', '4.14']",[],[],[],"В книгу Б.Л.Пастернака вошли лучшие стихотворения и поэмы ""Девятьсот пятый год"", ""Лейтенант Шмидт"", ""Спекторский""."
4747439,7902,Writers At Work: The Paris Review Interviews,0140034781,9780140034783,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508518619l/4747439._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1508518619l/4747439._SX50_.jpg,1972,,,eng,Penguin Books,false,4812076,2,31,31,7,2,5:4|4:2|3:1|2:0|1:0|total:7,1957,,,4.43,7,2,"['777708', '86404', '3535', '9693', '25249', '11315', '4391', '7927', '4261', '1197', '7715', '30055', '18540', '7902', '3487', '1455']","['Kay Dick', 'E.M. Forster', 'William Faulkner', 'Georges Simenon', 'Angus Wilson', 'Evelyn Waugh', 'Saul Bellow', 'Norman Mailer', 'Allen Ginsberg', 'Harold Pinter', 'Robert Frost', 'Ezra Pound', 'T.S. Eliot', 'Boris Pasternak', 'Aldous Huxley', 'Ernest Hemingway']","['3.80', '3.88', '3.85', '3.73', '4.29', '3.93', '3.76', '3.82', '4.04', '3.79', '4.25', '3.94', '4.16', '4.03', '3.99', '3.83']",[],[],[],"For many years the ""Paris Review"" interviews have been justly famous for giving deeper insight and understanding of the creative process. In this selection from the interviews, 15 writers discuss what they think of their own, and other people's work, their lives and the problems of writing in the contemporary world."
25945746,7902,Борис Пастернак. Лирика,,9785699152131,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437406285l/25945746._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437406285l/25945746._SY75_.jpg,2007,,,,Eksmo,false,45845260,1,12,30,7,0,5:4|4:1|3:2|2:0|1:0|total:7,2007,1,1,4.29,7,0,"['7902', '6623291']","['Boris Pasternak', 'Борис Пастернак']","['4.03', '4.14']",[],[],[],
21567278,7902,Erken Trenlerde,,9789750718328,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442738934l/21567278._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442738934l/21567278._SY75_.jpg,2013,7,,tur,Can Yayınları,false,40898983,1,34,29,10,3,5:0|4:1|3:7|2:2|1:0|total:10,1943,,,2.90,10,3,['7902'],['Boris Pasternak'],['4.03'],['4959591'],['Azer Yaran'],['3.89'],"XX. yüzyıl Rus şiirinin büyük ustalarından Boris Pasternak (1890-1960), 1958'de Nobel Edebiyat Ödülü'nü aldığında hem kendi ülkesinde hem uluslararası edebiyat dünyasında uzun süredir tanınmış bir şairdi. Ressam bir baba ile piyanist bir annenin oğlu olan Pasternak, felsefe ve filoloji eğitimi görmüştür. Önce müzikle ilgilenmiş, 1914'te yayımlanan ilk şiir kitabı ""Bulutlardaki İkiz""i, 1916' da ""Sınırların Üstünde"", 1922'de de Kızkardeşim Hayat izlemişti. İki Dünya Savaşı arasındaki zor yılları manevi baskı altında yaşayan; 1930'lu yıllarda daha çok önemli şairlerden çeviriler yaparak çalışmalarını sürdüren Pasternak, Shakespeare'in de en başarılı çevirmeni olarak ün yaptı. 1957'de yayımlanan Doktor Jivago, onu bir kere daha edebiyat dünyasının gündemine taşıdı. Pasternak'a göre şiir tarihin içinden hayatla birleşerek akan bir nehir gibiydi. Pasternak şiirde yazarken olduğu gibi konuşurken de müziğin yalnızca sözcüklerin sesine dayanmadığına, bu özelliğin seslilerle sessizlerin uyumundan değil, söylenen sözlerle onların arasındaki ilişkiden kaynaklandığına inanıyordu. Onun için anlam, yani içerik, her zaman daha önemliydi. <br /><br />Bu kitap, genç yaşta yitirdiğimiz şair Azer Yaran'ın Pasternak'ın kitaplarından seçip Rusça'dan başarıyla çevirdiği şiirleri bir araya getiriyor."
25812755,7902,رسم السيرة الذاتية,2015/4096,9789774991820,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441196703l/25812755._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441196703l/25812755._SY75_.jpg,2015,,,ara,رؤية للنشر و التوزيع,false,45669116,3,30,26,9,2,5:2|4:0|3:2|2:5|1:0|total:9,2015,1,1,2.89,6,2,['7902'],['Boris Pasternak'],['4.03'],[],[],[],"السيرة الذاتية لبوريس باسترناك التي كتبها في أواخر حياته تحت عنوان : "" ليودي إي بالاجينيا "" كأوفتوبيوجرافيتشيسكي أوتشيرك ..<br /><br />ـــــ """" على العكس تماماً، كان اهتمامي المستمر هو المحتوى، وحلمي الدائم كان أن تحتوي القصيدة ذاتها على شيٍ ما، على فكرة جديدة، على صورة فريدة؛ أن تكون مطبوعة بكل خصوصياتها في الكتاب، أن تتكلم على مدى الصفحات من خلال صمتها وعبر كل ألوان إحساسها بالأسود ودون ألوان . من الضروري في الحياة أن نفقد أكثر ممّا نربح. البذرة لاتنبت إذا هي لم تمت . على المرء أن يحيا دون أن يكلّ، وأن يتطلّع إلى الأمام وأن يتغذّى بهذه الذخائر الحيّة التي ينتجها النسيان بالإشتراك مع الذاكرة """""
12809596,7902,Melodia Interrompida,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317909222l/12809596._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317909222l/12809596._SY75_.jpg,1972,12,,por,Publicações Europa-América,false,17958591,2,32,26,13,2,5:0|4:1|3:1|2:8|1:3|total:13,1972,7,1,2.00,12,2,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
2193748,7902,In the Interlude,0192112325,9780192112323,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336164674l/2193748._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336164674l/2193748._SY75_.jpg,1962,12,1,,Oxford University Press,false,2199485,2,18,24,6,1,5:1|4:4|3:1|2:0|1:0|total:6,1962,1,1,4.00,5,1,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
9712831,7902,Autobiografia,8807819864,9788807819865,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327572813l/9712831._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327572813l/9712831._SY75_.jpg,2007,11,,,Feltrinelli,false,14601351,1,21,24,7,2,5:1|4:2|3:3|2:1|1:0|total:7,2007,1,1,3.43,7,2,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
11183931,7902,Il settimo sogno: lettere 1926,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515945675l/11183931._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515945675l/11183931._SY75_.jpg,1980,3,,ita,Editori Riuniti,false,16108592,1,21,21,5,1,5:2|4:2|3:1|2:0|1:0|total:5,1980,,,4.20,5,1,"['5786093', '7902', '7906', '64632']","['Marina Tsvetaeva', 'Boris Pasternak', 'Rainer Maria Rilke', 'Serena Vitale']","['4.28', '4.03', '4.29', '4.03']",[],[],[],"Il settimo sogno raccoglie la corrispondenza - che per la maggior parte si pubblica qui per la prima volta nel mondo - fra tre protagonisti della cultura del Novecento: Rainer Maria Rilke, Boris Pasternak e Marina Cvetaeva. È un «triangolo» epistolare i cui vertici uniscono tre luoghi emblematici della condizione del poeta nel nostro tempo: il castello e il sanatorio in cui Rilke si avvia in ostinata solitudine verso la morte, il piccolo e rumoroso appartamento della Mosca postrivoluzionaria in cui Pasternak cerca l'isolamento per chiarire la sua lacerata posizione di fronte alla storia e all'arte, il villaggio di pescatori nel sud della Francia dove Marina Cvetaeva vive quasi come gesto creativo la sua tragica condizione di emigrata ed emarginata. L'intera corrispondenza si annoda vorticosamente e si scioglie con fatale istantaneità in un solo anno: il 1926. Vero e proprio, seppure involontario, romanzo epistolare, questo straordinario documento riflette innanzitutto una vicenda di amori non avverati, di incontri sempre programmati e mai realizzati. È, ancora, un folgorante diario dei tempi della poesia, dove il grande «orfismo» novecentesco vive uno dei suoi culmini e insieme il suo grandioso, torturato declino."
18096766,7902,Существованья ткань сквозная. Борис Пастернак. Переписка с Евгенией Пастернак,5867930297,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380383593l/18096766._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380383593l/18096766._SX50_.jpg,1998,,,rus,Новое литературное обозрение,false,25411801,2,12,19,4,1,5:3|4:1|3:0|2:0|1:0|total:4,1998,1,1,4.75,4,1,"['7902', '6623291']","['Boris Pasternak', 'Борис Пастернак']","['4.03', '4.14']",[],[],[],"Переписка Бориса Пастернака с его первой женой составлена его старшим сыном и сопровождается его воспоминаниями об обстановке, в которой протекала семейная жизнь его родителей. Лирическая высота любовной трагедии не снижена переданными в письмах тяжестьюнищенского быта коммунальной квартиры 1920-х годов и трудностями свободной творческой работы писателя и художницы, которые стали в конце концов причиой их расставания в 1931 году. Мучительные годы бездомности и взаимных обид, пережитые обоими, позволилиим вскоре построить свои отношения по - новому, на иных основах глубокого доверия и дружбы друг к другу, которые они пронесли через всю жизнь. В их переписку естесственным образом включается взрослеющий с годами сын, восстанавливающий в памяти свои разговоры с отцом, совместные занятия и прогулки и волею судеб ставший в наше время биографом и издателем своего отца."
2942658,7902,Стихи и Поэмы 1912–1932,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336164183l/2942658._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336164183l/2942658._SY75_.jpg,2008,,,,,false,2972101,1,7,19,4,0,5:3|4:1|3:0|2:0|1:0|total:4,2008,,,4.75,4,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
45161895,7902,Berömda ryska berättare från Tjechov till Sjolochov,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555520700l/45161895._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555520700l/45161895._SX50_.jpg,1958,,,swe,Folket i Bilds Förlag,false,41116476,2,9,18,5,0,5:0|4:3|3:2|2:0|1:0|total:5,1956,,,3.60,1,0,"['4732315', '6472125', '6472131', '19073717', '19073718', '5820302', '5828007', '14929783', '14041535', '24951', '6653465', '19073719', '19073720', '7902', '17104469', '19073721', '179520', '172743', '18504830', '19073722', '14072288', '16958274', '17191725', '7592745']","['Nils Åke Nilsson', 'Asta Wickman', 'Cecilia Borelius', 'C.G. Martinsson', 'Josef Riwkin', 'Daniel Brick', 'Lars Erik Blomqvist', 'Anton Tjechov', 'Maksim Gorkij', 'Aleksandr Kuprin', 'Leonid Andrejev', 'Alexander Serafimovitj', 'Michail Prisjvin', 'Boris Pasternak', 'Evgenij Zamjátin', 'Isak Babel', 'Vsevolod Ivanov', 'Vera Inber', 'Ivan Katajev', 'Vladimir Majakovskij', 'Jurij Olesja', 'Ilja Ilf', 'Evgenij Petrov', 'Michail Sjolochov']","['3.71', '3.85', '3.89', '4.00', '4.00', '3.92', '3.92', '3.64', '3.91', '4.07', '4.03', '4.00', '4.00', '4.03', '3.50', '4.00', '3.61', '3.95', '4.00', '4.62', '3.78', '3.91', '4.67', '3.80']",[],[],[],
12357809,7902,Boris Pasternak,3931329909,9783931329907,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332006184l/12357809._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332006184l/12357809._SY75_.jpg,2010,9,1,ger,Märkischer Verlag Wilhelmshorst,false,17337660,3,16,18,5,1,5:1|4:2|3:1|2:1|1:0|total:5,1991,1,1,3.60,3,1,"['7902', '2980775', '5127204', '5127205']","['Boris Pasternak', 'Richard Pietraß', 'Natalja Gontscharowa', 'Leonid Ossipowitsch Pasternak']","['4.03', '3.50', '3.67', '3.67']",[],[],[],"Der 1890 in Moskau geborene Sohn eines Malers und einer Pianistin fand den Weg zu einer sinnenwachen Natur- und Liebesdichtung aus weltoffener musischer Familie. Atemtausch und Klangrausch prägen die Verse Boris Pasternaks gänzlicher Hingabe an den zaubrisch erlebten Moment. Revolution, Kriege und Stalins Herrschaft erwiesen sich als Nadelöhre eigner Selbstbewahrung und der seiner Dichtergefährten; ihres Schicksals unterm Damoklesschwert von Verhaftung und Vernichtung, da selbst der ihm zuerkannte Nobelpreis dem Angefeindeten zur Last wurde."
36181438,7902,Dr. Zhivago (SparkNotes Literature Guide),,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,,,true,7289976,3,18,17,5,1,5:2|4:1|3:0|2:1|1:1|total:5,,,,3.40,3,0,"['6460726', '7902']","['SparkNotes', 'Boris Pasternak']","['3.94', '4.03']",[],[],[],"<p>Literature Guides<br />Created by Harvard students for students everywhere, SparkNotes is a new breed of study guide: smarter, better, faster.</p><p>Geared to what today's students need to know, SparkNotes provides:</p><p>chapter-by-chapter analysis<br />explanations of key themes, motifs, and symbols<br />a review quiz and essay topics<br />Lively and accessible, these guides are perfect for late-night studying and writing papers. </p><div></div>"
23519188,7902,O Günler,,9789753634045,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415531590l/23519188._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415531590l/23519188._SY75_.jpg,1996,,,tur,Yapı Kredi Yayınları,false,43122501,1,8,16,5,1,5:2|4:0|3:1|2:1|1:1|total:5,1996,1,1,3.20,5,1,['7902'],['Boris Pasternak'],['4.03'],['1386106'],['Melih Cevdet Anday'],['3.95'],"Ünlü Sovyet ozanı ve romancısı Boris Pasternak'ın bu otobiyografik yapıtı, Pastenak'ın yanı sıra, Blok, Yesenin, Mayakovski gibi büyük sanatçıları da tanıma olanağı sunuyor. İçinde ayrıca Pasternak'ın Shakespeare'den çevirdiği oyunlar üzerine yazdığı yazılarla birlikte, Pasternak üzerine iki yazının ve bir de açıklamalı dizinin yer aldığı O Günler, Sovyet edebiyatı ve sanatında ""farklı"" bir bakışı sergileyen önemli bir başvuru kitabı."
12514998,7902,My Sister Life and The Zhivago Poems,0810127970,9780810127975,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380034309l/12514998._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380034309l/12514998._SY75_.jpg,2012,4,30,,Northwestern University Press,false,17500937,2,17,15,4,0,5:1|4:1|3:2|2:0|1:0|total:4,2012,4,30,3.75,2,0,['7902'],['Boris Pasternak'],['4.03'],['369480'],['James E. Falen'],['4.10'],"Boris Pasternak is best known in the West for his epic novel <i>Doctor Zhivago</i>, whereas in &lt;!--?xml:namespace prefix = st1 ns = ""urn:schemas-microsoft-com:office:smarttags"" /--&gt;Russia he is most celebrated as a poet. The two poetry collections offered here in translation are chronological and thematic bookends, and they capture Pasternak’s abiding and powerful vision of life: his sense of its beauty and terror, its precariousness for the individual, and its persistence in time—that vitality of being with which he is on familiar and familial terms.<br /><br />&lt;!--?xml:namespace prefix = o ns = ""urn:schemas-microsoft-com:office:office"" /--&gt;<br /><br />In the early work<i> My Sister Life</i>, which commemorates the year 1917, Pasternak, then in his late twenties, found his poetic voice. The book would go on to become one of the most influential collections of Rus­sian poetry of the twentieth century. “The Poems of Yury Zhivago” are a part of the poet’s famous novel, Dr. Zhivago, whose title might be rendered in English as “Doctor Life.” These later lyrics are a kind of summing up that reflect, from the perspective of age and approaching death, upon the accumulated experience of a contemplative life amid turbulent and terrifying times.<br /><br />Falen’s fresh new translations of these poems capture their expres­sion of the beauty and the joy, the terror and the pain, of what it is to be alive . . . and to die."
25736614,7902,Försök till självbiografi,,,TR,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,,,,swe,,false,45575795,1,8,15,5,0,5:0|4:1|3:3|2:1|1:0|total:5,1958,,,3.00,5,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
20946391,7902,The Voice Of Prose,,,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393777925l/20946391._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393777925l/20946391._SY75_.jpg,1986,,,eng,GROVE PRESS,false,40317832,5,15,15,4,0,5:0|4:3|3:1|2:0|1:0|total:4,1986,1,1,3.75,3,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
2193744,7902,Geleitbrief. Entwurf zu einem Selbstbildnis.,3100605063,9783100605061,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336165255l/2193744._SY160_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336165255l/2193744._SY75_.jpg,1986,1,1,,"Fischer (S.), Frankfurt",false,2199481,1,5,15,4,1,5:0|4:3|3:1|2:0|1:0|total:4,1986,1,1,3.75,4,1,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
10199094,7902,33 poesie,8804472839,9788804472834,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306328636l/10199094._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306328636l/10199094._SX50_.jpg,1999,,,ita,Mondadori,false,15098318,1,21,15,5,0,5:0|4:0|3:5|2:0|1:0|total:5,,,,3.00,5,0,['7902'],['Boris Pasternak'],['4.03'],['4876880'],['Nadia Cicognini'],['3.74'],
8600026,7902,Boris Pasternak: Family Correspondence 1921-1960,0817910255,9780817910259,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379533390l/8600026._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379533390l/8600026._SX50_.jpg,2010,5,1,,Hoover Press,false,13469889,4,16,15,3,1,5:3|4:0|3:0|2:0|1:0|total:3,2010,4,29,5.00,3,1,"['7902', '5802798', '127528']","['Boris Pasternak', 'Nicolas Pasternak Slater', 'Maya Slater']","['4.03', '4.27', '3.63']",[],[],[],"This selection of Boris Pasternak's correspondence with his parents and sisters from 1921 to 1960—including more than illustrations and photos—is an authoritative, indispensable introduction and guide to the great writer's life and work. His letters are accomplished literary works in their own right, on a par with his poetry in their intensity, frankness, and dazzling stylistic play. In addition, they offer a rare glimpse into his innermost self, significantly complementing the insights gained from his work. They are especially poignant in that after 1923 Pasternak was never to see his parents again."
2857428,7902,The Blind Beauty: A Play,0002620510,9780002620512,TR,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336165420l/2857428._SX98_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336165420l/2857428._SX50_.jpg,,,,,,false,2883563,1,13,14,4,0,5:1|4:1|3:1|2:1|1:0|total:4,,,,3.50,4,0,['7902'],['Boris Pasternak'],['4.03'],[],[],[],
